씨트리(047920),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2015-12-21,6175,8012,5695,8012,4633085,84280.0,7023345.0
2015-12-22,8112,9981,7678,7678,2998360,80768.0,7023345.0
2015-12-23,7745,7911,6536,6617,984618,69601.0,7023345.0
2015-12-24,6429,7611,6429,6577,842571,69180.0,7023345.0
2015-12-28,6616,6877,6416,6416,308936,67494.0,7023345.0
2015-12-29,6296,8012,6109,6810,2343941,71638.0,7023345.0
2015-12-30,6843,7444,6676,7044,650051,74096.0,7023345.0
2016-01-04,7144,8546,7144,7545,1279912,79364.0,7023345.0
2016-01-05,7778,8212,7611,8012,483664,84280.0,7023345.0
2016-01-06,8212,8245,7511,7812,663628,82173.0,7023345.0
2016-01-07,7878,8412,7711,8179,680713,86036.0,7023345.0
2016-01-08,8946,9480,8479,8713,1839861,91655.0,7023345.0
2016-01-11,8679,9147,8279,8379,672228,88143.0,7023345.0
2016-01-12,8212,8345,7544,7611,614662,80066.0,7023345.0
2016-01-13,7644,8145,7511,8079,484598,84982.0,7023345.0
2016-01-14,7811,8078,7745,7912,140009,83227.0,7023345.0
2016-01-15,8012,8546,7911,8212,328820,88847.0,7223345.0
2016-01-18,7878,8479,7878,8413,238366,91014.0,7223345.0
2016-01-19,8312,8946,8245,8847,497949,95709.0,7223345.0
2016-01-20,8846,9681,8679,9514,914280,102933.0,7223345.0
2016-01-21,9414,9881,9213,9448,391385,106455.0,7523345.0
2016-01-22,9748,9781,9113,9281,276683,104574.0,7523345.0
2016-01-25,9581,9614,9247,9347,156951,105327.0,7523345.0
2016-01-26,9213,9314,9046,9080,230468,102317.0,7523345.0
2016-01-27,9180,9514,8646,8813,230877,99308.0,7523345.0
2016-01-28,8713,9213,8579,9214,183922,103822.0,7523345.0
2016-01-29,9213,9280,8946,8947,142106,100813.0,7523345.0
2016-02-01,9013,9013,8512,8646,275261,97427.0,7523345.0
2016-02-02,8679,10248,8446,9615,1088086,108336.0,7523345.0
2016-02-03,9480,9814,9247,9414,322985,106079.0,7523345.0
2016-02-04,9414,9647,9013,9047,225151,101941.0,7523345.0
2016-02-05,8980,9113,8512,8780,279402,98932.0,7523345.0
2016-02-11,8279,8512,8012,8346,260131,94042.0,7523345.0
2016-02-12,8078,8245,6670,7812,411269,88023.0,7523345.0
2016-02-15,7945,8212,7444,7611,125564,85766.0,7523345.0
2016-02-16,7611,7945,7611,7678,111419,86518.0,7523345.0
2016-02-17,7678,8112,7544,7578,142520,85390.0,7523345.0
2016-02-18,7778,7778,7177,7244,137311,81628.0,7523345.0
2016-02-19,7277,7344,6877,7278,111623,82004.0,7523345.0
2016-02-22,7210,7511,7010,7378,111231,83133.0,7523345.0
2016-02-23,7511,7544,7077,7144,68392,80500.0,7523345.0
2016-02-24,7010,7311,6977,7011,59934,78995.0,7523345.0
2016-02-25,7077,7244,6843,6877,82866,77490.0,7523345.0
2016-02-26,6910,7110,6843,7011,47254,78995.0,7523345.0
2016-02-29,7043,7110,6676,6677,102822,75233.0,7523345.0
2016-03-02,6910,7010,6643,6777,107164,76362.0,7523345.0
2016-03-03,6776,6910,6676,6744,97562,75986.0,7523345.0
2016-03-04,6603,6877,6516,6810,219168,76738.0,7523345.0
2016-03-07,6810,7110,6776,7044,158221,79371.0,7523345.0
2016-03-08,7077,7144,6743,6844,93517,77114.0,7523345.0
2016-03-09,6776,6877,6743,6877,47274,77490.0,7523345.0
2016-03-10,6977,6977,6776,6810,62265,76738.0,7523345.0
2016-03-11,6776,6943,6743,6944,51071,78243.0,7523345.0
2016-03-14,6977,7010,6776,6777,36752,76362.0,7523345.0
2016-03-15,6877,6877,6589,6677,86798,75233.0,7523345.0
2016-03-16,6776,6877,6643,6677,50322,75233.0,7523345.0
2016-03-17,6676,6810,6650,6777,43791,76362.0,7523345.0
2016-03-18,6743,7077,6676,6810,124458,76738.0,7523345.0
2016-03-21,6810,6943,6670,6677,121802,75233.0,7523345.0
2016-03-22,6676,6743,6643,6677,69187,75233.0,7523345.0
2016-03-23,6650,6710,6609,6630,45949,74707.0,7523345.0
2016-03-24,6630,8612,6609,8613,2999386,97051.0,7523345.0
2016-03-25,8746,8779,8078,8346,1301874,94042.0,7523345.0
2016-03-28,9347,9514,8345,8346,1387652,94042.0,7523345.0
2016-03-29,8379,8479,8078,8146,264114,91785.0,7523345.0
2016-03-30,8179,8546,7878,7879,263619,88775.0,7523345.0
2016-03-31,8012,8512,7811,8479,330149,95546.0,7523345.0
2016-04-01,8479,9247,8279,9080,543509,102317.0,7523345.0
2016-04-04,9280,10415,9180,10048,1386275,113226.0,7523345.0
2016-04-05,10115,10449,9781,9915,609690,111722.0,7523345.0
2016-04-06,10081,11016,10015,10416,478869,117364.0,7523345.0
2016-04-07,10449,10582,10081,10416,311191,117364.0,7523345.0
2016-04-08,10382,10649,10081,10549,385269,119343.0,7553345.0
2016-04-11,10415,11350,10415,11050,821539,125008.0,7553345.0
2016-04-12,11550,12500,10700,10700,793189,80821.0,7553345.0
2016-04-14,10600,10650,9950,10200,388220,77044.0,7553345.0
2016-04-15,10250,11100,10000,10500,361663,79310.0,7553345.0
2016-04-18,10350,10700,10150,10450,140764,78932.0,7553345.0
2016-04-19,10650,11100,10550,10900,395557,82331.0,7553345.0
2016-04-20,10750,10900,10600,10650,96528,80443.0,7553345.0
2016-04-21,10700,10950,10550,10700,129452,80821.0,7553345.0
2016-04-22,10550,10700,10350,10400,116049,78555.0,7553345.0
2016-04-25,10500,10500,10050,10100,106000,76289.0,7553345.0
2016-04-26,10200,10250,9990,10100,119568,76289.0,7553345.0
2016-04-27,10100,10650,10000,10400,329918,78555.0,7553345.0
2016-04-28,10450,10500,10100,10200,135218,77044.0,7553345.0
2016-04-29,10200,10400,9990,10250,126984,77422.0,7553345.0
2016-05-02,10300,10850,10150,10700,360567,80821.0,7553345.0
2016-05-03,10600,10800,10450,10650,147706,80443.0,7553345.0
2016-05-04,10600,10650,10150,10250,85391,77422.0,7553345.0
2016-05-09,10200,10200,10000,10000,76104,75533.0,7553345.0
2016-05-10,9990,9990,9480,9650,238732,72890.0,7553345.0
2016-05-11,9330,9820,9130,9630,546953,109108.0,11330017.0
2016-05-12,9550,9700,9350,9530,217305,107975.0,11330017.0
2016-05-13,9480,9550,9370,9430,168770,106842.0,11330017.0
2016-05-16,9350,9430,9250,9260,181515,104916.0,11330017.0
2016-05-17,9270,9430,9160,9210,150130,104349.0,11330017.0
2016-05-18,9180,9200,8670,8700,307507,98571.0,11330017.0
2016-05-19,8600,8690,8300,8360,364612,94719.0,11330017.0
2016-05-20,8380,8680,8360,8390,224574,95059.0,11330017.0
2016-05-23,8500,9020,8390,8770,372766,99364.0,11330017.0
2016-05-24,8770,8880,8630,8730,141236,98911.0,11330017.0
2016-05-25,8870,8870,8440,8440,146634,95625.0,11330017.0
2016-05-26,8440,8700,8430,8510,130660,96418.0,11330017.0
2016-05-27,8660,8660,8350,8420,134737,95399.0,11330017.0
2016-05-30,8450,8450,8050,8120,174634,92000.0,11330017.0
2016-05-31,8110,8200,8040,8200,75458,92906.0,11330017.0
2016-06-01,8250,8310,8150,8240,76246,93359.0,11330017.0
2016-06-02,8270,8290,8110,8170,86209,92566.0,11330017.0
2016-06-03,8170,8750,8030,8360,258238,94719.0,11330017.0
2016-06-07,8370,8730,8370,8510,177909,96418.0,11330017.0
2016-06-08,8510,8880,8400,8600,192814,97438.0,11330017.0
2016-06-09,8700,8750,8540,8700,160501,98571.0,11330017.0
2016-06-10,8700,9560,8590,9520,798472,107862.0,11330017.0
2016-06-13,9390,10100,9350,9660,675746,109448.0,11330017.0
2016-06-14,9660,9860,9170,9220,309917,104463.0,11330017.0
2016-06-15,9380,9410,8960,9050,205385,102537.0,11330017.0
2016-06-16,9230,9230,8400,8650,223186,98005.0,11330017.0
2016-06-17,8620,8850,8410,8630,165277,97778.0,11330017.0
2016-06-20,8630,8900,8510,8840,79905,100157.0,11330017.0
2016-06-21,8940,8940,8580,8610,94289,97551.0,11330017.0
2016-06-22,8550,8680,8490,8510,68585,96418.0,11330017.0
2016-06-23,8430,8440,8140,8230,141982,93246.0,11330017.0
2016-06-24,8340,8420,7300,7560,325184,85655.0,11330017.0
2016-06-27,7290,7780,7120,7760,167381,87921.0,11330017.0
2016-06-28,7810,8150,7760,8100,107679,91773.0,11330017.0
2016-06-29,8180,8310,8100,8180,68275,92680.0,11330017.0
2016-06-30,8300,8400,8120,8310,60219,94152.0,11330017.0
2016-07-01,8300,8420,8250,8300,103900,94039.0,11330017.0
2016-07-04,8420,8430,8250,8280,48757,93813.0,11330017.0
2016-07-05,8380,8400,8250,8250,45438,93473.0,11330017.0
2016-07-06,8240,8300,8100,8120,61092,92000.0,11330017.0
2016-07-07,8170,8320,8120,8300,73372,94039.0,11330017.0
2016-07-08,8230,8330,8180,8250,42242,93473.0,11330017.0
2016-07-11,8300,8650,8220,8590,105938,97325.0,11330017.0
2016-07-12,8590,8630,8400,8520,60249,96532.0,11330017.0
2016-07-13,8600,8610,8370,8370,66819,94832.0,11330017.0
2016-07-14,8330,8560,8300,8390,106750,95059.0,11330017.0
2016-07-15,8470,8890,8300,8620,221968,97665.0,11330017.0
2016-07-18,8690,8860,8470,8530,171436,96645.0,11330017.0
2016-07-19,8600,8710,8400,8420,88045,95399.0,11330017.0
2016-07-20,8440,8510,7930,8120,293141,92000.0,11330017.0
2016-07-21,8100,8150,7950,8140,95201,92226.0,11330017.0
2016-07-22,8070,8180,8040,8110,100599,91886.0,11330017.0
2016-07-25,8150,8180,8080,8120,60705,92000.0,11330017.0
2016-07-26,8140,8250,8100,8160,65057,92453.0,11330017.0
2016-07-27,8160,8260,8110,8160,94447,92453.0,11330017.0
2016-07-28,8840,9000,8300,8390,424016,95059.0,11330017.0
2016-07-29,8400,8470,8230,8310,97259,94152.0,11330017.0
2016-08-01,8310,8440,8170,8210,92095,93019.0,11330017.0
2016-08-02,8170,8300,8100,8210,79602,93019.0,11330017.0
2016-08-03,8190,8190,8030,8130,49749,92113.0,11330017.0
2016-08-04,8130,8180,8040,8120,30207,92000.0,11330017.0
2016-08-05,8160,8160,8030,8090,60101,91660.0,11330017.0
2016-08-08,8040,8130,8040,8090,48044,91660.0,11330017.0
2016-08-09,8060,8140,8060,8110,50231,91886.0,11330017.0
2016-08-10,8110,8230,8050,8200,71763,92906.0,11330017.0
2016-08-11,8250,8270,8150,8150,47321,92340.0,11330017.0
2016-08-12,8160,8330,8150,8330,53157,94379.0,11330017.0
2016-08-16,8400,8620,8280,8280,163892,93813.0,11330017.0
2016-08-17,8360,8360,8050,8080,95666,91547.0,11330017.0
2016-08-18,8290,8290,8040,8070,57886,91433.0,11330017.0
2016-08-19,8070,8170,8050,8070,29095,91433.0,11330017.0
2016-08-22,8080,8100,7940,7950,73151,90074.0,11330017.0
2016-08-23,7920,8050,7920,8010,50568,90753.0,11330017.0
2016-08-24,8010,8090,7900,7910,46456,89620.0,11330017.0
2016-08-25,7900,8030,7750,8020,124206,90867.0,11330017.0
2016-08-26,8110,8170,7950,7980,97419,90414.0,11330017.0
2016-08-29,7970,7990,7700,7730,109609,87581.0,11330017.0
2016-08-30,7730,7800,7680,7730,78503,87581.0,11330017.0
2016-08-31,7720,7800,7560,7600,50183,86108.0,11330017.0
2016-09-01,7670,7670,7460,7490,61217,84862.0,11330017.0
2016-09-02,7330,7690,7330,7650,54841,86675.0,11330017.0
2016-09-05,7700,7800,7510,7670,61348,86901.0,11330017.0
2016-09-06,7630,8000,7630,7880,90317,89281.0,11330017.0
2016-09-07,7860,7950,7800,7800,43918,88374.0,11330017.0
2016-09-08,7810,7940,7580,7790,63275,88261.0,11330017.0
2016-09-09,7710,7810,7560,7630,69053,86448.0,11330017.0
2016-09-12,7510,7570,7370,7440,60570,84295.0,11330017.0
2016-09-13,7450,7780,7450,7550,27178,85542.0,11330017.0
2016-09-19,7500,7650,7500,7540,21731,85428.0,11330017.0
2016-09-20,7500,7660,7440,7500,33084,84975.0,11330017.0
2016-09-21,7500,7570,7450,7490,28891,84862.0,11330017.0
2016-09-22,7440,7700,7440,7580,95299,85882.0,11330017.0
2016-09-23,7570,7590,7450,7550,43654,85542.0,11330017.0
2016-09-26,7800,8290,7630,7630,405813,86448.0,11330017.0
2016-09-27,7780,7900,7500,7660,94446,86788.0,11330017.0
2016-09-28,7620,7670,7530,7590,57801,85995.0,11330017.0
2016-09-29,7640,7730,7550,7630,40564,86448.0,11330017.0
2016-09-30,7610,7800,7430,7460,62333,84522.0,11330017.0
2016-10-04,7480,7480,7290,7300,60529,82709.0,11330017.0
2016-10-05,7300,7360,7200,7230,38659,81916.0,11330017.0
2016-10-06,7240,7330,7170,7200,29175,81576.0,11330017.0
2016-10-07,7170,7800,7170,7220,95962,81803.0,11330017.0
2016-10-10,7220,7240,7100,7180,41298,81350.0,11330017.0
2016-10-11,7180,7300,7120,7140,26710,80896.0,11330017.0
2016-10-12,7140,7360,7130,7320,50274,82936.0,11330017.0
2016-10-13,7310,7350,7140,7140,23417,80896.0,11330017.0
2016-10-14,7150,7230,7060,7140,30286,80896.0,11330017.0
2016-10-17,7040,7190,6850,6950,42974,78744.0,11330017.0
2016-10-18,6950,7000,6650,7000,170512,79310.0,11330017.0
2016-10-19,6990,7210,6780,6780,101957,76818.0,11330017.0
2016-10-20,6790,6870,6500,6750,189300,76478.0,11330017.0
2016-10-21,6680,6680,6260,6300,190322,71379.0,11330017.0
2016-10-24,6310,6450,5900,5900,171222,66847.0,11330017.0
2016-10-25,5810,5900,5400,5680,284920,64354.0,11330017.0
2016-10-26,5780,5990,5600,5900,143582,66847.0,11330017.0
2016-10-27,6000,6300,5800,6270,80048,71039.0,11330017.0
2016-10-28,6150,6270,6020,6020,31045,68207.0,11330017.0
2016-10-31,6100,6100,5500,5500,116804,62315.0,11330017.0
2016-11-01,5360,5830,5360,5660,54877,64128.0,11330017.0
2016-11-02,5660,5730,5230,5340,75741,60502.0,11330017.0
2016-11-03,5300,5510,5260,5420,49423,61409.0,11330017.0
2016-11-04,5400,5520,5200,5440,51362,61635.0,11330017.0
2016-11-07,5400,5630,5400,5550,41388,62882.0,11330017.0
2016-11-08,5620,5690,5510,5600,25121,63448.0,11330017.0
2016-11-09,5600,5670,4980,5190,214719,58803.0,11330017.0
2016-11-10,5400,5690,5300,5580,61257,63556.0,11390017.0
2016-11-11,5580,5750,5570,5680,28242,64695.0,11390017.0
2016-11-14,5790,5790,5450,5570,31097,63442.0,11390017.0
2016-11-15,5570,5570,5320,5340,85355,60823.0,11390017.0
2016-11-16,5320,5460,5170,5400,76614,61506.0,11390017.0
2016-11-17,5420,5440,5260,5330,26485,60709.0,11390017.0
2016-11-18,5290,5470,5180,5260,32535,59911.0,11390017.0
2016-11-21,5200,5200,4890,5100,50013,58089.0,11390017.0
2016-11-22,5160,5160,5020,5100,26196,58089.0,11390017.0
2016-11-23,5100,5130,5020,5130,28344,58431.0,11390017.0
2016-11-24,5180,5180,4920,4970,50363,56608.0,11390017.0
2016-11-25,4860,5000,4860,5000,27827,56950.0,11390017.0
2016-11-28,5000,5090,4955,5000,32091,56950.0,11390017.0
2016-11-29,4970,5110,4860,5030,31097,57292.0,11390017.0
2016-11-30,5030,5090,4860,5060,31754,57633.0,11390017.0
2016-12-01,5060,5100,4945,5070,25003,57747.0,11390017.0
2016-12-02,5050,5090,4925,4950,17694,56381.0,11390017.0
2016-12-05,4825,4850,4650,4650,172523,52964.0,11390017.0
2016-12-06,4650,4855,4650,4840,61232,55128.0,11390017.0
2016-12-07,4900,6270,4900,5750,3542821,65493.0,11390017.0
2016-12-08,5570,5710,5280,5280,746487,60139.0,11390017.0
2016-12-09,5270,5440,5010,5020,418832,57178.0,11390017.0
2016-12-12,5030,5180,4870,5180,303036,59000.0,11390017.0
2016-12-13,5180,5270,5080,5200,137784,59228.0,11390017.0
2016-12-14,5260,5540,5130,5190,565341,59114.0,11390017.0
2016-12-15,5140,5280,5040,5270,153468,60025.0,11390017.0
2016-12-16,5320,5330,5170,5200,88244,59228.0,11390017.0
2016-12-19,5250,5290,5090,5270,121389,60025.0,11390017.0
2016-12-20,5300,5480,5250,5270,195644,60025.0,11390017.0
2016-12-21,5270,5340,5210,5290,80862,60253.0,11390017.0
2016-12-22,5340,5350,5200,5210,105208,59342.0,11390017.0
2016-12-23,5170,5250,5070,5080,118412,60147.0,11840017.0
2016-12-26,5050,5160,4905,4915,122043,58194.0,11840017.0
2016-12-27,4980,5050,4900,5010,84104,59318.0,11840017.0
2016-12-28,5050,5290,5000,5220,140752,61805.0,11840017.0
2016-12-29,5220,5270,5140,5190,42129,61450.0,11840017.0
2017-01-02,5190,5290,5150,5270,50840,62397.0,11840017.0
2017-01-03,5290,5410,5250,5350,85246,63344.0,11840017.0
2017-01-04,5340,5690,5290,5560,194967,65830.0,11840017.0
2017-01-05,5600,5840,5540,5600,134230,66304.0,11840017.0
2017-01-06,5600,5790,5550,5700,110727,67488.0,11840017.0
2017-01-09,5730,5740,5480,5520,91244,65357.0,11840017.0
2017-01-10,5600,5600,5440,5580,25494,66067.0,11840017.0
2017-01-11,5610,5650,5470,5560,59601,65830.0,11840017.0
2017-01-12,5520,5730,5390,5410,48294,64054.0,11840017.0
2017-01-13,5370,5690,5360,5570,84596,65949.0,11840017.0
2017-01-16,5600,5920,5520,5560,239180,65830.0,11840017.0
2017-01-17,5640,5640,5410,5450,57728,64528.0,11840017.0
2017-01-18,5520,5540,5370,5510,57926,65238.0,11840017.0
2017-01-19,5570,5680,5470,5470,49217,64765.0,11840017.0
2017-01-20,5520,5520,5400,5480,42535,64883.0,11840017.0
2017-01-23,5480,5630,5400,5410,58867,64054.0,11840017.0
2017-01-24,5410,5470,5220,5250,65134,62160.0,11840017.0
2017-01-25,5330,5330,5050,5110,35083,60502.0,11840017.0
2017-01-26,5200,5410,5140,5300,66767,62752.0,11840017.0
2017-01-31,5380,5380,5100,5350,36139,63344.0,11840017.0
2017-02-01,5400,5430,5330,5380,26751,63699.0,11840017.0
2017-02-02,5310,5580,5310,5500,70436,65120.0,11840017.0
2017-02-03,5430,5610,5320,5610,129350,66422.0,11840017.0
2017-02-06,6000,6900,5700,5700,2277363,67488.0,11840017.0
2017-02-07,5720,5840,5500,5840,354998,69146.0,11840017.0
2017-02-08,5860,5900,5630,5700,162313,67488.0,11840017.0
2017-02-09,5570,5670,5500,5650,131697,66896.0,11840017.0
2017-02-10,5660,5860,5580,5600,165241,66304.0,11840017.0
2017-02-13,5600,5880,5510,5860,172144,69382.0,11840017.0
2017-02-14,5910,6010,5810,5880,144140,69619.0,11840017.0
2017-02-15,5920,6260,5820,6060,224348,71751.0,11840017.0
2017-02-16,6070,6150,5920,5920,110843,70093.0,11840017.0
2017-02-17,5880,6040,5820,5990,61030,70922.0,11840017.0
2017-02-20,6040,6040,5740,5770,104993,68317.0,11840017.0
2017-02-21,5750,5850,5670,5820,104875,68909.0,11840017.0
2017-02-22,5850,5850,5760,5790,63539,68554.0,11840017.0
2017-02-23,5790,5830,5650,5650,100432,66896.0,11840017.0
2017-02-24,5610,5730,5590,5590,61650,66186.0,11840017.0
2017-02-27,5590,5620,5500,5500,49452,65120.0,11840017.0
2017-02-28,5580,5630,5490,5580,27828,66067.0,11840017.0
2017-03-02,5650,5690,5490,5550,73331,65712.0,11840017.0
2017-03-03,5660,5660,5170,5290,232116,62634.0,11840017.0
2017-03-06,5250,5320,5150,5310,75262,62870.0,11840017.0
2017-03-07,5300,5490,5260,5360,59215,63462.0,11840017.0
2017-03-08,5360,5450,5330,5370,29494,63581.0,11840017.0
2017-03-09,5510,5510,5280,5350,63160,63344.0,11840017.0
2017-03-10,5380,5450,5270,5450,61029,64528.0,11840017.0
2017-03-13,5450,5750,5420,5750,222724,68080.0,11840017.0
2017-03-14,5790,5800,5670,5800,59040,68672.0,11840017.0
2017-03-15,5800,5800,5600,5650,63169,66896.0,11840017.0
2017-03-16,5650,5740,5630,5630,23825,66659.0,11840017.0
2017-03-17,5700,5700,5560,5560,30950,65830.0,11840017.0
2017-03-20,5530,5600,5330,5380,79224,63699.0,11840017.0
2017-03-21,5400,5480,5350,5400,38764,63936.0,11840017.0
2017-03-22,5360,5680,5360,5590,157357,66186.0,11840017.0
2017-03-23,5560,5600,5400,5410,94856,64054.0,11840017.0
2017-03-24,5370,5480,5200,5270,109514,62397.0,11840017.0
2017-03-27,5270,5330,5150,5200,61294,61568.0,11840017.0
2017-03-28,5200,5270,5150,5230,53499,61923.0,11840017.0
2017-03-29,5220,5270,5050,5100,102000,60384.0,11840017.0
2017-03-30,5100,5170,5080,5120,65440,60621.0,11840017.0
2017-03-31,5160,5240,5100,5200,32536,61568.0,11840017.0
2017-04-03,5210,5400,5200,5360,70881,63462.0,11840017.0
2017-04-04,5400,5440,5200,5280,61717,62515.0,11840017.0
2017-04-05,5260,5360,5180,5250,40886,62160.0,11840017.0
2017-04-06,5370,5370,5080,5140,67583,60858.0,11840017.0
2017-04-07,5140,5200,5080,5160,52839,61094.0,11840017.0
2017-04-10,5170,5170,4945,4950,152841,58608.0,11840017.0
2017-04-11,5020,5020,4815,4915,70864,58194.0,11840017.0
2017-04-12,4865,4950,4865,4920,40316,58253.0,11840017.0
