랩지노믹스(084650),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2013-10-01,6650,6800,6650,6700,9000,23143.0,3454176.0
2013-10-02,7400,7400,7400,7400,500,25561.0,3454176.0
2013-10-04,7000,7000,7000,7000,2600,24179.0,3454176.0
2013-10-07,7000,7000,7000,7000,3900,24179.0,3454176.0
2013-10-08,7100,7100,7100,7100,1100,24525.0,3454176.0
2013-10-10,7100,7200,7100,7200,2900,24870.0,3454176.0
2013-10-11,7200,7200,7200,7200,1000,24870.0,3454176.0
2013-10-14,8200,8200,7200,8000,3300,27633.0,3454176.0
2013-10-15,0,0,0,7400,0,25561.0,3454176.0
2013-10-16,0,0,0,7300,0,25215.0,3454176.0
2013-10-17,7400,7400,7400,7400,4900,25561.0,3454176.0
2013-10-18,7500,7500,7500,7500,5000,25906.0,3454176.0
2013-10-21,0,0,0,7400,0,25561.0,3454176.0
2013-10-22,7200,7400,7200,7400,2600,25561.0,3454176.0
2013-10-23,0,0,0,7200,0,24870.0,3454176.0
2013-10-24,0,0,0,7200,0,24870.0,3454176.0
2013-10-25,7000,7000,7000,7000,3000,24179.0,3454176.0
2013-10-28,7000,7000,7000,7000,1000,24179.0,3454176.0
2013-10-29,7390,7400,7390,7400,2500,25561.0,3454176.0
2013-10-30,8000,8000,7500,7500,17100,25906.0,3454176.0
2013-10-31,7500,7500,7500,7500,3500,25906.0,3454176.0
2013-11-01,0,0,0,7400,0,,
2013-11-04,0,0,0,7400,0,25561.0,3454176.0
2013-11-05,0,0,0,7400,0,,
2013-11-06,0,0,0,7300,0,,
2013-11-07,6800,6800,6800,6800,3500,23488.0,3454176.0
2013-11-08,7500,7500,7500,7500,500,25906.0,3454176.0
2013-11-11,7300,7300,7300,7300,2100,25215.0,3454176.0
2013-11-12,7290,7300,7290,7300,5400,25215.0,3454176.0
2013-11-13,7300,7300,7300,7300,1600,25215.0,3454176.0
2013-11-14,7300,7300,7300,7300,4000,25215.0,3454176.0
2013-11-15,7300,7350,7280,7350,3100,25388.0,3454176.0
2013-11-18,7350,7400,7330,7330,5400,25319.0,3454176.0
2013-11-19,7330,7330,7320,7330,4400,25319.0,3454176.0
2013-11-20,7400,7500,7400,7500,19800,25906.0,3454176.0
2013-11-21,7500,7500,7500,7500,1100,25906.0,3454176.0
2013-11-22,7600,7600,7500,7500,2700,25906.0,3454176.0
2013-11-25,7400,7400,7400,7400,4000,25561.0,3454176.0
2013-11-26,7400,7500,7400,7500,2700,25906.0,3454176.0
2013-11-27,0,0,0,7500,0,25906.0,3454176.0
2013-11-28,0,0,0,7500,0,,
2013-11-29,0,0,0,7500,0,,
2013-12-02,7500,7500,7500,7500,1500,25906.0,3454176.0
2013-12-03,7500,7500,7500,7500,2500,25906.0,3454176.0
2013-12-04,0,0,0,7400,0,,
2013-12-05,0,0,0,7400,0,,
2013-12-06,7300,7300,7300,7300,100,25215.0,3454176.0
2013-12-09,7350,7550,7350,7550,2300,26079.0,3454176.0
2013-12-10,7500,7500,7500,7500,1400,25906.0,3454176.0
2013-12-11,7500,7500,7500,7500,4000,25906.0,3454176.0
2013-12-12,0,0,0,7500,0,,
2013-12-13,8000,8000,7500,7500,2700,25906.0,3454176.0
2013-12-16,7500,7500,7500,7500,3000,25906.0,3454176.0
2013-12-17,7450,7500,7450,7500,1120,25906.0,3454176.0
2013-12-18,0,0,0,7350,0,25388.0,3454176.0
2013-12-19,7450,7450,7450,7450,100,25734.0,3454176.0
2013-12-20,0,0,0,7400,0,25561.0,3454176.0
2013-12-23,7350,7350,7300,7350,3400,25388.0,3454176.0
2013-12-24,0,0,0,7300,0,25215.0,3454176.0
2013-12-26,7250,7300,7250,7300,2400,25215.0,3454176.0
2013-12-27,0,0,0,7300,0,25215.0,3454176.0
2013-12-30,7450,7450,7450,7450,100,25734.0,3454176.0
2014-01-02,0,0,0,7300,0,25215.0,3454176.0
2014-01-03,0,0,0,7300,0,,
2014-01-06,7000,7300,7000,7300,600,25215.0,3454176.0
2014-01-07,7000,7000,7000,7000,600,24179.0,3454176.0
2014-01-08,7000,7200,7000,7200,600,24870.0,3454176.0
2014-01-09,7100,7100,7100,7100,200,24525.0,3454176.0
2014-01-10,0,0,0,7100,0,24525.0,3454176.0
2014-01-13,7250,7250,7250,7250,100,,
2014-01-14,0,0,0,7250,0,25043.0,3454176.0
2014-01-15,0,0,0,7100,0,24525.0,3454176.0
2014-01-16,7100,7100,6700,6700,3000,23143.0,3454176.0
2014-01-17,7100,7100,7100,7100,100,24525.0,3454176.0
2014-01-20,0,0,0,7000,0,24179.0,3454176.0
2014-01-21,7000,7100,7000,7100,1100,24525.0,3454176.0
2014-01-22,6800,6800,6800,6800,500,23488.0,3454176.0
2014-01-23,6700,6700,6700,6700,100,23143.0,3454176.0
2014-01-24,7000,7000,7000,7000,1200,24179.0,3454176.0
2014-01-27,6700,7000,6700,7000,600,24179.0,3454176.0
2014-01-28,7000,7000,7000,7000,400,24179.0,3454176.0
2014-01-29,7000,7000,7000,7000,500,24179.0,3454176.0
2014-02-03,7100,7100,7100,7100,100,24525.0,3454176.0
2014-02-04,7000,7000,7000,7000,5300,24179.0,3454176.0
2014-02-05,7000,7000,7000,7000,2500,24179.0,3454176.0
2014-02-06,6420,7000,6420,6500,1600,22452.0,3454176.0
2014-02-07,6850,6850,6850,6850,100,23661.0,3454176.0
2014-02-10,6850,6850,6850,6850,500,23661.0,3454176.0
2014-02-11,6850,6850,6850,6850,1000,23661.0,3454176.0
2014-02-12,0,0,0,6850,0,23661.0,3454176.0
2014-02-13,0,0,0,6850,0,,
2014-02-14,6400,6750,6400,6750,600,23316.0,3454176.0
2014-02-17,6400,6750,6400,6750,3500,23316.0,3454176.0
2014-02-18,6750,6750,6700,6700,3200,23143.0,3454176.0
2014-02-19,6700,6700,6700,6700,1500,23143.0,3454176.0
2014-02-20,6700,6700,6680,6680,2500,23074.0,3454176.0
2014-02-21,0,0,0,6680,0,23074.0,3454176.0
2014-02-24,6000,6670,6000,6670,3400,23039.0,3454176.0
2014-02-25,6670,6670,6670,6670,3500,23039.0,3454176.0
2014-02-26,6500,6500,6500,6500,500,22452.0,3454176.0
2014-02-27,0,0,0,6500,0,22452.0,3454176.0
2014-02-28,6500,6500,6300,6300,1100,21761.0,3454176.0
2014-03-03,6500,6500,6500,6500,800,22452.0,3454176.0
2014-03-04,6500,6500,6500,6500,200,22452.0,3454176.0
2014-03-05,6600,6600,6600,6600,600,22798.0,3454176.0
2014-03-06,0,0,0,6600,0,22798.0,3454176.0
2014-03-07,6600,6600,6600,6600,700,22798.0,3454176.0
2014-03-10,0,0,0,6600,0,,
2014-03-11,6600,6650,6600,6600,1300,22798.0,3454176.0
2014-03-12,6500,6500,6450,6450,400,22279.0,3454176.0
2014-03-13,6550,6550,6550,6550,100,22625.0,3454176.0
2014-03-14,6600,6600,6600,6600,600,22798.0,3454176.0
2014-03-17,0,0,0,6600,0,,
2014-03-18,6600,6650,6400,6650,1500,22970.0,3454176.0
2014-03-19,6650,6650,6650,6650,700,22970.0,3454176.0
2014-03-20,6700,6700,6700,6700,100,23143.0,3454176.0
2014-03-21,0,0,0,6700,0,23143.0,3454176.0
2014-03-24,6750,6750,6750,6750,900,23316.0,3454176.0
2014-03-25,6500,6510,6500,6510,1600,22487.0,3454176.0
2014-03-26,6500,6500,6500,6500,4000,22452.0,3454176.0
2014-03-27,6500,6500,6500,6500,2300,22452.0,3454176.0
2014-03-28,6550,6550,6550,6550,100,22625.0,3454176.0
2014-03-31,6600,6610,6600,6610,1600,22832.0,3454176.0
2014-04-01,0,0,0,6610,0,22832.0,3454176.0
2014-04-02,6400,6550,6400,6500,3500,22452.0,3454176.0
2014-04-03,0,0,0,6500,0,,
2014-04-04,6550,6550,6550,6550,1000,22625.0,3454176.0
2014-04-07,0,0,0,6550,0,22625.0,3454176.0
2014-04-08,6590,6590,6590,6590,200,22763.0,3454176.0
2014-04-09,0,0,0,6590,0,22763.0,3454176.0
2014-04-10,6630,6730,6500,6710,3700,23178.0,3454176.0
2014-04-11,0,0,0,6710,0,23178.0,3454176.0
2014-04-14,6700,6800,6700,6800,2000,23488.0,3454176.0
2014-04-15,6800,6800,6800,6800,100,23488.0,3454176.0
2014-04-16,6900,6910,6900,6910,900,23868.0,3454176.0
2014-04-17,7000,7100,7000,7100,200,24525.0,3454176.0
2014-04-18,7150,7150,6900,6900,200,23834.0,3454176.0
2014-04-21,7100,7500,6900,6900,1460,25556.0,3703776.0
2014-04-22,7300,7300,7040,7100,4500,26297.0,3703776.0
2014-04-23,7140,7210,7100,7210,7030,26704.0,3703776.0
2014-04-24,7300,7900,7110,7900,7600,29260.0,3703776.0
2014-04-25,8100,8690,8100,8690,2100,32186.0,3703776.0
2014-04-28,8700,9000,8700,9000,1500,33334.0,3703776.0
2014-04-29,9000,9000,8690,8690,8400,32186.0,3703776.0
2014-04-30,0,0,0,8600,0,31852.0,3703776.0
2014-05-02,8300,8300,8100,8100,300,30001.0,3703776.0
2014-05-07,8360,8360,8000,8000,300,29630.0,3703776.0
2014-05-08,8010,8210,8010,8200,800,30371.0,3703776.0
2014-05-09,8000,8000,8000,8000,600,29630.0,3703776.0
2014-05-12,8350,8410,8350,8410,4180,31149.0,3703776.0
2014-05-13,8450,8460,8450,8450,3310,31297.0,3703776.0
2014-05-14,8400,8400,8350,8350,300,30927.0,3703776.0
2014-05-15,8400,8550,8400,8480,6700,31408.0,3703776.0
2014-05-16,8150,8450,8150,8450,1900,31297.0,3703776.0
2014-05-19,8450,8450,8350,8450,4960,31297.0,3703776.0
2014-05-20,8500,8500,8500,8500,500,31482.0,3703776.0
2014-05-21,8500,8550,8500,8550,2100,31667.0,3703776.0
2014-05-22,8600,8600,8600,8600,1000,31852.0,3703776.0
2014-05-23,8550,8550,8550,8550,500,31667.0,3703776.0
2014-05-26,8600,8600,8600,8600,500,31852.0,3703776.0
2014-05-27,8620,8620,8620,8620,1000,31927.0,3703776.0
2014-05-28,8650,8650,8600,8600,700,31852.0,3703776.0
2014-05-29,8650,8650,8650,8650,2400,32038.0,3703776.0
2014-05-30,8650,9500,8650,9500,6700,35186.0,3703776.0
2014-06-02,9540,9550,9540,9550,200,35371.0,3703776.0
2014-06-03,9600,10000,9580,9950,1000,36853.0,3703776.0
2014-06-05,9990,9990,9600,9980,1400,36964.0,3703776.0
2014-06-09,0,0,0,9980,0,36964.0,3703776.0
2014-06-10,0,0,0,9980,0,,
2014-06-11,9950,9950,9950,9950,200,36853.0,3703776.0
2014-06-12,10000,10000,10000,10000,2600,37038.0,3703776.0
2014-06-13,10050,10050,10050,10050,1100,37223.0,3703776.0
2014-06-16,10150,10500,10150,10500,2500,38890.0,3703776.0
2014-06-17,10350,10700,10350,10700,1500,39630.0,3703776.0
2014-06-18,10900,10900,10900,10900,200,40371.0,3703776.0
2014-06-19,11100,11900,11100,11900,1300,44075.0,3703776.0
2014-06-20,12150,12200,12100,12100,600,44816.0,3703776.0
2014-06-23,12000,12000,12000,12000,100,44445.0,3703776.0
2014-06-24,12000,12000,11950,12000,1900,44445.0,3703776.0
2014-06-25,11950,12000,11950,12000,7000,44445.0,3703776.0
2014-06-26,12450,12450,12000,12000,1300,44445.0,3703776.0
2014-06-27,12650,12650,12000,12000,21476,44445.0,3703776.0
2014-06-30,12000,12100,12000,12100,700,44816.0,3703776.0
2014-07-01,12300,12300,12000,12000,2800,44445.0,3703776.0
2014-07-02,12450,12450,12000,12350,3400,45742.0,3703776.0
2014-07-03,12200,12400,12200,12200,10100,45186.0,3703776.0
2014-07-04,12800,12800,12050,12050,1100,44631.0,3703776.0
2014-07-07,12050,12900,12050,12500,4500,46297.0,3703776.0
2014-07-08,12200,12600,12000,12600,2700,46668.0,3703776.0
2014-07-09,12800,12800,12600,12600,1300,46668.0,3703776.0
2014-07-10,13000,13000,12400,12400,400,45927.0,3703776.0
2014-07-11,12650,12650,12300,12500,4300,46297.0,3703776.0
2014-07-14,12700,12900,12500,12700,3300,47038.0,3703776.0
2014-07-15,13100,13800,13100,13500,5300,50001.0,3703776.0
2014-07-16,13800,14300,13500,13500,1300,50001.0,3703776.0
2014-07-17,13700,13700,13200,13200,2200,48890.0,3703776.0
2014-07-18,13500,13700,13500,13700,1400,50742.0,3703776.0
2014-07-21,13800,13900,13800,13800,600,51112.0,3703776.0
2014-07-22,13900,13900,13800,13900,3800,51482.0,3703776.0
2014-07-23,14350,15900,14300,15900,1600,58890.0,3703776.0
2014-07-24,15850,16150,15800,15800,1600,58520.0,3703776.0
2014-07-25,15950,16350,15950,16350,200,60557.0,3703776.0
2014-07-28,15900,15900,15900,15900,0,58890.0,3703776.0
2014-07-29,14800,15750,14000,14000,500,51853.0,3703776.0
2014-07-30,13400,13400,13400,13400,100,49631.0,3703776.0
2014-07-31,14000,14000,14000,14000,200,51853.0,3703776.0
2014-08-01,14450,15000,14000,14950,9900,55371.0,3703776.0
2014-08-04,15050,16200,15050,15900,15700,58890.0,3703776.0
2014-08-05,15800,15800,15800,15800,0,58520.0,3703776.0
2014-08-06,15800,15800,15800,15800,200,58520.0,3703776.0
2014-08-07,15950,16200,15950,16200,6600,60001.0,3703776.0
2014-08-08,16350,16350,15900,16300,500,60372.0,3703776.0
2014-08-11,16200,16200,16200,16200,0,60001.0,3703776.0
2014-08-12,15900,16150,15900,16150,1500,59816.0,3703776.0
2014-08-13,16000,16000,16000,16000,300,59260.0,3703776.0
2014-08-14,16400,16500,16100,16500,300,61112.0,3703776.0
2014-08-18,16300,16300,16150,16150,1200,59816.0,3703776.0
2014-08-19,16550,16550,16300,16300,200,60372.0,3703776.0
2014-08-20,16000,16250,16000,16250,200,60186.0,3703776.0
2014-08-21,16300,16300,16300,16300,5000,60372.0,3703776.0
2014-08-22,16300,17000,16300,17000,5800,62964.0,3703776.0
2014-08-25,16700,16700,16700,16700,0,61853.0,3703776.0
2014-08-26,16850,16850,16850,16850,100,62409.0,3703776.0
2014-08-27,17500,17500,16500,16900,400,62594.0,3703776.0
2014-08-28,17300,17300,17300,17300,200,64075.0,3703776.0
2014-08-29,17950,17950,17000,17000,200,62964.0,3703776.0
2014-09-01,17200,17200,17200,17200,200,63705.0,3703776.0
2014-09-02,16150,17250,16150,17250,2200,63890.0,3703776.0
2014-09-03,17000,17000,17000,17000,0,62964.0,3703776.0
2014-09-04,17000,17000,17000,17000,0,62964.0,3703776.0
2014-09-05,17000,17000,17000,17000,0,,
2014-09-11,17000,17000,17000,17000,0,,
2014-09-12,17000,17000,17000,17000,0,,
2014-09-15,17100,17500,17100,17500,200,64816.0,3703776.0
2014-09-16,16950,16950,16950,16950,0,62779.0,3703776.0
2014-09-17,17500,17500,17500,17500,100,64816.0,3703776.0
2014-09-18,16950,16950,16950,16950,0,,
2014-09-19,17000,17000,17000,17000,100,62964.0,3703776.0
2014-09-22,17550,17550,17550,17550,100,65001.0,3703776.0
2014-09-23,16500,16500,16500,16500,100,61112.0,3703776.0
2014-09-24,17450,17450,16900,16900,400,62594.0,3703776.0
2014-09-25,17450,17450,17000,17000,200,62964.0,3703776.0
2014-09-26,17450,17450,16950,16950,300,62779.0,3703776.0
2014-09-29,17500,17500,17000,17000,200,62964.0,3703776.0
2014-09-30,17000,17000,17000,17000,0,,
2014-10-01,17000,17000,17000,17000,600,62964.0,3703776.0
2014-10-02,18000,18000,17000,17300,1800,64075.0,3703776.0
2014-10-06,17500,17600,17000,17000,5800,62964.0,3703776.0
2014-10-07,16800,16800,16800,16800,0,62223.0,3703776.0
2014-10-08,17000,17100,17000,17000,4400,62964.0,3703776.0
2014-10-10,17000,17000,17000,17000,0,,
2014-10-13,16500,16750,16500,16750,300,62038.0,3703776.0
2014-10-14,16000,16000,14250,14250,13300,52779.0,3703776.0
2014-10-15,16150,16150,16150,16150,100,59816.0,3703776.0
2014-10-16,15000,15600,15000,15600,300,57779.0,3703776.0
2014-10-17,15950,15950,15950,15950,100,59075.0,3703776.0
2014-10-20,15500,16300,15500,16300,3200,60372.0,3703776.0
2014-10-21,16200,16500,16200,16400,8300,60742.0,3703776.0
2014-10-22,17000,17000,17000,17000,100,62964.0,3703776.0
2014-10-23,16000,16400,16000,16400,300,60742.0,3703776.0
2014-10-24,16850,16850,16850,16850,100,62409.0,3703776.0
2014-10-27,16600,16600,16200,16200,8600,60001.0,3703776.0
2014-10-28,16200,16300,16200,16200,11000,60001.0,3703776.0
2014-10-29,16300,16900,16200,16900,13200,62594.0,3703776.0
2014-10-30,17000,17000,16250,16800,10700,62223.0,3703776.0
2014-10-31,16250,16500,16250,16500,2100,61112.0,3703776.0
2014-11-03,16950,16950,16800,16800,7000,62223.0,3703776.0
2014-11-04,16900,16900,16900,16900,300,62594.0,3703776.0
2014-11-05,17000,17450,16550,16950,7400,62779.0,3703776.0
2014-11-06,17500,17500,17500,17500,100,,
2014-11-07,17200,18000,17000,17800,21100,65927.0,3703776.0
2014-11-10,17700,18200,17700,18200,7000,67409.0,3703776.0
2014-11-11,18200,18900,17900,18900,17230,70001.0,3703776.0
2014-11-12,18850,18850,18850,18850,110,69816.0,3703776.0
2014-11-13,18500,19500,18500,19500,8000,72224.0,3703776.0
2014-11-14,19300,19500,19000,19350,6700,71668.0,3703776.0
2014-11-17,19500,19700,19000,19700,10101,72964.0,3703776.0
2014-11-18,19950,20000,19500,19700,8520,72964.0,3703776.0
2014-11-19,19300,19700,18950,18950,1312,70187.0,3703776.0
2014-11-20,19450,19600,19200,19600,4729,72594.0,3703776.0
2014-11-21,19500,19600,19000,19000,973,70372.0,3703776.0
2014-11-24,19500,19500,19500,19500,30,72224.0,3703776.0
2014-11-25,19500,19500,18300,19450,1850,72038.0,3703776.0
2014-11-26,19500,19500,19500,19500,5,72224.0,3703776.0
2014-11-27,17100,17100,17100,17100,350,63335.0,3703776.0
2014-11-28,19300,19300,18050,19150,970,70927.0,3703776.0
2014-12-01,19500,19500,19500,19500,11,72224.0,3703776.0
2014-12-02,19500,19950,17000,19000,13309,70372.0,3703776.0
2014-12-03,19200,19300,18500,19300,1260,71483.0,3703776.0
2014-12-04,19500,19900,19350,19900,7203,73705.0,3703776.0
2014-12-05,19500,19750,18000,19500,9919,72224.0,3703776.0
2014-12-08,19000,19000,17550,18350,12634,67964.0,3703776.0
2014-12-09,19300,19300,19300,19300,10,71483.0,3703776.0
2014-12-10,18000,18900,17500,18900,1320,70001.0,3703776.0
2014-12-11,19400,19400,19400,19400,10,71853.0,3703776.0
2014-12-12,18000,18000,18000,18000,0,66668.0,3703776.0
2014-12-15,19000,19000,18000,18850,5051,69816.0,3703776.0
2014-12-16,8351,8351,7122,7147,780582,56519.0,3966276.0
2014-12-17,6971,8200,6971,7549,408104,59692.0,3966276.0
2014-12-18,7673,8677,7498,8677,425549,68617.0,3966276.0
2014-12-19,9028,9479,8551,9003,234667,71195.0,3966276.0
2014-12-22,8827,9103,8576,8727,71725,69013.0,3966276.0
2014-12-23,8727,8852,8075,8451,82744,66832.0,3966276.0
2014-12-24,8351,8601,8175,8376,52783,66237.0,3966276.0
2014-12-26,8275,8626,8025,8025,54526,63460.0,3966276.0
2014-12-29,8025,8200,7623,7925,37434,62667.0,3966276.0
2014-12-30,8075,8827,7799,8602,73477,68022.0,3966276.0
2015-01-02,8601,8852,8275,8527,73421,67427.0,3966276.0
2015-01-05,8551,9028,8326,8953,62018,70798.0,3966276.0
2015-01-06,8927,8952,8652,8727,30347,71682.0,4119647.0
2015-01-07,8877,8877,8376,8502,31274,69828.0,4119647.0
2015-01-08,8426,9203,8250,9028,73573,74154.0,4119647.0
2015-01-09,9028,9755,8927,9154,100608,75184.0,4119647.0
2015-01-12,8978,9304,8877,9053,39579,74360.0,4119647.0
2015-01-13,9178,9730,8952,9404,113643,77243.0,4119647.0
2015-01-14,9579,9730,9304,9530,46548,78273.0,4119647.0
2015-01-15,9630,10959,9554,10959,313314,90014.0,4119647.0
2015-01-16,11310,12589,11310,12464,755386,102373.0,4119647.0
2015-01-19,12388,12689,11761,12564,383433,105963.0,4230076.0
2015-01-20,12815,12940,12087,12339,223318,104060.0,4230076.0
2015-01-21,12338,13492,11836,12339,320015,104060.0,4230076.0
2015-01-22,12639,12639,11285,11712,204870,98772.0,4230076.0
2015-01-23,11686,11711,11210,11461,226628,96657.0,4230076.0
2015-01-26,11485,12463,11460,12213,269348,103002.0,4230076.0
2015-01-27,12438,14043,12413,14044,526710,118442.0,4230076.0
2015-01-28,14470,14796,13592,14044,530374,118442.0,4230076.0
2015-01-29,14645,16150,14470,16150,574513,136208.0,4230076.0
2015-01-30,16150,16551,15347,16351,339343,137900.0,4230076.0
2015-02-02,16702,16702,15347,15423,177122,130075.0,4230076.0
2015-02-03,15598,16551,14595,15950,314698,134516.0,4230076.0
2015-02-04,16050,16351,15373,15524,218379,130921.0,4230076.0
2015-02-05,15498,16426,15347,16301,231882,137477.0,4230076.0
2015-02-06,16150,18056,15899,16150,362169,136208.0,4230076.0
2015-02-09,16000,16175,15097,15298,167698,129017.0,4230076.0
2015-02-10,15072,15448,14445,14571,151464,122884.0,4230076.0
2015-02-11,14771,15322,14595,15298,158560,129017.0,4230076.0
2015-02-12,15373,16225,14244,15774,327647,133036.0,4230076.0
2015-02-13,16025,16401,15072,15323,263168,129229.0,4230076.0
2015-02-16,15147,15147,13642,14044,295882,118442.0,4230076.0
2015-02-17,13642,14043,12890,13442,226915,113366.0,4230076.0
2015-02-23,13241,14043,13040,14044,124285,118442.0,4230076.0
2015-02-24,14043,14445,13793,14345,106208,120980.0,4230076.0
2015-02-25,14445,14470,13366,13868,207141,116962.0,4230076.0
2015-02-26,13918,13943,13467,13868,71002,116962.0,4230076.0
2015-02-27,13918,14545,13492,14395,149363,121403.0,4230076.0
2015-03-02,14319,15147,14144,14922,176476,125845.0,4230076.0
2015-03-03,14896,15122,14545,14696,68548,123941.0,4230076.0
2015-03-04,14946,14946,14144,14245,55648,120134.0,4230076.0
2015-03-05,14094,14445,13793,13944,57063,117596.0,4230076.0
2015-03-06,13943,14219,13567,14194,55531,119711.0,4230076.0
2015-03-09,14169,14269,13567,14194,87466,119711.0,4230076.0
2015-03-10,14094,14244,13542,13793,72807,116327.0,4230076.0
2015-03-11,13567,13692,13216,13342,70600,112520.0,4230076.0
2015-03-12,13341,13893,13040,13768,106952,116116.0,4230076.0
2015-03-13,13818,15824,13768,15549,439694,131132.0,4230076.0
2015-03-16,15699,16501,15322,16050,215679,135362.0,4230076.0
2015-03-17,15849,16275,15523,16276,126572,137266.0,4230076.0
2015-03-18,16300,16902,15648,16050,193098,135362.0,4230076.0
2015-03-19,16150,16351,15373,16050,92201,135362.0,4230076.0
2015-03-20,16401,18457,15849,18458,400928,155667.0,4230076.0
2015-03-23,19059,19811,17680,18157,363279,153129.0,4230076.0
2015-03-24,18231,18608,17429,18508,148117,156090.0,4230076.0
2015-03-25,18382,19510,18181,18508,177569,156090.0,4230076.0
2015-03-26,18156,18307,16275,17103,239659,144246.0,4230076.0
2015-03-27,17003,17203,16250,17204,121825,145092.0,4230076.0
2015-03-30,17203,17655,16752,17204,71562,145092.0,4230076.0
2015-03-31,17454,18608,16852,18433,144840,155455.0,4230076.0
2015-04-01,18432,18507,17529,18082,112627,152494.0,4230076.0
2015-04-02,18106,18733,17504,18307,113813,154398.0,4230076.0
2015-04-03,18633,19510,18081,19060,140964,160743.0,4230076.0
2015-04-06,19184,19360,18532,18708,72148,157782.0,4230076.0
2015-04-07,18808,18808,17605,17605,190413,148476.0,4230076.0
2015-04-08,17780,18081,17128,17455,110128,147207.0,4230076.0
2015-04-09,17554,18106,17153,17605,126656,148476.0,4230076.0
