린드먼아시아(277070),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2018-05-16,7800,7930,7600,7640,115758,103140.0,13500000.0
2018-05-17,7640,7770,7570,7700,87291,103950.0,13500000.0
2018-05-18,7710,7970,7710,7940,143076,107190.0,13500000.0
2018-05-21,8030,8370,7900,8280,370540,111780.0,13500000.0
2018-05-23,8370,8370,8100,8130,172426,109755.0,13500000.0
2018-05-24,8130,8630,8120,8320,468141,112320.0,13500000.0
2018-05-25,8200,8250,7980,8150,173513,110025.0,13500000.0
2018-05-28,8080,8080,7860,7980,173417,107730.0,13500000.0
2018-05-29,8080,8170,7920,7930,110537,107055.0,13500000.0
2018-05-30,7990,8260,7930,8060,257551,108810.0,13500000.0
2018-05-31,8060,8120,7610,7650,180924,103275.0,13500000.0
2018-06-01,7700,7810,7530,7580,120673,102330.0,13500000.0
2018-06-04,7580,7770,7580,7720,78653,104220.0,13500000.0
2018-06-05,7810,7810,7640,7660,61238,103410.0,13500000.0
2018-06-07,7670,7740,7570,7570,86231,102195.0,13500000.0
2018-06-08,7640,7650,7560,7650,69674,103275.0,13500000.0
2018-06-11,7700,7880,7700,7710,87067,104085.0,13500000.0
2018-06-12,7680,7770,7480,7490,95554,101115.0,13500000.0
2018-06-14,7490,7560,7120,7130,122807,96255.0,13500000.0
2018-06-15,7150,7220,6940,6970,86159,94095.0,13500000.0
2018-06-18,6910,7020,6670,6700,90023,90450.0,13500000.0
2018-06-19,6690,6890,6560,6680,52539,90180.0,13500000.0
2018-06-20,6600,7060,6600,6920,76163,93420.0,13500000.0
2018-06-21,6870,7100,6870,7030,39237,94905.0,13500000.0
2018-06-22,7030,7050,6820,6920,33049,93420.0,13500000.0
2018-06-25,6860,6970,6730,6800,45332,91800.0,13500000.0
2018-06-26,6800,6820,6680,6790,21078,91665.0,13500000.0
2018-06-27,6800,6860,6720,6750,21039,91125.0,13500000.0
2018-06-28,6700,6730,6370,6400,113426,86400.0,13500000.0
2018-06-29,6510,6510,6300,6340,40325,85590.0,13500000.0
2018-07-02,6400,6530,5990,6060,63534,81810.0,13500000.0
2018-07-03,6090,6290,6030,6210,55802,83835.0,13500000.0
2018-07-04,6210,6650,6210,6530,104848,88155.0,13500000.0
2018-07-05,6640,6640,6300,6370,42478,85995.0,13500000.0
2018-07-06,6330,6370,5990,6230,50216,84105.0,13500000.0
2018-07-09,6370,6380,5930,6060,70409,81810.0,13500000.0
2018-07-10,6160,6330,6070,6190,60093,83565.0,13500000.0
2018-07-11,6200,6330,6100,6320,42318,85320.0,13500000.0
2018-07-12,6280,6350,6200,6290,25593,84915.0,13500000.0
2018-07-13,6290,6340,6210,6220,30264,83970.0,13500000.0
2018-07-16,6220,6340,6220,6250,23658,84375.0,13500000.0
2018-07-17,6350,6350,6200,6230,27414,84105.0,13500000.0
2018-07-18,6230,6290,6000,6010,40627,81135.0,13500000.0
2018-07-19,6020,6080,5810,5860,64051,79110.0,13500000.0
2018-07-20,5820,5840,5700,5730,31353,77355.0,13500000.0
2018-07-23,5740,5880,5460,5540,34436,74790.0,13500000.0
2018-07-24,5400,5640,5400,5550,23805,74925.0,13500000.0
2018-07-25,5620,5690,5550,5590,31766,75465.0,13500000.0
2018-07-26,5610,5620,5500,5590,22440,75465.0,13500000.0
2018-07-27,5680,6450,5590,5900,309274,79650.0,13500000.0
2018-07-30,5770,5920,5770,5890,37226,79515.0,13500000.0
2018-07-31,5880,6180,5800,6060,98117,81810.0,13500000.0
2018-08-01,6060,6140,5950,6010,48219,81135.0,13500000.0
2018-08-02,6070,6070,5780,5860,39590,79110.0,13500000.0
2018-08-03,5860,5970,5820,5850,16163,78975.0,13500000.0
2018-08-06,5920,5920,5780,5800,19917,78300.0,13500000.0
2018-08-07,5800,5860,5750,5800,14398,78300.0,13500000.0
2018-08-08,5770,5890,5740,5800,12091,78300.0,13500000.0
2018-08-09,5800,5880,5760,5760,19108,77760.0,13500000.0
2018-08-10,5830,5830,5630,5710,16605,77085.0,13500000.0
2018-08-13,5710,5710,5300,5330,63920,71955.0,13500000.0
2018-08-14,5270,5360,5100,5260,33762,71010.0,13500000.0
2018-08-16,5260,5260,5160,5220,40894,70470.0,13500000.0
2018-08-17,5220,5740,5220,5440,112849,73440.0,13500000.0
2018-08-20,5450,6960,5450,6080,3040114,82080.0,13500000.0
2018-08-21,6010,6370,5950,6360,664561,85860.0,13500000.0
2018-08-22,6400,6400,6000,6240,208238,84240.0,13500000.0
2018-08-23,6250,7310,6150,6330,2229216,85455.0,13500000.0
2018-08-24,6380,7060,6150,6700,1429700,90450.0,13500000.0
2018-08-27,6750,7050,6660,6750,453558,91125.0,13500000.0
2018-08-28,6700,6850,6620,6750,143675,91125.0,13500000.0
2018-08-29,6690,7400,6680,7200,1637100,97200.0,13500000.0
2018-08-30,7140,7200,6960,7180,284647,96930.0,13500000.0
2018-08-31,7230,7750,7140,7200,1049407,97200.0,13500000.0
2018-09-03,7090,7120,6840,6880,210235,92880.0,13500000.0
2018-09-04,6860,6880,6660,6860,157532,92610.0,13500000.0
2018-09-05,6800,6980,6700,6760,90011,91260.0,13500000.0
2018-09-06,6890,6900,6630,6720,75896,90720.0,13500000.0
2018-09-07,6660,6790,6520,6550,90455,88425.0,13500000.0
2018-09-10,6450,6950,6450,6870,199580,92745.0,13500000.0
2018-09-11,6800,6980,6770,6960,130431,93960.0,13500000.0
2018-09-12,6900,6960,6670,6710,81895,90585.0,13500000.0
2018-09-13,6710,6780,6550,6650,69997,89775.0,13500000.0
2018-09-14,6700,7090,6660,7050,304847,95175.0,13500000.0
2018-09-17,7000,7030,6810,6880,127219,92880.0,13500000.0
2018-09-18,6900,6970,6750,6750,94783,91125.0,13500000.0
2018-09-19,6880,7210,6580,6630,420640,89505.0,13500000.0
2018-09-20,6630,6720,6340,6340,159813,85590.0,13500000.0
2018-09-21,6340,6460,6060,6100,107271,82350.0,13500000.0
2018-09-27,6100,6180,5900,6110,79418,82485.0,13500000.0
2018-09-28,6050,7080,6050,6590,1281329,88965.0,13500000.0
2018-10-01,6750,7410,6750,7080,1645808,95580.0,13500000.0
2018-10-02,7050,7070,6700,6700,190305,90450.0,13500000.0
2018-10-04,6690,6940,6450,6500,193242,87750.0,13500000.0
2018-10-05,6400,6640,6250,6250,101729,84375.0,13500000.0
2018-10-08,6120,6930,6120,6520,606890,88020.0,13500000.0
2018-10-10,6490,6760,6380,6450,200246,87075.0,13500000.0
2018-10-11,6160,6400,5820,6000,129131,81000.0,13500000.0
2018-10-12,5800,6100,5800,6000,152449,81000.0,13500000.0
2018-10-15,6020,6140,5970,5980,51805,80730.0,13500000.0
2018-10-16,5860,6160,5860,6140,38111,82890.0,13500000.0
2018-10-17,6180,6390,5980,6140,77961,82890.0,13500000.0
2018-10-18,6140,6240,6100,6150,40181,83025.0,13500000.0
2018-10-19,6150,6410,6100,6260,153694,84510.0,13500000.0
2018-10-22,6350,6550,6270,6400,159443,86400.0,13500000.0
2018-10-23,6420,6570,6270,6270,143580,84645.0,13500000.0
2018-10-24,6300,6550,5700,6100,201285,82350.0,13500000.0
2018-10-25,5910,6040,5320,5870,85809,79245.0,13500000.0
2018-10-26,5870,6180,5830,5900,69959,79650.0,13500000.0
2018-10-29,5820,6100,5100,5100,124486,68850.0,13500000.0
2018-10-30,4615,5290,4615,5280,116558,71280.0,13500000.0
2018-10-31,5290,5510,5250,5370,50149,72495.0,13500000.0
2018-11-01,5380,5650,5350,5460,47903,73710.0,13500000.0
2018-11-02,5420,5820,5420,5780,65136,78030.0,13500000.0
2018-11-05,5740,5830,5660,5810,30431,78435.0,13500000.0
2018-11-06,5810,6050,5710,6050,43587,81675.0,13500000.0
2018-11-07,6150,6150,5600,5760,58455,77760.0,13500000.0
2018-11-08,5800,5940,5770,5790,26199,78165.0,13500000.0
2018-11-09,5790,5950,5640,5670,31924,76545.0,13500000.0
2018-11-12,5570,5660,5250,5250,36043,70875.0,13500000.0
2018-11-13,5040,5190,4890,5100,108255,68850.0,13500000.0
2018-11-14,5230,5230,5050,5140,37313,69390.0,13500000.0
2018-11-15,5230,5230,5110,5180,20700,69930.0,13500000.0
2018-11-16,5230,5490,5190,5400,51791,72900.0,13500000.0
2018-11-19,5300,5580,5300,5460,42851,73710.0,13500000.0
2018-11-20,5440,5500,5280,5390,27409,72765.0,13500000.0
2018-11-21,5290,5380,5170,5320,26540,71820.0,13500000.0
2018-11-22,5320,5430,5280,5280,19258,71280.0,13500000.0
2018-11-23,5400,5400,5190,5200,26285,70200.0,13500000.0
2018-11-26,5200,5380,5200,5300,10961,71550.0,13500000.0
2018-11-27,5350,5390,5240,5320,31721,71820.0,13500000.0
2018-11-28,5320,5340,5250,5310,27697,71685.0,13500000.0
2018-11-29,5340,5490,5280,5300,44701,71550.0,13500000.0
2018-11-30,5300,5890,5120,5530,317150,74655.0,13500000.0
2018-12-03,5690,5750,5510,5570,96022,75195.0,13500000.0
2018-12-04,5510,5670,5510,5520,58136,74520.0,13500000.0
2018-12-05,5480,5510,5370,5450,44255,73575.0,13500000.0
2018-12-06,5450,5450,5120,5210,50659,70335.0,13500000.0
2018-12-07,5150,5300,5080,5240,31831,70740.0,13500000.0
2018-12-10,5240,5240,5020,5080,22256,68580.0,13500000.0
2018-12-11,5010,5130,4965,4965,28706,67028.0,13500000.0
2018-12-12,4900,5090,4900,4900,46319,66150.0,13500000.0
2018-12-13,4970,5090,4970,5050,13664,68175.0,13500000.0
2018-12-14,5050,5060,4900,5050,12460,68175.0,13500000.0
2018-12-17,5050,5050,4810,4810,24658,64935.0,13500000.0
2018-12-18,4825,4920,4810,4820,13894,65070.0,13500000.0
2018-12-19,4800,4910,4755,4890,22181,66015.0,13500000.0
2018-12-20,4760,5230,4760,5060,46495,68310.0,13500000.0
2018-12-21,4960,5100,4905,4995,13355,67432.0,13500000.0
2018-12-24,5040,5090,4950,5060,28949,68310.0,13500000.0
2018-12-26,4885,4995,4850,4900,33084,66150.0,13500000.0
2018-12-27,5010,5100,4880,4880,16167,65880.0,13500000.0
2018-12-28,4850,4995,4850,4970,18181,67095.0,13500000.0
2019-01-02,4975,5050,4760,4760,31362,64260.0,13500000.0
2019-01-03,4820,5200,4730,4830,65714,65205.0,13500000.0
2019-01-04,4790,4965,4760,4850,15396,65475.0,13500000.0
2019-01-07,4840,4970,4840,4920,17665,66420.0,13500000.0
2019-01-08,4920,5020,4845,4925,44055,66488.0,13500000.0
2019-01-09,5080,5580,5050,5060,266833,68310.0,13500000.0
2019-01-10,5020,5150,5020,5120,37297,69120.0,13500000.0
2019-01-11,5130,5130,5060,5100,29292,68850.0,13500000.0
2019-01-14,5050,5140,4950,5060,33103,68310.0,13500000.0
2019-01-15,5350,5380,5100,5110,94494,68985.0,13500000.0
2019-01-16,5110,5230,5100,5160,24026,69660.0,13500000.0
2019-01-17,5180,5260,5110,5150,24562,69525.0,13500000.0
2019-01-18,5150,5180,5010,5120,33239,69120.0,13500000.0
2019-01-21,5200,5200,5030,5140,16475,69390.0,13500000.0
2019-01-22,5100,5180,5050,5130,17315,69255.0,13500000.0
2019-01-23,5000,5100,5000,5050,36141,68175.0,13500000.0
2019-01-24,4960,5150,4960,5140,57568,69390.0,13500000.0
2019-01-25,5300,5410,5190,5300,91253,71550.0,13500000.0
2019-01-28,5300,5350,5210,5340,30755,72090.0,13500000.0
2019-01-29,5380,5380,5220,5270,25167,71145.0,13500000.0
2019-01-30,5220,5320,5150,5300,34559,71550.0,13500000.0
2019-01-31,5330,5340,5160,5180,43714,69930.0,13500000.0
2019-02-01,5150,5240,5150,5210,32282,70335.0,13500000.0
2019-02-07,5230,5360,5170,5250,53261,70875.0,13500000.0
2019-02-08,5320,5320,5150,5200,28724,70200.0,13500000.0
2019-02-11,5200,5330,5180,5240,39180,70740.0,13500000.0
2019-02-12,5560,5850,5320,5380,219644,72630.0,13500000.0
2019-02-13,5420,5480,5380,5410,68953,73035.0,13500000.0
2019-02-14,5470,5470,5330,5400,33128,72900.0,13500000.0
2019-02-15,5390,5430,5300,5340,26446,72090.0,13500000.0
2019-02-18,5400,5400,5290,5360,37845,72360.0,13500000.0
2019-02-19,5360,5380,5280,5380,29931,72630.0,13500000.0
2019-02-20,5380,5470,5370,5450,63873,73575.0,13500000.0
2019-02-21,5500,5630,5410,5610,91620,75735.0,13500000.0
2019-02-22,5690,5690,5550,5560,78629,75060.0,13500000.0
2019-02-25,5610,5650,5540,5650,40301,76275.0,13500000.0
2019-02-26,5680,5700,5590,5660,34397,76410.0,13500000.0
2019-02-27,5650,5650,5490,5540,43981,74790.0,13500000.0
2019-02-28,5540,5640,5190,5290,71220,71415.0,13500000.0
2019-03-04,5300,5470,5300,5430,23456,73305.0,13500000.0
2019-03-05,5350,5510,5350,5510,37878,74385.0,13500000.0
2019-03-06,5530,5870,5400,5870,202870,79245.0,13500000.0
2019-03-07,5980,6060,5550,5760,273558,77760.0,13500000.0
2019-03-08,5700,5850,5670,5750,51023,77625.0,13500000.0
2019-03-11,5730,5830,5570,5770,55323,77895.0,13500000.0
2019-03-12,5780,5950,5770,5900,97489,79650.0,13500000.0
2019-03-13,5930,5940,5780,5780,57525,78030.0,13500000.0
2019-03-14,5840,5890,5710,5820,31809,78570.0,13500000.0
2019-03-15,5860,5890,5650,5710,38371,77085.0,13500000.0
2019-03-18,5740,6680,5710,6400,2425041,86400.0,13500000.0
2019-03-19,6400,6700,6240,6260,791385,84510.0,13500000.0
2019-03-20,6230,6340,6090,6330,273042,85455.0,13500000.0
2019-03-21,6330,6470,6210,6230,229272,84105.0,13500000.0
2019-03-22,6170,6280,5950,6020,152408,81270.0,13500000.0
2019-03-25,5990,6000,5750,5750,109740,77625.0,13500000.0
2019-03-26,5900,5900,5640,5830,74150,78705.0,13500000.0
2019-03-27,5850,5880,5710,5840,48551,78840.0,13500000.0
2019-03-28,5880,5880,5680,5690,63730,76815.0,13500000.0
2019-03-29,5740,5740,5560,5700,66609,76950.0,13500000.0
2019-04-01,5630,5880,5630,5860,60653,79110.0,13500000.0
2019-04-02,5910,6100,5800,5980,75839,80730.0,13500000.0
2019-04-03,6000,6000,5590,5910,89178,79785.0,13500000.0
2019-04-04,6020,6020,5790,5900,37319,79650.0,13500000.0
2019-04-05,5960,5960,5810,5860,21674,79110.0,13500000.0
2019-04-08,5930,6000,5860,5950,77863,80325.0,13500000.0
2019-04-09,5960,5960,5780,5850,48061,78975.0,13500000.0
2019-04-10,5870,5870,5760,5840,34133,78840.0,13500000.0
2019-04-11,5790,5910,5750,5880,37959,79380.0,13500000.0
2019-04-12,5850,5930,5830,5890,40222,79515.0,13500000.0
2019-04-15,5930,5980,5900,5900,44178,79650.0,13500000.0
2019-04-16,5890,5960,5750,5950,59870,80325.0,13500000.0
2019-04-17,5950,6040,5920,5990,57508,80865.0,13500000.0
2019-04-18,5990,5990,5800,5800,37980,78300.0,13500000.0
2019-04-19,5730,5890,5730,5820,38267,78570.0,13500000.0
2019-04-22,5850,5850,5780,5820,34139,78570.0,13500000.0
2019-04-23,5760,5850,5550,5720,36816,77220.0,13500000.0
2019-04-24,5690,5780,5650,5780,26174,78030.0,13500000.0
2019-04-25,5780,5780,5620,5630,31991,76005.0,13500000.0
2019-04-26,5610,5630,5330,5370,100267,72495.0,13500000.0
2019-04-29,5430,5500,5360,5370,21583,72495.0,13500000.0
2019-04-30,5380,5430,5270,5380,37959,72630.0,13500000.0
2019-05-02,5290,5530,5280,5480,39708,73980.0,13500000.0
2019-05-03,5480,5590,5460,5540,22857,74790.0,13500000.0
2019-05-07,5460,5490,5280,5420,21345,73170.0,13500000.0
2019-05-08,5300,5400,5210,5350,29606,72225.0,13500000.0
2019-05-09,5300,5350,5020,5030,92830,67905.0,13500000.0
2019-05-10,5010,5110,4890,4945,47278,66758.0,13500000.0
2019-05-13,4925,5040,4925,4940,29213,66690.0,13500000.0
2019-05-14,5200,5310,4880,5020,104004,67770.0,13500000.0
2019-05-15,5020,5110,4990,5100,26898,68850.0,13500000.0
2019-05-16,5050,5130,4950,5010,23091,67635.0,13500000.0
2019-05-17,4990,5050,4910,4925,27072,66488.0,13500000.0
2019-05-20,4900,4970,4830,4870,23568,65745.0,13500000.0
2019-05-21,4755,5010,4755,4830,40465,65205.0,13500000.0
2019-05-22,4820,4970,4820,4970,49042,67095.0,13500000.0
2019-05-23,5150,5150,4755,4850,61908,65475.0,13500000.0
2019-05-24,4800,4845,4600,4665,44166,62978.0,13500000.0
2019-05-27,4620,4695,4560,4665,46516,62978.0,13500000.0
2019-05-28,4815,4975,4645,4665,59110,62978.0,13500000.0
2019-05-29,4740,4740,4580,4685,25922,63248.0,13500000.0
2019-05-30,4625,4680,4565,4585,16925,61898.0,13500000.0
2019-05-31,4590,4660,4585,4660,13248,62910.0,13500000.0
2019-06-03,4650,4665,4590,4635,5768,62572.0,13500000.0
2019-06-04,4650,4670,4600,4645,12144,62708.0,13500000.0
2019-06-05,4670,4740,4645,4730,14367,63855.0,13500000.0
2019-06-07,4670,4770,4670,4765,11636,64328.0,13500000.0
2019-06-10,4730,4795,4725,4790,20239,64665.0,13500000.0
2019-06-11,4800,4880,4795,4840,16529,65340.0,13500000.0
2019-06-12,4820,4900,4770,4820,16353,65070.0,13500000.0
2019-06-13,4825,4850,4785,4850,15065,65475.0,13500000.0
2019-06-14,4815,5950,4800,5400,3450916,72900.0,13500000.0
2019-06-17,5390,5480,5150,5260,369215,71010.0,13500000.0
2019-06-18,5290,6090,5290,5490,2867488,74115.0,13500000.0
2019-06-19,5450,5580,5370,5580,257970,75330.0,13500000.0
2019-06-20,5580,5690,5470,5510,164437,74385.0,13500000.0
2019-06-21,5420,5500,5370,5420,119348,73170.0,13500000.0
2019-06-24,5420,5450,5210,5300,61743,71550.0,13500000.0
2019-06-25,5250,5300,5050,5160,145622,69660.0,13500000.0
2019-06-26,5120,5430,5110,5320,82269,71820.0,13500000.0
2019-06-27,5120,5360,5120,5200,68132,70200.0,13500000.0
2019-06-28,5140,5300,5050,5100,48819,68850.0,13500000.0
2019-07-01,5110,5310,5060,5210,37775,70335.0,13500000.0
2019-07-02,5120,5300,5120,5200,31760,70200.0,13500000.0
2019-07-03,5250,5330,5020,5150,44263,69525.0,13500000.0
2019-07-04,5150,5470,5090,5330,90848,71955.0,13500000.0
2019-07-05,5250,5340,5160,5160,54350,69660.0,13500000.0
2019-07-08,5190,5280,4850,4850,65436,65475.0,13500000.0
2019-07-09,4760,4930,4720,4720,40777,63720.0,13500000.0
2019-07-10,4650,4920,4645,4920,32758,66420.0,13500000.0
2019-07-11,4890,4945,4835,4910,23232,66285.0,13500000.0
2019-07-12,4985,4985,4835,4930,10642,66555.0,13500000.0
2019-07-15,4945,4945,4790,4820,26202,65070.0,13500000.0
2019-07-16,4810,4870,4765,4780,11488,64530.0,13500000.0
2019-07-17,4890,4890,4600,4645,40064,62708.0,13500000.0
2019-07-18,4610,4780,4560,4695,17328,63382.0,13500000.0
2019-07-19,4630,4840,4630,4775,24675,64462.0,13500000.0
2019-07-22,4800,4930,4800,4900,16761,66150.0,13500000.0
2019-07-23,4820,5300,4820,4995,114930,67432.0,13500000.0
2019-07-24,4995,5080,4840,4855,35635,65542.0,13500000.0
2019-07-25,4855,4955,4670,4700,24789,63450.0,13500000.0
2019-07-26,4640,4725,4610,4665,13170,62978.0,13500000.0
2019-07-29,4580,4665,4205,4300,71764,58050.0,13500000.0
2019-07-30,4170,4435,4170,4390,27678,59265.0,13500000.0
2019-07-31,4225,4410,4225,4405,14189,59468.0,13500000.0
2019-08-01,4205,4485,4205,4300,16842,58050.0,13500000.0
2019-08-02,4200,4415,4025,4390,17023,59265.0,13500000.0
2019-08-05,4435,4450,3820,3820,44920,51570.0,13500000.0
2019-08-06,3695,3805,3365,3365,80414,45428.0,13500000.0
2019-08-07,3285,3965,3285,3785,125668,51098.0,13500000.0
2019-08-08,3785,4000,3600,3770,32218,50895.0,13500000.0
2019-08-09,3770,3830,3715,3800,31481,51300.0,13500000.0
2019-08-12,3720,3945,3720,3805,19241,51368.0,13500000.0
2019-08-13,3825,4055,3785,3985,24942,53798.0,13500000.0
2019-08-14,4025,4060,3930,4050,28200,54675.0,13500000.0
2019-08-16,4080,4080,3850,3890,21105,52515.0,13500000.0
2019-08-19,3890,3955,3815,3935,12218,53122.0,13500000.0
2019-08-20,3830,4050,3830,4040,13583,54540.0,13500000.0
2019-08-21,4005,4055,3960,4040,4736,54540.0,13500000.0
2019-08-22,4060,4060,3990,4045,6287,54608.0,13500000.0
2019-08-23,4000,4035,3920,3920,15035,52920.0,13500000.0
2019-08-26,3915,3915,3705,3780,10060,51030.0,13500000.0
2019-08-27,3820,3900,3800,3875,6787,52312.0,13500000.0
2019-08-28,3755,3875,3755,3860,8119,52110.0,13500000.0
2019-08-29,3860,3885,3780,3860,9593,52110.0,13500000.0
2019-08-30,3860,3990,3840,3875,20420,52312.0,13500000.0
2019-09-02,3775,3900,3775,3900,10110,52650.0,13500000.0
2019-09-03,3890,4035,3890,3980,13583,53730.0,13500000.0
2019-09-04,3975,4130,3970,4050,14945,54675.0,13500000.0
2019-09-05,4050,4130,4050,4085,9060,55148.0,13500000.0
2019-09-06,4110,4120,4025,4085,16600,55148.0,13500000.0
2019-09-09,4095,4200,4055,4085,16534,55148.0,13500000.0
2019-09-10,4085,4165,4060,4130,13374,55755.0,13500000.0
2019-09-11,4150,4230,4100,4200,19083,56700.0,13500000.0
2019-09-16,4225,4245,4150,4210,9718,56835.0,13500000.0
2019-09-17,4140,4240,4140,4210,23366,56835.0,13500000.0
2019-09-18,4200,4220,4140,4210,12401,56835.0,13500000.0
2019-09-19,4210,4255,4120,4155,9530,56092.0,13500000.0
2019-09-20,4180,4230,4170,4215,5580,56902.0,13500000.0
2019-09-23,4170,4225,4135,4170,10062,56295.0,13500000.0
2019-09-24,4110,4245,4110,4170,16968,56295.0,13500000.0
2019-09-25,4170,4285,4085,4185,31648,56498.0,13500000.0
2019-09-26,4175,4220,4080,4125,15307,55688.0,13500000.0
2019-09-27,4210,4210,4020,4020,9819,54270.0,13500000.0
2019-09-30,4020,4050,3860,3930,14188,53055.0,13500000.0
2019-10-01,3930,3995,3930,3975,6809,53662.0,13500000.0
2019-10-02,3905,4000,3590,3950,59963,53325.0,13500000.0
2019-10-04,3940,3955,3855,3890,9762,52515.0,13500000.0
2019-10-07,3810,3910,3810,3895,13290,52582.0,13500000.0
