한컴MDS(086960),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2007-01-08,13015,13397,12786,12938,137908,103395.0,6100000.0
2007-01-09,12977,12977,12442,12900,36579,103090.0,6100000.0
2007-01-10,13091,13091,12442,12556,37541,100345.0,6100000.0
2007-01-11,12595,12824,12480,12671,83606,101260.0,6100000.0
2007-01-12,12786,13244,12595,13243,64849,105835.0,6100000.0
2007-01-15,13320,13397,13091,13396,51403,107055.0,6100000.0
2007-01-16,13511,13511,12977,12976,47756,103700.0,6100000.0
2007-01-17,13015,13053,12671,12976,35707,103700.0,6100000.0
2007-01-18,12748,12939,12595,12824,40471,102480.0,6100000.0
2007-01-19,12786,12786,11794,12022,59269,96075.0,6100000.0
2007-01-22,11832,12061,11412,11602,58631,92720.0,6100000.0
2007-01-23,11412,11717,10954,11068,58474,88450.0,6100000.0
2007-01-24,11068,11450,11068,11373,68114,90890.0,6100000.0
2007-01-25,11564,11679,11221,11297,46603,90280.0,6100000.0
2007-01-26,11107,11221,10839,10992,29318,87840.0,6100000.0
2007-01-29,10992,11145,10534,10953,68057,87535.0,6100000.0
2007-01-30,11145,11145,10610,10648,38574,85095.0,6100000.0
2007-01-31,10801,11603,10725,11221,120533,89670.0,6100000.0
2007-02-01,11488,11679,10877,11068,108289,88450.0,6100000.0
2007-02-02,11107,11603,11068,11259,64018,89975.0,6100000.0
2007-02-05,11297,11641,11297,11640,66079,93025.0,6100000.0
2007-02-06,11641,11755,11412,11717,29123,93635.0,6100000.0
2007-02-07,11526,11755,11374,11411,51263,91195.0,6100000.0
2007-02-08,11336,11526,11145,11221,36331,89670.0,6100000.0
2007-02-09,11221,11450,11145,11259,38713,89975.0,6100000.0
2007-02-12,11297,11297,10916,10992,23095,87840.0,6100000.0
2007-02-13,10839,11488,10801,11488,82945,91805.0,6100000.0
2007-02-14,11603,12175,11336,12060,125310,96380.0,6100000.0
2007-02-15,12175,12366,11832,12098,56311,96685.0,6100000.0
2007-02-16,12213,12213,11717,12137,39465,96990.0,6100000.0
2007-02-20,11984,12481,11984,12251,55346,97905.0,6100000.0
2007-02-21,12442,12442,11908,12175,44583,97295.0,6100000.0
2007-02-22,12175,12213,11755,11755,45196,93940.0,6100000.0
2007-02-23,11755,11793,11450,11526,45119,92110.0,6100000.0
2007-02-26,11526,12061,11526,12060,63558,96380.0,6100000.0
2007-02-27,11946,12061,11564,11869,49572,94855.0,6100000.0
2007-02-28,11145,11603,11068,11602,28450,92720.0,6100000.0
2007-03-02,11603,11641,11336,11564,47978,92415.0,6100000.0
2007-03-05,11374,11488,11183,11335,81664,90585.0,6100000.0
2007-03-06,11526,11603,11336,11602,80828,92720.0,6100000.0
2007-03-07,11755,11794,11488,11564,53040,92415.0,6100000.0
2007-03-08,11603,12137,11565,11717,82026,93635.0,6100000.0
2007-03-09,11755,11832,11679,11717,56822,93635.0,6100000.0
2007-03-12,11717,11794,11297,11450,70002,91500.0,6100000.0
2007-03-13,11603,11679,11412,11411,69990,91195.0,6100000.0
2007-03-14,11183,11336,11107,11221,37610,89670.0,6100000.0
2007-03-15,11297,11794,11221,11679,41501,93330.0,6100000.0
2007-03-16,11794,12023,11641,11946,74625,95465.0,6100000.0
2007-03-19,11984,12671,11908,12595,123795,100650.0,6100000.0
2007-03-20,12595,12595,12213,12442,42378,99430.0,6100000.0
2007-03-21,12709,12709,12213,12556,54629,100345.0,6100000.0
2007-03-22,12633,13816,12633,13511,266971,107970.0,6100000.0
2007-03-23,13626,13626,12900,12976,65497,103700.0,6100000.0
2007-03-26,13282,13282,12671,12862,50625,102785.0,6100000.0
2007-03-27,12824,13129,12595,12900,61929,103090.0,6100000.0
2007-03-28,12977,13206,12290,12327,62025,98515.0,6100000.0
2007-03-29,12290,12519,12099,12518,42089,100040.0,6100000.0
2007-03-30,12671,12671,12137,12289,51740,98210.0,6100000.0
2007-04-02,12252,12519,11946,12289,50098,98210.0,6100000.0
2007-04-03,12519,12671,12251,12327,88228,98515.0,6100000.0
2007-04-04,12481,12710,12213,12595,77644,100650.0,6100000.0
2007-04-05,12595,12633,12213,12480,61665,99735.0,6100000.0
2007-04-06,12328,12442,12137,12137,47976,96990.0,6100000.0
2007-04-09,12137,12137,11755,11869,62205,94855.0,6100000.0
2007-04-10,11870,12290,11717,11908,91854,95160.0,6100000.0
2007-04-11,11908,12061,11717,11793,49367,94245.0,6100000.0
2007-04-12,11679,11832,11336,11373,118518,90890.0,6100000.0
2007-04-13,11335,11450,10877,11068,228125,88450.0,6100000.0
2007-04-16,10954,11107,10534,10572,198779,84485.0,6100000.0
2007-04-17,10648,11030,10610,10839,132974,86620.0,6100000.0
2007-04-18,10954,11221,10572,11144,132170,89060.0,6100000.0
2007-04-19,11335,11335,10992,11297,113740,90280.0,6100000.0
2007-04-20,11526,12213,11412,12213,193173,97600.0,6100000.0
2007-04-23,12519,12671,11145,11488,321792,91805.0,6100000.0
2007-04-24,11755,12061,11374,11564,120373,92415.0,6100000.0
2007-04-25,11488,11603,10992,10992,75272,87840.0,6100000.0
2007-04-26,11145,11297,10992,11106,35975,88755.0,6100000.0
2007-04-27,11145,11374,11030,11144,25503,89060.0,6100000.0
2007-04-30,11145,11374,11068,11373,24913,90890.0,6100000.0
2007-05-02,11450,11450,10992,11030,62330,88145.0,6100000.0
2007-05-03,11107,11221,11030,11144,29456,89060.0,6100000.0
2007-05-04,11107,11221,10992,11221,28065,89670.0,6100000.0
2007-05-07,11297,11870,11259,11831,118743,94550.0,6100000.0
2007-05-08,11946,12023,11412,11450,109166,91500.0,6100000.0
2007-05-09,12200,12200,11400,11400,33424,69540.0,6100000.0
2007-05-10,11700,12000,10800,11400,55989,69540.0,6100000.0
2007-05-11,11200,11450,11050,11450,20716,69845.0,6100000.0
2007-05-14,11500,11700,11000,11300,52710,68930.0,6100000.0
2007-05-15,11300,11300,10650,10650,55491,64965.0,6100000.0
2007-05-16,10650,10800,10450,10650,44735,64965.0,6100000.0
2007-05-17,10800,10800,10200,10200,100413,62220.0,6100000.0
2007-05-18,10250,10300,9910,9960,77301,60756.0,6100000.0
2007-05-21,9830,10600,9710,10400,64509,63440.0,6100000.0
2007-05-22,10550,11250,10200,10850,60404,66185.0,6100000.0
2007-05-23,11000,11000,10550,10600,19723,64660.0,6100000.0
2007-05-25,10550,10650,10450,10600,38768,64660.0,6100000.0
2007-05-28,10650,11000,10550,10650,44066,64965.0,6100000.0
2007-05-29,10500,10700,10350,10600,94139,84800.0,8000000.0
2007-05-30,10450,10900,10100,10550,246780,84400.0,8000000.0
2007-05-31,10500,10700,10150,10250,65358,82000.0,8000000.0
2007-06-01,10150,10200,10000,10050,78161,80400.0,8000000.0
2007-06-04,10200,10250,9890,9890,78463,79120.0,8000000.0
2007-06-05,9780,9780,9220,9380,161044,75040.0,8000000.0
2007-06-07,9380,9990,9370,9990,76691,79920.0,8000000.0
2007-06-08,9990,9990,9630,9780,34420,78240.0,8000000.0
2007-06-11,9800,9800,9580,9650,48999,77200.0,8000000.0
2007-06-12,9650,9750,9590,9610,43131,76880.0,8000000.0
2007-06-13,9610,10100,9470,9800,88588,78400.0,8000000.0
2007-06-14,9900,10600,9840,10450,129029,83600.0,8000000.0
2007-06-15,10500,11900,10100,10800,528909,86400.0,8000000.0
2007-06-18,11350,11650,10850,10950,137156,87600.0,8000000.0
2007-06-19,11100,11450,10600,11250,90560,90000.0,8000000.0
2007-06-20,11100,11750,10900,10900,189660,87200.0,8000000.0
2007-06-21,11050,11300,10650,11100,56692,88800.0,8000000.0
2007-06-22,11300,11500,11100,11300,89805,90400.0,8000000.0
2007-06-25,11600,11600,11100,11150,86654,89200.0,8000000.0
2007-06-26,11300,11350,10900,11100,48217,88800.0,8000000.0
2007-06-27,11150,11300,10700,10900,45133,87200.0,8000000.0
2007-06-28,10900,10900,10550,10900,29948,87200.0,8000000.0
2007-06-29,10750,11100,10550,10700,45276,85600.0,8000000.0
2007-07-02,10900,10900,10150,10300,48670,82400.0,8000000.0
2007-07-03,10200,10450,10100,10200,47484,81600.0,8000000.0
2007-07-04,10100,10300,9860,9900,110957,79200.0,8000000.0
2007-07-05,9950,10250,9840,10150,52233,81200.0,8000000.0
2007-07-06,10250,10300,9900,9900,68136,79200.0,8000000.0
2007-07-09,10100,10800,10050,10600,99085,84800.0,8000000.0
2007-07-10,10900,11100,10750,10850,92927,86800.0,8000000.0
2007-07-11,10900,11400,10600,11400,97876,91200.0,8000000.0
2007-07-12,11400,11550,11000,11400,131299,91200.0,8000000.0
2007-07-13,11500,12200,11150,11550,398676,92400.0,8000000.0
2007-07-16,11700,12000,11350,11900,126558,95200.0,8000000.0
2007-07-18,12150,12200,11000,11000,216352,88000.0,8000000.0
2007-07-19,11450,11700,11150,11300,82187,90400.0,8000000.0
2007-07-20,11250,11400,11050,11400,88797,91200.0,8000000.0
2007-07-23,11450,11600,11150,11450,90212,91600.0,8000000.0
2007-07-24,11450,11650,11050,11150,80513,89200.0,8000000.0
2007-07-25,11050,11250,10800,10800,92015,86400.0,8000000.0
2007-07-26,10800,11100,10600,10600,101309,84800.0,8000000.0
2007-07-27,10350,10550,10000,10000,97319,80000.0,8000000.0
2007-07-30,10000,10350,9900,9900,125833,79200.0,8000000.0
2007-07-31,10150,10750,10100,10600,51447,84800.0,8000000.0
2007-08-01,10600,10650,10300,10450,61264,83600.0,8000000.0
2007-08-02,11000,11250,10600,10900,89195,87200.0,8000000.0
2007-08-03,10800,11050,10750,10750,38454,86000.0,8000000.0
2007-08-06,10600,10750,10550,10550,29851,84400.0,8000000.0
2007-08-07,10600,11200,10600,11150,80889,89200.0,8000000.0
2007-08-08,11250,11450,11100,11200,70116,89600.0,8000000.0
2007-08-09,11200,11400,11100,11200,80181,89600.0,8000000.0
2007-08-10,11000,11150,10750,10850,94910,86800.0,8000000.0
2007-08-13,10900,11000,10550,10900,37838,87200.0,8000000.0
2007-08-14,10900,10900,10400,10450,67310,83600.0,8000000.0
2007-08-16,10000,10100,9520,9520,88978,76160.0,8000000.0
2007-08-17,9420,9810,9400,9520,58345,76160.0,8000000.0
2007-08-20,9640,10250,9640,10000,35630,80000.0,8000000.0
2007-08-21,9920,10150,9850,9940,37281,79520.0,8000000.0
2007-08-22,10000,10600,9990,10600,54770,84800.0,8000000.0
2007-08-23,10750,10750,10250,10300,37698,82400.0,8000000.0
2007-08-24,10250,10550,10000,10250,37237,82000.0,8000000.0
2007-08-27,10400,10550,10100,10150,25013,81200.0,8000000.0
2007-08-28,9910,10350,9910,10250,37917,82000.0,8000000.0
2007-08-29,10000,10250,9910,10100,53454,80800.0,8000000.0
2007-08-30,10300,10950,10050,10500,100123,84000.0,8000000.0
2007-08-31,10700,10700,10400,10500,36475,84000.0,8000000.0
2007-09-03,10500,10700,10350,10600,61529,84800.0,8000000.0
2007-09-04,10600,10700,10500,10550,449118,84400.0,8000000.0
2007-09-05,11000,12100,11000,11850,868332,94800.0,8000000.0
2007-09-06,11500,11800,11300,11350,201256,90800.0,8000000.0
2007-09-07,11450,11600,10900,11450,153876,91600.0,8000000.0
2007-09-10,10900,11250,10450,10500,184159,84000.0,8000000.0
2007-09-11,10500,11050,10500,11000,112539,88000.0,8000000.0
2007-09-12,11150,11150,10600,10650,47144,85200.0,8000000.0
2007-09-13,10500,10750,10450,10600,77736,84800.0,8000000.0
2007-09-14,10800,10950,10500,10550,95006,84400.0,8000000.0
2007-09-17,10700,10900,10350,10800,93951,86400.0,8000000.0
2007-09-18,10850,10850,10250,10250,68154,82000.0,8000000.0
2007-09-19,10600,11000,10200,10700,549522,85600.0,8000000.0
2007-09-20,11050,11500,10700,10750,261015,86000.0,8000000.0
2007-09-21,10900,11250,10750,10950,77392,87600.0,8000000.0
2007-09-27,10950,11000,10650,10650,83387,85200.0,8000000.0
2007-09-28,10700,10800,10450,10600,84752,84800.0,8000000.0
2007-10-01,10650,11050,10500,11000,128120,88000.0,8000000.0
2007-10-02,10950,11100,10700,10700,72464,85600.0,8000000.0
2007-10-04,10650,11050,10500,11000,82687,88000.0,8000000.0
2007-10-05,11150,11150,10750,11000,140384,88000.0,8000000.0
2007-10-08,11100,11800,11050,11650,252188,93200.0,8000000.0
2007-10-09,11700,11900,11400,11800,177567,94400.0,8000000.0
2007-10-10,11900,11900,11250,11250,159946,90000.0,8000000.0
2007-10-11,11200,11400,10150,10500,346340,84000.0,8000000.0
2007-10-12,10450,11350,10450,11150,212227,89200.0,8000000.0
2007-10-15,11350,11400,10800,11050,91559,88400.0,8000000.0
2007-10-16,11300,11600,10000,10000,158780,80000.0,8000000.0
2007-10-17,9900,10500,9900,10500,96418,84000.0,8000000.0
2007-10-18,10200,10550,9990,10000,127887,80000.0,8000000.0
2007-10-19,9900,10300,9900,10150,87472,81200.0,8000000.0
2007-10-22,9800,10250,9750,10000,84762,80000.0,8000000.0
2007-10-23,10150,10250,10000,10000,48375,80000.0,8000000.0
2007-10-24,10100,10250,9900,10100,87677,80800.0,8000000.0
2007-10-25,10200,10400,10100,10400,50095,83200.0,8000000.0
2007-10-26,10400,10800,10400,10700,106298,85600.0,8000000.0
2007-10-29,10700,10850,10600,10850,63186,86800.0,8000000.0
2007-10-30,10900,11250,10500,10650,141246,85200.0,8000000.0
2007-10-31,10650,10700,10300,10300,47289,82400.0,8000000.0
2007-11-01,10500,10600,10200,10200,70526,81600.0,8000000.0
2007-11-02,10150,10150,9990,10050,56673,80400.0,8000000.0
2007-11-05,10100,10300,10000,10250,65911,82000.0,8000000.0
2007-11-06,10400,10600,10200,10600,110512,84800.0,8000000.0
2007-11-07,10800,10800,10500,10600,77188,84800.0,8000000.0
2007-11-08,10500,10500,10250,10300,77928,82400.0,8000000.0
2007-11-09,10350,10750,10300,10700,75906,85600.0,8000000.0
2007-11-12,10600,10850,10400,10700,109829,85600.0,8000000.0
2007-11-13,10700,10850,10450,10850,57553,86800.0,8000000.0
2007-11-14,10850,10950,10700,10750,28586,86000.0,8000000.0
2007-11-15,10850,11050,10650,10850,72226,86800.0,8000000.0
2007-11-16,10900,11050,10650,11000,60571,88000.0,8000000.0
2007-11-19,11000,11000,10800,10800,28255,86400.0,8000000.0
2007-11-20,10600,10800,10550,10700,34410,85600.0,8000000.0
2007-11-21,10700,10800,10200,10200,35659,81600.0,8000000.0
2007-11-22,9990,10400,9990,10300,25530,82400.0,8000000.0
2007-11-23,10200,10300,9800,9810,46209,78480.0,8000000.0
2007-11-26,9900,10250,9850,10000,18833,80000.0,8000000.0
2007-11-27,9850,10200,9130,10200,62561,81600.0,8000000.0
2007-11-28,10200,10350,9760,9760,32596,78080.0,8000000.0
2007-11-29,10000,10200,9310,9950,18722,79998.0,8040000.0
2007-11-30,10000,10550,9950,10200,112931,82008.0,8040000.0
2007-12-03,10200,10250,10100,10200,25657,82008.0,8040000.0
2007-12-04,10200,10350,10150,10350,44866,83214.0,8040000.0
2007-12-05,10250,10650,10250,10600,51388,85224.0,8040000.0
2007-12-06,10700,10700,10350,10500,49568,84420.0,8040000.0
2007-12-07,10400,10600,10250,10550,56266,84822.0,8040000.0
2007-12-10,10550,10750,10250,10250,73636,82410.0,8040000.0
2007-12-11,10450,10700,9700,10050,161857,80802.0,8040000.0
2007-12-12,9890,10200,9890,10200,66002,82008.0,8040000.0
2007-12-13,10250,10350,10000,10200,54035,82008.0,8040000.0
2007-12-14,10150,10500,9920,10500,75339,84420.0,8040000.0
2007-12-17,10200,10500,10000,10150,37274,81606.0,8040000.0
2007-12-18,10150,10450,10050,10300,38659,82812.0,8040000.0
2007-12-20,10300,10700,10200,10500,79499,84420.0,8040000.0
2007-12-21,10500,10700,10350,10700,57224,86028.0,8040000.0
2007-12-24,10750,10750,10500,10700,39786,86028.0,8040000.0
2007-12-26,10650,10650,10450,10600,22948,85224.0,8040000.0
2007-12-27,10650,10650,10450,10600,12322,85224.0,8040000.0
2007-12-28,10450,10600,10450,10600,13292,85224.0,8040000.0
2008-01-02,10600,10650,10450,10550,35361,84822.0,8040000.0
2008-01-03,10550,10700,10400,10700,92082,86028.0,8040000.0
2008-01-04,10750,10850,10600,10850,129844,87234.0,8040000.0
2008-01-07,10800,10850,10600,10600,104462,85224.0,8040000.0
2008-01-08,10500,10500,10100,10100,35045,81204.0,8040000.0
2008-01-09,9950,9980,9760,9810,37385,78872.0,8040000.0
2008-01-10,9810,10150,9770,9850,14563,79194.0,8040000.0
2008-01-11,9830,10200,9770,9800,14205,78792.0,8040000.0
2008-01-14,9800,9800,9360,9370,19864,75335.0,8040000.0
2008-01-15,9370,9500,9170,9370,17747,75335.0,8040000.0
2008-01-16,9050,9450,9000,9400,14662,75576.0,8040000.0
2008-01-17,9400,9500,9270,9480,1485,76219.0,8040000.0
2008-01-18,9400,9750,9360,9750,8515,78390.0,8040000.0
2008-01-21,9840,9840,9410,9700,4084,77988.0,8040000.0
2008-01-22,9470,9550,9230,9340,3800,75094.0,8040000.0
2008-01-23,9370,9430,9110,9220,7801,74129.0,8040000.0
2008-01-24,9220,9430,9200,9300,6648,74772.0,8040000.0
2008-01-25,9420,9480,9200,9420,8983,75737.0,8040000.0
2008-01-28,9300,9390,9100,9180,5229,73807.0,8040000.0
2008-01-29,9180,9290,9110,9120,1820,73325.0,8040000.0
2008-01-30,9030,9120,8840,9120,5134,73325.0,8040000.0
2008-01-31,8800,9150,8800,9150,4423,73566.0,8040000.0
2008-02-01,9210,9250,8890,9090,25134,73084.0,8040000.0
2008-02-04,9090,9190,8820,8900,10374,71556.0,8040000.0
2008-02-05,8900,8980,8800,8900,7327,71556.0,8040000.0
2008-02-11,8900,8900,8540,8730,6019,70189.0,8040000.0
2008-02-12,8610,8800,8380,8460,18068,68018.0,8040000.0
2008-02-13,8310,8480,8200,8290,18128,66652.0,8040000.0
2008-02-14,8200,8230,7300,7820,50135,74300.0,9501280.0
2008-02-15,7820,7950,7120,7120,74043,67649.0,9501280.0
2008-02-18,7280,7450,7130,7300,39578,69359.0,9501280.0
2008-02-19,7320,7730,7210,7300,24499,69359.0,9501280.0
2008-02-20,7200,7300,7130,7300,34782,69359.0,9501280.0
2008-02-21,7310,7420,7150,7370,21382,70024.0,9501280.0
2008-02-22,7240,7300,7100,7300,19558,69359.0,9501280.0
2008-02-25,7250,7400,7230,7230,10352,68694.0,9501280.0
2008-02-26,7180,7290,6980,7000,15651,66509.0,9501280.0
2008-02-27,7000,7000,6500,6880,65721,65369.0,9501280.0
2008-02-28,6780,6880,6600,6650,22946,63184.0,9501280.0
2008-02-29,6540,6990,6470,6990,35970,66414.0,9501280.0
2008-03-03,6940,6950,6760,6800,7099,64609.0,9501280.0
2008-03-04,6800,6800,6460,6480,16577,61568.0,9501280.0
2008-03-05,6430,6430,6150,6200,29384,58908.0,9501280.0
2008-03-06,6030,6350,6000,6120,24782,58148.0,9501280.0
2008-03-07,5940,6090,5940,6030,9410,57293.0,9501280.0
2008-03-10,5930,6200,5930,6100,13239,57958.0,9501280.0
2008-03-11,5920,6170,5920,6150,8797,58433.0,9501280.0
2008-03-12,6210,6390,6200,6270,9540,59573.0,9501280.0
2008-03-13,6270,6470,6150,6290,15851,59763.0,9501280.0
2008-03-14,6350,6460,6180,6290,4448,59763.0,9501280.0
2008-03-17,6200,6240,5590,6140,13385,58338.0,9501280.0
2008-03-18,6020,6230,5920,6100,1332,57958.0,9501280.0
2008-03-19,6320,6320,6000,6190,3712,58813.0,9501280.0
2008-03-20,6190,6190,5850,6070,13775,57673.0,9501280.0
2008-03-21,6070,6130,5950,5970,5580,56723.0,9501280.0
2008-03-24,5920,5960,5680,5700,30778,54157.0,9501280.0
2008-03-25,5730,5900,5580,5620,18810,53397.0,9501280.0
2008-03-26,5610,5650,5430,5470,19699,51972.0,9501280.0
2008-03-27,5460,5620,5400,5540,18638,52637.0,9501280.0
2008-03-28,5400,5850,5400,5850,14480,55582.0,9501280.0
2008-03-31,5650,5930,5650,5840,7499,55487.0,9501280.0
2008-04-01,5840,6330,5840,6200,44019,58908.0,9501280.0
2008-04-02,6160,6450,6050,6050,19156,57483.0,9501280.0
2008-04-03,6010,6300,6010,6210,16405,59003.0,9501280.0
2008-04-04,6080,6300,6070,6120,21302,58148.0,9501280.0
2008-04-07,6070,6280,6070,6140,11125,58338.0,9501280.0
2008-04-08,6140,6230,6050,6230,10352,59193.0,9501280.0
2008-04-10,6230,6490,6200,6460,21941,61378.0,9501280.0
2008-04-11,6390,6600,6220,6380,15444,60618.0,9501280.0
2008-04-14,6430,6430,6130,6190,7502,58813.0,9501280.0
2008-04-15,6080,6270,6070,6070,6258,57673.0,9501280.0
2008-04-16,6040,6400,6040,6400,16936,60808.0,9501280.0
2008-04-17,6310,6500,6250,6280,28741,59668.0,9501280.0
2008-04-18,6400,6400,6190,6280,6783,59668.0,9501280.0
2008-04-21,6150,6280,6110,6150,10317,58433.0,9501280.0
2008-04-22,6080,6230,6010,6120,13612,58148.0,9501280.0
2008-04-23,6100,6140,5990,5990,20933,56913.0,9501280.0
2008-04-24,6070,6120,5990,6100,4206,57958.0,9501280.0
2008-04-25,6000,6150,6000,6090,4863,57863.0,9501280.0
2008-04-28,6120,6120,5600,5900,15128,56058.0,9501280.0
2008-04-29,5810,5940,5710,5840,10096,55487.0,9501280.0
2008-04-30,5720,5870,5720,5870,3289,55773.0,9501280.0
2008-05-02,5850,6080,5850,5940,8254,56438.0,9501280.0
2008-05-06,5980,6090,5940,6080,5880,57768.0,9501280.0
2008-05-07,6140,6140,6000,6100,7913,57958.0,9501280.0
2008-05-08,6100,6900,6000,6400,72632,60808.0,9501280.0
2008-05-09,6410,6900,6120,6430,69809,61093.0,9501280.0
2008-05-13,6400,6520,6160,6320,36334,60048.0,9501280.0
2008-05-14,6230,6410,5650,5650,30436,53682.0,9501280.0
2008-05-15,5760,6200,5760,6040,20958,57388.0,9501280.0
2008-05-16,6000,6160,5790,6000,30416,57008.0,9501280.0
2008-05-19,6050,6050,5820,5950,9475,56533.0,9501280.0
2008-05-20,5860,5950,5780,5950,22592,56533.0,9501280.0
2008-05-21,5910,6010,5820,6000,6141,57008.0,9501280.0
2008-05-22,5830,5980,5830,5970,6766,56723.0,9501280.0
2008-05-23,6040,6040,5800,5890,5683,55963.0,9501280.0
2008-05-26,5920,5920,5790,5790,3779,55012.0,9501280.0
2008-05-27,5790,5950,5700,5850,11698,55582.0,9501280.0
2008-05-28,5800,5870,5720,5820,3358,55297.0,9501280.0
2008-05-29,5820,5820,5600,5680,12386,53967.0,9501280.0
2008-05-30,5590,5690,5590,5600,8678,53207.0,9501280.0
2008-06-02,5680,5680,5500,5610,10776,53302.0,9501280.0
2008-06-03,5520,5620,5500,5500,4322,52257.0,9501280.0
2008-06-04,5460,5640,5460,5600,1919,53207.0,9501280.0
2008-06-05,5660,5680,5510,5590,8954,53112.0,9501280.0
2008-06-09,5500,5590,5440,5440,12535,51687.0,9501280.0
2008-06-10,5520,5520,5240,5300,12744,50357.0,9501280.0
2008-06-11,5210,5340,5170,5240,10140,49787.0,9501280.0
2008-06-12,5220,5220,4955,5000,20375,47506.0,9501280.0
2008-06-13,5010,5030,4845,4895,12558,46509.0,9501280.0
2008-06-16,4865,4995,4865,4910,9554,46651.0,9501280.0
