유바이오로직스(206650),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2017-11-01,5040,5170,4940,4985,136533,121881.0,24449486.0
2017-11-02,5030,5040,4900,4950,95167,121025.0,24449486.0
2017-11-03,4950,4985,4860,4965,194231,121392.0,24449486.0
2017-11-06,4965,5200,4950,5170,392190,126404.0,24449486.0
2017-11-07,5170,5210,5060,5100,140022,124692.0,24449486.0
2017-11-08,5090,5260,5050,5220,284956,127626.0,24449486.0
2017-11-09,5250,5700,5100,5110,1852757,124937.0,24449486.0
2017-11-10,5190,5340,5080,5280,225266,129093.0,24449486.0
2017-11-13,5310,6370,5200,5400,4155462,132027.0,24449486.0
2017-11-14,5430,5800,5350,5460,1486146,133494.0,24449486.0
2017-11-15,5550,5680,5170,5250,918773,128360.0,24449486.0
2017-11-16,5650,5850,5380,5500,2030593,134472.0,24449486.0
2017-11-17,5470,5740,5330,5560,854364,135939.0,24449486.0
2017-11-20,5670,6230,5600,5930,2182588,144985.0,24449486.0
2017-11-21,5950,6220,5680,6140,1226928,150120.0,24449486.0
2017-11-22,6400,6450,5750,5770,1362013,141074.0,24449486.0
2017-11-23,5770,6030,5500,6000,606468,146697.0,24449486.0
2017-11-24,6030,6030,5820,5850,385375,143029.0,24449486.0
2017-11-27,5810,5890,5660,5760,218090,140829.0,24449486.0
2017-11-28,5760,5820,5540,5560,276988,135939.0,24449486.0
2017-11-29,5660,5790,5570,5710,219060,139607.0,24449486.0
2017-11-30,5710,5710,5520,5600,126230,136917.0,24449486.0
2017-12-01,5600,5830,5600,5800,248879,141807.0,24449486.0
2017-12-04,5970,5970,5720,5800,214316,141807.0,24449486.0
2017-12-05,5890,5900,5750,5790,177511,141563.0,24449486.0
2017-12-06,5860,5860,5690,5750,219805,140585.0,24449486.0
2017-12-07,5830,5830,5350,5500,322918,134472.0,24449486.0
2017-12-08,5490,5570,5310,5310,172363,129827.0,24449486.0
2017-12-11,5330,5490,5290,5390,107296,131783.0,24449486.0
2017-12-12,5350,5440,5270,5400,77794,132027.0,24449486.0
2017-12-13,5400,5610,5380,5500,66377,134472.0,24449486.0
2017-12-14,5550,5610,5450,5500,82548,134472.0,24449486.0
2017-12-15,5500,5600,5410,5530,69685,135206.0,24449486.0
2017-12-18,5440,5550,5330,5450,98812,133250.0,24449486.0
2017-12-19,5570,5570,5280,5400,131270,132027.0,24449486.0
2017-12-20,5270,5430,5270,5270,76127,128849.0,24449486.0
2017-12-21,5270,5400,5190,5200,79950,127137.0,24449486.0
2017-12-22,5320,5430,5190,5350,65682,130805.0,24449486.0
2017-12-26,5450,5560,5280,5350,90682,130805.0,24449486.0
2017-12-27,5320,5600,5300,5530,149188,135206.0,24449486.0
2017-12-28,5540,5590,5410,5480,71115,133983.0,24449486.0
2018-01-02,5590,5820,5480,5760,238963,140829.0,24449486.0
2018-01-03,5810,6040,5690,6010,398109,146941.0,24449486.0
2018-01-04,5980,6240,5880,5930,429669,144985.0,24449486.0
2018-01-05,5950,6230,5850,6080,430634,148653.0,24449486.0
2018-01-08,6200,6210,5850,6020,321075,147186.0,24449486.0
2018-01-09,6050,7420,6050,7000,4455124,171146.0,24449486.0
2018-01-10,7020,7120,6820,7000,1324926,171146.0,24449486.0
2018-01-11,6900,8410,6870,8020,5714042,196085.0,24449486.0
2018-01-12,7900,7900,7490,7730,1366916,188995.0,24449486.0
2018-01-15,7730,7920,7290,7470,842335,182638.0,24449486.0
2018-01-16,7400,7600,7130,7330,781304,179215.0,24449486.0
2018-01-17,7430,7500,7090,7180,667989,175547.0,24449486.0
2018-01-18,7270,7600,7180,7550,841157,184594.0,24449486.0
2018-01-19,7530,7540,7230,7250,365062,177259.0,24449486.0
2018-01-22,7300,7520,7130,7520,317603,183860.0,24449486.0
2018-01-23,7520,7520,7240,7390,331498,180682.0,24449486.0
2018-01-24,7440,7440,7250,7400,245392,180926.0,24449486.0
2018-01-25,7360,7800,7310,7630,544555,186550.0,24449486.0
2018-01-26,7700,8000,7590,7780,587251,190217.0,24449486.0
2018-01-29,8170,8180,7610,7680,569072,187772.0,24449486.0
2018-01-30,7680,7940,7540,7820,337637,191195.0,24449486.0
2018-01-31,7820,8030,7710,7900,321825,193151.0,24449486.0
2018-02-01,8000,8000,7600,7620,344992,186305.0,24449486.0
2018-02-02,7620,7700,7320,7680,215058,187772.0,24449486.0
2018-02-05,7540,7540,7230,7270,214185,177748.0,24449486.0
2018-02-06,6700,7100,6560,6940,427594,169679.0,24449486.0
2018-02-07,7030,7410,6850,6960,332079,170168.0,24449486.0
2018-02-08,7130,7250,6790,7190,206504,175792.0,24449486.0
2018-02-09,6890,7020,6830,6910,155241,168946.0,24449486.0
2018-02-12,6900,7250,6900,7000,161687,171146.0,24449486.0
2018-02-13,7300,7410,6640,6840,581341,167234.0,24449486.0
2018-02-14,6820,6950,6750,6900,166642,168701.0,24449486.0
2018-02-19,6990,7150,6930,7070,144980,172858.0,24449486.0
2018-02-20,7090,7090,6850,6970,128888,170413.0,24449486.0
2018-02-21,7080,7080,6880,6920,111581,169190.0,24449486.0
2018-02-22,6890,6970,6840,6890,103321,168457.0,24449486.0
2018-02-23,6900,7100,6870,6990,145518,170902.0,24449486.0
2018-02-26,7010,7130,6900,6950,152510,169924.0,24449486.0
2018-02-27,6920,7010,6880,6900,77073,168701.0,24449486.0
2018-02-28,6910,6910,6670,6750,129973,165034.0,24449486.0
2018-03-02,6750,6880,6690,6790,70244,166012.0,24449486.0
2018-03-05,6730,6800,6560,6560,113162,160389.0,24449486.0
2018-03-06,6610,6840,6600,6720,86601,164301.0,24449486.0
2018-03-07,6650,7000,6650,6780,92258,165768.0,24449486.0
2018-03-08,6790,7060,6760,7020,159146,171635.0,24449486.0
2018-03-09,7090,7100,6960,7020,99816,171635.0,24449486.0
2018-03-12,7030,7150,6960,7130,168006,174325.0,24449486.0
2018-03-13,7150,7350,7050,7250,133227,177259.0,24449486.0
2018-03-14,7340,7780,7180,7700,307281,188261.0,24449486.0
2018-03-15,7780,8290,7630,7800,1149628,190706.0,24449486.0
2018-03-16,7840,8050,7520,7660,454873,187283.0,24449486.0
2018-03-19,7660,7750,7350,7560,192219,184838.0,24449486.0
2018-03-20,7600,8210,7470,8200,902235,200486.0,24449486.0
2018-03-21,8300,8690,8080,8380,935084,204887.0,24449486.0
2018-03-22,8730,9100,8100,8110,1343529,198285.0,24449486.0
2018-03-23,8100,8190,7640,7690,411922,188017.0,24449486.0
2018-03-26,7770,7930,7400,7850,332393,191928.0,24449486.0
2018-03-27,7940,8320,7800,8300,400448,202931.0,24449486.0
2018-03-28,8190,8290,7980,8070,225901,197307.0,24449486.0
2018-03-29,8160,8350,8070,8150,222433,199263.0,24449486.0
2018-03-30,8150,8260,8020,8110,176904,198285.0,24449486.0
2018-04-02,8120,8390,8010,8010,264951,195840.0,24449486.0
2018-04-03,7940,8140,7800,8060,203065,197063.0,24449486.0
2018-04-04,8100,8510,8050,8400,486839,205376.0,24449486.0
2018-04-05,8510,8510,7900,7950,491687,194373.0,24449486.0
2018-04-06,7950,8630,7950,8530,747772,208554.0,24449486.0
2018-04-09,8590,9260,8490,9260,1727129,226402.0,24449486.0
2018-04-10,9090,9180,8760,8900,660809,217600.0,24449486.0
2018-04-11,8840,9080,8740,8880,523388,217111.0,24449486.0
2018-04-12,8910,8980,8380,8470,504919,207087.0,24449486.0
2018-04-13,8580,8690,8340,8650,244178,211488.0,24449486.0
2018-04-16,8660,8800,8480,8800,267719,215155.0,24449486.0
2018-04-17,8790,9200,8560,9070,904035,221757.0,24449486.0
2018-04-18,9130,9430,8530,8700,671834,212711.0,24449486.0
2018-04-19,8540,8950,8340,8910,586768,217845.0,24449486.0
2018-04-20,9000,9350,8800,8950,500030,218823.0,24449486.0
2018-04-23,8890,8910,8550,8660,300803,211733.0,24449486.0
2018-04-24,8620,8700,8340,8430,309706,206109.0,24449486.0
2018-04-25,8410,8570,8010,8200,276930,200486.0,24449486.0
2018-04-26,8140,8520,8130,8380,235257,204887.0,24449486.0
2018-04-27,8520,8520,8180,8200,213803,200486.0,24449486.0
2018-04-30,8300,8350,7840,7940,304727,194129.0,24449486.0
2018-05-02,7800,8260,7650,8150,243825,199263.0,24449486.0
2018-05-03,8150,8310,8020,8270,133564,202197.0,24449486.0
2018-05-04,8450,8500,7940,8030,295608,196329.0,24449486.0
2018-05-08,8060,8610,8060,8300,557158,202931.0,24449486.0
2018-05-09,8300,8500,8040,8300,461176,209894.0,25288486.0
2018-05-10,8300,8300,8010,8050,249971,203572.0,25288486.0
2018-05-11,8100,8470,8020,8470,323476,214193.0,25288486.0
2018-05-14,8470,8500,8160,8280,236220,209389.0,25288486.0
2018-05-15,8260,8510,8230,8430,284760,213182.0,25288486.0
2018-05-16,8500,8500,8170,8290,188642,209642.0,25288486.0
2018-05-17,8310,8510,8100,8410,357611,212676.0,25288486.0
2018-05-18,8450,8900,8420,8900,775471,225068.0,25288486.0
2018-05-21,9050,9640,8900,8900,1547703,225068.0,25288486.0
2018-05-23,8880,8880,8510,8650,465773,218745.0,25288486.0
2018-05-24,8600,8680,8380,8480,248270,214446.0,25288486.0
2018-05-25,8440,8680,8300,8660,328717,218998.0,25288486.0
2018-05-28,8570,8820,8390,8620,414628,217987.0,25288486.0
2018-05-29,8550,8920,8550,8630,396949,218240.0,25288486.0
2018-05-30,8710,8880,8480,8580,388899,216975.0,25288486.0
2018-05-31,8650,8650,8410,8480,221049,214446.0,25288486.0
2018-06-01,8550,8680,8350,8480,219582,214446.0,25288486.0
2018-06-04,8470,8540,8290,8400,269300,212423.0,25288486.0
2018-06-05,8410,8490,8250,8280,233814,209389.0,25288486.0
2018-06-07,8300,8340,8120,8230,203155,208124.0,25288486.0
2018-06-08,8230,8230,7910,7910,392568,200032.0,25288486.0
2018-06-11,7950,8070,7800,7800,172287,197250.0,25288486.0
2018-06-12,7820,7900,7580,7580,262387,191687.0,25288486.0
2018-06-14,7550,7640,6990,7030,438497,177778.0,25288486.0
2018-06-15,6920,7190,6920,7080,194490,179042.0,25288486.0
2018-06-18,7100,7110,6630,6750,380441,170697.0,25288486.0
2018-06-19,6730,6980,6280,6280,266769,158812.0,25288486.0
2018-06-20,6290,6590,6290,6500,182526,164375.0,25288486.0
2018-06-21,6590,6600,6210,6430,235632,162605.0,25288486.0
2018-06-22,6260,6430,6190,6280,208826,158812.0,25288486.0
2018-06-25,6280,6490,6250,6380,126724,161341.0,25288486.0
2018-06-26,6290,6460,6260,6370,141351,161088.0,25288486.0
2018-06-27,6500,6780,6430,6470,328150,163617.0,25288486.0
2018-06-28,6480,6490,6080,6110,255935,154513.0,25288486.0
2018-06-29,6240,6240,5970,6080,163003,153754.0,25288486.0
2018-07-02,6090,6230,5960,5990,152770,151478.0,25288486.0
2018-07-03,6000,6100,5930,5990,138407,151478.0,25288486.0
2018-07-04,5980,6230,5970,6190,92550,156536.0,25288486.0
2018-07-05,6080,6240,6020,6030,72856,152490.0,25288486.0
2018-07-06,6080,6150,5910,6110,44298,154513.0,25288486.0
2018-07-09,6250,6350,6150,6300,90128,159317.0,25288486.0
2018-07-10,6350,6380,6230,6380,69932,161341.0,25288486.0
2018-07-11,6350,6360,6240,6270,78594,158559.0,25288486.0
2018-07-12,6340,6360,6210,6360,49842,160835.0,25288486.0
2018-07-13,6360,6620,6250,6620,114054,167410.0,25288486.0
2018-07-16,6630,6640,6530,6550,47337,165640.0,25288486.0
2018-07-17,6580,6790,6500,6620,109681,167410.0,25288486.0
2018-07-18,6610,6770,6420,6500,90173,164375.0,25288486.0
2018-07-19,6500,6500,6290,6300,104578,159317.0,25288486.0
2018-07-20,6350,6420,6210,6310,73924,159570.0,25288486.0
2018-07-23,6290,6350,6080,6090,94091,154007.0,25288486.0
2018-07-24,6080,6210,6050,6050,82522,152995.0,25288486.0
2018-07-25,6190,6190,5920,6080,102492,153754.0,25288486.0
2018-07-26,6140,6400,6030,6400,89667,161846.0,25288486.0
2018-07-27,6410,6520,6300,6490,64879,164122.0,25288486.0
2018-07-30,6500,6500,6320,6350,35812,160582.0,25288486.0
2018-07-31,6360,6430,6280,6340,46975,160329.0,25288486.0
2018-08-01,6380,6530,6350,6500,57393,164375.0,25288486.0
2018-08-02,6500,6500,6240,6280,82443,158812.0,25288486.0
2018-08-03,6400,6400,6240,6320,19778,159823.0,25288486.0
2018-08-06,6330,6410,6260,6290,27827,159065.0,25288486.0
2018-08-07,6330,6350,6200,6220,64400,157294.0,25288486.0
2018-08-08,6260,6350,6160,6210,29313,157041.0,25288486.0
2018-08-09,6250,6250,6150,6170,36166,156030.0,25288486.0
2018-08-10,6150,6250,6140,6140,55000,155271.0,25288486.0
2018-08-13,6140,6200,5970,6010,85212,151984.0,25288486.0
2018-08-14,5970,6150,5970,6100,54077,154260.0,25288486.0
2018-08-16,6000,6100,5810,5810,104429,146926.0,25288486.0
2018-08-17,5880,6140,5870,6140,67598,155271.0,25288486.0
2018-08-20,6190,6220,5970,6010,60945,151984.0,25288486.0
2018-08-21,6050,6230,6020,6190,88662,156536.0,25288486.0
2018-08-22,6350,6450,6250,6300,150487,159317.0,25288486.0
2018-08-23,6400,6430,6270,6390,74472,161593.0,25288486.0
2018-08-24,6420,6530,6270,6500,115744,164375.0,25288486.0
2018-08-27,6540,6540,6340,6340,72206,160329.0,25288486.0
2018-08-28,6350,6610,6210,6360,134217,160835.0,25288486.0
2018-08-29,6360,6500,6300,6490,65549,164122.0,25288486.0
2018-08-30,6500,6530,6390,6450,51739,163111.0,25288486.0
2018-08-31,6500,6850,6440,6850,235911,173226.0,25288486.0
2018-09-03,6830,7050,6750,6970,143442,176261.0,25288486.0
2018-09-04,7000,7020,6780,6880,100636,173985.0,25288486.0
2018-09-05,6810,6870,6650,6650,83428,168168.0,25288486.0
2018-09-06,6650,6720,6500,6590,58379,166651.0,25288486.0
2018-09-07,6640,6730,6470,6500,84482,164375.0,25288486.0
2018-09-10,6600,6710,6500,6530,61506,165134.0,25288486.0
2018-09-11,6500,6600,6400,6470,69734,163617.0,25288486.0
2018-09-12,6510,6680,6460,6510,112942,164628.0,25288486.0
2018-09-13,6510,6550,6350,6370,81273,161088.0,25288486.0
2018-09-14,6410,6550,6380,6460,99184,163364.0,25288486.0
2018-09-17,6460,6520,6310,6310,62808,159570.0,25288486.0
2018-09-18,6290,6460,6250,6370,111604,161088.0,25288486.0
2018-09-19,6410,6470,6300,6310,77783,159570.0,25288486.0
2018-09-20,6350,7290,6340,6660,1108632,168421.0,25288486.0
2018-09-21,6690,6820,6650,6650,174491,168168.0,25288486.0
2018-09-27,6660,6780,6630,6750,123797,170697.0,25288486.0
2018-09-28,6760,6850,6730,6780,134685,171456.0,25288486.0
2018-10-01,6770,6820,6550,6730,83806,170192.0,25288486.0
2018-10-02,6730,6800,6500,6560,80232,165892.0,25288486.0
2018-10-04,6510,6630,6400,6480,54802,163869.0,25288486.0
2018-10-05,6450,6530,6300,6370,59543,161088.0,25288486.0
2018-10-08,6370,6510,6300,6300,42259,159317.0,25288486.0
2018-10-10,6300,6480,5790,5900,122325,149202.0,25288486.0
2018-10-11,5740,5740,5360,5400,249461,136558.0,25288486.0
2018-10-12,5120,5690,5120,5690,135545,143891.0,25288486.0
2018-10-15,5720,5720,5500,5530,53641,139845.0,25288486.0
2018-10-16,5580,5700,5550,5680,41834,143639.0,25288486.0
2018-10-17,5680,5790,5610,5730,31323,144903.0,25288486.0
