시스웍(269620),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2019-09-16,2635,2690,2625,2630,111274,47340.0,18000000.0
2019-09-17,2645,2675,2605,2670,216874,48060.0,18000000.0
2019-09-18,2650,2745,2650,2685,216140,48330.0,18000000.0
2019-09-19,2665,2725,2660,2690,158023,48420.0,18000000.0
2019-09-20,2720,2735,2690,2720,125186,48960.0,18000000.0
2019-09-23,2720,2720,2640,2680,143409,48240.0,18000000.0
2019-09-24,2675,2695,2630,2685,137753,48330.0,18000000.0
2019-09-25,2650,2670,2590,2590,198393,46620.0,18000000.0
2019-09-26,2590,2660,2560,2590,77976,46620.0,18000000.0
2019-09-27,2565,2630,2565,2630,56427,47340.0,18000000.0
2019-09-30,2645,2650,2545,2560,102965,46080.0,18000000.0
2019-10-01,2515,2590,2490,2540,121206,45720.0,18000000.0
2019-10-02,2540,2595,2515,2560,89270,46080.0,18000000.0
2019-10-04,2575,2575,2505,2535,79078,45630.0,18000000.0
2019-10-07,2505,2540,2485,2505,77957,45090.0,18000000.0
