넷게임즈(225570),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2016-01-07,10605,10605,10575,10605,6300,18100.0,9050000.0
2016-01-08,10605,10605,10575,10605,5683,18100.0,9050000.0
2016-01-11,10575,10605,10575,10580,12385,18055.0,9050000.0
2016-01-12,10605,10605,10575,10580,4526,18055.0,9050000.0
2016-01-13,10575,10605,10575,10580,6713,18055.0,9050000.0
2016-01-14,10605,10605,10575,10605,8001,18100.0,9050000.0
2016-01-15,10605,10605,10575,10605,1116,18100.0,9050000.0
2016-01-18,10550,10605,10550,10605,2321,18100.0,9050000.0
2016-01-19,10575,10605,10550,10555,22328,18010.0,9050000.0
2016-01-20,10550,10605,10525,10525,23586,17964.0,9050000.0
2016-01-21,10550,10630,10550,10635,29283,18145.0,9050000.0
2016-01-22,10630,10630,10550,10555,13206,18010.0,9050000.0
2016-01-25,10575,10605,10525,10525,9713,17964.0,9050000.0
2016-01-26,10525,10630,10525,10605,62922,18100.0,9050000.0
2016-01-27,10550,10605,10550,10605,8307,18100.0,9050000.0
2016-01-28,10605,10605,10575,10605,4970,18100.0,9050000.0
2016-01-29,10575,10605,10575,10605,6103,18100.0,9050000.0
2016-02-01,10605,10605,10575,10605,7543,18100.0,9050000.0
2016-02-02,10605,10605,10575,10605,16805,18100.0,9050000.0
2016-02-03,10605,10605,10550,10555,19600,18010.0,9050000.0
2016-02-04,10550,10605,10550,10555,34620,18010.0,9050000.0
2016-02-05,10525,10630,10525,10605,19957,18100.0,9050000.0
2016-02-11,10550,10605,10550,10555,2803,18010.0,9050000.0
2016-02-12,10575,10655,10575,10635,6969,18145.0,9050000.0
2016-02-15,10550,10605,10445,10605,37745,18100.0,9050000.0
2016-02-16,10500,10605,10500,10605,3406,18100.0,9050000.0
2016-02-17,10605,10605,10550,10555,7044,18010.0,9050000.0
2016-02-18,10575,10605,10575,10605,3020,18100.0,9050000.0
2016-02-19,10575,10605,10575,10580,2449,18055.0,9050000.0
2016-02-22,10550,10630,10550,10635,26357,18145.0,9050000.0
2016-02-23,10575,10575,10550,10555,1164,18010.0,9050000.0
2016-02-24,10575,10575,10575,10580,628,18055.0,9050000.0
2016-02-25,10575,10605,10575,10605,2117,18100.0,9050000.0
2016-02-26,10550,10605,10500,10605,4696,18100.0,9050000.0
2016-02-29,10605,10605,10575,10605,3000,18100.0,9050000.0
2016-03-02,10605,10630,10550,10555,3782,18010.0,9050000.0
2016-03-03,10525,10575,10500,10580,2064,18055.0,9050000.0
2016-03-04,10605,10605,10445,10580,13030,18055.0,9050000.0
2016-03-07,10605,10605,10550,10580,3001,18055.0,9050000.0
2016-03-08,10500,10655,10500,10580,44060,18055.0,9050000.0
2016-03-09,10550,10550,10550,10555,2605,18010.0,9050000.0
2016-03-10,10575,10630,10550,10555,4491,18010.0,9050000.0
2016-03-11,10550,10605,10550,10605,2969,18100.0,9050000.0
2016-03-14,10525,10525,10525,10525,2426,17964.0,9050000.0
2016-03-15,10500,10605,10500,10605,3051,18100.0,9050000.0
2016-03-16,10550,10550,10550,10555,3600,18010.0,9050000.0
2016-03-17,10525,10525,10525,10525,601,17964.0,9050000.0
2016-03-18,10500,10525,10500,10525,1529,17964.0,9050000.0
2016-03-21,10525,10525,10470,10500,3945,17919.0,9050000.0
2016-03-22,10470,10500,10470,10475,3116,17874.0,9050000.0
2016-03-23,10470,10495,10445,10445,4369,17828.0,9050000.0
2016-03-24,10470,10470,10470,10475,164,17874.0,9050000.0
2016-03-25,10470,10550,10470,10555,6363,18010.0,9050000.0
2016-03-28,10525,10550,10445,10475,13000,17874.0,9050000.0
2016-03-29,10470,10525,10445,10525,1141,17964.0,9050000.0
2016-03-30,10550,10550,10420,10525,4403,17964.0,9050000.0
2016-03-31,10525,10525,10420,10500,786,17919.0,9050000.0
2016-04-01,10390,10550,10390,10475,5747,17874.0,9050000.0
2016-04-04,10445,10445,10445,10445,1850,17828.0,9050000.0
2016-04-05,10445,10550,10445,10555,7048,18010.0,9050000.0
2016-04-06,10550,10550,10470,10475,2119,17874.0,9050000.0
2016-04-07,10470,10470,10470,10475,2131,17874.0,9050000.0
2016-04-08,10525,10550,10525,10525,9762,17964.0,9050000.0
2016-04-11,10575,10605,10390,10500,92994,17919.0,9050000.0
2016-04-12,10470,10470,10420,10420,1501,17783.0,9050000.0
2016-04-14,10605,10605,10470,10555,3,18010.0,9050000.0
2016-04-15,10445,10445,10445,10445,198,17828.0,9050000.0
2016-04-18,10420,10470,10390,10420,3101,17783.0,9050000.0
2016-04-19,10445,10550,10420,10555,10625,18010.0,9050000.0
2016-04-20,10550,10550,10390,10525,7888,17964.0,9050000.0
2016-04-21,10420,10525,10390,10395,14266,17738.0,9050000.0
2016-04-22,10605,10605,10390,10395,855,17738.0,9050000.0
2016-04-25,10390,10605,10310,10340,12826,17648.0,9050000.0
2016-04-26,10340,10525,10340,10365,1876,17693.0,9050000.0
2016-04-27,10365,10390,10365,10395,3218,17738.0,9050000.0
2016-04-28,10390,10495,10390,10445,2269,17828.0,9050000.0
2016-04-29,10575,10575,10310,10445,1303,17828.0,9050000.0
2016-05-02,10365,10420,10285,10420,14801,17783.0,9050000.0
2016-05-03,10390,10550,10310,10445,3510,17828.0,9050000.0
2016-05-04,10285,10525,10230,10525,38871,17964.0,9050000.0
2016-05-09,10340,10470,10340,10420,2699,17783.0,9050000.0
2016-05-10,10420,10420,10420,10420,566,17783.0,9050000.0
2016-05-11,10340,10420,10340,10420,5933,17783.0,9050000.0
2016-05-12,10340,10420,10340,10420,1169,17783.0,9050000.0
2016-05-13,10390,10390,10310,10340,20663,17648.0,9050000.0
2016-05-16,10390,10445,10365,10445,2314,17828.0,9050000.0
2016-05-17,10420,10445,10390,10445,2598,17828.0,9050000.0
2016-05-18,10390,10445,10365,10445,1056,17828.0,9050000.0
2016-05-19,10390,10445,10390,10445,1367,17828.0,9050000.0
2016-05-20,10445,10500,10340,10500,11526,17919.0,9050000.0
2016-05-23,10500,10500,10470,10475,3252,17874.0,9050000.0
2016-05-24,10500,10500,10470,10475,4519,17874.0,9050000.0
2016-05-25,10495,10495,10445,10445,12243,17828.0,9050000.0
2016-05-26,10470,10525,10470,10525,11466,17964.0,9050000.0
2016-05-27,10445,10445,10340,10340,44834,17648.0,9050000.0
2016-05-30,10445,10445,10285,10365,22354,17693.0,9050000.0
2016-05-31,10365,10445,10310,10445,2177,17828.0,9050000.0
2016-06-01,10340,10340,10310,10315,1676,17602.0,9050000.0
2016-06-02,10390,10390,10310,10315,751,17602.0,9050000.0
2016-06-03,10340,10340,10285,10315,6074,17602.0,9050000.0
2016-06-07,10075,10340,10075,10315,442444,17602.0,9050000.0
2016-06-08,10340,10340,10230,10340,9020,17648.0,9050000.0
2016-06-09,10285,10285,10180,10260,27122,17512.0,9050000.0
2016-06-10,10285,10310,10260,10260,2412,17512.0,9050000.0
2016-06-13,10260,10340,10260,10290,884,17557.0,9050000.0
2016-06-14,10230,10365,10230,10365,10365,17693.0,9050000.0
2016-06-15,10390,10390,10260,10340,1356,17648.0,9050000.0
2016-06-16,10390,10445,10285,10445,26340,17828.0,9050000.0
2016-06-17,10420,10445,10310,10445,2124,17828.0,9050000.0
2016-06-20,10445,10470,10445,10445,3478,17828.0,9050000.0
2016-06-21,10470,10470,10390,10475,2144,17874.0,9050000.0
2016-06-22,10445,10445,10365,10420,578,17783.0,9050000.0
2016-06-23,10445,10525,10340,10445,30163,17828.0,9050000.0
2016-06-24,10445,10445,10340,10445,330,17828.0,9050000.0
2016-06-27,10420,10470,10365,10445,13624,17828.0,9050000.0
2016-06-28,10470,10500,10420,10500,115,17919.0,9050000.0
2016-06-29,10340,10500,10340,10500,3051,17919.0,9050000.0
2016-06-30,10390,10575,10365,10555,128395,18010.0,9050000.0
2016-07-01,10550,10630,10500,10580,107839,18055.0,9050000.0
2016-07-04,10605,10655,10550,10580,11176,18055.0,9050000.0
2016-07-05,10575,10605,10575,10605,5158,18100.0,9050000.0
2016-07-06,10550,10605,10550,10605,89893,18100.0,9050000.0
2016-07-07,10550,10605,10525,10605,7751,18100.0,9050000.0
2016-07-08,10630,10630,10525,10605,7342,18100.0,9050000.0
2016-07-11,10575,10605,10500,10605,46749,18100.0,9050000.0
2016-07-12,10575,10630,10575,10605,33573,18100.0,9050000.0
2016-07-13,10735,10735,10605,10660,44012,18190.0,9050000.0
2016-07-14,10605,10685,10575,10685,10037,18236.0,9050000.0
2016-07-15,10575,10685,10575,10660,10103,18190.0,9050000.0
2016-07-18,10685,10685,10575,10685,3545,18236.0,9050000.0
2016-07-19,10685,10685,10655,10685,1610,18236.0,9050000.0
2016-07-20,10605,10655,10500,10500,62702,17919.0,9050000.0
2016-07-21,10550,10605,10525,10580,491,18055.0,9050000.0
2016-07-22,10575,10605,10445,10605,16495,18100.0,9050000.0
2016-07-25,10550,10630,10550,10635,78,18145.0,9050000.0
2016-07-26,10550,10630,10550,10635,11542,18145.0,9050000.0
2016-07-27,10605,10630,10605,10635,2593,18145.0,9050000.0
2016-07-28,10550,10655,10550,10635,5238,18145.0,9050000.0
2016-07-29,10605,10655,10605,10605,1036,18100.0,9050000.0
2016-08-01,10605,10655,10525,10605,525,18100.0,9050000.0
2016-08-02,10655,10710,10605,10710,27142,18281.0,9050000.0
2016-08-03,10575,10815,10575,10820,51828,18462.0,9050000.0
2016-08-04,10630,10840,10630,10790,6024,18417.0,9050000.0
2016-08-05,10685,10765,10655,10660,9655,18190.0,9050000.0
2016-08-08,10840,10950,10605,10790,8253,18417.0,9050000.0
2016-08-09,10790,10790,10655,10765,28484,18372.0,9050000.0
2016-08-10,10685,10840,10685,10820,10689,18462.0,9050000.0
2016-08-11,10710,10815,10655,10710,49037,18281.0,9050000.0
2016-08-12,10655,10840,10630,10845,10885,18507.0,9050000.0
2016-08-16,10840,10895,10575,10580,11300,18055.0,9050000.0
2016-08-17,10630,10655,10575,10660,2362,18190.0,9050000.0
2016-08-18,10630,10630,10630,10635,0,18145.0,9050000.0
2016-08-19,10605,10630,10575,10635,4311,18145.0,9050000.0
2016-08-22,10575,10655,10575,10605,17012,18100.0,9050000.0
2016-08-23,10605,10630,10605,10635,44027,18145.0,9050000.0
2016-08-24,10630,10655,10605,10635,11465,18145.0,9050000.0
2016-08-25,10575,10685,10575,10635,30862,18145.0,9050000.0
2016-08-26,10630,10710,10630,10685,3873,18236.0,9050000.0
2016-08-29,10895,10895,10630,10635,2031,18145.0,9050000.0
2016-08-30,10710,10710,10630,10660,3380,18190.0,9050000.0
2016-08-31,10655,10655,10605,10660,17585,18190.0,9050000.0
2016-09-01,10630,10685,10605,10660,44336,18190.0,9050000.0
2016-09-02,10605,10710,10605,10660,5345,18190.0,9050000.0
2016-09-05,10840,10840,10630,10660,4554,18190.0,9050000.0
2016-09-06,10630,10815,10630,10635,4837,18145.0,9050000.0
2016-09-07,10655,10655,10605,10635,18351,18145.0,9050000.0
2016-09-08,10655,10655,10605,10605,1569,18100.0,9050000.0
2016-09-09,10655,10655,10605,10635,12287,18145.0,9050000.0
2016-09-12,10630,10630,10605,10635,2794,18145.0,9050000.0
2016-09-13,10630,10655,10605,10635,32748,18145.0,9050000.0
2016-09-19,10630,10655,10630,10635,3020,18145.0,9050000.0
2016-09-20,10605,10655,10605,10605,15379,18100.0,9050000.0
2016-09-21,10655,10655,10605,10635,314,18145.0,9050000.0
2016-09-22,10630,10630,10605,10635,19946,18145.0,9050000.0
2016-09-23,10605,10630,10575,10635,5850,18145.0,9050000.0
2016-09-26,10605,10630,10550,10605,11664,18100.0,9050000.0
2016-09-27,10605,10605,10575,10605,6454,18100.0,9050000.0
2016-09-28,10575,10605,10575,10605,6679,18100.0,9050000.0
2016-09-29,10550,10605,10525,10580,13242,18055.0,9050000.0
2016-09-30,10550,10575,10420,10555,20134,18010.0,9050000.0
2016-10-04,10575,10575,10500,10580,17664,18055.0,9050000.0
2016-10-05,10500,10605,10470,10525,34613,17964.0,9050000.0
2016-10-06,10500,10575,10470,10500,8364,17919.0,9050000.0
2016-10-07,0,0,0,10500,0,17919.0,9050000.0
2016-10-10,0,0,0,10500,0,,
2016-10-11,0,0,0,10500,0,,
2016-10-12,0,0,0,10500,0,,
2016-10-13,0,0,0,10500,0,,
2016-10-14,0,0,0,10500,0,,
2016-10-17,0,0,0,10500,0,,
2016-10-18,0,0,0,10500,0,,
2016-10-19,0,0,0,10500,0,,
2016-10-20,0,0,0,10500,0,,
2016-10-21,0,0,0,10500,0,,
2016-10-24,0,0,0,10500,0,,
2016-10-25,0,0,0,10500,0,,
2016-10-26,0,0,0,10500,0,,
2016-10-27,0,0,0,10500,0,,
2016-10-28,0,0,0,10500,0,,
2016-10-31,0,0,0,10500,0,,
2016-11-01,0,0,0,10500,0,,
2016-11-02,0,0,0,10500,0,,
2016-11-03,0,0,0,10500,0,,
2016-11-04,0,0,0,10500,0,,
2016-11-07,0,0,0,10500,0,,
2016-11-08,0,0,0,10500,0,,
2016-11-09,0,0,0,10500,0,,
2016-11-10,0,0,0,10500,0,,
2016-11-11,0,0,0,10500,0,,
2016-11-14,0,0,0,10500,0,,
2016-11-15,0,0,0,10500,0,,
2016-11-16,0,0,0,10500,0,,
2016-11-17,0,0,0,10500,0,,
2016-11-18,0,0,0,10500,0,,
2016-11-21,0,0,0,10500,0,,
2016-11-22,0,0,0,10500,0,,
2016-11-23,0,0,0,10500,0,,
2016-11-24,0,0,0,10500,0,,
2016-11-25,0,0,0,10500,0,,
2016-11-28,0,0,0,10500,0,,
2016-11-29,0,0,0,10500,0,,
2016-11-30,0,0,0,10500,0,,
2016-12-01,0,0,0,10500,0,,
2016-12-02,0,0,0,10500,0,,
2016-12-05,0,0,0,10500,0,,
2016-12-06,0,0,0,10500,0,,
2016-12-07,0,0,0,10500,0,,
2016-12-08,0,0,0,10500,0,,
2016-12-09,0,0,0,10500,0,,
2016-12-12,0,0,0,10500,0,,
2016-12-13,0,0,0,10500,0,,
2016-12-14,0,0,0,10500,0,,
2016-12-15,0,0,0,10500,0,,
2016-12-16,0,0,0,10500,0,,
2016-12-19,0,0,0,10500,0,,
2016-12-20,0,0,0,10500,0,,
2016-12-21,0,0,0,10500,0,,
2016-12-22,0,0,0,10500,0,,
2016-12-23,0,0,0,10500,0,,
2016-12-26,0,0,0,10500,0,,
2016-12-27,0,0,0,10500,0,,
2016-12-28,0,0,0,10500,0,,
2016-12-29,0,0,0,10500,0,,
2017-01-02,0,0,0,10500,0,,
2017-01-03,0,0,0,10500,0,,
2017-01-04,0,0,0,10500,0,,
2017-01-05,0,0,0,10500,0,,
2017-01-06,0,0,0,10500,0,,
2017-01-09,0,0,0,10500,0,,
2017-01-10,0,0,0,10500,0,,
2017-01-11,0,0,0,10500,0,,
2017-01-12,0,0,0,10500,0,,
2017-01-13,0,0,0,10500,0,,
2017-01-16,0,0,0,10500,0,,
2017-01-17,0,0,0,10500,0,,
2017-01-18,0,0,0,10500,0,,
2017-01-19,0,0,0,10500,0,,
2017-01-20,0,0,0,10500,0,,
2017-01-23,0,0,0,10500,0,,
2017-01-24,0,0,0,10500,0,,
2017-01-25,0,0,0,10500,0,,
2017-01-26,0,0,0,10500,0,,
2017-01-31,0,0,0,10500,0,,
2017-02-01,0,0,0,10500,0,,
2017-02-02,0,0,0,10500,0,,
2017-02-03,0,0,0,10500,0,,
2017-02-06,0,0,0,10500,0,,
2017-02-07,0,0,0,10500,0,,
2017-02-08,0,0,0,10500,0,,
2017-02-09,0,0,0,10500,0,,
2017-02-10,0,0,0,10500,0,,
2017-02-13,0,0,0,10500,0,,
2017-02-14,0,0,0,10500,0,,
2017-02-15,0,0,0,10500,0,,
2017-02-16,0,0,0,10500,0,,
2017-02-17,0,0,0,10500,0,,
2017-02-20,0,0,0,10500,0,,
2017-02-21,0,0,0,10500,0,,
2017-02-22,0,0,0,10500,0,,
2017-02-23,0,0,0,10500,0,,
2017-02-24,0,0,0,10500,0,,
2017-02-27,0,0,0,10500,0,,
2017-02-28,0,0,0,10500,0,,
2017-03-02,0,0,0,10500,0,,
2017-03-03,0,0,0,10500,0,,
2017-03-06,0,0,0,10500,0,,
2017-03-07,0,0,0,10500,0,,
2017-03-08,0,0,0,10500,0,,
2017-03-09,0,0,0,10500,0,,
2017-03-10,10500,10750,9700,9825,927526,17783.0,9050000.0
2017-03-13,9950,9950,9725,9750,176817,17648.0,9050000.0
2017-03-14,9725,9850,9700,9850,53412,17828.0,9050000.0
2017-03-15,9775,9900,9775,9900,63963,17919.0,9050000.0
2017-03-16,9974,10125,9874,9975,204548,18055.0,9050000.0
2017-03-17,10300,10750,9925,10100,685543,18281.0,9050000.0
2017-03-20,10000,10075,9900,9925,103954,17964.0,9050000.0
2017-03-21,9850,10075,9825,10000,85081,18100.0,9050000.0
2017-03-22,9924,10075,9900,9925,27447,17964.0,9050000.0
2017-03-23,10050,10050,9900,10025,52171,18145.0,9050000.0
2017-03-24,10075,10124,9924,10025,80029,18145.0,9050000.0
2017-03-27,9925,10074,9900,9975,20726,18055.0,9050000.0
2017-03-28,9950,10050,9924,9925,48996,17964.0,9050000.0
2017-03-29,9950,10150,9950,10150,153434,18372.0,9050000.0
2017-03-30,10200,10224,10000,10025,17214,18145.0,9050000.0
2017-03-31,10124,10124,9924,10025,64686,18145.0,9050000.0
2017-04-03,10050,10075,10000,10025,12048,18145.0,9050000.0
2017-04-04,10024,10024,9924,10025,26285,18145.0,9050000.0
2017-04-05,9975,10050,9950,9950,20889,18010.0,9050000.0
2017-04-06,9974,10125,9950,10075,113058,18236.0,9050000.0
2017-04-07,10075,10125,10000,10050,64733,18190.0,9050000.0
2017-04-10,9950,10025,9925,9950,87956,18010.0,9050000.0
2017-04-11,9950,10175,9950,10100,116338,18281.0,9050000.0
2017-04-12,10150,10175,9975,10050,47038,18190.0,9050000.0
2017-04-13,10000,10150,9975,10000,258865,18100.0,9050000.0
2017-04-14,10100,10124,10000,10125,76024,18326.0,9050000.0
2017-04-17,10050,10150,10050,10100,44986,18281.0,9050000.0
2017-04-18,10200,10200,10050,10100,85089,18281.0,9050000.0
2017-04-19,10025,10125,10025,10100,32170,18281.0,9050000.0
2017-04-20,10100,10100,10000,10000,80489,18100.0,9050000.0
2017-04-21,10050,10075,9950,10000,51658,18100.0,9050000.0
2017-04-24,10050,10075,9975,10050,54381,18190.0,9050000.0
2017-04-25,9975,10700,9975,10200,318705,18462.0,9050000.0
2017-04-26,10200,10200,9975,10150,121069,18372.0,9050000.0
2017-04-27,10200,10300,10100,10200,177241,18462.0,9050000.0
2017-04-28,10250,10250,10125,10200,92902,18462.0,9050000.0
2017-05-02,10200,10250,10150,10150,106011,18372.0,9050000.0
2017-05-04,10100,10200,10100,10125,36907,18326.0,9050000.0
2017-05-08,10075,10175,10075,10125,55630,18326.0,9050000.0
2017-05-10,10100,10175,10050,10125,44685,18326.0,9050000.0
2017-05-11,10100,10125,10050,10100,64270,18281.0,9050000.0
2017-05-12,10050,10150,10050,10075,33844,18236.0,9050000.0
2017-05-15,10150,10274,10050,10175,109744,18417.0,9050000.0
2017-05-16,10200,10925,10175,10250,435008,18552.0,9050000.0
2017-05-17,10350,10400,10174,10175,159947,18417.0,9050000.0
2017-05-18,10174,10300,10150,10175,115781,18417.0,9050000.0
2017-05-19,10200,10450,10175,10250,105829,18552.0,9050000.0
2017-05-22,10300,10300,10225,10250,60165,18552.0,9050000.0
2017-05-23,10200,10375,10200,10300,116155,18643.0,9050000.0
2017-05-24,10275,10350,10250,10325,82100,18688.0,9050000.0
2017-05-25,10300,10400,10300,10400,68372,18824.0,9050000.0
2017-05-26,10350,10675,10300,10575,190662,19141.0,9050000.0
2017-05-29,10650,10650,10400,10475,125466,18960.0,9050000.0
2017-05-30,10550,10550,10400,10525,89068,19050.0,9050000.0
2017-05-31,10525,10525,10350,10475,72547,18960.0,9050000.0
2017-06-01,10425,10600,10400,10450,60401,18914.0,9050000.0
2017-06-02,10400,10600,10325,10425,154193,18869.0,9050000.0
2017-06-05,10400,10475,10250,10425,146261,18869.0,9050000.0
2017-06-07,10500,10550,10325,10475,85191,18960.0,9050000.0
2017-06-08,10525,10525,10350,10525,83409,19050.0,9050000.0
2017-06-09,10525,11000,10500,11000,361671,19910.0,9050000.0
2017-06-12,11150,12250,10125,10150,5357579,214737.0,105781651.0
2017-06-13,10324,10475,9750,9925,1055120,209977.0,105781651.0
2017-06-14,10074,10325,9900,9975,460342,211034.0,105781651.0
2017-06-15,10000,10150,9750,9875,375983,208919.0,105781651.0
2017-06-16,9800,9850,9550,9575,407842,202572.0,105781651.0
2017-06-19,9674,10000,9625,9675,326804,204687.0,105781651.0
2017-06-20,9824,9824,9400,9525,335396,201514.0,105781651.0
2017-06-21,9600,9600,9125,9125,220265,193052.0,105781651.0
2017-06-22,9275,9325,8950,9000,197452,190407.0,105781651.0
2017-06-23,9125,9125,8650,8825,334406,186705.0,105781651.0
2017-06-26,8700,8950,8600,8725,230065,184589.0,105781651.0
2017-06-27,8750,9100,8725,8950,250013,189349.0,105781651.0
2017-06-28,8975,9075,8800,8950,145495,189349.0,105781651.0
2017-06-29,9150,9150,8850,8975,91698,189878.0,105781651.0
2017-06-30,8975,9050,8825,8950,73143,189349.0,105781651.0
2017-07-03,9050,9100,8825,8875,107080,187762.0,105781651.0
2017-07-04,8750,9000,8750,9000,86667,190407.0,105781651.0
2017-07-05,9000,9300,9000,9150,104133,193580.0,105781651.0
2017-07-06,9175,9275,9050,9225,70996,195167.0,105781651.0
2017-07-07,9275,9325,9125,9150,148073,193580.0,105781651.0
2017-07-10,9200,9224,9025,9125,59046,193052.0,105781651.0
2017-07-11,9225,9225,8975,8975,52177,189878.0,105781651.0
2017-07-12,9225,9225,8625,8725,205372,184589.0,105781651.0
2017-07-13,8700,8775,8600,8775,60390,185647.0,105781651.0
2017-07-14,8900,11150,8650,9075,5700006,191994.0,105781651.0
2017-07-17,9100,9475,8975,9150,901053,193580.0,105781651.0
2017-07-18,9125,9250,8800,8800,535252,186176.0,105781651.0
2017-07-19,8850,8975,8800,8875,195767,187762.0,105781651.0
2017-07-20,8900,9100,8850,8975,204856,189878.0,105781651.0
2017-07-21,8925,9275,8925,9225,265821,195167.0,105781651.0
2017-07-24,9175,9225,9000,9025,150430,190936.0,105781651.0
2017-07-25,9025,9200,9000,9000,207463,190407.0,105781651.0
2017-07-26,8950,9075,8750,8850,105785,187234.0,105781651.0
2017-07-27,8850,9025,8800,8800,68640,186176.0,105781651.0
2017-07-28,8850,8875,8700,8800,71911,186176.0,105781651.0
2017-07-31,8925,10500,8750,9050,3260414,191465.0,105781651.0
2017-08-01,9025,9200,8950,9000,468512,190407.0,105781651.0
2017-08-02,8975,9225,8900,8925,146901,188820.0,105781651.0
2017-08-03,8900,8925,8750,8900,136662,188291.0,105781651.0
2017-08-04,8900,9925,8900,9075,1237094,191994.0,105781651.0
2017-08-07,9075,9750,9000,9450,855335,199927.0,105781651.0
2017-08-08,9525,9525,9325,9350,199010,197812.0,105781651.0
2017-08-09,9300,9500,9275,9500,89079,200985.0,105781651.0
2017-08-10,9375,9450,9325,9400,131288,198870.0,105781651.0
2017-08-11,9400,9400,8975,9125,162768,205174.0,112423988.0
