넷게임즈(225570),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2019-05-15,9690,10350,9520,9520,658776,228513.0,24003428.0
2019-05-16,9500,11500,9460,9820,3610673,235714.0,24003428.0
2019-05-17,9890,11050,9890,10550,2682865,253236.0,24003428.0
2019-05-20,10600,11100,10050,10250,1038038,246035.0,24003428.0
2019-05-21,10250,10400,9820,10050,439129,241234.0,24003428.0
2019-05-22,10250,10450,9980,10150,757950,243635.0,24003428.0
2019-05-23,10050,10200,9160,9300,592839,223232.0,24003428.0
2019-05-24,9440,10100,9440,9590,391411,230193.0,24003428.0
2019-05-27,9430,9870,9430,9640,240587,231393.0,24003428.0
2019-05-28,9640,9750,9530,9600,152210,230433.0,24003428.0
2019-05-29,9550,9840,9350,9530,155067,228753.0,24003428.0
2019-05-30,9530,9660,9230,9250,152760,222032.0,24003428.0
2019-05-31,9300,10200,9300,9560,674955,229473.0,24003428.0
2019-06-03,9550,9560,8700,9000,296722,216031.0,24003428.0
2019-06-04,8910,9000,8320,8460,319154,203069.0,24003428.0
2019-06-05,8470,8610,8420,8430,106308,202349.0,24003428.0
2019-06-07,8450,8620,8450,8560,76182,205469.0,24003428.0
2019-06-10,8610,8640,8360,8500,93269,204029.0,24003428.0
2019-06-11,8460,8750,8460,8530,111435,204749.0,24003428.0
2019-06-12,8540,8600,8470,8530,83445,204749.0,24003428.0
2019-06-13,8600,8630,8470,8490,51551,203789.0,24003428.0
2019-06-14,8490,8560,8460,8540,61080,204989.0,24003428.0
2019-06-17,8500,8540,8380,8380,82952,201149.0,24003428.0
2019-06-18,8320,8490,8100,8170,85677,196108.0,24003428.0
2019-06-19,8150,8320,8090,8100,78905,194428.0,24003428.0
2019-06-20,8150,8180,7940,8030,96854,192748.0,24003428.0
2019-06-21,7800,7800,7510,7650,231542,183626.0,24003428.0
2019-06-24,7580,7700,7550,7550,65998,181226.0,24003428.0
2019-06-25,7580,8240,7540,7540,199242,180986.0,24003428.0
2019-06-26,7540,7690,6400,6900,511668,165624.0,24003428.0
2019-06-27,7270,7270,6660,6730,128269,161543.0,24003428.0
2019-06-28,6650,6920,6630,6770,83799,162503.0,24003428.0
2019-07-01,6770,7200,6760,6940,116828,166584.0,24003428.0
2019-07-02,6900,7130,6870,7130,59438,171144.0,24003428.0
2019-07-03,7030,7200,6950,6960,89758,167064.0,24003428.0
2019-07-04,7130,7130,6800,6880,131251,165144.0,24003428.0
2019-07-05,7050,7610,6930,7010,538095,168264.0,24003428.0
2019-07-08,7010,7070,6940,6940,83763,166584.0,24003428.0
2019-07-09,6910,7050,6890,6890,62156,165384.0,24003428.0
2019-07-10,6960,7310,6900,7220,95896,173305.0,24003428.0
2019-07-11,7300,8040,7100,7590,537808,182186.0,24003428.0
2019-07-12,7590,8000,7500,7940,145149,190587.0,24003428.0
2019-07-15,7940,8570,7770,8110,235846,194668.0,24003428.0
2019-07-16,8110,8360,8080,8250,91262,198028.0,24003428.0
2019-07-17,8340,8340,8030,8230,62469,197695.0,24021225.0
2019-07-18,8130,8300,8090,8120,42056,195052.0,24021225.0
2019-07-19,8230,8230,7920,8100,52630,194572.0,24021225.0
2019-07-22,8020,8230,8020,8200,37290,196974.0,24021225.0
2019-07-23,8120,8330,8120,8210,50778,197214.0,24021225.0
2019-07-24,8100,8270,8050,8070,41652,193851.0,24021225.0
2019-07-25,8070,8330,7950,7980,26743,191689.0,24021225.0
2019-07-26,7800,8100,7640,7660,42311,184003.0,24021225.0
2019-07-29,7500,7790,6990,7210,75434,173193.0,24021225.0
2019-07-30,7210,7730,7200,7300,65577,175355.0,24021225.0
2019-07-31,7650,7650,7080,7370,56369,177036.0,24021225.0
2019-08-01,7680,7680,7220,7470,48578,179439.0,24021225.0
2019-08-02,7280,7690,7250,7460,37907,179198.0,24021225.0
2019-08-05,7460,7460,6800,6900,71862,165746.0,24021225.0
2019-08-06,6400,6940,6110,6410,181537,153976.0,24021225.0
2019-08-07,6470,7100,6470,6720,79505,161423.0,24021225.0
2019-08-08,6930,7360,6760,7200,89907,172953.0,24021225.0
2019-08-09,7120,9070,7120,8420,509502,202259.0,24021225.0
2019-08-12,8250,8880,8050,8750,243164,210186.0,24021225.0
2019-08-13,8510,9920,8500,9030,615690,216912.0,24021225.0
2019-08-14,9150,9390,8320,8320,287917,199857.0,24021225.0
2019-08-16,8240,8500,7800,8320,168629,199857.0,24021225.0
2019-08-19,6600,7750,6600,7730,706428,185684.0,24021225.0
2019-08-20,7580,8260,7550,7790,114255,187125.0,24021225.0
2019-08-21,7700,9120,7700,8610,368193,206823.0,24021225.0
2019-08-22,8610,10100,8610,9780,740894,234928.0,24021225.0
2019-08-23,9710,10100,9500,9610,106663,230844.0,24021225.0
2019-08-26,9380,9610,8880,9150,107472,219794.0,24021225.0
2019-08-27,9210,9980,9160,9880,161769,237330.0,24021225.0
2019-08-28,9890,10650,9700,10250,230498,246218.0,24021225.0
2019-08-29,10250,10500,10000,10300,100245,247419.0,24021225.0
2019-08-30,10500,11150,10300,10900,259328,261831.0,24021225.0
2019-09-02,11100,11900,10900,11750,284975,282249.0,24021225.0
2019-09-03,12000,12000,10850,10900,238051,261831.0,24021225.0
2019-09-04,11100,11500,10400,10850,214753,260630.0,24021225.0
2019-09-05,10950,11650,10850,11450,149650,275043.0,24021225.0
2019-09-06,11350,11700,11150,11600,102621,278646.0,24021225.0
2019-09-09,11600,11950,11400,11550,100569,277445.0,24021225.0
2019-09-10,11800,11900,11400,11750,89292,282249.0,24021225.0
2019-09-11,11600,12600,11600,12300,262508,295461.0,24021225.0
2019-09-16,12450,13200,12300,12600,206515,302667.0,24021225.0
2019-09-17,12450,12550,11900,12150,129080,291858.0,24021225.0
2019-09-18,12050,12300,11750,12200,101941,293059.0,24021225.0
2019-09-19,12350,12350,12000,12150,41577,291858.0,24021225.0
2019-09-20,12000,12250,11900,12000,82006,288255.0,24021225.0
2019-09-23,12250,12250,11950,12050,92300,289456.0,24021225.0
2019-09-24,12050,12150,11400,11500,133051,276244.0,24021225.0
2019-09-25,11300,11950,10950,11200,180082,269038.0,24021225.0
2019-09-26,11200,11850,11150,11450,118291,275043.0,24021225.0
2019-09-27,11600,11950,11150,11350,134071,272641.0,24021225.0
2019-09-30,11450,11800,10850,11450,148497,275043.0,24021225.0
2019-10-01,11500,11650,11250,11450,95473,275043.0,24021225.0
2019-10-02,11500,12000,11050,11600,128072,278646.0,24021225.0
2019-10-04,11600,11850,11100,11150,102358,267837.0,24021225.0
2019-10-07,10900,11400,9750,10050,400809,241413.0,24021225.0
