파티게임즈(194510),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2015-09-24,27450,28850,27450,28600,138135,288107.0,5036844.0
2015-09-25,29000,29100,27550,28000,41757,282063.0,5036844.0
2015-09-30,27450,27550,26299,27000,66810,271990.0,5036844.0
2015-10-01,27150,27750,26250,26500,42112,266953.0,5036844.0
2015-10-02,26250,26500,25450,25850,60615,260405.0,5036844.0
2015-10-05,26200,27350,26150,26550,45287,267456.0,5036844.0
2015-10-06,27100,27100,24975,25200,76392,253857.0,5036844.0
2015-10-07,25449,25449,23875,23900,67273,240761.0,5036844.0
2015-10-08,23924,24150,22750,23200,80800,233710.0,5036844.0
2015-10-12,23000,23675,22825,22925,51479,230939.0,5036844.0
2015-10-13,22825,23350,21975,22250,55236,224140.0,5036844.0
2015-10-14,22250,22550,21575,22000,45560,221621.0,5036844.0
2015-10-15,21800,22425,21400,21450,47418,216081.0,5036844.0
2015-10-16,21575,23000,21575,22200,87341,223636.0,5036844.0
2015-10-19,22525,24725,22375,23525,170869,236984.0,5036844.0
2015-10-20,23950,23975,22925,23525,77766,236984.0,5036844.0
2015-10-21,23250,23325,22150,22325,63656,224895.0,5036844.0
2015-10-22,22300,22300,21025,21750,87677,219103.0,5036844.0
2015-10-23,22425,23200,22025,22500,89453,226658.0,5036844.0
2015-10-26,22800,23499,22750,23000,68980,231695.0,5036844.0
2015-10-27,23000,23000,22100,22450,40154,226154.0,5036844.0
2015-10-28,22425,22875,22150,22325,44403,224895.0,5036844.0
2015-10-29,23200,23200,21775,22100,55460,222629.0,5036844.0
2015-10-30,21900,22400,21350,22000,50599,221621.0,5036844.0
2015-11-02,22350,22475,21350,21550,32482,217088.0,5036844.0
2015-11-03,21575,21850,20800,21000,60253,211547.0,5036844.0
2015-11-04,21100,21550,19200,19750,237393,198955.0,5036844.0
2015-11-05,21350,25000,20800,20900,609057,105270.0,5036844.0
2015-11-06,20700,21300,19950,20550,171680,103507.0,5036844.0
2015-11-09,20250,20950,19000,19200,117381,96707.0,5036844.0
2015-11-10,18600,19750,18450,19150,77994,96456.0,5036844.0
2015-11-11,18750,19750,18350,19250,122753,96959.0,5036844.0
2015-11-12,18950,19250,18100,18850,77244,94945.0,5036844.0
2015-11-13,18200,18550,17750,18200,127440,91671.0,5036844.0
2015-11-16,17850,17900,16300,16500,131224,83108.0,5036844.0
2015-11-17,17000,17200,15700,15700,212976,94778.0,6036844.0
2015-11-18,15700,16500,14650,14900,264246,89949.0,6036844.0
2015-11-19,15200,15300,14500,15200,148544,91760.0,6036844.0
2015-11-20,15250,15300,14650,14950,56441,90251.0,6036844.0
2015-11-23,15200,15450,15050,15150,76333,91458.0,6036844.0
2015-11-24,15300,15300,14850,15000,51476,90553.0,6036844.0
2015-11-25,14900,15000,14000,14200,131006,85723.0,6036844.0
2015-11-26,13700,14250,13500,14000,447126,169032.0,12073688.0
2015-11-27,14200,16000,14100,15200,1010096,183520.0,12073688.0
2015-11-30,15100,15150,13700,13700,554603,165410.0,12073688.0
2015-12-01,13900,14350,13350,13700,300730,165410.0,12073688.0
2015-12-02,13600,14250,13000,13450,420521,162391.0,12073688.0
2015-12-03,13650,13900,13150,13800,154642,166617.0,12073688.0
2015-12-04,13700,13800,12250,12300,785832,148506.0,12073688.0
2015-12-07,12500,12600,11950,12200,314350,147299.0,12073688.0
2015-12-08,12250,12600,11800,12400,228346,149714.0,12073688.0
2015-12-09,12200,12600,11550,11650,219577,140658.0,12073688.0
2015-12-10,11800,12200,11200,11650,391584,140658.0,12073688.0
2015-12-11,12000,12850,11850,12350,455358,149110.0,12073688.0
2015-12-14,12200,12950,11700,12250,278727,147903.0,12073688.0
2015-12-15,12300,12750,12100,12400,176964,149714.0,12073688.0
2015-12-16,12550,12800,12300,12450,169292,150317.0,12073688.0
2015-12-17,12550,13250,12400,12700,366840,153336.0,12073688.0
2015-12-18,12600,12750,12300,12550,144146,151525.0,12073688.0
2015-12-21,12300,12550,12250,12450,74072,150317.0,12073688.0
2015-12-22,12500,12550,11600,11700,271759,141262.0,12073688.0
2015-12-23,11800,11850,11500,11550,130492,139451.0,12073688.0
2015-12-24,11700,11900,11400,11700,137428,141262.0,12073688.0
2015-12-28,11750,11850,11500,11750,104469,141866.0,12073688.0
2015-12-29,12000,12100,11750,11800,101867,142470.0,12073688.0
2015-12-30,11850,12550,11700,12400,218942,149714.0,12073688.0
2016-01-04,12650,12650,12000,12100,146232,146092.0,12073688.0
2016-01-05,11900,12250,11850,12250,109434,147903.0,12073688.0
2016-01-06,12300,12450,11500,11950,194334,144281.0,12073688.0
2016-01-07,11700,12000,11400,11650,147706,140658.0,12073688.0
2016-01-08,11350,11450,10800,11200,157175,135225.0,12073688.0
2016-01-11,11200,11400,10900,11000,103204,132811.0,12073688.0
2016-01-12,11000,11350,10900,11050,153768,133414.0,12073688.0
2016-01-13,11100,11250,11050,11200,58429,135225.0,12073688.0
2016-01-14,10900,11100,10300,10450,269564,126170.0,12073688.0
2016-01-15,10550,10800,9500,9530,363258,115062.0,12073688.0
2016-01-18,9250,9980,9230,9850,231236,118926.0,12073688.0
2016-01-19,9850,10050,9640,9640,141090,116390.0,12073688.0
2016-01-20,9640,9780,8930,9050,214220,109267.0,12073688.0
2016-01-21,9000,9180,8750,8960,142986,108180.0,12073688.0
2016-01-22,9080,11250,9060,9770,2610545,117960.0,12073688.0
2016-01-25,9840,9860,9460,9460,253238,114217.0,12073688.0
2016-01-26,9420,10450,9250,10000,803609,120737.0,12073688.0
2016-01-27,10100,10850,9940,10500,521200,126774.0,12073688.0
2016-01-28,10850,11200,10300,10550,421754,127377.0,12073688.0
2016-01-29,10500,10650,10250,10550,189405,127377.0,12073688.0
2016-02-01,10650,10750,10150,10150,233531,122548.0,12073688.0
2016-02-02,10200,11250,9960,10600,597134,127981.0,12073688.0
2016-02-03,10500,10850,10350,10350,188351,124963.0,12073688.0
2016-02-04,10400,10500,10050,10050,168356,121341.0,12073688.0
2016-02-05,10000,10700,9960,10600,169792,127981.0,12073688.0
2016-02-11,10150,10300,9890,9890,176093,119409.0,12073688.0
2016-02-12,9410,9650,8760,9020,302729,108905.0,12073688.0
2016-02-15,8900,9280,8900,9080,94706,109629.0,12073688.0
2016-02-16,9280,9640,9150,9430,119510,113855.0,12073688.0
2016-02-17,9600,10400,9540,9570,244174,115545.0,12073688.0
2016-02-18,9740,10550,9400,10500,327537,126774.0,12073688.0
2016-02-19,10350,10650,10250,10500,156980,126774.0,12073688.0
2016-02-22,10850,11100,10450,10750,219607,129792.0,12073688.0
2016-02-23,10750,10800,10350,10400,129180,125566.0,12073688.0
2016-02-24,10300,10600,10250,10400,77536,125566.0,12073688.0
2016-02-25,10400,10600,10350,10500,76894,126774.0,12073688.0
2016-02-26,10650,10650,10000,10200,130200,123152.0,12073688.0
2016-02-29,10300,10350,9890,9930,110902,119892.0,12073688.0
2016-03-02,9970,10100,9880,9900,110094,119530.0,12073688.0
2016-03-03,9910,10250,9860,10100,99621,121944.0,12073688.0
2016-03-04,10200,10350,10000,10300,102004,124359.0,12073688.0
2016-03-07,10400,11900,10350,11650,1526802,140658.0,12073688.0
2016-03-08,11600,11900,11350,11800,583957,142470.0,12073688.0
2016-03-09,11800,12850,11600,12300,1134970,148506.0,12073688.0
2016-03-10,12450,12550,12200,12400,260273,149714.0,12073688.0
2016-03-11,12350,12350,12000,12350,216103,149110.0,12073688.0
2016-03-14,12650,13900,12650,13350,857652,161184.0,12073688.0
2016-03-15,13400,13400,12950,13000,243242,156958.0,12073688.0
2016-03-16,12850,12850,12250,12650,392924,152732.0,12073688.0
2016-03-17,12700,13300,12400,13050,316065,157562.0,12073688.0
2016-03-18,13050,13500,12500,12700,268512,153336.0,12073688.0
2016-03-21,12550,12650,12100,12200,238097,147299.0,12073688.0
2016-03-22,12350,12900,12250,12250,203180,147903.0,12073688.0
2016-03-23,12350,12550,11800,12200,298636,147299.0,12073688.0
2016-03-24,12300,13250,12300,13000,826966,156958.0,12073688.0
2016-03-25,12950,13200,12600,13200,261553,159373.0,12073688.0
2016-03-28,13350,13550,12700,12700,233076,153336.0,12073688.0
2016-03-29,12700,12950,12400,12600,166520,152128.0,12073688.0
2016-03-30,12600,13150,12600,13000,287469,156958.0,12073688.0
2016-03-31,13150,13450,13000,13250,344889,159976.0,12073688.0
2016-04-01,13250,13400,12850,12950,233286,156354.0,12073688.0
2016-04-04,13150,13200,12650,12700,181869,153336.0,12073688.0
2016-04-05,12500,12500,12100,12450,235490,150317.0,12073688.0
2016-04-06,12300,12800,12250,12500,130460,150921.0,12073688.0
2016-04-07,12500,12950,12350,12900,202374,155751.0,12073688.0
2016-04-08,12850,13550,12800,13250,534579,159976.0,12073688.0
2016-04-11,13350,13450,13000,13150,190586,158769.0,12073688.0
2016-04-12,13500,14400,13500,13550,1168970,163598.0,12073688.0
2016-04-14,13500,13550,12750,12850,310097,155147.0,12073688.0
2016-04-15,13050,13500,12900,13250,268960,159976.0,12073688.0
2016-04-18,13100,13500,12900,12900,192681,155751.0,12073688.0
2016-04-19,13050,13600,12950,13600,270562,164202.0,12073688.0
2016-04-20,13700,14050,13300,13300,352306,160580.0,12073688.0
2016-04-21,13450,13600,13150,13300,127275,160580.0,12073688.0
2016-04-22,13200,13300,12950,13000,167347,156958.0,12073688.0
2016-04-25,13100,13150,12800,13050,117322,157562.0,12073688.0
2016-04-26,13050,13050,12550,12600,162435,152128.0,12073688.0
2016-04-27,12600,12600,12050,12200,212217,147299.0,12073688.0
2016-04-28,12150,12350,12050,12350,101407,149110.0,12073688.0
2016-04-29,12250,12750,12200,12700,124257,153966.0,12123288.0
2016-05-02,12700,12800,12300,12350,114705,149723.0,12123288.0
2016-05-03,12350,12550,12200,12250,69052,148510.0,12123288.0
2016-05-04,12250,13000,12200,12800,328942,155178.0,12123288.0
2016-05-09,13000,13150,12600,12850,119779,155784.0,12123288.0
2016-05-10,12750,12900,12500,12700,101843,153966.0,12123288.0
2016-05-11,12700,12750,12500,12550,109107,152147.0,12123288.0
2016-05-12,12350,12650,12350,12450,59010,150935.0,12123288.0
2016-05-13,12350,12650,12350,12450,71970,150935.0,12123288.0
2016-05-16,12400,12800,12400,12700,102998,153966.0,12123288.0
2016-05-17,12650,12700,12150,12300,124775,149116.0,12123288.0
2016-05-18,12300,12500,11200,11200,267620,135781.0,12123288.0
2016-05-19,11250,11500,10700,11050,264231,133962.0,12123288.0
2016-05-20,10900,11300,10900,10950,103405,132750.0,12123288.0
2016-05-23,10950,11100,10600,10800,136745,130932.0,12123288.0
2016-05-24,10700,10800,10150,10150,194180,123051.0,12123288.0
2016-05-25,10300,10900,10300,10500,158399,127295.0,12123288.0
2016-05-26,10500,10700,10300,10500,110021,127295.0,12123288.0
2016-05-27,10550,10800,10500,10550,96381,127901.0,12123288.0
2016-05-30,10550,10650,10000,10050,184000,121839.0,12123288.0
2016-05-31,10100,10850,9890,10650,193332,129113.0,12123288.0
2016-06-01,10700,10800,10400,10600,110377,128507.0,12123288.0
2016-06-02,10750,11150,10600,10750,119640,130325.0,12123288.0
2016-06-03,10900,10900,10450,10450,78551,126688.0,12123288.0
2016-06-07,10500,10700,10200,10550,85115,127901.0,12123288.0
2016-06-08,10550,10950,10550,10700,81669,129719.0,12123288.0
2016-06-09,10800,10950,10400,10400,88758,126082.0,12123288.0
2016-06-10,10400,10700,10400,10600,58940,128507.0,12123288.0
2016-06-13,10650,11400,10550,11200,313657,135781.0,12123288.0
2016-06-14,11300,11300,10700,10900,140415,132144.0,12123288.0
2016-06-15,10800,11100,10750,10800,55942,130932.0,12123288.0
2016-06-16,10900,10950,10250,10350,112463,125476.0,12123288.0
2016-06-17,10300,10550,9940,10000,111776,121233.0,12123288.0
2016-06-20,10000,10350,10000,10150,55721,123051.0,12123288.0
2016-06-21,10150,10400,10150,10250,47642,124264.0,12123288.0
2016-06-22,10350,10450,10200,10350,60314,125476.0,12123288.0
2016-06-23,10350,10450,10100,10250,75267,124264.0,12123288.0
2016-06-24,10400,10400,9150,9150,198927,110928.0,12123288.0
2016-06-27,8620,9340,8570,9170,126933,111171.0,12123288.0
2016-06-28,9100,9480,9100,9450,64406,114565.0,12123288.0
2016-06-29,9550,10100,9550,9910,98956,120142.0,12123288.0
2016-06-30,9910,10150,9910,10100,63943,122445.0,12123288.0
2016-07-01,10000,10250,9930,10250,78763,124264.0,12123288.0
2016-07-04,10100,12300,10000,11900,753342,144267.0,12123288.0
2016-07-05,12000,12150,11500,11800,305738,143055.0,12123288.0
2016-07-06,11650,11750,11200,11300,182039,137154.0,12137488.0
2016-07-07,11300,11500,11050,11150,147920,135333.0,12137488.0
2016-07-08,11250,12250,11050,11850,395873,143829.0,12137488.0
2016-07-11,11900,12200,11500,11750,262517,142615.0,12137488.0
2016-07-12,11800,12000,11450,11700,163669,142009.0,12137488.0
2016-07-13,11650,13450,11650,12700,2289397,154146.0,12137488.0
2016-07-14,12850,12900,12050,12300,376903,149291.0,12137488.0
2016-07-15,12200,12450,11700,11750,322705,142615.0,12137488.0
2016-07-18,11700,12000,11700,11750,151702,142615.0,12137488.0
2016-07-19,11850,12250,11750,12050,167699,146257.0,12137488.0
2016-07-20,12150,12150,11800,11850,123302,143829.0,12137488.0
2016-07-21,12700,12750,11950,12000,403163,145650.0,12137488.0
2016-07-22,12050,12150,11550,11650,164565,141402.0,12137488.0
2016-07-25,11800,11800,11150,11200,90384,135940.0,12137488.0
2016-07-26,11100,11400,10900,11000,133090,133512.0,12137488.0
2016-07-27,11050,11100,10700,10900,112824,132299.0,12137488.0
2016-07-28,10950,11300,10800,10850,102336,131692.0,12137488.0
2016-07-29,10950,10950,10400,10550,119390,128050.0,12137488.0
2016-08-01,10500,10550,10000,10100,203703,122589.0,12137488.0
2016-08-02,10150,10450,10100,10300,115513,125016.0,12137488.0
2016-08-03,10200,10350,10100,10100,84573,122589.0,12137488.0
2016-08-04,10100,10500,10100,10300,124302,125016.0,12137488.0
