지스마트글로벌(114570),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2010-03-23,2031,2031,1945,1947,164363,53551.0,4697433.0
2010-03-24,1945,1945,1826,1852,260183,50967.0,4697433.0
2010-03-25,1860,1860,1808,1818,90500,50028.0,4697433.0
2010-03-26,1826,1894,1826,1852,121720,50967.0,4697433.0
2010-03-29,1826,1860,1775,1776,107882,48853.0,4697433.0
2010-03-30,1800,1826,1732,1810,129994,49793.0,4697433.0
2010-03-31,1808,1835,1758,1767,94258,48618.0,4697433.0
2010-04-01,1783,1835,1766,1818,77075,50028.0,4697433.0
2010-04-02,1835,1835,1766,1767,82469,48618.0,4697433.0
2010-04-05,1775,1783,1655,1704,171377,46880.0,4697433.0
2010-04-06,1690,1707,1659,1660,70486,45659.0,4697433.0
2010-04-07,1673,1673,1589,1600,147144,44015.0,4697433.0
2010-04-08,1599,1652,1589,1600,102767,44015.0,4697433.0
2010-04-09,1621,1627,1546,1557,124115,42841.0,4697433.0
2010-04-12,1561,1587,1551,1554,69490,42747.0,4697433.0
2010-04-13,1568,1627,1568,1588,135157,43686.0,4697433.0
2010-04-14,1594,1635,1587,1619,85986,44532.0,4697433.0
2010-04-15,1638,1638,1566,1568,69574,43122.0,4697433.0
2010-04-16,1564,1578,1510,1511,115041,41572.0,4697433.0
2010-04-19,1500,1505,1418,1433,108779,39411.0,4697433.0
2010-04-20,1457,1459,1408,1429,99831,39318.0,4697433.0
2010-04-21,1442,1539,1442,1481,195575,40727.0,4697433.0
2010-04-22,1486,1515,1437,1443,107332,39693.0,4697433.0
2010-04-23,1444,1454,1408,1408,95958,38754.0,4697433.0
2010-04-26,1408,1442,1408,1421,70389,39083.0,4697433.0
2010-04-27,1421,1457,1416,1443,68393,39693.0,4697433.0
2010-04-28,1413,1423,1379,1400,61506,38519.0,4697433.0
2010-04-29,1406,1435,1393,1393,69264,38331.0,4697433.0
2010-04-30,1411,1465,1393,1428,148267,39271.0,4697433.0
2010-05-03,1418,1463,1400,1402,71359,38566.0,4697433.0
2010-05-04,1411,1430,1397,1402,56553,38566.0,4697433.0
2010-05-06,1372,1394,1356,1374,64159,37814.0,4697433.0
2010-05-07,1345,1355,1280,1324,65568,36405.0,4697433.0
2010-05-10,1310,1353,1310,1328,53170,36546.0,4697433.0
2010-05-11,1334,1381,1310,1311,48737,36076.0,4697433.0
2010-05-12,1319,1419,1317,1338,111186,36781.0,4697433.0
2010-05-13,1348,1397,1348,1376,66130,37861.0,4697433.0
2010-05-14,1362,1410,1353,1359,84508,37392.0,4697433.0
2010-05-17,1337,1347,1202,1204,116103,33117.0,4697433.0
2010-05-18,1213,1233,1189,1206,76005,33164.0,4697433.0
2010-05-19,1202,1208,1168,1178,48105,32412.0,4697433.0
2010-05-20,1160,1191,1057,1059,73474,29124.0,4697433.0
2010-05-24,1084,1177,1063,1119,70616,30768.0,4697433.0
2010-05-25,1109,1156,1059,1105,60105,30392.0,4697433.0
2010-05-26,1107,1158,1107,1158,32234,31849.0,4697433.0
2010-05-27,1119,1183,1093,1144,20438,31473.0,4697433.0
2010-05-28,1193,1193,1109,1119,46532,30768.0,4697433.0
2010-05-31,1112,1136,1112,1117,27016,30721.0,4697433.0
2010-06-01,1131,1202,1119,1161,71179,31943.0,4697433.0
2010-06-03,1166,1237,1166,1206,61811,33164.0,4697433.0
2010-06-04,1210,1334,1200,1281,105098,35231.0,4697433.0
2010-06-07,1229,1307,1229,1231,81946,33868.0,4697433.0
2010-06-08,1239,1242,1183,1185,45988,32600.0,4697433.0
2010-06-09,1194,1225,1172,1189,40457,32694.0,4697433.0
2010-06-10,1194,1221,1177,1182,26843,32506.0,4697433.0
2010-06-11,1191,1246,1191,1204,46375,33117.0,4697433.0
2010-06-14,1210,1219,1179,1202,24489,33070.0,4697433.0
2010-06-15,1208,1216,1187,1204,19350,33117.0,4697433.0
2010-06-16,1206,1215,1185,1187,24700,32647.0,4697433.0
2010-06-17,1189,1201,1164,1164,25759,32036.0,4697433.0
2010-06-18,1160,1173,1126,1136,22517,31238.0,4697433.0
2010-06-21,1150,1151,1110,1127,23062,31003.0,4697433.0
2010-06-22,1128,1139,1112,1115,24451,30674.0,4697433.0
2010-06-23,1109,1128,1101,1120,21968,30815.0,4697433.0
2010-06-24,1139,1150,1109,1119,50623,30768.0,4697433.0
2010-06-25,1116,1139,1097,1105,26429,30392.0,4697433.0
2010-06-28,1101,1126,1099,1105,21838,30392.0,4697433.0
2010-06-29,1109,1109,1059,1060,60365,29171.0,4697433.0
2010-06-30,1044,1056,1015,1035,43511,28466.0,4697433.0
2010-07-01,1023,1042,996,1016,30354,27950.0,4697433.0
2010-07-02,1051,1051,1015,1028,29689,28279.0,4697433.0
2010-07-05,1032,1075,1015,1075,34447,29547.0,4697433.0
2010-07-06,1061,1090,1059,1076,31196,29594.0,4697433.0
2010-07-07,1075,1134,1057,1096,41503,30158.0,4697433.0
2010-07-08,1102,1156,1102,1144,48001,31473.0,4697433.0
2010-07-09,1158,1177,1131,1147,38143,31567.0,4697433.0
2010-07-12,1149,1175,1120,1122,32985,30862.0,4697433.0
2010-07-13,1131,1131,1088,1107,54066,30439.0,4697433.0
2010-07-14,1120,1134,1102,1128,34294,31050.0,4697433.0
2010-07-15,1134,1149,1128,1132,29225,31144.0,4697433.0
2010-07-16,1131,1134,1109,1124,32811,30909.0,4697433.0
2010-07-19,1110,1155,1110,1139,25297,31332.0,4697433.0
2010-07-20,1158,1309,1139,1309,479168,36029.0,4697433.0
2010-07-21,1322,1331,1246,1269,241999,34902.0,4697433.0
2010-07-22,1280,1297,1208,1208,118372,33258.0,4697433.0
2010-07-23,1223,1310,1202,1212,175298,33352.0,4697433.0
2010-07-26,1219,1256,1206,1243,47867,34197.0,4697433.0
2010-07-27,1267,1309,1162,1163,150318,31990.0,4697433.0
2010-07-28,1162,1181,1143,1153,47297,31708.0,4697433.0
2010-07-29,1150,1168,1105,1145,45661,31520.0,4697433.0
2010-07-30,1145,1145,1025,1054,66686,28983.0,4697433.0
2010-08-02,1044,1068,1008,1010,57527,27762.0,4697433.0
2010-08-03,1006,1015,981,991,49384,27245.0,4697433.0
2010-08-04,989,1000,966,977,26789,26869.0,4697433.0
2010-08-05,983,1000,921,938,49595,25789.0,4697433.0
2010-08-06,931,952,903,953,47267,26212.0,4697433.0
2010-08-09,952,974,938,955,41780,26259.0,4697433.0
2010-08-10,955,960,935,939,17481,25836.0,4697433.0
2010-08-11,962,962,903,907,25655,24943.0,4697433.0
2010-08-12,905,926,895,913,21990,25131.0,4697433.0
2010-08-13,904,955,904,941,42597,25883.0,4697433.0
2010-08-16,939,1029,938,1006,74115,27668.0,4697433.0
2010-08-17,998,1037,972,980,36388,26963.0,4697433.0
2010-08-18,979,995,962,978,23352,26916.0,4697433.0
2010-08-19,993,993,960,978,27937,26916.0,4697433.0
2010-08-20,964,975,949,953,25299,26212.0,4697433.0
2010-08-23,967,967,933,951,27329,26165.0,4697433.0
2010-08-24,952,953,920,922,17921,25366.0,4697433.0
2010-08-25,899,909,887,892,38692,24521.0,4697433.0
2010-08-26,892,914,887,898,20465,24708.0,4697433.0
2010-08-27,899,912,888,895,8698,24615.0,4697433.0
2010-08-30,888,921,888,911,12416,25037.0,4697433.0
2010-08-31,887,903,819,898,21279,24708.0,4697433.0
2010-09-01,899,903,884,890,9992,24474.0,4697433.0
2010-09-02,886,904,882,896,17248,24662.0,4697433.0
2010-09-03,903,921,893,896,15957,24662.0,4697433.0
2010-09-06,904,956,897,928,38968,25507.0,4697433.0
2010-09-07,933,958,922,945,28913,25977.0,4697433.0
2010-09-08,930,953,899,924,31923,25413.0,4697433.0
2010-09-09,924,953,911,939,19816,25836.0,4697433.0
2010-09-10,950,955,930,947,25994,26071.0,4697433.0
2010-09-13,958,962,905,943,29833,25930.0,4697433.0
2010-09-14,933,953,901,901,48278,24802.0,4697433.0
2010-09-15,901,939,901,915,17468,25178.0,4697433.0
2010-09-16,939,939,886,886,22322,24380.0,4697433.0
2010-09-17,904,912,888,900,9251,24755.0,4697433.0
2010-09-20,892,907,882,894,14197,24568.0,4697433.0
2010-09-24,914,914,888,901,15552,24802.0,4697433.0
2010-09-27,905,916,878,894,17210,24568.0,4697433.0
2010-09-28,887,904,878,903,21263,24849.0,4697433.0
2010-09-29,904,926,895,905,10387,24896.0,4697433.0
2010-09-30,904,922,903,913,16950,25131.0,4697433.0
2010-10-01,912,930,895,900,19235,24755.0,4697433.0
2010-10-04,916,916,882,890,15391,24474.0,4697433.0
2010-10-05,887,901,880,888,17606,24427.0,4697433.0
2010-10-06,895,901,878,890,18979,24474.0,4697433.0
2010-10-07,882,899,878,895,27531,24615.0,4697433.0
2010-10-08,899,920,887,909,35655,24990.0,4697433.0
2010-10-11,907,920,899,903,18981,24849.0,4697433.0
2010-10-12,873,903,873,895,26698,24615.0,4697433.0
2010-10-13,888,903,882,901,17797,24802.0,4697433.0
2010-10-14,904,911,890,900,21711,24755.0,4697433.0
2010-10-15,888,912,887,913,16982,25131.0,4697433.0
2010-10-18,918,1008,911,968,101063,26634.0,4697433.0
2010-10-19,983,996,947,947,54729,26071.0,4697433.0
2010-10-20,933,945,926,936,40719,25742.0,4697433.0
2010-10-21,937,964,930,945,41678,25977.0,4697433.0
2010-10-22,939,1068,933,1031,249007,28372.0,4697433.0
2010-10-25,1046,1049,989,1008,70977,27715.0,4697433.0
2010-10-26,1021,1021,989,994,44171,27339.0,4697433.0
2010-10-27,993,1032,974,982,44932,27010.0,4697433.0
2010-10-28,998,1037,969,1033,71166,28419.0,4697433.0
2010-10-29,1057,1057,995,1008,43308,27715.0,4697433.0
2010-11-01,1006,1056,985,1054,57232,28983.0,4697433.0
2010-11-02,1042,1066,1015,1052,54664,28936.0,4697433.0
2010-11-03,1063,1099,1032,1054,57640,28983.0,4697433.0
2010-11-04,1056,1057,1017,1025,38324,28185.0,4697433.0
2010-11-05,1046,1046,975,991,37532,27245.0,4697433.0
2010-11-08,1000,1000,964,968,35782,26634.0,4697433.0
2010-11-09,975,975,949,962,28102,26447.0,4697433.0
2010-11-10,960,960,911,912,51754,25084.0,4697433.0
2010-11-11,905,916,895,905,37530,24896.0,4697433.0
2010-11-12,905,916,878,892,36479,24521.0,4697433.0
2010-11-15,895,895,821,876,35466,24098.0,4697433.0
2010-11-16,878,878,836,854,21264,23487.0,4697433.0
2010-11-17,823,870,823,871,11893,23957.0,4697433.0
2010-11-18,858,895,858,883,18261,24286.0,4697433.0
2010-11-19,882,895,878,881,7154,24239.0,4697433.0
2010-11-22,871,893,871,883,5676,24286.0,4697433.0
2010-11-23,888,888,868,881,5982,24239.0,4697433.0
2010-11-24,825,859,825,857,13473,23581.0,4697433.0
2010-11-25,870,882,848,848,11057,23346.0,4697433.0
2010-11-26,861,870,795,803,26207,22078.0,4697433.0
2010-11-29,827,832,683,773,9145,21256.0,4697433.0
2010-11-30,752,786,700,704,38419,19377.0,4697433.0
2010-12-01,704,744,684,746,24229,20504.0,4697433.0
2010-12-02,744,752,731,748,13821,20598.0,4697433.0
2010-12-03,753,765,730,735,14611,20222.0,4697433.0
2010-12-06,743,756,734,735,6582,20222.0,4697433.0
2010-12-07,723,753,723,753,17139,20716.0,4697433.0
2010-12-08,765,765,737,751,8840,20669.0,4697433.0
2010-12-09,758,758,739,744,5705,20457.0,4697433.0
2010-12-10,749,749,716,745,13305,20481.0,4697433.0
2010-12-13,777,777,743,750,4394,20645.0,4697433.0
2010-12-14,740,757,736,739,9412,20316.0,4697433.0
2010-12-15,725,739,721,731,4487,20105.0,4697433.0
2010-12-16,715,744,704,723,10838,19894.0,4697433.0
2010-12-17,723,723,700,716,18278,19706.0,4697433.0
2010-12-20,704,713,676,677,25576,18625.0,4697433.0
2010-12-21,714,714,681,683,28983,18790.0,4697433.0
2010-12-22,682,699,671,672,27892,18484.0,4697433.0
2010-12-23,675,735,669,681,32198,18719.0,4697433.0
2010-12-24,684,747,672,704,49216,19377.0,4697433.0
2010-12-27,714,716,682,700,25523,19259.0,4697433.0
2010-12-28,699,705,684,696,14382,19142.0,4697433.0
2010-12-29,687,705,686,701,12664,19283.0,4697433.0
2010-12-30,707,731,699,705,36335,19400.0,4697433.0
2011-01-03,701,717,700,709,16417,19494.0,4697433.0
2011-01-04,707,739,707,734,33388,20199.0,4697433.0
2011-01-05,746,763,728,757,40720,20810.0,4697433.0
2011-01-06,757,784,751,765,31621,21044.0,4697433.0
2011-01-07,766,789,759,767,28689,21115.0,4697433.0
2011-01-10,767,768,739,749,29407,20622.0,4697433.0
2011-01-11,743,765,739,748,12461,20598.0,4697433.0
2011-01-12,741,766,738,748,23829,20575.0,4697433.0
2011-01-13,747,752,733,743,10562,20434.0,4697433.0
2011-01-14,739,774,739,745,7159,20481.0,4697433.0
2011-01-17,744,750,728,749,15279,20622.0,4697433.0
2011-01-18,725,762,725,745,27857,20481.0,4697433.0
2011-01-19,740,762,739,748,11874,20575.0,4697433.0
2011-01-20,747,836,743,793,181865,21820.0,4697433.0
2011-01-21,813,813,763,776,38900,21350.0,4697433.0
2011-01-24,770,795,768,785,28013,21585.0,4697433.0
2011-01-25,781,876,775,810,110318,22266.0,4697433.0
2011-01-26,808,808,764,785,34857,21608.0,4697433.0
2011-01-27,786,806,781,797,15236,21914.0,4697433.0
2011-01-28,795,809,768,775,23616,21326.0,4697433.0
2011-01-31,764,764,720,725,40086,19941.0,4697433.0
2011-02-01,723,732,712,727,16134,19988.0,4697433.0
2011-02-07,727,734,709,728,18564,20011.0,4697433.0
2011-02-08,728,739,712,715,6186,19682.0,4697433.0
2011-02-09,730,730,702,712,9562,19588.0,4697433.0
2011-02-10,703,728,697,707,10671,19447.0,4697433.0
2011-02-11,702,717,690,692,9395,19025.0,4697433.0
2011-02-14,689,707,669,670,25167,18437.0,4697433.0
2011-02-15,669,671,622,633,40907,17404.0,4697433.0
2011-02-16,635,648,625,637,11011,17521.0,4697433.0
2011-02-17,631,645,617,627,15283,17240.0,4697433.0
2011-02-18,620,642,616,632,16868,17381.0,4697433.0
2011-02-21,631,668,631,632,6671,17381.0,4697433.0
2011-02-22,622,631,605,606,24548,16676.0,4697433.0
2011-02-23,606,612,598,603,10485,16582.0,4697433.0
2011-02-24,586,622,579,610,34727,16770.0,4697433.0
2011-02-25,611,673,609,618,96137,17005.0,4697433.0
2011-02-28,614,622,599,621,11392,17099.0,4697433.0
2011-03-02,619,630,600,632,14201,17357.0,4697433.0
2011-03-03,639,639,608,628,8446,17263.0,4697433.0
2011-03-04,614,631,614,621,3900,17099.0,4697433.0
2011-03-07,615,628,610,617,9502,16981.0,4697433.0
2011-03-08,614,621,604,611,3735,16817.0,4697433.0
2011-03-09,616,616,604,615,8493,16911.0,4697433.0
2011-03-10,614,639,614,632,21810,17381.0,4697433.0
2011-03-11,632,638,622,633,8903,17427.0,4697433.0
2011-03-14,631,648,622,649,36663,17850.0,4697433.0
2011-03-15,649,649,596,624,46540,17169.0,4697433.0
2011-03-16,623,645,618,644,14964,17709.0,4697433.0
2011-03-17,639,657,623,648,32319,17803.0,4697433.0
2011-03-18,653,688,639,657,124350,18085.0,4697433.0
2011-03-21,659,661,629,644,18713,17709.0,4697433.0
2011-03-22,631,640,606,608,24740,16723.0,4697433.0
2011-03-23,604,624,577,593,28607,16300.0,4697433.0
2011-03-24,580,597,580,594,18426,16347.0,4697433.0
2011-03-25,585,595,585,595,4006,16371.0,4697433.0
2011-03-28,583,596,569,572,18149,15736.0,4697433.0
2011-03-29,560,595,542,594,35699,16347.0,4697433.0
2011-03-30,592,592,572,591,10697,16253.0,4697433.0
2011-03-31,591,599,576,594,7012,16347.0,4697433.0
2011-04-01,594,597,588,598,3892,16441.0,4697433.0
2011-04-04,596,609,595,604,4218,16629.0,4697433.0
2011-04-05,608,608,596,609,11288,16746.0,4697433.0
2011-04-06,612,620,608,610,7712,16770.0,4697433.0
2011-04-07,608,618,596,616,15769,16934.0,4697433.0
2011-04-08,615,620,601,615,9578,16911.0,4697433.0
2011-04-11,612,614,603,604,3190,16629.0,4697433.0
2011-04-12,604,614,588,616,7726,16934.0,4697433.0
2011-04-13,604,616,582,615,19930,16911.0,4697433.0
2011-04-14,614,614,596,615,14267,16911.0,4697433.0
2011-04-15,598,612,591,613,6105,16864.0,4697433.0
2011-04-18,648,648,600,617,25888,16981.0,4697433.0
2011-04-19,613,672,605,646,123085,17756.0,4697433.0
2011-04-20,653,668,618,620,64773,17052.0,4697433.0
2011-04-21,619,664,612,649,31199,17874.0,4697433.0
2011-04-22,658,740,596,610,349599,16770.0,4697433.0
2011-04-25,618,629,596,602,27554,16558.0,4697433.0
2011-04-26,584,602,563,572,22791,15736.0,4697433.0
2011-04-27,566,574,546,550,21569,15126.0,4697433.0
2011-04-28,546,558,528,530,24584,14562.0,4697433.0
2011-04-29,545,558,528,538,7277,14797.0,4697433.0
2011-05-02,559,559,545,550,663,15126.0,4697433.0
2011-05-03,545,631,543,632,57692,17381.0,4697433.0
2011-05-04,649,672,596,606,87679,16676.0,4697433.0
2011-05-06,605,616,555,598,28509,16441.0,4697433.0
2011-05-09,615,619,573,579,20686,15924.0,4697433.0
2011-05-11,577,602,567,572,6387,15736.0,4697433.0
2011-05-12,574,580,562,574,3627,15783.0,4697433.0
2011-05-13,563,576,563,573,4143,15760.0,4697433.0
2011-05-16,572,595,559,594,4330,16347.0,4697433.0
2011-05-17,605,605,569,594,1715,16347.0,4697433.0
2011-05-18,593,605,577,579,5293,15924.0,4697433.0
2011-05-19,574,594,560,572,6571,15736.0,4697433.0
2011-05-20,559,571,541,570,7017,15689.0,4697433.0
2011-05-23,569,575,530,552,4484,15196.0,4697433.0
2011-05-24,545,600,528,597,13667,16418.0,4697433.0
2011-05-25,593,595,552,585,3011,16089.0,4697433.0
2011-05-26,584,584,553,584,122,16042.0,4697433.0
2011-05-27,579,579,549,573,1546,15760.0,4697433.0
2011-05-30,566,566,531,535,3355,14726.0,4697433.0
2011-05-31,537,588,537,545,1559,14985.0,4697433.0
2011-06-01,531,588,531,538,5017,14797.0,4697433.0
2011-06-02,531,559,525,546,4249,15008.0,4697433.0
2011-06-03,551,551,524,546,3893,15008.0,4697433.0
2011-06-07,549,549,524,530,646,14562.0,4697433.0
2011-06-08,529,542,514,516,4464,14186.0,4697433.0
2011-06-09,514,528,511,526,5045,14468.0,4697433.0
2011-06-10,524,530,513,514,2108,14139.0,4697433.0
2011-06-13,518,518,493,498,4786,13693.0,4697433.0
2011-06-14,472,508,471,477,20416,13129.0,4697433.0
2011-06-15,476,512,468,478,4835,13153.0,4697433.0
2011-06-16,453,469,453,454,11074,12495.0,4697433.0
2011-06-17,443,465,436,440,9437,12096.0,4697433.0
2011-06-20,427,445,422,422,32822,11626.0,4697433.0
2011-06-21,433,448,415,450,7003,12354.0,4697433.0
2011-06-22,448,460,432,444,5122,12213.0,4697433.0
2011-06-23,445,450,428,432,6212,11885.0,4697433.0
2011-06-24,416,443,416,443,8757,12190.0,4697433.0
2011-06-27,437,462,437,453,1526,12472.0,4697433.0
2011-06-28,476,476,449,451,6028,12401.0,4697433.0
2011-06-29,479,479,435,459,6473,12636.0,4697433.0
2011-06-30,479,479,446,464,1274,12754.0,4697433.0
2011-07-01,462,475,443,476,2595,13082.0,4697433.0
2011-07-04,494,494,453,478,7747,13153.0,4697433.0
2011-07-05,494,494,464,490,1402,13482.0,4697433.0
2011-07-06,463,493,463,493,5338,13552.0,4697433.0
2011-07-07,491,494,468,492,4874,13529.0,4697433.0
2011-07-08,491,493,473,474,4015,13035.0,4697433.0
2011-07-11,475,492,471,493,1971,13552.0,4697433.0
2011-07-12,468,528,468,490,4794,13482.0,4697433.0
2011-07-13,509,509,485,486,6943,13388.0,4697433.0
2011-07-14,509,509,486,486,950,13388.0,4697433.0
2011-07-15,486,493,472,473,801,13012.0,4697433.0
2011-07-18,474,493,472,486,3655,13388.0,4697433.0
2011-07-19,477,505,477,486,5492,13388.0,4697433.0
2011-07-20,487,509,487,501,41065,13787.0,4697433.0
2011-07-21,509,575,500,509,229488,13998.0,4697433.0
2011-07-22,526,528,494,519,15068,14280.0,4697433.0
2011-07-25,508,528,498,502,14566,13810.0,4697433.0
2011-07-26,499,524,497,520,8249,14327.0,4697433.0
2011-07-27,525,541,513,529,14055,14539.0,4697433.0
2011-07-28,512,530,512,522,5549,14374.0,4697433.0
2011-07-29,524,535,524,531,15751,14609.0,4697433.0
2011-08-01,525,536,511,531,37001,14586.0,4697433.0
2011-08-02,531,531,520,531,9766,14609.0,4697433.0
2011-08-03,530,535,515,520,11405,14327.0,4697433.0
2011-08-04,527,528,513,514,13050,14139.0,4697433.0
2011-08-05,526,526,473,509,10874,13998.0,4697433.0
2011-08-08,447,504,447,455,20562,12519.0,4697433.0
2011-08-09,477,477,409,426,13077,11720.0,4697433.0
2011-08-10,410,460,410,430,16956,11814.0,4697433.0
2011-08-11,413,427,393,417,10262,11462.0,4697433.0
2011-08-12,426,440,415,435,11748,11955.0,4697433.0
2011-08-16,433,451,433,442,13932,12166.0,4697433.0
2011-08-17,443,448,428,439,13951,12072.0,4697433.0
2011-08-18,442,443,417,426,40464,11720.0,4697433.0
2011-08-19,405,424,404,424,15621,11673.0,4697433.0
2011-08-22,410,427,410,427,3953,11744.0,4697433.0
2011-08-23,426,439,415,421,6641,11579.0,4697433.0
2011-08-24,421,431,415,418,5472,11485.0,4697433.0
2011-08-25,418,418,402,403,3976,11086.0,4697433.0
2011-08-26,402,408,395,401,4695,11015.0,4697433.0
2011-08-29,417,443,404,425,11783,11697.0,4697433.0
2011-08-30,424,427,404,419,7638,11509.0,4697433.0
2011-08-31,417,421,404,415,3495,11415.0,4697433.0
2011-09-01,416,433,409,421,2446,11579.0,4697433.0
2011-09-02,419,421,405,422,4744,11603.0,4697433.0
2011-09-05,426,426,400,412,3309,11321.0,4697433.0
2011-09-06,400,416,381,403,7916,11062.0,4697433.0
2011-09-07,405,425,392,402,4398,11039.0,4697433.0
2011-09-08,405,407,395,406,1150,11180.0,4697433.0
2011-09-09,423,423,392,422,13362,11603.0,4697433.0
2011-09-14,421,421,393,394,3361,10828.0,4697433.0
2011-09-15,408,408,392,396,11457,10898.0,4697433.0
2011-09-16,411,411,395,400,5676,10992.0,4697433.0
2011-09-19,426,426,394,404,71,11109.0,4697433.0
2011-09-20,400,423,400,410,5235,11274.0,4697433.0
2011-09-21,394,408,394,409,1699,11250.0,4697433.0
2011-09-22,395,408,392,395,22732,10875.0,4697433.0
2011-09-23,397,422,375,376,6321,10334.0,4697433.0
2011-09-26,377,400,341,376,8605,10334.0,4697433.0
2011-09-27,389,389,345,361,9418,9935.0,4697433.0
2011-09-28,366,366,338,342,11190,9418.0,4697433.0
2011-09-29,352,352,338,353,6432,9724.0,4697433.0
2011-09-30,344,358,344,358,6648,9841.0,4697433.0
2011-10-04,331,354,321,355,1776,9771.0,4697433.0
2011-10-05,345,357,341,350,403,9630.0,4697433.0
2011-10-06,348,390,348,391,7016,10757.0,4697433.0
2011-10-07,360,375,358,369,5824,10146.0,4697433.0
2011-10-10,371,371,353,370,1590,10170.0,4697433.0
2011-10-11,360,383,360,374,2103,10287.0,4697433.0
2011-10-12,362,375,362,376,2052,10334.0,4697433.0
2011-10-13,379,407,368,391,4656,10757.0,4697433.0
2011-10-14,383,383,377,385,4164,10569.0,4697433.0
2011-10-17,390,400,384,402,12112,11039.0,4697433.0
2011-10-18,390,416,386,393,10574,10804.0,4697433.0
2011-10-19,392,392,378,392,27415,10781.0,4697433.0
2011-10-20,390,390,377,389,6939,10710.0,4697433.0
2011-10-21,388,409,367,409,15828,11250.0,4697433.0
2011-10-24,415,415,395,412,10756,11344.0,4697433.0
2011-10-25,411,412,400,408,1118,11227.0,4697433.0
2011-10-26,387,408,387,402,13969,11039.0,4697433.0
2011-10-27,394,460,394,461,178826,12683.0,4697433.0
2011-10-28,463,479,394,401,235529,11015.0,4697433.0
2011-10-31,411,422,390,401,35907,11015.0,4697433.0
2011-11-01,398,408,372,382,21373,10499.0,4697433.0
2011-11-02,379,379,360,378,11698,10405.0,4697433.0
2011-11-03,400,400,370,382,3152,10499.0,4697433.0
2011-11-04,385,402,371,385,13832,10569.0,4697433.0
2011-11-07,395,395,375,384,6256,10546.0,4697433.0
2011-11-08,400,400,382,384,5526,10546.0,4697433.0
2011-11-09,391,391,377,389,822,10710.0,4697433.0
2011-11-10,375,376,365,375,13948,10311.0,4697433.0
2011-11-11,366,389,366,378,7943,10405.0,4697433.0
2011-11-14,397,397,368,387,7044,10640.0,4697433.0
2011-11-15,386,388,368,389,9279,10710.0,4697433.0
2011-11-16,397,397,369,377,4641,10381.0,4697433.0
2011-11-17,372,377,366,369,9646,10146.0,4697433.0
2011-11-18,369,369,352,357,18308,9818.0,4697433.0
2011-11-21,350,370,350,353,5710,9724.0,4697433.0
2011-11-22,373,373,347,370,1380,10170.0,4697433.0
2011-11-23,369,369,358,366,2214,10053.0,4697433.0
2011-11-24,347,370,347,367,2103,10099.0,4697433.0
2011-11-25,358,378,350,356,8672,9794.0,4697433.0
2011-11-28,358,370,358,364,1260,10006.0,4697433.0
2011-11-29,394,394,354,365,4620,10029.0,4697433.0
2011-11-30,375,375,352,363,766,9982.0,4697433.0
2011-12-01,377,377,356,359,7146,9865.0,4697433.0
2011-12-02,361,364,353,364,4264,10006.0,4697433.0
2011-12-05,372,372,356,362,1254,9959.0,4697433.0
2011-12-06,361,368,353,367,4313,10099.0,4697433.0
2011-12-07,358,391,358,381,5037,10475.0,4697433.0
2011-12-08,361,378,361,369,5402,10146.0,4697433.0
