덕우전자(263600),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2017-10-24,8275,8425,8075,8375,119577,135844.0,8110066.0
2017-10-25,8450,9475,8275,9250,532107,150036.0,8110066.0
2017-10-26,9200,9600,9150,9300,279395,150847.0,8110066.0
2017-10-27,9350,10075,9300,9700,310908,157335.0,8110066.0
2017-10-30,9575,10200,9575,9950,251156,161390.0,8110066.0
2017-10-31,10100,10100,9300,9775,160512,158552.0,8110066.0
2017-11-01,9800,10075,9650,9800,104986,158957.0,8110066.0
2017-11-02,9775,9775,9350,9450,131446,153280.0,8110066.0
2017-11-03,9450,11125,9450,10200,656958,165445.0,8110066.0
2017-11-06,10225,10400,9875,10275,181927,166662.0,8110066.0
2017-11-07,10275,10375,10050,10200,100303,165445.0,8110066.0
2017-11-08,10275,10275,9525,9750,174151,158146.0,8110066.0
2017-11-09,10200,10750,9575,9850,223099,159768.0,8110066.0
2017-11-10,10000,10225,9675,10200,123126,165445.0,8110066.0
2017-11-13,10200,11000,10050,10900,214022,176799.0,8110066.0
2017-11-14,11150,11525,10800,11225,161459,182071.0,8110066.0
2017-11-15,10975,11225,10350,10500,216575,170311.0,8110066.0
2017-11-16,10400,10625,10000,10500,110139,170311.0,8110066.0
2017-11-17,10625,10700,10200,10350,112520,167878.0,8110066.0
2017-11-20,10250,10450,9950,10175,137050,165040.0,8110066.0
2017-11-21,10150,10375,9875,9975,134500,161796.0,8110066.0
2017-11-22,9975,10275,9900,10175,101863,165040.0,8110066.0
2017-11-23,10175,10775,9675,10375,228729,168284.0,8110066.0
2017-11-24,10800,10850,10075,10725,193813,173961.0,8110066.0
2017-11-27,10725,11450,10600,11450,326529,185721.0,8110066.0
2017-11-28,11500,12000,11275,11575,183678,187748.0,8110066.0
2017-11-29,11650,12125,11200,11975,264751,194236.0,8110066.0
2017-11-30,11400,11750,10500,10500,357118,170311.0,8110066.0
2017-12-01,10500,10775,9800,10250,349511,166256.0,8110066.0
2017-12-04,10300,10375,8950,9025,443502,146387.0,8110066.0
2017-12-05,9125,9825,9025,9475,349711,153686.0,8110066.0
2017-12-06,9575,9675,8625,8800,201800,142737.0,8110066.0
2017-12-07,9000,9425,8650,9225,167043,149631.0,8110066.0
2017-12-08,9225,9450,8750,8825,106160,143143.0,8110066.0
2017-12-11,9000,9050,8550,8900,62111,144359.0,8110066.0
2017-12-12,8925,9100,8875,9050,49341,146792.0,8110066.0
2017-12-13,9150,9650,9050,9625,103910,156119.0,8110066.0
2017-12-14,9625,9900,9500,9700,50581,157335.0,8110066.0
2017-12-15,9700,9700,9150,9350,92168,151658.0,8110066.0
2017-12-18,9375,9425,8950,9100,35927,147603.0,8110066.0
2017-12-19,9050,9050,8550,8700,93872,141115.0,8110066.0
2017-12-20,8775,8775,8475,8500,31499,137871.0,8110066.0
2017-12-21,8500,8800,8350,8550,40635,138682.0,8110066.0
2017-12-22,8625,8825,8525,8750,38347,141926.0,8110066.0
2017-12-26,8750,8750,8049,8125,136264,131789.0,8110066.0
2017-12-27,8225,9275,8074,8825,119236,143143.0,8110066.0
2017-12-28,8725,9250,8675,8900,140774,144359.0,8110066.0
2018-01-02,9000,9375,8975,9275,76387,150442.0,8110066.0
2018-01-03,9600,9800,9250,9325,121272,151253.0,8110066.0
2018-01-04,9425,9600,9150,9200,99677,149225.0,8110066.0
2018-01-05,9200,9275,8475,8625,236327,139899.0,8110066.0
2018-01-08,8700,8775,8099,8425,130672,136655.0,8110066.0
2018-01-09,8550,8950,8425,8550,96673,138682.0,8110066.0
2018-01-10,8550,8550,8125,8425,138459,136655.0,8110066.0
2018-01-11,8375,8700,8350,8600,48819,139493.0,8110066.0
2018-01-12,8575,8900,8350,8600,79462,139493.0,8110066.0
2018-01-15,8725,8750,8250,8325,63079,135033.0,8110066.0
2018-01-16,8375,8650,8150,8650,70628,140304.0,8110066.0
2018-01-17,8750,8950,8650,8825,125789,143143.0,8110066.0
2018-01-18,9000,9200,8725,8925,88746,144765.0,8110066.0
2018-01-19,8900,9000,8625,8825,70428,143143.0,8110066.0
2018-01-22,8675,8675,7700,7925,307409,128545.0,8110066.0
2018-01-23,8000,8075,7800,8050,66426,130572.0,8110066.0
2018-01-24,8049,8075,7849,7925,32476,128545.0,8110066.0
2018-01-25,7900,7975,7500,7925,145112,128545.0,8110066.0
2018-01-26,7875,8125,7850,8000,75675,129761.0,8110066.0
2018-01-29,8050,8525,8025,8275,138065,134222.0,8110066.0
2018-01-30,8325,8325,8025,8025,92273,130167.0,8110066.0
2018-01-31,7975,8275,7975,8100,80267,131383.0,8110066.0
2018-02-01,8125,8175,7950,8125,69790,131789.0,8110066.0
2018-02-02,8075,8200,7850,7875,80801,127734.0,8110066.0
2018-02-05,7549,7650,7375,7475,92954,121245.0,8110066.0
2018-02-06,7150,7400,6850,7400,87146,120029.0,8110066.0
2018-02-07,7475,7525,7175,7175,47137,116379.0,8110066.0
2018-02-08,7125,7400,7074,7350,41452,119218.0,8110066.0
2018-02-09,7100,7175,6900,7000,82102,113541.0,8110066.0
2018-02-12,7100,7125,6925,7000,39120,113541.0,8110066.0
2018-02-13,7000,7125,6950,6950,31385,112730.0,8110066.0
2018-02-14,6925,6925,6750,6900,83667,111919.0,8110066.0
2018-02-19,6950,7375,6950,7325,77092,118812.0,8110066.0
2018-02-20,7400,7400,7175,7250,29864,117596.0,8110066.0
2018-02-21,7249,7375,7100,7325,35588,118812.0,8110066.0
2018-02-22,7325,7349,7149,7175,28108,116379.0,8110066.0
2018-02-23,7200,7300,7125,7225,36158,117190.0,8110066.0
2018-02-26,7325,7325,7150,7200,30421,116785.0,8110066.0
2018-02-27,7325,7775,7200,7725,129799,125301.0,8110066.0
2018-02-28,7550,7849,7500,7625,107807,123679.0,8110066.0
2018-03-02,7500,7650,7375,7475,39307,121245.0,8110066.0
2018-03-05,7500,7525,7050,7075,116520,114757.0,8110066.0
2018-03-06,7225,7225,7025,7225,25835,117190.0,8110066.0
2018-03-07,7225,7225,6850,6875,90117,111513.0,8110066.0
2018-03-08,6950,7049,6849,7025,45250,113946.0,8110066.0
2018-03-09,7049,7175,6950,7125,32160,115568.0,8110066.0
2018-03-12,7174,7350,7125,7350,52013,119218.0,8110066.0
2018-03-13,7349,7375,7225,7375,36872,119623.0,8110066.0
2018-03-14,7375,7449,7275,7325,32130,118812.0,8110066.0
2018-03-15,7325,7400,7275,7275,24246,118001.0,8110066.0
2018-03-16,7375,7375,7200,7250,37864,117596.0,8110066.0
2018-03-19,7250,7375,7150,7250,34788,117596.0,8110066.0
2018-03-20,7174,7274,7074,7150,37848,115974.0,8110066.0
2018-03-21,7149,7225,6949,7075,58942,114757.0,8110066.0
2018-03-22,7074,7074,6900,6950,44264,112730.0,8110066.0
2018-03-23,6800,6875,6550,6600,54985,107053.0,8110066.0
2018-03-26,6525,6650,6400,6500,45102,105431.0,8110066.0
2018-03-27,6650,6725,6525,6550,65440,106242.0,8110066.0
2018-03-28,6500,6600,6400,6450,28233,104620.0,8110066.0
2018-03-29,6500,6825,6300,6775,88454,109891.0,8110066.0
2018-03-30,6775,6825,6650,6675,48177,108269.0,8110066.0
2018-04-02,6750,6750,6425,6425,64851,104214.0,8110066.0
2018-04-03,6425,6650,6325,6550,36862,106242.0,8110066.0
2018-04-04,6525,6600,6425,6425,42814,104214.0,8110066.0
2018-04-05,6525,6625,6425,6575,57488,106647.0,8110066.0
2018-04-06,6550,6875,6550,6800,62511,110297.0,8110066.0
2018-04-09,6724,6975,6724,6850,53079,111108.0,8110066.0
2018-04-10,6849,6875,6625,6725,55627,109080.0,8110066.0
2018-04-11,6725,6850,6725,6800,46245,110297.0,8110066.0
2018-04-12,6825,7075,6750,7000,89394,113541.0,8110066.0
2018-04-13,7150,7450,7050,7200,163259,116785.0,8110066.0
2018-04-16,7300,7350,7100,7200,53234,116785.0,8110066.0
2018-04-17,7150,7174,7000,7150,56788,115974.0,8110066.0
2018-04-18,7149,7250,7025,7075,69463,114757.0,8110066.0
2018-04-19,7075,7125,6900,6975,47767,113135.0,8110066.0
2018-04-20,6925,7025,6875,6975,35330,113135.0,8110066.0
2018-04-23,7000,7075,6550,6925,121497,112324.0,8110066.0
2018-04-24,6900,7050,6874,6950,57409,112730.0,8110066.0
2018-04-25,6850,6975,6750,6800,51221,110297.0,8110066.0
2018-04-26,6800,6975,6775,6875,47536,111513.0,8110066.0
2018-04-27,6925,6950,6775,6825,41695,110702.0,8110066.0
2018-04-30,6900,6900,6575,6700,65734,108675.0,8110066.0
2018-05-02,6700,6750,6500,6650,58682,107864.0,8110066.0
2018-05-03,6600,7050,6600,6875,113838,111513.0,8110066.0
2018-05-04,6900,6975,6725,6800,52257,110297.0,8110066.0
2018-05-08,6800,7125,6775,6875,87244,111513.0,8110066.0
2018-05-09,6849,7000,6800,6925,51519,112324.0,8110066.0
2018-05-10,6949,7250,6949,7175,98424,116379.0,8110066.0
2018-05-11,7200,7275,7100,7225,75759,117190.0,8110066.0
2018-05-14,7300,7300,7100,7225,56913,117190.0,8110066.0
2018-05-15,7175,7225,6900,7000,69484,113541.0,8110066.0
2018-05-16,6900,6975,6750,6825,35656,110702.0,8110066.0
2018-05-17,6825,6975,6675,6775,33024,109891.0,8110066.0
2018-05-18,6825,6975,6750,6900,24387,111919.0,8110066.0
2018-05-21,6900,7150,6850,7050,41998,114352.0,8110066.0
2018-05-23,7075,7100,6700,6850,94646,111108.0,8110066.0
2018-05-24,6800,6875,6575,6625,121062,107458.0,8110066.0
2018-05-25,6575,6849,6575,6825,53600,110702.0,8110066.0
2018-05-28,6749,7325,6749,7275,156934,118001.0,8110066.0
2018-05-29,7300,7325,7100,7175,46345,116379.0,8110066.0
2018-05-30,7200,7200,6950,7100,82561,115163.0,8110066.0
2018-05-31,7100,7150,7000,7125,28391,115568.0,8110066.0
2018-06-01,7125,7174,7000,7150,34692,115974.0,8110066.0
2018-06-04,7150,7600,7150,7600,114596,123273.0,8110066.0
2018-06-05,7700,7800,7600,7625,116798,123679.0,8110066.0
2018-06-07,7700,7950,7649,7925,94954,128545.0,8110066.0
2018-06-08,7874,7900,7674,7750,40099,125706.0,8110066.0
2018-06-11,7625,7700,7350,7525,91773,122056.0,8110066.0
2018-06-12,7575,7775,7475,7600,49143,123273.0,8110066.0
2018-06-14,7625,7625,7375,7600,21732,123273.0,8110066.0
2018-06-15,7500,7700,7375,7425,28452,120434.0,8110066.0
2018-06-18,7425,7550,6975,7000,69434,113541.0,8110066.0
2018-06-19,7025,7050,6774,6950,34581,112730.0,8110066.0
2018-06-20,6775,7050,6650,7050,55670,114352.0,8110066.0
2018-06-21,7050,7050,6800,6900,19044,111919.0,8110066.0
2018-06-22,6950,6975,6725,6800,37611,110297.0,8110066.0
2018-06-25,6849,6900,6750,6825,23189,110702.0,8110066.0
2018-06-26,6749,6925,6625,6675,32467,108269.0,8110066.0
2018-06-27,6700,6874,6674,6750,17406,109486.0,8110066.0
2018-06-28,6600,6650,6349,6475,68959,105025.0,8110066.0
2018-06-29,6500,6575,6050,6250,50548,101376.0,8110066.0
2018-07-02,6200,6300,5625,5800,69642,94077.0,8110066.0
2018-07-03,5850,5925,5400,5675,155968,92049.0,8110066.0
2018-07-04,5625,5725,5475,5700,22903,92455.0,8110066.0
2018-07-05,5700,5850,5525,5650,35542,91644.0,8110066.0
2018-07-06,5600,5875,5575,5850,27537,94888.0,8110066.0
2018-07-09,5800,5900,5725,5850,17876,94888.0,8110066.0
2018-07-10,5900,5975,5650,5875,33903,95293.0,8110066.0
2018-07-11,5800,5950,5750,5900,33007,95699.0,8110066.0
2018-07-12,5825,6149,5825,5875,63437,95293.0,8110066.0
2018-07-13,6000,6074,5900,5950,19046,96510.0,8110066.0
2018-07-16,6050,6050,5950,6000,20015,97321.0,8110066.0
2018-07-17,6050,6150,5800,6150,39691,99754.0,8110066.0
2018-07-18,6300,6375,6050,6200,44358,100565.0,8110066.0
2018-07-19,6225,6300,6075,6200,12283,100565.0,8110066.0
2018-07-20,6100,6250,6025,6175,11826,100159.0,8110066.0
2018-07-23,6225,6250,5800,5975,22361,96915.0,8110066.0
2018-07-24,5975,6000,5850,5875,13903,95293.0,8110066.0
2018-07-25,5925,6050,5675,5800,19363,94077.0,8110066.0
2018-07-26,5900,5925,5725,5875,11453,95293.0,8110066.0
2018-07-27,5875,6125,5875,6125,34428,99348.0,8110066.0
2018-07-30,6000,6124,5900,6050,13212,98132.0,8110066.0
2018-07-31,6100,6100,5949,6075,4889,98537.0,8110066.0
2018-08-01,6125,6125,6000,6075,18198,98537.0,8110066.0
2018-08-02,6075,6150,5925,5925,8220,96104.0,8110066.0
2018-08-03,6000,6100,5949,5975,2966,96915.0,8110066.0
2018-08-06,5900,6000,5850,5875,8764,95293.0,8110066.0
2018-08-07,5900,5925,5700,5725,34192,92860.0,8110066.0
2018-08-08,5800,5800,5675,5725,8595,92860.0,8110066.0
2018-08-09,5700,5800,5650,5775,23227,93671.0,8110066.0
2018-08-10,5750,5825,5500,5700,39298,92455.0,8110066.0
2018-08-13,5675,5675,5450,5500,49773,89211.0,8110066.0
2018-08-14,5500,5600,5325,5400,40324,87589.0,8110066.0
2018-08-16,5325,5350,5000,5200,81519,84345.0,8110066.0
2018-08-17,5225,5250,5100,5175,22488,83939.0,8110066.0
2018-08-20,5150,5250,5075,5125,18502,83128.0,8110066.0
2018-08-21,5150,5250,5100,5250,25661,85156.0,8110066.0
2018-08-22,5275,5300,5200,5275,18435,85561.0,8110066.0
2018-08-23,5250,5425,5250,5325,20022,86372.0,8110066.0
2018-08-24,5375,5525,5300,5475,42421,88805.0,8110066.0
2018-08-27,5450,5600,5450,5525,27684,89616.0,8110066.0
2018-08-28,5575,5600,5500,5575,37414,90427.0,8110066.0
2018-08-29,5525,5875,5525,5825,71668,94482.0,8110066.0
2018-08-30,5725,5900,5725,5850,22367,94888.0,8110066.0
2018-08-31,5750,5825,5700,5825,10589,94482.0,8110066.0
2018-09-03,5850,5850,5700,5775,8145,93671.0,8110066.0
2018-09-04,5800,5800,5675,5675,22134,92049.0,8110066.0
2018-09-05,5725,6100,5600,6000,85699,97321.0,8110066.0
2018-09-06,6000,6025,5925,6025,14285,97726.0,8110066.0
2018-09-07,6025,6025,5825,5950,15128,96510.0,8110066.0
2018-09-10,5949,6050,5900,5975,16232,96915.0,8110066.0
2018-09-11,5975,6000,5800,6000,7694,97321.0,8110066.0
2018-09-12,6025,6125,5925,6000,12809,97321.0,8110066.0
2018-09-13,5900,6000,5850,5950,33070,96510.0,8110066.0
2018-09-14,5949,5975,5825,5875,34367,95293.0,8110066.0
2018-09-17,5875,5900,5700,5825,20581,94482.0,8110066.0
2018-09-18,5825,5825,5700,5775,7577,93671.0,8110066.0
2018-09-19,5825,5849,5775,5825,5719,94482.0,8110066.0
2018-09-20,5725,5850,5700,5775,16946,93671.0,8110066.0
2018-09-21,5825,5950,5775,5900,11624,95699.0,8110066.0
2018-09-27,5975,5975,5750,5850,15328,94888.0,8110066.0
2018-09-28,5825,5849,5725,5825,11770,94482.0,8110066.0
2018-10-01,5850,5900,5775,5800,4131,94077.0,8110066.0
2018-10-02,5800,5900,5700,5825,18575,94482.0,8110066.0
2018-10-04,5825,5875,5575,5825,22752,94482.0,8110066.0
2018-10-05,5824,5875,5725,5850,27643,94888.0,8110066.0
2018-10-08,5850,7000,5825,6700,596338,108675.0,8110066.0
2018-10-10,6850,6900,6600,6775,305735,109891.0,8110066.0
2018-10-11,6525,6725,6425,6700,146725,108675.0,8110066.0
2018-10-12,6600,6775,6525,6700,117239,108675.0,8110066.0
2018-10-15,6875,7125,6225,6275,239655,101781.0,8110066.0
2018-10-16,6274,6374,6074,6350,68690,102998.0,8110066.0
2018-10-17,6375,6475,6125,6175,56527,100159.0,8110066.0
2018-10-18,6175,6200,5675,5825,96243,94482.0,8110066.0
2018-10-19,5725,5825,5475,5750,75676,93266.0,8110066.0
2018-10-22,5725,5800,5650,5800,12759,94077.0,8110066.0
2018-10-23,5800,5850,5500,5500,47583,89211.0,8110066.0
2018-10-24,5550,5700,5450,5500,39078,89211.0,8110066.0
2018-10-25,5275,5450,5000,5300,47241,85967.0,8110066.0
2018-10-26,5350,5350,5050,5225,19920,84750.0,8110066.0
2018-10-29,5075,5175,4650,4770,89116,77370.0,8110066.0
2018-10-30,4435,4750,4435,4675,49098,75829.0,8110066.0
2018-10-31,4650,4785,4605,4765,14388,77289.0,8110066.0
2018-11-01,4820,4875,4735,4775,32415,77451.0,8110066.0
2018-11-02,4890,5075,4800,4955,59454,80371.0,8110066.0
2018-11-05,4955,5075,4925,5050,21334,81912.0,8110066.0
2018-11-06,5050,5225,4905,5000,25465,81101.0,8110066.0
2018-11-07,5025,5050,4800,4840,36482,78505.0,8110066.0
2018-11-08,4905,4985,4875,4915,4844,79722.0,8110066.0
2018-11-09,4930,4930,4755,4900,7682,79479.0,8110066.0
2018-11-12,4875,4875,4715,4715,13129,76478.0,8110066.0
2018-11-13,4605,4700,4455,4700,16371,76235.0,8110066.0
2018-11-14,4690,4720,4600,4710,8451,76397.0,8110066.0
2018-11-15,4590,4710,4480,4560,19701,73964.0,8110066.0
2018-11-16,4625,4785,4550,4640,21822,75261.0,8110066.0
2018-11-19,4655,4835,4645,4765,11917,77289.0,8110066.0
2018-11-20,4785,4900,4575,4725,18513,76640.0,8110066.0
2018-11-21,4700,4710,4610,4695,14181,76154.0,8110066.0
2018-11-22,4695,4950,4695,4785,6363,77613.0,8110066.0
2018-11-23,4830,4945,4655,4715,13940,76478.0,8110066.0
2018-11-26,4700,4790,4605,4735,4056,76802.0,8110066.0
2018-11-27,4750,4870,4720,4735,10411,76802.0,8110066.0
2018-11-28,4800,4980,4725,4880,15798,79154.0,8110066.0
2018-11-29,4940,5025,4815,4900,29173,79479.0,8110066.0
2018-11-30,4895,4985,4790,4815,13797,78100.0,8110066.0
2018-12-03,4965,4965,4750,4775,12519,77451.0,8110066.0
2018-12-04,4755,4800,4695,4745,16880,76965.0,8110066.0
2018-12-05,4790,4790,4640,4715,18208,76478.0,8110066.0
2018-12-06,4720,4750,4495,4610,9495,74775.0,8110066.0
2018-12-07,4650,4675,4535,4545,2690,73720.0,8110066.0
2018-12-10,4545,4545,4305,4385,11161,71125.0,8110066.0
2018-12-11,4500,4500,4395,4450,6708,72180.0,8110066.0
2018-12-12,4485,4485,4325,4395,13922,71287.0,8110066.0
2018-12-13,4490,4495,4315,4335,12242,70314.0,8110066.0
2018-12-14,4300,4335,4140,4190,41479,67962.0,8110066.0
2018-12-17,4130,4215,3970,3975,32196,64475.0,8110066.0
2018-12-18,3900,3965,3800,3840,27029,62285.0,8110066.0
2018-12-19,3845,3900,3720,3850,23583,62448.0,8110066.0
2018-12-20,3870,3890,3750,3860,17089,62610.0,8110066.0
2018-12-21,3870,3925,3750,3920,22629,63583.0,8110066.0
2018-12-24,3920,3940,3835,3925,14919,63664.0,8110066.0
2018-12-26,3900,3900,3775,3890,14504,63096.0,8110066.0
2018-12-27,3890,3995,3855,3910,7062,63421.0,8110066.0
2018-12-28,3925,4140,3870,4040,14275,65529.0,8110066.0
2019-01-02,4050,4180,4015,4150,20586,67314.0,8110066.0
2019-01-03,4090,4290,4090,4200,24442,68125.0,8110066.0
2019-01-04,4125,4795,4125,4225,112535,68530.0,8110066.0
2019-01-07,4350,4445,4250,4430,17505,71855.0,8110066.0
2019-01-08,4495,4545,4305,4430,24473,71855.0,8110066.0
2019-01-09,4525,4525,4405,4500,13686,72991.0,8110066.0
2019-01-10,4495,4500,4435,4470,5966,72504.0,8110066.0
2019-01-11,4470,4595,4435,4495,9316,72909.0,8110066.0
2019-01-14,4550,4550,4435,4500,4624,72991.0,8110066.0
2019-01-15,4480,4560,4300,4515,19412,73234.0,8110066.0
2019-01-16,4510,4590,4500,4590,5878,74450.0,8110066.0
2019-01-17,4600,4675,4535,4610,13675,74775.0,8110066.0
2019-01-18,4605,4675,4575,4650,4725,75424.0,8110066.0
2019-01-21,4710,4710,4620,4690,10371,76072.0,8110066.0
2019-01-22,4625,4710,4625,4675,17405,75829.0,8110066.0
2019-01-23,4600,4750,4600,4750,12629,77046.0,8110066.0
2019-01-24,4770,4845,4760,4845,10408,78587.0,8110066.0
2019-01-25,4845,5150,4845,5100,55905,82723.0,8110066.0
2019-01-28,5175,5200,5025,5100,24133,82723.0,8110066.0
2019-01-29,5100,5100,4955,5025,13138,81506.0,8110066.0
2019-01-30,4975,5050,4915,4965,7766,80533.0,8110066.0
2019-01-31,5050,5050,4900,4955,5180,80371.0,8110066.0
2019-02-01,4955,5050,4900,4950,8498,80290.0,8110066.0
2019-02-07,4950,4950,4850,4900,8391,79479.0,8110066.0
2019-02-08,4830,4975,4825,4925,12987,79884.0,8110066.0
2019-02-11,4925,4975,4870,4910,7061,79641.0,8110066.0
2019-02-12,4915,4940,4865,4905,6991,79560.0,8110066.0
2019-02-13,4900,4935,4855,4895,11831,79398.0,8110066.0
2019-02-14,4880,4935,4860,4910,9573,79641.0,8110066.0
2019-02-15,4910,4970,4800,4865,13398,78911.0,8110066.0
2019-02-18,4840,4895,4725,4815,17956,78100.0,8110066.0
2019-02-19,4850,4850,4750,4805,7044,77938.0,8110066.0
2019-02-20,4840,4840,4750,4805,10011,77938.0,8110066.0
2019-02-21,4775,4860,4755,4820,4615,78181.0,8110066.0
2019-02-22,4865,4865,4780,4825,2008,78262.0,8110066.0
2019-02-25,4810,4845,4750,4785,7562,77613.0,8110066.0
2019-02-26,4785,4815,4755,4795,3675,77776.0,8110066.0
2019-02-27,4850,4850,4730,4730,2355,76721.0,8110066.0
2019-02-28,4730,4800,4455,4625,17348,75018.0,8110066.0
2019-03-04,4675,4720,4430,4430,19421,71855.0,8110066.0
2019-03-05,4445,4445,4335,4415,7355,71612.0,8110066.0
2019-03-06,4435,4550,4385,4500,5642,72991.0,8110066.0
2019-03-07,4540,4540,4375,4460,5125,72342.0,8110066.0
2019-03-08,4385,4480,4385,4475,6553,72585.0,8110066.0
2019-03-11,4485,4535,4370,4475,7775,72585.0,8110066.0
2019-03-12,4475,4515,4430,4515,7159,73234.0,8110066.0
2019-03-13,4530,4530,4380,4415,7639,71612.0,8110066.0
2019-03-14,4465,4465,4325,4380,18363,71044.0,8110066.0
2019-03-15,4400,4475,4360,4430,13005,71855.0,8110066.0
2019-03-18,4470,4500,4430,4500,10094,72991.0,8110066.0
2019-03-19,4525,4525,4455,4460,3853,72342.0,8110066.0
2019-03-20,4500,4500,4250,4390,15160,71206.0,8110066.0
2019-03-21,4410,4435,4350,4430,4562,71855.0,8110066.0
2019-03-22,4430,4475,4355,4435,4628,71936.0,8110066.0
2019-03-25,4425,4425,4350,4370,3672,70882.0,8110066.0
2019-03-26,4365,4415,4320,4400,4449,71369.0,8110066.0
2019-03-27,4440,4440,4350,4400,2938,71369.0,8110066.0
2019-03-28,4360,4410,4295,4410,10323,71531.0,8110066.0
2019-03-29,4445,4445,4305,4400,6044,71369.0,8110066.0
2019-04-01,4400,4400,4315,4375,16467,70963.0,8110066.0
2019-04-02,4400,4420,4360,4390,18800,71206.0,8110066.0
2019-04-03,4425,4425,4365,4390,24599,71206.0,8110066.0
2019-04-04,4400,4435,4375,4390,8082,71206.0,8110066.0
2019-04-05,4420,4420,4375,4385,9053,71125.0,8110066.0
2019-04-08,4420,4985,4350,4750,228323,77046.0,8110066.0
2019-04-09,4795,4885,4645,4880,86161,79154.0,8110066.0
2019-04-10,4880,5375,4850,5250,168097,85156.0,8110066.0
2019-04-11,5225,5650,4990,5500,256175,89211.0,8110066.0
2019-04-12,5475,6000,5425,5525,277773,89616.0,8110066.0
2019-04-15,5525,5575,5225,5375,66262,87183.0,8110066.0
2019-04-16,5375,5375,5075,5075,57182,82317.0,8110066.0
2019-04-17,5175,5450,5150,5375,119665,87183.0,8110066.0
2019-04-18,5375,5575,5325,5425,41623,87994.0,8110066.0
2019-04-19,5425,5450,5200,5425,34262,87994.0,8110066.0
2019-04-22,5425,5625,5250,5450,74357,88400.0,8110066.0
2019-04-23,5450,5475,5175,5275,46046,85561.0,8110066.0
2019-04-24,5275,5325,5100,5175,22878,83939.0,8110066.0
2019-04-25,5175,5225,5000,5225,43929,84750.0,8110066.0
2019-04-26,5150,5225,4985,5025,33092,81506.0,8110066.0
2019-04-29,5025,5075,5000,5050,8337,81912.0,8110066.0
2019-04-30,4950,5050,4890,4945,31558,80209.0,8110066.0
2019-05-02,4955,5325,4905,5200,58648,84345.0,8110066.0
2019-05-03,5275,5275,5000,5000,40811,81101.0,8110066.0
2019-05-07,4910,5025,4860,5025,25608,81506.0,8110066.0
2019-05-08,4970,4975,4850,4930,19491,79965.0,8110066.0
2019-05-09,4970,4970,4720,4820,22919,78181.0,8110066.0
2019-05-10,4830,4865,4590,4855,28264,78749.0,8110066.0
2019-05-13,4845,4860,4715,4770,17695,77370.0,8110066.0
2019-05-14,4675,4790,4550,4610,19208,74775.0,8110066.0
2019-05-15,4610,4840,4610,4835,17924,78424.0,8110066.0
2019-05-16,4835,4900,4600,4600,16848,74613.0,8110066.0
2019-05-17,4600,4700,4570,4570,8941,74126.0,8110066.0
2019-05-20,4500,4575,4100,4100,86779,66503.0,8110066.0
2019-05-21,4080,4185,3985,4135,26652,67070.0,8110066.0
2019-05-22,4150,4270,4110,4185,8970,67881.0,8110066.0
