동운아나텍(094170),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2015-10-12,5466,5599,5356,5578,44087,75786.0,5991000.0
2015-10-13,5554,5576,5400,5489,47551,74588.0,5991000.0
2015-10-14,5423,5511,5356,5379,26792,73090.0,5991000.0
2015-10-15,5334,5444,5290,5445,15717,73989.0,5991000.0
2015-10-16,5466,5599,5423,5467,27821,74288.0,5991000.0
2015-10-19,5466,5511,5356,5423,21758,73689.0,5991000.0
2015-10-20,5378,5423,5202,5423,47712,73689.0,5991000.0
2015-10-21,5423,5511,5313,5467,34374,74288.0,5991000.0
2015-10-22,5466,5488,5334,5423,14071,73689.0,5991000.0
2015-10-23,5356,5576,5356,5489,51628,74588.0,5991000.0
2015-10-26,5554,5554,5334,5335,34990,72491.0,5991000.0
2015-10-27,5334,5334,5180,5291,32551,71892.0,5991000.0
2015-10-28,5224,5290,5136,5181,7121,70394.0,5991000.0
2015-10-29,5180,5334,5114,5115,12461,69496.0,5991000.0
2015-10-30,5114,5180,4982,5049,16803,68597.0,5991000.0
2015-11-02,4982,5048,4805,5005,36489,67998.0,5991000.0
2015-11-03,5004,5070,4871,4983,25347,67698.0,5991000.0
2015-11-04,4937,5026,4893,4916,28648,66800.0,5991000.0
2015-11-05,4937,5026,4783,4873,37520,66201.0,5991000.0
2015-11-06,4893,4982,4628,4983,54207,67698.0,5991000.0
2015-11-09,4959,4982,4738,4806,38022,65302.0,5991000.0
2015-11-10,4783,4783,4497,4542,47751,61707.0,5991000.0
2015-11-11,4628,4628,4386,4387,77821,59610.0,5991000.0
2015-11-12,4391,4540,4391,4453,53315,60509.0,5991000.0
2015-11-13,4452,4452,4346,4365,43856,59311.0,5991000.0
2015-11-16,4386,4452,4364,4396,34387,59730.0,5991000.0
2015-11-17,4430,4585,4395,4409,92687,59910.0,5991000.0
2015-11-18,4452,4562,4324,4520,23385,61408.0,5991000.0
2015-11-19,4717,5004,4695,4850,139792,65901.0,5991000.0
2015-11-20,4805,4915,4738,4806,38458,65302.0,5991000.0
2015-11-23,4805,4849,4738,4740,14561,64403.0,5991000.0
2015-11-24,4760,4805,4585,4785,35492,65002.0,5991000.0
2015-11-25,4783,4783,4650,4740,26898,64403.0,5991000.0
2015-11-26,4738,4760,4650,4762,21693,64703.0,5991000.0
2015-11-27,4738,4738,4650,4696,20089,63804.0,5991000.0
2015-11-30,4695,4717,4562,4564,15280,62007.0,5991000.0
2015-12-01,4562,4695,4562,4675,36943,63505.0,5991000.0
2015-12-02,4672,4717,4650,4696,31350,63804.0,5991000.0
2015-12-03,4738,4827,4562,4806,31941,65302.0,5991000.0
2015-12-04,4805,4805,4672,4785,14928,65002.0,5991000.0
2015-12-07,4738,4783,4650,4675,22959,63505.0,5991000.0
2015-12-08,4628,4672,4497,4564,30009,62007.0,5991000.0
2015-12-09,4562,4628,4497,4608,12062,62606.0,5991000.0
2015-12-10,4607,4607,4518,4564,9525,62007.0,5991000.0
2015-12-11,4562,4650,4518,4520,10018,61408.0,5991000.0
2015-12-14,4452,4672,4408,4542,25101,61707.0,5991000.0
2015-12-15,4497,4607,4497,4586,5018,62306.0,5991000.0
2015-12-16,4585,4650,4562,4630,7860,62906.0,5991000.0
2015-12-17,4628,4628,4540,4564,23186,62007.0,5991000.0
2015-12-18,4562,4672,4540,4564,7816,62007.0,5991000.0
2015-12-21,4518,4650,4518,4630,21226,62906.0,5991000.0
2015-12-22,4628,4738,4585,4608,22106,62606.0,5991000.0
2015-12-23,4650,4760,4607,4762,35423,64703.0,5991000.0
2015-12-24,4805,4805,4672,4675,19617,63505.0,5991000.0
2015-12-28,4672,4760,4672,4675,20966,63505.0,5991000.0
2015-12-29,4672,4805,4672,4718,37114,64104.0,5991000.0
2015-12-30,4760,4760,4672,4718,17596,64104.0,5991000.0
2016-01-04,4650,4695,4540,4542,38064,61707.0,5991000.0
2016-01-05,4518,4717,4497,4586,16118,62306.0,5991000.0
2016-01-06,4607,4672,4497,4630,21569,62906.0,5991000.0
2016-01-07,4628,4628,4497,4542,29796,61707.0,5991000.0
2016-01-08,4474,4585,4474,4586,16573,62306.0,5991000.0
2016-01-11,4562,4871,4518,4586,87828,62306.0,5991000.0
2016-01-12,4695,4893,4607,4828,85727,65601.0,5991000.0
2016-01-13,4893,5224,4783,4806,206332,65302.0,5991000.0
2016-01-14,4695,4783,4628,4675,59117,63505.0,5991000.0
2016-01-15,4717,4849,4650,4718,59003,64104.0,5991000.0
2016-01-18,4717,4849,4650,4850,24430,65901.0,5991000.0
2016-01-19,4849,4849,4695,4806,40585,65302.0,5991000.0
2016-01-20,4849,5511,4849,5137,431157,69795.0,5991000.0
2016-01-21,5070,5290,4915,5203,171166,70694.0,5991000.0
2016-01-22,5224,5313,5070,5225,110772,70993.0,5991000.0
2016-01-25,5246,5268,5026,5027,89749,68297.0,5991000.0
2016-01-26,4982,5202,4982,5203,71081,70694.0,5991000.0
2016-01-27,5158,5290,5136,5247,61131,71293.0,5991000.0
2016-01-28,5246,5246,4982,5159,58696,70095.0,5991000.0
2016-01-29,5136,5202,5026,5115,49331,69496.0,5991000.0
2016-02-01,5114,5334,5070,5225,102887,70993.0,5991000.0
2016-02-02,5268,5466,5136,5159,111341,70095.0,5991000.0
2016-02-03,5114,5268,5070,5225,41278,70993.0,5991000.0
2016-02-04,5290,5290,5136,5225,51694,70993.0,5991000.0
2016-02-05,5511,5554,5313,5335,169099,72491.0,5991000.0
2016-02-11,5224,5334,5136,5269,119927,71592.0,5991000.0
2016-02-12,5224,5290,4937,5005,163427,67998.0,5991000.0
2016-02-15,5114,5290,4937,5291,83062,71892.0,5991000.0
2016-02-16,5378,5444,5224,5247,82878,71293.0,5991000.0
2016-02-17,5356,5554,5290,5512,254423,74888.0,5991000.0
2016-02-18,5554,5621,5400,5467,106347,74288.0,5991000.0
2016-02-19,5423,6150,5378,6129,1055462,83275.0,5991000.0
2016-02-22,6349,6723,6018,6129,695285,83275.0,5991000.0
2016-02-23,6327,6480,5709,5821,1056885,79081.0,5991000.0
2016-02-24,5753,5863,5621,5799,274502,78782.0,5991000.0
2016-02-25,5841,5885,5576,5622,238740,76385.0,5991000.0
2016-02-26,5687,5819,5621,5622,137025,76385.0,5991000.0
2016-02-29,5731,5929,5731,5754,195605,78183.0,5991000.0
2016-03-02,5841,5951,5709,5732,113911,77883.0,5991000.0
2016-03-03,5797,5819,5664,5799,109030,78782.0,5991000.0
2016-03-04,5885,6084,5819,5997,251369,81478.0,5991000.0
2016-03-07,6062,6084,5797,5842,110099,79381.0,5991000.0
2016-03-08,5841,5907,5599,5666,100881,76984.0,5991000.0
2016-03-09,5664,5753,5533,5622,83783,76385.0,5991000.0
2016-03-10,5643,5664,5423,5445,106582,73989.0,5991000.0
2016-03-11,5511,5554,5378,5401,87141,73390.0,5991000.0
2016-03-14,5400,5444,5268,5291,92838,71892.0,5991000.0
2016-03-15,5378,5400,5290,5379,62093,73090.0,5991000.0
2016-03-16,5378,5488,5334,5445,54096,73989.0,5991000.0
2016-03-17,5511,5664,5444,5445,117268,73989.0,5991000.0
2016-03-18,5488,5533,5400,5512,73738,74888.0,5991000.0
2016-03-21,5554,5687,5554,5622,87566,76385.0,5991000.0
2016-03-22,5576,5643,5533,5534,42434,75187.0,5991000.0
2016-03-23,5533,5576,5400,5467,57801,74288.0,5991000.0
2016-03-24,5423,5466,5378,5423,49694,73689.0,5991000.0
2016-03-25,5444,5488,5400,5467,25907,74288.0,5991000.0
2016-03-28,5444,5664,5423,5644,64138,76685.0,5991000.0
2016-03-29,5664,5753,5554,5601,62612,76086.0,5991000.0
2016-03-30,5664,5709,5599,5644,43756,76685.0,5991000.0
2016-03-31,5687,5775,5643,5644,54689,76685.0,5991000.0
2016-04-01,5709,5731,5621,5666,67083,76984.0,5991000.0
2016-04-04,5709,5709,5511,5666,96467,76984.0,5991000.0
2016-04-05,5643,5709,5576,5711,66346,77583.0,5991000.0
2016-04-06,5731,6084,5664,6085,269300,82676.0,5991000.0
2016-04-07,6239,6282,5974,5997,247533,81478.0,5991000.0
2016-04-08,5996,6106,5841,5997,90475,81478.0,5991000.0
2016-04-11,6018,6304,5996,6129,105081,83275.0,5991000.0
2016-04-12,6150,6239,5907,6107,123577,82975.0,5991000.0
2016-04-14,6172,6260,5907,5975,83576,81178.0,5991000.0
2016-04-15,6062,6106,5841,5909,84047,80279.0,5991000.0
2016-04-18,5819,6062,5819,5909,48175,80279.0,5991000.0
2016-04-19,5951,5974,5753,5931,49209,80579.0,5991000.0
2016-04-20,5907,6018,5885,5931,22752,80579.0,5991000.0
2016-04-21,6018,6150,5974,5975,62545,81178.0,5991000.0
2016-04-22,5974,6018,5841,5842,56763,79381.0,5991000.0
2016-04-25,5863,5885,5643,5732,76601,77883.0,5991000.0
2016-04-26,5775,5841,5643,5711,50472,77583.0,5991000.0
2016-04-27,5775,5907,5731,5865,46737,79680.0,5991000.0
2016-04-28,5797,5974,5797,5909,49848,80279.0,5991000.0
2016-04-29,5863,5907,5664,5754,77224,78183.0,5991000.0
2016-05-02,5775,5775,5599,5711,44211,77583.0,5991000.0
2016-05-03,5731,5819,5709,5732,25957,77883.0,5991000.0
2016-05-04,5687,5797,5664,5777,23634,78482.0,5991000.0
2016-05-09,5863,5863,5643,5732,31273,77883.0,5991000.0
2016-05-10,5775,5797,5533,5601,53355,76086.0,5991000.0
2016-05-11,5643,5643,5554,5578,38862,75786.0,5991000.0
2016-05-12,5576,5576,5466,5489,35442,74588.0,5991000.0
2016-05-13,5488,5554,5400,5401,48256,73390.0,5991000.0
2016-05-16,5268,5290,4849,5005,299027,67998.0,5991000.0
2016-05-17,5048,5092,4915,5071,70113,68896.0,5991000.0
2016-05-18,5180,5202,5092,5137,89510,69795.0,5991000.0
2016-05-19,5136,5158,4959,4961,78892,67399.0,5991000.0
2016-05-20,5004,5136,4959,5071,55174,68896.0,5991000.0
2016-05-23,5070,5158,4982,5049,61535,68597.0,5991000.0
2016-05-24,5048,5048,4827,4850,109103,65901.0,5991000.0
2016-05-25,4915,5004,4849,4961,55869,67399.0,5991000.0
2016-05-26,4959,5048,4760,4873,109366,66201.0,5991000.0
2016-05-27,4893,4959,4827,4938,38125,67099.0,5991000.0
2016-05-30,4937,5004,4871,4983,30912,67698.0,5991000.0
2016-05-31,4959,5092,4915,5049,57100,68597.0,5991000.0
2016-06-01,5026,5070,4915,4961,41152,67399.0,5991000.0
2016-06-02,4937,5070,4937,5027,65729,68297.0,5991000.0
2016-06-03,5026,5048,4915,5027,70542,68297.0,5991000.0
2016-06-07,5026,5048,4959,4983,44745,67698.0,5991000.0
2016-06-08,4982,5004,4893,4938,50163,67099.0,5991000.0
2016-06-09,4959,5114,4937,5115,88573,69496.0,5991000.0
2016-06-10,5070,5246,5026,5137,97721,69795.0,5991000.0
2016-06-13,5136,5136,4915,4983,64921,67698.0,5991000.0
2016-06-14,4959,5004,4893,4938,27809,67099.0,5991000.0
2016-06-15,5004,5136,5004,5049,53549,68597.0,5991000.0
2016-06-16,5092,5092,4805,4850,57994,65901.0,5991000.0
2016-06-17,4915,5048,4738,4762,68326,64703.0,5991000.0
2016-06-20,4760,4982,4760,4895,39386,66500.0,5991000.0
2016-06-21,4893,4937,4783,4850,28878,65901.0,5991000.0
2016-06-22,4849,4893,4805,4873,19860,66201.0,5991000.0
2016-06-23,4871,4871,4738,4806,27294,65302.0,5991000.0
2016-06-24,4827,4849,4400,4475,156610,60809.0,5991000.0
2016-06-27,4276,4585,4276,4475,51912,60809.0,5991000.0
2016-06-28,4452,4607,4452,4608,27139,62606.0,5991000.0
2016-06-29,4717,4760,4607,4675,26029,63505.0,5991000.0
2016-06-30,4695,4760,4607,4696,30704,63804.0,5991000.0
2016-07-01,4717,4849,4717,4785,29645,65002.0,5991000.0
2016-07-04,4871,4871,4760,4850,23578,65901.0,5991000.0
2016-07-05,4849,4849,4738,4785,26881,65002.0,5991000.0
2016-07-06,4760,4760,4540,4564,100850,62007.0,5991000.0
2016-07-07,4628,4760,4628,4718,29251,64104.0,5991000.0
2016-07-08,4805,4805,4607,4762,40928,64703.0,5991000.0
2016-07-11,4760,5026,4717,4983,94827,67698.0,5991000.0
2016-07-12,5026,5026,4871,4895,44395,66500.0,5991000.0
2016-07-13,4937,5092,4937,5071,93354,68896.0,5991000.0
2016-07-14,5048,5136,5026,5071,72648,68896.0,5991000.0
2016-07-15,5070,5290,4871,4873,145024,66201.0,5991000.0
2016-07-18,4959,5070,4937,5005,51519,67998.0,5991000.0
2016-07-19,5004,5070,4915,5005,26524,67998.0,5991000.0
2016-07-20,5026,5202,5004,5115,90869,69496.0,5991000.0
2016-07-21,5158,5246,5158,5159,107640,70095.0,5991000.0
2016-07-22,5158,5246,5092,5225,58163,70993.0,5991000.0
2016-07-25,5224,5268,5070,5071,67298,68896.0,5991000.0
2016-07-26,5114,5180,4982,5159,51646,70095.0,5991000.0
2016-07-27,5202,5202,5048,5071,38436,68896.0,5991000.0
2016-07-28,5070,5158,5070,5115,47586,69496.0,5991000.0
2016-07-29,5268,6194,5268,5467,2512990,74288.0,5991000.0
2016-08-01,5533,5753,5378,5666,318212,76984.0,5991000.0
2016-08-02,5731,5841,5643,5732,250465,77883.0,5991000.0
2016-08-03,5731,5885,5599,5711,235601,77583.0,5991000.0
2016-08-04,5775,6018,5621,5909,253730,80279.0,5991000.0
2016-08-05,5951,6062,5775,5777,194835,78482.0,5991000.0
2016-08-08,5841,5841,5554,5711,141301,77583.0,5991000.0
2016-08-09,5731,5863,5664,5865,87181,79680.0,5991000.0
2016-08-10,5885,6018,5797,5799,102592,78782.0,5991000.0
2016-08-11,5863,5996,5753,5975,130416,81178.0,5991000.0
2016-08-12,5951,5974,5643,5666,156133,76984.0,5991000.0
2016-08-16,5466,5621,5378,5534,144234,75187.0,5991000.0
2016-08-17,5576,5621,5400,5534,99979,75187.0,5991000.0
2016-08-18,5511,5709,5511,5644,84739,76685.0,5991000.0
2016-08-19,5687,5753,5599,5689,69822,77284.0,5991000.0
2016-08-22,5731,6415,5664,6063,1035926,82376.0,5991000.0
2016-08-23,6040,6106,5885,6041,187755,82077.0,5991000.0
2016-08-24,6349,6877,6062,6063,1585932,82376.0,5991000.0
2016-08-25,6062,6128,5863,5975,274527,81178.0,5991000.0
2016-08-26,6040,6128,5885,6041,182405,82077.0,5991000.0
2016-08-29,5974,6194,5841,5842,193540,79381.0,5991000.0
2016-08-30,5863,5974,5621,5644,156137,76685.0,5991000.0
2016-08-31,5687,5775,5466,5512,156250,74888.0,5991000.0
2016-09-01,5554,5576,5400,5512,100271,74888.0,5991000.0
2016-09-02,5444,5687,5444,5644,85279,76685.0,5991000.0
2016-09-05,5643,5731,5554,5711,102352,77583.0,5991000.0
2016-09-06,5709,5841,5643,5689,88911,77284.0,5991000.0
2016-09-07,5709,5841,5621,5644,60493,76685.0,5991000.0
2016-09-08,5643,5687,5246,5335,139990,72491.0,5991000.0
2016-09-09,5313,5423,5114,5269,92386,71592.0,5991000.0
2016-09-12,5114,5246,4959,4961,126409,67399.0,5991000.0
2016-09-13,5026,5246,5026,5203,60410,70694.0,5991000.0
2016-09-19,5202,5378,5202,5291,27875,71892.0,5991000.0
2016-09-20,5334,5400,5246,5313,29793,72192.0,5991000.0
2016-09-21,5313,5423,5246,5291,26148,71892.0,5991000.0
2016-09-22,5268,5378,5246,5335,48107,72491.0,5991000.0
2016-09-23,5313,5488,5202,5379,103597,73090.0,5991000.0
2016-09-26,5423,5423,5268,5291,29877,71892.0,5991000.0
2016-09-27,5246,5334,5180,5313,34000,72192.0,5991000.0
2016-09-28,5268,5356,5246,5291,34695,71892.0,5991000.0
2016-09-29,5268,5466,5268,5445,52950,73989.0,5991000.0
2016-09-30,5444,5554,5400,5467,59394,74288.0,5991000.0
2016-10-04,5599,5643,5511,5578,74874,75786.0,5991000.0
2016-10-05,5511,5643,5488,5556,29571,75487.0,5991000.0
2016-10-06,5621,5621,5466,5534,39958,75187.0,5991000.0
2016-10-07,5466,5554,5334,5423,52009,73689.0,5991000.0
2016-10-10,5423,5444,5313,5401,38300,73390.0,5991000.0
2016-10-11,5378,5423,5202,5379,53309,73090.0,5991000.0
2016-10-12,5268,5400,5246,5357,33921,72791.0,5991000.0
2016-10-13,5356,5356,5092,5159,37954,70095.0,5991000.0
2016-10-14,5158,5246,5114,5181,38133,70394.0,5991000.0
2016-10-17,5224,5356,5180,5335,36011,72491.0,5991000.0
2016-10-18,5313,5378,5180,5313,44883,72192.0,5991000.0
2016-10-19,5378,5378,5224,5225,24652,70993.0,5991000.0
2016-10-20,5224,5356,5158,5159,18252,70095.0,5991000.0
2016-10-21,5136,5246,5048,5159,29313,70095.0,5991000.0
2016-10-24,5158,5224,5026,5049,33202,68597.0,5991000.0
2016-10-25,5048,5092,4893,5005,28017,67998.0,5991000.0
2016-10-26,4937,5004,4672,4961,64458,67399.0,5991000.0
2016-10-27,4959,5114,4959,5093,21250,69196.0,5991000.0
2016-10-28,5114,5114,4937,5071,17948,68896.0,5991000.0
2016-10-31,5070,5070,4893,4938,19827,67099.0,5991000.0
2016-11-01,4937,4937,4783,4895,16784,66500.0,5991000.0
2016-11-02,4849,4937,4607,4718,41217,64104.0,5991000.0
2016-11-03,4585,4760,4585,4718,27717,64104.0,5991000.0
2016-11-04,4695,4783,4607,4718,19155,64104.0,5991000.0
2016-11-07,4672,4783,4672,4762,27335,64703.0,5991000.0
2016-11-08,4827,4827,4717,4740,14668,64403.0,5991000.0
2016-11-09,4760,4849,4408,4520,64312,61408.0,5991000.0
2016-11-10,4650,4672,4562,4630,22535,62906.0,5991000.0
2016-11-11,4452,4672,4430,4630,44677,62906.0,5991000.0
2016-11-14,4628,4650,4474,4608,20784,62606.0,5991000.0
2016-11-15,4585,4672,4540,4652,21129,63205.0,5991000.0
2016-11-16,4585,4738,4585,4696,21050,63804.0,5991000.0
2016-11-17,4695,4717,4607,4675,13966,63505.0,5991000.0
2016-11-18,4827,4827,4628,4675,21671,63505.0,5991000.0
2016-11-21,4672,4695,4540,4608,26745,62606.0,5991000.0
2016-11-22,4562,4672,4518,4608,20275,62606.0,5991000.0
2016-11-23,4607,4607,4497,4497,21008,61108.0,5991000.0
2016-11-24,4540,4540,4364,4365,45614,59311.0,5991000.0
2016-11-25,4298,4408,4298,4352,12407,59131.0,5991000.0
2016-11-28,4360,4373,4100,4233,59282,57514.0,5991000.0
2016-11-29,4197,4267,4153,4233,15355,57514.0,5991000.0
2016-11-30,4232,4258,4214,4246,5316,57693.0,5991000.0
2016-12-01,4245,4280,4144,4194,14036,56974.0,5991000.0
2016-12-02,4218,4218,4034,4101,41972,55716.0,5991000.0
2016-12-05,4100,4108,3963,4012,19668,54518.0,5991000.0
2016-12-06,3941,4250,3928,4118,37986,55956.0,5991000.0
2016-12-07,4081,4166,4034,4127,12132,56076.0,5991000.0
2016-12-08,4126,4157,4081,4101,12169,55716.0,5991000.0
2016-12-09,4078,4166,4078,4163,22394,56555.0,5991000.0
2016-12-12,4148,4254,4148,4216,21298,57274.0,5991000.0
2016-12-13,4218,4315,4144,4295,33407,58352.0,5991000.0
2016-12-14,4307,4497,4307,4409,30668,59910.0,5991000.0
2016-12-15,4373,4540,4364,4542,24333,61707.0,5991000.0
2016-12-16,4540,4562,4430,4475,13400,60809.0,5991000.0
2016-12-19,4430,4607,4408,4586,31665,62306.0,5991000.0
2016-12-20,4607,4607,4474,4497,17540,61108.0,5991000.0
2016-12-21,4497,4585,4452,4475,18904,60809.0,5991000.0
2016-12-22,4497,4562,4408,4431,16509,60210.0,5991000.0
2016-12-23,4430,4540,4408,4409,18291,59910.0,5991000.0
2016-12-26,4430,4915,4430,4850,232959,65901.0,5991000.0
2016-12-27,4783,4871,4738,4785,48334,65002.0,5991000.0
2016-12-28,4717,4849,4695,4762,34635,64703.0,5991000.0
2016-12-29,4827,4959,4607,4961,67665,67399.0,5991000.0
2017-01-02,4959,5026,4849,5027,42505,68297.0,5991000.0
2017-01-03,5048,5290,4982,5203,113095,70694.0,5991000.0
2017-01-04,5246,5268,5070,5247,56184,71293.0,5991000.0
2017-01-05,5268,5334,5158,5247,50821,71293.0,5991000.0
2017-01-06,5290,5334,5158,5225,34116,70993.0,5991000.0
2017-01-09,5180,5246,5114,5225,34137,70993.0,5991000.0
2017-01-10,5180,5224,5004,5071,41419,68896.0,5991000.0
2017-01-11,5070,5202,5048,5159,26344,70095.0,5991000.0
2017-01-12,5114,5202,5048,5115,24560,69496.0,5991000.0
2017-01-13,5158,5246,5048,5181,27771,70394.0,5991000.0
2017-01-16,5136,5202,5004,5071,27621,68896.0,5991000.0
2017-01-17,5004,5070,4937,4983,11647,67698.0,5991000.0
2017-01-18,4937,5004,4805,4938,20698,67099.0,5991000.0
2017-01-19,5004,5070,4959,5027,20409,68297.0,5991000.0
2017-01-20,5048,5334,4937,5335,61443,72491.0,5991000.0
2017-01-23,5334,5576,5268,5401,224164,73390.0,5991000.0
2017-01-24,5334,5444,5004,5225,139706,70993.0,5991000.0
2017-01-25,5202,5599,5202,5335,160690,72491.0,5991000.0
2017-01-26,5378,5488,5290,5467,59773,74288.0,5991000.0
2017-01-31,5488,5621,5423,5512,150026,74888.0,5991000.0
2017-02-01,5466,5576,5400,5489,70897,74588.0,5991000.0
2017-02-02,5466,5466,5246,5335,88811,72491.0,5991000.0
2017-02-03,5334,5334,5048,5291,79847,71892.0,5991000.0
2017-02-06,5290,5290,4959,5005,132084,67998.0,5991000.0
2017-02-07,4937,5026,4871,4983,52299,67698.0,5991000.0
2017-02-08,4982,5026,4871,4961,36620,67399.0,5991000.0
2017-02-09,5004,5004,4827,4916,38351,66800.0,5991000.0
2017-02-10,4871,5026,4827,4895,55220,66500.0,5991000.0
2017-02-13,4893,4937,4827,4938,26868,67099.0,5991000.0
2017-02-14,4982,4982,4783,4895,56184,66500.0,5991000.0
2017-02-15,4827,4871,4650,4762,94999,64703.0,5991000.0
2017-02-16,4738,4849,4585,4785,68713,65002.0,5991000.0
2017-02-17,4738,4849,4607,4718,75178,64104.0,5991000.0
2017-02-20,4717,4849,4717,4806,35944,65302.0,5991000.0
2017-02-21,4849,4871,4760,4806,14205,65302.0,5991000.0
2017-02-22,4849,4849,4717,4740,27903,64403.0,5991000.0
2017-02-23,4738,4760,4607,4718,39368,64104.0,5991000.0
2017-02-24,4650,4717,4585,4630,28073,62906.0,5991000.0
2017-02-27,4628,4628,4474,4564,30989,62007.0,5991000.0
2017-02-28,4562,4607,4497,4564,15964,62007.0,5991000.0
2017-03-02,4562,4585,4430,4497,19905,61108.0,5991000.0
2017-03-03,4452,4497,4360,4361,27861,59251.0,5991000.0
2017-03-06,4360,4452,4360,4431,22521,60210.0,5991000.0
2017-03-07,4391,4452,4391,4401,12500,59790.0,5991000.0
2017-03-08,4400,4540,4391,4409,19289,59910.0,5991000.0
2017-03-09,4408,4540,4408,4431,18749,60210.0,5991000.0
2017-03-10,4430,4562,4329,4542,40581,61707.0,5991000.0
2017-03-13,4562,4607,4497,4586,17986,62306.0,5991000.0
