아이씨디(040910),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2011-10-21,28349,30000,28000,30000,679505,465290.0,7754832.0
2011-10-24,30700,31000,29050,29450,603631,456760.0,7754832.0
2011-10-25,29500,29900,27800,28000,426114,434271.0,7754832.0
2011-10-26,27249,28000,26750,27550,320413,427291.0,7754832.0
2011-10-27,28000,28050,26800,27400,317533,424965.0,7754832.0
2011-10-28,27900,27950,26350,26700,269268,414108.0,7754832.0
2011-10-31,26700,26900,25300,25500,252387,395496.0,7754832.0
2011-11-01,24800,26750,24575,26700,315804,414108.0,7754832.0
2011-11-02,25950,27550,25649,27550,310675,427291.0,7754832.0
2011-11-03,27900,27949,26850,26850,239548,416434.0,7754832.0
2011-11-04,27650,28650,27550,28300,366775,438923.0,7754832.0
2011-11-07,29000,29950,28750,29400,607533,455984.0,7754832.0
2011-11-08,29300,29300,27950,27950,297961,433495.0,7754832.0
2011-11-09,28550,28850,27800,28800,207601,446678.0,7754832.0
2011-11-10,27650,27900,26750,26900,251533,417210.0,7754832.0
2011-11-11,27600,27900,26999,27500,149456,426516.0,7754832.0
2011-11-14,27949,28700,27750,28450,188098,441250.0,7754832.0
2011-11-15,28150,28350,27450,27550,137510,427291.0,7754832.0
2011-11-16,27850,27900,26050,26150,224915,405578.0,7754832.0
2011-11-17,26250,27150,25750,27000,149892,418761.0,7754832.0
2011-11-18,26450,26450,25350,26400,206742,409455.0,7754832.0
2011-11-21,26250,27050,25950,26300,139142,407904.0,7754832.0
2011-11-22,25650,26650,25650,26250,114310,407129.0,7754832.0
2011-11-23,26250,26950,25750,25900,166610,401700.0,7754832.0
2011-11-24,25500,26850,25050,26850,202681,416434.0,7754832.0
2011-11-25,26850,28050,26600,27400,340219,424965.0,7754832.0
2011-11-28,28100,28150,27300,27300,164867,423414.0,7754832.0
2011-11-29,27650,27800,27000,27000,179536,418761.0,7754832.0
2011-11-30,27350,28950,27050,28950,413591,449005.0,7754832.0
2011-12-01,30500,31050,29199,29650,709346,459862.0,7754832.0
2011-12-02,29650,31099,29300,31000,309377,480800.0,7754832.0
2011-12-05,30750,31950,30350,31150,379631,483126.0,7754832.0
2011-12-06,31450,31700,30850,31000,240532,480800.0,7754832.0
2011-12-07,31250,31899,30699,31000,221425,480800.0,7754832.0
2011-12-08,31050,31350,30400,31000,174445,480800.0,7754832.0
2011-12-09,30500,30850,29600,29600,259731,459086.0,7754832.0
2011-12-12,30100,30200,28750,28800,267913,446678.0,7754832.0
2011-12-13,28500,29350,28350,28900,139149,448229.0,7754832.0
2011-12-14,29000,29049,27449,27750,152039,430393.0,7754832.0
2011-12-15,27150,27399,26100,26900,205572,417210.0,7754832.0
2011-12-16,27200,28350,26600,28350,122236,439699.0,7754832.0
2011-12-19,28200,28200,24100,25750,233859,399374.0,7754832.0
2011-12-20,25499,26400,25499,26200,197069,406353.0,7754832.0
2011-12-21,26750,27150,26300,26350,137082,408680.0,7754832.0
2011-12-22,26050,26750,25850,25850,117973,400925.0,7754832.0
2011-12-23,26100,26700,25950,25950,105904,402476.0,7754832.0
2011-12-26,26300,26700,25500,25900,92586,401700.0,7754832.0
2011-12-27,25950,26250,24100,25050,162532,388517.0,7754832.0
2011-12-28,25400,26750,25200,26650,168285,413333.0,7754832.0
2011-12-29,26500,26750,26200,26550,94928,411782.0,7754832.0
2012-01-02,26950,26950,26100,26750,94505,414884.0,7754832.0
2012-01-03,26949,26949,26450,26800,108925,415659.0,7754832.0
2012-01-04,27000,27549,26800,26800,133058,415659.0,7754832.0
2012-01-05,27000,28250,26900,28250,283751,438148.0,7754832.0
2012-01-06,28500,28550,27850,27900,152601,432720.0,7754832.0
2012-01-09,28100,29500,27000,28650,705680,444352.0,7754832.0
2012-01-10,28600,29000,28349,28400,160764,440474.0,7754832.0
2012-01-11,28400,28500,26900,26900,249199,417210.0,7754832.0
2012-01-12,26749,27250,26150,26450,152158,410231.0,7754832.0
2012-01-13,26500,27450,26500,27000,101051,418761.0,7754832.0
2012-01-16,26750,26800,26100,26250,107713,407129.0,7754832.0
2012-01-17,26450,26850,26300,26300,76592,407904.0,7754832.0
2012-01-18,26350,26649,26000,26000,100314,403251.0,7754832.0
2012-01-19,26100,26500,25400,25650,131784,397823.0,7754832.0
2012-01-20,25500,26250,25200,25650,156539,397823.0,7754832.0
2012-01-25,25700,26500,25700,26100,96633,404802.0,7754832.0
2012-01-26,26650,26650,26150,26350,72838,408680.0,7754832.0
2012-01-27,26250,26300,25750,25950,72774,402476.0,7754832.0
2012-01-30,26150,26199,25250,25500,90165,395496.0,7754832.0
2012-01-31,25500,26550,25500,26300,119108,407904.0,7754832.0
2012-02-01,26300,26300,25849,26150,96701,405578.0,7754832.0
2012-02-02,26450,27950,26200,27950,353537,433495.0,7754832.0
2012-02-03,28350,28750,27850,28350,261888,439699.0,7754832.0
2012-02-06,28650,29350,27950,28350,337775,439699.0,7754832.0
2012-02-07,28850,29049,26950,26950,533264,417985.0,7754832.0
2012-02-08,27500,28049,27000,27550,246656,427291.0,7754832.0
2012-02-09,27599,27599,26700,26850,182495,416434.0,7754832.0
2012-02-10,26750,27450,26500,26750,135441,414884.0,7754832.0
2012-02-13,26950,27549,26800,27250,99453,422638.0,7754832.0
2012-02-14,27599,29900,27500,29650,577010,459862.0,7754832.0
2012-02-15,30000,30750,29499,30200,385388,468392.0,7754832.0
2012-02-16,30250,31350,29700,30250,499029,469167.0,7754832.0
2012-02-17,30650,30850,30100,30550,243764,473820.0,7754832.0
2012-02-20,31050,31400,30150,30300,207383,469943.0,7754832.0
2012-02-21,30600,32500,30100,32000,377625,496309.0,7754832.0
2012-02-22,32300,33000,32150,32300,303828,500962.0,7754832.0
2012-02-23,32450,32650,31500,32250,199519,500187.0,7754832.0
2012-02-24,31600,32450,31600,32450,208905,503289.0,7754832.0
2012-02-27,32700,33000,30750,30800,335707,238849.0,7754832.0
2012-02-28,30500,32300,30100,32300,214851,250481.0,7754832.0
2012-02-29,32400,32900,31150,31300,174934,242726.0,7754832.0
2012-03-02,30800,31450,30200,30300,193777,234971.0,7754832.0
2012-03-05,30600,30750,29000,29100,212720,225666.0,7754832.0
2012-03-06,28800,30450,28450,30400,205316,235747.0,7754832.0
2012-03-07,29800,30300,29450,29450,117308,228380.0,7754832.0
2012-03-08,29400,30400,29300,29800,127911,231094.0,7754832.0
2012-03-09,30200,30650,29750,29750,123825,230706.0,7754832.0
2012-03-12,30000,30500,29650,30400,116653,235747.0,7754832.0
2012-03-13,30450,30700,29500,29500,133952,228768.0,7754832.0
2012-03-14,29550,29800,29100,29250,128064,226829.0,7754832.0
2012-03-15,28500,29200,27900,29000,464569,449780.0,15509664.0
2012-03-16,28850,28900,28100,28800,331046,446678.0,15509664.0
2012-03-19,28650,28900,28400,28450,230484,441250.0,15509664.0
2012-03-20,28350,28900,27800,27850,245144,431944.0,15509664.0
2012-03-21,27500,28200,27250,27900,244884,432720.0,15509664.0
2012-03-22,28350,29050,28300,28550,224871,442801.0,15509664.0
2012-03-23,28500,30200,28500,30100,521052,466841.0,15509664.0
2012-03-26,30400,30750,29650,30000,298893,465290.0,15509664.0
2012-03-27,30400,30400,29250,29600,275744,459086.0,15509664.0
2012-03-28,29800,30300,29500,29550,279662,458311.0,15509664.0
2012-03-29,29950,30100,28300,28700,277596,445127.0,15509664.0
2012-03-30,28750,28900,28050,28250,199580,438148.0,15509664.0
2012-04-02,28350,28950,28300,28650,118862,444352.0,15509664.0
2012-04-03,28950,28950,27800,27900,189906,432720.0,15509664.0
2012-04-04,27600,28100,26050,26600,496965,412557.0,15509664.0
2012-04-05,26250,26750,26050,26350,237527,408680.0,15509664.0
2012-04-06,26900,28050,26800,27600,295304,428067.0,15509664.0
2012-04-09,27350,27600,26800,26800,113529,415659.0,15509664.0
2012-04-10,26600,27450,25950,26250,183037,407129.0,15509664.0
2012-04-12,26250,26250,25150,25650,236374,397823.0,15509664.0
2012-04-13,25900,26350,25800,26000,256063,403251.0,15509664.0
2012-04-16,25600,26450,25450,26350,144525,408680.0,15509664.0
2012-04-17,26400,27100,26050,26650,234354,413333.0,15509664.0
2012-04-18,27200,27250,26350,26500,303967,411006.0,15509664.0
2012-04-19,26400,26800,26150,26250,153467,407129.0,15509664.0
2012-04-20,26250,26250,25400,25500,170792,395496.0,15509664.0
2012-04-23,25500,25500,24100,24200,379040,375334.0,15509664.0
2012-04-24,23700,23850,22100,22150,569366,343539.0,15509664.0
2012-04-25,22600,23300,22400,22850,332152,354396.0,15509664.0
2012-04-26,23200,23250,21900,22050,221942,341988.0,15509664.0
2012-04-27,22200,22550,21600,22050,244512,341988.0,15509664.0
2012-04-30,22150,23050,21950,22950,184934,355947.0,15509664.0
2012-05-02,23200,23800,22600,23800,156648,369130.0,15509664.0
2012-05-03,23700,24300,23400,23850,166307,369905.0,15509664.0
2012-05-04,23900,24100,23600,23950,76776,371456.0,15509664.0
2012-05-07,23550,23800,23100,23300,187869,361375.0,15509664.0
2012-05-08,23400,25250,22800,25050,474000,388517.0,15509664.0
2012-05-09,24950,25600,24400,24950,288322,386966.0,15509664.0
2012-05-10,25050,26200,24750,25550,304353,396272.0,15509664.0
2012-05-11,25600,25750,24700,24700,212379,383089.0,15509664.0
2012-05-14,25000,25000,23600,24500,174472,379987.0,15509664.0
2012-05-15,23900,24150,22900,23500,303909,364477.0,15509664.0
2012-05-16,22850,23300,21500,21500,501714,333458.0,15509664.0
2012-05-17,21050,21550,20000,20100,514473,311744.0,15509664.0
2012-05-18,19500,19700,18850,19050,404023,295459.0,15509664.0
2012-05-21,19300,19600,18150,18850,419105,292357.0,15509664.0
2012-05-22,19150,19500,19000,19050,388488,295459.0,15509664.0
2012-05-23,19050,19650,18600,18600,295172,288480.0,15509664.0
2012-05-24,18800,19300,18650,18750,176017,290806.0,15509664.0
2012-05-25,19250,19450,19000,19300,221388,299337.0,15509664.0
2012-05-29,19400,19750,19200,19750,175157,306316.0,15509664.0
2012-05-30,19750,19750,19100,19100,179558,296235.0,15509664.0
2012-05-31,18700,19300,18300,19300,242776,299337.0,15509664.0
2012-06-01,18950,19200,18400,18400,151678,285378.0,15509664.0
2012-06-04,17300,17650,16500,16500,437230,255909.0,15509664.0
2012-06-05,16950,17100,16400,16550,347094,256685.0,15509664.0
2012-06-07,17100,17750,16850,16950,449575,262889.0,15509664.0
2012-06-08,17200,17250,16700,16850,183626,261338.0,15509664.0
2012-06-11,17200,17800,16900,17600,275170,272970.0,15509664.0
2012-06-12,17100,17300,17000,17150,138820,265991.0,15509664.0
2012-06-13,17400,17500,16950,16950,189706,262889.0,15509664.0
2012-06-14,16800,17600,16800,17550,199409,272195.0,15509664.0
2012-06-15,17550,17600,17000,17100,153851,265215.0,15509664.0
2012-06-18,17500,17700,17300,17550,142692,272195.0,15509664.0
2012-06-19,17550,19450,17400,19000,725846,294684.0,15509664.0
2012-06-20,19150,19400,18850,19000,261005,294684.0,15509664.0
2012-06-21,19200,19800,19000,19050,354392,295459.0,15509664.0
2012-06-22,18750,19300,18700,19300,213290,299337.0,15509664.0
2012-06-25,19500,19500,18500,18500,168145,286929.0,15509664.0
2012-06-26,18200,18550,18050,18500,163653,286929.0,15509664.0
2012-06-27,18650,19350,18400,18800,311221,291582.0,15509664.0
2012-06-28,18800,19000,18500,18600,142946,288480.0,15509664.0
2012-06-29,18550,19200,18550,19050,136586,295459.0,15509664.0
2012-07-02,19250,19250,18800,18900,85707,293133.0,15509664.0
2012-07-03,18900,19650,18850,19300,236485,299337.0,15509664.0
2012-07-04,19400,19500,18900,19000,155019,294684.0,15509664.0
2012-07-05,19000,19450,18800,18900,124164,293133.0,15509664.0
2012-07-06,18900,19050,18350,18400,141929,285378.0,15509664.0
2012-07-09,18200,18700,18000,18500,83849,286929.0,15509664.0
2012-07-10,18450,18650,17650,17900,216547,277623.0,15509664.0
2012-07-11,17750,17800,16850,17000,339914,263664.0,15509664.0
2012-07-12,17000,17400,16600,16700,245070,259011.0,15509664.0
2012-07-13,16850,17050,15600,16300,253414,252808.0,15509664.0
2012-07-16,16400,16500,15200,15200,580854,235747.0,15509664.0
2012-07-17,15250,15250,14350,14500,726299,224890.0,15509664.0
2012-07-18,14550,14900,14150,14150,434955,219462.0,15509664.0
2012-07-19,14450,14850,14250,14250,274211,221013.0,15509664.0
2012-07-20,14500,15050,14450,14500,479969,224890.0,15509664.0
2012-07-23,14150,14150,13200,13250,570070,205503.0,15509664.0
2012-07-24,13250,13650,12800,13150,595569,203952.0,15509664.0
2012-07-25,12800,13250,12700,12850,334811,199299.0,15509664.0
2012-07-26,13000,13100,12400,12500,743073,193871.0,15509664.0
2012-07-27,12800,13450,12700,13300,760008,206279.0,15509664.0
2012-07-30,13450,13550,12800,12800,460155,198524.0,15509664.0
2012-07-31,12850,13250,12850,13000,417744,201626.0,15509664.0
2012-08-01,13000,13450,12950,13200,386809,204728.0,15509664.0
2012-08-02,13250,13650,12850,12850,404104,199299.0,15509664.0
2012-08-03,12550,12750,12550,12600,183368,195422.0,15509664.0
2012-08-06,13000,13500,12900,13200,367181,204728.0,15509664.0
2012-08-07,13350,13550,13150,13200,324631,204728.0,15509664.0
2012-08-08,13350,13700,13150,13200,381259,204728.0,15509664.0
2012-08-09,13350,14050,13350,14000,714986,217135.0,15509664.0
2012-08-10,14000,14200,13750,14000,422157,217135.0,15509664.0
2012-08-13,14150,14200,13750,13750,360900,213258.0,15509664.0
2012-08-14,13800,13900,13500,13600,242911,210931.0,15509664.0
2012-08-16,13400,14150,13400,14100,484242,218686.0,15509664.0
2012-08-17,14100,14300,13800,13850,336520,214947.0,15519664.0
2012-08-20,14000,14550,13950,14500,711138,225035.0,15519664.0
2012-08-21,14450,14500,14200,14350,250105,222707.0,15519664.0
2012-08-22,14400,14400,13750,13800,435481,214171.0,15519664.0
2012-08-23,13600,13950,13600,13800,342877,214171.0,15519664.0
2012-08-24,13700,14050,13650,14050,248153,218051.0,15519664.0
2012-08-27,13700,13850,13200,13450,537155,208739.0,15519664.0
2012-08-28,13900,15450,13850,15250,1736282,236675.0,15519664.0
2012-08-29,15400,15450,14800,15300,796961,237451.0,15519664.0
2012-08-30,15100,16050,14800,15450,1059437,239779.0,15519664.0
2012-08-31,15350,15950,15300,15500,509895,240555.0,15519664.0
2012-09-03,15600,15650,14900,15650,585900,242883.0,15519664.0
2012-09-04,15750,16400,15100,15250,937773,236675.0,15519664.0
2012-09-05,15300,15400,14750,14850,441452,230467.0,15519664.0
2012-09-06,15100,15250,14700,14700,293988,228139.0,15519664.0
2012-09-07,15100,15700,15000,15600,650604,242107.0,15519664.0
2012-09-10,15700,15900,15400,15800,389373,245211.0,15519664.0
2012-09-11,15750,15750,15350,15450,230844,239779.0,15519664.0
2012-09-12,15500,15750,15250,15550,292665,241331.0,15519664.0
2012-09-13,15650,16050,15450,15450,531180,239779.0,15519664.0
2012-09-14,15650,15750,14850,14950,645426,232019.0,15519664.0
2012-09-17,15000,15050,14200,14250,652230,221155.0,15519664.0
2012-09-18,14250,14700,14250,14450,281904,224259.0,15519664.0
2012-09-19,14800,15150,14650,14650,497674,227363.0,15519664.0
2012-09-20,14650,15000,14600,14600,340637,226587.0,15519664.0
2012-09-21,14900,15350,14850,15000,547279,232795.0,15519664.0
2012-09-24,15150,15500,14950,15350,455334,238227.0,15519664.0
2012-09-25,15350,15450,14800,14850,365191,230467.0,15519664.0
2012-09-26,14800,15300,14400,14400,442940,223483.0,15519664.0
2012-09-27,14250,14300,13500,13800,476059,214171.0,15519664.0
2012-09-28,14000,14150,13800,13950,261287,216499.0,15519664.0
2012-10-02,14000,14300,13900,14000,177591,217275.0,15519664.0
2012-10-04,14100,14400,14000,14300,179659,221931.0,15519664.0
2012-10-05,14500,15400,14450,15100,916366,234347.0,15519664.0
2012-10-08,15050,15150,14750,14800,277201,229691.0,15519664.0
2012-10-09,14900,15150,14600,14750,226981,228915.0,15519664.0
2012-10-10,14550,14700,14300,14300,177569,221931.0,15519664.0
2012-10-11,14300,14750,14250,14550,161237,225811.0,15519664.0
2012-10-12,14550,14700,14300,14450,134206,224259.0,15519664.0
2012-10-15,14550,14600,12800,12950,746511,200980.0,15519664.0
2012-10-16,13200,13250,12450,12700,356330,197100.0,15519664.0
2012-10-17,13000,13700,12900,13550,387442,210291.0,15519664.0
2012-10-18,13550,13700,13050,13050,219138,202532.0,15519664.0
2012-10-19,12650,13300,12650,13150,146807,204084.0,15519664.0
2012-10-22,12950,13650,12900,13350,148177,207188.0,15519664.0
2012-10-23,13350,13550,13000,13450,142813,208739.0,15519664.0
2012-10-24,13300,13850,13200,13850,191929,214947.0,15519664.0
2012-10-25,13800,14000,13400,13400,184749,207963.0,15519664.0
2012-10-26,13500,13500,13000,13050,124512,202532.0,15519664.0
2012-10-29,13050,13400,12900,13000,131845,201756.0,15519664.0
2012-10-30,12850,13200,12850,13000,107784,201756.0,15519664.0
2012-10-31,13100,13700,13100,13300,180238,206412.0,15519664.0
2012-11-01,13200,13200,12100,12200,484197,189340.0,15519664.0
2012-11-02,12400,12650,12150,12250,270719,190116.0,15519664.0
2012-11-05,12400,12450,11500,11600,321507,180028.0,15519664.0
2012-11-06,11700,11750,11300,11650,318349,180804.0,15519664.0
2012-11-07,11700,11700,11150,11250,248639,174596.0,15519664.0
2012-11-08,10950,11100,10650,10700,312678,166060.0,15519664.0
2012-11-09,10500,11000,10400,10650,280534,165284.0,15519664.0
2012-11-12,10650,10900,10300,10600,249223,164508.0,15519664.0
2012-11-13,10950,11650,10900,11350,777396,176148.0,15519664.0
2012-11-14,11200,11450,10550,10800,250174,167612.0,15519664.0
2012-11-15,10500,11400,10450,11300,259711,175372.0,15519664.0
2012-11-16,11200,11600,10950,11200,182029,173820.0,15519664.0
2012-11-19,11500,11600,11150,11200,134603,173820.0,15519664.0
2012-11-20,11400,11700,11350,11550,281548,179252.0,15519664.0
2012-11-21,11450,11650,11000,11000,165600,170716.0,15519664.0
2012-11-22,11200,12600,11100,12250,737903,190116.0,15519664.0
2012-11-23,12250,12650,12200,12450,402588,193220.0,15519664.0
2012-11-26,12550,12700,11950,12650,260008,196324.0,15519664.0
2012-11-27,12550,13000,12200,12300,447416,190892.0,15519664.0
2012-11-28,12400,12450,11900,11900,210097,184684.0,15519664.0
2012-11-29,12050,12750,12000,12550,605243,194772.0,15519664.0
2012-11-30,12400,12750,12200,12350,254035,191668.0,15519664.0
2012-12-03,12350,12750,12300,12400,335007,192444.0,15519664.0
2012-12-04,12550,13000,12400,13000,547532,201756.0,15519664.0
2012-12-05,13000,13200,12700,12900,287009,200204.0,15519664.0
2012-12-06,13000,13200,12650,12800,201925,198652.0,15519664.0
2012-12-07,13150,13550,12750,13200,821646,204860.0,15519664.0
2012-12-10,13700,13850,13150,13150,806087,204084.0,15519664.0
2012-12-11,12950,13150,12200,12500,519679,193996.0,15519664.0
2012-12-12,12650,12650,12250,12450,230553,193220.0,15519664.0
2012-12-13,12350,12700,12150,12150,457245,188564.0,15519664.0
2012-12-14,12150,12450,11600,11700,692544,181580.0,15519664.0
2012-12-17,11550,11800,11400,11550,350465,179252.0,15519664.0
2012-12-18,11750,11800,11500,11550,259200,179252.0,15519664.0
2012-12-20,11550,11850,11000,11050,425312,171492.0,15519664.0
2012-12-21,11050,11250,10700,10800,291130,167612.0,15519664.0
2012-12-24,10800,11100,10500,11000,300437,170716.0,15519664.0
2012-12-26,11100,11400,10700,10700,435199,166060.0,15519664.0
2012-12-27,10550,11100,10550,11000,331342,170716.0,15519664.0
2012-12-28,10950,11200,10900,11000,248690,170716.0,15519664.0
2013-01-02,11300,11400,11050,11150,294431,173044.0,15519664.0
2013-01-03,11350,11700,11150,11600,544494,180028.0,15519664.0
2013-01-04,11650,11750,11450,11600,361791,180028.0,15519664.0
2013-01-07,11700,12000,11500,11500,401563,178476.0,15519664.0
2013-01-08,11400,11750,11400,11600,250771,180028.0,15519664.0
2013-01-09,11700,11900,11500,11550,550063,179252.0,15519664.0
2013-01-10,11600,12900,11450,12600,1597602,195548.0,15519664.0
2013-01-11,12850,13200,12600,12850,1081238,205596.0,15999664.0
2013-01-14,12900,13050,12300,12550,549379,200796.0,15999664.0
2013-01-15,12400,12850,12150,12150,509520,194396.0,15999664.0
2013-01-16,12200,12650,12100,12150,413178,194396.0,15999664.0
2013-01-17,12350,12550,12150,12150,224166,194396.0,15999664.0
2013-01-18,12350,12700,12300,12550,365563,200796.0,15999664.0
2013-01-21,12750,12800,12500,12550,374846,200796.0,15999664.0
2013-01-22,12650,12700,12250,12650,334320,202396.0,15999664.0
2013-01-23,12650,13300,12550,13150,973472,210396.0,15999664.0
2013-01-24,13150,13300,12700,12700,478683,203196.0,15999664.0
2013-01-25,12800,12900,12100,12350,488231,197596.0,15999664.0
2013-01-28,12400,12450,11800,11900,346267,190396.0,15999664.0
2013-01-29,12000,12150,11700,11900,214251,190396.0,15999664.0
2013-01-30,12050,12100,11200,11250,511983,179996.0,15999664.0
2013-01-31,11200,11600,11150,11400,224636,182396.0,15999664.0
2013-02-01,11350,11500,11000,11400,189769,182396.0,15999664.0
2013-02-04,11500,11500,11050,11100,119430,177596.0,15999664.0
2013-02-05,10950,11550,10750,11500,277560,183996.0,15999664.0
2013-02-06,11450,11950,11450,11650,363819,186396.0,15999664.0
2013-02-07,11700,12150,11700,11750,351491,187996.0,15999664.0
2013-02-08,11700,11800,11500,11600,187437,185596.0,15999664.0
2013-02-12,11800,11950,11600,11650,218411,186396.0,15999664.0
2013-02-13,11800,12250,11700,12100,370637,193596.0,15999664.0
2013-02-14,12050,12250,12000,12200,192343,195196.0,15999664.0
2013-02-15,12150,12450,11950,12200,286164,195196.0,15999664.0
2013-02-18,12250,12300,12050,12150,220913,194396.0,15999664.0
2013-02-19,12150,12750,12100,12600,466361,201596.0,15999664.0
2013-02-20,12650,12750,12450,12650,303445,202396.0,15999664.0
2013-02-21,12550,12750,12100,12150,404159,194396.0,15999664.0
2013-02-22,12200,13000,12150,13000,729707,207996.0,15999664.0
2013-02-25,13400,13900,13350,13400,1473427,214395.0,15999664.0
2013-02-26,13200,13650,13200,13450,642563,215195.0,15999664.0
2013-02-27,13650,13700,13250,13350,413589,213596.0,15999664.0
2013-02-28,13500,14100,13450,13650,846317,218395.0,15999664.0
2013-03-04,13800,13900,13550,13700,375969,219195.0,15999664.0
2013-03-05,13600,13850,13150,13200,836043,211196.0,15999664.0
2013-03-06,13400,13400,12800,13000,821322,207996.0,15999664.0
2013-03-07,13100,13200,12900,13150,439525,210396.0,15999664.0
2013-03-08,13200,13300,12850,13100,488372,209596.0,15999664.0
2013-03-11,13000,13050,12400,12450,604960,199196.0,15999664.0
2013-03-12,12550,13000,12450,12750,477882,203996.0,15999664.0
2013-03-13,12800,13200,12800,13050,439557,208796.0,15999664.0
2013-03-14,13150,13500,13000,13250,527791,211996.0,15999664.0
2013-03-15,13350,13400,13050,13050,306749,208796.0,15999664.0
2013-03-18,13000,13000,12300,12300,431222,196796.0,15999664.0
2013-03-19,12400,12950,12400,12950,388485,207196.0,15999664.0
2013-03-20,12950,13050,12500,12500,274896,199996.0,15999664.0
2013-03-21,12750,13350,12650,12900,558829,206396.0,15999664.0
2013-03-22,12800,13200,12700,13100,359420,209596.0,15999664.0
2013-03-25,13300,13700,13300,13300,743871,212796.0,15999664.0
2013-03-26,13350,13500,13200,13450,286479,215195.0,15999664.0
2013-03-27,13550,13650,13000,13300,376760,212796.0,15999664.0
2013-03-28,13300,13700,13250,13400,606058,214395.0,15999664.0
2013-03-29,13450,13700,13300,13400,446945,214395.0,15999664.0
2013-04-01,13300,13400,12850,12900,366650,206396.0,15999664.0
2013-04-02,12900,13300,12700,13200,398508,211196.0,15999664.0
2013-04-03,13450,13950,13400,13950,1171779,223195.0,15999664.0
2013-04-04,13900,14600,13400,14500,1856895,231995.0,15999664.0
2013-04-05,14400,14550,13900,14300,972783,228795.0,15999664.0
2013-04-08,14350,14750,13550,13650,1013167,218395.0,15999664.0
2013-04-09,13450,14250,13350,14000,1010105,223995.0,15999664.0
2013-04-10,14500,14650,13800,13900,1072061,222395.0,15999664.0
2013-04-11,14100,14350,13750,14200,723435,227195.0,15999664.0
2013-04-12,14400,14700,14150,14200,914539,227195.0,15999664.0
2013-04-15,14150,14700,14000,14700,791055,235195.0,15999664.0
