픽셀플러스(087600),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2018-11-19,7100,7380,7040,7170,21337,58554.0,8166558.0
2018-11-20,6960,7100,6820,6930,17525,56594.0,8166558.0
2018-11-21,6900,7000,6860,6990,7417,57084.0,8166558.0
2018-11-22,6950,7180,6760,6850,17894,55941.0,8166558.0
2018-11-23,6850,7020,6710,6800,11543,55533.0,8166558.0
2018-11-26,6820,6950,6660,6800,8143,55533.0,8166558.0
2018-11-27,6810,6950,6720,6800,7420,55533.0,8166558.0
2018-11-28,6830,7510,6830,7000,74145,57166.0,8166558.0
2018-11-29,7000,7120,6860,6950,10895,56758.0,8166558.0
2018-11-30,6900,7150,6740,6950,11557,56758.0,8166558.0
2018-12-03,6900,7300,6870,7060,13429,57656.0,8166558.0
2018-12-04,6970,7260,6930,7080,6746,57819.0,8166558.0
2018-12-05,7000,7000,6820,6900,4698,56349.0,8166558.0
2018-12-06,6900,7030,6600,6720,13712,54879.0,8166558.0
2018-12-07,6660,6720,6530,6670,13350,54471.0,8166558.0
2018-12-10,6500,6730,6500,6700,5069,54716.0,8166558.0
2018-12-11,6670,6770,6510,6590,6237,53818.0,8166558.0
2018-12-12,6570,6780,6460,6550,11824,53491.0,8166558.0
2018-12-13,6550,6700,6490,6560,5106,53573.0,8166558.0
2018-12-14,6570,6700,6500,6540,4346,53409.0,8166558.0
2018-12-17,6500,6590,6440,6490,3997,53001.0,8166558.0
2018-12-18,6320,6400,6200,6370,31253,52021.0,8166558.0
2018-12-19,6370,6510,6240,6300,11996,51449.0,8166558.0
2018-12-20,6240,6480,6230,6260,5885,51123.0,8166558.0
2018-12-21,6230,6460,6140,6310,11342,51531.0,8166558.0
2018-12-24,6210,6420,6000,6000,8332,48999.0,8166558.0
2018-12-26,5900,6300,5900,6010,9930,49081.0,8166558.0
2018-12-27,6020,6210,5970,6040,3262,49326.0,8166558.0
2018-12-28,6000,6050,5900,6040,5636,49326.0,8166558.0
2019-01-02,6040,6320,6040,6250,11254,51041.0,8166558.0
2019-01-03,6200,6320,6120,6230,4162,50878.0,8166558.0
2019-01-04,6160,6230,6050,6120,4775,49979.0,8166558.0
2019-01-07,6120,6180,6050,6140,11195,50143.0,8166558.0
2019-01-08,6140,6280,6110,6280,21161,51286.0,8166558.0
2019-01-09,6390,7000,6370,6450,91393,52674.0,8166558.0
2019-01-10,6330,6770,6330,6590,27306,53818.0,8166558.0
2019-01-11,6680,6850,6560,6850,36366,55941.0,8166558.0
2019-01-14,6820,6990,6700,6840,8965,55859.0,8166558.0
2019-01-15,6770,6840,6710,6800,6343,55533.0,8166558.0
2019-01-16,6750,6890,6580,6890,13237,56268.0,8166558.0
2019-01-17,6810,7020,6800,7000,10423,57166.0,8166558.0
2019-01-18,7420,8030,7110,7110,198306,58064.0,8166558.0
2019-01-21,7250,7250,6910,7210,29676,58881.0,8166558.0
2019-01-22,7150,7270,7110,7150,10461,58391.0,8166558.0
2019-01-23,7000,7190,6890,7150,5931,58391.0,8166558.0
2019-01-24,7130,7170,7070,7140,10579,58309.0,8166558.0
2019-01-25,7070,7140,7000,7090,9618,57901.0,8166558.0
2019-01-28,7090,7090,6970,7050,13834,57574.0,8166558.0
2019-01-29,7130,7150,6950,7100,13499,57983.0,8166558.0
2019-01-30,7050,7300,7050,7300,22919,59616.0,8166558.0
2019-01-31,7400,7700,7340,7370,67935,60188.0,8166558.0
2019-02-01,7340,7490,7150,7270,13238,59371.0,8166558.0
2019-02-07,7270,7480,7160,7420,33563,60596.0,8166558.0
2019-02-08,7420,7450,7280,7380,10017,60269.0,8166558.0
2019-02-11,7390,7440,7300,7300,14594,59616.0,8166558.0
2019-02-12,7300,7300,7200,7280,9547,59453.0,8166558.0
2019-02-13,7250,7370,7230,7280,15628,59453.0,8166558.0
2019-02-14,7280,7340,7190,7260,9896,59289.0,8166558.0
2019-02-15,7250,7270,7100,7130,9504,58228.0,8166558.0
2019-02-18,7130,7250,7050,7200,15612,58799.0,8166558.0
2019-02-19,7200,7300,7090,7210,11187,58881.0,8166558.0
2019-02-20,7210,7270,7130,7170,7098,58554.0,8166558.0
2019-02-21,7130,7190,7000,7000,21052,57166.0,8166558.0
2019-02-22,7170,7170,6950,7010,5992,57248.0,8166558.0
2019-02-25,7020,7080,6990,7040,9200,57493.0,8166558.0
2019-02-26,7190,7190,7040,7110,4699,58064.0,8166558.0
2019-02-27,7110,7350,7110,7200,18427,58799.0,8166558.0
2019-02-28,7170,7200,6860,6860,21562,56023.0,8166558.0
2019-03-04,7150,7150,6950,7050,12003,57574.0,8166558.0
2019-03-05,7050,7140,6890,6960,7488,56839.0,8166558.0
2019-03-06,6960,7040,6850,6890,7084,56268.0,8166558.0
2019-03-07,6860,6950,6800,6880,11236,56186.0,8166558.0
2019-03-08,6810,6940,6510,6850,5657,55941.0,8166558.0
2019-03-11,6800,6890,6700,6800,16038,55533.0,8166558.0
2019-03-12,6740,6870,6670,6870,6886,56104.0,8166558.0
2019-03-13,6820,6940,6710,6790,4238,55451.0,8166558.0
2019-03-14,6790,6840,6650,6760,5487,55206.0,8166558.0
2019-03-15,6760,8480,6730,7100,572453,57983.0,8166558.0
2019-03-18,7120,7190,6970,7160,67449,58473.0,8166558.0
2019-03-19,7110,7250,7010,7020,28089,57329.0,8166558.0
2019-03-20,7000,7140,6840,6900,25055,56349.0,8166558.0
2019-03-21,6900,6980,6850,6950,8906,56758.0,8166558.0
2019-03-22,6890,7030,6810,6810,12145,55614.0,8166558.0
2019-03-25,6730,6730,6380,6500,36136,53083.0,8166558.0
2019-03-26,6500,6590,6480,6550,4751,53491.0,8166558.0
2019-03-27,6500,6620,6450,6460,6372,52756.0,8166558.0
2019-03-28,6460,6550,6310,6530,5554,53328.0,8166558.0
2019-03-29,6450,6560,6310,6540,11936,53409.0,8166558.0
2019-04-01,6480,6540,6430,6450,8661,52674.0,8166558.0
2019-04-02,6450,6570,6360,6480,10435,52919.0,8166558.0
2019-04-03,6480,6840,6470,6790,19077,55451.0,8166558.0
2019-04-04,6690,6800,6560,6690,11465,54634.0,8166558.0
2019-04-05,6610,6710,6580,6680,15246,54553.0,8166558.0
2019-04-08,6680,6750,6620,6650,4544,54308.0,8166558.0
2019-04-09,6650,6690,6580,6630,4516,54144.0,8166558.0
2019-04-10,6630,6900,6590,6820,13479,55696.0,8166558.0
2019-04-11,6820,6970,6530,6770,14305,55288.0,8166558.0
2019-04-12,6770,6940,6720,6850,12914,55941.0,8166558.0
2019-04-15,6810,7060,6700,6730,8747,54961.0,8166558.0
2019-04-16,6870,6870,6480,6610,33348,53981.0,8166558.0
2019-04-17,6610,6730,6590,6630,6823,54144.0,8166558.0
2019-04-18,6690,6690,6520,6600,8300,53899.0,8166558.0
2019-04-19,6640,6640,6560,6600,3243,53899.0,8166558.0
2019-04-22,6560,6660,6440,6530,15095,53328.0,8166558.0
2019-04-23,6520,6600,6500,6560,12204,53573.0,8166558.0
2019-04-24,6620,6840,6510,6760,36593,55206.0,8166558.0
2019-04-25,6760,7200,6710,6990,86091,57084.0,8166558.0
2019-04-26,6990,7040,6770,6880,26907,56186.0,8166558.0
2019-04-29,6920,7250,6890,7100,58022,57983.0,8166558.0
2019-04-30,7120,7220,6980,7130,36440,58228.0,8166558.0
2019-05-02,7090,7320,7090,7240,48094,59126.0,8166558.0
2019-05-03,7240,7350,7130,7350,30773,60024.0,8166558.0
2019-05-07,7150,7270,7040,7130,26894,58228.0,8166558.0
2019-05-08,7030,7130,6980,7060,16656,57656.0,8166558.0
2019-05-09,7060,7130,6710,6950,46816,56758.0,8166558.0
2019-05-10,7500,8000,6620,6800,160198,55533.0,8166558.0
2019-05-13,6820,7180,6750,6900,42673,56349.0,8166558.0
2019-05-14,6730,7040,6600,6850,22858,55941.0,8166558.0
2019-05-15,7050,7050,6800,6900,10678,56349.0,8166558.0
2019-05-16,6950,7640,6950,7280,133938,59453.0,8166558.0
2019-05-17,7350,7420,6910,7020,41328,57329.0,8166558.0
2019-05-20,7050,7280,7020,7200,31575,58799.0,8166558.0
2019-05-21,7010,7250,7000,7050,29411,57574.0,8166558.0
2019-05-22,7050,7130,6760,6810,33502,55614.0,8166558.0
2019-05-23,6800,7020,6560,6620,27824,54063.0,8166558.0
2019-05-24,6720,6720,6290,6290,40973,51368.0,8166558.0
2019-05-27,6380,6380,5850,5990,26161,48918.0,8166558.0
2019-05-28,6150,6240,5990,6100,15595,49816.0,8166558.0
2019-05-29,6230,6230,5800,5990,15869,48918.0,8166558.0
2019-05-30,5980,6200,5860,5870,11783,47938.0,8166558.0
2019-05-31,5850,5960,5810,5950,6228,48591.0,8166558.0
2019-06-03,5990,5990,5840,5870,10411,47938.0,8166558.0
2019-06-04,5920,5940,5850,5890,5056,48101.0,8166558.0
2019-06-05,5970,5970,5880,5900,6434,48183.0,8166558.0
2019-06-07,6030,6330,5830,6150,16213,50224.0,8166558.0
2019-06-10,6310,6310,6090,6150,12478,50224.0,8166558.0
2019-06-11,6260,6260,6060,6170,9735,50388.0,8166558.0
2019-06-12,6170,6170,5970,6040,10167,49326.0,8166558.0
2019-06-13,6030,6070,5960,6050,15343,49408.0,8166558.0
2019-06-14,6030,6100,5960,5960,11355,48673.0,8166558.0
2019-06-17,5940,5980,5620,5660,43265,46223.0,8166558.0
2019-06-18,5710,5820,5670,5790,7772,47284.0,8166558.0
2019-06-19,5910,5910,5790,5870,6791,47938.0,8166558.0
2019-06-20,5900,6030,5810,6030,17208,49244.0,8166558.0
2019-06-21,6090,6090,5840,5890,11513,48101.0,8166558.0
2019-06-24,5990,5990,5740,5840,9970,47693.0,8166558.0
2019-06-25,5840,6100,5840,6060,14811,49489.0,8166558.0
2019-06-26,6050,6050,5910,6020,4031,49163.0,8166558.0
2019-06-27,6000,6170,5960,6170,16203,50388.0,8166558.0
2019-06-28,6100,6160,5970,6100,10586,49816.0,8166558.0
2019-07-01,6100,6140,6000,6090,7301,49734.0,8166558.0
2019-07-02,6030,6170,5990,6090,6956,49734.0,8166558.0
2019-07-03,6040,6600,6040,6600,77342,53899.0,8166558.0
2019-07-04,6720,6720,6200,6320,42532,51613.0,8166558.0
2019-07-05,6450,6640,6250,6380,39552,52103.0,8166558.0
2019-07-08,6280,6320,6000,6080,16912,49653.0,8166558.0
2019-07-09,6080,6250,5950,6010,16295,49081.0,8166558.0
2019-07-10,5960,6060,5800,5910,9723,48264.0,8166558.0
2019-07-11,5850,6150,5850,6040,9149,49326.0,8166558.0
2019-07-12,5950,6050,5850,6050,6014,49408.0,8166558.0
2019-07-15,6050,6230,5980,6090,6313,49734.0,8166558.0
2019-07-16,6090,6560,5970,5980,58834,48836.0,8166558.0
2019-07-17,6000,6100,5860,5930,10983,48428.0,8166558.0
2019-07-18,5900,6160,5860,5880,5921,48019.0,8166558.0
2019-07-19,5920,6070,5850,6000,8442,48999.0,8166558.0
2019-07-22,5920,6150,5840,5950,12159,48591.0,8166558.0
2019-07-23,5950,6010,5600,5850,30323,47774.0,8166558.0
2019-07-24,5830,5830,5420,5420,20959,44263.0,8166558.0
2019-07-25,5400,5450,5000,5330,17420,43528.0,8166558.0
2019-07-26,5300,5450,5000,5020,25149,40996.0,8166558.0
2019-07-29,5020,5080,4665,4670,35913,38138.0,8166558.0
2019-07-30,4525,5020,4525,4840,13892,39526.0,8166558.0
2019-07-31,4740,5070,4740,4805,4666,39240.0,8166558.0
2019-08-01,4805,4990,4690,4690,6160,38301.0,8166558.0
2019-08-02,4980,4980,4565,4675,2491,38179.0,8166558.0
2019-08-05,4675,6070,4675,5200,1599765,42466.0,8166558.0
2019-08-06,5200,5250,4270,4270,281555,34871.0,8166558.0
2019-08-07,4270,4550,4030,4275,146071,34912.0,8166558.0
2019-08-08,4290,4900,4190,4840,277139,39526.0,8166558.0
2019-08-09,5130,5940,5000,5100,531467,41649.0,8166558.0
2019-08-12,5110,5120,4650,4895,88627,39975.0,8166558.0
2019-08-13,4905,5830,4895,5430,662574,44344.0,8166558.0
2019-08-14,5440,5500,5160,5250,98402,42874.0,8166558.0
2019-08-16,5100,5500,4960,5340,175020,43609.0,8166558.0
2019-08-19,5450,5520,5060,5260,94353,42956.0,8166558.0
2019-08-20,5140,5440,5140,5290,57778,43201.0,8166558.0
2019-08-21,5320,5380,5240,5240,43705,42793.0,8166558.0
2019-08-22,5330,5330,5110,5110,44184,41731.0,8166558.0
2019-08-23,5110,5110,4850,4890,58116,39934.0,8166558.0
2019-08-26,4765,4885,4580,4800,58306,39199.0,8166558.0
2019-08-27,4900,4900,4630,4820,20543,39363.0,8166558.0
2019-08-28,4820,4980,4800,4880,14256,39853.0,8166558.0
2019-08-29,4850,4940,4770,4820,13719,39363.0,8166558.0
2019-08-30,4840,4910,4740,4800,10054,39199.0,8166558.0
2019-09-02,4800,5090,4760,5050,34237,41241.0,8166558.0
2019-09-03,5010,5080,4900,4965,28734,40547.0,8166558.0
2019-09-04,4950,5440,4950,5260,121689,42956.0,8166558.0
2019-09-05,5250,5360,5170,5300,40525,43283.0,8166558.0
2019-09-06,5300,5330,5190,5250,23895,42874.0,8166558.0
2019-09-09,5300,5300,5100,5100,9687,41649.0,8166558.0
2019-09-10,5060,5190,4990,5060,12954,41323.0,8166558.0
2019-09-11,5010,5150,4990,5110,9892,41731.0,8166558.0
2019-09-16,5110,5200,5030,5110,9040,41731.0,8166558.0
2019-09-17,5150,5150,5030,5100,20254,41649.0,8166558.0
2019-09-18,5100,5160,5010,5100,22102,41649.0,8166558.0
2019-09-19,5070,5150,4960,5020,25657,40996.0,8166558.0
2019-09-20,5050,5100,4955,5020,13161,40996.0,8166558.0
2019-09-23,5030,5030,4955,5000,8963,40833.0,8166558.0
2019-09-24,5000,5100,4910,5010,12256,40914.0,8166558.0
2019-09-25,5010,5070,4865,4870,15376,39771.0,8166558.0
2019-09-26,4870,4980,4815,4890,5300,39934.0,8166558.0
2019-09-27,4880,4975,4790,4975,4990,40629.0,8166558.0
2019-09-30,4975,4975,4755,4810,18410,39281.0,8166558.0
2019-10-01,4860,4860,4585,4660,12625,38056.0,8166558.0
2019-10-02,4590,4710,4550,4670,16410,38138.0,8166558.0
2019-10-04,4670,4670,4550,4630,24645,37811.0,8166558.0
2019-10-07,4675,4675,4585,4630,6998,37811.0,8166558.0
