픽셀플러스(087600),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2015-07-23,35000,35200,33350,34050,45082,278071.0,8166558.0
2015-07-24,34050,35050,33750,34500,42496,281746.0,8166558.0
2015-07-27,34150,34900,33250,33900,41946,276846.0,8166558.0
2015-07-28,33900,33900,32500,32650,29899,266638.0,8166558.0
2015-07-29,32700,33200,31450,31900,20820,260513.0,8166558.0
2015-07-30,32200,32950,31500,32500,16915,265413.0,8166558.0
2015-07-31,32100,34350,32100,34000,45693,277663.0,8166558.0
2015-08-03,33900,33950,33100,33300,15492,271946.0,8166558.0
2015-08-04,34200,36200,34150,34350,132985,280521.0,8166558.0
2015-08-05,34450,35800,33900,35650,73346,291138.0,8166558.0
2015-08-06,35800,37000,35150,37000,137666,302163.0,8166558.0
2015-08-07,36250,37700,36150,37700,71242,307879.0,8166558.0
2015-08-10,38000,38000,35500,36700,62934,299713.0,8166558.0
2015-08-11,37050,37500,35650,36450,74214,297671.0,8166558.0
2015-08-12,36350,36500,33550,33650,70783,274805.0,8166558.0
2015-08-13,33400,35300,32900,34850,41217,284605.0,8166558.0
2015-08-17,34550,34750,30350,30550,140509,249488.0,8166558.0
2015-08-18,30150,31300,28550,30250,89595,247038.0,8166558.0
2015-08-19,29800,30200,27450,28550,66587,233155.0,8166558.0
2015-08-20,28100,29700,27500,27500,30564,224580.0,8166558.0
2015-08-21,26500,28000,25500,26000,71407,212331.0,8166558.0
2015-08-24,25150,26900,23550,24300,89872,198447.0,8166558.0
2015-08-25,24700,25750,24150,25000,52415,204164.0,8166558.0
2015-08-26,25300,27200,24850,26950,68051,220089.0,8166558.0
2015-08-27,26950,29200,26650,29200,95954,238463.0,8166558.0
2015-08-28,29350,31000,28650,29100,63522,237647.0,8166558.0
2015-08-31,28900,29150,28150,28300,18818,231114.0,8166558.0
2015-09-01,28300,28550,27100,27500,33267,224580.0,8166558.0
2015-09-02,26550,27750,26550,27450,16910,224172.0,8166558.0
2015-09-03,28000,28050,27450,27650,17884,225805.0,8166558.0
2015-09-04,27650,28000,25500,26150,35013,213555.0,8166558.0
2015-09-07,25700,26350,25250,25700,10306,209881.0,8166558.0
2015-09-08,25950,25950,24300,24650,25730,201306.0,8166558.0
2015-09-09,25200,25550,24700,25300,29949,206614.0,8166558.0
2015-09-10,25150,26200,24700,25950,20225,211922.0,8166558.0
2015-09-11,25700,26050,25250,25600,18216,209064.0,8166558.0
2015-09-14,25700,26100,24900,25300,32128,206614.0,8166558.0
2015-09-15,25250,25900,25000,25200,15923,205797.0,8166558.0
2015-09-16,25700,25900,24800,25350,64030,207022.0,8166558.0
2015-09-17,25500,25500,24300,25000,40629,204164.0,8166558.0
2015-09-18,25100,25650,24600,25650,66900,209472.0,8166558.0
2015-09-21,25550,25900,25250,25400,26044,207431.0,8166558.0
2015-09-22,25350,26650,25350,26200,36103,213964.0,8166558.0
2015-09-23,25800,26200,25250,25500,30823,208247.0,8166558.0
2015-09-24,25500,25700,25200,25550,38466,208656.0,8166558.0
2015-09-25,25600,25950,25000,25550,18568,208656.0,8166558.0
2015-09-30,25150,25450,24350,24350,33697,198856.0,8166558.0
2015-10-01,24650,24650,24300,24450,38606,199672.0,8166558.0
2015-10-02,24650,24950,24250,24600,11536,200897.0,8166558.0
2015-10-05,25050,26500,24450,26000,29756,212331.0,8166558.0
2015-10-06,26600,26600,25200,25300,41206,206614.0,8166558.0
2015-10-07,25350,25400,24150,24150,60418,197222.0,8166558.0
2015-10-08,24150,24850,24150,24400,17706,199264.0,8166558.0
2015-10-12,24450,24700,24400,24550,16065,200489.0,8166558.0
2015-10-13,24450,24800,24200,24400,18679,199264.0,8166558.0
2015-10-14,24300,24400,23300,23300,31772,190281.0,8166558.0
2015-10-15,23200,23250,22250,22400,82293,182931.0,8166558.0
2015-10-16,22450,22800,22250,22800,48315,186198.0,8166558.0
2015-10-19,22700,23050,22550,22600,27212,184564.0,8166558.0
2015-10-20,22850,23450,22850,23100,27184,188647.0,8166558.0
2015-10-21,23400,24500,23200,24500,54349,200081.0,8166558.0
2015-10-22,24200,24600,23550,23800,16187,194364.0,8166558.0
2015-10-23,23900,24150,23100,23100,20742,188647.0,8166558.0
2015-10-26,23150,23400,22600,23000,25658,187831.0,8166558.0
2015-10-27,23000,23600,22800,23000,15090,187831.0,8166558.0
2015-10-28,22700,23000,22000,22300,30760,182114.0,8166558.0
2015-10-29,22300,22400,21700,22000,45123,179664.0,8166558.0
2015-10-30,22050,22200,20750,21050,39257,171906.0,8166558.0
2015-11-02,20850,21000,19300,19500,79534,159248.0,8166558.0
2015-11-03,19800,20700,19350,20150,35187,164556.0,8166558.0
2015-11-04,20150,20500,19800,19850,18495,162106.0,8166558.0
2015-11-05,19850,20450,19850,20200,26057,164964.0,8166558.0
2015-11-06,19500,20300,19500,19850,19997,162106.0,8166558.0
2015-11-09,19800,19900,18850,19750,50754,161290.0,8166558.0
2015-11-10,19550,19550,18500,19000,44891,155165.0,8166558.0
2015-11-11,18700,19300,18450,18700,11067,152715.0,8166558.0
2015-11-12,18700,18850,17950,18000,42233,146998.0,8166558.0
2015-11-13,17750,18000,16500,16600,110286,135565.0,8166558.0
2015-11-16,16300,16600,15600,15600,84731,127398.0,8166558.0
2015-11-17,15800,16200,15750,15900,23457,129848.0,8166558.0
2015-11-18,16000,16500,15000,15000,98246,122498.0,8166558.0
2015-11-19,15350,15750,15000,15750,47849,128623.0,8166558.0
2015-11-20,15600,16200,15300,16100,46880,131482.0,8166558.0
2015-11-23,16150,17000,16000,16900,52561,138015.0,8166558.0
2015-11-24,16900,17150,16400,16900,30045,138015.0,8166558.0
2015-11-25,16950,18050,16950,17750,58271,144956.0,8166558.0
2015-11-26,17550,18000,17250,17600,29962,143731.0,8166558.0
2015-11-27,17700,17800,16800,17400,23870,142098.0,8166558.0
2015-11-30,17100,17350,16650,16800,16744,137198.0,8166558.0
2015-12-01,16800,17350,16550,17150,12797,140056.0,8166558.0
2015-12-02,17150,17300,16850,16850,16817,137607.0,8166558.0
2015-12-03,17000,17150,16600,17050,12829,139240.0,8166558.0
2015-12-04,16850,17200,16600,17050,20234,139240.0,8166558.0
2015-12-07,17050,17100,16500,16850,31241,137607.0,8166558.0
2015-12-08,16750,17000,16550,16800,18379,137198.0,8166558.0
2015-12-09,16800,16900,16500,16800,30693,137198.0,8166558.0
2015-12-10,16750,16750,16350,16450,27943,134340.0,8166558.0
2015-12-11,16450,16500,16000,16100,24345,131482.0,8166558.0
2015-12-14,15900,15950,15550,15600,20238,127398.0,8166558.0
2015-12-15,15400,17700,15400,16200,67535,132298.0,8166558.0
2015-12-16,16200,16950,16200,16650,43264,135973.0,8166558.0
2015-12-17,16750,16800,16250,16650,38768,135973.0,8166558.0
2015-12-18,16550,16850,16350,16400,44545,133932.0,8166558.0
2015-12-21,16500,16500,16000,16000,53577,130665.0,8166558.0
2015-12-22,16250,16350,15950,16100,31546,131482.0,8166558.0
2015-12-23,16100,16450,15800,16450,57605,134340.0,8166558.0
2015-12-24,16500,16650,16100,16100,50715,131482.0,8166558.0
2015-12-28,16100,16500,15700,16400,68608,133932.0,8166558.0
2015-12-29,16300,17850,16300,17150,154922,140056.0,8166558.0
2015-12-30,17250,21300,17150,17900,855238,146181.0,8166558.0
2016-01-04,18900,21950,18550,20450,722373,167006.0,8166558.0
2016-01-05,20450,21150,20050,20600,234715,168231.0,8166558.0
2016-01-06,21300,21850,19900,20200,301784,164964.0,8166558.0
2016-01-07,20200,20400,18850,19050,181444,155573.0,8166558.0
2016-01-08,18550,19100,17950,19100,155355,155981.0,8166558.0
2016-01-11,19100,21800,19100,21200,473877,173131.0,8166558.0
2016-01-12,21400,22300,20650,20800,328347,169864.0,8166558.0
2016-01-13,21250,21550,20550,20900,123316,170681.0,8166558.0
2016-01-14,20600,22950,20600,22700,379485,185381.0,8166558.0
2016-01-15,22650,23500,22000,23450,193627,191506.0,8166558.0
2016-01-18,23050,23800,22850,23000,97309,187831.0,8166558.0
2016-01-19,23300,23900,22650,23200,112918,189464.0,8166558.0
2016-01-20,23200,23250,20700,21600,162015,176398.0,8166558.0
2016-01-21,21200,21850,20750,21750,127111,177623.0,8166558.0
2016-01-22,22100,24500,22100,23500,326544,191914.0,8166558.0
2016-01-25,23250,24050,22500,22800,108500,186198.0,8166558.0
2016-01-26,22800,23750,22200,22700,92433,185381.0,8166558.0
2016-01-27,22900,23850,22100,22300,156280,182114.0,8166558.0
2016-01-28,22300,23700,21700,23600,77460,192731.0,8166558.0
2016-01-29,23850,24050,23100,23700,106932,193547.0,8166558.0
2016-02-01,23900,25500,23300,24100,103122,196814.0,8166558.0
2016-02-02,24350,24350,22450,23100,90401,188647.0,8166558.0
2016-02-03,23300,23300,20800,22000,136014,179664.0,8166558.0
2016-02-04,21850,22600,21550,21800,55532,178031.0,8166558.0
2016-02-05,21700,21950,20350,21100,113252,172314.0,8166558.0
2016-02-11,20050,20550,18800,18800,71202,153531.0,8166558.0
2016-02-12,19000,20200,17600,17600,111990,143731.0,8166558.0
2016-02-15,18000,18100,17000,17050,88052,139240.0,8166558.0
2016-02-16,17350,18700,17100,18550,111038,151490.0,8166558.0
2016-02-17,19050,19850,18650,19850,120108,162106.0,8166558.0
2016-02-18,19850,20450,19450,20050,53828,163739.0,8166558.0
2016-02-19,20050,21900,20050,21250,268047,173539.0,8166558.0
2016-02-22,21500,21550,20350,20500,96497,167414.0,8166558.0
2016-02-23,20800,21400,20000,20000,83392,163331.0,8166558.0
2016-02-24,20000,20650,19600,20000,48259,163331.0,8166558.0
2016-02-25,20000,20250,19000,19050,42460,155573.0,8166558.0
2016-02-26,19500,19500,18950,18950,21702,154756.0,8166558.0
2016-02-29,19350,19350,18650,18900,36993,154348.0,8166558.0
2016-03-02,19200,20200,19000,20000,66278,163331.0,8166558.0
2016-03-03,20000,20350,19250,19300,46575,157615.0,8166558.0
2016-03-04,19550,21200,19300,20950,189588,171089.0,8166558.0
2016-03-07,21100,22350,21000,22200,119939,181298.0,8166558.0
2016-03-08,22250,22250,21400,22150,84596,180889.0,8166558.0
2016-03-09,21800,22050,20800,21000,90205,171498.0,8166558.0
2016-03-10,20950,21000,20300,20500,74598,167414.0,8166558.0
2016-03-11,20700,22300,20150,21900,173683,178848.0,8166558.0
2016-03-14,21900,22250,21350,21500,64309,175581.0,8166558.0
2016-03-15,21300,21600,20700,21500,63690,175581.0,8166558.0
2016-03-16,21500,21850,20550,20650,71896,168639.0,8166558.0
2016-03-17,20650,20900,20100,20200,62956,164964.0,8166558.0
2016-03-18,20500,20600,19650,19950,72089,162923.0,8166558.0
2016-03-21,19950,20250,19650,19800,35661,161698.0,8166558.0
2016-03-22,20050,20100,19300,19400,64910,158431.0,8166558.0
2016-03-23,19450,20000,19350,19600,54136,160065.0,8166558.0
2016-03-24,19600,19600,18650,18800,81057,153531.0,8166558.0
2016-03-25,18900,19150,18650,18900,35544,154348.0,8166558.0
2016-03-28,18900,19100,18050,18050,59476,147406.0,8166558.0
2016-03-29,18150,18500,18000,18000,49482,146998.0,8166558.0
2016-03-30,18100,18250,17500,18250,54123,149040.0,8166558.0
2016-03-31,18400,19200,18350,18700,69229,152715.0,8166558.0
2016-04-01,18800,19050,18400,18450,35403,150673.0,8166558.0
2016-04-04,18500,18900,18000,18400,58759,150265.0,8166558.0
2016-04-05,18550,18550,17800,18000,74552,146998.0,8166558.0
2016-04-06,17850,17950,17100,17400,119726,142098.0,8166558.0
2016-04-07,17600,17800,17300,17500,43893,142915.0,8166558.0
2016-04-08,17500,17850,17150,17800,49642,145365.0,8166558.0
2016-04-11,17750,18150,17700,18050,47153,147406.0,8166558.0
2016-04-12,18100,18150,17800,18100,31246,147815.0,8166558.0
2016-04-14,18150,18150,17500,17650,50201,144140.0,8166558.0
2016-04-15,17850,17850,17500,17600,32684,143731.0,8166558.0
2016-04-18,18650,20100,18650,18700,337674,152715.0,8166558.0
2016-04-19,18900,19000,18200,18250,97436,149040.0,8166558.0
2016-04-20,18400,18500,18000,18000,68161,146998.0,8166558.0
2016-04-21,18150,18400,17950,18250,56722,149040.0,8166558.0
2016-04-22,18250,19500,17900,19200,229314,156798.0,8166558.0
2016-04-25,19600,19600,18950,19000,86688,155165.0,8166558.0
2016-04-26,19000,19200,18600,18950,82981,154756.0,8166558.0
2016-04-27,19400,19450,18850,18850,77239,153940.0,8166558.0
2016-04-28,19100,19200,18850,18900,59576,154348.0,8166558.0
2016-04-29,18800,19000,18450,18650,54006,152306.0,8166558.0
2016-05-02,18550,18700,17800,17800,74381,145365.0,8166558.0
2016-05-03,17550,18100,17550,18050,38282,147406.0,8166558.0
2016-05-04,18200,18200,17800,17800,31086,145365.0,8166558.0
2016-05-09,17850,17850,17400,17500,40440,142915.0,8166558.0
2016-05-10,17400,17650,17350,17500,26286,142915.0,8166558.0
2016-05-11,17450,18200,17400,18000,41962,146998.0,8166558.0
2016-05-12,17900,18000,17550,17900,23996,146181.0,8166558.0
2016-05-13,17900,17950,17650,17800,23107,145365.0,8166558.0
2016-05-16,17450,17650,17100,17350,77264,141690.0,8166558.0
2016-05-17,17450,17650,16500,16800,77349,137198.0,8166558.0
2016-05-18,16700,17000,15850,16100,98667,131482.0,8166558.0
2016-05-19,16400,16750,16100,16100,48099,131482.0,8166558.0
2016-05-20,16150,16800,16150,16500,45701,134748.0,8166558.0
2016-05-23,16450,16700,16350,16550,30171,135157.0,8166558.0
2016-05-24,16600,16700,16350,16450,41089,134340.0,8166558.0
2016-05-25,16600,17050,16500,16700,39318,136382.0,8166558.0
2016-05-26,16750,16850,16450,16550,29662,135157.0,8166558.0
2016-05-27,16600,17200,16550,16800,35092,137198.0,8166558.0
2016-05-30,17100,17100,16800,16950,23371,138423.0,8166558.0
2016-05-31,17000,17300,16900,17250,22899,140873.0,8166558.0
2016-06-01,17250,17350,16900,17150,30760,140056.0,8166558.0
2016-06-02,17100,17250,16900,17000,34932,138831.0,8166558.0
2016-06-03,17000,17200,16800,16800,36206,137198.0,8166558.0
2016-06-07,16800,17100,16700,16750,26249,136790.0,8166558.0
2016-06-08,16800,16950,16400,16450,48922,134340.0,8166558.0
2016-06-09,16400,16850,16400,16400,39633,133932.0,8166558.0
2016-06-10,16450,17000,16400,16800,49451,137198.0,8166558.0
2016-06-13,16750,17050,16550,16650,44429,135973.0,8166558.0
2016-06-14,16400,16750,16400,16700,33756,136382.0,8166558.0
2016-06-15,16700,16700,16100,16200,55918,132298.0,8166558.0
2016-06-16,16200,16400,15500,15550,65325,126990.0,8166558.0
2016-06-17,15500,15600,14550,14650,96735,119640.0,8166558.0
2016-06-20,14700,15150,14700,15050,51567,122907.0,8166558.0
2016-06-21,15050,15250,14600,14750,44587,120457.0,8166558.0
2016-06-22,14750,15400,14550,15100,91429,123315.0,8166558.0
2016-06-23,15000,15050,14550,14850,55045,121273.0,8166558.0
2016-06-24,15100,15100,12850,13600,164499,111065.0,8166558.0
2016-06-27,13200,14050,13100,13450,42845,109840.0,8166558.0
2016-06-28,13350,14200,13300,14200,41523,115965.0,8166558.0
2016-06-29,14050,14650,14050,14500,35828,118415.0,8166558.0
2016-06-30,14500,14750,14400,14550,27212,118823.0,8166558.0
2016-07-01,14600,15000,14600,14950,29692,122090.0,8166558.0
2016-07-04,15000,15100,14800,14950,26370,122090.0,8166558.0
2016-07-05,14950,15850,14950,15750,72048,128623.0,8166558.0
2016-07-06,15750,15750,15150,15600,43965,127398.0,8166558.0
2016-07-07,15700,15750,15500,15750,25163,128623.0,8166558.0
2016-07-08,15650,15900,15500,15700,26094,128215.0,8166558.0
2016-07-11,15900,15900,15500,15800,29912,129032.0,8166558.0
2016-07-12,15950,16000,15700,15850,18771,129440.0,8166558.0
2016-07-13,15800,16000,15700,15850,41820,129440.0,8166558.0
2016-07-14,16000,16450,15950,16150,48602,131890.0,8166558.0
2016-07-15,16200,16400,16000,16100,34181,131482.0,8166558.0
2016-07-18,16200,16300,15950,16150,40644,131890.0,8166558.0
2016-07-19,16250,16450,16050,16400,37031,133932.0,8166558.0
2016-07-20,16450,16600,16100,16300,38700,133115.0,8166558.0
2016-07-21,16550,17500,16350,17250,133827,140873.0,8166558.0
2016-07-22,17200,18100,16650,16850,180699,137607.0,8166558.0
2016-07-25,16900,17250,16800,17100,37146,139648.0,8166558.0
2016-07-26,17000,17450,17000,17350,31082,141690.0,8166558.0
2016-07-27,17250,17600,17000,17050,37773,139240.0,8166558.0
2016-07-28,17150,17200,16750,16750,32221,136790.0,8166558.0
2016-07-29,16850,17350,16800,17250,44893,140873.0,8166558.0
2016-08-01,17350,17400,16650,16800,34886,137198.0,8166558.0
2016-08-02,16650,17000,16600,16850,26253,137607.0,8166558.0
2016-08-03,16700,16750,16250,16350,43604,133523.0,8166558.0
2016-08-04,16450,16700,16350,16400,21358,133932.0,8166558.0
2016-08-05,16550,16700,16350,16450,27008,134340.0,8166558.0
2016-08-08,16600,16650,16200,16350,26856,133523.0,8166558.0
2016-08-09,16400,17050,16400,17000,33727,138831.0,8166558.0
2016-08-10,17100,17100,16800,17000,22027,138831.0,8166558.0
2016-08-11,16900,17100,16800,17100,21817,139648.0,8166558.0
2016-08-12,17100,17150,16850,16900,25680,138015.0,8166558.0
2016-08-16,16850,17050,16500,16550,38074,135157.0,8166558.0
2016-08-17,16600,16600,16150,16200,31562,132298.0,8166558.0
2016-08-18,16200,16500,16200,16250,8323,132707.0,8166558.0
2016-08-19,16300,16550,16250,16300,17208,133115.0,8166558.0
2016-08-22,16300,18350,16300,17900,252559,146181.0,8166558.0
2016-08-23,18100,18200,17550,18150,135234,148223.0,8166558.0
2016-08-24,18250,18450,17850,18300,76622,149448.0,8166558.0
2016-08-25,18300,18850,18150,18750,131079,153123.0,8166558.0
2016-08-26,18650,19200,17550,17850,204237,145773.0,8166558.0
2016-08-29,18050,18200,17100,17200,47649,140465.0,8166558.0
2016-08-30,17150,17700,17150,17300,42196,141281.0,8166558.0
2016-08-31,17350,17950,17050,17250,51449,140873.0,8166558.0
2016-09-01,17450,17700,17300,17400,36422,142098.0,8166558.0
2016-09-02,17600,17700,17400,17600,39176,143731.0,8166558.0
2016-09-05,17800,17800,17450,17600,17703,143731.0,8166558.0
2016-09-06,17850,18600,17400,17400,139071,142098.0,8166558.0
2016-09-07,17650,17700,16500,16700,70549,136382.0,8166558.0
2016-09-08,16650,16650,15150,15350,85717,125357.0,8166558.0
2016-09-09,15350,15700,15350,15350,33295,125357.0,8166558.0
2016-09-12,15000,15550,14850,15550,40191,126990.0,8166558.0
2016-09-13,15700,16250,15400,16250,21181,132707.0,8166558.0
2016-09-19,16250,16500,16050,16500,25290,134748.0,8166558.0
2016-09-20,16550,16550,16150,16500,14136,134748.0,8166558.0
2016-09-21,16600,16850,16350,16650,26441,135973.0,8166558.0
2016-09-22,16850,16900,16500,16500,14454,134748.0,8166558.0
2016-09-23,16300,16500,15950,16500,33490,134748.0,8166558.0
2016-09-26,16250,16650,16250,16600,13982,135565.0,8166558.0
2016-09-27,16600,16600,16200,16400,25845,133932.0,8166558.0
2016-09-28,16400,17550,16400,17250,107155,140873.0,8166558.0
2016-09-29,17650,18200,17450,17850,113849,145773.0,8166558.0
2016-09-30,17850,18050,17500,17700,53244,144548.0,8166558.0
2016-10-04,17800,17950,17600,17750,18639,144956.0,8166558.0
2016-10-05,17950,17950,17100,17150,27503,140056.0,8166558.0
2016-10-06,17350,17400,17100,17150,17005,140056.0,8166558.0
2016-10-07,17400,17400,17000,17150,20737,140056.0,8166558.0
2016-10-10,17100,17400,17000,17150,14547,140056.0,8166558.0
2016-10-11,17150,17400,16800,17100,36878,139648.0,8166558.0
2016-10-12,17100,17300,16700,16800,35806,137198.0,8166558.0
2016-10-13,17050,17650,16850,17450,47268,142506.0,8166558.0
2016-10-14,17650,17800,17350,17550,45028,143323.0,8166558.0
2016-10-17,17500,17700,16950,17250,40179,140873.0,8166558.0
2016-10-18,17150,17300,16700,17000,28864,138831.0,8166558.0
2016-10-19,17150,17350,16550,16550,20871,135157.0,8166558.0
2016-10-20,16650,16750,16100,16100,8613,131482.0,8166558.0
2016-10-21,15950,16450,15850,16450,12570,134340.0,8166558.0
2016-10-24,16400,16600,15850,15850,19787,129440.0,8166558.0
2016-10-25,15700,16200,15500,15950,23147,130257.0,8166558.0
2016-10-26,16300,16300,15550,15600,17248,127398.0,8166558.0
2016-10-27,15600,16150,15500,16100,8930,131482.0,8166558.0
2016-10-28,16150,16200,15800,16200,13366,132298.0,8166558.0
2016-10-31,16250,16250,15450,15800,13856,129032.0,8166558.0
2016-11-01,15350,15700,15200,15650,28120,127807.0,8166558.0
2016-11-02,15700,15700,14550,14950,29314,122090.0,8166558.0
2016-11-03,14950,14950,14350,14400,28850,117598.0,8166558.0
2016-11-04,14250,14250,13700,14000,36000,114332.0,8166558.0
2016-11-07,14300,14550,14000,14250,38507,116373.0,8166558.0
2016-11-08,14550,14650,14050,14300,37421,116782.0,8166558.0
2016-11-09,14500,14500,12700,13200,58222,107799.0,8166558.0
2016-11-10,13550,14250,13550,14000,22926,114332.0,8166558.0
2016-11-11,14100,14750,14050,14700,23417,120048.0,8166558.0
2016-11-14,14850,15850,14600,15400,71476,125765.0,8166558.0
2016-11-15,15000,15150,14450,14700,28959,120048.0,8166558.0
2016-11-16,14850,14850,14500,14700,23745,120048.0,8166558.0
2016-11-17,14750,14800,14400,14750,14048,120457.0,8166558.0
2016-11-18,14750,14900,14200,14800,14177,120865.0,8166558.0
2016-11-21,14400,14600,14050,14150,8846,115557.0,8166558.0
2016-11-22,14200,14300,14100,14300,11730,116782.0,8166558.0
2016-11-23,14300,14300,13800,14200,17287,115965.0,8166558.0
2016-11-24,14200,14900,13850,14600,33320,119232.0,8166558.0
2016-11-25,14600,15150,14600,14950,45187,122090.0,8166558.0
2016-11-28,15150,15150,14650,14950,13931,122090.0,8166558.0
2016-11-29,15300,15300,14700,14900,15865,121682.0,8166558.0
2016-11-30,14900,15200,14900,15150,16183,123723.0,8166558.0
2016-12-01,15200,15300,14800,15000,13551,122498.0,8166558.0
2016-12-02,14950,15050,14750,14950,12414,122090.0,8166558.0
2016-12-05,14950,15500,14200,14800,31869,120865.0,8166558.0
2016-12-06,14800,15000,14500,14900,23828,121682.0,8166558.0
2016-12-07,14750,14950,14350,14500,10044,118415.0,8166558.0
2016-12-08,14900,14950,14500,14600,9874,119232.0,8166558.0
2016-12-09,14350,14850,14350,14550,18544,118823.0,8166558.0
2016-12-12,15000,15000,14400,14650,16355,119640.0,8166558.0
2016-12-13,14600,14950,14550,14850,15940,121273.0,8166558.0
2016-12-14,15000,15150,14700,15100,18274,123315.0,8166558.0
2016-12-15,15150,15600,15150,15350,26251,125357.0,8166558.0
2016-12-16,15650,15750,15300,15550,20891,126990.0,8166558.0
2016-12-19,15550,16250,15550,16200,39404,132298.0,8166558.0
2016-12-20,16000,16850,16000,16700,49420,136382.0,8166558.0
2016-12-21,16750,17000,16300,16800,33755,137198.0,8166558.0
2016-12-22,16600,16950,16450,16750,19917,136790.0,8166558.0
2016-12-23,17000,17050,16250,16500,16331,134748.0,8166558.0
2016-12-26,16500,16700,15550,15600,42462,127398.0,8166558.0
2016-12-27,15550,15900,15250,15250,33311,124540.0,8166558.0
2016-12-28,15450,15700,15250,15700,13229,128215.0,8166558.0
2016-12-29,15650,15750,15400,15650,7841,127807.0,8166558.0
2017-01-02,15500,15700,14950,15000,19662,122498.0,8166558.0
2017-01-03,15050,15300,14900,15250,11720,124540.0,8166558.0
2017-01-04,15100,15600,15000,15550,16497,126990.0,8166558.0
2017-01-05,15600,15850,15500,15850,15397,129440.0,8166558.0
2017-01-06,15950,16100,15700,15900,17705,129848.0,8166558.0
2017-01-09,15950,15950,15450,15550,12894,126990.0,8166558.0
2017-01-10,15650,16500,15550,16250,20134,132707.0,8166558.0
2017-01-11,16250,16550,15950,16250,8707,132707.0,8166558.0
2017-01-12,16050,16350,16050,16100,6139,131482.0,8166558.0
2017-01-13,16100,16400,15950,16200,8924,132298.0,8166558.0
2017-01-16,16200,16350,15250,15450,17147,126173.0,8166558.0
2017-01-17,15400,15700,14700,14900,40291,121682.0,8166558.0
2017-01-18,14850,14900,14600,14900,14394,121682.0,8166558.0
2017-01-19,14950,16100,14900,15700,43375,128215.0,8166558.0
2017-01-20,15900,15950,15500,15950,15899,130257.0,8166558.0
2017-01-23,15900,16200,15600,16100,20865,131482.0,8166558.0
2017-01-24,16300,16500,15900,16400,27953,133932.0,8166558.0
2017-01-25,16400,16550,16000,16000,13193,130665.0,8166558.0
2017-01-26,16250,16550,15750,15750,12554,128623.0,8166558.0
2017-01-31,15800,16100,15650,15950,8068,130257.0,8166558.0
2017-02-01,15750,16200,15750,16200,10803,132298.0,8166558.0
2017-02-02,16200,16200,15350,15700,41611,128215.0,8166558.0
2017-02-03,15450,15700,15300,15500,9679,126582.0,8166558.0
2017-02-06,16250,16900,16050,16400,107850,133932.0,8166558.0
2017-02-07,16300,16900,16250,16650,76779,135973.0,8166558.0
2017-02-08,17150,17250,15900,15950,112169,130257.0,8166558.0
2017-02-09,16100,16400,16050,16400,31843,133932.0,8166558.0
2017-02-10,16400,16450,15350,15800,57198,129032.0,8166558.0
2017-02-13,15800,15850,15250,15400,27817,125765.0,8166558.0
2017-02-14,15700,15700,15000,15300,29576,124948.0,8166558.0
2017-02-15,15250,15300,14900,15050,23751,122907.0,8166558.0
2017-02-16,15150,15150,14800,15050,15430,122907.0,8166558.0
2017-02-17,15000,15050,14800,15050,13198,122907.0,8166558.0
2017-02-20,15000,15000,14700,14900,21976,121682.0,8166558.0
2017-02-21,14900,15050,14850,15000,8939,122498.0,8166558.0
2017-02-22,15050,15150,14950,15150,8746,123723.0,8166558.0
