바른테크놀로지(029480),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
1999-11-09,81335,81335,69788,76025,151054,55300.0,7000000.0
1999-11-10,76510,81805,75063,78912,243689,57400.0,7000000.0
1999-11-11,81802,86324,78051,85552,292302,62230.0,7000000.0
1999-11-12,91419,95268,75352,79875,227446,58100.0,7000000.0
1999-11-15,81798,83722,73132,77950,93192,56700.0,7000000.0
1999-11-16,77008,77865,72288,76025,99733,55300.0,7000000.0
1999-11-17,76902,79782,66986,67942,91650,49420.0,7000000.0
1999-11-18,63243,63243,59871,59858,54816,43540.0,7000000.0
1999-11-19,65447,66993,62568,66979,65585,48720.0,7000000.0
1999-11-22,74980,74980,74882,74967,40891,54530.0,7000000.0
1999-11-23,78930,79885,71218,76795,133093,55860.0,7000000.0
1999-11-24,73138,80358,71214,76988,117239,56000.0,7000000.0
1999-11-25,76995,86223,76995,84398,242652,61390.0,7000000.0
1999-11-26,84696,91915,74400,75159,227382,54670.0,7000000.0
1999-11-29,84122,84122,84122,84109,64312,61180.0,7000000.0
1999-11-30,94117,94117,94117,94117,64954,68460.0,7000000.0
1999-12-01,105390,105390,96246,105377,628477,76650.0,7000000.0
1999-12-02,105380,105380,92866,92866,287270,67550.0,7000000.0
1999-12-03,86628,87583,81809,83243,223500,60550.0,7000000.0
1999-12-06,86721,93168,84207,93155,253640,67760.0,7000000.0
1999-12-07,91422,102490,84694,89498,303638,65100.0,7000000.0
1999-12-08,89496,89496,81321,81799,183524,59500.0,7000000.0
1999-12-09,84795,88545,81803,86130,159339,62650.0,7000000.0
1999-12-10,95855,96248,92399,96234,177244,70000.0,7000000.0
1999-12-13,104903,107782,100085,107783,310558,78400.0,7000000.0
1999-12-14,120307,120307,120307,120293,27977,87500.0,7000000.0
1999-12-15,134742,134742,120303,134728,618878,98000.0,7000000.0
1999-12-16,134734,144355,118849,118850,300514,86450.0,7000000.0
1999-12-17,106833,111637,104909,104896,63920,76300.0,7000000.0
1999-12-20,92387,117401,92387,115000,277666,83650.0,7000000.0
1999-12-21,110677,125102,103935,115481,245957,84000.0,7000000.0
1999-12-22,125105,128968,125105,128954,222575,93800.0,7000000.0
1999-12-23,144365,144365,144365,144352,18389,105000.0,7000000.0
1999-12-24,144359,161677,130890,149163,690186,108500.0,7000000.0
1999-12-27,144841,161682,131371,134728,530163,98000.0,7000000.0
1999-12-28,129917,133765,118849,118850,191380,86450.0,7000000.0
2000-01-04,120302,132817,120302,132804,149098,96600.0,7000000.0
2000-01-05,124152,146288,118379,136653,216325,99400.0,7000000.0
2000-01-06,136664,139543,120301,125105,122221,91000.0,7000000.0
2000-01-07,110680,119332,110188,110188,102016,80150.0,7000000.0
2000-01-10,115005,117406,97195,106339,94341,77350.0,7000000.0
2000-01-11,107781,115000,101039,115000,151793,83650.0,7000000.0
2000-01-12,106836,112118,101541,101527,90450,73850.0,7000000.0
2000-01-13,94315,94315,89498,89498,40998,65100.0,7000000.0
2000-01-14,90474,93255,78830,78816,157026,57330.0,7000000.0
2000-01-17,78918,84691,69382,77950,244776,56700.0,7000000.0
2000-01-18,75161,81805,75161,78912,100496,57400.0,7000000.0
2000-01-19,81804,85653,69781,73138,146025,53200.0,7000000.0
2000-01-20,69284,72079,64382,66883,62336,48650.0,7000000.0
2000-01-21,66891,70262,63520,66498,70962,48370.0,7000000.0
2000-01-24,68812,74403,65933,74389,93344,54110.0,7000000.0
2000-01-25,70254,78147,67852,74004,92774,53830.0,7000000.0
2000-01-26,77000,77955,68811,73138,49700,53200.0,7000000.0
2000-01-27,72191,72191,67274,68230,61165,49630.0,7000000.0
2000-01-28,68038,73137,65636,69289,57502,50400.0,7000000.0
2000-01-31,69291,75064,65541,74967,99727,54530.0,7000000.0
2000-02-01,83635,83930,79014,83916,152531,61040.0,7000000.0
2000-02-02,84703,93553,79885,92289,193651,67130.0,7000000.0
2000-02-03,94795,102015,94318,101046,180268,73500.0,7000000.0
2000-02-07,107793,113089,106838,113075,115250,82250.0,7000000.0
2000-02-08,114524,126069,102979,120774,310313,87850.0,7000000.0
2000-02-09,135223,135223,133776,135209,157483,98350.0,7000000.0
2000-02-10,134739,151088,127028,151088,311907,109900.0,7000000.0
2000-02-11,168891,168891,166489,168891,138319,122850.0,7000000.0
2000-02-14,189106,189106,158796,171297,834519,124600.0,7000000.0
2000-02-15,173216,191503,173216,179958,1156839,130900.0,7000000.0
2000-02-16,175142,187657,158794,187657,571885,136500.0,7000000.0
2000-02-17,182852,209791,175141,209791,587540,152600.0,7000000.0
2000-02-18,234826,234826,234826,234812,83358,170800.0,7000000.0
2000-02-21,250219,262734,241553,262720,267023,191100.0,7000000.0
2000-02-22,294015,294015,231934,272343,811411,198100.0,7000000.0
2000-02-23,257918,269463,240108,240586,439371,175000.0,7000000.0
2000-02-24,255030,266575,246364,263682,333432,191800.0,7000000.0
2000-02-25,263681,294960,263681,287741,602849,209300.0,7000000.0
2000-02-28,274280,282946,253591,253578,445849,184450.0,7000000.0
2000-02-29,250214,264652,223261,254540,700782,185150.0,7000000.0
2000-03-02,279081,284867,264656,284854,657356,207200.0,7000000.0
2000-03-03,274272,283893,250690,250691,356645,182350.0,7000000.0
2000-03-06,259844,274283,230980,250210,318226,182000.0,7000000.0
2000-03-07,240590,244438,220379,230000,210051,167300.0,7000000.0
2000-03-08,212688,256959,212688,242030,342951,176050.0,7000000.0
2000-03-09,250211,270899,245394,270900,343862,197050.0,7000000.0
2000-03-10,301705,303138,259836,303138,675671,220500.0,7000000.0
2000-03-13,293523,339241,293523,298327,1280876,217000.0,7000000.0
2000-03-14,298332,305551,262728,267532,570133,194600.0,7000000.0
2000-03-15,245400,273308,241552,256946,236602,186900.0,7000000.0
2000-03-16,250218,261764,228083,230963,187706,168000.0,7000000.0
2000-03-17,227118,238678,203549,203536,320135,148050.0,7000000.0
2000-03-20,205953,208846,179491,179477,157423,130550.0,7000000.0
2000-03-21,158795,175143,158303,163599,448247,119000.0,7000000.0
2000-03-22,174193,182859,170344,182845,300693,133000.0,7000000.0
2000-03-23,204497,204497,165522,189582,551847,137900.0,7000000.0
2000-03-24,195360,199209,181891,186695,202180,135800.0,7000000.0
2000-03-27,194403,208842,190555,208829,468872,151900.0,7000000.0
2000-03-28,221337,232896,211716,213640,673255,155400.0,7000000.0
2000-03-29,202097,221339,197280,210272,362929,152950.0,7000000.0
2000-03-30,210268,216223,189186,201083,221821,130200.0,7000000.0
2000-03-31,191356,194067,179474,181623,148573,117600.0,7000000.0
2000-04-03,181630,190268,160001,160001,147449,103600.0,7000000.0
2000-04-04,141087,145947,141087,144866,164371,93800.0,7000000.0
2000-04-06,150279,158931,140559,148650,233105,96250.0,7000000.0
2000-04-07,156234,166502,155686,166488,236959,107800.0,7000000.0
2000-04-10,185947,185947,180554,185948,181829,120400.0,7000000.0
2000-04-11,164333,175148,163799,163785,244544,106050.0,7000000.0
2000-04-12,164865,170821,153517,165947,274177,107450.0,7000000.0
2000-04-14,151353,153516,146493,150272,118512,97300.0,7000000.0
2000-04-17,132433,132433,132433,132434,20856,85750.0,7000000.0
2000-04-18,140559,147034,119475,132974,221283,86100.0,7000000.0
2000-04-19,142719,144334,128111,139461,312939,90300.0,7000000.0
2000-04-20,140558,141639,131358,135136,141966,87500.0,7000000.0
2000-04-21,138397,148665,131907,146488,475566,94850.0,7000000.0
2000-04-24,148106,150269,132979,137839,214357,89250.0,7000000.0
2000-04-25,131357,145951,126497,136217,447235,88200.0,7000000.0
2000-04-26,144862,144862,128654,134596,594296,87150.0,7000000.0
2000-04-27,131909,135153,127034,127569,267167,82600.0,7000000.0
2000-04-28,127572,132980,114594,116758,267049,75600.0,7000000.0
2000-05-02,116759,130271,116759,130271,395342,84350.0,7000000.0
2000-05-03,128652,145408,123779,140001,809684,90650.0,7000000.0
2000-05-04,140011,156234,135151,149731,631809,96950.0,7000000.0
2000-05-08,160000,165407,155140,164326,611919,106400.0,7000000.0
2000-05-09,171348,182584,161516,170646,404461,85050.0,7000000.0
2000-05-10,171348,191011,165730,191011,535790,95200.0,7000000.0
2000-05-12,199438,213483,193820,205758,868337,102550.0,7000000.0
2000-05-15,205056,207865,181179,181180,415597,90300.0,7000000.0
2000-05-16,183988,186797,160112,169944,319491,84700.0,7000000.0
2000-05-17,170646,190308,154494,160112,602506,79800.0,7000000.0
2000-05-18,148876,154494,141151,141152,197409,70350.0,7000000.0
2000-05-19,128511,141853,124297,132725,388078,66150.0,7000000.0
2000-05-22,119382,133426,116853,116854,79876,58240.0,7000000.0
2000-05-23,102949,109550,102949,102949,356620,51310.0,7000000.0
2000-05-24,91292,96910,90730,90730,242140,45220.0,7000000.0
2000-05-25,96910,101544,95505,101545,124572,50610.0,7000000.0
2000-05-26,103932,112359,91292,92697,325941,46200.0,7000000.0
2000-05-29,81601,103792,81601,103792,189315,51730.0,7000000.0
2000-05-30,106741,113764,105477,110955,312036,55300.0,7000000.0
2000-05-31,119382,124157,116573,124157,162186,61880.0,7000000.0
2000-06-01,124999,129353,114325,123455,272919,61530.0,7000000.0
2000-06-02,133426,134269,116573,119242,249830,59430.0,7000000.0
2000-06-05,123595,131179,122191,124157,396060,61880.0,7000000.0
2000-06-07,117977,130617,112640,127107,876797,102944.0,11375000.0
2000-06-08,127808,129915,112359,119944,546303,97142.0,11375000.0
2000-06-09,119382,122191,108848,120787,376200,97825.0,11375000.0
2000-06-12,117977,135252,116573,135253,547801,109541.0,11375000.0
2000-06-13,133286,140308,119101,133427,528282,108062.0,11375000.0
2000-06-14,132724,134831,123455,126404,239743,102375.0,11375000.0
2000-06-15,119662,123455,111235,111236,134029,90090.0,11375000.0
2000-06-16,98735,113764,98314,105337,369805,85312.0,11375000.0
2000-06-19,102668,109550,98735,100421,135434,81331.0,11375000.0
2000-06-20,102668,105337,93398,98034,292020,79398.0,11375000.0
2000-06-21,99719,103651,98314,100843,446912,81672.0,11375000.0
2000-06-22,102528,105337,95505,97612,310157,79056.0,11375000.0
2000-06-23,95224,97612,93398,96770,243367,78374.0,11375000.0
2000-06-26,94101,103230,94101,101685,253912,82355.0,11375000.0
2000-06-27,102808,103932,96910,101685,297380,82355.0,11375000.0
2000-06-28,101685,101685,97612,98455,274139,79739.0,11375000.0
2000-06-29,98174,100421,96910,98455,235747,79739.0,11375000.0
2000-06-30,98314,98314,95786,97331,71173,78829.0,11375000.0
2000-07-03,99719,99719,94803,95506,190651,77350.0,11375000.0
2000-07-04,98174,106882,98033,99719,873769,80762.0,11375000.0
2000-07-05,102247,102528,87780,90590,639766,73369.0,11375000.0
2000-07-06,88342,94101,81741,93399,235864,75644.0,11375000.0
2000-07-07,94101,96207,87640,89326,236874,72345.0,11375000.0
2000-07-10,87780,93258,85674,90590,246609,73369.0,11375000.0
2000-07-11,88483,90449,83567,86798,200838,70298.0,11375000.0
2000-07-12,84410,92696,84410,89888,190604,72800.0,11375000.0
2000-07-13,89887,89887,85955,87079,100075,70525.0,11375000.0
2000-07-14,86376,88342,84410,84831,96572,68705.0,11375000.0
2000-07-18,85814,86095,78651,81461,170639,65975.0,11375000.0
2000-07-19,78089,79634,71769,73174,257151,59264.0,11375000.0
2000-07-20,70926,81882,64747,81882,509729,66316.0,11375000.0
2000-07-21,80758,82865,75140,76545,236638,61994.0,11375000.0
2000-07-24,74438,76544,67977,68820,121598,55738.0,11375000.0
2000-07-25,64747,74438,63623,68820,127462,55738.0,11375000.0
2000-07-26,70224,72471,69241,70365,215584,56989.0,11375000.0
2000-07-27,67696,71629,67696,68820,132324,55738.0,11375000.0
2000-07-28,68820,73876,67977,68399,106475,55396.0,11375000.0
2000-07-31,67415,67415,64185,65730,118407,53235.0,11375000.0
2000-08-01,68117,73595,66713,71348,303733,57785.0,11375000.0
2000-08-02,71629,74719,70365,72331,263579,58581.0,11375000.0
2000-08-03,72893,80898,72893,80758,709907,65406.0,11375000.0
2000-08-04,81460,82162,73735,75702,333065,61311.0,11375000.0
2000-08-07,74297,78651,73033,75140,280306,60856.0,11375000.0
2000-08-08,73174,76825,70224,70927,171869,57444.0,11375000.0
2000-08-09,72331,74438,70926,74017,119449,59946.0,11375000.0
2000-08-10,74578,74578,71488,72753,139737,58922.0,11375000.0
2000-08-11,71629,73595,70505,71208,75929,57671.0,11375000.0
2000-08-14,71207,72893,71207,72331,106543,58581.0,11375000.0
2000-08-16,80898,80898,80898,80899,177242,65520.0,11375000.0
2000-08-17,89887,90589,80477,81461,1011580,65975.0,11375000.0
2000-08-18,82162,83426,75983,77949,218948,63131.0,11375000.0
2000-08-21,78370,80477,75842,79635,196433,64496.0,11375000.0
2000-08-22,77668,79634,77247,78371,133009,63472.0,11375000.0
2000-08-23,77247,80758,74719,75702,126281,61311.0,11375000.0
2000-08-24,73174,75702,69522,72472,267895,58695.0,11375000.0
2000-08-25,70505,74859,70505,74017,107486,59946.0,11375000.0
2000-08-28,74578,79353,73876,78792,162455,63814.0,11375000.0
2000-08-29,78792,78792,74719,74860,51279,60629.0,11375000.0
2000-08-30,74859,75842,72331,72753,62261,58922.0,11375000.0
2000-08-31,72050,73033,68960,69803,86928,56534.0,11375000.0
2000-09-01,69943,71629,68960,71348,69581,57785.0,11375000.0
2000-09-04,69522,71348,68539,69522,57252,56306.0,11375000.0
2000-09-05,69522,70224,68679,69944,47331,56648.0,11375000.0
2000-09-06,68820,69803,68820,68820,43402,55738.0,11375000.0
2000-09-07,68117,68117,62500,63483,49736,51415.0,11375000.0
2000-09-08,63483,64606,61376,63904,39779,51756.0,11375000.0
2000-09-14,62780,62780,57584,60815,40669,49254.0,11375000.0
2000-09-15,59691,61938,58286,59270,36806,48002.0,11375000.0
2000-09-18,56179,56179,52247,52528,80058,42542.0,11375000.0
2000-09-19,47893,52387,46348,46348,175311,37538.0,11375000.0
2000-09-20,46067,49157,46067,48455,220658,39244.0,11375000.0
2000-09-21,48174,48174,42696,42697,95800,34580.0,11375000.0
2000-09-22,41713,46348,37780,41854,181370,33898.0,11375000.0
2000-09-25,43539,46488,43398,45927,54325,37196.0,11375000.0
2000-09-26,46769,51123,45084,51124,150689,41405.0,11375000.0
2000-09-27,48455,55337,48455,53933,272486,43680.0,11375000.0
