리켐(131100),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2011-12-02,44137,44393,42466,44272,266130,99760.0,5800000.0
2011-12-05,44522,45942,44010,44013,376227,99180.0,5800000.0
2011-12-06,43493,43749,42723,42984,129806,96860.0,5800000.0
2011-12-07,43235,43367,42208,42340,96530,95410.0,5800000.0
2011-12-08,43366,45683,43234,45301,520703,102080.0,5800000.0
2011-12-09,44654,44781,43234,44272,183358,99760.0,5800000.0
2011-12-12,44910,45939,44139,44401,252039,100050.0,5800000.0
2011-12-13,44011,44138,42467,42728,141850,96280.0,5800000.0
2011-12-14,42591,43496,42081,43369,83397,97730.0,5800000.0
2011-12-15,43235,43367,41048,41441,75031,93380.0,5800000.0
2011-12-16,41694,42725,41181,42211,106985,95120.0,5800000.0
2011-12-19,42337,42337,36158,37837,205075,85260.0,5800000.0
2011-12-20,38734,39251,37446,39125,80258,88160.0,5800000.0
2011-12-21,40146,40534,39502,39510,62051,89030.0,5800000.0
2011-12-22,39507,40022,38863,39125,38214,88160.0,5800000.0
2011-12-23,39375,40402,39114,39510,86038,89030.0,5800000.0
2011-12-26,39633,41436,38606,40153,132962,90480.0,5800000.0
2011-12-27,39758,40534,37704,38866,102796,87580.0,5800000.0
2011-12-28,38734,40275,38734,39639,97119,89320.0,5800000.0
2011-12-29,39636,41050,38992,40668,67018,91640.0,5800000.0
2012-01-02,41182,41438,40277,40926,59387,92220.0,5800000.0
2012-01-03,41438,42211,40406,41955,116068,94540.0,5800000.0
2012-01-04,41950,42209,40921,41182,100216,92800.0,5800000.0
2012-01-05,41304,42336,40021,40153,92457,90480.0,5800000.0
2012-01-06,40665,40790,39245,39380,79540,88740.0,5800000.0
2012-01-09,38865,40407,38865,40024,53740,90190.0,5800000.0
2012-01-10,40021,41435,40021,41441,78106,93380.0,5800000.0
2012-01-11,41567,41823,40923,41312,55151,93090.0,5800000.0
2012-01-12,41694,41821,40406,41570,75069,93670.0,5800000.0
2012-01-13,42337,44140,42211,42211,211446,95120.0,5800000.0
2012-01-16,41948,42209,40665,40797,56900,91930.0,5800000.0
2012-01-17,41050,41950,41050,41312,65084,93090.0,5800000.0
2012-01-18,41694,41694,40406,40668,85680,91640.0,5800000.0
2012-01-19,41435,41435,40148,41053,66724,92510.0,5800000.0
2012-01-20,40924,41307,40023,40024,78087,90190.0,5800000.0
2012-01-25,40148,40536,39243,39639,71519,89320.0,5800000.0
2012-01-26,40277,40277,39377,39768,42061,89610.0,5800000.0
2012-01-27,39760,40275,39248,39251,76822,88450.0,5800000.0
2012-01-30,39378,39895,38607,38737,58010,87290.0,5800000.0
2012-01-31,38602,39119,38346,38481,51403,86710.0,5800000.0
2012-02-01,38604,39248,38473,38995,59154,87870.0,5800000.0
2012-02-02,39504,39504,38861,38995,60734,87870.0,5800000.0
2012-02-03,39119,39246,37831,37837,89878,85260.0,5800000.0
2012-02-06,38349,38471,35900,36035,155385,81200.0,5800000.0
2012-02-07,35518,35776,34489,35006,120876,78880.0,5800000.0
2012-02-08,35642,36286,35259,35777,64410,80620.0,5800000.0
2012-02-09,35642,36159,35001,35521,42224,80040.0,5800000.0
2012-02-10,35513,36674,35513,36035,40875,81200.0,5800000.0
2012-02-13,36417,36417,35773,36291,37134,81780.0,5800000.0
2012-02-14,36420,37188,36288,36550,57361,82360.0,5800000.0
2012-02-15,36803,36803,36029,36420,67550,82070.0,5800000.0
2012-02-16,36674,36674,35130,35391,43206,79750.0,5800000.0
2012-02-17,35515,36547,35388,36420,86567,82070.0,5800000.0
2012-02-20,36030,36803,35903,36165,39137,81490.0,5800000.0
2012-02-21,36674,36674,35388,35777,67628,80620.0,5800000.0
2012-02-22,36159,36159,35259,35521,59639,80040.0,5800000.0
2012-02-23,35262,35772,34230,34618,100131,78010.0,5800000.0
2012-02-24,34618,35262,34489,35006,32088,78880.0,5800000.0
2012-02-27,34999,34999,33455,33460,75815,75400.0,5800000.0
2012-02-28,33199,33843,32684,32817,49240,73950.0,5800000.0
2012-02-29,33201,33589,33070,33075,50222,74530.0,5800000.0
2012-03-02,33330,35906,33330,34618,114782,78010.0,5800000.0
2012-03-05,35001,35262,34486,34618,54010,78010.0,5800000.0
2012-03-06,35001,35776,34618,35006,81570,78880.0,5800000.0
2012-03-07,34744,36415,34100,35906,66744,80910.0,5800000.0
2012-03-08,36418,36418,34998,35391,49361,79750.0,5800000.0
2012-03-09,35388,36159,35132,36165,45364,81490.0,5800000.0
2012-03-12,36289,36289,35001,35006,41101,78880.0,5800000.0
2012-03-13,35259,35900,34486,35391,67648,79750.0,5800000.0
2012-03-14,35388,36803,35132,36808,211156,82940.0,5800000.0
2012-03-15,36285,36673,35641,36420,60373,82070.0,5800000.0
2012-03-16,36546,36930,36159,36808,55059,82940.0,5800000.0
2012-03-19,36800,37444,35774,36035,72551,81200.0,5800000.0
2012-03-20,36027,36027,35001,35262,52322,79460.0,5800000.0
2012-03-21,35645,35645,34101,34363,48439,77430.0,5800000.0
2012-03-22,34101,34489,33199,33975,45592,76560.0,5800000.0
2012-03-23,33457,34101,33069,33719,37535,75980.0,5800000.0
2012-03-26,33711,34099,33455,33848,27741,76270.0,5800000.0
2012-03-27,34228,34355,33199,33460,37090,75400.0,5800000.0
2012-03-28,33711,33843,32811,32817,24391,73950.0,5800000.0
2012-03-29,32685,33329,31397,31532,55511,71050.0,5800000.0
2012-03-30,31524,32038,31268,31403,79572,70760.0,5800000.0
2012-04-02,31785,32558,31526,31788,40014,71630.0,5800000.0
2012-04-03,32302,32429,31526,31532,31999,71050.0,5800000.0
2012-04-04,31783,31783,29851,30374,56499,68440.0,5800000.0
2012-04-05,30369,30369,28824,29086,77899,65540.0,5800000.0
2012-04-06,29337,29720,28693,29086,45178,65540.0,5800000.0
2012-04-09,28828,28950,26635,26641,74751,60030.0,5800000.0
2012-04-10,26637,27669,26637,27026,52104,60900.0,5800000.0
2012-04-12,27150,27793,26893,27155,32627,61190.0,5800000.0
2012-04-13,27666,28949,27537,28442,43775,64090.0,5800000.0
2012-04-16,28049,28440,27796,27928,26256,62930.0,5800000.0
2012-04-17,28183,29081,28049,28572,23545,64380.0,5800000.0
2012-04-18,28951,29339,28312,28313,15540,63800.0,5800000.0
2012-04-19,28311,28694,26635,27284,71394,61480.0,5800000.0
2012-04-20,27408,27669,26896,27414,41137,61770.0,5800000.0
2012-04-23,27540,28184,27281,27414,34529,61770.0,5800000.0
2012-04-24,26638,27282,26121,26126,46676,58870.0,5800000.0
2012-04-25,26377,26633,24448,25328,145588,57072.0,5800000.0
2012-04-26,25350,25475,24088,24272,60880,54694.0,5800000.0
2012-04-27,24319,24548,23188,23499,71342,52954.0,5800000.0
2012-04-30,23675,24063,23262,23912,38616,53882.0,5800000.0
2012-05-02,23906,24858,23906,24580,32265,55390.0,5800000.0
2012-05-03,24445,24779,24214,24374,12811,54926.0,5800000.0
2012-05-04,24448,24709,24217,24608,23372,55448.0,5800000.0
2012-05-07,23447,23909,23290,23295,74861,52490.0,5800000.0
2012-05-08,23312,23906,23262,23705,43876,53418.0,5800000.0
2012-05-09,23804,23804,23315,23526,29136,53012.0,5800000.0
2012-05-10,23240,23884,23240,23782,16152,53592.0,5800000.0
2012-05-11,24138,24138,23391,23397,18507,52722.0,5800000.0
2012-05-14,23422,23752,22390,22883,38214,51562.0,5800000.0
2012-05-15,22206,22902,21125,21337,62555,48082.0,5800000.0
2012-05-16,21307,21670,20712,21056,31607,47444.0,5800000.0
2012-05-17,21078,21490,20951,21364,20432,48140.0,5800000.0
2012-05-18,20872,20872,20022,20077,34985,45240.0,5800000.0
2012-05-21,19812,20457,19430,19818,24011,44660.0,5800000.0
2012-05-22,20069,20583,20044,20437,27794,46052.0,5800000.0
2012-05-23,20583,20633,19989,20256,18367,45646.0,5800000.0
2012-05-24,19997,20484,19947,20283,16991,45704.0,5800000.0
2012-05-25,20511,20511,19947,20385,15912,45936.0,5800000.0
2012-05-29,20613,21076,20558,20850,18615,46980.0,5800000.0
2012-05-30,20951,21078,20615,20745,11644,46748.0,5800000.0
2012-05-31,20591,21229,20228,20822,8128,46922.0,5800000.0
2012-06-01,20616,21078,20616,20720,16777,46690.0,5800000.0
2012-06-04,19893,20512,19042,19048,40151,42920.0,5800000.0
2012-06-05,18965,19274,18759,18842,25686,42456.0,5800000.0
2012-06-07,19171,19661,19097,19304,39282,43500.0,5800000.0
2012-06-08,19328,19686,18916,19048,18473,42920.0,5800000.0
2012-06-11,19353,19609,19196,19408,28808,43732.0,5800000.0
2012-06-12,19097,19634,19020,19433,12915,43790.0,5800000.0
2012-06-13,19895,19895,19510,19639,13664,44254.0,5800000.0
2012-06-14,19634,19870,19353,19408,21556,43732.0,5800000.0
2012-06-15,19480,19711,19042,19150,28412,43152.0,5800000.0
2012-06-18,19350,20151,19350,19818,77235,44660.0,5800000.0
2012-06-19,19892,19917,19557,19793,52651,44602.0,5800000.0
2012-06-20,20150,22746,20150,21774,1021464,49068.0,5800000.0
2012-06-21,21642,22234,21388,22008,113284,49590.0,5800000.0
2012-06-22,21488,21672,21180,21648,75727,48778.0,5800000.0
2012-06-25,21565,21721,20769,20976,62719,47270.0,5800000.0
2012-06-26,20663,21332,20663,20850,43354,46980.0,5800000.0
2012-06-27,21100,21100,20151,20850,40984,46980.0,5800000.0
2012-06-28,21100,21975,20712,21466,78461,48372.0,5800000.0
2012-06-29,21077,21769,21053,21260,53834,47908.0,5800000.0
2012-07-02,21565,22415,21182,21620,80566,48720.0,5800000.0
2012-07-03,21617,22261,21538,21879,48769,49300.0,5800000.0
2012-07-04,21925,22231,21615,22162,64741,49938.0,5800000.0
2012-07-05,22159,22159,21771,21826,44669,49184.0,5800000.0
2012-07-06,21719,21950,21259,21260,42093,47908.0,5800000.0
2012-07-09,21408,21538,21075,21543,31955,48546.0,5800000.0
2012-07-10,21537,22363,21281,22341,65156,50344.0,5800000.0
2012-07-11,22131,22619,21873,22341,35451,50344.0,5800000.0
2012-07-12,22154,22748,21592,21648,77593,48778.0,5800000.0
2012-07-13,21846,21846,20588,21749,53345,49010.0,5800000.0
2012-07-16,22134,23290,22134,22445,199101,50576.0,5800000.0
2012-07-17,22413,22644,21873,22291,79084,50228.0,5800000.0
2012-07-18,22388,22545,21100,21106,57585,47560.0,5800000.0
2012-07-19,21205,21436,20665,20773,46481,46806.0,5800000.0
2012-07-20,20847,20973,20591,20616,28148,46458.0,5800000.0
2012-07-23,20124,20435,19042,19048,59474,42920.0,5800000.0
2012-07-24,18635,18966,18428,18533,18668,41760.0,5800000.0
2012-07-25,18168,18193,16985,17015,89443,38338.0,5800000.0
2012-07-26,16569,17084,16470,16987,37108,38280.0,5800000.0
2012-07-27,17139,17395,17139,17323,28414,39034.0,5800000.0
2012-07-30,17397,17397,17009,17015,17361,38338.0,5800000.0
2012-07-31,17031,17834,16959,17502,36228,39440.0,5800000.0
2012-08-01,17675,17755,17347,17502,16590,39440.0,5800000.0
2012-08-02,17467,17648,17340,17425,11259,39266.0,5800000.0
2012-08-03,17417,17496,17004,17218,21898,38802.0,5800000.0
2012-08-06,17216,17444,17034,17064,24603,38454.0,5800000.0
2012-08-07,17163,17959,17163,17323,28795,39034.0,5800000.0
2012-08-08,17728,17728,17315,17348,13900,39092.0,5800000.0
2012-08-09,17444,17989,17138,17760,43930,40020.0,5800000.0
2012-08-10,17834,18431,17812,18146,43304,40890.0,5800000.0
2012-08-13,18018,18247,17678,18146,18233,40890.0,5800000.0
2012-08-14,17993,18637,17914,17939,27684,40426.0,5800000.0
2012-08-16,17705,18113,17705,17890,18635,40310.0,5800000.0
2012-08-17,18061,18267,17777,17813,33507,40136.0,5800000.0
2012-08-20,17879,18214,17702,17862,23589,40252.0,5800000.0
2012-08-21,17834,18066,17707,17939,25885,40426.0,5800000.0
2012-08-22,17911,18222,17754,18016,37236,40600.0,5800000.0
2012-08-23,18016,18965,17911,18610,52772,41934.0,5800000.0
2012-08-24,18528,18709,18090,18404,32520,41470.0,5800000.0
2012-08-27,18429,18429,17755,17890,30353,40310.0,5800000.0
2012-08-28,17752,17857,17213,17554,42715,39556.0,5800000.0
2012-08-29,17521,17675,17213,17579,43218,39614.0,5800000.0
2012-08-30,17752,17752,17365,17425,22253,39266.0,5800000.0
2012-08-31,17422,17554,17166,17246,27497,38860.0,5800000.0
2012-09-03,17186,17417,16952,17194,29300,38744.0,5800000.0
2012-09-04,17138,17959,17138,17785,43382,40078.0,5800000.0
2012-09-05,17879,18033,17546,17837,33150,40194.0,5800000.0
2012-09-06,17991,18580,17834,18016,61363,40600.0,5800000.0
2012-09-07,18245,18451,17882,18173,21626,40948.0,5800000.0
2012-09-10,18038,18605,18016,18327,41068,41296.0,5800000.0
2012-09-11,18319,18399,17986,18300,28543,41238.0,5800000.0
2012-09-12,18294,18448,18142,18300,23825,41238.0,5800000.0
2012-09-13,18398,18910,18142,18919,44692,42630.0,5800000.0
2012-09-14,18891,19303,18759,18789,42681,42340.0,5800000.0
2012-09-17,18754,18908,18347,18456,25830,41586.0,5800000.0
2012-09-18,18349,18660,18349,18610,20878,41934.0,5800000.0
2012-09-19,18786,20022,18734,19510,114704,43964.0,5800000.0
2012-09-20,19559,19766,19097,19254,33859,43384.0,5800000.0
2012-09-21,19510,19689,19045,19202,37489,43268.0,5800000.0
2012-09-24,19303,20330,19122,20335,84844,45820.0,5800000.0
2012-09-25,20482,20511,19942,19975,62884,45008.0,5800000.0
2012-09-26,19584,20385,19584,20077,43882,45240.0,5800000.0
2012-09-27,20275,20275,19507,19793,33063,44602.0,5800000.0
2012-09-28,19815,19997,19196,19304,33459,43500.0,5800000.0
2012-10-02,19042,19403,19042,19073,21339,42978.0,5800000.0
2012-10-04,19122,19455,18993,19073,37270,42978.0,5800000.0
2012-10-05,19122,19273,18993,19073,37949,42978.0,5800000.0
2012-10-08,19067,19067,18500,18506,49950,41702.0,5800000.0
2012-10-09,18351,18789,18272,18583,38148,41876.0,5800000.0
2012-10-10,18528,18734,18090,18223,33733,41064.0,5800000.0
2012-10-11,18220,18347,18013,18173,24437,40948.0,5800000.0
2012-10-12,18170,18734,18145,18146,17743,40890.0,5800000.0
2012-10-15,18267,18267,17133,17631,39578,39730.0,5800000.0
2012-10-16,17576,17752,17238,17760,19220,40020.0,5800000.0
2012-10-17,17753,18014,17728,17736,20167,39962.0,5800000.0
2012-10-18,17728,18008,17389,17425,19814,39266.0,5800000.0
2012-10-19,17292,17499,17141,17502,17817,39440.0,5800000.0
2012-10-22,17365,17879,17265,17631,27034,39730.0,5800000.0
2012-10-23,17626,18088,17499,17785,28068,40078.0,5800000.0
2012-10-24,17752,17879,17571,17631,19443,39730.0,5800000.0
2012-10-25,17802,18008,17496,17631,18980,39730.0,5800000.0
2012-10-26,17578,17882,16984,17295,20767,38976.0,5800000.0
2012-10-29,17318,17397,16572,16577,46498,37352.0,5800000.0
2012-10-30,16291,16729,15953,16602,50534,37410.0,5800000.0
2012-10-31,16592,16726,16184,16550,31416,37294.0,5800000.0
2012-11-01,16726,16726,16107,16448,13099,37062.0,5800000.0
2012-11-02,16316,16704,15749,15958,53156,35960.0,5800000.0
2012-11-05,15951,16033,14921,15444,56393,34800.0,5800000.0
2012-11-06,15439,15568,14924,15136,58654,34104.0,5800000.0
2012-11-07,15051,15282,14899,15136,40861,34104.0,5800000.0
2012-11-08,15076,15282,14795,15161,31520,34162.0,5800000.0
2012-11-09,15155,15312,14869,15185,28520,34220.0,5800000.0
2012-11-12,15207,15719,15182,15392,38005,34684.0,5800000.0
2012-11-13,15389,15695,15128,15444,29830,34800.0,5800000.0
2012-11-14,15568,15697,15185,15290,38075,34452.0,5800000.0
2012-11-15,15105,15337,14668,14930,75747,33640.0,5800000.0
2012-11-16,14924,15312,14638,14723,82705,33176.0,5800000.0
2012-11-19,14717,15183,14693,15161,18183,34162.0,5800000.0
2012-11-20,15568,15568,15003,15315,21310,34510.0,5800000.0
2012-11-21,15439,15620,15153,15444,42854,34800.0,5800000.0
2012-11-22,15438,15645,15337,15598,22367,35148.0,5800000.0
2012-11-23,15695,16363,15695,15857,46946,35728.0,5800000.0
2012-11-26,15981,16187,15389,15573,47244,35090.0,5800000.0
2012-11-27,15670,15695,15309,15675,14090,35322.0,5800000.0
2012-11-28,15670,15799,15389,15573,8819,35090.0,5800000.0
2012-11-29,15694,15771,15565,15700,10564,35380.0,5800000.0
2012-11-30,15568,16005,15568,16011,20549,36076.0,5800000.0
2012-12-03,16135,16135,15722,15727,12082,35438.0,5800000.0
2012-12-04,15540,16033,15540,15650,20660,35264.0,5800000.0
2012-12-05,15672,15903,15622,15727,18479,35438.0,5800000.0
2012-12-06,15622,15928,15336,15340,14018,34568.0,5800000.0
2012-12-07,15334,16082,15309,15906,24222,35844.0,5800000.0
2012-12-10,15829,16035,15672,15983,23389,36018.0,5800000.0
2012-12-11,15852,16187,14924,14930,62666,33640.0,5800000.0
2012-12-12,15182,16338,14899,16217,60838,36540.0,5800000.0
2012-12-13,16211,16363,15876,16242,34713,36598.0,5800000.0
2012-12-14,16082,16338,15978,16319,18739,36772.0,5800000.0
2012-12-17,16313,16338,15980,16267,15351,36656.0,5800000.0
2012-12-18,16209,17211,16209,16550,38541,37294.0,5800000.0
2012-12-20,16522,16855,15953,15958,35428,35960.0,5800000.0
2012-12-21,16082,16338,15826,16060,40879,36192.0,5800000.0
2012-12-24,15953,16674,15829,15958,94929,35960.0,5800000.0
2012-12-26,16057,16212,15950,16036,38198,36134.0,5800000.0
2012-12-27,16060,16266,15928,15983,27251,36018.0,5800000.0
2012-12-28,16211,18113,16134,17683,235281,39846.0,5800000.0
2013-01-02,18008,18008,17496,17862,94932,40252.0,5800000.0
2013-01-03,17854,18446,17727,18456,108622,41586.0,5800000.0
2013-01-04,18317,18627,18140,18456,61135,41586.0,5800000.0
2013-01-07,18528,19304,18428,18429,147648,41528.0,5800000.0
2013-01-08,18112,18605,18011,18481,39274,41644.0,5800000.0
2013-01-09,18296,19403,18272,18789,134038,42340.0,5800000.0
2013-01-10,18915,19224,18786,19073,46735,42978.0,5800000.0
2013-01-11,19248,19534,18940,19535,77145,44022.0,5800000.0
2013-01-14,19557,19711,19224,19587,70125,44138.0,5800000.0
2013-01-15,19430,19686,19303,19535,65358,44022.0,5800000.0
2013-01-16,19535,19560,19072,19177,84642,43210.0,5800000.0
2013-01-17,19072,19378,19072,19304,29658,43500.0,5800000.0
2013-01-18,19171,20278,19171,20052,46916,45182.0,5800000.0
2013-01-21,20069,20201,19813,20206,42623,45530.0,5800000.0
2013-01-22,20071,20330,19917,20335,30402,45820.0,5800000.0
2013-01-23,20332,20409,20071,20077,41417,45240.0,5800000.0
2013-01-24,20457,20457,19892,19975,32176,45008.0,5800000.0
2013-01-25,19838,20250,19813,20000,54073,45066.0,5800000.0
2013-01-28,19997,20561,19997,20566,28737,46342.0,5800000.0
2013-01-29,20591,20688,20305,20591,32451,46400.0,5800000.0
2013-01-30,20559,20713,19812,19818,31264,44660.0,5800000.0
2013-01-31,19969,20511,19686,20256,44302,45646.0,5800000.0
2013-02-01,19969,23263,19892,20668,66689,46574.0,5800000.0
2013-02-04,20583,20869,20536,20668,15699,46574.0,5800000.0
2013-02-05,20663,20663,20305,20462,28969,46110.0,5800000.0
2013-02-06,20665,20847,20330,20797,25809,46864.0,5800000.0
2013-02-07,20616,21103,20459,20720,18239,46690.0,5800000.0
2013-02-08,20690,20872,20591,20696,9977,46632.0,5800000.0
2013-02-12,20484,20794,20459,20745,29546,46748.0,5800000.0
2013-02-13,20586,21100,20586,21004,13003,47328.0,5800000.0
2013-02-14,21000,21928,21000,21620,36727,48720.0,5800000.0
2013-02-15,21389,21722,21207,21364,29942,48140.0,5800000.0
2013-02-18,21256,21744,21100,21518,10776,48488.0,5800000.0
2013-02-19,21202,21615,21202,21518,32360,48488.0,5800000.0
