AP위성(211270),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2016-05-17,8110,8190,7460,7540,495272,98757.0,13097740.0
2016-05-18,7540,7870,7500,7530,206553,98626.0,13097740.0
2016-05-19,7610,7650,7320,7410,107482,97054.0,13097740.0
2016-05-20,7360,7430,7160,7230,185427,94697.0,13097740.0
2016-05-23,7300,7590,7270,7530,174885,98626.0,13097740.0
2016-05-24,7570,7760,7440,7620,185789,99805.0,13097740.0
2016-05-25,7690,7690,7470,7500,84846,98233.0,13097740.0
2016-05-26,7570,7570,7350,7390,97266,96792.0,13097740.0
2016-05-27,7400,7500,7260,7370,97292,96530.0,13097740.0
2016-05-30,7420,7420,7160,7250,131958,94959.0,13097740.0
2016-05-31,7240,7330,7170,7300,88486,95614.0,13097740.0
2016-06-01,7370,7470,7320,7390,76281,96792.0,13097740.0
2016-06-02,7440,7490,7350,7350,44125,96268.0,13097740.0
2016-06-03,7350,7400,7110,7110,157889,93125.0,13097740.0
2016-06-07,7190,7280,7080,7230,91411,94697.0,13097740.0
2016-06-08,7270,7270,7150,7210,59528,94435.0,13097740.0
2016-06-09,7190,7520,7180,7310,185357,95744.0,13097740.0
2016-06-10,7340,7470,7280,7340,75478,96137.0,13097740.0
2016-06-13,7330,7480,7290,7350,75874,96268.0,13097740.0
2016-06-14,7350,7800,7310,7800,245678,102162.0,13097740.0
2016-06-15,7770,7870,7560,7760,133765,101638.0,13097740.0
2016-06-16,7750,7770,7330,7350,115547,96268.0,13097740.0
2016-06-17,7360,7460,7130,7200,101553,94304.0,13097740.0
2016-06-20,7300,7300,7150,7210,43814,94435.0,13097740.0
2016-06-21,7200,7290,7140,7290,169109,95483.0,13097740.0
2016-06-22,7220,7330,7200,7250,74006,94959.0,13097740.0
2016-06-23,7230,7250,7130,7160,62097,93780.0,13097740.0
2016-06-24,7260,7260,6250,6790,303033,88934.0,13097740.0
2016-06-27,6690,7050,6510,6990,119088,91553.0,13097740.0
2016-06-28,6940,7170,6920,7110,65823,93125.0,13097740.0
2016-06-29,7120,7400,7110,7300,89883,95614.0,13097740.0
2016-06-30,7440,7440,7150,7200,79120,94304.0,13097740.0
2016-07-01,7260,7330,7180,7280,44177,95352.0,13097740.0
2016-07-04,7280,7360,7230,7350,50197,96268.0,13097740.0
2016-07-05,7350,7450,7350,7420,45565,97185.0,13097740.0
2016-07-06,7430,7550,6950,7520,111616,98495.0,13097740.0
2016-07-07,7570,7940,7570,7870,231428,103079.0,13097740.0
2016-07-08,7930,8000,7610,7760,95329,101638.0,13097740.0
2016-07-11,7760,7880,7600,7600,54432,99543.0,13097740.0
2016-07-12,7600,7690,7350,7500,66931,98233.0,13097740.0
2016-07-13,7500,7590,7390,7460,108657,97709.0,13097740.0
2016-07-14,7490,7670,7430,7660,64252,100329.0,13097740.0
2016-07-15,7520,7770,7520,7670,70237,100460.0,13097740.0
2016-07-18,7680,7720,7550,7610,37010,99674.0,13097740.0
2016-07-19,7690,8120,7530,7880,188463,103210.0,13097740.0
2016-07-20,8030,8190,7960,8010,156164,104913.0,13097740.0
2016-07-21,8000,8100,7910,7980,54634,104520.0,13097740.0
2016-07-22,7930,8040,7850,7920,55551,103734.0,13097740.0
2016-07-25,7920,8050,7890,7980,57656,104520.0,13097740.0
2016-07-26,8120,8120,7910,7990,28247,104651.0,13097740.0
2016-07-27,8060,8220,7950,8040,88733,105306.0,13097740.0
2016-07-28,8090,8160,8050,8110,39298,106223.0,13097740.0
2016-07-29,8080,8440,8010,8200,138692,107401.0,13097740.0
2016-08-01,8340,8340,8100,8120,80293,106354.0,13097740.0
2016-08-02,8040,8190,7880,7900,89953,103472.0,13097740.0
2016-08-03,7870,8030,7790,7810,68704,102293.0,13097740.0
2016-08-04,7880,7880,7750,7750,39231,101507.0,13097740.0
2016-08-05,7750,8520,7750,8370,302425,109628.0,13097740.0
2016-08-08,0,0,0,8370,0,109628.0,13097740.0
2016-08-09,0,0,0,8370,0,,
2016-08-10,10300,10850,10200,10850,2125168,142110.0,13097740.0
2016-08-11,11500,11550,9860,10250,3701966,134252.0,13097740.0
2016-08-12,10200,10400,9820,9920,924203,129930.0,13097740.0
2016-08-16,9970,9980,9220,9220,685131,120761.0,13097740.0
2016-08-17,9170,9700,9170,9320,588831,122071.0,13097740.0
2016-08-18,9410,9630,9270,9450,326822,123774.0,13097740.0
2016-08-19,9460,9840,9280,9700,397542,127048.0,13097740.0
2016-08-22,9700,9810,9340,9390,203441,122988.0,13097740.0
2016-08-23,9410,9670,9270,9370,116306,122726.0,13097740.0
2016-08-24,9480,9480,9250,9400,92628,123119.0,13097740.0
2016-08-25,9480,9560,9280,9280,115968,121547.0,13097740.0
2016-08-26,9210,9360,9120,9230,70991,120892.0,13097740.0
2016-08-29,9310,9380,8910,8950,93516,117225.0,13097740.0
2016-08-30,8970,9300,8960,9290,78224,121678.0,13097740.0
2016-08-31,9220,9380,8960,9250,73903,121154.0,13097740.0
2016-09-01,9330,9420,9180,9410,74776,123250.0,13097740.0
2016-09-02,9440,9440,9310,9430,51639,123512.0,13097740.0
2016-09-05,9420,9900,9310,9730,296996,127441.0,13097740.0
2016-09-06,9710,9950,9440,9530,267895,124821.0,13097740.0
2016-09-07,9500,9730,9400,9400,94183,123119.0,13097740.0
2016-09-08,9400,9500,8830,9100,150562,119189.0,13097740.0
2016-09-09,8870,9150,8820,9070,52740,118797.0,13097740.0
2016-09-12,8880,9070,8750,8800,69676,115260.0,13097740.0
2016-09-13,8750,8920,8680,8690,54515,113819.0,13097740.0
2016-09-19,8850,9250,8700,9180,67383,120237.0,13097740.0
2016-09-20,9010,9300,9010,9280,50641,121547.0,13097740.0
2016-09-21,9300,9360,9170,9290,41198,121678.0,13097740.0
2016-09-22,9380,9570,9270,9460,81280,123905.0,13097740.0
2016-09-23,9400,9590,9300,9560,68018,125214.0,13097740.0
2016-09-26,9650,10000,9550,9710,277112,127179.0,13097740.0
2016-09-27,9710,9780,9460,9540,76346,124952.0,13097740.0
2016-09-28,9420,9660,9420,9610,64164,125869.0,13097740.0
2016-09-29,9610,9940,9490,9800,130619,128358.0,13097740.0
2016-09-30,10200,10650,9820,9850,559989,129013.0,13097740.0
2016-10-04,9720,10200,9540,10200,142612,133597.0,13097740.0
2016-10-05,10350,10350,9910,9910,151081,129799.0,13097740.0
2016-10-06,10050,10100,9860,9930,68435,130061.0,13097740.0
2016-10-07,9920,10100,9510,9690,766018,126917.0,13097740.0
2016-10-10,9840,10000,9620,9620,181241,126000.0,13097740.0
2016-10-11,9620,9760,9540,9620,63841,126000.0,13097740.0
2016-10-12,9520,9740,9220,9270,163659,121416.0,13097740.0
2016-10-13,9360,9370,9200,9340,71037,122333.0,13097740.0
2016-10-14,9350,9600,9280,9390,74612,122988.0,13097740.0
2016-10-17,9390,9450,9290,9330,40336,122202.0,13097740.0
2016-10-18,9420,9490,9250,9440,70593,123643.0,13097740.0
2016-10-19,9500,9650,9420,9650,54739,126393.0,13097740.0
2016-10-20,9700,9700,9490,9510,53383,124560.0,13097740.0
2016-10-21,9460,9610,9350,9400,42736,123119.0,13097740.0
2016-10-24,9400,9400,9090,9180,104794,120237.0,13097740.0
2016-10-25,9180,9180,8560,8890,62275,116439.0,13097740.0
2016-10-26,8810,9070,8710,8720,46257,114212.0,13097740.0
2016-10-27,8800,9020,8700,9010,30916,118011.0,13097740.0
2016-10-28,9010,9010,8780,8800,44920,115260.0,13097740.0
2016-10-31,8800,8900,8650,8770,27757,114867.0,13097740.0
2016-11-01,8860,8900,8750,8780,37576,114998.0,13097740.0
2016-11-02,8560,8770,8300,8300,57931,108711.0,13097740.0
2016-11-03,7940,8610,7940,8310,50827,108842.0,13097740.0
2016-11-04,8300,8490,8140,8440,23444,110545.0,13097740.0
2016-11-07,8400,8600,8400,8560,22165,112117.0,13097740.0
2016-11-08,8530,8640,8370,8410,31203,110152.0,13097740.0
2016-11-09,8470,8580,7900,8100,77517,106092.0,13097740.0
2016-11-10,8130,8570,8130,8470,35560,110938.0,13097740.0
2016-11-11,8580,8790,8390,8710,43835,114081.0,13097740.0
2016-11-14,8710,8710,8430,8650,33087,113295.0,13097740.0
2016-11-15,8510,8620,8270,8390,39081,125974.0,15014804.0
2016-11-16,8390,8490,8330,8490,25911,127476.0,15014804.0
2016-11-17,8720,10050,8670,8930,1363198,134082.0,15014804.0
2016-11-18,9000,9070,8500,8710,138220,130779.0,15014804.0
2016-11-21,8800,8980,8620,8680,79444,130328.0,15014804.0
2016-11-22,8690,8840,8650,8790,45289,131980.0,15014804.0
2016-11-23,8870,8870,8520,8520,54970,127926.0,15014804.0
2016-11-24,8510,8660,8170,8170,74598,122671.0,15014804.0
2016-11-25,8170,8300,7980,8290,33072,124473.0,15014804.0
2016-11-28,8290,8320,8100,8160,22576,122521.0,15014804.0
2016-11-29,8140,8250,8050,8190,27715,122971.0,15014804.0
2016-11-30,8200,8450,8120,8450,48456,126875.0,15014804.0
2016-12-01,8490,8680,8360,8490,47299,127476.0,15014804.0
2016-12-02,8490,8500,8370,8500,14800,127626.0,15014804.0
2016-12-05,8480,8800,8350,8600,46790,129127.0,15014804.0
2016-12-06,8360,8610,8360,8560,42039,128527.0,15014804.0
2016-12-07,8650,8650,8400,8480,14890,127326.0,15014804.0
2016-12-08,8500,8690,8390,8690,62222,130479.0,15014804.0
2016-12-09,9180,9180,8600,8630,75192,129578.0,15014804.0
2016-12-12,8630,8740,8540,8630,24480,129578.0,15014804.0
2016-12-13,8680,8700,8500,8660,35065,130028.0,15014804.0
2016-12-14,8690,8770,8620,8700,19748,130629.0,15014804.0
2016-12-15,8780,8780,8610,8710,25371,130779.0,15014804.0
2016-12-16,8740,8910,8740,8910,22620,133782.0,15014804.0
2016-12-19,8930,8990,8790,8910,27000,133782.0,15014804.0
2016-12-20,8990,9010,8830,8830,21313,132581.0,15014804.0
2016-12-21,8750,8880,8720,8800,27172,132130.0,15014804.0
2016-12-22,8720,8940,8720,8900,27149,133632.0,15014804.0
2016-12-23,9000,9040,8880,8980,31903,134833.0,15014804.0
2016-12-26,9000,9000,8770,8850,43467,132881.0,15014804.0
2016-12-27,8820,8940,8780,8820,18635,132431.0,15014804.0
2016-12-28,8890,8890,8720,8770,18894,131680.0,15014804.0
2016-12-29,8730,8850,8690,8780,18093,131830.0,15014804.0
2017-01-02,8830,8830,8700,8750,7084,131380.0,15014804.0
2017-01-03,8750,8870,8740,8850,18231,132881.0,15014804.0
2017-01-04,8900,9110,8800,9100,79145,136635.0,15014804.0
2017-01-05,9100,9170,9030,9100,24627,136635.0,15014804.0
2017-01-06,9120,9170,9000,9100,24847,136635.0,15014804.0
2017-01-09,9170,9320,9100,9250,67089,138887.0,15014804.0
2017-01-10,9300,9350,9150,9260,40109,139037.0,15014804.0
2017-01-11,9250,9300,9040,9040,28052,135734.0,15014804.0
2017-01-12,9030,9090,8940,9030,41293,135584.0,15014804.0
2017-01-13,9120,9120,8910,9060,28972,136034.0,15014804.0
2017-01-16,9120,9120,8900,9020,31186,135434.0,15014804.0
2017-01-17,9020,9080,8890,8980,21425,134833.0,15014804.0
2017-01-18,8980,9010,8800,8990,22385,134983.0,15014804.0
2017-01-19,9000,9060,8860,9000,20575,135133.0,15014804.0
2017-01-20,9000,9000,8820,8840,14370,132731.0,15014804.0
2017-01-23,8940,8940,8780,8840,9792,132731.0,15014804.0
2017-01-24,8800,8880,8690,8740,10926,131229.0,15014804.0
2017-01-25,8830,8830,8520,8570,21787,128677.0,15014804.0
2017-01-26,8560,8710,8500,8570,22376,128677.0,15014804.0
2017-01-31,8550,8600,8450,8540,30605,128226.0,15014804.0
2017-02-01,8510,8730,8470,8550,22578,128377.0,15014804.0
2017-02-02,8500,8590,8290,8450,40048,126875.0,15014804.0
2017-02-03,8450,8470,8220,8460,18535,127025.0,15014804.0
2017-02-06,8380,8460,8200,8220,34248,123422.0,15014804.0
2017-02-07,8200,8320,8150,8240,18048,123722.0,15014804.0
2017-02-08,8240,8240,8040,8170,28691,122671.0,15014804.0
2017-02-09,8090,8250,8090,8200,13333,123121.0,15014804.0
2017-02-10,8200,8290,8090,8190,19918,122971.0,15014804.0
2017-02-13,8190,8370,8160,8310,15792,124773.0,15014804.0
2017-02-14,8380,8380,8290,8330,9193,125073.0,15014804.0
2017-02-15,8400,8400,8240,8250,22392,123872.0,15014804.0
2017-02-16,8200,8340,8200,8260,5474,124022.0,15014804.0
2017-02-17,8340,8340,8230,8230,10098,123572.0,15014804.0
2017-02-20,8290,8300,8130,8230,15574,123572.0,15014804.0
2017-02-21,8150,8410,8150,8390,32873,125974.0,15014804.0
2017-02-22,8420,8450,8300,8400,13844,126124.0,15014804.0
2017-02-23,8400,8440,8300,8310,11529,124773.0,15014804.0
2017-02-24,8240,8380,8240,8300,9184,124623.0,15014804.0
2017-02-27,8450,8480,8310,8310,35001,124773.0,15014804.0
2017-02-28,8060,8400,8060,8310,21880,124773.0,15014804.0
2017-03-02,8350,8480,8300,8360,22086,125524.0,15014804.0
2017-03-03,8360,8400,8260,8320,10731,124923.0,15014804.0
2017-03-06,8320,8320,8160,8280,13376,124323.0,15014804.0
2017-03-07,8240,8350,8220,8290,22749,124473.0,15014804.0
2017-03-08,8340,8510,8300,8340,28576,125223.0,15014804.0
2017-03-09,8400,8500,8300,8420,21520,126425.0,15014804.0
2017-03-10,8420,8530,8370,8500,21719,127626.0,15014804.0
2017-03-13,8570,8570,8430,8540,32110,128226.0,15014804.0
2017-03-14,8510,8570,8450,8520,21507,127926.0,15014804.0
2017-03-15,8520,8660,8430,8610,27787,129277.0,15014804.0
2017-03-16,8690,8720,8610,8720,33286,130929.0,15014804.0
2017-03-17,8700,8840,8700,8810,15592,132280.0,15014804.0
2017-03-20,8740,8940,8710,8710,33932,130779.0,15014804.0
2017-03-21,8800,8800,8700,8750,17048,131380.0,15014804.0
2017-03-22,8750,8800,8700,8800,16679,132130.0,15014804.0
2017-03-23,8840,8840,8630,8730,21753,131079.0,15014804.0
2017-03-24,8760,9000,8730,8950,30257,134382.0,15014804.0
2017-03-27,8800,9030,8760,8920,21739,133932.0,15014804.0
2017-03-28,8850,8990,8820,8870,31343,133181.0,15014804.0
2017-03-29,8910,8960,8810,8930,19955,134082.0,15014804.0
2017-03-30,8990,8990,8840,8950,20008,134382.0,15014804.0
2017-03-31,8920,8950,8770,8860,36057,133031.0,15014804.0
2017-04-03,8860,9000,8790,8900,31084,133632.0,15014804.0
2017-04-04,8900,8980,8840,8910,40481,133782.0,15014804.0
2017-04-05,8910,9000,8890,8950,28057,134382.0,15014804.0
2017-04-06,8890,8950,8830,8850,14431,132881.0,15014804.0
2017-04-07,8920,8940,8860,8940,34588,134232.0,15014804.0
2017-04-10,8940,8940,8710,8920,23848,133932.0,15014804.0
2017-04-11,8810,8930,8800,8880,15749,133331.0,15014804.0
2017-04-12,8850,8880,8800,8840,9915,132731.0,15014804.0
2017-04-13,8750,8910,8750,8900,29585,133632.0,15014804.0
2017-04-14,8920,8980,8780,8840,12671,132731.0,15014804.0
2017-04-17,8840,8930,8690,8890,26699,133482.0,15014804.0
2017-04-18,8920,8940,8860,8900,10739,133632.0,15014804.0
2017-04-19,8880,8910,8800,8900,13379,133632.0,15014804.0
2017-04-20,8860,8960,8850,8930,12305,134082.0,15014804.0
2017-04-21,9000,9000,8850,8930,15875,134082.0,15014804.0
2017-04-24,9010,9300,8960,9060,292051,136034.0,15014804.0
2017-04-25,9070,9120,8500,9110,43717,136785.0,15014804.0
2017-04-26,9150,9300,9000,9150,129790,137385.0,15014804.0
2017-04-27,9190,9250,8950,9000,42955,135133.0,15014804.0
2017-04-28,9000,9070,8860,9010,47848,135283.0,15014804.0
2017-05-02,9010,9030,8860,9010,31302,135283.0,15014804.0
2017-05-04,8970,9060,8950,9010,17839,135283.0,15014804.0
2017-05-08,9010,9060,8920,9020,58729,135434.0,15014804.0
2017-05-10,9020,9110,8900,8960,25829,134533.0,15014804.0
2017-05-11,9020,9020,8800,8940,33371,134232.0,15014804.0
2017-05-12,8980,9050,8860,9050,52274,135884.0,15014804.0
2017-05-15,9100,9180,8950,9020,114688,135434.0,15014804.0
2017-05-16,9020,9100,8950,8970,48910,134683.0,15014804.0
2017-05-17,9050,9070,8900,8990,33230,134983.0,15014804.0
2017-05-18,8950,9040,8910,9040,16285,135734.0,15014804.0
2017-05-19,9050,9210,8990,9210,75624,138286.0,15014804.0
2017-05-22,9210,9310,9200,9250,36997,138887.0,15014804.0
2017-05-23,9300,9300,9190,9270,31795,139187.0,15014804.0
2017-05-24,9270,9580,9240,9440,94426,141740.0,15014804.0
2017-05-25,9450,9580,9430,9470,22855,142190.0,15014804.0
2017-05-26,9500,9580,9380,9490,22430,142490.0,15014804.0
2017-05-29,9530,9550,9360,9370,41022,140689.0,15014804.0
2017-05-30,9400,9400,9110,9200,61949,138136.0,15014804.0
2017-05-31,9160,9200,8830,8830,84706,132581.0,15014804.0
2017-06-01,8850,8920,8770,8850,41542,132881.0,15014804.0
2017-06-02,8810,8960,8810,8900,27497,133632.0,15014804.0
2017-06-05,8900,9000,8850,8900,18407,133632.0,15014804.0
2017-06-07,9000,9000,8740,8740,47303,131229.0,15014804.0
2017-06-08,8800,8800,8500,8580,47695,128827.0,15014804.0
2017-06-09,8580,8700,8550,8690,17208,130479.0,15014804.0
2017-06-12,8690,8920,8610,8830,40918,132581.0,15014804.0
2017-06-13,8770,8930,8770,8860,16529,133031.0,15014804.0
2017-06-14,8850,8890,8730,8760,15843,131530.0,15014804.0
2017-06-15,8760,8830,8590,8650,19772,129878.0,15014804.0
2017-06-16,8600,8680,8500,8620,25480,129428.0,15014804.0
2017-06-19,8620,8670,8500,8620,13520,129428.0,15014804.0
2017-06-20,8590,8700,8490,8620,25772,129428.0,15014804.0
2017-06-21,8620,8650,8520,8590,13613,128977.0,15014804.0
2017-06-22,8500,8580,8440,8460,18894,127025.0,15014804.0
2017-06-23,8540,8540,8330,8450,25378,126875.0,15014804.0
2017-06-26,8440,8440,8300,8330,21719,125073.0,15014804.0
2017-06-27,8300,8390,8300,8340,7246,125223.0,15014804.0
2017-06-28,8340,8410,8320,8360,8121,125524.0,15014804.0
2017-06-29,8410,8470,8330,8410,11368,126275.0,15014804.0
2017-06-30,8440,8450,8300,8360,23402,125524.0,15014804.0
2017-07-03,8430,8430,8300,8370,12995,125674.0,15014804.0
2017-07-04,8380,8400,8290,8350,8878,125374.0,15014804.0
2017-07-05,8380,8480,8330,8480,15937,127326.0,15014804.0
2017-07-06,8540,8660,8410,8490,28992,127476.0,15014804.0
2017-07-07,8490,8510,8300,8370,13674,125674.0,15014804.0
2017-07-10,8400,8400,8100,8130,24949,122070.0,15014804.0
2017-07-11,8060,8200,8060,8130,15755,122070.0,15014804.0
2017-07-12,8150,8220,8100,8170,12995,122671.0,15014804.0
2017-07-13,8240,8300,8140,8200,13527,123121.0,15014804.0
2017-07-14,8300,8300,8150,8210,17912,123272.0,15014804.0
2017-07-17,8610,9430,8520,8670,130528,130178.0,15014804.0
2017-07-18,8650,8650,8400,8520,38338,127926.0,15014804.0
2017-07-19,8520,8680,8500,8510,8932,127776.0,15014804.0
2017-07-20,8500,8600,8450,8550,14979,128377.0,15014804.0
2017-07-21,8550,8560,8400,8470,12756,127175.0,15014804.0
2017-07-24,8500,8500,8410,8460,13531,127025.0,15014804.0
2017-07-25,8460,8540,8400,8460,10873,127025.0,15014804.0
2017-07-26,8500,8500,8410,8480,16415,127326.0,15014804.0
2017-07-27,8480,8520,8380,8450,15650,126875.0,15014804.0
2017-07-28,8450,8600,8250,8480,32174,127326.0,15014804.0
2017-07-31,8560,8830,8560,8750,70482,131380.0,15014804.0
2017-08-01,8800,8810,8710,8780,39526,131830.0,15014804.0
2017-08-02,8780,8850,8680,8680,14591,130328.0,15014804.0
2017-08-03,8710,8710,8520,8550,9939,128377.0,15014804.0
2017-08-04,8580,8650,8470,8550,14665,128377.0,15014804.0
2017-08-07,8500,8650,8470,8560,10800,128527.0,15014804.0
2017-08-08,8600,8600,8110,8490,13655,127476.0,15014804.0
2017-08-09,8490,8880,8410,8820,81687,132431.0,15014804.0
2017-08-10,8850,9050,8650,8770,76668,131680.0,15014804.0
2017-08-11,8760,8800,8500,8770,25226,131680.0,15014804.0
2017-08-14,8750,9000,8370,8560,38602,128527.0,15014804.0
2017-08-16,8610,8770,8480,8550,15220,128377.0,15014804.0
2017-08-17,8580,8650,8350,8350,17605,125374.0,15014804.0
2017-08-18,8400,8480,8160,8290,38090,124473.0,15014804.0
2017-08-21,8360,8460,8290,8350,23827,125374.0,15014804.0
2017-08-22,8260,8420,8250,8330,21251,125073.0,15014804.0
2017-08-23,8330,8390,8260,8320,15111,124923.0,15014804.0
2017-08-24,8400,8410,8280,8320,15471,124923.0,15014804.0
2017-08-25,8350,8630,8320,8420,52345,126425.0,15014804.0
2017-08-28,8520,8740,8520,8660,87767,130028.0,15014804.0
2017-08-29,8600,8700,8480,8630,26431,129578.0,15014804.0
2017-08-30,8650,8690,8550,8640,11623,129728.0,15014804.0
2017-08-31,8610,8670,8500,8610,12806,129277.0,15014804.0
2017-09-01,8640,8690,8510,8630,18314,129578.0,15014804.0
2017-09-04,8510,8700,8490,8550,13767,128377.0,15014804.0
2017-09-05,8550,8620,8460,8500,12582,127626.0,15014804.0
2017-09-06,8560,8590,8430,8510,9003,127776.0,15014804.0
2017-09-07,8580,8600,8390,8470,14394,127175.0,15014804.0
2017-09-08,8470,8600,8400,8470,12624,127175.0,15014804.0
2017-09-11,8470,8470,8290,8330,19525,125073.0,15014804.0
2017-09-12,8290,8400,8200,8360,15112,125524.0,15014804.0
2017-09-13,8300,8400,8300,8300,9548,124623.0,15014804.0
2017-09-14,8300,8400,8300,8370,11205,125674.0,15014804.0
2017-09-15,8330,8410,8310,8370,6157,125674.0,15014804.0
2017-09-18,8410,8410,8250,8250,13261,123872.0,15014804.0
2017-09-19,8250,8290,8150,8210,14142,123272.0,15014804.0
2017-09-20,8200,8380,8140,8240,6416,123722.0,15014804.0
2017-09-21,8240,8340,8200,8250,7791,123872.0,15014804.0
2017-09-22,8100,8250,8000,8120,24398,121920.0,15014804.0
2017-09-25,8120,8120,7680,7880,30015,118317.0,15014804.0
2017-09-26,7560,7950,7560,7930,20123,119067.0,15014804.0
2017-09-27,7930,8000,7920,7970,3228,119668.0,15014804.0
2017-09-28,8000,8070,7990,8050,8776,120869.0,15014804.0
2017-09-29,7940,8100,7900,8020,8333,120419.0,15014804.0
2017-10-10,8020,8100,7910,8000,6793,120118.0,15014804.0
2017-10-11,7910,8080,7910,8000,7389,120118.0,15014804.0
2017-10-12,8100,8100,7930,8020,14296,120419.0,15014804.0
2017-10-13,8090,8090,7960,8000,11554,120118.0,15014804.0
2017-10-16,8000,8070,7900,8000,9408,120118.0,15014804.0
2017-10-17,8000,8010,7900,8000,5377,120118.0,15014804.0
2017-10-18,8000,8050,7930,8000,4862,120118.0,15014804.0
2017-10-19,7930,8040,7910,8000,5595,120118.0,15014804.0
2017-10-20,8050,8050,7850,8020,9156,120419.0,15014804.0
2017-10-23,8030,8040,7790,8000,34068,120118.0,15014804.0
2017-10-24,7900,8000,7870,7960,8087,119518.0,15014804.0
2017-10-25,7960,8100,7870,8030,14424,120569.0,15014804.0
2017-10-26,8030,8090,7880,8000,11861,120118.0,15014804.0
2017-10-27,8000,8040,7900,7910,13021,118767.0,15014804.0
2017-10-30,7980,8070,7950,8020,9675,120419.0,15014804.0
2017-10-31,8050,8050,7950,8030,6251,120569.0,15014804.0
2017-11-01,8030,8030,7920,8000,8251,120118.0,15014804.0
2017-11-02,8000,8050,7890,8040,19083,120719.0,15014804.0
2017-11-03,8090,8110,7900,7970,9876,119668.0,15014804.0
2017-11-06,7970,8040,7700,7940,8760,119218.0,15014804.0
2017-11-07,7920,8000,7880,7970,5637,119668.0,15014804.0
2017-11-08,7970,8000,7700,7860,10102,118016.0,15014804.0
2017-11-09,7860,8000,7830,7860,36725,118016.0,15014804.0
2017-11-10,7950,7990,7770,7820,24351,117416.0,15014804.0
2017-11-13,7820,7820,7690,7770,17451,116665.0,15014804.0
2017-11-14,7770,7800,7710,7730,7232,116064.0,15014804.0
2017-11-15,7730,7730,7520,7600,24749,114113.0,15014804.0
2017-11-16,7660,7680,7500,7620,10041,114413.0,15014804.0
2017-11-17,7500,7620,7470,7550,16319,113362.0,15014804.0
2017-11-20,7590,7750,7550,7700,29420,115614.0,15014804.0
