클래시스(214150),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2015-06-03,4460,4480,4460,4460,17785,12265.0,5500000.0
2015-06-04,4460,4480,4450,4460,9682,12265.0,5500000.0
2015-06-05,4470,4470,4390,4430,115060,12182.0,5500000.0
2015-06-08,4430,4430,4390,4410,38732,12128.0,5500000.0
2015-06-09,4440,4440,4400,4420,15271,12155.0,5500000.0
2015-06-10,4410,4420,4360,4380,51789,12045.0,5500000.0
2015-06-11,4370,4400,4300,4340,37863,11935.0,5500000.0
2015-06-12,4300,4330,4270,4320,44605,11880.0,5500000.0
2015-06-15,4290,4370,4290,4330,25895,11908.0,5500000.0
2015-06-16,4290,4320,4180,4190,50471,11522.0,5500000.0
2015-06-17,4280,4280,4130,4170,13316,11468.0,5500000.0
2015-06-18,4290,4300,4120,4160,21299,11440.0,5500000.0
2015-06-19,4120,4250,4120,4220,5759,11605.0,5500000.0
2015-06-22,4220,4270,4170,4230,10366,11632.0,5500000.0
2015-06-23,4330,4330,4200,4250,1120,11688.0,5500000.0
2015-06-24,4320,4320,4220,4260,16306,11715.0,5500000.0
2015-06-25,4140,4280,4140,4260,6690,11715.0,5500000.0
2015-06-26,4200,4330,4200,4300,9277,11825.0,5500000.0
2015-06-29,4380,4380,4280,4360,35334,11990.0,5500000.0
2015-06-30,4360,4500,4200,4500,40886,12375.0,5500000.0
2015-07-01,4340,4430,4320,4410,29657,12128.0,5500000.0
2015-07-02,4360,4400,4230,4400,5987,12100.0,5500000.0
2015-07-03,4350,4400,4330,4380,10796,12045.0,5500000.0
2015-07-06,4530,4530,4330,4330,4785,11908.0,5500000.0
2015-07-07,4320,4380,4320,4360,19137,11990.0,5500000.0
2015-07-08,4370,4460,4350,4430,10876,12182.0,5500000.0
2015-07-09,4400,4400,4220,4340,36137,11935.0,5500000.0
2015-07-10,4380,4420,4340,4410,11468,12128.0,5500000.0
2015-07-13,4350,4390,4310,4370,8557,12018.0,5500000.0
2015-07-14,4370,4390,4370,4390,9286,12072.0,5500000.0
2015-07-15,4360,4420,4360,4400,15416,12100.0,5500000.0
2015-07-16,4400,4440,4400,4420,11202,12155.0,5500000.0
2015-07-17,4430,4430,4360,4420,66,12155.0,5500000.0
2015-07-20,4370,4500,4370,4450,7515,12238.0,5500000.0
2015-07-21,4390,4440,4380,4420,4544,12155.0,5500000.0
2015-07-22,4420,4470,4420,4450,5212,12238.0,5500000.0
2015-07-23,4480,4480,4450,4480,8107,12320.0,5500000.0
2015-07-24,4480,4500,4430,4480,11590,12320.0,5500000.0
2015-07-27,4500,4500,4440,4440,15381,12210.0,5500000.0
2015-07-28,4470,4470,4410,4460,7301,12265.0,5500000.0
2015-07-29,4490,4490,4450,4460,7905,12265.0,5500000.0
2015-07-30,4490,4530,4460,4480,2418,12320.0,5500000.0
2015-07-31,4550,4550,4500,4540,3727,12485.0,5500000.0
2015-08-03,4540,4570,4510,4550,3596,12512.0,5500000.0
2015-08-04,4500,4570,4400,4500,112493,12375.0,5500000.0
2015-08-05,4500,4540,4500,4520,5426,12430.0,5500000.0
2015-08-06,4560,4630,4520,4570,34937,12568.0,5500000.0
2015-08-07,4570,4620,4530,4580,12435,12595.0,5500000.0
2015-08-10,4550,4600,4530,4580,6503,12595.0,5500000.0
2015-08-11,4520,4600,4520,4600,12852,12650.0,5500000.0
2015-08-12,4590,4590,4450,4550,10197,12512.0,5500000.0
2015-08-13,4450,4570,4450,4550,11948,12512.0,5500000.0
2015-08-17,4550,4550,4500,4540,3888,12485.0,5500000.0
2015-08-18,4490,4560,4440,4500,30512,12375.0,5500000.0
2015-08-19,4440,4550,4380,4450,47793,12238.0,5500000.0
2015-08-20,4370,4510,4370,4460,1788,12265.0,5500000.0
2015-08-21,4390,4460,4370,4400,29742,12100.0,5500000.0
2015-08-24,4400,4530,4360,4400,14350,12100.0,5500000.0
2015-08-25,4440,4440,4340,4360,6936,11990.0,5500000.0
2015-08-26,4410,4420,4360,4400,14209,12100.0,5500000.0
2015-08-27,4400,4500,4360,4380,24659,12045.0,5500000.0
2015-08-28,4440,4440,4330,4350,6308,11962.0,5500000.0
2015-08-31,4350,4380,4350,4360,2228,11990.0,5500000.0
2015-09-01,4320,4360,4310,4360,13984,11990.0,5500000.0
2015-09-02,4310,4360,4310,4360,1492,11990.0,5500000.0
2015-09-03,4420,4420,4390,4390,2612,12072.0,5500000.0
2015-09-04,4380,4380,4380,4380,60,12045.0,5500000.0
2015-09-07,4370,4370,4370,4370,0,12018.0,5500000.0
2015-09-08,4410,4410,4300,4370,120979,12018.0,5500000.0
2015-09-09,4380,4380,4380,4380,2,12045.0,5500000.0
2015-09-10,4390,4390,4280,4280,8830,11770.0,5500000.0
2015-09-11,4300,4320,4280,4320,28736,11880.0,5500000.0
2015-09-14,4320,4320,4280,4320,20611,11880.0,5500000.0
2015-09-15,4320,4380,4270,4330,6868,11908.0,5500000.0
2015-09-16,4270,4370,4140,4220,15851,11605.0,5500000.0
2015-09-17,4220,4270,4200,4270,34793,11742.0,5500000.0
2015-09-18,4280,4280,4200,4210,42271,11578.0,5500000.0
2015-09-21,4200,4230,4170,4230,42476,11632.0,5500000.0
2015-09-22,4260,4260,4170,4220,5240,11605.0,5500000.0
2015-09-23,4180,4230,4170,4220,8863,11605.0,5500000.0
2015-09-24,4180,4230,4170,4210,1309,11578.0,5500000.0
2015-09-25,4210,4230,4200,4220,7424,11605.0,5500000.0
2015-09-30,4260,4260,4200,4240,30434,11660.0,5500000.0
2015-10-01,4240,4240,4200,4210,2269,11578.0,5500000.0
2015-10-02,4210,4270,4200,4270,11945,11742.0,5500000.0
2015-10-05,4220,4280,4210,4210,1427,11578.0,5500000.0
2015-10-06,4210,4250,4210,4250,4379,11688.0,5500000.0
2015-10-07,4250,4260,4210,4230,1269,11632.0,5500000.0
2015-10-08,4230,4230,4220,4230,394,11632.0,5500000.0
2015-10-12,4220,4250,4220,4230,1076,11632.0,5500000.0
2015-10-13,4240,4260,4240,4250,6585,11688.0,5500000.0
2015-10-14,4260,4260,4210,4210,57,11578.0,5500000.0
2015-10-15,4210,4240,4210,4240,2,11660.0,5500000.0
2015-10-16,4220,4220,4220,4220,3708,11605.0,5500000.0
2015-10-19,4200,4250,4200,4230,753,11632.0,5500000.0
2015-10-20,4200,4240,4200,4240,3609,11660.0,5500000.0
2015-10-21,4240,4240,4230,4230,141,11632.0,5500000.0
2015-10-22,4200,4240,4200,4210,8113,11578.0,5500000.0
2015-10-23,4210,4210,4200,4210,4508,11578.0,5500000.0
2015-10-26,4190,4270,4190,4210,2192,11578.0,5500000.0
2015-10-27,4210,4210,4200,4200,1811,11550.0,5500000.0
2015-10-28,4210,4240,4210,4240,851,11660.0,5500000.0
2015-10-29,4200,4220,4200,4200,9431,11550.0,5500000.0
2015-10-30,4180,4250,4160,4200,1310,11550.0,5500000.0
2015-11-02,4190,4210,4190,4210,14796,11578.0,5500000.0
2015-11-03,4240,4240,4180,4200,22678,11550.0,5500000.0
2015-11-04,4210,4210,4210,4210,524,11578.0,5500000.0
2015-11-05,4210,4210,4170,4170,3688,11468.0,5500000.0
2015-11-06,4170,4200,4160,4160,4908,11440.0,5500000.0
2015-11-09,4140,4160,4120,4120,24498,11330.0,5500000.0
2015-11-10,4120,4140,4010,4040,18085,11110.0,5500000.0
2015-11-11,4100,4100,4050,4050,537,11138.0,5500000.0
2015-11-12,4040,4050,4040,4050,8439,11138.0,5500000.0
2015-11-13,4050,4050,4040,4040,4160,11110.0,5500000.0
2015-11-16,4040,4050,4000,4030,7218,11082.0,5500000.0
2015-11-17,4020,4040,4020,4020,5315,11055.0,5500000.0
2015-11-18,4020,4030,4020,4030,1424,11082.0,5500000.0
2015-11-19,4030,4030,4030,4030,1515,11082.0,5500000.0
2015-11-20,4010,4040,4010,4040,1089,11110.0,5500000.0
2015-11-23,4020,4020,4000,4020,13577,11055.0,5500000.0
2015-11-24,4020,4050,4020,4040,52124,11110.0,5500000.0
2015-11-25,4040,4040,4000,4020,12373,11055.0,5500000.0
2015-11-26,4000,4040,4000,4040,25676,11110.0,5500000.0
2015-11-27,4040,4040,4000,4020,2652,11055.0,5500000.0
2015-11-30,3990,4050,3990,4050,29254,11138.0,5500000.0
2015-12-01,4040,4040,4000,4000,9402,11000.0,5500000.0
2015-12-02,4010,4010,4000,4010,18022,11028.0,5500000.0
2015-12-03,4010,4010,4000,4010,3221,11028.0,5500000.0
2015-12-04,4010,4030,4010,4030,1001,11082.0,5500000.0
2015-12-07,4000,4020,4000,4020,4909,11055.0,5500000.0
2015-12-08,4020,4020,4000,4000,4590,11000.0,5500000.0
2015-12-09,4000,4010,3990,4010,5347,11028.0,5500000.0
2015-12-10,3990,4000,3980,4000,9901,11000.0,5500000.0
2015-12-11,4000,4000,4000,4000,9467,11000.0,5500000.0
2015-12-14,4000,4000,3980,3980,9672,10945.0,5500000.0
2015-12-15,4000,4010,3990,4010,4064,11028.0,5500000.0
2015-12-16,4010,4020,4010,4020,3000,11055.0,5500000.0
2015-12-17,4000,4000,3970,4000,6984,11000.0,5500000.0
2015-12-18,4000,4000,4000,4000,0,11000.0,5500000.0
2015-12-21,4000,4000,4000,4000,0,,
2015-12-22,4000,4020,4000,4010,11100,11028.0,5500000.0
2015-12-23,3990,4010,3990,4010,7017,11028.0,5500000.0
2015-12-24,4000,4060,4000,4060,10618,11165.0,5500000.0
2015-12-28,4020,4020,4000,4000,2123,11000.0,5500000.0
2015-12-29,4020,4030,4020,4020,85,11055.0,5500000.0
2015-12-30,4040,4120,4020,4020,64,11055.0,5500000.0
2016-01-04,4040,4040,4010,4020,2329,11055.0,5500000.0
2016-01-05,4040,4040,3980,3980,25498,10945.0,5500000.0
2016-01-06,4010,4040,4010,4030,1502,11082.0,5500000.0
2016-01-07,4000,4010,4000,4010,758,11028.0,5500000.0
2016-01-08,3980,4010,3980,4000,3714,11000.0,5500000.0
2016-01-11,4020,4070,4020,4020,9098,11055.0,5500000.0
2016-01-12,4040,4040,4020,4020,5905,11055.0,5500000.0
2016-01-13,4020,4020,4020,4020,0,11055.0,5500000.0
2016-01-14,4110,4110,4040,4040,1005,11110.0,5500000.0
2016-01-15,3980,4040,3980,4040,530,11110.0,5500000.0
2016-01-18,3980,3980,3980,3980,548,10945.0,5500000.0
2016-01-19,3990,4010,3990,4000,2481,11000.0,5500000.0
2016-01-20,4000,4000,4000,4000,0,,
2016-01-21,4020,4040,3970,4040,11804,11110.0,5500000.0
2016-01-22,4020,4020,4020,4020,5250,11055.0,5500000.0
2016-01-25,3980,4030,3970,4010,3727,11028.0,5500000.0
2016-01-26,4000,4000,4000,4000,0,11000.0,5500000.0
2016-01-27,4010,4010,4000,4000,2801,11000.0,5500000.0
2016-01-28,4000,4000,3990,4000,3369,11000.0,5500000.0
2016-01-29,4010,4010,3990,4000,2602,11000.0,5500000.0
2016-02-01,4000,4010,4000,4010,4318,11028.0,5500000.0
2016-02-02,4000,4000,4000,4000,90,11000.0,5500000.0
2016-02-03,4020,4020,4010,4020,801,11055.0,5500000.0
2016-02-04,3990,4010,3990,4010,2,11028.0,5500000.0
2016-02-05,4000,4000,3990,3990,1281,10972.0,5500000.0
2016-02-11,3990,4020,3990,4020,2,11055.0,5500000.0
2016-02-12,4000,4160,3980,4160,2851,11440.0,5500000.0
2016-02-15,4150,4150,3990,4000,2446,11000.0,5500000.0
2016-02-16,3960,4000,3960,4000,1075,11000.0,5500000.0
2016-02-17,3990,4000,3990,4000,1268,11000.0,5500000.0
2016-02-18,4020,4020,4000,4010,1186,11028.0,5500000.0
2016-02-19,3990,4010,3990,4010,102,11028.0,5500000.0
2016-02-22,3980,4020,3980,4020,3705,11055.0,5500000.0
2016-02-23,3990,4000,3990,3990,3082,10972.0,5500000.0
2016-02-24,3990,3990,3990,3990,5,10972.0,5500000.0
2016-02-25,4030,4030,3960,3990,2709,10972.0,5500000.0
2016-02-26,4030,4030,3970,4030,2102,11082.0,5500000.0
2016-02-29,4040,4040,3980,3980,13,10945.0,5500000.0
2016-03-02,3980,4030,3970,3990,1342,10972.0,5500000.0
2016-03-03,4000,4000,3970,3990,1480,10972.0,5500000.0
2016-03-04,4000,4000,3970,3980,752,10945.0,5500000.0
2016-03-07,3990,3990,3970,3990,2020,10972.0,5500000.0
2016-03-08,3980,3980,3960,3960,83,10890.0,5500000.0
2016-03-09,3940,3940,3910,3940,8236,10835.0,5500000.0
2016-03-10,3940,3940,3930,3940,17298,10835.0,5500000.0
2016-03-11,3930,3940,3930,3930,5013,10808.0,5500000.0
2016-03-14,3940,3940,3930,3940,615,10835.0,5500000.0
2016-03-15,3980,3980,3930,3960,1554,10890.0,5500000.0
2016-03-16,3960,3960,3920,3930,1992,10808.0,5500000.0
2016-03-17,3940,4010,3930,3940,16049,10835.0,5500000.0
2016-03-18,3940,3940,3940,3940,347,10835.0,5500000.0
2016-03-21,3940,4000,3940,4000,4515,11000.0,5500000.0
2016-03-22,3980,3980,3980,3980,0,10945.0,5500000.0
2016-03-23,3930,3960,3930,3960,8062,10890.0,5500000.0
2016-03-24,3960,3960,3960,3960,0,10890.0,5500000.0
2016-03-25,4000,4000,3980,3990,1110,10972.0,5500000.0
2016-03-28,3990,4000,3980,4000,1085,11000.0,5500000.0
2016-03-29,3960,3990,3920,3990,5075,10972.0,5500000.0
2016-03-30,3990,3990,3960,3970,69,10918.0,5500000.0
2016-03-31,4020,4020,4000,4000,4,11000.0,5500000.0
2016-04-01,4000,4010,3970,4010,11844,11028.0,5500000.0
2016-04-04,4000,4000,3990,4000,10932,11000.0,5500000.0
2016-04-05,4010,4010,3980,4000,1509,11000.0,5500000.0
2016-04-06,3980,4010,3980,4010,2850,11028.0,5500000.0
2016-04-07,4000,4000,4000,4000,2000,11000.0,5500000.0
2016-04-08,4010,4020,3970,4020,10247,11055.0,5500000.0
2016-04-11,3970,4010,3970,4010,952,11028.0,5500000.0
2016-04-12,4020,4020,3980,3990,499,10972.0,5500000.0
2016-04-14,4020,4020,3980,4000,655,11000.0,5500000.0
2016-04-15,4010,4010,4000,4000,29,11000.0,5500000.0
2016-04-18,4000,4000,3970,3970,35,10918.0,5500000.0
2016-04-19,3980,3980,3950,3960,10624,10890.0,5500000.0
2016-04-20,3960,3990,3960,3990,4291,10972.0,5500000.0
2016-04-21,4000,4000,3910,3990,576,10972.0,5500000.0
2016-04-22,3940,3960,3900,3940,6147,10835.0,5500000.0
2016-04-25,3910,4000,3890,3970,13088,10918.0,5500000.0
2016-04-26,3980,3980,3980,3980,2,10945.0,5500000.0
2016-04-27,3900,3980,3900,3960,7455,10890.0,5500000.0
2016-04-28,3960,3980,3920,3920,670,10780.0,5500000.0
2016-04-29,3980,3980,3880,3920,10515,10780.0,5500000.0
2016-05-02,3920,3920,3860,3920,28495,10780.0,5500000.0
2016-05-03,3920,3960,3910,3950,1151,10862.0,5500000.0
2016-05-04,3950,3960,3940,3960,2135,10890.0,5500000.0
2016-05-09,3960,3960,3960,3960,2566,10890.0,5500000.0
2016-05-10,3910,3950,3910,3950,401,10862.0,5500000.0
2016-05-11,3950,3950,3950,3950,0,10862.0,5500000.0
2016-05-12,3920,3980,3920,3980,2415,10945.0,5500000.0
2016-05-13,3940,3950,3920,3920,5961,10780.0,5500000.0
2016-05-16,3920,3980,3920,3970,12617,10918.0,5500000.0
2016-05-17,3980,4010,3970,4000,4892,11000.0,5500000.0
2016-05-18,3960,3960,3920,3960,1188,10890.0,5500000.0
2016-05-19,3920,3950,3920,3950,281,10862.0,5500000.0
2016-05-20,3920,3950,3920,3950,503,10862.0,5500000.0
2016-05-23,3960,3960,3960,3960,604,10890.0,5500000.0
2016-05-24,3960,3960,3960,3960,0,,
2016-05-25,3960,3960,3960,3960,105,10890.0,5500000.0
2016-05-26,3920,3960,3920,3960,1710,10890.0,5500000.0
2016-05-27,3970,3970,3970,3970,1,10918.0,5500000.0
2016-05-30,3900,3950,3900,3900,21132,10725.0,5500000.0
2016-05-31,3940,3940,3890,3940,39959,10835.0,5500000.0
2016-06-01,3940,3940,3890,3890,2681,10698.0,5500000.0
2016-06-02,3920,3970,3920,3970,11480,10918.0,5500000.0
2016-06-03,3900,3940,3880,3910,14257,10752.0,5500000.0
2016-06-07,3910,3920,3900,3920,1578,10780.0,5500000.0
2016-06-08,3920,3920,3920,3920,980,10780.0,5500000.0
2016-06-09,3900,3900,3900,3900,2000,10725.0,5500000.0
2016-06-10,3900,3990,3860,3890,8568,10698.0,5500000.0
2016-06-13,3960,3960,3900,3900,1937,10725.0,5500000.0
2016-06-14,3920,3920,3900,3910,1709,10752.0,5500000.0
2016-06-15,3930,3930,3870,3930,3002,10808.0,5500000.0
2016-06-16,3880,3940,3880,3920,42701,10780.0,5500000.0
2016-06-17,3920,3950,3900,3940,6053,10835.0,5500000.0
2016-06-20,3940,3970,3900,3960,9679,10890.0,5500000.0
2016-06-21,3960,3960,3960,3960,9506,10890.0,5500000.0
2016-06-22,3930,3930,3930,3930,582,10808.0,5500000.0
2016-06-23,3930,3960,3930,3960,5621,10890.0,5500000.0
2016-06-24,3910,3950,3900,3940,11321,10835.0,5500000.0
2016-06-27,3940,3940,3900,3920,6543,10780.0,5500000.0
2016-06-28,3920,3920,3920,3920,287,10780.0,5500000.0
2016-06-29,3920,3920,3920,3920,9080,10780.0,5500000.0
2016-06-30,3930,3960,3920,3960,16902,10890.0,5500000.0
2016-07-01,3960,4020,3960,4010,2683,11028.0,5500000.0
2016-07-04,4000,4000,3960,4000,271,11000.0,5500000.0
2016-07-05,4000,4000,4000,4000,2,11000.0,5500000.0
2016-07-06,3940,3960,3940,3960,91,10890.0,5500000.0
2016-07-07,4010,4010,3990,3990,5,10972.0,5500000.0
2016-07-08,4010,4020,4010,4020,2849,11055.0,5500000.0
2016-07-11,3960,4040,3960,4030,5232,11082.0,5500000.0
2016-07-12,4030,4090,4010,4040,8942,11110.0,5500000.0
2016-07-13,4040,4080,4040,4060,8737,11165.0,5500000.0
2016-07-14,4190,4190,4020,4070,144,11192.0,5500000.0
2016-07-15,4040,4040,4040,4040,2268,11110.0,5500000.0
2016-07-18,4040,4040,4010,4030,656,11082.0,5500000.0
2016-07-19,4000,4000,3980,3980,5270,10945.0,5500000.0
2016-07-20,4070,4070,3970,3980,4939,10945.0,5500000.0
2016-07-21,3980,4030,3980,4030,6695,11082.0,5500000.0
2016-07-22,4060,4060,4000,4000,955,11000.0,5500000.0
2016-07-25,4040,4040,4040,4040,100,11110.0,5500000.0
2016-07-26,4080,4080,4080,4080,9,11220.0,5500000.0
2016-07-27,4170,4170,3980,3980,223,10945.0,5500000.0
2016-07-28,4000,4000,3990,4000,3192,11000.0,5500000.0
2016-07-29,4030,4030,4000,4000,501,11000.0,5500000.0
2016-08-01,4000,4060,4000,4060,1213,11165.0,5500000.0
2016-08-02,4040,4040,3990,3990,1707,10972.0,5500000.0
2016-08-03,3990,4010,3990,4000,1421,11000.0,5500000.0
2016-08-04,3990,4040,3950,4040,825,11110.0,5500000.0
2016-08-05,3970,4030,3960,4030,3338,11082.0,5500000.0
2016-08-08,4000,4030,3970,4030,959,11082.0,5500000.0
2016-08-09,4020,4020,4020,4020,500,11055.0,5500000.0
2016-08-10,4020,4020,4010,4010,110,11028.0,5500000.0
2016-08-11,3990,4000,3990,4000,6001,11000.0,5500000.0
2016-08-12,4000,4000,4000,4000,1492,11000.0,5500000.0
2016-08-16,3970,3990,3970,3980,5390,10945.0,5500000.0
2016-08-17,3980,4000,3970,4000,2681,11000.0,5500000.0
2016-08-18,4000,4000,4000,4000,500,11000.0,5500000.0
2016-08-19,3970,4000,3960,4000,515,11000.0,5500000.0
2016-08-22,3960,4000,3960,4000,869,11000.0,5500000.0
2016-08-23,3990,4000,3990,3990,9053,10972.0,5500000.0
2016-08-24,3960,4000,3960,3970,8010,10918.0,5500000.0
2016-08-25,3970,3990,3960,3980,27540,10945.0,5500000.0
2016-08-26,3980,4020,3980,4000,1493,11000.0,5500000.0
2016-08-29,3990,4020,3990,3990,13186,10972.0,5500000.0
2016-08-30,4000,4010,3990,3990,23857,10972.0,5500000.0
2016-08-31,4000,4000,3990,4000,16366,11000.0,5500000.0
2016-09-01,4010,4010,4000,4000,6365,11000.0,5500000.0
2016-09-02,4010,4040,4000,4020,29535,11055.0,5500000.0
2016-09-05,4060,4060,4010,4010,5301,11028.0,5500000.0
2016-09-06,4010,4020,4000,4020,8096,11055.0,5500000.0
2016-09-07,4020,4030,4020,4020,4019,11055.0,5500000.0
2016-09-08,4060,4060,4030,4040,5006,11110.0,5500000.0
2016-09-09,4030,4030,4030,4030,1300,11082.0,5500000.0
2016-09-12,4040,4040,4030,4030,19000,11082.0,5500000.0
2016-09-13,4030,4030,4030,4030,0,11082.0,5500000.0
2016-09-19,4020,4020,4020,4020,3721,11055.0,5500000.0
2016-09-20,4020,4020,4000,4000,7840,11000.0,5500000.0
2016-09-21,4010,4010,4010,4010,218,11028.0,5500000.0
2016-09-22,4000,4020,4000,4000,20,11000.0,5500000.0
2016-09-23,4000,4000,3990,3990,3078,10972.0,5500000.0
2016-09-26,4000,4000,3980,3990,4210,10972.0,5500000.0
2016-09-27,3990,4010,3990,4010,2201,11028.0,5500000.0
2016-09-28,3980,3980,3980,3980,836,10945.0,5500000.0
2016-09-29,3980,4000,3980,3990,1256,10972.0,5500000.0
2016-09-30,3990,4000,3970,4000,5322,11000.0,5500000.0
2016-10-04,3990,4030,3980,3980,1725,10945.0,5500000.0
2016-10-05,3990,3990,3980,3980,952,10945.0,5500000.0
2016-10-06,3970,3980,3970,3970,1130,10918.0,5500000.0
2016-10-07,4030,4030,3970,3980,1042,10945.0,5500000.0
2016-10-10,3970,3990,3970,3990,1903,10972.0,5500000.0
2016-10-11,3960,4000,3960,4000,523,11000.0,5500000.0
2016-10-12,3980,3990,3970,3990,4926,10972.0,5500000.0
2016-10-13,3990,4010,3980,4010,692,11028.0,5500000.0
2016-10-14,4030,4030,4030,4030,1,11082.0,5500000.0
2016-10-17,3980,4020,3980,4020,728,11055.0,5500000.0
2016-10-18,3980,3980,3980,3980,45,10945.0,5500000.0
2016-10-19,4000,4000,3970,4000,2358,11000.0,5500000.0
2016-10-20,3980,3980,3980,3980,50,10945.0,5500000.0
2016-10-21,3980,3990,3980,3980,3340,10945.0,5500000.0
2016-10-24,3980,3980,3970,3980,8986,10945.0,5500000.0
2016-10-25,3980,4000,3970,3970,998,10918.0,5500000.0
2016-10-26,3970,4000,3970,3990,21445,10972.0,5500000.0
2016-10-27,3980,4000,3970,4000,33080,11000.0,5500000.0
2016-10-28,4070,4070,3970,3990,1797,10972.0,5500000.0
2016-10-31,3970,3990,3970,3990,2100,10972.0,5500000.0
2016-11-01,3990,3990,3980,3980,7559,10945.0,5500000.0
2016-11-02,3990,3990,3970,3990,38962,10972.0,5500000.0
2016-11-03,3980,3980,3980,3980,1500,10945.0,5500000.0
2016-11-04,3950,4070,3950,4070,2,11192.0,5500000.0
2016-11-07,4000,4000,3950,3960,3279,10890.0,5500000.0
2016-11-08,3960,3960,3940,3950,34052,10862.0,5500000.0
2016-11-09,3950,3950,3940,3950,6733,10862.0,5500000.0
2016-11-10,3950,3960,3950,3950,3500,10862.0,5500000.0
2016-11-11,3950,3960,3930,3960,16249,10890.0,5500000.0
2016-11-14,3940,3980,3940,3980,38801,10945.0,5500000.0
2016-11-15,3940,3960,3940,3960,4928,10890.0,5500000.0
2016-11-16,3950,3990,3950,3990,9509,10972.0,5500000.0
2016-11-17,3970,3970,3950,3960,1378,10890.0,5500000.0
2016-11-18,3940,3980,3940,3980,20072,10945.0,5500000.0
2016-11-21,3920,3960,3910,3960,19220,10890.0,5500000.0
2016-11-22,3960,3960,3960,3960,1500,10890.0,5500000.0
2016-11-23,3950,3960,3950,3960,5118,10890.0,5500000.0
2016-11-24,3960,3960,3930,3960,3345,10890.0,5500000.0
2016-11-25,3960,3960,3960,3960,5000,10890.0,5500000.0
2016-11-28,3930,3980,3930,3980,2501,10945.0,5500000.0
2016-11-29,3940,3990,3940,3980,3177,10945.0,5500000.0
2016-11-30,3960,3960,3960,3960,552,10890.0,5500000.0
2016-12-01,3990,3990,3990,3990,1,10972.0,5500000.0
2016-12-02,3990,3990,3990,3990,15000,10972.0,5500000.0
2016-12-05,3940,3980,3940,3980,4,10945.0,5500000.0
2016-12-06,3950,3990,3950,3960,1026,10890.0,5500000.0
2016-12-07,3960,3960,3930,3950,17592,10862.0,5500000.0
2016-12-08,3950,3960,3950,3950,8860,10862.0,5500000.0
2016-12-09,3950,3950,3940,3940,4072,10835.0,5500000.0
2016-12-12,3950,3960,3950,3960,1752,10890.0,5500000.0
2016-12-13,3990,3990,3990,3990,2000,10972.0,5500000.0
2016-12-14,3970,3970,3970,3970,0,10918.0,5500000.0
2016-12-15,3940,3940,3940,3940,5411,10835.0,5500000.0
2016-12-16,3940,3990,3940,3990,3,10972.0,5500000.0
2016-12-19,3940,3940,3940,3940,1380,10835.0,5500000.0
2016-12-20,3950,3950,3950,3950,457,10862.0,5500000.0
