디엔에이링크(127120),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2012-05-25,8000,9160,7910,8750,506861,44495.0,5085194.0
2012-05-29,8750,8940,8600,8800,121505,44750.0,5085194.0
2012-05-30,8760,8760,8340,8430,101838,42868.0,5085194.0
2012-05-31,8370,8670,8110,8670,75309,44089.0,5085194.0
2012-06-01,8720,9550,8590,9020,187960,45868.0,5085194.0
2012-06-04,8700,8880,8180,8180,114684,41597.0,5085194.0
2012-06-05,8300,8350,8080,8140,54787,41393.0,5085194.0
2012-06-07,8320,8650,8300,8500,90389,43224.0,5085194.0
2012-06-08,8530,9200,8480,8700,175892,44241.0,5085194.0
2012-06-11,8900,9120,8800,8800,102227,44750.0,5085194.0
2012-06-12,8870,8900,8600,8710,66220,44292.0,5085194.0
2012-06-13,8770,8960,8650,8700,66671,44241.0,5085194.0
2012-06-14,8780,8780,8490,8600,48162,43733.0,5085194.0
2012-06-15,8380,8630,8110,8200,79420,41699.0,5085194.0
2012-06-18,8400,8400,8200,8320,50642,42309.0,5085194.0
2012-06-19,8330,8700,8270,8630,64569,43885.0,5085194.0
2012-06-20,8740,9000,8660,8940,203186,45462.0,5085194.0
2012-06-21,9200,9390,8750,8760,198025,44546.0,5085194.0
2012-06-22,8680,8930,8570,8870,70348,45106.0,5085194.0
2012-06-25,9050,9700,8950,9610,509328,48869.0,5085194.0
2012-06-26,9550,9650,9160,9330,276920,47445.0,5085194.0
2012-06-27,9400,9510,9090,9190,110614,46733.0,5085194.0
2012-06-28,9220,9490,9100,9420,167277,47903.0,5085194.0
2012-06-29,9350,9410,9130,9160,101884,46580.0,5085194.0
2012-07-02,9240,9240,8970,9160,97074,46580.0,5085194.0
2012-07-03,9190,9640,9190,9510,195003,48360.0,5085194.0
2012-07-04,9550,9780,9440,9460,128274,48106.0,5085194.0
2012-07-05,9540,9670,9320,9620,81524,48920.0,5085194.0
2012-07-06,9640,10250,9510,10050,304074,51106.0,5085194.0
2012-07-09,10150,10500,9920,10200,190714,51869.0,5085194.0
2012-07-10,10150,10700,10050,10450,195774,53140.0,5085194.0
2012-07-11,10350,10550,10250,10250,91714,52123.0,5085194.0
2012-07-12,10200,10200,9600,9610,142563,48869.0,5085194.0
2012-07-13,9610,9660,8910,9330,115866,47445.0,5085194.0
2012-07-16,9430,9680,9200,9600,52888,48818.0,5085194.0
2012-07-17,9600,9650,9380,9500,42803,48309.0,5085194.0
2012-07-18,9420,9610,9000,9030,82799,45919.0,5085194.0
2012-07-19,9050,9330,9040,9330,35402,47445.0,5085194.0
2012-07-20,9280,9340,8460,8550,223776,43478.0,5085194.0
2012-07-23,8460,8600,8100,8190,81759,41648.0,5085194.0
2012-07-24,8060,8400,7860,8400,70971,42716.0,5085194.0
2012-07-25,8060,8330,7990,8050,36759,40936.0,5085194.0
2012-07-26,8020,8200,8000,8140,29710,41393.0,5085194.0
2012-07-27,8200,8290,8100,8190,30937,41648.0,5085194.0
2012-07-30,8200,8390,8200,8310,21967,42258.0,5085194.0
2012-07-31,8260,8400,8140,8150,27371,41444.0,5085194.0
2012-08-01,8110,8200,7930,8160,23119,41495.0,5085194.0
2012-08-02,8160,8250,7930,8000,38388,40682.0,5085194.0
2012-08-03,7990,8750,7970,8490,86652,43173.0,5085194.0
2012-08-06,8590,8670,8420,8440,34505,42919.0,5085194.0
2012-08-07,8560,8690,8430,8580,27051,43631.0,5085194.0
2012-08-08,8620,8620,8430,8540,27048,43428.0,5085194.0
2012-08-09,8480,8750,8470,8550,39892,43478.0,5085194.0
2012-08-10,8560,8760,8510,8540,32750,43428.0,5085194.0
2012-08-13,8580,9050,8580,8980,75483,45665.0,5085194.0
2012-08-14,8910,9180,8890,9180,43261,46682.0,5085194.0
2012-08-16,9200,9580,9110,9310,162117,47343.0,5085194.0
2012-08-17,9400,9440,9200,9330,64697,47445.0,5085194.0
2012-08-20,9340,9940,9240,9770,194481,49682.0,5085194.0
2012-08-21,9800,10100,9730,9800,120430,49835.0,5085194.0
2012-08-22,9830,10100,9540,9810,149969,49886.0,5085194.0
2012-08-23,9880,10650,9630,10250,272820,52123.0,5085194.0
2012-08-24,10400,10400,9830,9880,104271,50242.0,5085194.0
2012-08-27,9800,10300,9800,10000,79638,50852.0,5085194.0
2012-08-28,10050,10500,9960,10450,144065,53140.0,5085194.0
2012-08-29,10350,11450,10200,11350,329137,57717.0,5085194.0
2012-08-30,11350,11650,10850,11500,218166,58480.0,5085194.0
2012-08-31,11300,12350,11250,12000,268988,61022.0,5085194.0
2012-09-03,12100,12200,11700,12000,129240,61022.0,5085194.0
2012-09-04,12000,12300,11000,11500,250365,58480.0,5085194.0
2012-09-05,11700,12050,11600,11750,168847,59751.0,5085194.0
2012-09-06,11800,11950,10800,10800,195497,54920.0,5085194.0
2012-09-07,11050,12400,10750,12400,569016,63056.0,5085194.0
2012-09-10,12750,14100,12700,13200,874417,67125.0,5085194.0
2012-09-11,13450,14150,13050,13350,611133,67887.0,5085194.0
2012-09-12,13500,14150,13050,13350,1132976,67887.0,5085194.0
2012-09-13,13350,13350,12600,12750,393834,64836.0,5085194.0
2012-09-14,12900,13000,11850,12000,464491,61022.0,5085194.0
2012-09-17,12000,12200,11650,12200,288355,62039.0,5085194.0
2012-09-18,13500,14000,13250,14000,442082,71193.0,5085194.0
2012-09-19,13700,14250,13250,13600,884391,69159.0,5085194.0
2012-09-20,13650,15600,13650,14550,1030833,73990.0,5085194.0
2012-09-21,14550,16300,14350,15600,716634,79329.0,5085194.0
2012-09-24,16200,16550,15800,16000,440264,81363.0,5085194.0
2012-09-25,16050,17400,15100,16400,689382,83397.0,5085194.0
2012-09-26,16700,17600,16550,17100,412276,86957.0,5085194.0
2012-09-27,17000,17250,16650,17200,197467,87465.0,5085194.0
2012-09-28,17000,17700,16900,17100,179473,86957.0,5085194.0
2012-10-02,17100,17350,16250,16500,235144,83906.0,5085194.0
2012-10-04,16600,17250,16250,16850,210024,85686.0,5085194.0
2012-10-05,17150,17150,16550,17050,179879,86703.0,5085194.0
2012-10-08,17100,17150,16550,17100,236031,86957.0,5085194.0
2012-10-09,17100,17150,16000,16200,161678,82380.0,5085194.0
2012-10-10,16200,16200,14400,14800,550961,75261.0,5085194.0
2012-10-11,14800,15000,13750,14350,526274,72973.0,5085194.0
2012-10-12,14450,14800,14000,14050,290076,71447.0,5085194.0
2012-10-15,14250,14900,13700,14200,290842,72210.0,5085194.0
2012-10-16,14300,15200,14050,15150,236494,77041.0,5085194.0
2012-10-17,15250,15250,12900,12900,394546,65599.0,5085194.0
2012-10-18,12900,13000,11900,12600,484530,64073.0,5085194.0
2012-10-19,12700,12900,12000,12700,137906,64582.0,5085194.0
2012-10-22,12400,13350,12350,13250,194289,67379.0,5085194.0
2012-10-23,13150,13800,12950,13550,162208,68904.0,5085194.0
2012-10-24,13300,13550,12600,12900,138014,65599.0,5085194.0
2012-10-25,13000,13000,12350,12450,153411,63311.0,5085194.0
2012-10-26,12450,12650,10850,11050,520308,56191.0,5085194.0
2012-10-29,11050,11500,10650,11000,220566,55937.0,5085194.0
2012-10-30,11100,11450,10850,11300,93068,57463.0,5085194.0
2012-10-31,11300,11850,11200,11350,107290,57717.0,5085194.0
2012-11-01,11500,11700,10900,11700,96545,59497.0,5085194.0
2012-11-02,11850,13200,11650,11900,398057,60514.0,5085194.0
2012-11-05,12200,12200,11600,12100,96797,61531.0,5085194.0
2012-11-06,12200,12450,11800,12250,73363,62294.0,5085194.0
2012-11-07,12300,12400,11950,11950,72435,60768.0,5085194.0
2012-11-08,11600,11850,11400,11600,64387,58988.0,5085194.0
2012-11-09,11550,11800,11200,11400,116632,57971.0,5085194.0
2012-11-12,11450,11500,11050,11050,66879,56191.0,5085194.0
2012-11-13,11000,11350,10750,10750,90535,54666.0,5085194.0
2012-11-14,10750,10900,9550,10050,192275,51106.0,5085194.0
2012-11-15,9600,10150,9600,9890,104051,50293.0,5085194.0
2012-11-16,9890,10200,9450,9450,93003,48055.0,5085194.0
2012-11-19,9450,10150,9400,9880,79924,50242.0,5085194.0
2012-11-20,10000,10150,9740,9840,73325,50038.0,5085194.0
2012-11-21,10000,10150,9790,9980,68226,50750.0,5085194.0
2012-11-22,10000,10650,10000,10350,64877,52632.0,5085194.0
2012-11-23,10300,10450,10100,10400,49422,52886.0,5085194.0
2012-11-26,10250,10850,10200,10650,72748,54157.0,5085194.0
2012-11-27,11200,12200,11050,12200,1000700,62039.0,5085194.0
2012-11-28,12150,12250,11600,11600,368293,58988.0,5085194.0
2012-11-29,11850,12650,11750,12400,484644,63056.0,5085194.0
2012-11-30,12450,12500,12100,12100,146490,61531.0,5085194.0
2012-12-03,11900,12200,11300,11500,217868,58480.0,5085194.0
2012-12-04,11550,12100,11400,11750,175348,59751.0,5085194.0
2012-12-05,11700,12200,11550,11600,118508,58988.0,5085194.0
2012-12-06,11650,11750,10450,10600,166544,53903.0,5085194.0
2012-12-07,10550,10800,10000,10150,240508,51615.0,5085194.0
2012-12-10,10200,10550,9900,9950,128421,50598.0,5085194.0
2012-12-11,10000,10400,9900,10250,79063,52123.0,5085194.0
2012-12-12,10250,11250,10200,11100,277061,56446.0,5085194.0
2012-12-13,10950,11300,10850,11300,65373,57463.0,5085194.0
2012-12-14,11200,11750,11000,11600,130910,58988.0,5085194.0
2012-12-17,11750,11750,11300,11500,66966,58480.0,5085194.0
2012-12-18,11700,11700,10600,10800,146344,54920.0,5085194.0
2012-12-20,10850,11050,10450,10500,74328,53395.0,5085194.0
2012-12-21,10550,11000,10300,11000,109701,55937.0,5085194.0
2012-12-24,11000,11350,10800,10950,107047,55683.0,5085194.0
2012-12-26,10950,11150,10600,10600,84742,53903.0,5085194.0
2012-12-27,10550,11000,10500,10900,86470,55429.0,5085194.0
2012-12-28,11000,11050,10700,10900,64170,55429.0,5085194.0
2013-01-02,11050,11900,10700,11900,187402,60514.0,5085194.0
2013-01-03,11800,12600,11550,12300,242487,62548.0,5085194.0
2013-01-04,12400,13850,12150,12950,442279,65853.0,5085194.0
2013-01-07,13100,13600,12750,12750,168808,64836.0,5085194.0
2013-01-08,12700,13600,12700,13300,286181,67633.0,5085194.0
2013-01-09,13350,13500,12700,12700,147674,64582.0,5085194.0
2013-01-10,12800,13200,12450,13150,130285,66870.0,5085194.0
2013-01-11,13300,13300,12700,13000,158481,66108.0,5085194.0
2013-01-14,13200,14650,13100,14050,699483,71447.0,5085194.0
2013-01-15,14200,14350,13700,14050,226861,71447.0,5085194.0
2013-01-16,14150,14450,13800,14100,191745,71701.0,5085194.0
2013-01-17,14050,14200,13150,13650,235000,69413.0,5085194.0
2013-01-18,13650,14200,13350,13550,144274,68904.0,5085194.0
2013-01-21,13500,13900,13450,13600,97100,69159.0,5085194.0
2013-01-22,13700,13800,13200,13500,94435,68650.0,5085194.0
2013-01-23,13400,14000,13250,13600,121586,69159.0,5085194.0
2013-01-24,13550,13650,12950,13150,92224,66870.0,5085194.0
2013-01-25,13200,13800,13000,13800,102437,70176.0,5085194.0
2013-01-28,13950,14200,13550,13550,141106,68904.0,5085194.0
2013-01-29,13550,13900,13500,13800,79418,70176.0,5085194.0
2013-01-30,13900,14000,12650,12750,184272,64836.0,5085194.0
2013-01-31,12600,12850,12150,12450,156247,63311.0,5085194.0
2013-02-01,12450,12700,12250,12450,66242,63311.0,5085194.0
2013-02-04,12550,13050,12450,12550,73230,63819.0,5085194.0
2013-02-05,12500,12800,11600,11600,183435,58988.0,5085194.0
2013-02-06,11950,12350,11750,12150,120820,61785.0,5085194.0
2013-02-07,12150,13150,12000,13000,284533,66108.0,5085194.0
2013-02-08,12850,13200,12650,12950,61436,65853.0,5085194.0
2013-02-12,13050,13550,12650,13300,123622,67633.0,5085194.0
2013-02-13,13250,13600,13000,13050,141892,66362.0,5085194.0
2013-02-14,13150,14200,13150,13850,431022,70430.0,5085194.0
2013-02-15,13800,14100,13550,13700,149974,69667.0,5085194.0
2013-02-18,13350,13550,13150,13300,171089,67633.0,5085194.0
2013-02-19,13300,13700,13100,13300,135000,67633.0,5085194.0
2013-02-20,13400,13450,12600,12700,180265,64582.0,5085194.0
2013-02-21,12550,12900,12450,12700,161741,64582.0,5085194.0
2013-02-22,12600,13250,12600,12950,185990,65853.0,5085194.0
2013-02-25,13050,13450,12950,13100,157195,66616.0,5085194.0
2013-02-26,13100,14850,12900,14550,695730,73990.0,5085194.0
2013-02-27,14600,15200,14450,14750,433999,75007.0,5085194.0
2013-02-28,14900,15200,14600,15100,260773,76786.0,5085194.0
2013-03-04,15150,15150,14450,14650,224722,74498.0,5085194.0
2013-03-05,14600,15700,14300,15500,496301,78821.0,5085194.0
2013-03-06,15750,15850,15350,15450,243356,78566.0,5085194.0
2013-03-07,15500,16100,15200,15500,311021,78821.0,5085194.0
2013-03-08,15500,15800,15000,15000,163100,76278.0,5085194.0
2013-03-11,15050,15300,14450,15100,169643,76786.0,5085194.0
2013-03-12,15150,16100,15000,15750,341949,80092.0,5085194.0
2013-03-13,16100,16600,16000,16000,398568,81363.0,5085194.0
2013-03-14,16300,16900,16200,16750,387950,85177.0,5085194.0
2013-03-15,16750,17300,16500,17250,395922,87720.0,5085194.0
2013-03-18,17100,17300,16300,16500,242795,83906.0,5085194.0
2013-03-19,17050,17500,16750,17000,423467,86448.0,5085194.0
2013-03-20,17000,17250,16400,16950,247217,86194.0,5085194.0
2013-03-21,17100,17100,16450,16500,145009,83906.0,5085194.0
2013-03-22,16500,17400,16200,17100,251271,86957.0,5085194.0
2013-03-25,17200,17450,16550,17050,165848,86703.0,5085194.0
2013-03-26,17100,17250,16350,16400,153282,83397.0,5085194.0
2013-03-27,16400,16750,15600,15750,257882,80092.0,5085194.0
2013-03-28,15950,16450,15600,16450,191643,83651.0,5085194.0
2013-03-29,16600,16750,16250,16600,182011,84414.0,5085194.0
2013-04-01,16450,16700,15950,16300,165768,82889.0,5085194.0
2013-04-02,16150,16650,15500,15700,250202,79838.0,5085194.0
2013-04-03,16000,16600,15550,16150,328857,82126.0,5085194.0
2013-04-04,15900,16150,15300,15700,160520,79838.0,5085194.0
2013-04-05,15750,16150,15100,15600,233013,79329.0,5085194.0
2013-04-08,15500,15550,14250,14350,318132,72973.0,5085194.0
2013-04-09,14150,14700,13300,14350,295269,72973.0,5085194.0
2013-04-10,14350,14900,14000,14600,136806,74244.0,5085194.0
2013-04-11,14900,15150,14550,15100,153322,76786.0,5085194.0
2013-04-12,15200,15400,14750,14750,123872,75007.0,5085194.0
2013-04-15,14950,15350,14750,15100,147314,76786.0,5085194.0
2013-04-16,14800,15700,14700,15450,174187,78566.0,5085194.0
2013-04-17,15550,15550,14400,14500,317756,73735.0,5085194.0
2013-04-18,14400,14500,13700,13800,255644,70176.0,5085194.0
2013-04-19,13800,14100,12950,13000,256629,66108.0,5085194.0
2013-04-22,13200,13850,12950,13850,228997,70430.0,5085194.0
2013-04-23,14000,14250,13850,14050,121407,71447.0,5085194.0
2013-04-24,14250,14400,13950,14300,121465,72718.0,5085194.0
2013-04-25,14150,14300,13900,13950,122743,70938.0,5085194.0
2013-04-26,14000,14450,13850,14300,148186,72718.0,5085194.0
2013-04-29,14400,14650,14100,14650,118267,74498.0,5085194.0
2013-04-30,14550,14750,14150,14150,144176,71955.0,5085194.0
2013-05-02,14150,14550,14050,14400,112667,73227.0,5085194.0
2013-05-03,14500,15100,14450,14900,331006,75769.0,5085194.0
2013-05-06,15050,15200,14700,14750,156897,75007.0,5085194.0
2013-05-07,14750,14950,14650,14750,80340,75007.0,5085194.0
2013-05-08,14800,15350,14750,14850,161315,75515.0,5085194.0
2013-05-09,15000,15150,14700,14700,113564,74752.0,5085194.0
2013-05-10,14700,14700,13650,13850,219354,70430.0,5085194.0
2013-05-13,13600,13950,13250,13250,212928,67379.0,5085194.0
2013-05-14,13350,13450,12450,12750,209617,64836.0,5085194.0
2013-05-15,12750,13350,12750,13050,121962,66362.0,5085194.0
2013-05-16,13100,13200,12700,12700,109944,64582.0,5085194.0
2013-05-20,12700,12850,12050,12100,134788,61531.0,5085194.0
2013-05-21,12150,12450,12100,12350,73991,62802.0,5085194.0
2013-05-22,12450,12750,12300,12600,99443,64073.0,5085194.0
2013-05-23,12700,12700,11250,11550,557425,58734.0,5085194.0
2013-05-24,11550,11900,11450,11600,144319,58988.0,5085194.0
2013-05-27,11600,11700,10950,11100,208641,56446.0,5085194.0
2013-05-28,11050,11550,11050,11500,113052,58480.0,5085194.0
2013-05-29,11600,11800,11450,11550,105652,58734.0,5085194.0
2013-05-30,11600,12200,11600,11900,198129,60514.0,5085194.0
2013-05-31,12100,12100,11650,12000,71355,61022.0,5085194.0
2013-06-03,12000,12000,11500,11500,49126,58480.0,5085194.0
2013-06-04,11650,11650,10750,11000,121606,55937.0,5085194.0
2013-06-05,11000,11150,10200,10200,157956,51869.0,5085194.0
2013-06-07,10050,10650,10000,10500,135356,53395.0,5085194.0
2013-06-10,10500,10800,10500,10700,53006,54412.0,5085194.0
2013-06-11,10700,11000,10650,10800,31414,54920.0,5085194.0
2013-06-12,10800,11050,10650,10650,27176,54157.0,5085194.0
2013-06-13,10550,10800,10250,10300,68043,52377.0,5085194.0
2013-06-14,10500,10850,10400,10450,56682,53140.0,5085194.0
2013-06-17,10650,10650,10200,10250,33755,52123.0,5085194.0
2013-06-18,10250,10700,10100,10700,52441,54412.0,5085194.0
2013-06-19,10600,10850,10600,10600,29129,53903.0,5085194.0
2013-06-20,10600,10750,10250,10700,56055,54412.0,5085194.0
2013-06-21,10250,10500,10050,10350,58365,52632.0,5085194.0
2013-06-24,10450,10900,10200,10600,57967,53903.0,5085194.0
2013-06-25,10350,10900,9780,9800,131931,49835.0,5085194.0
2013-06-26,9960,10200,9820,10000,68210,50852.0,5085194.0
2013-06-27,10200,10400,10000,10150,86687,51615.0,5085194.0
2013-06-28,10350,11100,10300,10850,189874,55174.0,5085194.0
2013-07-01,10850,11300,10850,11100,83433,56446.0,5085194.0
2013-07-02,11250,11250,10700,10850,61823,55174.0,5085194.0
2013-07-03,10800,11050,10800,10950,47669,55683.0,5085194.0
2013-07-04,11100,11100,10550,10700,57306,54412.0,5085194.0
2013-07-05,10750,11250,10700,11250,63319,57208.0,5085194.0
2013-07-08,11150,11400,10950,11200,65959,56954.0,5085194.0
2013-07-09,11200,11350,10850,11150,42769,56700.0,5085194.0
2013-07-10,11050,11150,10700,10750,42734,54666.0,5085194.0
2013-07-11,10800,11150,10800,11100,39564,56446.0,5085194.0
2013-07-12,11200,11200,10750,11150,33862,56700.0,5085194.0
2013-07-15,11100,11500,10900,11200,53211,56954.0,5085194.0
2013-07-16,11200,11450,11150,11250,47807,57208.0,5085194.0
2013-07-17,11200,11850,11200,11650,146537,59243.0,5085194.0
2013-07-18,11700,11700,11450,11550,51146,58734.0,5085194.0
2013-07-19,11600,11700,11450,11550,45437,58734.0,5085194.0
2013-07-22,11550,11800,11350,11550,44827,58734.0,5085194.0
2013-07-23,11600,12200,11450,12000,253488,61022.0,5085194.0
2013-07-24,11900,12000,11700,11700,61186,59497.0,5085194.0
2013-07-25,11850,11950,11600,11800,73439,60005.0,5085194.0
2013-07-26,11800,12350,11650,11650,113717,59243.0,5085194.0
2013-07-29,11700,11850,11350,11350,72437,57717.0,5085194.0
2013-07-30,11350,11600,11300,11300,46309,57463.0,5085194.0
2013-07-31,11300,11900,11300,11750,96129,59751.0,5085194.0
2013-08-01,11900,12450,11700,12100,122557,61531.0,5085194.0
2013-08-02,12100,12250,11900,12150,73546,61785.0,5085194.0
2013-08-05,12300,12300,12000,12100,33046,61531.0,5085194.0
2013-08-06,12000,12000,11750,11800,60085,60005.0,5085194.0
2013-08-07,11650,11950,11650,11700,41021,59497.0,5085194.0
2013-08-08,11850,12000,11750,11900,61496,60514.0,5085194.0
2013-08-09,12000,12400,11900,12400,129271,63056.0,5085194.0
2013-08-12,12400,12600,12150,12250,97095,62294.0,5085194.0
2013-08-13,12250,12350,11800,11900,108263,60514.0,5085194.0
2013-08-14,12000,12250,11900,11900,63780,60514.0,5085194.0
2013-08-16,11700,12000,11450,11950,52098,60768.0,5085194.0
2013-08-19,11850,11950,11500,11600,47036,58988.0,5085194.0
2013-08-20,11700,11950,11300,11450,70112,58225.0,5085194.0
2013-08-21,11650,11650,10550,11050,101331,56191.0,5085194.0
2013-08-22,10700,10900,10350,10350,81084,52632.0,5085194.0
2013-08-23,10450,10900,10450,10900,41514,55429.0,5085194.0
2013-08-26,10900,11100,10700,11000,32587,55937.0,5085194.0
2013-08-27,11000,11050,10450,10550,59797,53649.0,5085194.0
2013-08-28,10200,10600,10100,10300,65127,52377.0,5085194.0
2013-08-29,10300,10600,10250,10300,33031,52377.0,5085194.0
2013-08-30,10350,10450,10150,10400,56784,52886.0,5085194.0
2013-09-02,10300,10750,10300,10750,48247,54666.0,5085194.0
2013-09-03,10800,10900,10700,10850,29865,55174.0,5085194.0
