로보로보(215100),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2016-11-28,4010,4020,4010,4020,1766,5628.0,2800000.0
2016-11-29,4030,4150,4030,4050,3070,5670.0,2800000.0
2016-11-30,4020,4120,4020,4120,101,5768.0,2800000.0
2016-12-01,4030,4110,4030,4040,163,5656.0,2800000.0
2016-12-02,4020,4050,4020,4050,10315,5670.0,2800000.0
2016-12-05,4040,4060,4040,4050,10832,5670.0,2800000.0
2016-12-06,4040,4050,4040,4050,266,5670.0,2800000.0
2016-12-07,4050,4060,4040,4050,12474,5670.0,2800000.0
2016-12-08,4050,4050,4050,4050,0,5670.0,2800000.0
2016-12-09,4020,4070,4020,4040,2118,5656.0,2800000.0
2016-12-12,3990,4140,3990,4110,3635,5754.0,2800000.0
2016-12-13,4150,4150,4080,4080,11150,5712.0,2800000.0
2016-12-14,4140,4140,4100,4100,3553,5740.0,2800000.0
2016-12-15,4090,4100,4090,4100,1176,5740.0,2800000.0
2016-12-16,4160,4160,4100,4120,823,5768.0,2800000.0
2016-12-19,4140,4140,4100,4100,589,5740.0,2800000.0
2016-12-20,4040,4120,4040,4100,2856,5740.0,2800000.0
2016-12-21,4060,4100,4050,4050,1941,5670.0,2800000.0
2016-12-22,4090,4090,4090,4090,5,5726.0,2800000.0
2016-12-23,4100,4100,4040,4040,567,5656.0,2800000.0
2016-12-26,4010,4120,4010,4060,4955,5684.0,2800000.0
2016-12-27,4120,4120,4070,4100,2516,5740.0,2800000.0
2016-12-28,4100,4100,4090,4100,28,5740.0,2800000.0
2016-12-29,4100,4100,4100,4100,0,5740.0,2800000.0
2017-01-02,4080,4120,4080,4110,2410,5754.0,2800000.0
2017-01-03,4180,4180,4180,4180,1,5852.0,2800000.0
2017-01-04,4030,4140,4030,4050,3193,5670.0,2800000.0
2017-01-05,4030,4070,4030,4070,505,5698.0,2800000.0
2017-01-06,4040,4040,4040,4040,1068,5656.0,2800000.0
2017-01-09,4030,4070,4030,4060,116,5684.0,2800000.0
2017-01-10,4040,4050,4040,4040,1236,5656.0,2800000.0
2017-01-11,4040,4080,4040,4050,1909,5670.0,2800000.0
