로보로보(215100),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2018-11-08,2430,2430,2315,2315,76358,41203.0,17798454.0
2018-11-09,2325,2370,2235,2285,70106,40669.0,17798454.0
2018-11-12,2285,2285,2110,2270,78987,40402.0,17798454.0
2018-11-13,2185,2250,2135,2250,81946,40047.0,17798454.0
2018-11-14,2250,2350,2200,2270,65532,40402.0,17798454.0
2018-11-15,2305,2335,2250,2285,44381,40669.0,17798454.0
2018-11-16,2240,2355,2240,2320,39085,41292.0,17798454.0
2018-11-19,2355,2355,2275,2285,57758,40669.0,17798454.0
2018-11-20,2280,2280,2200,2225,49608,39602.0,17798454.0
2018-11-21,2200,2300,2170,2230,91192,39691.0,17798454.0
2018-11-22,2235,2285,2200,2230,38358,39691.0,17798454.0
2018-11-23,2235,2300,2165,2185,46322,38890.0,17798454.0
2018-11-26,2185,2245,2185,2205,54949,39246.0,17798454.0
2018-11-27,2260,2275,2185,2250,83194,40047.0,17798454.0
2018-11-28,2260,2280,2220,2230,27183,39691.0,17798454.0
2018-11-29,2270,2275,2220,2225,60575,39602.0,17798454.0
2018-11-30,2225,2265,2200,2205,33443,39246.0,17798454.0
2018-12-03,2200,2255,2200,2250,99401,40047.0,17798454.0
2018-12-04,2255,2255,2205,2220,62914,39513.0,17798454.0
2018-12-05,2160,2190,2030,2130,160551,37911.0,17798454.0
2018-12-06,2150,2170,2075,2075,69948,36932.0,17798454.0
2018-12-07,2075,2125,2075,2125,54997,37822.0,17798454.0
2018-12-10,2140,2140,1950,2000,94298,35597.0,17798454.0
2018-12-11,2000,2030,1935,1955,103507,34796.0,17798454.0
2018-12-12,1955,2035,1950,2020,65380,35953.0,17798454.0
2018-12-13,2010,2030,1920,2000,379832,35597.0,17798454.0
2018-12-14,2000,2000,1930,1965,137977,34974.0,17798454.0
2018-12-17,1975,1980,1935,1960,117711,34885.0,17798454.0
2018-12-18,1935,2080,1920,2050,431482,36487.0,17798454.0
2018-12-19,2050,2080,2020,2060,49740,36665.0,17798454.0
2018-12-20,2045,2080,2015,2060,52676,36665.0,17798454.0
2018-12-21,2035,2105,2025,2045,88330,36398.0,17798454.0
2018-12-24,2045,2045,1985,2030,1288503,36131.0,17798454.0
2018-12-26,1920,1980,1825,1840,531241,32749.0,17798454.0
2018-12-27,1865,1890,1845,1855,108749,33016.0,17798454.0
2018-12-28,1870,1980,1860,1920,360085,34173.0,17798454.0
2019-01-02,1980,2000,1875,1930,291283,34351.0,17798454.0
2019-01-03,1930,1930,1850,1875,118500,33372.0,17798454.0
2019-01-04,1875,1930,1865,1900,194180,33817.0,17798454.0
2019-01-07,1925,1980,1895,1955,191738,34796.0,17798454.0
2019-01-08,1960,1985,1930,1965,94919,34974.0,17798454.0
2019-01-09,1965,2215,1965,2070,2097247,36843.0,17798454.0
2019-01-10,2095,2095,2040,2040,237322,36309.0,17798454.0
2019-01-11,2035,2105,2010,2030,221233,36131.0,17798454.0
2019-01-14,2050,2110,2035,2070,195980,36843.0,17798454.0
2019-01-15,2070,2155,2055,2110,344082,37555.0,17798454.0
2019-01-16,2145,2150,2075,2090,256248,37199.0,17798454.0
2019-01-17,2115,2115,2040,2055,140283,36576.0,17798454.0
2019-01-18,2075,2105,2070,2095,90959,37288.0,17798454.0
2019-01-21,2105,2220,2090,2150,496013,38267.0,17798454.0
2019-01-22,2140,2180,2125,2145,220484,38178.0,17798454.0
2019-01-23,2165,2165,2125,2140,126922,38089.0,17798454.0
2019-01-24,2150,2190,2110,2160,181303,38445.0,17798454.0
2019-01-25,2170,2215,2170,2195,234587,39068.0,17798454.0
2019-01-28,2200,2225,2145,2165,133496,38534.0,17798454.0
2019-01-29,2165,2245,2130,2245,383210,39958.0,17798454.0
2019-01-30,2300,2300,2210,2245,241556,39958.0,17798454.0
2019-01-31,2245,2250,2180,2210,196159,39335.0,17798454.0
2019-02-01,2225,2240,2145,2160,286057,38445.0,17798454.0
2019-02-07,2165,2230,2165,2210,152834,39335.0,17798454.0
2019-02-08,2230,2230,2160,2190,85073,38979.0,17798454.0
2019-02-11,2225,2255,2160,2255,153542,40136.0,17798454.0
2019-02-12,2275,2320,2235,2250,403478,40047.0,17798454.0
2019-02-13,2270,2300,2235,2290,349022,40758.0,17798454.0
2019-02-14,2300,2320,2255,2305,116606,41025.0,17798454.0
2019-02-15,2305,2305,2245,2275,127151,40491.0,17798454.0
2019-02-18,2310,2310,2250,2275,150660,40491.0,17798454.0
2019-02-19,2275,2285,2230,2240,174063,39869.0,17798454.0
2019-02-20,2240,2295,2220,2280,179219,40580.0,17798454.0
2019-02-21,2280,2300,2240,2250,126903,40047.0,17798454.0
2019-02-22,2250,2270,2230,2235,75259,39780.0,17798454.0
2019-02-25,2245,2280,2245,2265,88903,40313.0,17798454.0
2019-02-26,2280,2315,2265,2265,256908,40313.0,17798454.0
2019-02-27,2295,2390,2265,2330,603305,41470.0,17798454.0
2019-02-28,2330,2350,2125,2205,315127,39246.0,17798454.0
2019-03-04,2210,2265,2210,2240,91715,39869.0,17798454.0
2019-03-05,2225,2260,2205,2255,97504,40136.0,17798454.0
2019-03-06,2255,2340,2230,2315,336571,41203.0,17798454.0
2019-03-07,2335,2595,2285,2400,4252805,42716.0,17798454.0
2019-03-08,2365,2380,2310,2330,508109,41470.0,17798454.0
2019-03-11,2500,2805,2430,2440,10615899,43428.0,17798454.0
2019-03-12,2560,2615,2420,2490,2698153,44318.0,17798454.0
2019-03-13,2485,2485,2360,2360,1038829,42004.0,17798454.0
2019-03-14,2380,2570,2365,2440,3390133,43428.0,17798454.0
2019-03-15,2430,2525,2395,2500,1195796,44496.0,17798454.0
2019-03-18,2470,2560,2470,2525,997607,44941.0,17798454.0
2019-03-19,2550,2560,2470,2485,476030,44229.0,17798454.0
2019-03-20,2470,2485,2390,2435,388471,43339.0,17798454.0
2019-03-21,2445,2480,2385,2425,318054,43161.0,17798454.0
2019-03-22,2420,2565,2415,2530,1228298,45030.0,17798454.0
2019-03-25,2530,3285,2515,3285,15426203,58468.0,17798454.0
2019-03-26,3585,3920,3520,3735,22259135,66477.0,17798454.0
2019-03-27,3735,4340,3660,3815,17807925,67901.0,17798454.0
2019-03-28,3815,3870,3755,3870,1564882,68880.0,17798454.0
2019-03-29,3895,3895,3835,3875,1180377,68969.0,17798454.0
2019-04-01,3895,3955,3830,3855,1503292,68613.0,17798454.0
2019-04-02,3770,4935,3710,4800,33308598,85433.0,17798454.0
2019-04-03,4755,4800,4510,4570,5573023,81339.0,17798454.0
2019-04-04,4640,5480,4625,5030,24323057,89526.0,17798454.0
2019-04-05,5010,5010,4770,4945,4646398,88013.0,17798454.0
2019-04-08,5020,5520,4880,4915,8989842,87479.0,17798454.0
2019-04-09,5050,5180,4865,4945,3023998,88013.0,17798454.0
2019-04-10,4980,5090,4685,4770,2893543,84899.0,17798454.0
2019-04-11,4805,5380,4705,4880,11901805,86856.0,17798454.0
2019-04-12,4920,5230,4890,5040,4639618,89704.0,17798454.0
2019-04-15,5050,5170,4900,4925,2246250,87657.0,17798454.0
2019-04-16,4985,5150,4900,5070,3307321,90238.0,17798454.0
2019-04-17,5420,5650,5030,5030,5450946,89526.0,17798454.0
2019-04-18,5080,5110,4905,4950,1063168,88102.0,17798454.0
2019-04-19,4960,5060,4880,4900,1111580,87212.0,17798454.0
2019-04-22,4905,4950,4770,4795,782607,85344.0,17798454.0
2019-04-23,4820,5150,4470,4890,3116502,87034.0,17798454.0
2019-04-24,4920,5060,4640,4640,1580180,82585.0,17798454.0
2019-04-25,4555,4580,4300,4300,1039040,76533.0,17798454.0
2019-04-26,4270,4430,4160,4280,825550,76177.0,17798454.0
2019-04-29,4280,4365,4240,4260,453295,75821.0,17798454.0
2019-04-30,4225,4730,4155,4300,4066312,76533.0,17798454.0
2019-05-02,4385,4465,4270,4385,916587,78046.0,17798454.0
2019-05-03,4440,4590,4365,4365,1313030,77690.0,17798454.0
2019-05-07,4205,4255,3970,4135,564453,73597.0,17798454.0
2019-05-08,4120,4310,4050,4055,884279,72173.0,17798454.0
2019-05-09,4010,4130,3905,3940,735167,70126.0,17798454.0
2019-05-10,3940,4030,3810,3900,478220,69414.0,17798454.0
2019-05-13,3895,4100,3765,3765,1181359,67011.0,17798454.0
2019-05-14,3765,4085,3720,3865,1083376,68791.0,17798454.0
2019-05-15,3900,4020,3825,3920,642501,69770.0,17798454.0
2019-05-16,3935,4015,3690,3690,664987,65676.0,17798454.0
2019-05-17,3710,3840,3700,3730,302978,66388.0,17798454.0
2019-05-20,3730,3785,3625,3635,258200,64697.0,17798454.0
2019-05-21,3550,3840,3550,3675,561806,65409.0,17798454.0
2019-05-22,3685,3805,3585,3620,508554,64430.0,17798454.0
2019-05-23,3630,3640,3455,3455,340987,61494.0,17798454.0
2019-05-24,3430,4490,3385,4490,18524877,79915.0,17798454.0
2019-05-27,4335,4480,4240,4385,8110318,78046.0,17798454.0
2019-05-28,4360,4595,4110,4200,7683261,74754.0,17798454.0
2019-05-29,4310,4380,4125,4250,3688310,75643.0,17798454.0
2019-05-30,4190,4265,3995,4055,1790152,72173.0,17798454.0
2019-05-31,4015,4200,3705,3775,2758966,67189.0,17798454.0
2019-06-03,3765,3850,3710,3795,853761,67545.0,17798454.0
2019-06-04,3765,3845,3605,3650,929852,64964.0,17798454.0
2019-06-05,3665,3755,3625,3625,751182,64519.0,17798454.0
2019-06-07,3650,4410,3640,4030,15373407,71728.0,17798454.0
2019-06-10,4035,4620,4035,4325,11698514,76978.0,17798454.0
2019-06-11,4400,4575,4230,4240,3505496,75465.0,17798454.0
2019-06-12,4190,4605,4180,4375,5823908,77868.0,17798454.0
2019-06-13,4450,4590,4370,4420,2842515,78669.0,17798454.0
2019-06-14,4405,4545,4215,4255,2204006,75732.0,17798454.0
2019-06-17,4315,4520,4290,4355,2605906,77512.0,17798454.0
2019-06-18,4350,4660,4295,4660,3476630,82941.0,17798454.0
2019-06-19,4550,4550,4385,4395,1948404,78224.0,17798454.0
2019-06-20,4420,5710,4420,5710,37295414,101629.0,17798454.0
2019-06-21,5910,6400,5710,5770,25491257,102697.0,17798454.0
2019-06-24,5620,6060,5530,5740,10407476,102163.0,17798454.0
2019-06-25,5670,7260,5660,6130,38488167,109105.0,17798454.0
2019-06-26,6260,6990,6100,6270,16772367,111596.0,17798454.0
2019-06-27,6700,6950,6150,6410,10589532,114088.0,17798454.0
2019-06-28,6350,6570,5950,5950,3443712,105901.0,17798454.0
2019-07-01,6130,6730,5960,6280,10932365,111774.0,17798454.0
2019-07-02,6410,6670,6210,6570,5982268,116936.0,17798454.0
2019-07-03,6530,6630,6340,6460,2560789,114978.0,17798454.0
2019-07-04,6460,6500,6010,6030,2293664,107325.0,17798454.0
2019-07-05,6270,6890,6250,6380,10467703,113554.0,17798454.0
2019-07-08,6310,6560,6080,6150,2524391,109460.0,17798454.0
2019-07-09,6200,6750,6150,6310,8297749,112308.0,17798454.0
2019-07-10,6350,6490,6250,6450,2522956,114800.0,17798454.0
2019-07-11,6620,6650,6350,6350,2641282,113020.0,17798454.0
2019-07-12,6380,6430,5940,6200,1498853,110350.0,17798454.0
2019-07-15,6220,6250,5770,5800,1341991,103231.0,17798454.0
2019-07-16,5880,5910,5560,5680,1542423,101095.0,17798454.0
2019-07-17,5610,6170,5500,5730,4777416,101985.0,17798454.0
2019-07-18,5820,5930,5610,5610,1441620,99849.0,17798454.0
2019-07-19,5600,5860,5600,5650,1430915,100561.0,17798454.0
2019-07-22,5650,5790,5580,5770,1041822,102697.0,17798454.0
2019-07-23,5790,6270,5740,5920,7812853,105367.0,17798454.0
2019-07-24,6130,6280,5810,5850,4043031,104121.0,17798454.0
2019-07-25,5860,6060,5470,5630,2004432,100205.0,17798454.0
2019-07-26,5570,5670,5180,5330,1354868,94866.0,17798454.0
2019-07-29,5350,5510,5040,5070,1553731,90238.0,17798454.0
2019-07-30,5010,5280,5010,5140,1147535,91484.0,17798454.0
2019-07-31,5120,5200,4875,5010,1087707,89170.0,17798454.0
2019-08-01,4935,5050,4785,4785,781524,85166.0,17798454.0
2019-08-02,4710,4985,4630,4840,1033839,86145.0,17798454.0
2019-08-05,4840,4980,4495,4500,898144,80093.0,17798454.0
2019-08-06,4375,4725,4125,4400,1179119,78313.0,17798454.0
2019-08-07,4400,4745,4400,4550,1226768,80983.0,17798454.0
2019-08-08,4750,4940,4605,4690,1576633,83475.0,17798454.0
2019-08-09,4715,4985,4705,4770,1360376,84899.0,17798454.0
2019-08-12,4800,4880,4755,4850,649591,86323.0,17798454.0
2019-08-13,4885,6130,4850,5580,17237166,99315.0,17798454.0
2019-08-14,5650,5670,5430,5660,3458556,100739.0,17798454.0
2019-08-16,5450,5580,5310,5520,2065193,98247.0,17798454.0
2019-08-19,5600,6100,5550,5660,11040981,100739.0,17798454.0
2019-08-20,5730,5870,5650,5650,2481177,100561.0,17798454.0
2019-08-21,5660,5750,5440,5480,1500159,97536.0,17798454.0
2019-08-22,5580,5870,5500,5580,4703008,99315.0,17798454.0
2019-08-23,5580,5680,5420,5450,1007985,97002.0,17798454.0
2019-08-26,5340,5430,5170,5300,991323,94332.0,17798454.0
2019-08-27,5520,5550,5330,5380,1647944,95756.0,17798454.0
2019-08-28,5480,5860,5440,5700,5918490,101451.0,17798454.0
2019-08-29,5710,5760,5540,5560,1147617,98959.0,17798454.0
2019-08-30,5730,5740,5570,5690,935231,101273.0,17798454.0
2019-09-02,5690,5740,5200,5460,1252476,97180.0,17798454.0
2019-09-03,5490,5670,5430,5430,1733460,96646.0,17798454.0
2019-09-04,5410,5740,5390,5570,1997757,99137.0,17798454.0
2019-09-05,5640,6140,5570,5970,10346793,106257.0,17798454.0
2019-09-06,6030,6200,5900,5900,5368995,105011.0,17798454.0
2019-09-09,5890,5950,5680,5690,1482278,101273.0,17798454.0
2019-09-10,5740,5940,5680,5820,1841584,103587.0,17798454.0
2019-09-11,5810,5920,5760,5800,1272301,103231.0,17798454.0
2019-09-16,5950,5980,5750,5750,1566839,102341.0,17798454.0
2019-09-17,5710,5740,5500,5570,905845,99137.0,17798454.0
2019-09-18,5520,5550,5340,5420,889142,96468.0,17798454.0
2019-09-19,5450,5730,5440,5670,1746380,100917.0,17798454.0
2019-09-20,5640,5670,5490,5540,690553,98603.0,17798454.0
2019-09-23,5540,5760,5540,5690,1469664,101273.0,17798454.0
2019-09-24,5690,5730,5560,5690,457035,101273.0,17798454.0
2019-09-25,5720,5770,5430,5430,687804,96646.0,17798454.0
2019-09-26,5440,5580,5350,5420,441563,96468.0,17798454.0
2019-09-27,5370,5480,5310,5350,296954,95222.0,17798454.0
2019-09-30,5300,5350,5120,5220,338893,92908.0,17798454.0
2019-10-01,5230,5450,5230,5280,521113,93976.0,17798454.0
2019-10-02,5210,5340,5210,5250,263459,93442.0,17798454.0
2019-10-04,5250,5260,5080,5150,326929,91662.0,17798454.0
2019-10-07,5150,5320,5100,5130,345819,91306.0,17798454.0
