바텍(043150),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2013-05-10,18700,18800,18050,18300,355631,271833.0,14854256.0
2013-05-13,18350,18350,16800,17000,513550,252522.0,14854256.0
2013-05-14,17050,17600,15900,16800,1184243,249552.0,14854256.0
2013-05-15,16700,17250,16450,16950,358852,251780.0,14854256.0
2013-05-16,17200,17250,16250,16400,286101,243610.0,14854256.0
2013-05-20,16700,16750,16050,16500,202142,245095.0,14854256.0
2013-05-21,16500,17150,16350,17050,353838,253265.0,14854256.0
2013-05-22,17200,17200,16500,16850,255008,250294.0,14854256.0
2013-05-23,16700,16950,16150,16150,243057,239896.0,14854256.0
2013-05-24,16200,16650,16050,16600,188086,246581.0,14854256.0
2013-05-27,16800,17250,16550,16600,293309,246581.0,14854256.0
2013-05-28,16550,17100,16000,17000,245678,252522.0,14854256.0
2013-05-29,17100,17550,16800,17400,326936,258464.0,14854256.0
2013-05-30,17150,17200,16000,16250,429524,241382.0,14854256.0
2013-05-31,16300,16400,14850,15400,663737,228756.0,14854256.0
2013-06-03,15300,15650,14550,14750,339116,219100.0,14854256.0
2013-06-04,14950,14950,14250,14600,319436,216872.0,14854256.0
2013-06-05,14450,15200,14250,15050,314841,223557.0,14854256.0
2013-06-07,15250,15500,14300,14900,208841,221328.0,14854256.0
2013-06-10,14900,15400,14850,15000,157782,222814.0,14854256.0
2013-06-11,15000,15500,14400,15400,231400,228756.0,14854256.0
2013-06-12,15300,15800,15100,15700,188461,233212.0,14854256.0
2013-06-13,15600,15850,15200,15450,154584,229498.0,14854256.0
2013-06-14,15600,15800,14750,14900,129541,221328.0,14854256.0
2013-06-17,14800,15050,14250,14650,119200,217615.0,14854256.0
2013-06-18,14650,15300,14350,15300,133382,227270.0,14854256.0
2013-06-19,15400,15600,14900,15000,133513,222814.0,14854256.0
2013-06-20,14750,15650,14600,15300,196224,227270.0,14854256.0
2013-06-21,14750,15450,14600,15300,159976,227270.0,14854256.0
2013-06-24,15400,15500,14050,14050,177223,208702.0,14854256.0
2013-06-25,13700,14000,12050,12200,714376,181222.0,14854256.0
2013-06-26,12600,13000,12150,12700,293864,188649.0,14854256.0
2013-06-27,13100,13450,13000,13400,207163,199047.0,14854256.0
2013-06-28,13500,13650,13200,13450,121288,199790.0,14854256.0
2013-07-01,13300,13800,13300,13500,122054,200532.0,14854256.0
2013-07-02,13650,13650,13000,13400,168894,199047.0,14854256.0
2013-07-03,13400,14100,13400,13600,256087,202018.0,14854256.0
2013-07-04,13700,13850,13150,13700,147386,203503.0,14854256.0
2013-07-05,13800,13850,13400,13500,87254,200532.0,14854256.0
2013-07-08,13550,13850,13150,13300,98118,197562.0,14854256.0
2013-07-09,13400,13500,12950,13200,118922,196076.0,14854256.0
2013-07-10,13250,13300,12350,12500,171997,185678.0,14854256.0
2013-07-11,12750,13100,12650,12950,269391,192363.0,14854256.0
2013-07-12,13050,14000,13000,14000,380702,207960.0,14854256.0
2013-07-15,14150,14750,13800,14550,366267,216129.0,14854256.0
2013-07-16,14500,14550,14200,14300,147839,212416.0,14854256.0
2013-07-17,14250,15000,14200,14800,226577,219843.0,14854256.0
2013-07-18,14900,15000,14650,14650,140051,217615.0,14854256.0
2013-07-19,14850,14850,14500,14550,112052,216129.0,14854256.0
2013-07-22,14800,15100,14700,14800,139265,219843.0,14854256.0
2013-07-23,14800,15100,14400,15050,143585,223557.0,14854256.0
2013-07-24,14850,15050,14600,14700,93910,218358.0,14854256.0
2013-07-25,14500,14750,14250,14250,163972,211673.0,14854256.0
2013-07-26,14250,14850,14250,14800,176378,219843.0,14854256.0
2013-07-29,14800,14800,14150,14200,139744,210930.0,14854256.0
2013-07-30,14200,14350,13500,13600,307498,202018.0,14854256.0
2013-07-31,13700,13850,13350,13650,242669,202761.0,14854256.0
2013-08-01,13650,13900,13450,13500,245000,200532.0,14854256.0
2013-08-02,13750,13750,13200,13350,162847,198304.0,14854256.0
2013-08-05,13350,13500,13200,13500,99272,200532.0,14854256.0
2013-08-06,13550,14700,13500,14450,526324,214644.0,14854256.0
2013-08-07,14300,14750,14000,14000,252673,207960.0,14854256.0
2013-08-08,14150,14650,14100,14600,407095,216872.0,14854256.0
2013-08-09,14450,14900,14300,14600,267164,216872.0,14854256.0
2013-08-12,14600,14600,13200,13600,465024,202018.0,14854256.0
2013-08-13,13600,13750,13200,13500,283436,200532.0,14854256.0
2013-08-14,13500,13800,13400,13600,157392,202018.0,14854256.0
2013-08-16,12300,12700,12050,12050,780255,178994.0,14854256.0
2013-08-19,12050,12100,11200,11450,566673,170081.0,14854256.0
2013-08-20,11500,11750,11200,11200,331059,166368.0,14854256.0
2013-08-21,11250,11350,10500,10900,326972,161911.0,14854256.0
2013-08-22,10700,10800,10350,10400,258547,154484.0,14854256.0
2013-08-23,10650,10900,10450,10500,297948,155970.0,14854256.0
2013-08-26,10650,10900,10500,10850,201375,161169.0,14854256.0
2013-08-27,10850,10900,10500,10600,166844,157455.0,14854256.0
2013-08-28,10350,10550,10150,10450,190268,155227.0,14854256.0
2013-08-29,10600,11000,10500,10500,281380,155970.0,14854256.0
2013-08-30,10450,10800,10300,10800,201781,160426.0,14854256.0
2013-09-02,10900,11450,10800,11300,428448,167853.0,14854256.0
2013-09-03,11400,11550,11050,11250,214054,167110.0,14854256.0
2013-09-04,11200,11350,10850,11300,130873,167853.0,14854256.0
2013-09-05,11400,11400,11050,11050,107469,164140.0,14854256.0
2013-09-06,11150,11300,10800,10950,128117,162654.0,14854256.0
2013-09-09,10950,11000,10550,10650,113912,158198.0,14854256.0
2013-09-10,10650,11000,10650,10950,136298,162654.0,14854256.0
2013-09-11,11050,11600,10950,11600,265742,172309.0,14854256.0
2013-09-12,11750,11900,11450,11600,360445,172309.0,14854256.0
2013-09-13,11650,11650,11350,11450,118026,170081.0,14854256.0
2013-09-16,11500,11750,11450,11550,133141,171567.0,14854256.0
2013-09-17,11750,11750,11550,11550,90153,171567.0,14854256.0
2013-09-23,11550,11700,11500,11500,78266,170824.0,14854256.0
2013-09-24,11600,11850,11500,11650,112685,173052.0,14854256.0
2013-09-25,11650,11850,11500,11600,107182,172309.0,14854256.0
2013-09-26,11550,11800,11550,11750,116876,174538.0,14854256.0
2013-09-27,11750,12350,11650,12250,334654,181965.0,14854256.0
2013-09-30,12300,12300,11950,12050,133141,178994.0,14854256.0
2013-10-01,11950,12150,11600,11700,192519,173795.0,14854256.0
2013-10-02,11800,11950,11500,11500,178830,170824.0,14854256.0
2013-10-04,11650,11800,11200,11200,266147,166368.0,14854256.0
2013-10-07,11250,11800,11250,11700,277162,173795.0,14854256.0
2013-10-08,11700,11700,11400,11550,123321,171567.0,14854256.0
2013-10-10,11500,12100,11350,11950,207112,177508.0,14854256.0
2013-10-11,12150,12350,11950,12300,319358,182707.0,14854256.0
2013-10-14,12250,13350,12200,13350,820272,198304.0,14854256.0
2013-10-15,13250,13550,13050,13450,414611,199790.0,14854256.0
2013-10-16,13400,13600,12650,12850,381498,190877.0,14854256.0
2013-10-17,13000,13050,12150,12500,339652,185678.0,14854256.0
2013-10-18,12400,13050,12350,13000,251973,193105.0,14854256.0
2013-10-21,13100,13100,12650,12750,136295,189392.0,14854256.0
2013-10-22,12850,13100,12700,12900,109193,191620.0,14854256.0
2013-10-23,13050,13050,12400,12450,168326,184935.0,14854256.0
2013-10-24,12500,13200,12350,13200,208091,196076.0,14854256.0
2013-10-25,13200,13300,12800,13100,146231,194591.0,14854256.0
2013-10-28,13350,13700,13150,13550,403249,201275.0,14854256.0
2013-10-29,13500,13500,13050,13050,178912,193848.0,14854256.0
2013-10-30,13000,13300,12750,13200,158798,196076.0,14854256.0
2013-10-31,13050,13150,12150,12300,269965,182707.0,14854256.0
2013-11-01,12350,12550,10500,10500,1971763,155970.0,14854256.0
2013-11-04,10550,10700,10300,10550,382174,156712.0,14854256.0
2013-11-05,10600,10750,10050,10100,489855,150028.0,14854256.0
2013-11-06,10150,10250,9910,9970,273575,148097.0,14854256.0
2013-11-07,10050,10100,9460,9460,294413,140521.0,14854256.0
2013-11-08,9360,9880,9300,9680,292807,143789.0,14854256.0
2013-11-11,9640,9690,8730,8800,393025,130717.0,14854256.0
2013-11-12,8800,9440,8800,9370,264409,139184.0,14854256.0
2013-11-13,9450,9450,9020,9020,141543,133985.0,14854256.0
2013-11-14,9050,9650,9050,9580,298435,142304.0,14854256.0
2013-11-15,9510,9810,9370,9500,167108,141115.0,14854256.0
2013-11-18,9380,9700,9380,9560,83484,142007.0,14854256.0
2013-11-19,9470,9820,9470,9750,117641,144829.0,14854256.0
2013-11-20,9700,9870,9630,9760,71927,144978.0,14854256.0
2013-11-21,9740,10050,9680,9790,118015,145423.0,14854256.0
2013-11-22,9850,10450,9850,10400,272369,154484.0,14854256.0
2013-11-25,10400,10800,10200,10600,202229,157455.0,14854256.0
2013-11-26,10450,10550,10150,10300,91346,152999.0,14854256.0
2013-11-27,10300,10500,10150,10250,102169,152256.0,14854256.0
2013-11-28,10400,11050,10300,11050,450594,164140.0,14854256.0
2013-11-29,10950,11100,10800,10950,125691,162654.0,14854256.0
2013-12-02,10950,10950,10650,10850,96425,161169.0,14854256.0
2013-12-03,10750,10800,10200,10350,191255,153742.0,14854256.0
2013-12-04,10300,10450,10100,10350,64270,153742.0,14854256.0
2013-12-05,10450,10600,10300,10500,77524,155970.0,14854256.0
2013-12-06,10600,10700,10100,10200,111405,151513.0,14854256.0
2013-12-09,10300,10400,9990,9990,90047,148394.0,14854256.0
2013-12-10,9990,10100,9700,9800,87320,145572.0,14854256.0
2013-12-11,9700,10150,9700,9880,48750,146760.0,14854256.0
2013-12-12,9710,10300,9710,10300,64172,152999.0,14854256.0
2013-12-13,10300,10350,10000,10150,38601,150771.0,14854256.0
2013-12-16,10250,10250,9890,9950,40659,147800.0,14854256.0
2013-12-17,9860,10100,9820,9890,31894,146909.0,14854256.0
2013-12-18,9830,10050,9760,10000,45835,148543.0,14854256.0
2013-12-19,10350,10700,10250,10350,192856,153742.0,14854256.0
2013-12-20,10550,10850,10350,10750,160369,159683.0,14854256.0
2013-12-23,10750,10900,10700,10750,94487,159683.0,14854256.0
2013-12-24,10650,11100,10600,10950,93989,162654.0,14854256.0
2013-12-26,11050,11150,10950,11150,115373,165625.0,14854256.0
2013-12-27,11200,11400,11150,11200,90457,166368.0,14854256.0
2013-12-30,11150,11300,10900,11150,63305,165625.0,14854256.0
2014-01-02,11250,11550,11100,11250,115794,167110.0,14854256.0
2014-01-03,11100,11250,10900,11100,82132,164882.0,14854256.0
2014-01-06,11050,11600,11050,11550,159439,171567.0,14854256.0
2014-01-07,11450,12150,11450,12100,278771,179736.0,14854256.0
2014-01-08,12200,12200,11750,12100,146767,179736.0,14854256.0
2014-01-09,12000,12350,11950,11950,156045,177508.0,14854256.0
2014-01-10,12300,12350,11750,12000,157991,178251.0,14854256.0
2014-01-13,12000,12600,11900,12550,192253,186421.0,14854256.0
2014-01-14,12400,12800,12350,12700,190681,188649.0,14854256.0
2014-01-15,12750,12800,12500,12550,105355,186421.0,14854256.0
2014-01-16,12650,12700,12100,12150,140431,180479.0,14854256.0
2014-01-17,12150,12500,11900,12400,140853,184193.0,14854256.0
2014-01-20,12400,12500,12150,12300,75288,182707.0,14854256.0
2014-01-21,12200,12350,11950,12250,143401,181965.0,14854256.0
2014-01-22,12250,12300,12050,12200,84196,181222.0,14854256.0
2014-01-23,12250,12700,12050,12700,321251,188649.0,14854256.0
2014-01-24,12600,12850,12550,12800,196325,190134.0,14854256.0
2014-01-27,12400,12750,12400,12500,122708,185678.0,14854256.0
2014-01-28,12600,13050,12300,12950,215702,192363.0,14854256.0
2014-01-29,13150,13250,12900,12950,180731,192363.0,14854256.0
2014-02-03,12900,13100,12600,13100,103332,194591.0,14854256.0
2014-02-04,12950,13000,12700,12950,147192,192363.0,14854256.0
2014-02-05,12900,13000,12550,12900,118030,191620.0,14854256.0
2014-02-06,12800,13400,12650,13350,206492,198304.0,14854256.0
2014-02-07,13350,13650,13250,13650,194902,202761.0,14854256.0
2014-02-10,13750,14150,13450,14000,230566,207960.0,14854256.0
2014-02-11,14050,14200,13900,14000,78564,207960.0,14854256.0
2014-02-12,14100,14400,13850,14250,181443,211673.0,14854256.0
2014-02-13,14350,14700,13900,14500,536904,215387.0,14854256.0
2014-02-14,14750,14800,14300,14350,168465,213159.0,14854256.0
2014-02-17,14400,14400,13850,14250,207406,211673.0,14854256.0
2014-02-18,14250,14250,14000,14200,78526,210930.0,14854256.0
2014-02-19,14150,14400,14050,14200,147191,210930.0,14854256.0
2014-02-20,14150,14150,13500,14150,326430,210188.0,14854256.0
2014-02-21,14200,14300,13800,14200,124099,210930.0,14854256.0
2014-02-24,14200,14200,13850,14000,106565,207960.0,14854256.0
2014-02-25,14000,14000,13300,13550,231802,201275.0,14854256.0
2014-02-26,13450,13700,13400,13550,119212,201275.0,14854256.0
2014-02-27,13550,13600,13050,13350,200891,198304.0,14854256.0
2014-02-28,13400,13750,13250,13600,211340,202018.0,14854256.0
2014-03-03,13550,13600,13050,13050,131347,193848.0,14854256.0
2014-03-04,13050,13600,12950,13400,194964,199047.0,14854256.0
2014-03-05,13650,13650,13250,13400,162630,199047.0,14854256.0
2014-03-06,13500,14250,13450,14250,345150,211673.0,14854256.0
2014-03-07,14350,14700,14300,14650,362287,217615.0,14854256.0
2014-03-10,14700,14700,14200,14400,157088,213901.0,14854256.0
2014-03-11,14400,15100,14400,14900,368800,221328.0,14854256.0
2014-03-12,15000,15000,14600,14800,169660,219843.0,14854256.0
2014-03-13,14800,14850,14350,14450,218098,214644.0,14854256.0
2014-03-14,14150,15100,14150,14850,338387,220586.0,14854256.0
2014-03-17,15100,15200,14200,14250,302937,211673.0,14854256.0
2014-03-18,14550,14600,14150,14300,217605,212416.0,14854256.0
2014-03-19,14400,14600,14150,14400,260067,213901.0,14854256.0
2014-03-20,14300,14600,14100,14250,281406,211673.0,14854256.0
2014-03-21,14500,14800,13800,13850,486845,205731.0,14854256.0
2014-03-24,14000,14100,13650,13800,230180,204989.0,14854256.0
2014-03-25,13700,13750,13200,13300,303832,197562.0,14854256.0
2014-03-26,13400,13550,13150,13500,127621,200532.0,14854256.0
2014-03-27,13550,13550,13100,13350,107357,198304.0,14854256.0
2014-03-28,13350,13750,13300,13650,138485,202761.0,14854256.0
2014-03-31,13800,13950,13550,13750,106022,204246.0,14854256.0
2014-04-01,13900,13950,13600,13900,160558,206474.0,14854256.0
2014-04-02,14750,15150,14400,15000,1304364,222814.0,14854256.0
2014-04-03,15300,15300,14800,15000,267207,222814.0,14854256.0
2014-04-04,14900,15100,14550,14950,240493,222071.0,14854256.0
2014-04-07,14650,14850,14350,14450,196110,214644.0,14854256.0
2014-04-08,14400,14850,14200,14850,245155,220586.0,14854256.0
2014-04-09,14800,14800,14450,14500,141859,215387.0,14854256.0
2014-04-10,14600,14650,14200,14300,138032,212416.0,14854256.0
2014-04-11,14000,14850,13900,14800,221950,219843.0,14854256.0
2014-04-14,14700,15050,14650,14950,151850,222071.0,14854256.0
2014-04-15,15150,15600,15100,15150,397587,225042.0,14854256.0
2014-04-16,15350,15650,15100,15600,297380,231726.0,14854256.0
2014-04-17,15700,16750,15550,16650,767627,247323.0,14854256.0
2014-04-18,16650,16850,16550,16750,340685,248809.0,14854256.0
2014-04-21,16650,17200,16350,16350,373602,242867.0,14854256.0
2014-04-22,16500,16750,16300,16450,251520,244353.0,14854256.0
2014-04-23,16600,17100,16450,16700,305286,248066.0,14854256.0
2014-04-24,16700,16850,16000,16600,224424,246581.0,14854256.0
2014-04-25,16550,16750,16300,16400,160223,243610.0,14854256.0
2014-04-28,16450,17000,16250,16950,277278,251780.0,14854256.0
2014-04-29,17000,17200,16800,17000,302519,252522.0,14854256.0
2014-04-30,17050,17250,16400,16450,210011,244353.0,14854256.0
2014-05-02,16400,16550,16150,16250,128804,241382.0,14854256.0
2014-05-07,16350,16450,16000,16050,108810,238411.0,14854256.0
2014-05-08,16150,16200,15350,15800,255148,234697.0,14854256.0
2014-05-09,15750,17100,15750,17000,365259,252522.0,14854256.0
2014-05-12,16850,17450,16700,17350,288461,257721.0,14854256.0
2014-05-13,17500,17600,17050,17550,190243,260692.0,14854256.0
2014-05-14,17450,17700,17100,17400,271770,258464.0,14854256.0
2014-05-15,17850,18500,17650,18100,536695,268862.0,14854256.0
2014-05-16,18050,18950,17950,18800,445671,279260.0,14854256.0
2014-05-19,18900,20000,18900,19900,550984,295600.0,14854256.0
2014-05-20,20150,20400,19000,19700,632813,292629.0,14854256.0
2014-05-21,19550,20300,19250,19400,444771,288173.0,14854256.0
2014-05-22,19550,19600,18650,19100,471965,283716.0,14854256.0
2014-05-23,19100,19250,18850,19000,211877,282231.0,14854256.0
2014-05-26,19300,19750,18950,19000,404082,282231.0,14854256.0
2014-05-27,19150,19400,18450,19350,299974,287430.0,14854256.0
2014-05-28,19150,19350,18750,18850,242639,280003.0,14854256.0
2014-05-29,18800,19350,18500,19300,223704,286687.0,14854256.0
2014-05-30,19450,19600,18750,18750,201445,278517.0,14854256.0
2014-06-02,18900,18900,18050,18150,226326,269605.0,14854256.0
2014-06-03,18250,19000,17300,18850,381227,280003.0,14854256.0
2014-06-05,18700,19100,18200,18400,141324,273318.0,14854256.0
2014-06-09,18450,18450,17300,17550,300038,260692.0,14854256.0
2014-06-10,17500,18800,17500,18800,241342,279260.0,14854256.0
2014-06-11,18950,19450,18600,19450,233210,288915.0,14854256.0
2014-06-12,19350,19750,19050,19600,139972,291143.0,14854256.0
2014-06-13,19450,19650,19150,19650,93924,291886.0,14854256.0
2014-06-16,19650,19900,19250,19650,117199,291886.0,14854256.0
2014-06-17,19500,19900,19450,19500,146191,289658.0,14854256.0
2014-06-18,19400,21050,19300,20550,628410,305255.0,14854256.0
2014-06-19,20650,21200,20400,21050,297293,312682.0,14854256.0
2014-06-20,20900,21300,20700,21000,149923,311939.0,14854256.0
2014-06-23,21100,21150,20450,20500,119429,304512.0,14854256.0
2014-06-24,20400,20800,20150,20600,191564,305998.0,14854256.0
2014-06-25,20750,21350,19650,19900,374409,295600.0,14854256.0
2014-06-26,20250,20900,20100,20450,198204,303770.0,14854256.0
2014-06-27,20400,20700,19950,20700,120792,307483.0,14854256.0
2014-06-30,20850,21100,20350,20950,128449,311197.0,14854256.0
2014-07-01,20800,21150,20650,20900,132464,310454.0,14854256.0
2014-07-02,21500,22450,21450,22250,514168,330507.0,14854256.0
2014-07-03,22250,22800,21950,22550,249915,334963.0,14854256.0
2014-07-04,22750,23000,21950,22450,329414,333478.0,14854256.0
2014-07-07,22700,22700,21950,22250,197833,330507.0,14854256.0
2014-07-08,22350,22950,21900,22850,272233,339420.0,14854256.0
2014-07-09,22700,23200,22600,23100,147812,343133.0,14854256.0
2014-07-10,23000,23050,22600,22700,110708,337192.0,14854256.0
2014-07-11,22600,23000,22400,22650,83717,336449.0,14854256.0
2014-07-14,22750,24000,22750,23500,304702,349075.0,14854256.0
2014-07-15,23500,23550,22200,22200,366202,329764.0,14854256.0
2014-07-16,22150,22200,20150,21650,618536,321595.0,14854256.0
2014-07-17,21950,22450,21650,21850,186423,324565.0,14854256.0
2014-07-18,21500,22200,21050,21200,246017,314910.0,14854256.0
2014-07-21,21450,21700,20200,20300,283931,301541.0,14854256.0
2014-07-22,21100,21600,20550,20850,532849,309711.0,14854256.0
2014-07-23,20950,22650,20300,22550,612556,334963.0,14854256.0
2014-07-24,22700,23050,22050,22400,330441,332735.0,14854256.0
2014-07-25,22200,22850,21750,22500,219928,334221.0,14854256.0
2014-07-28,22500,22950,21500,21650,192847,321595.0,14854256.0
2014-07-29,21400,21450,19900,20050,429954,297828.0,14854256.0
2014-07-30,20150,20550,19300,20100,264503,298571.0,14854256.0
2014-07-31,20150,20600,19450,20450,187158,303770.0,14854256.0
2014-08-01,20050,21150,19950,20850,287506,309711.0,14854256.0
2014-08-04,20750,21300,20500,21050,203428,312682.0,14854256.0
2014-08-05,21050,21600,20450,20550,188565,305255.0,14854256.0
2014-08-06,20550,21000,20300,20450,163432,303770.0,14854256.0
2014-08-07,20700,22400,20550,22000,454283,326794.0,14854256.0
2014-08-08,21900,22000,20900,21500,190461,319367.0,14854256.0
2014-08-11,21750,21750,21000,21050,126848,312682.0,14854256.0
2014-08-12,21250,21250,20050,20150,184316,299313.0,14854256.0
2014-08-13,20350,23150,20250,23150,961915,343876.0,14854256.0
2014-08-14,23250,23250,22250,23000,571668,341648.0,14854256.0
2014-08-18,22750,22850,22350,22850,294933,339420.0,14854256.0
2014-08-19,22800,23500,22550,22550,557366,334963.0,14854256.0
2014-08-20,22650,22850,21850,21900,370801,325308.0,14854256.0
2014-08-21,21850,22400,21550,21800,266962,323823.0,14854256.0
2014-08-22,21750,23000,21250,22900,426751,340162.0,14854256.0
2014-08-25,22850,23350,22150,23000,375317,341648.0,14854256.0
2014-08-26,23100,23400,22700,22950,226247,340905.0,14854256.0
2014-08-27,23100,24550,23100,23400,795970,347590.0,14854256.0
2014-08-28,23100,23500,22050,22300,358423,331250.0,14854256.0
2014-08-29,22450,22500,21800,22100,129315,328279.0,14854256.0
2014-09-01,22050,22250,21600,21600,125841,320852.0,14854256.0
2014-09-02,21650,22200,21500,22050,156320,327536.0,14854256.0
2014-09-03,21850,22600,21800,22300,270835,331250.0,14854256.0
2014-09-04,22500,23200,22400,22650,207134,336449.0,14854256.0
2014-09-05,22650,23350,22450,23200,201631,344619.0,14854256.0
2014-09-11,23400,23750,22550,22800,232174,338677.0,14854256.0
2014-09-12,22850,23000,22100,22850,121501,339420.0,14854256.0
2014-09-15,22700,23200,22450,23000,156011,341648.0,14854256.0
2014-09-16,23000,23450,22750,23000,116486,341648.0,14854256.0
2014-09-17,23200,23300,22550,22800,98035,338677.0,14854256.0
2014-09-18,22850,22850,22200,22200,134271,329764.0,14854256.0
2014-09-19,22300,22600,22150,22250,101699,330507.0,14854256.0
2014-09-22,22350,22700,21900,22000,125515,326794.0,14854256.0
2014-09-23,22000,22100,21200,21300,170030,316396.0,14854256.0
2014-09-24,21550,22700,21500,22500,206272,334221.0,14854256.0
2014-09-25,22750,23000,22350,22900,142085,340162.0,14854256.0
2014-09-26,22550,23950,22350,23850,326738,354274.0,14854256.0
2014-09-29,24100,24950,23950,24500,466006,363929.0,14854256.0
2014-09-30,24650,25350,24200,25000,307261,371356.0,14854256.0
2014-10-01,24900,25450,23900,24550,246381,364672.0,14854256.0
2014-10-02,24100,25750,23800,25750,237440,382497.0,14854256.0
2014-10-06,26100,26200,25350,25900,151311,384725.0,14854256.0
2014-10-07,25900,26150,25100,25550,215887,379526.0,14854256.0
2014-10-08,25150,25750,25000,25650,82257,381012.0,14854256.0
2014-10-10,25750,25900,25050,25650,121726,381012.0,14854256.0
2014-10-13,25300,25450,24150,24500,228176,363929.0,14854256.0
2014-10-14,24350,25300,24250,25150,122005,373585.0,14854256.0
2014-10-15,25500,25500,24300,24750,98354,367643.0,14854256.0
2014-10-16,24400,26100,24300,25950,234297,385468.0,14854256.0
2014-10-17,26100,27100,25850,26800,364636,398094.0,14854256.0
2014-10-20,26600,27050,25800,26350,203933,391410.0,14854256.0
2014-10-21,26200,28100,25950,27400,460727,407007.0,14854256.0
2014-10-22,27750,29600,27550,29300,545565,435230.0,14854256.0
2014-10-23,29000,30350,28750,29900,229206,444142.0,14854256.0
2014-10-24,30550,30600,29300,30050,178679,446370.0,14854256.0
2014-10-27,30150,30950,29000,30150,169408,447856.0,14854256.0
2014-10-28,30250,30300,29600,30000,101993,445628.0,14854256.0
2014-10-29,30400,30400,28800,29200,236498,433744.0,14854256.0
2014-10-30,29000,29550,27550,29100,318016,432259.0,14854256.0
2014-10-31,29150,29600,28400,28500,97077,423346.0,14854256.0
2014-11-03,28300,31700,28250,31050,282972,461225.0,14854256.0
2014-11-04,30900,31350,29800,30750,134389,456768.0,14854256.0
2014-11-05,30550,31250,29100,29350,192794,435972.0,14854256.0
2014-11-06,29450,29650,25700,26550,600423,394380.0,14854256.0
2014-11-07,26850,28700,26600,27500,235058,408492.0,14854256.0
2014-11-10,27700,27700,25500,26250,201522,389924.0,14854256.0
2014-11-11,26250,27450,26250,27450,167355,407749.0,14854256.0
2014-11-12,27700,27750,26800,27350,100738,406264.0,14854256.0
2014-11-13,27600,29750,27150,27400,454749,407007.0,14854256.0
2014-11-14,27700,28400,27150,27200,238335,404036.0,14854256.0
2014-11-17,27350,28500,25800,26000,270777,386211.0,14854256.0
2014-11-18,26250,27700,26200,27700,190794,411463.0,14854256.0
2014-11-19,27700,28350,27400,27750,131340,412206.0,14854256.0
2014-11-20,28000,28900,27650,27900,163406,414434.0,14854256.0
2014-11-21,28200,28600,27850,28100,93931,417405.0,14854256.0
2014-11-24,28150,28150,26250,26500,266924,393638.0,14854256.0
2014-11-25,26500,26950,26150,26950,131139,400322.0,14854256.0
2014-11-26,27150,27200,26650,26700,84104,396609.0,14854256.0
2014-11-27,27000,28100,26600,27400,154920,407007.0,14854256.0
2014-11-28,27650,28150,27250,27400,92971,407007.0,14854256.0
2014-12-01,27400,28200,27300,28050,117420,416662.0,14854256.0
2014-12-02,28250,28350,27500,28100,102784,417405.0,14854256.0
2014-12-03,28200,28750,28150,28500,108588,423346.0,14854256.0
2014-12-04,28500,28800,28250,28600,86611,424832.0,14854256.0
2014-12-05,28600,29050,28350,28400,93001,421861.0,14854256.0
2014-12-08,28550,28750,27850,28650,90350,425574.0,14854256.0
2014-12-09,28550,28750,28050,28450,99857,422604.0,14854256.0
2014-12-10,28200,28750,27950,28600,93739,424832.0,14854256.0
2014-12-11,28200,28850,27150,27500,124454,408492.0,14854256.0
2014-12-12,27800,27800,26400,26400,117173,392152.0,14854256.0
2014-12-15,26000,27300,25900,26800,56480,398094.0,14854256.0
2014-12-16,26900,27000,26150,26300,48908,390667.0,14854256.0
2014-12-17,26450,26450,24900,25550,168474,379526.0,14854256.0
2014-12-18,25600,25800,23950,24500,209317,363929.0,14854256.0
2014-12-19,24900,25400,24650,25250,105284,375070.0,14854256.0
2014-12-22,25100,25700,24350,24500,113310,363929.0,14854256.0
2014-12-23,24950,25750,24750,25250,99683,375070.0,14854256.0
2014-12-24,25100,25600,24950,25050,80738,372099.0,14854256.0
2014-12-26,25300,25350,24500,25050,88597,372099.0,14854256.0
2014-12-29,25100,25500,24850,25200,76131,374327.0,14854256.0
2014-12-30,25250,26150,25250,26150,113559,388439.0,14854256.0
2015-01-02,26150,26550,26000,26200,83211,389182.0,14854256.0
2015-01-05,26300,27950,26050,27850,209895,413691.0,14854256.0
2015-01-06,27800,28200,27300,28050,139084,416662.0,14854256.0
2015-01-07,28150,28450,27800,28200,121535,418890.0,14854256.0
2015-01-08,28150,29600,28050,29150,295618,433002.0,14854256.0
2015-01-09,29400,30400,28700,29150,260014,433002.0,14854256.0
2015-01-12,29000,29500,28600,29100,88092,432259.0,14854256.0
2015-01-13,29150,29250,27550,27650,223215,410720.0,14854256.0
2015-01-14,27750,28550,27550,28500,132306,423346.0,14854256.0
2015-01-15,28550,28550,27600,28100,137396,417405.0,14854256.0
2015-01-16,28100,28100,26900,27800,193649,412948.0,14854256.0
2015-01-19,28100,28100,27000,27100,136307,402550.0,14854256.0
2015-01-20,27400,28000,27100,28000,113600,415919.0,14854256.0
2015-01-21,27750,29050,27700,28850,198134,428545.0,14854256.0
2015-01-22,29250,29300,27250,27800,218896,412948.0,14854256.0
2015-01-23,28200,28350,27500,28150,133898,418147.0,14854256.0
2015-01-26,28000,28400,27650,28100,120159,417405.0,14854256.0
2015-01-27,28100,28350,27400,27500,109423,408492.0,14854256.0
2015-01-28,27300,27500,26550,27000,208973,401065.0,14854256.0
