쎄트렉아이(099320),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2013-07-04,9825,9825,9548,9700,12051,70455.0,3659990.0
2013-07-05,9699,9825,9624,9750,8907,70821.0,3659990.0
2013-07-08,9775,9825,9447,9599,8381,69723.0,3659990.0
2013-07-09,9598,9649,9472,9624,6641,69906.0,3659990.0
2013-07-10,9624,9699,9346,9548,6682,69357.0,3659990.0
2013-07-11,9548,9800,9447,9800,7649,71187.0,3659990.0
2013-07-12,9926,9926,9724,9876,6283,71736.0,3659990.0
2013-07-15,9875,9901,9724,9901,6606,71919.0,3659990.0
2013-07-16,9926,9951,9800,9851,9572,71553.0,3659990.0
2013-07-17,9875,9901,9699,9775,8021,71004.0,3659990.0
2013-07-18,9649,9825,9649,9775,3602,71004.0,3659990.0
2013-07-19,9775,9825,9674,9775,7643,71004.0,3659990.0
2013-07-22,9901,10153,9901,10078,13861,73200.0,3659990.0
2013-07-23,10001,10203,10001,10178,14261,73932.0,3659990.0
2013-07-24,10178,10203,9951,10153,11287,73749.0,3659990.0
2013-07-25,10102,10631,10077,10632,32805,77226.0,3659990.0
2013-07-26,10606,10757,10505,10657,14228,77409.0,3659990.0
2013-07-29,10732,10732,10455,10657,16420,77409.0,3659990.0
2013-07-30,10556,10757,10531,10657,9810,77409.0,3659990.0
2013-07-31,10682,10707,10531,10556,10138,76677.0,3659990.0
2013-08-01,10656,10656,10279,10481,15599,76128.0,3659990.0
2013-08-02,10480,10707,10405,10682,18742,77592.0,3659990.0
2013-08-05,10707,10782,10505,10556,10360,76677.0,3659990.0
2013-08-06,10531,10631,10379,10481,11749,76128.0,3659990.0
2013-08-07,10304,10732,10304,10657,31247,77409.0,3659990.0
2013-08-08,10556,10656,10455,10581,7605,76860.0,3659990.0
2013-08-09,10631,10908,10556,10808,30018,78507.0,3659990.0
2013-08-12,10808,10934,10732,10884,14866,79056.0,3659990.0
2013-08-13,10833,11110,10732,10733,34360,77958.0,3659990.0
2013-08-14,10707,10782,10480,10581,32222,76860.0,3659990.0
2013-08-16,10531,10808,10329,10808,42778,78507.0,3659990.0
2013-08-19,10808,10959,10581,10581,33959,76860.0,3659990.0
2013-08-20,10556,10707,10127,10329,39005,75030.0,3659990.0
2013-08-21,10329,10455,9875,10153,44570,73749.0,3659990.0
2013-08-22,10001,10228,9926,9977,30482,72468.0,3659990.0
2013-08-23,10178,10178,9750,9826,46108,71370.0,3659990.0
2013-08-26,9825,9875,9674,9851,20781,71553.0,3659990.0
2013-08-27,9825,9850,9573,9649,24675,70089.0,3659990.0
2013-08-28,9498,9649,9321,9347,20643,67893.0,3659990.0
2013-08-29,9321,9674,9321,9422,16797,68442.0,3659990.0
2013-08-30,9598,9598,9195,9347,12581,67893.0,3659990.0
2013-09-02,9346,9498,9271,9448,13879,68625.0,3659990.0
2013-09-03,9447,9573,9422,9498,8718,68991.0,3659990.0
2013-09-04,9523,9573,9397,9498,10667,68991.0,3659990.0
2013-09-05,9472,9624,9422,9498,12505,68991.0,3659990.0
2013-09-06,9523,10379,9498,9574,100598,69540.0,3659990.0
2013-09-09,9573,9674,9447,9599,17360,69723.0,3659990.0
2013-09-10,9649,9649,9523,9548,10275,69357.0,3659990.0
2013-09-11,9548,9624,9321,9599,10814,69723.0,3659990.0
2013-09-12,9624,9750,9573,9750,11153,70821.0,3659990.0
2013-09-13,9699,9775,9624,9674,10384,70272.0,3659990.0
2013-09-16,9699,9699,9598,9649,9384,70089.0,3659990.0
2013-09-17,9649,9750,9598,9674,11222,70272.0,3659990.0
2013-09-23,9624,9724,9624,9674,11579,70272.0,3659990.0
2013-09-24,9724,9724,9422,9574,10006,69540.0,3659990.0
2013-09-25,9624,9624,9422,9523,7322,69174.0,3659990.0
2013-09-26,9523,9624,9447,9624,8222,69906.0,3659990.0
2013-09-27,9624,9825,9573,9800,11668,71187.0,3659990.0
2013-09-30,9875,9875,9649,9674,7174,70272.0,3659990.0
2013-10-01,9674,9724,9472,9649,8924,70089.0,3659990.0
2013-10-02,9674,9674,9523,9649,10497,70089.0,3659990.0
2013-10-04,9649,9649,9472,9473,10514,68808.0,3659990.0
2013-10-07,9472,9498,9246,9397,23498,68259.0,3659990.0
2013-10-08,9397,9397,9195,9271,11359,67344.0,3659990.0
2013-10-10,9246,9397,9019,9145,19509,66429.0,3659990.0
2013-10-11,9195,9346,9145,9322,12942,67710.0,3659990.0
2013-10-14,9422,9447,9246,9448,7708,68625.0,3659990.0
2013-10-15,9447,9498,9321,9347,10577,67893.0,3659990.0
2013-10-16,9397,9397,9296,9297,4712,67527.0,3659990.0
2013-10-17,9321,9346,9120,9271,12945,67344.0,3659990.0
2013-10-18,9271,9372,9195,9372,3968,68076.0,3659990.0
2013-10-21,9498,9523,9346,9473,9422,68808.0,3659990.0
2013-10-22,9523,9523,9397,9523,10066,69174.0,3659990.0
2013-10-23,9472,9548,9397,9498,5961,68991.0,3659990.0
2013-10-24,9422,9498,9321,9498,8319,68991.0,3659990.0
2013-10-25,9498,9548,9397,9498,5855,68991.0,3659990.0
2013-10-28,9498,9548,9447,9498,6097,68991.0,3659990.0
2013-10-29,9498,9624,9422,9599,10797,69723.0,3659990.0
2013-10-30,9624,9649,9472,9574,10343,69540.0,3659990.0
2013-10-31,9523,9624,9422,9574,7836,69540.0,3659990.0
2013-11-01,9573,9573,9422,9498,4890,68991.0,3659990.0
2013-11-04,9296,9498,9220,9246,20444,67161.0,3659990.0
2013-11-05,9246,9271,8868,8969,40149,65148.0,3659990.0
2013-11-06,8918,9019,8893,8893,12715,64599.0,3659990.0
2013-11-07,8893,8968,8767,8893,8682,64599.0,3659990.0
2013-11-08,8641,8792,8641,8767,13023,63684.0,3659990.0
2013-11-11,8767,8817,8515,8541,16877,62037.0,3659990.0
2013-11-12,8439,8641,8439,8641,3486,62769.0,3659990.0
2013-11-13,8641,8742,8565,8616,3229,62586.0,3659990.0
2013-11-14,8565,8767,8465,8742,16582,63501.0,3659990.0
2013-11-15,8666,8767,8540,8641,7551,62769.0,3659990.0
2013-11-18,8666,8691,8414,8490,9988,61671.0,3659990.0
2013-11-19,8414,8565,8414,8490,9527,61671.0,3659990.0
2013-11-20,8439,8515,8414,8465,8173,61488.0,3659990.0
2013-11-21,8490,8641,8414,8516,11834,61854.0,3659990.0
2013-11-22,8515,8616,8414,8440,5797,61305.0,3659990.0
2013-11-25,8389,8515,8339,8364,7077,60756.0,3659990.0
2013-11-26,8364,8465,8263,8390,14294,60939.0,3659990.0
2013-11-27,8490,8666,8439,8616,12594,62586.0,3659990.0
2013-11-28,8641,8641,8540,8566,4456,62220.0,3659990.0
2013-11-29,8641,8641,8515,8566,5391,62220.0,3659990.0
2013-12-02,8565,8565,8389,8390,8597,60939.0,3659990.0
2013-12-03,8313,8389,8263,8339,3988,60573.0,3659990.0
2013-12-04,8288,8439,8263,8440,3520,61305.0,3659990.0
2013-12-05,8439,8817,8439,8667,10991,62952.0,3659990.0
2013-12-06,8616,9094,8616,8969,17786,65148.0,3659990.0
2013-12-09,9044,9044,8742,8843,10188,64233.0,3659990.0
2013-12-10,8666,8918,8515,8692,9317,63135.0,3659990.0
2013-12-11,8591,8742,8515,8516,2885,61854.0,3659990.0
2013-12-12,8515,8515,8313,8364,9964,60756.0,3659990.0
2013-12-13,8313,8389,8263,8339,2495,60573.0,3659990.0
2013-12-16,8339,8565,8339,8566,3302,62220.0,3659990.0
2013-12-17,8565,8742,8339,8516,6939,61854.0,3659990.0
2013-12-18,8414,8490,8263,8339,6558,60573.0,3659990.0
2013-12-19,8439,8439,8313,8364,2567,60756.0,3659990.0
2013-12-20,8313,8490,8313,8390,3186,60939.0,3659990.0
2013-12-23,8339,8490,8339,8465,3459,61488.0,3659990.0
2013-12-24,8565,8565,8364,8541,1677,62037.0,3659990.0
2013-12-26,8565,8641,8439,8541,4195,62037.0,3659990.0
2013-12-27,8616,8641,8465,8591,3106,62403.0,3659990.0
2013-12-30,8641,8641,8515,8591,1015,62403.0,3659990.0
2014-01-02,8666,8666,8465,8490,4944,61671.0,3659990.0
2014-01-03,8490,8565,8364,8566,4206,62220.0,3659990.0
2014-01-06,8565,8666,8414,8541,3823,62037.0,3659990.0
2014-01-07,8540,8540,8389,8516,5596,61854.0,3659990.0
2014-01-08,8515,8515,8389,8465,12360,61488.0,3659990.0
2014-01-09,8465,8616,8465,8490,2032,61671.0,3659990.0
2014-01-10,8490,8591,8439,8490,872,61671.0,3659990.0
2014-01-13,8540,8565,8414,8490,3802,61671.0,3659990.0
2014-01-14,8414,8515,8414,8516,2907,61854.0,3659990.0
2014-01-15,8515,8591,8465,8490,2721,61671.0,3659990.0
2014-01-16,8490,8742,8490,8717,9470,63318.0,3659990.0
2014-01-17,8717,8767,8616,8616,3200,62586.0,3659990.0
2014-01-20,8691,8742,8565,8667,5004,62952.0,3659990.0
2014-01-21,8616,8767,8565,8692,10520,63135.0,3659990.0
2014-01-22,8666,8994,8666,8969,11188,65148.0,3659990.0
2014-01-23,8968,9271,8893,9145,23966,66429.0,3659990.0
2014-01-24,9069,9145,8893,8944,5191,64965.0,3659990.0
2014-01-27,8843,8843,8465,8591,14644,62403.0,3659990.0
2014-01-28,8616,8767,8565,8742,4571,63501.0,3659990.0
2014-01-29,8817,8843,8742,8767,2307,63684.0,3659990.0
2014-02-03,8616,8767,8616,8641,3182,62769.0,3659990.0
2014-02-04,8465,8742,8439,8566,7576,62220.0,3659990.0
2014-02-05,8515,8691,8515,8616,5279,62586.0,3659990.0
2014-02-06,8616,8666,8515,8591,5970,62403.0,3659990.0
2014-02-07,8591,8691,8565,8641,7208,62769.0,3659990.0
2014-02-10,8591,8742,8591,8742,3735,63501.0,3659990.0
2014-02-11,8666,8792,8616,8641,4417,62769.0,3659990.0
2014-02-12,8717,8767,8616,8616,5870,62586.0,3659990.0
2014-02-13,8717,8742,8616,8742,4046,63501.0,3659990.0
2014-02-14,8767,8792,8666,8793,4266,63867.0,3659990.0
2014-02-17,8767,8918,8767,8919,6960,64782.0,3659990.0
2014-02-18,8918,8968,8843,8944,5833,64965.0,3659990.0
2014-02-19,8918,8968,8817,8919,4606,64782.0,3659990.0
2014-02-20,8742,8918,8691,8818,4875,64050.0,3659990.0
2014-02-21,8817,8918,8817,8843,1796,64233.0,3659990.0
2014-02-24,8843,8918,8540,8566,8886,62220.0,3659990.0
2014-02-25,8641,8691,8540,8667,5531,62952.0,3659990.0
2014-02-26,8666,8767,8565,8566,3544,62220.0,3659990.0
2014-02-27,8565,8641,8490,8516,9491,61854.0,3659990.0
2014-02-28,8465,8565,8439,8541,8419,62037.0,3659990.0
2014-03-03,8641,8691,8515,8541,9439,62037.0,3659990.0
2014-03-04,8540,8666,8490,8616,6438,62586.0,3659990.0
2014-03-05,8641,8918,8616,8893,14175,64599.0,3659990.0
2014-03-06,8868,8943,8792,8893,8375,64599.0,3659990.0
2014-03-07,8893,9120,8893,8944,20412,64965.0,3659990.0
2014-03-10,9220,9447,9019,9221,36365,66978.0,3659990.0
2014-03-11,9296,10455,9296,10229,149381,74298.0,3659990.0
2014-03-12,10203,10228,9825,10027,47091,72834.0,3659990.0
2014-03-13,10052,10077,9850,10027,39546,72834.0,3659990.0
2014-03-14,9850,10354,9850,10027,33017,72834.0,3659990.0
2014-03-17,9976,10329,9926,10027,32893,72834.0,3659990.0
2014-03-18,10153,10153,9850,10078,20237,73200.0,3659990.0
2014-03-19,10127,10354,10102,10329,36744,75030.0,3659990.0
2014-03-20,10178,10531,10102,10481,50441,76128.0,3659990.0
2014-03-21,10631,11085,10606,10707,92340,77775.0,3659990.0
2014-03-24,10833,10858,10430,10682,23931,77592.0,3659990.0
2014-03-25,10707,10732,10027,10279,34707,74664.0,3659990.0
2014-03-26,10279,10455,10052,10153,12103,73749.0,3659990.0
2014-03-27,10127,10379,10077,10153,9517,73749.0,3659990.0
2014-03-28,10304,10682,10304,10455,25635,75945.0,3659990.0
2014-03-31,10430,10656,10102,10229,17920,74298.0,3659990.0
2014-04-01,10329,10581,10253,10506,21633,76311.0,3659990.0
2014-04-02,10631,10631,10430,10506,9602,76311.0,3659990.0
2014-04-03,10556,10581,10354,10481,9996,76128.0,3659990.0
2014-04-04,10430,10480,10253,10355,8309,75213.0,3659990.0
2014-04-07,10279,10329,9875,10304,17029,74847.0,3659990.0
2014-04-08,10253,10279,10001,10178,8767,73932.0,3659990.0
2014-04-09,10127,10304,10127,10304,6330,74847.0,3659990.0
2014-04-10,10304,10405,10203,10304,11786,74847.0,3659990.0
2014-04-11,10153,10304,10077,10178,7547,73932.0,3659990.0
2014-04-14,10178,10228,10077,10128,5454,73566.0,3659990.0
2014-04-15,10077,10203,9976,10052,14298,73017.0,3659990.0
2014-04-16,10052,10077,9875,9876,9346,71736.0,3659990.0
2014-04-17,9901,9901,9624,9876,9890,71736.0,3659990.0
2014-04-18,9901,10153,9875,9977,13039,72468.0,3659990.0
2014-04-21,10001,10102,9976,10078,1516,73200.0,3659990.0
2014-04-22,10228,10682,10228,10531,34089,76494.0,3659990.0
2014-04-23,10556,10682,10329,10380,12312,75396.0,3659990.0
2014-04-24,10379,10455,9951,10128,14435,73566.0,3659990.0
2014-04-25,10027,10127,9825,9876,12966,71736.0,3659990.0
2014-04-28,9875,9976,9649,9725,8977,70638.0,3659990.0
2014-04-29,9699,9875,9674,9876,6789,71736.0,3659990.0
2014-04-30,9875,10077,9850,10027,5678,72834.0,3659990.0
2014-05-02,10027,10052,9800,10052,6710,73017.0,3659990.0
2014-05-07,9926,10052,9724,9851,4602,71553.0,3659990.0
2014-05-08,9750,9825,9472,9674,9931,70272.0,3659990.0
2014-05-09,9674,9750,9498,9624,4203,69906.0,3659990.0
2014-05-12,9624,9724,9523,9574,4985,69540.0,3659990.0
2014-05-13,9598,9875,9573,9800,10116,71187.0,3659990.0
2014-05-14,9800,9825,9699,9826,1807,71370.0,3659990.0
2014-05-15,9775,9825,9699,9826,4724,71370.0,3659990.0
2014-05-16,9800,9800,9624,9800,1962,71187.0,3659990.0
2014-05-19,9800,9800,9498,9750,10167,70821.0,3659990.0
2014-05-20,9649,9699,9573,9599,5582,69723.0,3659990.0
2014-05-21,9498,9699,9472,9649,9322,70089.0,3659990.0
2014-05-22,9624,9649,9498,9523,11556,69174.0,3659990.0
2014-05-23,9472,9624,9472,9548,3331,69357.0,3659990.0
2014-05-26,9523,9699,9523,9599,5320,69723.0,3659990.0
2014-05-27,9598,9598,9346,9523,12604,69174.0,3659990.0
2014-05-28,9472,9498,9321,9397,7315,68259.0,3659990.0
2014-05-29,9296,10027,9195,9800,44635,71187.0,3659990.0
2014-05-30,9775,9800,9598,9674,8784,70272.0,3659990.0
2014-06-02,9649,9800,9422,9599,6180,69723.0,3659990.0
2014-06-03,9598,9598,9372,9372,7750,68076.0,3659990.0
2014-06-05,9372,9498,9220,9397,7312,68259.0,3659990.0
2014-06-09,9397,9498,9220,9372,7397,68076.0,3659990.0
2014-06-10,9372,9472,9195,9347,10219,67893.0,3659990.0
2014-06-11,9346,9498,9296,9498,5167,68991.0,3659990.0
2014-06-12,9674,9800,9523,9523,10701,69174.0,3659990.0
2014-06-13,9271,9674,9271,9674,8064,70272.0,3659990.0
2014-06-16,9724,9750,9548,9649,3435,70089.0,3659990.0
2014-06-17,9775,9850,9548,9599,21190,69723.0,3659990.0
2014-06-18,9674,9674,9422,9448,15251,68625.0,3659990.0
2014-06-19,9523,9674,9472,9674,12128,70272.0,3659990.0
2014-06-20,9825,10027,9598,9674,23862,70272.0,3659990.0
2014-06-23,9674,10077,9674,9775,23614,71004.0,3659990.0
2014-06-24,9674,9800,9624,9775,12257,71004.0,3659990.0
2014-06-25,9775,9926,9699,9826,9071,71370.0,3659990.0
2014-06-26,9825,10102,9825,10078,18734,73200.0,3659990.0
2014-06-27,10102,10203,10001,10078,14213,73200.0,3659990.0
2014-06-30,10077,10203,9926,10027,10217,72834.0,3659990.0
2014-07-01,10127,10127,9926,10078,7578,73200.0,3659990.0
2014-07-02,10077,10102,9951,10002,9600,72651.0,3659990.0
2014-07-03,10001,10027,9699,9800,23148,71187.0,3659990.0
2014-07-04,9850,10001,9750,9977,13658,72468.0,3659990.0
2014-07-07,9976,10077,9825,9977,12913,72468.0,3659990.0
2014-07-08,10027,10027,9850,9952,5716,72285.0,3659990.0
2014-07-09,9951,9976,9800,9952,6492,72285.0,3659990.0
2014-07-10,10027,10052,9850,10002,12096,72651.0,3659990.0
2014-07-11,10001,10001,9825,9826,5849,71370.0,3659990.0
2014-07-14,9926,9926,9699,9700,5383,70455.0,3659990.0
2014-07-15,9775,10178,9724,10078,29315,73200.0,3659990.0
2014-07-16,10127,10127,9951,9952,5605,72285.0,3659990.0
2014-07-17,10077,10707,10027,10581,99332,76860.0,3659990.0
2014-07-18,10732,10732,10430,10455,23116,75945.0,3659990.0
2014-07-21,10505,10656,10430,10430,13625,75762.0,3659990.0
2014-07-22,10505,10833,10329,10632,45249,77226.0,3659990.0
2014-07-23,10782,10908,10606,10733,29753,77958.0,3659990.0
2014-07-24,10732,10808,10581,10758,14703,78141.0,3659990.0
2014-07-25,10757,10782,10480,10581,9490,76860.0,3659990.0
2014-07-28,10581,10656,10304,10380,13424,75396.0,3659990.0
2014-07-29,10379,10455,10153,10329,11020,75030.0,3659990.0
2014-07-30,10329,10606,10178,10581,14468,76860.0,3659990.0
2014-07-31,10581,11009,10531,11010,41740,79971.0,3659990.0
2014-08-01,10984,11135,10808,10934,28656,79422.0,3659990.0
2014-08-04,10959,11387,10808,11337,50866,82350.0,3659990.0
2014-08-05,11387,11639,11261,11488,39086,83448.0,3659990.0
2014-08-06,11513,11589,11236,11312,30824,82167.0,3659990.0
2014-08-07,11312,11614,11211,11589,26121,84180.0,3659990.0
2014-08-08,11589,11689,11387,11388,24709,82716.0,3659990.0
2014-08-11,11513,11866,11261,11866,22904,86193.0,3659990.0
2014-08-12,11866,11992,11614,11967,33201,86925.0,3659990.0
2014-08-13,11967,12496,11941,12219,42504,88755.0,3659990.0
2014-08-14,12218,12496,12067,12446,22823,90402.0,3659990.0
2014-08-18,12445,13125,12395,12723,41020,92415.0,3659990.0
2014-08-19,12748,12874,12118,12370,27225,89853.0,3659990.0
2014-08-20,12420,12596,12118,12597,27214,91500.0,3659990.0
2014-08-21,12596,13000,12596,13000,27048,94428.0,3659990.0
2014-08-22,13050,13050,12798,12924,11136,93879.0,3659990.0
2014-08-25,12874,13025,12370,12370,25318,89853.0,3659990.0
2014-08-26,12218,12596,12042,12597,48037,91500.0,3659990.0
2014-08-27,12596,12899,12420,12421,25353,90219.0,3659990.0
2014-08-28,12093,12571,12042,12572,36245,91317.0,3659990.0
2014-08-29,12571,12672,12370,12370,15499,89853.0,3659990.0
2014-09-01,12269,12470,12042,12118,20832,88023.0,3659990.0
2014-09-02,11916,12168,11891,12143,18271,88206.0,3659990.0
2014-09-03,12042,12319,12042,12219,13420,88755.0,3659990.0
2014-09-04,12244,12344,12017,12194,12934,88572.0,3659990.0
2014-09-05,12294,12319,12067,12295,9476,89304.0,3659990.0
2014-09-11,12294,12395,12168,12295,5481,89304.0,3659990.0
2014-09-12,12244,12395,11916,12093,8780,87840.0,3659990.0
2014-09-15,11967,12093,11790,11967,11410,86925.0,3659990.0
2014-09-16,11841,12193,11841,12143,7336,88206.0,3659990.0
2014-09-17,12143,12319,12017,12320,10233,89487.0,3659990.0
2014-09-18,12319,12370,12143,12370,8411,89853.0,3659990.0
2014-09-19,12370,12571,12344,12547,13797,91134.0,3659990.0
2014-09-22,12546,12622,11841,12244,16036,88938.0,3659990.0
2014-09-23,12143,12193,11841,11992,8863,87108.0,3659990.0
2014-09-24,11992,12168,11916,12118,4405,88023.0,3659990.0
2014-09-25,12218,12218,11967,12093,4559,87840.0,3659990.0
2014-09-26,12093,12093,11815,11891,4569,86376.0,3659990.0
2014-09-29,11891,12067,11614,11740,10110,85278.0,3659990.0
2014-09-30,11740,11916,11589,11841,6609,86010.0,3659990.0
2014-10-01,11841,11967,11639,11640,5715,84546.0,3659990.0
2014-10-02,11639,11765,11488,11766,12209,85461.0,3659990.0
2014-10-06,11891,11891,11639,11740,8158,85278.0,3659990.0
2014-10-07,11740,11790,11563,11640,2804,84546.0,3659990.0
2014-10-08,11563,11689,11211,11236,11353,81618.0,3659990.0
2014-10-10,11211,11261,10934,11161,11162,81069.0,3659990.0
2014-10-13,11110,11160,10656,10758,16245,78141.0,3659990.0
2014-10-14,10858,11135,10858,11085,6616,80520.0,3659990.0
2014-10-15,11236,11236,10934,11060,5735,80337.0,3659990.0
2014-10-16,11060,11085,10606,10808,19396,78507.0,3659990.0
2014-10-17,10908,11034,10757,10884,4088,79056.0,3659990.0
2014-10-20,11034,11236,10883,11136,7040,80886.0,3659990.0
2014-10-21,11186,11286,11009,11161,4957,81069.0,3659990.0
2014-10-22,11186,11261,10959,10959,5741,79605.0,3659990.0
2014-10-23,10883,11034,10808,10808,5707,78507.0,3659990.0
2014-10-24,10959,10959,10581,10934,10533,79422.0,3659990.0
2014-10-27,11034,11034,10757,10833,2053,78690.0,3659990.0
2014-10-28,10833,10883,10682,10707,5015,77775.0,3659990.0
2014-10-29,10757,10984,10682,10859,7029,78873.0,3659990.0
2014-10-30,10934,10959,10505,10581,12255,76860.0,3659990.0
2014-10-31,10656,10782,10480,10607,9344,77043.0,3659990.0
2014-11-03,10606,10732,10329,10481,7946,76128.0,3659990.0
2014-11-04,10480,10505,10153,10430,14637,75762.0,3659990.0
2014-11-05,10354,10505,10253,10355,5200,75213.0,3659990.0
2014-11-06,10329,10405,9926,10254,19298,74481.0,3659990.0
2014-11-07,10228,10279,9926,10279,11267,74664.0,3659990.0
2014-11-10,10253,10354,9926,10229,12886,74298.0,3659990.0
2014-11-11,10279,10279,10001,10052,9657,73017.0,3659990.0
2014-11-12,10102,10354,10102,10304,8767,74847.0,3659990.0
2014-11-13,10253,10304,10077,10279,4971,74664.0,3659990.0
2014-11-14,10329,10329,10052,10103,5724,73383.0,3659990.0
2014-11-17,10102,10253,9976,10002,8260,72651.0,3659990.0
2014-11-18,10027,10127,9926,10103,3936,73383.0,3659990.0
2014-11-19,10178,10178,9926,9926,6355,72102.0,3659990.0
2014-11-20,9926,10001,9649,9826,9395,71370.0,3659990.0
2014-11-21,9825,9926,9724,9775,9150,71004.0,3659990.0
2014-11-24,9775,9926,9649,9901,6613,71919.0,3659990.0
2014-11-25,9901,10001,9674,9851,12224,71553.0,3659990.0
2014-11-26,9825,9875,9750,9851,4694,71553.0,3659990.0
2014-11-27,9926,9926,9649,9649,9802,70089.0,3659990.0
2014-11-28,9598,9749,9498,9498,10972,68991.0,3659990.0
2014-12-01,9498,9548,9044,9271,32054,67344.0,3659990.0
2014-12-02,9170,9926,9145,9674,15923,70272.0,3659990.0
2014-12-03,9624,9624,9372,9473,7710,68808.0,3659990.0
2014-12-04,9472,9573,9372,9473,2581,68808.0,3659990.0
2014-12-05,9523,9850,9472,9826,9592,71370.0,3659990.0
2014-12-08,9825,9901,9598,9725,6017,70638.0,3659990.0
2014-12-09,9674,9775,9548,9725,5401,70638.0,3659990.0
2014-12-10,9825,9825,9548,9674,7389,70272.0,3659990.0
2014-12-11,9573,9699,9372,9473,6148,68808.0,3659990.0
2014-12-12,9498,9548,9346,9523,2541,69174.0,3659990.0
2014-12-15,9523,9523,9372,9498,5818,68991.0,3659990.0
2014-12-16,9498,9573,9346,9473,2187,68808.0,3659990.0
2014-12-17,9472,9573,9296,9448,7705,68625.0,3659990.0
2014-12-18,9573,9573,9170,9372,4078,68076.0,3659990.0
2014-12-19,9321,9624,9296,9548,3595,69357.0,3659990.0
2014-12-22,9472,9649,9397,9548,5140,69357.0,3659990.0
2014-12-23,9548,9624,9346,9523,6338,69174.0,3659990.0
2014-12-24,9447,9724,9397,9649,4690,70089.0,3659990.0
2014-12-26,9674,9775,9523,9725,5312,70638.0,3659990.0
2014-12-29,9624,10102,9573,9977,11100,72468.0,3659990.0
2014-12-30,10153,10153,9724,9750,6911,70821.0,3659990.0
2015-01-02,9825,10228,9775,10229,13307,74298.0,3659990.0
2015-01-05,10228,10329,10052,10229,7501,74298.0,3659990.0
2015-01-06,10228,10304,9825,9977,13883,72468.0,3659990.0
2015-01-07,10077,10153,9598,9700,15698,70455.0,3659990.0
2015-01-08,9850,9850,9472,9599,19799,69723.0,3659990.0
2015-01-09,9598,9775,9472,9775,11377,71004.0,3659990.0
2015-01-12,9825,9825,9447,9548,18049,69357.0,3659990.0
2015-01-13,9573,9674,9372,9548,11874,69357.0,3659990.0
2015-01-14,9573,9573,9397,9548,7000,69357.0,3659990.0
2015-01-15,9548,9573,9170,9297,16924,67527.0,3659990.0
2015-01-16,9321,9397,9019,9070,20741,65880.0,3659990.0
2015-01-19,9145,9296,9019,9196,10850,66795.0,3659990.0
2015-01-20,9296,9296,9019,9120,6068,66246.0,3659990.0
2015-01-21,9220,9296,8943,9246,14525,67161.0,3659990.0
2015-01-22,9271,9321,9019,9070,17269,65880.0,3659990.0
2015-01-23,9069,9220,9069,9221,5935,66978.0,3659990.0
2015-01-26,9220,9220,9069,9196,9373,66795.0,3659990.0
2015-01-27,9220,9220,9069,9095,10450,66063.0,3659990.0
2015-01-28,9094,9321,9069,9297,15503,67527.0,3659990.0
2015-01-29,9195,9271,9069,9145,9502,66429.0,3659990.0
2015-01-30,9145,9246,9094,9171,8692,66612.0,3659990.0
2015-02-02,9195,9195,9044,9070,16318,65880.0,3659990.0
2015-02-03,9019,9170,8918,9145,21112,66429.0,3659990.0
2015-02-04,9069,9397,9069,9322,7870,67710.0,3659990.0
2015-02-05,9422,9422,9220,9372,6286,68076.0,3659990.0
2015-02-06,9498,10052,9321,9952,40517,72285.0,3659990.0
2015-02-09,10153,10178,9775,9926,22868,72102.0,3659990.0
2015-02-10,9926,10707,9825,10607,78490,77043.0,3659990.0
2015-02-11,10984,10984,10606,10934,50847,79422.0,3659990.0
2015-02-12,10808,10908,10581,10632,26010,77226.0,3659990.0
2015-02-13,10707,11211,10430,11136,43076,80886.0,3659990.0
2015-02-16,11110,11639,11110,11287,59362,81984.0,3659990.0
2015-02-17,11412,11412,10934,11186,18074,81252.0,3659990.0
2015-02-23,11186,11337,10934,10934,17222,79422.0,3659990.0
2015-02-24,10883,11034,10757,10758,19921,78141.0,3659990.0
2015-02-25,10908,10908,10455,10481,23905,76128.0,3659990.0
2015-02-26,10480,10934,10455,10934,26693,79422.0,3659990.0
2015-02-27,10833,11186,10833,11136,18091,80886.0,3659990.0
2015-03-02,11160,11286,10833,10959,16335,79605.0,3659990.0
2015-03-03,11236,11437,11110,11388,21188,82716.0,3659990.0
2015-03-04,11488,11790,11286,11413,16192,82899.0,3659990.0
2015-03-05,11563,11563,11085,11236,11432,81618.0,3659990.0
2015-03-06,11337,11337,11085,11211,7547,81435.0,3659990.0
2015-03-09,11236,11236,10934,10934,11797,79422.0,3659990.0
2015-03-10,10858,11211,10757,10859,13085,78873.0,3659990.0
2015-03-11,10707,10808,10631,10707,3769,77775.0,3659990.0
2015-03-12,10883,11236,10732,11236,18975,81618.0,3659990.0
2015-03-13,11236,11437,11034,11236,12069,81618.0,3659990.0
2015-03-16,11337,11337,10984,11060,13301,80337.0,3659990.0
2015-03-17,11060,11085,10732,10934,10237,79422.0,3659990.0
2015-03-18,10984,11060,10757,10859,14410,78873.0,3659990.0
2015-03-19,10808,10858,10732,10783,8480,78324.0,3659990.0
2015-03-20,10959,11463,10833,11110,18936,80703.0,3659990.0
2015-03-23,11060,11312,11060,11186,9206,81252.0,3659990.0
2015-03-24,11236,11563,11085,11539,16493,83814.0,3659990.0
2015-03-25,11538,11967,11538,11816,32418,85827.0,3659990.0
