THE MIDONG(161570),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2014-05-14,8100,8380,8010,8010,836840,72090.0,9000000.0
2014-05-15,8080,8170,7570,7570,1014771,68130.0,9000000.0
2014-05-16,7640,7800,7560,7680,437970,69120.0,9000000.0
2014-05-19,7670,7700,7060,7070,717822,63630.0,9000000.0
2014-05-20,7060,7320,6600,6950,660592,62550.0,9000000.0
2014-05-21,7000,7160,6840,6840,314816,61560.0,9000000.0
2014-05-22,6850,7420,6780,7150,808342,64350.0,9000000.0
2014-05-23,7250,7450,7030,7050,815177,63450.0,9000000.0
2014-05-26,7080,7200,6930,7040,267199,63360.0,9000000.0
2014-05-27,7040,7090,6770,6800,377671,61200.0,9000000.0
2014-05-28,6800,7160,6800,6980,515528,62820.0,9000000.0
2014-05-29,6990,7100,6810,6990,390734,62910.0,9000000.0
2014-05-30,7000,7120,6880,7040,489846,63360.0,9000000.0
2014-06-02,6680,6700,5990,5990,1229414,53910.0,9000000.0
2014-06-03,5860,5950,5510,5600,659267,50400.0,9000000.0
2014-06-05,5600,5650,5080,5160,592548,46440.0,9000000.0
2014-06-09,5240,5400,5190,5300,254224,47700.0,9000000.0
2014-06-10,5310,5410,5250,5410,216389,48690.0,9000000.0
2014-06-11,5420,5730,5320,5610,523414,50490.0,9000000.0
2014-06-12,5630,5700,5530,5590,154119,50310.0,9000000.0
2014-06-13,5590,5670,5540,5600,160234,50400.0,9000000.0
2014-06-16,5680,5920,5630,5800,597384,52200.0,9000000.0
2014-06-17,5870,5930,5760,5840,208847,52560.0,9000000.0
2014-06-18,6140,6140,5820,5820,430667,52380.0,9000000.0
2014-06-19,5830,5910,5610,5670,201343,51030.0,9000000.0
2014-06-20,5670,5730,5460,5480,191827,49320.0,9000000.0
2014-06-23,5500,5540,5360,5360,148871,48240.0,9000000.0
2014-06-24,5360,5550,5290,5520,164086,49680.0,9000000.0
2014-06-25,5520,5570,5350,5370,115357,48330.0,9000000.0
2014-06-26,5400,5720,5340,5710,350916,51390.0,9000000.0
2014-06-27,5680,5740,5600,5720,120044,51480.0,9000000.0
2014-06-30,5790,5900,5720,5790,218249,52110.0,9000000.0
2014-07-01,5760,5900,5730,5890,233346,53010.0,9000000.0
2014-07-02,5920,6040,5900,5940,327230,53460.0,9000000.0
2014-07-03,5910,5990,5810,5860,182211,52740.0,9000000.0
2014-07-04,5910,6600,5900,6440,1452393,57960.0,9000000.0
2014-07-07,6560,6920,6390,6720,1165648,60480.0,9000000.0
2014-07-08,6710,6860,6610,6850,391646,61650.0,9000000.0
2014-07-09,6900,7100,6680,6720,639348,60480.0,9000000.0
2014-07-10,6680,6760,6460,6660,458884,59940.0,9000000.0
2014-07-11,6720,6890,6520,6660,326242,59940.0,9000000.0
2014-07-14,6670,7390,6660,7200,1213752,64800.0,9000000.0
2014-07-15,7340,7500,7130,7250,968175,65250.0,9000000.0
2014-07-16,7370,7390,6950,7280,502016,65520.0,9000000.0
2014-07-17,7350,7470,7280,7340,391933,66060.0,9000000.0
2014-07-18,7210,7830,7210,7750,884192,69750.0,9000000.0
2014-07-21,7850,7970,7600,7600,671127,68400.0,9000000.0
2014-07-22,7600,7620,7360,7560,440065,68040.0,9000000.0
2014-07-23,7620,7720,7170,7320,666404,65880.0,9000000.0
2014-07-24,7440,7470,6870,7070,676704,63630.0,9000000.0
2014-07-25,7050,7160,6850,6890,417867,62010.0,9000000.0
2014-07-28,6860,6860,6100,6200,1289115,55800.0,9000000.0
2014-07-29,6170,6290,5930,5960,397754,53640.0,9000000.0
2014-07-30,5960,6300,5960,6150,416172,55350.0,9000000.0
2014-07-31,6130,6410,6130,6300,248914,56700.0,9000000.0
2014-08-01,6150,6340,6140,6220,144685,55980.0,9000000.0
2014-08-04,6350,6480,6280,6390,210333,57510.0,9000000.0
2014-08-05,6370,6370,6010,6090,246308,54810.0,9000000.0
2014-08-06,6030,6070,5710,5770,288228,51930.0,9000000.0
2014-08-07,5720,5950,5720,5850,138704,52650.0,9000000.0
2014-08-08,5860,6360,5860,6160,375724,55440.0,9000000.0
2014-08-11,6160,6530,6010,6050,694496,54450.0,9000000.0
2014-08-12,6150,6150,5850,5910,163728,53190.0,9000000.0
2014-08-13,5980,6470,5920,6270,568181,56430.0,9000000.0
2014-08-14,6270,6400,6180,6220,150606,55980.0,9000000.0
2014-08-18,6310,6310,6100,6240,142656,56160.0,9000000.0
2014-08-19,6350,6780,6300,6530,559786,58770.0,9000000.0
2014-08-20,6980,7110,6640,6640,1218232,59760.0,9000000.0
2014-08-21,6650,6850,6520,6540,313939,58860.0,9000000.0
2014-08-22,6550,6800,6470,6600,290881,59400.0,9000000.0
2014-08-25,6600,6680,6400,6400,216445,57600.0,9000000.0
2014-08-26,6460,6700,6340,6670,254727,60030.0,9000000.0
2014-08-27,6760,6860,6710,6710,342505,60390.0,9000000.0
2014-08-28,6810,6820,6620,6710,186606,60390.0,9000000.0
2014-08-29,6680,7040,6580,6910,596933,62190.0,9000000.0
2014-09-01,6930,7160,6790,6970,666079,62730.0,9000000.0
2014-09-02,6970,6990,6750,6900,247284,62100.0,9000000.0
2014-09-03,6810,6930,6460,6490,394606,58410.0,9000000.0
2014-09-04,6500,6620,6190,6210,357047,55890.0,9000000.0
2014-09-05,6270,6410,6190,6280,168121,56520.0,9000000.0
2014-09-11,6290,6410,6280,6360,64601,57240.0,9000000.0
2014-09-12,6290,6370,6160,6200,138589,55800.0,9000000.0
2014-09-15,6200,6200,6020,6020,151766,54180.0,9000000.0
2014-09-16,5990,6290,5960,6240,135560,56160.0,9000000.0
2014-09-17,6210,6330,6120,6170,129508,55530.0,9000000.0
2014-09-18,6170,6230,6110,6140,99332,55260.0,9000000.0
2014-09-19,6160,6240,6060,6200,113892,55800.0,9000000.0
2014-09-22,6210,6280,6130,6180,133414,55620.0,9000000.0
2014-09-23,6180,6270,6030,6210,188729,55890.0,9000000.0
2014-09-24,6200,6340,6130,6310,199338,56790.0,9000000.0
2014-09-25,6330,6470,6260,6330,198983,56970.0,9000000.0
2014-09-26,6270,6340,6200,6300,73663,56700.0,9000000.0
2014-09-29,6270,6380,6000,6060,200046,54540.0,9000000.0
2014-09-30,6040,6110,5800,5910,177187,53190.0,9000000.0
2014-10-01,5860,5900,5590,5680,194087,51120.0,9000000.0
2014-10-02,5570,5720,5460,5590,127064,50310.0,9000000.0
2014-10-06,5600,5680,5470,5510,111158,49590.0,9000000.0
2014-10-07,5460,5620,5460,5610,73527,50490.0,9000000.0
2014-10-08,5540,5750,5540,5670,62524,51030.0,9000000.0
2014-10-10,5670,5710,5540,5650,62721,50850.0,9000000.0
2014-10-13,5560,5620,5160,5170,245400,46530.0,9000000.0
2014-10-14,5100,5240,4950,4995,173205,44955.0,9000000.0
2014-10-15,5010,5110,5000,5050,117816,45450.0,9000000.0
2014-10-16,5000,5000,4860,4965,146010,44685.0,9000000.0
2014-10-17,4950,5090,4930,4960,73153,44640.0,9000000.0
2014-10-20,4970,5130,4960,5050,103436,45450.0,9000000.0
2014-10-21,5030,5090,4950,4970,94182,44730.0,9000000.0
2014-10-22,5020,5080,4975,4990,97223,44910.0,9000000.0
2014-10-23,4990,5050,4935,4950,77007,44550.0,9000000.0
2014-10-24,5020,5080,4935,4950,75552,44550.0,9000000.0
2014-10-27,4955,4995,4925,4940,56152,44460.0,9000000.0
2014-10-28,4890,5000,4880,4900,56538,44100.0,9000000.0
2014-10-29,4910,5440,4900,5200,467113,46800.0,9000000.0
2014-10-30,5240,5280,5070,5150,75642,46350.0,9000000.0
2014-10-31,5190,5220,5020,5100,70418,45900.0,9000000.0
2014-11-03,5080,5100,4680,4700,216215,42300.0,9000000.0
2014-11-04,4635,4680,4345,4385,148075,39465.0,9000000.0
2014-11-05,4320,4385,4195,4200,155742,37800.0,9000000.0
2014-11-06,4200,4700,4200,4445,338865,40005.0,9000000.0
2014-11-07,4400,4670,4400,4600,77352,41400.0,9000000.0
2014-11-10,4535,5290,4535,5130,567806,46170.0,9000000.0
2014-11-11,5070,5220,5010,5170,222488,46530.0,9000000.0
2014-11-12,5180,5380,5050,5130,277301,46170.0,9000000.0
2014-11-13,5170,5290,5150,5200,156123,46800.0,9000000.0
2014-11-14,5250,5260,5040,5040,59296,45360.0,9000000.0
2014-11-17,5000,5060,4845,4900,83454,44100.0,9000000.0
2014-11-18,4860,5000,4780,4845,81589,43605.0,9000000.0
2014-11-19,4855,4935,4710,4785,33635,43065.0,9000000.0
2014-11-20,4815,4870,4700,4805,53590,43245.0,9000000.0
2014-11-21,4785,4920,4785,4900,51082,44100.0,9000000.0
2014-11-24,4900,4900,4765,4790,72295,43110.0,9000000.0
2014-11-25,4790,4860,4695,4700,72366,42300.0,9000000.0
2014-11-26,4700,4795,4650,4650,69657,41850.0,9000000.0
2014-11-27,4655,4700,4510,4600,63106,41400.0,9000000.0
2014-11-28,4580,4595,4470,4505,54144,40545.0,9000000.0
2014-12-01,4505,4550,4385,4430,36822,39870.0,9000000.0
2014-12-02,4470,4470,4300,4340,41456,39060.0,9000000.0
2014-12-03,4300,4425,4280,4390,42147,39510.0,9000000.0
2014-12-04,4365,4520,4365,4465,44464,40185.0,9000000.0
2014-12-05,4440,4615,4440,4555,48488,40995.0,9000000.0
2014-12-08,4570,4705,4535,4600,49493,41400.0,9000000.0
2014-12-09,4560,4645,4545,4590,57313,41310.0,9000000.0
2014-12-10,4555,4625,4400,4465,77881,40185.0,9000000.0
2014-12-11,4465,4465,4295,4370,54143,39330.0,9000000.0
2014-12-12,4330,4405,4210,4215,68744,37935.0,9000000.0
2014-12-15,4135,4235,4105,4220,39788,37980.0,9000000.0
2014-12-16,4175,4240,4155,4185,29941,37665.0,9000000.0
2014-12-17,4155,4745,4155,4600,421526,41400.0,9000000.0
2014-12-18,4640,4735,4475,4615,139712,41535.0,9000000.0
2014-12-19,4750,4750,4555,4630,89836,41670.0,9000000.0
2014-12-22,4695,4695,4575,4600,39388,41400.0,9000000.0
2014-12-23,4580,4690,4565,4600,78426,41400.0,9000000.0
2014-12-24,4675,4685,4585,4585,50442,41265.0,9000000.0
2014-12-26,4585,4840,4585,4750,154750,42750.0,9000000.0
2014-12-29,4645,5200,4645,4915,389324,44235.0,9000000.0
2014-12-30,4910,4930,4755,4900,114385,44100.0,9000000.0
2015-01-02,4955,4955,4830,4910,96034,44190.0,9000000.0
2015-01-05,4910,5490,4910,5350,654146,48150.0,9000000.0
2015-01-06,5250,5380,5150,5330,188143,47970.0,9000000.0
2015-01-07,5370,5440,5200,5440,188844,48960.0,9000000.0
2015-01-08,5480,5690,5350,5400,420103,48600.0,9000000.0
2015-01-09,5390,5520,5330,5470,179610,49230.0,9000000.0
2015-01-12,5420,5500,5370,5460,100163,49140.0,9000000.0
2015-01-13,5380,5540,5370,5390,127462,48510.0,9000000.0
2015-01-14,5370,5420,5080,5290,185001,47610.0,9000000.0
2015-01-15,5350,5350,5230,5350,93920,48150.0,9000000.0
2015-01-16,5310,5560,5290,5290,316629,47610.0,9000000.0
2015-01-19,5310,5360,5210,5240,52698,47160.0,9000000.0
2015-01-20,5220,5230,5100,5170,88309,46530.0,9000000.0
2015-01-21,5180,5270,5130,5180,102601,46620.0,9000000.0
2015-01-22,5200,5230,4950,5070,126020,45630.0,9000000.0
2015-01-23,5070,5150,5040,5120,72720,46080.0,9000000.0
2015-01-26,5130,5140,4970,5040,67871,45360.0,9000000.0
2015-01-27,5100,5150,4950,5030,121357,45270.0,9000000.0
2015-01-28,5030,5150,4965,5100,88253,45900.0,9000000.0
2015-01-29,5100,5400,5060,5180,180211,46620.0,9000000.0
2015-01-30,5310,5520,5300,5300,269737,47700.0,9000000.0
2015-02-02,5290,5290,5080,5190,134833,46710.0,9000000.0
2015-02-03,5200,5230,5110,5130,76989,46170.0,9000000.0
2015-02-04,5130,5190,5080,5120,58033,46080.0,9000000.0
2015-02-05,5120,5320,5120,5220,105733,46980.0,9000000.0
2015-02-06,5200,5340,5200,5240,83795,47160.0,9000000.0
2015-02-09,5240,5480,5190,5350,272509,48150.0,9000000.0
2015-02-10,5400,5740,5370,5450,497474,49050.0,9000000.0
2015-02-11,5520,5520,5320,5360,180212,48240.0,9000000.0
2015-02-12,5440,5630,5390,5610,433203,50490.0,9000000.0
2015-02-13,5690,5690,5420,5520,187820,49680.0,9000000.0
2015-02-16,5520,5550,5330,5360,179120,48240.0,9000000.0
2015-02-17,5400,5800,5300,5460,491570,49140.0,9000000.0
2015-02-23,5530,5720,5480,5670,377330,51030.0,9000000.0
2015-02-24,5680,5710,5570,5620,188398,50580.0,9000000.0
2015-02-25,5620,5680,5560,5580,131617,50220.0,9000000.0
2015-02-26,5650,5770,5580,5730,236958,51570.0,9000000.0
2015-02-27,5740,5820,5690,5720,162558,51480.0,9000000.0
2015-03-02,5590,5780,5560,5670,233482,51030.0,9000000.0
2015-03-03,5640,5830,5640,5750,143751,51750.0,9000000.0
2015-03-04,5770,5890,5720,5840,163338,52560.0,9000000.0
2015-03-05,5920,5920,5700,5700,137222,51300.0,9000000.0
2015-03-06,5710,5750,5540,5670,139483,51030.0,9000000.0
2015-03-09,5680,5720,5600,5690,63950,51210.0,9000000.0
2015-03-10,5750,5840,5680,5730,116109,51570.0,9000000.0
2015-03-11,5680,5730,5640,5730,57015,51570.0,9000000.0
2015-03-12,5820,5940,5740,5740,324874,51660.0,9000000.0
2015-03-13,5810,5810,5650,5650,84465,50850.0,9000000.0
2015-03-16,5640,5740,5510,5510,139996,49590.0,9000000.0
2015-03-17,5510,5700,5500,5640,164249,50760.0,9000000.0
2015-03-18,5670,5670,5510,5510,91413,49590.0,9000000.0
2015-03-19,5540,5630,5480,5480,88368,49320.0,9000000.0
2015-03-20,5490,5560,5450,5490,47980,49410.0,9000000.0
2015-03-23,5500,5610,5500,5550,88493,49950.0,9000000.0
2015-03-24,5600,5650,5520,5550,89635,49950.0,9000000.0
2015-03-25,5560,5610,5510,5560,94790,50040.0,9000000.0
2015-03-26,5480,5550,5320,5330,131047,47970.0,9000000.0
2015-03-27,5250,5360,5130,5290,179152,47610.0,9000000.0
2015-03-30,5250,5360,5250,5300,43267,47700.0,9000000.0
2015-03-31,5310,5390,5230,5300,49105,47700.0,9000000.0
2015-04-01,5300,5360,5190,5310,57123,47790.0,9000000.0
2015-04-02,5340,5410,5320,5340,68226,48060.0,9000000.0
2015-04-03,5340,5430,5250,5380,72030,48420.0,9000000.0
2015-04-06,5400,5420,5330,5340,61584,48060.0,9000000.0
2015-04-07,5340,5400,5330,5390,60404,48510.0,9000000.0
2015-04-08,5480,5530,5380,5380,114863,48420.0,9000000.0
2015-04-09,5380,5750,5370,5580,394052,50220.0,9000000.0
2015-04-10,5590,5770,5590,5680,272695,51120.0,9000000.0
2015-04-13,5710,5820,5630,5670,175004,51030.0,9000000.0
2015-04-14,5670,5790,5530,5570,147044,50130.0,9000000.0
2015-04-15,5610,5820,5570,5760,283742,51840.0,9000000.0
2015-04-16,5890,6130,5740,5780,453003,52020.0,9000000.0
2015-04-17,5780,5810,5630,5740,201198,51660.0,9000000.0
2015-04-20,5650,5720,5560,5610,149123,50490.0,9000000.0
2015-04-21,5670,6010,5600,5830,441665,52470.0,9000000.0
2015-04-22,5890,5900,5480,5630,316310,50670.0,9000000.0
2015-04-23,5690,5700,5380,5530,239111,49770.0,9000000.0
2015-04-24,6000,6300,5770,5900,2231018,53100.0,9000000.0
2015-04-27,6000,6070,5860,5990,338698,53910.0,9000000.0
2015-04-28,5990,6060,5850,5950,278807,53550.0,9000000.0
2015-04-29,5900,6120,5720,6120,384817,55080.0,9000000.0
2015-04-30,6180,6670,6000,6030,1069261,54270.0,9000000.0
2015-05-04,5970,6010,5720,5750,300718,51750.0,9000000.0
2015-05-06,5700,5760,5510,5610,232225,50490.0,9000000.0
2015-05-07,5560,5670,5370,5630,201727,50670.0,9000000.0
2015-05-08,5750,5770,5550,5730,235214,51570.0,9000000.0
2015-05-11,5750,5790,5490,5530,216884,49770.0,9000000.0
2015-05-12,5530,5580,5410,5420,93986,48780.0,9000000.0
2015-05-13,5420,5540,5350,5430,132920,48870.0,9000000.0
2015-05-14,5430,5710,5430,5590,126045,50310.0,9000000.0
2015-05-15,5600,5750,5560,5560,138542,50040.0,9000000.0
2015-05-18,5650,5670,5510,5560,98256,50040.0,9000000.0
2015-05-19,5520,5690,5520,5570,70106,50130.0,9000000.0
2015-05-20,5550,5610,5360,5420,111608,48780.0,9000000.0
2015-05-21,5380,5690,5380,5480,195039,49320.0,9000000.0
2015-05-22,5570,5600,5470,5580,103687,50220.0,9000000.0
2015-05-26,5610,5750,5580,5670,106867,51030.0,9000000.0
2015-05-27,5650,5710,5420,5420,102580,48780.0,9000000.0
2015-05-28,5550,5560,5330,5330,132809,47970.0,9000000.0
2015-05-29,5270,5350,5240,5240,108493,47160.0,9000000.0
2015-06-01,5250,5360,5230,5300,116365,47700.0,9000000.0
2015-06-02,5260,5300,4790,4940,288465,44460.0,9000000.0
2015-06-03,4880,4940,4780,4790,149195,43110.0,9000000.0
2015-06-04,4800,4930,4800,4890,37629,44010.0,9000000.0
2015-06-05,4810,4850,4695,4695,89144,42255.0,9000000.0
2015-06-08,4645,4780,4640,4650,81037,41850.0,9000000.0
2015-06-09,4650,4865,4650,4810,83944,43290.0,9000000.0
2015-06-10,4860,5220,4795,5100,161852,45900.0,9000000.0
2015-06-11,5100,5240,5000,5090,99581,45810.0,9000000.0
2015-06-12,5040,5140,4950,4990,58778,44910.0,9000000.0
2015-06-15,5040,5380,4905,5240,185164,47160.0,9000000.0
2015-06-16,5230,5390,5180,5250,110760,47250.0,9000000.0
2015-06-17,5250,5350,5240,5270,97432,47430.0,9000000.0
2015-06-18,5330,5530,5230,5430,135131,48870.0,9000000.0
2015-06-19,5480,5610,5420,5430,127676,48870.0,9000000.0
2015-06-22,5470,5600,5450,5540,137088,49860.0,9000000.0
2015-06-23,5570,5720,5470,5540,193288,49860.0,9000000.0
2015-06-24,5660,5740,5560,5570,537740,50130.0,9000000.0
2015-06-25,5680,5680,5370,5400,289731,48600.0,9000000.0
2015-06-26,5390,5390,5100,5150,233167,46350.0,9000000.0
2015-06-29,5230,5230,4960,5100,84621,45900.0,9000000.0
2015-06-30,5100,5180,4970,5040,79110,45360.0,9000000.0
2015-07-01,5040,5140,4980,5040,79470,45360.0,9000000.0
2015-07-02,5070,5070,4850,4870,168624,43830.0,9000000.0
2015-07-03,4900,4965,4850,4905,90896,44145.0,9000000.0
2015-07-06,4845,4890,4680,4700,96619,42300.0,9000000.0
2015-07-07,4720,4775,4460,4490,147298,40410.0,9000000.0
2015-07-08,4500,4540,4375,4450,110116,40050.0,9000000.0
2015-07-09,4480,4720,4480,4600,132648,41400.0,9000000.0
2015-07-10,4605,4675,4555,4590,76360,41310.0,9000000.0
2015-07-13,4635,4675,4540,4625,50145,41625.0,9000000.0
2015-07-14,4620,4860,4620,4795,121350,43155.0,9000000.0
2015-07-15,4770,4865,4760,4820,40320,43380.0,9000000.0
2015-07-16,4800,4835,4720,4795,57676,43155.0,9000000.0
2015-07-17,4800,4835,4725,4755,60683,42795.0,9000000.0
2015-07-20,4795,4895,4760,4820,71488,43380.0,9000000.0
2015-07-21,4865,4870,4760,4800,49563,43200.0,9000000.0
2015-07-22,4775,4800,4675,4700,41931,42300.0,9000000.0
2015-07-23,4700,4740,4660,4710,40677,42390.0,9000000.0
2015-07-24,4700,4730,4615,4630,45978,41670.0,9000000.0
2015-07-27,4555,4630,4455,4505,54309,40545.0,9000000.0
2015-07-28,4360,4470,4360,4380,53731,39420.0,9000000.0
