인탑스(049070),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2002-05-13,11051,11878,11051,11377,128950,195220.0,8600000.0
2002-05-14,11627,11828,11376,11452,137386,196510.0,8600000.0
2002-05-15,11777,12028,11602,11953,232630,205110.0,8600000.0
2002-05-16,12053,12128,11627,11778,186335,202100.0,8600000.0
2002-05-17,11903,12028,11527,12029,153490,206400.0,8600000.0
2002-05-20,12178,12454,11677,11678,238888,200380.0,8600000.0
2002-05-21,11527,11552,10875,10951,198625,187910.0,8600000.0
2002-05-22,10800,11276,10399,10951,111655,187910.0,8600000.0
2002-05-23,11001,11226,10324,10324,153910,177160.0,8600000.0
2002-05-24,10324,11151,10324,10876,196773,186620.0,8600000.0
2002-05-27,10775,10976,10374,10525,64741,180600.0,8600000.0
2002-05-28,10575,10625,10274,10575,59193,181460.0,8600000.0
2002-05-29,10324,10524,9672,9848,270103,168990.0,8600000.0
2002-05-30,9547,9647,8670,8671,271075,148780.0,8600000.0
2002-05-31,8269,8871,7918,8270,195977,141900.0,8600000.0
2002-06-03,8019,8520,8019,8470,130931,145340.0,8600000.0
2002-06-04,8269,9021,8269,8996,236330,154370.0,8600000.0
2002-06-05,9171,9497,9021,9046,194647,155230.0,8600000.0
2002-06-07,8921,9246,8770,9021,93959,154800.0,8600000.0
2002-06-10,9372,9873,9297,9598,203564,164690.0,8600000.0
2002-06-11,9823,9823,9372,9698,108275,166410.0,8600000.0
2002-06-12,9522,9823,9522,9723,57304,166840.0,8600000.0
2002-06-14,9622,9697,9071,9122,141724,156520.0,8600000.0
2002-06-17,8996,9221,8695,8771,124760,150500.0,8600000.0
2002-06-18,9071,9171,8720,8721,122244,149640.0,8600000.0
2002-06-19,8520,8770,8019,8169,97618,140180.0,8600000.0
2002-06-20,8169,8169,7768,7969,147516,136740.0,8600000.0
2002-06-21,7718,8470,7592,8470,120646,145340.0,8600000.0
2002-06-24,8319,8520,7943,8019,123875,137600.0,8600000.0
2002-06-25,8169,8319,7267,7643,118387,131150.0,8600000.0
2002-06-26,7467,7467,6740,6741,116469,115670.0,8600000.0
2002-06-27,6916,7116,6540,6616,253815,113520.0,8600000.0
2002-06-28,6866,7392,6866,7393,197176,126850.0,8600000.0
2002-07-02,7016,7818,6966,7668,187859,131580.0,8600000.0
2002-07-03,7768,8269,7467,7969,421479,136740.0,8600000.0
2002-07-04,8219,8369,7918,7969,340038,136740.0,8600000.0
2002-07-05,7968,8670,7918,8295,483846,142330.0,8600000.0
2002-07-08,8770,8996,8319,8545,415836,146630.0,8600000.0
2002-07-09,8495,8845,8394,8671,219156,148780.0,8600000.0
2002-07-10,8720,9021,8545,8771,243288,150500.0,8600000.0
2002-07-11,8394,8620,8169,8520,243807,146200.0,8600000.0
2002-07-12,8620,8820,8419,8620,148402,147920.0,8600000.0
2002-07-15,8620,8820,8495,8545,169735,146630.0,8600000.0
2002-07-16,8645,8921,8119,8320,228170,142760.0,8600000.0
2002-07-18,8419,8595,8169,8320,86651,142760.0,8600000.0
2002-07-19,8119,8119,7417,7668,132123,131580.0,8600000.0
2002-07-22,6916,7217,6816,7017,148290,120400.0,8600000.0
2002-07-23,6766,7768,6766,7643,173504,131150.0,8600000.0
2002-07-24,7317,7492,7141,7493,101038,128570.0,8600000.0
2002-07-25,7918,8044,7317,7418,140710,127280.0,8600000.0
2002-07-26,7367,7492,6941,7167,149722,122980.0,8600000.0
2002-07-29,7267,7367,7016,7142,112006,122550.0,8600000.0
2002-07-30,7618,7718,7267,7292,185284,125130.0,8600000.0
2002-07-31,7442,7442,7116,7117,82484,122120.0,8600000.0
2002-08-01,7116,7342,7016,7067,92657,121260.0,8600000.0
2002-08-02,6966,7292,6866,7292,83677,125130.0,8600000.0
2002-08-05,7492,7618,7192,7192,205939,123410.0,8600000.0
2002-08-06,7041,7242,6916,7167,91673,122980.0,8600000.0
2002-08-07,7417,7467,7091,7092,207035,121690.0,8600000.0
2002-08-08,7267,7342,7141,7292,139547,125130.0,8600000.0
2002-08-09,7467,7618,7242,7267,212639,124700.0,8600000.0
2002-08-12,7392,7517,7267,7267,110561,124700.0,8600000.0
2002-08-13,7267,7342,7016,7317,193497,125560.0,8600000.0
2002-08-14,7116,7618,7066,7593,305025,130290.0,8600000.0
2002-08-16,7918,8044,7517,7518,279949,129000.0,8600000.0
2002-08-19,7643,8069,7592,7969,463467,136740.0,8600000.0
2002-08-20,8269,8269,7918,8019,291993,137600.0,8600000.0
2002-08-21,8019,8445,7943,8270,347894,141900.0,8600000.0
2002-08-22,8369,8470,8194,8270,252004,141900.0,8600000.0
2002-08-23,8269,8495,7943,8044,249017,138030.0,8600000.0
2002-08-26,7943,8119,7768,7969,164942,136740.0,8600000.0
2002-08-27,8119,8520,8094,8420,304921,144480.0,8600000.0
2002-08-28,8419,8570,7968,8194,252447,140610.0,8600000.0
2002-08-29,8194,8595,8094,8395,401688,144050.0,8600000.0
2002-08-30,8495,8720,8344,8721,404166,149640.0,8600000.0
2002-09-02,8770,8996,8570,8896,361148,152650.0,8600000.0
2002-09-03,8795,8871,8520,8570,175479,147060.0,8600000.0
2002-09-04,8319,8470,8119,8470,163283,145340.0,8600000.0
2002-09-05,8520,8770,8344,8345,308650,143190.0,8600000.0
2002-09-06,8144,8344,8044,8245,132825,141470.0,8600000.0
2002-09-09,8219,8369,7517,7919,165836,135880.0,8600000.0
2002-09-10,7918,8219,7868,8219,159070,141040.0,8600000.0
2002-09-11,8319,8445,8169,8194,141956,140610.0,8600000.0
2002-09-12,8219,8520,8219,8370,219777,143620.0,8600000.0
2002-09-13,8319,8319,7968,8019,124971,137600.0,8600000.0
2002-09-16,8169,8169,7793,7894,95513,135450.0,8600000.0
2002-09-17,7993,8470,7943,8470,143702,145340.0,8600000.0
2002-09-18,8119,8219,8044,8119,59022,139320.0,8600000.0
2002-09-19,8119,8394,8119,8345,113702,143190.0,8600000.0
2002-09-23,8369,8419,8094,8144,60687,139750.0,8600000.0
2002-09-24,8019,8219,7718,7869,113922,135020.0,8600000.0
2002-09-25,7618,7768,7016,7192,168189,123410.0,8600000.0
2002-09-26,7417,7567,6515,6515,244912,111800.0,8600000.0
2002-09-27,6590,6891,6590,6716,270562,115240.0,8600000.0
2002-09-30,6314,6665,6164,6666,230998,114380.0,8600000.0
2002-10-01,6415,6841,6415,6816,194418,116960.0,8600000.0
2002-10-02,7166,7166,6565,6566,151246,112660.0,8600000.0
2002-10-04,6415,6766,6314,6666,144687,114380.0,8600000.0
2002-10-07,6665,6816,5888,6165,437638,105780.0,8600000.0
2002-10-08,6064,6289,6014,6240,170495,107070.0,8600000.0
2002-10-09,6289,6314,5863,5889,171899,101050.0,8600000.0
2002-10-10,5763,5914,5337,5438,174681,93310.0,8600000.0
2002-10-11,5713,5838,5462,5663,268933,97180.0,8600000.0
2002-10-14,5813,6214,5813,6064,240285,104060.0,8600000.0
2002-10-15,6214,6415,5989,6114,269520,104920.0,8600000.0
2002-10-16,6289,6365,6064,6190,261770,106210.0,8600000.0
2002-10-17,6114,6665,6089,6566,381790,112660.0,8600000.0
2002-10-18,6866,7342,6690,7342,523050,125990.0,8600000.0
2002-10-21,7417,7668,7166,7267,449731,124700.0,8600000.0
2002-10-22,7743,7743,7166,7367,432825,126420.0,8600000.0
2002-10-23,7467,7668,7292,7668,217850,131580.0,8600000.0
2002-10-24,7768,7968,7442,7443,368873,127710.0,8600000.0
2002-10-25,7267,7567,7192,7267,150021,124700.0,8600000.0
2002-10-28,7517,8119,7417,8069,464774,138460.0,8600000.0
2002-10-29,7893,8369,7843,8044,356310,138030.0,8600000.0
2002-10-30,8269,8269,7718,8019,154626,137600.0,8600000.0
2002-10-31,8094,8294,7843,7994,206862,137170.0,8600000.0
2002-11-01,7693,8019,7693,7718,150475,132440.0,8600000.0
2002-11-04,7868,8019,7693,7768,154067,133300.0,8600000.0
2002-11-05,7843,7968,7217,7493,238538,128570.0,8600000.0
2002-11-06,7567,7993,7342,7643,504601,131150.0,8600000.0
2002-11-07,7643,7818,7492,7668,172100,131580.0,8600000.0
2002-11-08,7517,7668,7467,7568,101461,129860.0,8600000.0
2002-11-11,7618,7768,7517,7768,245452,133300.0,8600000.0
2002-11-12,7668,7868,7567,7593,258955,130290.0,8600000.0
2002-11-13,8019,8369,7868,7869,805097,135020.0,8600000.0
2002-11-14,8069,8144,7868,7969,206526,136740.0,8600000.0
2002-11-15,8319,8419,8119,8219,311655,141040.0,8600000.0
2002-11-18,8094,8369,8094,8094,124484,138890.0,8600000.0
2002-11-19,8019,8244,7968,8119,207363,139320.0,8600000.0
2002-11-20,7993,8269,7968,8219,179715,141040.0,8600000.0
2002-11-21,8419,8445,8144,8270,252843,141900.0,8600000.0
2002-11-22,8269,8419,8144,8169,249266,140180.0,8600000.0
2002-11-25,8219,8745,8119,8620,409008,147920.0,8600000.0
2002-11-26,8745,8971,8570,8846,406746,151790.0,8600000.0
2002-11-27,8695,8795,8495,8620,379666,147920.0,8600000.0
2002-11-28,8795,8820,8294,8696,444241,149210.0,8600000.0
2002-11-29,8269,8795,8269,8771,402903,150500.0,8600000.0
2002-12-02,8871,8871,8620,8871,220703,152220.0,8600000.0
2002-12-03,8820,9146,8745,9046,355617,155230.0,8600000.0
2002-12-04,8820,8946,8520,8520,202334,146200.0,8600000.0
2002-12-05,8419,8645,8319,8620,213872,147920.0,8600000.0
2002-12-06,8470,8620,8344,8470,145037,145340.0,8600000.0
2002-12-09,8520,8620,8119,8119,162270,139320.0,8600000.0
2002-12-10,7868,8144,7868,7994,170392,137170.0,8600000.0
2002-12-11,8119,8194,7893,7969,246062,136740.0,8600000.0
2002-12-12,7893,8244,7893,8245,216393,141470.0,8600000.0
2002-12-13,8244,8419,8094,8295,185615,142330.0,8600000.0
2002-12-16,8169,8244,7893,7894,103544,135450.0,8600000.0
2002-12-17,8194,8344,8069,8169,208519,140180.0,8600000.0
2002-12-18,8069,8144,7968,7969,165119,136740.0,8600000.0
2002-12-20,7968,8094,7793,7819,210110,134160.0,8600000.0
2002-12-23,7718,7818,6891,7217,236196,123840.0,8600000.0
2002-12-24,6941,7217,6565,7117,314950,122120.0,8600000.0
2002-12-26,7016,7217,6866,7167,126382,122980.0,8600000.0
2002-12-27,7066,7417,7041,7267,190309,124700.0,8600000.0
2002-12-30,7141,7217,6615,6616,141718,113520.0,8600000.0
2003-01-02,6690,7217,6690,7017,139653,120400.0,8600000.0
2003-01-03,7267,7417,7066,7192,305280,123410.0,8600000.0
2003-01-06,7217,7467,7091,7468,364024,128140.0,8600000.0
2003-01-07,7718,7768,7217,7518,322919,129000.0,8600000.0
2003-01-08,7668,7693,7417,7568,259402,129860.0,8600000.0
2003-01-09,7417,7467,7016,7367,264446,126420.0,8600000.0
2003-01-10,7467,7542,6891,7342,396190,125990.0,8600000.0
2003-01-13,7217,7693,7166,7643,404201,131150.0,8600000.0
2003-01-14,7768,7943,7668,7668,562359,131580.0,8600000.0
2003-01-15,7768,7818,7342,7367,235559,126420.0,8600000.0
2003-01-16,7217,7467,7091,7367,220780,126420.0,8600000.0
2003-01-17,7141,7392,7116,7292,210007,125130.0,8600000.0
2003-01-20,7066,7292,7066,7292,125135,125130.0,8600000.0
2003-01-21,7166,7342,7091,7292,102403,125130.0,8600000.0
2003-01-22,7066,7192,6791,6841,85614,117390.0,8600000.0
2003-01-23,6866,6991,6740,6866,90701,117820.0,8600000.0
2003-01-24,6916,7066,6164,6490,117257,111370.0,8600000.0
2003-01-27,6064,6139,5914,6064,117250,104060.0,8600000.0
2003-01-28,5964,6390,5964,6390,166238,109650.0,8600000.0
2003-01-29,6390,6440,6089,6265,141329,107500.0,8600000.0
2003-01-30,6314,6841,6314,6716,164335,115240.0,8600000.0
2003-02-03,6766,6916,6465,6841,100727,117390.0,8600000.0
2003-02-04,6966,6966,6665,6666,96462,114380.0,8600000.0
2003-02-05,6540,6715,6540,6591,46105,113090.0,8600000.0
2003-02-06,6590,6665,6415,6515,65417,111800.0,8600000.0
2003-02-07,6390,6515,6340,6490,48680,111370.0,8600000.0
2003-02-10,6465,6465,6340,6365,36370,109220.0,8600000.0
2003-02-11,6465,6515,6039,6390,80052,109650.0,8600000.0
2003-02-12,6189,6440,6189,6340,39465,108790.0,8600000.0
2003-02-13,6314,6440,6264,6290,33561,107930.0,8600000.0
2003-02-14,6214,6390,6214,6290,57973,107930.0,8600000.0
2003-02-17,6590,7041,6490,6866,133856,117820.0,8600000.0
2003-02-18,6991,6991,6665,6691,83063,114810.0,8600000.0
2003-02-19,6916,6916,6590,6591,100746,113090.0,8600000.0
2003-02-20,6640,6715,6565,6666,40262,114380.0,8600000.0
2003-02-21,6665,6841,6665,6716,58210,115240.0,8600000.0
2003-02-24,6866,6891,6715,6766,134032,116100.0,8600000.0
2003-02-25,6565,6615,6264,6265,87527,107500.0,8600000.0
2003-02-26,6415,6465,6239,6265,68310,107500.0,8600000.0
2003-02-27,6114,6214,6039,6215,38496,106640.0,8600000.0
2003-02-28,6314,6314,6014,6039,76311,103630.0,8600000.0
2003-03-03,6014,6390,6014,6265,112209,107500.0,8600000.0
2003-03-04,6214,6214,6064,6064,34821,104060.0,8600000.0
2003-03-05,5939,5939,5613,5889,102276,101050.0,8600000.0
2003-03-06,5838,5888,5462,5463,79917,93740.0,8600000.0
2003-03-07,5162,5412,5087,5313,97299,91160.0,8600000.0
2003-03-10,5212,5437,5212,5237,113356,89870.0,8600000.0
2003-03-11,5036,5112,4846,4882,239105,83764.0,8600000.0
2003-03-12,4911,5137,4761,5112,454592,87720.0,8600000.0
2003-03-13,5212,5212,4771,4912,348731,84280.0,8600000.0
2003-03-14,5237,5337,5061,5112,544343,87720.0,8600000.0
2003-03-17,5036,5036,4510,4511,385959,77400.0,8600000.0
2003-03-18,4861,5036,4721,4962,426050,85140.0,8600000.0
2003-03-19,4891,5262,4886,5012,488207,86000.0,8600000.0
2003-03-20,5212,5588,5187,5588,593226,95890.0,8600000.0
2003-03-21,5638,5713,5412,5663,509519,97180.0,8600000.0
2003-03-24,5763,5939,5563,5613,529631,96320.0,8600000.0
2003-03-25,5212,5387,5162,5388,447655,92450.0,8600000.0
2003-03-26,5513,5813,5462,5513,707863,94600.0,8600000.0
2003-03-27,5462,5588,5387,5388,207571,92450.0,8600000.0
2003-03-28,5513,5713,5462,5663,346113,97180.0,8600000.0
2003-03-31,5538,5588,5212,5388,256810,92450.0,8600000.0
2003-04-01,5212,5563,5212,5513,174664,94600.0,8600000.0
2003-04-02,5663,5738,5538,5663,347858,97180.0,8600000.0
2003-04-03,5914,5939,5362,5438,321936,93310.0,8600000.0
2003-04-04,5412,5588,5362,5513,201870,94600.0,8600000.0
2003-04-07,5663,5813,5638,5739,323621,98470.0,8600000.0
2003-04-08,5613,5738,5588,5663,246963,97180.0,8600000.0
2003-04-09,5663,5663,5462,5463,207523,93740.0,8600000.0
2003-04-10,5412,5563,5387,5513,148462,94600.0,8600000.0
2003-04-11,5462,5788,5437,5488,482498,94170.0,8600000.0
2003-04-14,5613,5763,5538,5714,456291,98040.0,8600000.0
2003-04-15,5863,5888,5663,5764,368149,98900.0,8600000.0
2003-04-16,5989,6440,5939,6215,966895,106640.0,8600000.0
2003-04-17,6164,6365,6089,6315,354693,108360.0,8600000.0
2003-04-18,6515,6590,6314,6415,325873,110080.0,8600000.0
2003-04-21,6314,6515,6214,6415,219803,110080.0,8600000.0
2003-04-22,6314,6390,6139,6190,201966,106210.0,8600000.0
2003-04-23,6264,6289,5914,6064,246453,104060.0,8600000.0
2003-04-24,6064,6189,5914,6014,206241,103200.0,8600000.0
2003-04-25,5964,5989,5437,5513,216029,94600.0,8600000.0
2003-04-28,5312,5563,5312,5413,172983,92880.0,8600000.0
2003-04-29,5513,5738,5513,5663,271110,97180.0,8600000.0
2003-04-30,5688,5738,5588,5613,160012,96320.0,8600000.0
2003-05-02,5738,5964,5738,5914,359326,101480.0,8600000.0
2003-05-06,6114,6189,5914,6064,233682,104060.0,8600000.0
2003-05-07,6139,6314,5964,6165,595810,105780.0,8600000.0
2003-05-09,6214,6289,6114,6240,259820,107070.0,8600000.0
2003-05-12,6365,6540,6239,6290,444334,107930.0,8600000.0
2003-05-13,6264,6314,5914,5939,270506,101910.0,8600000.0
2003-05-14,5939,6089,5888,5989,154079,102770.0,8600000.0
2003-05-15,6064,6465,5989,6415,462996,110080.0,8600000.0
2003-05-16,6515,6515,6164,6390,252243,109650.0,8600000.0
2003-05-19,6314,6314,5813,5939,211181,101910.0,8600000.0
2003-05-20,5788,6039,5763,5914,302320,101480.0,8600000.0
2003-05-21,5964,6164,5813,5964,453734,102340.0,8600000.0
2003-05-22,6064,6089,5713,5714,463988,98040.0,8600000.0
2003-05-23,5813,6039,5738,6014,360976,103200.0,8600000.0
2003-05-26,6014,6239,5914,6114,513798,104920.0,8600000.0
2003-05-27,6390,6515,6114,6240,777998,107070.0,8600000.0
2003-05-28,6365,6440,6114,6165,463489,105780.0,8600000.0
2003-05-29,6289,6866,6214,6616,1463717,113520.0,8600000.0
2003-05-30,6740,7141,6615,7067,1377022,121260.0,8600000.0
2003-06-02,7367,7367,6866,6992,844212,119970.0,8600000.0
2003-06-03,6941,7267,6841,6967,682768,119540.0,8600000.0
2003-06-04,7116,7166,6615,6992,487479,119970.0,8600000.0
2003-06-05,7116,7116,6740,6741,345630,115670.0,8600000.0
2003-06-09,6740,7041,6740,6992,323038,119970.0,8600000.0
2003-06-10,6891,7467,6891,7468,689478,128140.0,8600000.0
2003-06-11,7567,7868,7342,7518,1002861,129000.0,8600000.0
2003-06-12,7718,7768,7492,7718,484089,132440.0,8600000.0
2003-06-13,7918,8520,7768,8219,1112454,141040.0,8600000.0
2003-06-16,8169,8169,7743,7844,388140,134590.0,8600000.0
2003-06-17,8044,8094,7668,7869,557322,135020.0,8600000.0
2003-06-18,7818,7918,7417,7518,329088,129000.0,8600000.0
2003-06-19,7467,7718,7467,7668,238501,131580.0,8600000.0
2003-06-20,7517,7618,7317,7393,186848,126850.0,8600000.0
2003-06-23,7542,7868,7417,7693,481980,132010.0,8600000.0
2003-06-24,7618,7718,7442,7668,207499,131580.0,8600000.0
2003-06-25,7843,8069,7768,7768,408726,133300.0,8600000.0
2003-06-26,7668,7893,7567,7869,278055,135020.0,8600000.0
2003-06-27,7993,8019,7718,7969,360081,136740.0,8600000.0
2003-06-30,7993,8094,7818,7994,191390,137170.0,8600000.0
2003-07-01,7918,8094,7868,8094,225675,138890.0,8600000.0
2003-07-02,8244,8445,8144,8445,440313,144910.0,8600000.0
2003-07-03,8670,9046,8620,8620,762058,147920.0,8600000.0
2003-07-04,8770,8921,8520,8671,342821,148780.0,8600000.0
2003-07-07,8720,8921,8595,8921,302816,153080.0,8600000.0
2003-07-08,9121,9221,8645,8671,271812,148780.0,8600000.0
2003-07-09,8820,8896,8419,8570,237594,147060.0,8600000.0
2003-07-10,8445,8645,8369,8520,177087,146200.0,8600000.0
2003-07-11,8319,8620,8269,8620,162738,147920.0,8600000.0
2003-07-14,8620,8946,8520,8746,290094,150070.0,8600000.0
2003-07-15,8745,8770,8369,8370,191431,143620.0,8600000.0
2003-07-16,8520,8570,8319,8345,170958,143190.0,8600000.0
2003-07-18,7968,8069,7643,7894,277423,135450.0,8600000.0
2003-07-21,7868,8119,7618,7618,163287,130720.0,8600000.0
2003-07-22,7567,7693,7367,7668,179045,131580.0,8600000.0
2003-07-23,7768,7818,7567,7568,107076,129860.0,8600000.0
2003-07-24,7417,7743,7417,7693,155094,132010.0,8600000.0
2003-07-25,7592,7918,7542,7793,126662,133730.0,8600000.0
2003-07-28,8169,8720,8019,8721,634384,149640.0,8600000.0
2003-07-29,8720,8770,8419,8620,317396,147920.0,8600000.0
2003-07-30,8595,8720,8219,8270,223374,141900.0,8600000.0
2003-07-31,8319,8344,8044,8270,179740,141900.0,8600000.0
2003-08-01,8219,8445,8194,8270,201461,141900.0,8600000.0
2003-08-04,8044,8244,7818,7869,153832,135020.0,8600000.0
2003-08-05,7868,8144,7868,8094,97436,138890.0,8600000.0
2003-08-06,7868,7943,7718,7743,139591,132870.0,8600000.0
2003-08-07,7743,7843,7618,7819,410087,134160.0,8600000.0
2003-08-08,7943,8369,7918,8094,448145,138890.0,8600000.0
2003-08-11,8119,8219,7968,8194,185015,140610.0,8600000.0
2003-08-12,8344,8369,8119,8219,183527,141040.0,8600000.0
2003-08-13,8369,8695,8269,8320,488529,142760.0,8600000.0
2003-08-14,8470,8720,7768,8019,697401,137600.0,8600000.0
2003-08-18,8144,8144,7893,7944,271577,136310.0,8600000.0
2003-08-19,8119,8369,7968,8245,373076,141470.0,8600000.0
2003-08-20,8269,8845,8219,8645,657502,148350.0,8600000.0
2003-08-21,8820,9547,8795,9122,994884,156520.0,8600000.0
2003-08-22,9071,9071,8695,8771,234464,150500.0,8600000.0
2003-08-25,8820,9271,8820,9021,315023,154800.0,8600000.0
2003-08-26,9121,9322,8921,8971,250237,153940.0,8600000.0
2003-08-27,9071,9246,8695,8896,359269,152650.0,8600000.0
2003-08-28,9121,9347,8820,8896,350248,152650.0,8600000.0
2003-08-29,9071,9121,8770,9097,268731,156090.0,8600000.0
2003-09-01,9271,9522,9146,9523,448253,163400.0,8600000.0
2003-09-02,9572,9647,9146,9372,261827,160820.0,8600000.0
2003-09-03,9522,9572,8770,8771,413674,150500.0,8600000.0
2003-09-04,8845,9096,8695,8771,238939,150500.0,8600000.0
2003-09-05,8921,9021,8795,8846,201569,151790.0,8600000.0
2003-09-08,8570,8720,8269,8370,223888,143620.0,8600000.0
2003-09-09,8369,8570,8319,8545,141156,146630.0,8600000.0
2003-09-15,8419,8595,8294,8295,125983,142330.0,8600000.0
2003-09-16,8244,8419,8244,8345,144614,143190.0,8600000.0
2003-09-17,8520,8520,8269,8370,205400,143620.0,8600000.0
2003-09-18,8369,8369,7918,7919,250758,135880.0,8600000.0
2003-09-19,8119,8119,7743,7793,131555,133730.0,8600000.0
2003-09-22,7668,7993,7467,7518,229246,129000.0,8600000.0
2003-09-23,7267,7618,7217,7618,216832,130720.0,8600000.0
2003-09-24,7718,7718,7517,7568,150355,129860.0,8600000.0
2003-09-25,7166,7592,7166,7518,230890,129000.0,8600000.0
2003-09-26,7567,7693,7192,7367,225015,126420.0,8600000.0
2003-09-29,7417,7492,7041,7267,177068,124700.0,8600000.0
2003-09-30,7392,7467,7242,7317,178401,125560.0,8600000.0
2003-10-01,7141,7292,7066,7192,88535,123410.0,8600000.0
2003-10-02,7367,7517,7267,7468,163403,128140.0,8600000.0
2003-10-06,7693,7818,7618,7819,228876,134160.0,8600000.0
2003-10-07,8069,8144,7718,7819,196721,134160.0,8600000.0
2003-10-08,7943,7993,7517,7518,159271,129000.0,8600000.0
2003-10-09,7618,7793,7592,7743,161266,132870.0,8600000.0
2003-10-10,7818,8219,7768,8119,417502,139320.0,8600000.0
2003-10-13,8119,8344,7918,8219,364271,141040.0,8600000.0
2003-10-14,8294,8369,8119,8169,261778,140180.0,8600000.0
2003-10-15,8294,8470,8169,8370,350358,143620.0,8600000.0
2003-10-16,8219,8520,8219,8470,228462,145340.0,8600000.0
2003-10-17,8570,8720,8244,8270,262786,141900.0,8600000.0
2003-10-20,8194,8394,8169,8320,161301,142760.0,8600000.0
2003-10-21,8319,8419,8119,8245,127970,141470.0,8600000.0
2003-10-22,8269,8319,7918,8019,108645,137600.0,8600000.0
2003-10-23,7818,8294,7793,7819,229454,134160.0,8600000.0
2003-10-24,7793,7968,7768,7819,76340,134160.0,8600000.0
2003-10-27,7868,8169,7818,8119,129066,139320.0,8600000.0
2003-10-28,8019,8269,7993,8219,184799,141040.0,8600000.0
2003-10-29,8394,8394,8019,8295,165337,142330.0,8600000.0
2003-10-30,8194,8269,7943,7994,120956,137170.0,8600000.0
2003-10-31,7918,8044,7592,7969,225025,136740.0,8600000.0
2003-11-03,7918,8019,7843,7894,111611,135450.0,8600000.0
2003-11-04,8019,8319,7968,8144,364296,139750.0,8600000.0
2003-11-05,8169,8244,7643,7894,381775,135450.0,8600000.0
2003-11-06,7893,7993,7542,7543,214483,129430.0,8600000.0
