칩스앤미디어(094360),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2014-05-15,3700,3700,3700,3700,300,10094.0,2728202.0
2014-05-16,0,0,0,3500,0,9549.0,2728202.0
2014-05-19,3500,3500,3500,3500,300,9549.0,2728202.0
2014-05-20,0,0,0,3700,0,,
2014-05-21,0,0,0,3700,0,,
2014-05-22,0,0,0,3700,0,,
2014-05-23,0,0,0,3700,0,,
2014-05-26,3700,3700,3700,3700,300,,
2014-05-27,3700,3700,3700,3700,300,,
2014-05-28,3500,3500,3500,3500,300,9549.0,2728202.0
2014-05-29,3500,3500,3500,3500,300,,
2014-05-30,3500,3500,3500,3500,300,,
2014-06-02,3500,3500,3500,3500,300,,
2014-06-03,0,0,0,3500,0,,
2014-06-05,0,0,0,3500,0,,
2014-06-09,0,0,0,3500,0,,
2014-06-10,0,0,0,3500,0,,
2014-06-11,3400,3400,3400,3400,300,,
2014-06-12,0,0,0,3400,0,,
2014-06-13,3400,3400,3400,3400,200,9276.0,2728202.0
2014-06-16,3400,3400,3400,3400,300,9276.0,2728202.0
2014-06-17,0,0,0,3400,0,,
2014-06-18,0,0,0,3400,0,,
2014-06-19,0,0,0,3400,0,,
2014-06-20,3400,3400,3400,3400,300,,
2014-06-23,3400,3400,3400,3400,300,,
2014-06-24,3400,3400,3400,3400,0,,
2014-06-25,3400,3400,3400,3400,0,,
2014-06-26,3400,3400,3400,3400,0,,
2014-06-27,3300,3300,3300,3300,400,,
2014-06-30,3250,3250,3250,3250,500,8867.0,2728202.0
2014-07-01,3300,3300,3300,3300,500,9003.0,2728202.0
2014-07-02,3400,3400,3400,3400,300,9276.0,2728202.0
2014-07-03,3400,3400,3400,3400,0,,
2014-07-04,3400,3400,3400,3400,0,,
2014-07-07,3400,3400,3400,3400,0,,
2014-07-08,3400,3400,3400,3400,0,,
2014-07-09,3400,3400,3400,3400,0,,
2014-07-10,3400,3400,3400,3400,0,,
2014-07-11,3400,3400,3400,3400,0,,
2014-07-14,3400,3400,3400,3400,0,,
2014-07-15,3400,3400,3400,3400,0,,
2014-07-16,3400,3400,3400,3400,400,9276.0,2728202.0
2014-07-17,3400,3400,3400,3400,0,,
2014-07-18,3400,3400,3400,3400,0,,
2014-07-21,3400,3400,3400,3400,0,,
2014-07-22,3400,3400,3400,3400,0,,
2014-07-23,3400,3400,3400,3400,300,,
2014-07-24,3300,3300,3300,3300,400,,
2014-07-25,3300,3300,3300,3300,400,9003.0,2728202.0
2014-07-28,3300,3300,3300,3300,0,9003.0,2728202.0
2014-07-29,3300,3300,3300,3300,0,,
2014-07-30,3200,3200,3200,3200,400,8730.0,2728202.0
2014-07-31,3200,3200,3200,3200,0,,
2014-08-01,3200,3200,3200,3200,0,,
2014-08-04,3200,3200,3200,3200,0,,
2014-08-05,3200,3200,3200,3200,0,,
2014-08-06,3200,3200,3200,3200,0,,
2014-08-07,3200,3200,3200,3200,0,,
2014-08-08,3200,3200,3200,3200,0,,
2014-08-11,3200,3200,3200,3200,400,8730.0,2728202.0
2014-08-12,3200,3200,3200,3200,0,,
2014-08-13,3200,3200,3200,3200,0,,
2014-08-14,3200,3200,3200,3200,0,,
2014-08-18,3200,3200,3200,3200,0,,
2014-08-19,3200,3200,3200,3200,0,,
2014-08-20,3200,3200,3200,3200,0,,
2014-08-21,3200,3200,3200,3200,0,,
2014-08-22,3200,3200,3200,3200,0,,
2014-08-25,3200,3200,3200,3200,0,,
2014-08-26,3200,3200,3200,3200,0,,
2014-08-27,3200,3200,3200,3200,0,,
2014-08-28,3200,3200,3200,3200,0,,
2014-08-29,3200,3200,3200,3200,0,,
2014-09-01,3200,3200,3200,3200,300,8730.0,2728202.0
2014-09-02,3200,3200,3200,3200,0,,
2014-09-03,3200,3200,3200,3200,0,,
2014-09-04,3200,3200,3200,3200,0,,
2014-09-05,3200,3200,3200,3200,0,,
2014-09-11,3200,3200,3200,3200,0,,
2014-09-12,3200,3200,3200,3200,0,,
2014-09-15,3200,3200,3200,3200,0,,
2014-09-16,3200,3200,3200,3200,0,,
2014-09-17,3200,3200,3200,3200,0,,
2014-09-18,3200,3200,3200,3200,0,,
2014-09-19,3200,3200,3200,3200,0,,
2014-09-22,3200,3200,3200,3200,0,,
2014-09-23,3200,3200,3200,3200,0,,
2014-09-24,3200,3200,3200,3200,0,,
2014-09-25,3200,3200,3200,3200,0,,
2014-09-26,3200,3200,3200,3200,0,,
2014-09-29,3200,3200,3200,3200,0,,
2014-09-30,3200,3200,3200,3200,0,,
2014-10-01,3200,3200,3200,3200,0,,
2014-10-02,3200,3200,3200,3200,0,,
2014-10-06,3200,3200,3200,3200,0,,
2014-10-07,3200,3200,3200,3200,0,,
2014-10-08,3200,3200,3200,3200,0,,
2014-10-10,3200,3200,3200,3200,0,,
2014-10-13,3100,3100,3100,3100,400,8457.0,2728202.0
2014-10-14,3100,3100,3100,3100,0,,
2014-10-15,3100,3100,3100,3100,0,,
2014-10-16,3100,3100,3100,3100,0,,
2014-10-17,3100,3100,3100,3100,0,,
2014-10-20,3100,3100,3100,3100,0,,
2014-10-21,3100,3100,3100,3100,0,,
2014-10-22,3100,3100,3100,3100,0,,
2014-10-23,3100,3100,3100,3100,0,,
2014-10-24,3100,3100,3100,3100,0,,
2014-10-27,3100,3100,3100,3100,0,,
2014-10-28,3100,3100,3100,3100,0,,
2014-10-29,3100,3100,3100,3100,0,,
2014-10-30,3100,3100,3100,3100,0,,
2014-10-31,3100,3100,3100,3100,0,,
2014-11-03,3100,3100,3100,3100,0,,
2014-11-04,3100,3100,3100,3100,0,,
2014-11-05,3100,3100,3100,3100,0,,
2014-11-06,3100,3100,3100,3100,0,,
2014-11-07,3100,3100,3100,3100,0,,
2014-11-10,3000,3000,3000,3000,400,8185.0,2728202.0
2014-11-11,3000,3000,3000,3000,0,,
2014-11-12,3000,3000,3000,3000,0,,
2014-11-13,3000,3000,3000,3000,0,,
2014-11-14,3000,3000,3000,3000,0,,
2014-11-17,3000,3000,3000,3000,0,,
2014-11-18,3000,3000,3000,3000,0,,
2014-11-19,3000,3000,3000,3000,0,,
2014-11-20,2950,2950,2950,2950,289,8048.0,2728202.0
2014-11-21,2950,2950,2950,2950,0,8048.0,2728202.0
2014-11-24,2950,2950,2950,2950,0,,
2014-11-25,2950,2950,2950,2950,0,,
2014-11-26,2950,2950,2950,2950,0,,
2014-11-27,2950,2950,2950,2950,0,,
2014-11-28,2950,2950,2950,2950,0,,
2014-12-01,2950,2950,2950,2950,0,,
2014-12-02,2950,2950,2950,2950,0,,
2014-12-03,2950,2950,2950,2950,0,,
2014-12-04,3000,3000,3000,3000,400,8185.0,2728202.0
2014-12-05,3000,3000,3000,3000,0,,
2014-12-08,3000,3000,3000,3000,0,,
2014-12-09,3000,3000,3000,3000,0,,
2014-12-10,3000,3000,3000,3000,0,,
2014-12-11,3000,3000,3000,3000,0,,
2014-12-12,3000,3000,3000,3000,0,,
2014-12-15,3000,3000,3000,3000,0,,
2014-12-16,3000,3000,3000,3000,0,,
2014-12-17,3000,3000,3000,3000,0,,
2014-12-18,3000,3000,3000,3000,0,,
2014-12-19,3000,3000,3000,3000,0,,
2014-12-22,3000,3000,3000,3000,0,,
2014-12-23,3000,3000,3000,3000,0,,
2014-12-24,3000,3000,3000,3000,0,,
2014-12-26,3000,3000,3000,3000,0,,
2014-12-29,3000,3000,3000,3000,0,,
2014-12-30,3000,3000,3000,3000,0,,
2015-01-02,3000,3000,3000,3000,0,,
2015-01-05,3000,3000,3000,3000,0,,
2015-01-06,3000,3000,3000,3000,0,,
2015-01-07,3000,3000,3000,3000,0,,
2015-01-08,3000,3000,3000,3000,0,,
2015-01-09,3000,3000,3000,3000,0,,
2015-01-12,2900,2900,2900,2900,400,7912.0,2728202.0
2015-01-13,2750,2750,2750,2750,400,7503.0,2728202.0
2015-01-14,2800,2800,2800,2800,400,7639.0,2728202.0
2015-01-15,2800,2800,2800,2800,400,7639.0,2728202.0
2015-01-16,2800,2800,2800,2800,0,,
2015-01-19,2800,2800,2800,2800,0,,
2015-01-20,2850,2850,2850,2850,400,7775.0,2728202.0
2015-01-21,2850,2850,2850,2850,0,7775.0,2728202.0
2015-01-22,2850,2850,2750,2750,401,7503.0,2728202.0
2015-01-23,2750,2750,2750,2750,0,7503.0,2728202.0
2015-01-26,2800,2800,2700,2700,401,7366.0,2728202.0
2015-01-27,2800,2800,2700,2700,401,7366.0,2728202.0
2015-01-28,2700,2700,2700,2700,0,,
2015-01-29,2800,2800,2800,2800,400,7639.0,2728202.0
2015-01-30,2950,2950,2950,2950,400,8048.0,2728202.0
2015-02-02,3150,3150,3150,3150,400,8594.0,2728202.0
2015-02-03,3300,3300,3300,3300,400,9003.0,2728202.0
2015-02-04,3450,3795,3450,3795,500,10354.0,2728202.0
2015-02-05,4240,4300,4240,4300,1800,11731.0,2728202.0
2015-02-06,4500,4550,4500,4550,800,12413.0,2728202.0
2015-02-09,4550,4550,4550,4550,100,12413.0,2728202.0
2015-02-10,4600,4800,4600,4800,900,13095.0,2728202.0
2015-02-11,5300,5520,5300,5520,500,15060.0,2728202.0
2015-02-12,5990,6340,5370,5370,790,14650.0,2728202.0
2015-02-13,5400,5400,5400,5400,0,14732.0,2728202.0
2015-02-16,5500,5500,5500,5500,0,15005.0,2728202.0
2015-02-17,5930,5930,5930,5930,300,16178.0,2728202.0
2015-02-23,5910,5910,5910,5910,100,16124.0,2728202.0
2015-02-24,5900,5900,5870,5870,754,16015.0,2728202.0
2015-02-25,6000,6000,6000,6000,200,16369.0,2728202.0
2015-02-26,5990,5990,5990,5990,1100,16342.0,2728202.0
2015-02-27,6000,6000,5990,5990,881,16342.0,2728202.0
2015-03-02,5990,6000,5990,6000,1835,16369.0,2728202.0
2015-03-03,6000,6000,6000,6000,1800,16369.0,2728202.0
2015-03-04,6000,6000,6000,6000,300,16369.0,2728202.0
2015-03-05,6000,6000,6000,6000,717030,16369.0,2728202.0
2015-03-06,6200,6200,6200,6200,300,16915.0,2728202.0
2015-03-09,6200,6300,6200,6300,240700,17188.0,2728202.0
2015-03-10,6400,6400,6400,6400,200,17460.0,2728202.0
2015-03-11,6400,6500,6400,6500,151761,17733.0,2728202.0
2015-03-12,6700,6700,6700,6700,500,18279.0,2728202.0
2015-03-13,6700,6700,6360,6360,2001,17351.0,2728202.0
2015-03-16,6780,6780,6610,6610,501,18033.0,2728202.0
2015-03-17,6420,6830,6420,6830,489,18634.0,2728202.0
2015-03-18,6410,7000,6410,6630,1034,18088.0,2728202.0
2015-03-19,7000,7000,7000,7000,500,19097.0,2728202.0
2015-03-20,7200,7200,7010,7010,1768,19125.0,2728202.0
2015-03-23,7000,7000,7000,7000,500,19097.0,2728202.0
2015-03-24,7300,7300,7300,7300,500,19916.0,2728202.0
2015-03-25,7300,7300,7000,7000,83,19097.0,2728202.0
2015-03-26,6910,7200,6910,7030,752,19179.0,2728202.0
2015-03-27,6960,6960,6960,6960,1,18988.0,2728202.0
2015-03-30,7040,7040,7040,7040,1164,19207.0,2728202.0
2015-03-31,7200,8080,7110,7150,652,19507.0,2728202.0
2015-04-01,7400,7400,7400,7400,500,20189.0,2728202.0
2015-04-02,7600,8000,7410,7560,652,20625.0,2728202.0
2015-04-03,8690,8690,7590,7590,101,20707.0,2728202.0
2015-04-06,7700,8010,7700,7800,870,21280.0,2728202.0
2015-04-07,8000,8000,7800,8000,1200,21826.0,2728202.0
2015-04-08,8000,8800,7520,8010,552,21853.0,2728202.0
2015-04-09,8000,8000,7610,7610,501,20762.0,2728202.0
2015-04-10,7800,7800,7800,7800,51,21280.0,2728202.0
2015-04-13,8300,8300,8000,8010,602,21853.0,2728202.0
2015-04-14,8480,9000,8480,9000,301,24554.0,2728202.0
2015-04-15,10200,10200,9000,10000,3,27282.0,2728202.0
2015-04-16,11300,11300,9000,9990,804,27255.0,2728202.0
2015-04-17,10450,10450,10000,10250,103,27964.0,2728202.0
2015-04-20,11750,11750,10500,10500,301,28646.0,2728202.0
2015-04-21,10700,10700,10700,10700,1,29192.0,2728202.0
2015-04-22,12000,12000,9300,10500,32,28646.0,2728202.0
2015-04-23,9850,10550,9750,10550,1201,28783.0,2728202.0
2015-04-24,11500,11500,9310,9990,874,27255.0,2728202.0
2015-04-27,10500,10500,9400,10000,193,27282.0,2728202.0
2015-04-28,9990,10000,9990,10000,101,27282.0,2728202.0
2015-04-29,10300,10300,10300,10300,1,28100.0,2728202.0
2015-04-30,9500,9990,9500,9990,501,27255.0,2728202.0
2015-05-04,11450,11450,11450,11450,1,31238.0,2728202.0
2015-05-06,9750,10900,9750,10900,501,29737.0,2728202.0
2015-05-07,9800,9800,9800,9800,0,26736.0,2728202.0
2015-05-08,10300,10300,10300,10300,1,28100.0,2728202.0
2015-05-11,11800,11800,11800,11800,1,32193.0,2728202.0
2015-05-12,10050,10400,10050,10400,201,28373.0,2728202.0
2015-05-13,11900,11900,9300,11500,502,31374.0,2728202.0
2015-05-14,11450,11450,9800,11400,1835,31102.0,2728202.0
2015-05-15,11500,11500,9800,10500,1007,28646.0,2728202.0
2015-05-18,11450,11450,9500,10950,46503,29874.0,2728202.0
2015-05-19,11450,11450,9400,10950,602,29874.0,2728202.0
2015-05-20,10900,10900,10000,10600,5435,28919.0,2728202.0
2015-05-21,11950,11950,10000,10950,1196,29874.0,2728202.0
2015-05-22,10750,10750,10450,10500,539,28646.0,2728202.0
2015-05-26,12050,12050,10450,10900,603,29737.0,2728202.0
2015-05-27,11950,11950,11950,11950,1,32602.0,2728202.0
2015-05-28,11500,11500,11500,11500,1,31374.0,2728202.0
2015-05-29,11500,11500,10500,10500,1002,28646.0,2728202.0
2015-06-01,12050,12050,12050,12050,1,32875.0,2728202.0
2015-06-02,11500,11500,11500,11500,1,31374.0,2728202.0
2015-06-03,13200,13200,10000,10450,775,28510.0,2728202.0
2015-06-04,12000,12000,10000,10450,905,28510.0,2728202.0
2015-06-05,11950,11950,10000,10500,442,28646.0,2728202.0
2015-06-08,10500,10850,9800,10500,1847,28646.0,2728202.0
2015-06-09,12050,12050,10500,10950,1595,29874.0,2728202.0
2015-06-10,12500,12550,10000,11500,4608,31374.0,2728202.0
2015-06-11,13200,13200,10500,10500,271,28646.0,2728202.0
2015-06-12,12050,12050,12050,12050,1,,
2015-06-15,13850,13850,10250,11900,90,32466.0,2728202.0
2015-06-16,11000,11000,11000,11000,1,30010.0,2728202.0
2015-06-17,12650,12650,12650,12650,5,34512.0,2728202.0
2015-06-18,14450,14450,10800,11000,102,30010.0,2728202.0
2015-06-19,10100,11000,9350,10100,503,27555.0,2728202.0
2015-06-22,10800,10800,10000,10100,404,27555.0,2728202.0
2015-06-23,11550,11550,11550,11550,1,31511.0,2728202.0
2015-06-24,11850,11850,11850,11850,1,32329.0,2728202.0
2015-06-25,11000,11950,10900,10900,52,29737.0,2728202.0
2015-06-26,12350,12350,9300,10850,1503,29601.0,2728202.0
2015-06-29,10500,11950,9900,11450,26747,31238.0,2728202.0
2015-06-30,13000,13000,10900,11000,9702,30010.0,2728202.0
2015-07-01,11000,11450,11000,11450,2502,31238.0,2728202.0
2015-07-02,11950,12000,11750,11800,5701,32193.0,2728202.0
2015-07-03,12400,12400,11500,11850,7345,32329.0,2728202.0
2015-07-06,11900,12300,11850,12250,11154,33420.0,2728202.0
2015-07-07,12600,12700,12000,12250,10202,33420.0,2728202.0
2015-07-08,12500,12500,11000,12100,54773,33011.0,2728202.0
2015-07-09,12700,12700,11000,12000,8206,32738.0,2728202.0
2015-07-10,12100,12450,12000,12000,6081,32738.0,2728202.0
2015-07-13,12450,12450,12450,12450,1,33966.0,2728202.0
2015-07-14,12450,12450,11350,12300,10064,33557.0,2728202.0
2015-07-15,12350,12350,11900,12100,7447,33011.0,2728202.0
2015-07-16,12150,12150,11800,12000,1502,32738.0,2728202.0
2015-07-17,12100,12100,11800,11950,72153,32602.0,2728202.0
2015-07-20,12000,13450,11700,12100,6889,33011.0,2728202.0
2015-07-21,13800,13800,11600,12050,3102,32875.0,2728202.0
2015-07-22,12950,12950,11600,12000,8437,32738.0,2728202.0
2015-07-23,13750,13750,11550,11800,2530,32193.0,2728202.0
2015-07-24,12900,12900,11800,12200,15236,33284.0,2728202.0
2015-07-27,13800,13800,12100,12500,1399,34103.0,2728202.0
2015-07-28,13950,13950,12000,12250,802,33420.0,2728202.0
2015-07-29,12300,12300,11500,12000,5503,32738.0,2728202.0
2015-07-30,11950,11950,11000,11500,506,31374.0,2728202.0
2015-07-31,11850,12300,11850,12300,1486,33557.0,2728202.0
2015-08-03,14100,14100,11900,12550,1519,34239.0,2728202.0
2015-08-04,12100,13000,12000,12500,10047,34103.0,2728202.0
2015-08-05,6855,8907,6805,8207,7637121,55722.0,3397702.0
2015-08-06,8006,8081,6905,7106,2064194,48247.0,3397702.0
2015-08-07,6805,6855,6280,6606,968784,44850.0,3397702.0
2015-08-10,6530,6605,5704,5705,666571,38734.0,3397702.0
2015-08-11,5704,5854,5279,5430,468369,36865.0,3397702.0
2015-08-12,5454,5604,5004,5179,382233,35166.0,3397702.0
2015-08-13,5229,5529,5129,5279,312249,35846.0,3397702.0
2015-08-17,5454,5504,4598,4599,354557,31225.0,3397702.0
2015-08-18,4453,4458,3798,3953,478391,26842.0,3397702.0
2015-08-19,3953,4728,3653,4108,448896,27895.0,3397702.0
2015-08-20,4003,4198,3763,3763,109959,25551.0,3397702.0
2015-08-21,3402,3648,3262,3473,221343,23580.0,3397702.0
2015-08-24,3382,3638,3357,3443,87157,23376.0,3397702.0
2015-08-25,3512,3863,3502,3673,108177,24939.0,3397702.0
2015-08-26,3683,4003,3678,3838,119501,26060.0,3397702.0
2015-08-27,3983,4303,3903,4043,370876,27453.0,3397702.0
2015-08-28,4253,4293,3993,4038,90439,27419.0,3397702.0
2015-08-31,4038,4198,3848,4043,96521,27453.0,3397702.0
2015-09-01,3958,4053,3883,3883,41877,26366.0,3397702.0
2015-09-02,3552,3983,3552,3838,56193,26060.0,3397702.0
2015-09-03,3973,3973,3753,3848,55418,26128.0,3397702.0
2015-09-04,3838,3878,3673,3748,58644,25449.0,3397702.0
2015-09-07,3753,3983,3708,3948,51673,26808.0,3397702.0
2015-09-08,4003,4228,3948,4098,101752,27827.0,3397702.0
2015-09-09,4178,4303,4153,4158,86452,28235.0,3397702.0
2015-09-10,4163,4163,4053,4083,21804,27725.0,3397702.0
2015-09-11,4098,4153,4003,4073,25789,27657.0,3397702.0
2015-09-14,4073,4128,3998,4003,33663,27182.0,3397702.0
2015-09-15,4008,4068,3983,4028,38659,27352.0,3397702.0
2015-09-16,4138,4148,3888,3998,26132,27148.0,3397702.0
2015-09-17,3963,4353,3963,4309,82477,29254.0,3397702.0
2015-09-18,4303,4703,4248,4659,207213,31633.0,3397702.0
2015-09-21,4658,4658,4458,4539,44190,30817.0,3397702.0
2015-09-22,4598,4954,4513,4889,91178,33196.0,3397702.0
2015-09-23,4874,5179,4789,4829,101605,32788.0,3397702.0
2015-09-24,4924,5179,4703,5154,74906,34996.0,3397702.0
2015-09-25,5229,5279,4939,4959,49607,33671.0,3397702.0
2015-09-30,4999,5079,4753,4994,36796,33909.0,3397702.0
2015-10-01,5079,5079,4804,4804,29367,32618.0,3397702.0
2015-10-02,4804,4819,4733,4799,30456,32949.0,3435732.0
2015-10-05,4799,4859,4568,4619,40537,31712.0,3435732.0
2015-10-06,4718,4804,4548,4654,43542,31952.0,3435732.0
2015-10-07,4653,4673,4503,4564,21748,31334.0,3435732.0
2015-10-08,4753,4753,4563,4609,13519,31643.0,3435732.0
2015-10-12,4563,4748,4558,4649,11622,31918.0,3435732.0
2015-10-13,4743,4819,4608,4609,24260,31643.0,3435732.0
2015-10-14,4703,4703,4613,4644,20406,31884.0,3435732.0
2015-10-15,4653,4799,4648,4719,20709,32399.0,3435732.0
2015-10-16,4728,4809,4663,4679,6513,32124.0,3435732.0
2015-10-19,4648,4748,4613,4689,22083,32193.0,3435732.0
2015-10-20,4784,4784,4678,4729,8678,32468.0,3435732.0
2015-10-21,4753,4844,4683,4684,33982,32158.0,3435732.0
2015-10-22,4678,4753,4628,4684,21154,32158.0,3435732.0
2015-10-23,4678,4768,4653,4664,10262,32021.0,3435732.0
2015-10-26,4678,4703,4603,4694,15744,32227.0,3435732.0
2015-10-27,4733,4733,4603,4689,8424,32193.0,3435732.0
2015-10-28,4658,4728,4588,4629,8826,31781.0,3435732.0
2015-10-29,4598,4688,4558,4629,10592,31781.0,3435732.0
2015-10-30,4628,4688,4568,4634,10916,31815.0,3435732.0
2015-11-02,4849,4849,4583,4609,57943,31643.0,3435732.0
2015-11-03,4683,4688,4578,4579,5094,31437.0,3435732.0
2015-11-04,4533,4578,4378,4409,32253,30269.0,3435732.0
