에코바이오(038870),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2002-06-25,89015,92383,78812,80803,485267,18147.0,15249400.0
2002-06-26,78798,78798,71352,71300,206127,16012.0,15249400.0
2002-06-27,67908,76732,67908,74695,1093869,16774.0,15249400.0
2002-06-28,76074,83520,76074,83522,727269,18757.0,15249400.0
2002-07-02,78784,93064,75372,90313,766999,20282.0,15249400.0
2002-07-03,86207,98443,86207,93707,467632,21044.0,15249400.0
2002-07-04,94368,104566,93043,104567,434924,23484.0,15249400.0
2002-07-05,107352,116836,105973,116790,786199,26229.0,15249400.0
2002-07-08,124981,129062,114788,116114,692233,26076.0,15249400.0
2002-07-09,115443,122942,115443,122230,457936,27449.0,15249400.0
2002-07-10,122929,123594,112731,117475,486196,26381.0,15249400.0
2002-07-11,115450,115450,103927,105253,397644,23637.0,15249400.0
2002-07-12,107301,114135,107301,112044,300325,25162.0,15249400.0
2002-07-15,114097,116801,105224,108648,235754,24399.0,15249400.0
2002-07-16,108669,112086,102549,105253,318525,23637.0,15249400.0
2002-07-18,107270,109308,104566,104567,84200,23484.0,15249400.0
2002-07-19,101916,101916,92427,95743,259259,21502.0,15249400.0
2002-07-22,84905,91690,84905,90313,227748,20282.0,15249400.0
2002-07-23,81482,99174,81482,98462,192765,22112.0,15249400.0
2002-07-24,95122,99205,90380,93032,138339,20892.0,15249400.0
2002-07-25,98492,101909,93084,101856,230677,22874.0,15249400.0
2002-07-26,104605,110725,95115,95067,824492,21349.0,15249400.0
2002-07-29,93083,98492,88341,93032,332083,20892.0,15249400.0
2002-07-30,96448,97161,91041,90988,129386,20434.0,15249400.0
2002-07-31,88992,91695,86288,86240,213966,19367.0,15249400.0
2002-08-01,84907,88989,84907,88277,127099,19824.0,15249400.0
2002-08-02,85570,91690,83531,90313,80076,20282.0,15249400.0
2002-08-05,90317,90317,84196,84198,94294,18909.0,15249400.0
2002-08-06,80167,88273,80167,84198,46542,18909.0,15249400.0
2002-08-07,85575,91695,85575,86240,189407,19367.0,15249400.0
2002-08-08,87623,91041,86244,90988,144253,20434.0,15249400.0
2002-08-09,94396,94396,87610,88277,103139,19824.0,15249400.0
2002-08-12,86948,91030,84196,84198,150817,18909.0,15249400.0
2002-08-13,84246,89654,84246,88277,146476,19824.0,15249400.0
2002-08-14,87610,88275,85572,88277,112794,19824.0,15249400.0
2002-08-16,88994,97819,88281,95067,588811,21349.0,15249400.0
2002-08-19,101236,105978,99197,103893,1340276,23332.0,15249400.0
2002-08-20,105958,105958,95095,96426,534708,21654.0,15249400.0
2002-08-21,96436,101231,93732,97101,287059,21807.0,15249400.0
2002-08-22,98443,101856,93701,93707,374126,21044.0,15249400.0
2002-08-23,103901,104566,99110,104567,974855,23484.0,15249400.0
2002-08-26,104607,116849,99860,112720,1411304,25314.0,15249400.0
2002-08-27,114788,120239,108667,116114,714563,26076.0,15249400.0
2002-08-28,112066,122264,102533,102535,697637,23027.0,15249400.0
2002-08-29,103927,105970,97146,99138,342416,22264.0,15249400.0
2002-08-30,101216,110705,100502,107290,599662,24094.0,15249400.0
2002-09-02,110718,115460,107301,112044,392345,25162.0,15249400.0
2002-09-03,109385,112088,103264,103217,257738,23179.0,15249400.0
2002-09-04,101893,113421,101893,112044,373164,25162.0,15249400.0
2002-09-05,108654,112737,108654,111359,207393,25009.0,15249400.0
2002-09-06,110713,112086,101888,105253,221222,23637.0,15249400.0
2002-09-09,103186,105938,93036,93707,326670,21044.0,15249400.0
2002-09-10,93742,99197,88994,95067,232973,21349.0,15249400.0
2002-09-11,93721,95765,91018,92349,164207,20739.0,15249400.0
2002-09-12,88974,95090,88974,94383,164016,21197.0,15249400.0
2002-09-13,90353,96473,88314,96426,188582,21654.0,15249400.0
2002-09-16,94386,98464,92396,92349,106685,20739.0,15249400.0
2002-09-17,93087,96456,92427,95743,96606,21502.0,15249400.0
2002-09-18,93709,101203,90292,91671,115488,20587.0,15249400.0
2002-09-19,91675,102533,91675,102535,560208,23027.0,15249400.0
2002-09-23,100523,114807,99857,114756,1228858,25771.0,15249400.0
2002-09-24,114790,124275,101223,105253,1979978,23637.0,15249400.0
2002-09-25,105963,115447,95101,101174,1988227,22722.0,15249400.0
2002-09-26,105288,107992,95755,100498,619708,22569.0,15249400.0
2002-09-27,99167,110030,97794,100498,1074547,22569.0,15249400.0
2002-09-30,97827,99870,91706,97780,505002,21959.0,15249400.0
2002-10-01,95112,107355,95112,105929,458960,23789.0,15249400.0
2002-10-02,108692,114818,107367,110683,1095395,24857.0,15249400.0
2002-10-04,113440,117517,106654,110683,918827,24857.0,15249400.0
2002-10-07,112088,114792,103264,103217,516655,23179.0,15249400.0
2002-10-08,100497,115438,100497,115438,1563743,25924.0,15249400.0
2002-10-09,118162,118880,105973,107964,930757,24247.0,15249400.0
2002-10-10,110073,111451,97836,99822,727447,22417.0,15249400.0
2002-10-11,101856,106603,88245,93707,928111,21044.0,15249400.0
2002-10-14,93734,99850,93734,99138,477536,22264.0,15249400.0
2002-10-15,99174,101873,96422,98462,517767,22112.0,15249400.0
2002-10-16,100530,101190,96448,97780,325481,21959.0,15249400.0
2002-10-17,95775,99188,95775,97101,294112,21807.0,15249400.0
2002-10-18,99205,103234,98492,101856,474129,22874.0,15249400.0
2002-10-21,101891,113419,101891,107964,1400772,24247.0,15249400.0
2002-10-22,111373,111373,101888,105253,777586,23637.0,15249400.0
2002-10-23,106613,115438,105953,115438,1482626,25924.0,15249400.0
2002-10-24,118855,120233,108657,109323,1416018,24552.0,15249400.0
2002-10-25,109312,122209,105943,119511,1722873,26839.0,15249400.0
2002-10-28,122264,133122,118187,130372,3121109,29279.0,15249400.0
2002-10-29,128337,130376,121556,126299,1311731,28364.0,15249400.0
2002-10-30,129081,134488,120256,120869,1577595,27144.0,15249400.0
2002-10-31,121554,123597,112734,115438,1067083,25924.0,15249400.0
2002-11-01,113385,121538,113385,121544,753105,27296.0,15249400.0
2002-11-04,122942,126306,120185,122230,726196,27449.0,15249400.0
2002-11-05,121556,123595,107989,111359,845460,25009.0,15249400.0
2002-11-06,113421,114135,108014,112044,469726,25162.0,15249400.0
2002-11-07,111363,124318,111363,124266,821069,27906.0,15249400.0
2002-11-08,121563,130388,117486,122230,1174149,27449.0,15249400.0
2002-11-11,125620,129698,107976,108648,1457545,24399.0,15249400.0
2002-11-12,107276,112737,105950,111359,723326,25009.0,15249400.0
2002-11-13,112109,115478,110071,110683,546673,24857.0,15249400.0
2002-11-14,108669,112751,105252,105253,458043,23637.0,15249400.0
2002-11-15,105326,109355,105326,106604,445691,23942.0,15249400.0
2002-11-18,106633,110050,101885,103217,328605,23179.0,15249400.0
2002-11-19,103910,105288,99832,100498,403768,22569.0,15249400.0
2002-11-20,99824,104566,97785,104567,694790,23484.0,15249400.0
2002-11-21,105973,116836,104600,116790,2373927,26229.0,15249400.0
2002-11-22,118883,118883,104603,105929,1636656,23789.0,15249400.0
2002-11-25,106605,109308,103901,104567,493668,23484.0,15249400.0
2002-11-26,104617,105330,99875,99822,577800,22417.0,15249400.0
2002-11-27,99205,103234,99205,101856,268494,22874.0,15249400.0
2002-11-28,102569,105273,101909,101856,408517,22874.0,15249400.0
2002-11-29,102551,105968,100512,103217,223053,23179.0,15249400.0
2002-12-02,103282,111393,103282,106604,632016,23942.0,15249400.0
2002-12-03,107976,111345,107268,108648,531231,24399.0,15249400.0
2002-12-04,110071,114818,110071,110683,811980,24857.0,15249400.0
2002-12-05,112099,116128,108687,114756,503653,25771.0,15249400.0
2002-12-06,115455,119532,112086,114078,539097,25619.0,15249400.0
2002-12-09,116101,116814,110693,111359,635560,25009.0,15249400.0
2002-12-10,110030,110030,101871,109323,613184,24552.0,15249400.0
2002-12-11,109306,110685,105938,108648,457826,24399.0,15249400.0
2002-12-12,107987,118185,107987,113395,1046818,25466.0,15249400.0
2002-12-13,114142,118171,111386,114756,583079,25771.0,15249400.0
2002-12-16,116141,119510,112729,113395,968965,25466.0,15249400.0
2002-12-17,115460,115460,110052,110001,498921,24704.0,15249400.0
2002-12-18,109342,112094,107299,107964,304086,24247.0,15249400.0
2002-12-20,107356,108687,103279,103893,246150,23332.0,15249400.0
2002-12-23,101856,105938,92323,93707,451523,21044.0,15249400.0
2002-12-24,91698,97154,89659,95067,115677,21349.0,15249400.0
2002-12-26,93701,96405,90284,93707,107517,21044.0,15249400.0
2002-12-27,94369,95747,91005,91671,92329,20587.0,15249400.0
2002-12-30,90342,90342,81518,84882,130220,19062.0,15249400.0
2003-01-02,84881,93701,84881,93707,74872,21044.0,15249400.0
2003-01-03,93701,97783,92323,93707,93634,21044.0,15249400.0
2003-01-06,95122,95787,93083,93032,83437,20892.0,15249400.0
2003-01-07,95079,95740,91662,93707,128858,21044.0,15249400.0
2003-01-08,93083,97161,92418,93032,123894,20892.0,15249400.0
2003-01-09,93051,95090,88261,94383,113632,21197.0,15249400.0
2003-01-10,95090,103249,92386,100498,466817,22569.0,15249400.0
2003-01-13,104592,104592,99185,99138,388829,22264.0,15249400.0
2003-01-14,99205,100530,93083,93032,336223,20892.0,15249400.0
2003-01-15,93721,99842,92396,92349,666207,20739.0,15249400.0
2003-01-16,92416,92416,88999,88952,194650,19977.0,15249400.0
2003-01-17,87610,90314,84246,88277,334458,19824.0,15249400.0
2003-01-20,85554,88966,84176,87594,105717,19672.0,15249400.0
2003-01-21,86931,90348,85557,85558,106309,19214.0,15249400.0
2003-01-22,84219,85598,80855,80803,91118,18147.0,15249400.0
2003-01-23,80826,82200,78123,79450,107925,17842.0,15249400.0
2003-01-24,80814,82192,71330,72661,174383,16317.0,15249400.0
2003-01-27,71375,74073,67953,67906,67964,15249.0,15249400.0
2003-01-28,67278,76102,66565,76055,80462,17079.0,15249400.0
2003-01-29,78149,80187,72023,71976,202524,16164.0,15249400.0
2003-01-30,73313,77390,73313,76730,71909,17232.0,15249400.0
2003-02-03,75352,78769,75352,76730,60273,17232.0,15249400.0
2003-02-04,76093,82213,76093,80127,141875,17994.0,15249400.0
2003-02-05,78788,80826,77458,79450,80506,17842.0,15249400.0
2003-02-06,76750,78789,74046,75372,61903,16927.0,15249400.0
2003-02-07,74718,76757,67273,69264,232384,15554.0,15249400.0
2003-02-10,67915,69959,65216,68582,123444,15402.0,15249400.0
