알리코제약(260660),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2018-05-08,17200,17400,15950,15950,143799,153049.0,9595575.0
2018-05-09,16050,16500,15500,16500,107316,158327.0,9595575.0
2018-05-10,16600,16600,16000,16550,64430,158807.0,9595575.0
2018-05-11,16600,17100,16450,17100,78814,164084.0,9595575.0
2018-05-14,17400,17400,16700,17000,57702,163125.0,9595575.0
2018-05-15,17050,17200,16300,16500,67831,158327.0,9595575.0
2018-05-16,17250,21000,17200,18000,1541979,172720.0,9595575.0
2018-05-17,18100,18450,17300,17300,247504,166003.0,9595575.0
2018-05-18,17700,19950,17700,18750,592017,179917.0,9595575.0
2018-05-21,18550,19100,18500,18800,134485,180397.0,9595575.0
2018-05-23,19100,19150,18300,18400,103079,176559.0,9595575.0
2018-05-24,18150,18550,17950,18100,82761,173680.0,9595575.0
2018-05-25,17750,18400,17550,18150,79991,174160.0,9595575.0
2018-05-28,17500,17850,17250,17700,124333,169842.0,9595575.0
2018-05-29,17800,18200,17600,17600,72260,168882.0,9595575.0
2018-05-30,17750,17800,16850,17000,75449,163125.0,9595575.0
2018-05-31,17000,17350,16800,16900,32747,162165.0,9595575.0
2018-06-01,16750,17650,16750,17450,56355,167443.0,9595575.0
2018-06-04,17450,17550,16900,17050,35012,163605.0,9595575.0
2018-06-05,17150,19350,17100,18050,288363,173200.0,9595575.0
2018-06-07,19250,19550,18050,18050,163563,173200.0,9595575.0
2018-06-08,18100,18250,17700,17750,54846,170321.0,9595575.0
2018-06-11,17750,18100,17350,17600,36078,168882.0,9595575.0
2018-06-12,17500,17550,17000,17050,54015,163605.0,9595575.0
2018-06-14,17100,17450,17050,17050,43166,163605.0,9595575.0
2018-06-15,17100,17350,16800,16900,45934,162165.0,9595575.0
2018-06-18,17100,17250,15600,16100,79513,154489.0,9595575.0
2018-06-19,16200,16200,14600,14800,159251,142015.0,9595575.0
2018-06-20,14650,15200,14500,15200,70775,145853.0,9595575.0
2018-06-21,15150,15250,14300,14450,67082,138656.0,9595575.0
2018-06-22,14500,14700,13950,14400,52462,138176.0,9595575.0
2018-06-25,14550,14950,14400,14850,47186,142494.0,9595575.0
2018-06-26,14450,14850,14100,14750,34543,141535.0,9595575.0
2018-06-27,14750,15250,14400,15200,67092,145853.0,9595575.0
2018-06-28,15100,15500,14500,14650,53241,140575.0,9595575.0
2018-06-29,14650,14900,14000,14250,43691,136737.0,9595575.0
2018-07-02,14250,14400,13400,13700,43210,131459.0,9595575.0
2018-07-03,13400,13800,13150,13350,77392,128101.0,9595575.0
2018-07-04,13350,13850,13350,13700,38308,131459.0,9595575.0
2018-07-05,13900,14200,13500,13700,50713,131459.0,9595575.0
2018-07-06,13750,13950,13200,13650,50631,130980.0,9595575.0
2018-07-09,13550,14200,13500,13950,45948,133858.0,9595575.0
2018-07-10,13950,14600,13950,14550,50023,139616.0,9595575.0
2018-07-11,14900,15000,14400,14450,50481,138656.0,9595575.0
2018-07-12,14600,14650,14350,14400,23889,138176.0,9595575.0
2018-07-13,14350,14550,14200,14500,24843,139136.0,9595575.0
2018-07-16,14600,14850,14350,14400,21087,138176.0,9595575.0
2018-07-17,14500,14650,14150,14150,25682,135777.0,9595575.0
2018-07-18,14200,14550,13650,13650,32365,130980.0,9595575.0
2018-07-19,13650,13800,13200,13800,31145,132419.0,9595575.0
2018-07-20,13650,13750,13100,13350,35829,128101.0,9595575.0
2018-07-23,13200,13400,12000,12000,97995,115147.0,9595575.0
2018-07-24,11950,12450,11900,12050,39147,115627.0,9595575.0
2018-07-25,12250,12250,11550,11750,45243,112748.0,9595575.0
2018-07-26,11900,12500,11750,12100,31989,116106.0,9595575.0
2018-07-27,12100,12400,12000,12100,28084,116106.0,9595575.0
2018-07-30,12050,12550,12050,12450,22166,119465.0,9595575.0
2018-07-31,12400,12600,12300,12600,20220,120904.0,9595575.0
2018-08-01,12600,12950,12500,12900,24253,123783.0,9595575.0
2018-08-02,13000,13000,12400,12600,12424,120904.0,9595575.0
2018-08-03,12750,12800,12400,12500,15591,119945.0,9595575.0
2018-08-06,12400,12850,12300,12650,15884,121384.0,9595575.0
2018-08-07,12850,13100,12650,13000,30725,124742.0,9595575.0
2018-08-08,13050,13400,12900,13150,33660,126182.0,9595575.0
2018-08-09,13100,13250,12850,13000,21385,124742.0,9595575.0
2018-08-10,12900,13700,12850,13550,57805,130020.0,9595575.0
2018-08-13,13300,13450,12550,12800,49016,122823.0,9595575.0
2018-08-14,12750,12900,12200,12800,61822,122823.0,9595575.0
2018-08-16,12650,12650,12200,12350,32699,118505.0,9595575.0
2018-08-17,12350,12900,12300,12600,42733,120904.0,9595575.0
2018-08-20,12800,13300,12750,12850,60378,123303.0,9595575.0
2018-08-21,13050,13550,13000,13450,70433,129060.0,9595575.0
2018-08-22,13550,13700,13250,13400,39979,128581.0,9595575.0
2018-08-23,13450,13600,13050,13400,43420,128581.0,9595575.0
2018-08-24,13500,17150,13300,14950,2369548,143454.0,9595575.0
2018-08-27,15000,17750,14750,17050,2885915,163605.0,9595575.0
2018-08-28,17050,17450,16550,17200,628755,165044.0,9595575.0
2018-08-29,17400,20200,16950,17550,4475462,168402.0,9595575.0
2018-08-30,17800,17950,16900,17450,592278,167443.0,9595575.0
2018-08-31,17450,19100,17450,17750,2433429,170321.0,9595575.0
2018-09-03,17800,18000,17300,17950,348323,172241.0,9595575.0
2018-09-04,18100,19150,18000,18200,928900,174639.0,9595575.0
2018-09-05,18100,18500,17650,18350,322439,176079.0,9595575.0
2018-09-06,18700,19450,18350,18350,792757,176079.0,9595575.0
2018-09-07,17950,18300,17300,17350,285331,166483.0,9595575.0
2018-09-10,17600,17650,17100,17250,165175,165524.0,9595575.0
2018-09-11,17100,17850,16900,17600,269659,168882.0,9595575.0
2018-09-12,17650,17950,17150,17400,241823,166963.0,9595575.0
2018-09-13,17400,18250,17300,17700,465897,169842.0,9595575.0
2018-09-14,17950,18100,17200,17750,226878,170321.0,9595575.0
2018-09-17,17750,18450,17600,18200,350087,174639.0,9595575.0
2018-09-18,18100,18850,17900,18850,525013,180877.0,9595575.0
2018-09-19,19150,20200,17650,17650,1140556,169362.0,9595575.0
2018-09-20,17650,18800,17650,18000,432376,172720.0,9595575.0
2018-09-21,18000,18700,17650,17900,179764,171761.0,9595575.0
2018-09-27,17950,18400,17800,18200,142254,174639.0,9595575.0
2018-09-28,18000,18800,17800,18650,297435,178957.0,9595575.0
2018-10-01,18600,18800,16900,17000,294644,163125.0,9595575.0
2018-10-02,16850,17150,15600,15800,270802,151610.0,9595575.0
2018-10-04,15800,16150,15100,15900,152609,152570.0,9595575.0
2018-10-05,15550,15850,15100,15300,108810,146812.0,9595575.0
2018-10-08,15150,15550,15050,15100,48912,144893.0,9595575.0
2018-10-10,14950,15250,14050,14050,104488,134818.0,9595575.0
2018-10-11,13300,14200,12500,13450,98771,129060.0,9595575.0
2018-10-12,13150,13950,13150,13950,51820,133858.0,9595575.0
2018-10-15,13950,14100,13500,13500,43488,129540.0,9595575.0
2018-10-16,13750,14200,13550,14000,41454,134338.0,9595575.0
2018-10-17,14550,14900,14000,14250,79196,136737.0,9595575.0
2018-10-18,14450,14450,13700,13800,77894,132419.0,9595575.0
2018-10-19,14000,17050,13400,14650,1366333,140575.0,9595575.0
2018-10-22,14550,15600,14350,15150,277776,145373.0,9595575.0
2018-10-23,15150,15250,13900,14000,199217,134338.0,9595575.0
2018-10-24,14200,14400,13100,13100,147666,125702.0,9595575.0
2018-10-25,12450,13100,12000,13050,145278,125222.0,9595575.0
2018-10-26,13500,13600,12200,12400,121756,118985.0,9595575.0
2018-10-29,12400,12800,11600,11600,93949,111309.0,9595575.0
2018-10-30,11000,12200,11000,11800,206274,113228.0,9595575.0
2018-10-31,12300,12600,11950,12250,67849,117546.0,9595575.0
2018-11-01,12400,12900,12400,12550,64643,120424.0,9595575.0
2018-11-02,12900,13250,12700,13100,86697,125702.0,9595575.0
2018-11-05,13100,14800,12900,13800,444202,132419.0,9595575.0
2018-11-06,13800,14200,13500,13800,95618,132419.0,9595575.0
2018-11-07,13950,14200,13100,13500,81419,129540.0,9595575.0
2018-11-08,13900,14000,13500,13700,47282,131459.0,9595575.0
2018-11-09,13650,13700,13000,13400,57892,128581.0,9595575.0
2018-11-12,13100,13250,12650,12700,77744,121864.0,9595575.0
2018-11-13,12300,12900,12200,12750,62698,122344.0,9595575.0
2018-11-14,12650,13100,12550,12800,40025,122823.0,9595575.0
2018-11-15,12700,13050,12350,12550,49414,120424.0,9595575.0
2018-11-16,12800,13300,12550,12900,108020,123783.0,9595575.0
2018-11-19,12950,13450,12850,13350,92459,128101.0,9595575.0
2018-11-20,13050,13550,13000,13250,53385,127141.0,9595575.0
2018-11-21,13250,13250,12800,13150,51419,126182.0,9595575.0
2018-11-22,13250,13700,13050,13550,105251,130020.0,9595575.0
2018-11-23,13500,14150,13350,13350,136245,128101.0,9595575.0
2018-11-26,13200,13600,13150,13400,42843,128581.0,9595575.0
2018-11-27,13550,13550,13150,13350,49154,128101.0,9595575.0
2018-11-28,13400,13500,12850,12950,67139,124263.0,9595575.0
2018-11-29,13150,13150,12600,12650,55065,121384.0,9595575.0
2018-11-30,12750,12800,12500,12550,38995,120424.0,9595575.0
2018-12-03,12750,12900,12700,12850,26120,123303.0,9595575.0
2018-12-04,12850,12950,12500,12700,39404,121864.0,9595575.0
2018-12-05,12350,12600,12350,12500,28709,119945.0,9595575.0
2018-12-06,12250,12350,11900,12000,73698,115147.0,9595575.0
2018-12-07,12050,12300,11950,12050,24398,115627.0,9595575.0
2018-12-10,11950,12000,11600,11900,32469,114187.0,9595575.0
2018-12-11,11900,12100,11500,11600,39136,111309.0,9595575.0
2018-12-12,11450,11950,11450,11950,29768,114667.0,9595575.0
2018-12-13,11850,12150,11850,12050,16565,115627.0,9595575.0
2018-12-14,12050,12200,11600,11700,29795,112268.0,9595575.0
2018-12-17,11500,11600,11250,11400,31182,109390.0,9595575.0
2018-12-18,11000,11750,11000,11400,49809,109390.0,9595575.0
2018-12-19,11450,11900,11400,11700,23012,112268.0,9595575.0
2018-12-20,11500,11700,11350,11450,19856,109869.0,9595575.0
2018-12-21,11500,11850,11450,11550,17365,110829.0,9595575.0
2018-12-24,11600,11600,11350,11500,12752,110349.0,9595575.0
2018-12-26,11100,11600,11050,11300,27185,108430.0,9595575.0
2018-12-27,11550,11900,11550,11850,28074,113708.0,9595575.0
2018-12-28,11800,12550,11800,12350,34656,118505.0,9595575.0
2019-01-02,12350,12550,11650,12100,26077,116106.0,9595575.0
2019-01-03,11900,12100,11600,11650,24144,111788.0,9595575.0
2019-01-04,11700,12000,11500,11950,20161,114667.0,9595575.0
2019-01-07,12100,12250,11950,12200,32476,117066.0,9595575.0
2019-01-08,12150,12400,12050,12150,21243,116586.0,9595575.0
2019-01-09,12150,12250,11950,12250,23413,117546.0,9595575.0
2019-01-10,12500,12550,12200,12500,34371,119945.0,9595575.0
2019-01-11,12550,12550,12100,12250,42695,117546.0,9595575.0
2019-01-14,12300,12300,12050,12100,11874,116106.0,9595575.0
2019-01-15,12100,12450,12100,12350,27188,118505.0,9595575.0
2019-01-16,12400,12500,12100,12250,18624,117546.0,9595575.0
2019-01-17,12400,12950,12200,12600,83194,120904.0,9595575.0
2019-01-18,12550,12750,12450,12600,30029,120904.0,9595575.0
2019-01-21,12750,12800,12500,12600,43115,120904.0,9595575.0
2019-01-22,12600,12800,12500,12700,40352,121864.0,9595575.0
2019-01-23,12600,12900,12550,12750,40958,122344.0,9595575.0
2019-01-24,12750,13250,12750,13050,72314,125222.0,9595575.0
2019-01-25,13150,13200,12850,13000,39172,124742.0,9595575.0
2019-01-28,13150,13450,13000,13250,56743,127141.0,9595575.0
2019-01-29,13250,13350,12850,12900,51537,123783.0,9595575.0
2019-01-30,12900,12900,12700,12700,24464,121864.0,9595575.0
2019-01-31,12700,13100,12650,12850,37015,123303.0,9595575.0
2019-02-01,12900,12900,12500,12650,41973,121384.0,9595575.0
2019-02-07,12650,12800,12450,12550,32828,120424.0,9595575.0
2019-02-08,12450,12700,12350,12700,25855,121864.0,9595575.0
2019-02-11,12750,13200,12600,13050,52983,125222.0,9595575.0
2019-02-12,13050,13100,12650,12900,23807,123783.0,9595575.0
2019-02-13,12850,13050,12600,13000,36914,124742.0,9595575.0
2019-02-14,13050,13100,12850,12900,21292,123783.0,9595575.0
2019-02-15,12800,13000,12800,12850,23916,123303.0,9595575.0
2019-02-18,13000,13650,12900,13600,180253,130500.0,9595575.0
2019-02-19,13700,13700,13400,13600,74808,130500.0,9595575.0
2019-02-20,13600,13800,13400,13700,50996,131459.0,9595575.0
2019-02-21,13700,13750,13450,13650,48856,130980.0,9595575.0
2019-02-22,13650,13650,13300,13350,38965,128101.0,9595575.0
2019-02-25,13400,13550,13350,13450,26029,129060.0,9595575.0
2019-02-26,13350,13550,13350,13350,23956,128101.0,9595575.0
2019-02-27,13500,13600,13300,13300,26331,127621.0,9595575.0
2019-02-28,13250,13700,13200,13250,69157,127141.0,9595575.0
2019-03-04,13300,13650,13300,13550,56016,130020.0,9595575.0
2019-03-05,13550,13950,13550,13900,103183,133378.0,9595575.0
2019-03-06,14100,14100,13600,13850,60647,132899.0,9595575.0
2019-03-07,13900,14050,13350,13600,50534,130500.0,9595575.0
2019-03-08,13600,13700,13400,13700,29769,131459.0,9595575.0
2019-03-11,13500,13600,13100,13200,49624,126662.0,9595575.0
2019-03-12,13450,13450,13200,13400,23441,128581.0,9595575.0
2019-03-13,13500,13550,13150,13250,55600,127141.0,9595575.0
2019-03-14,13350,13600,13200,13500,85581,129540.0,9595575.0
2019-03-15,13450,13550,13200,13200,75376,126662.0,9595575.0
2019-03-18,13450,13700,13300,13550,63699,130020.0,9595575.0
2019-03-19,13450,13850,13350,13400,34364,128581.0,9595575.0
2019-03-20,13500,13500,12900,13050,56368,125222.0,9595575.0
2019-03-21,13100,13100,12450,12550,62375,120424.0,9595575.0
2019-03-22,12700,12750,12250,12300,46982,118026.0,9595575.0
2019-03-25,12000,12250,11900,11900,46124,114187.0,9595575.0
2019-03-26,11950,12150,11900,12150,34331,116586.0,9595575.0
2019-03-27,12100,12150,11850,11950,28629,114667.0,9595575.0
2019-03-28,11950,12000,11600,11750,24923,112748.0,9595575.0
2019-03-29,11650,11950,11600,11850,29346,113708.0,9595575.0
2019-04-01,11900,11900,11700,11700,30408,112268.0,9595575.0
2019-04-02,11700,12050,11700,11800,38168,113228.0,9595575.0
2019-04-03,11850,12100,11850,12000,21548,115147.0,9595575.0
2019-04-04,12000,12200,11900,12150,30221,116586.0,9595575.0
2019-04-05,12150,12200,12000,12050,16593,115627.0,9595575.0
2019-04-08,12050,12200,12000,12100,16098,116106.0,9595575.0
2019-04-09,12100,12100,11700,11850,25570,113708.0,9595575.0
2019-04-10,11900,12500,11750,12250,71213,117546.0,9595575.0
2019-04-11,12300,12450,12200,12350,26431,118505.0,9595575.0
2019-04-12,12400,12400,12150,12300,22897,118026.0,9595575.0
2019-04-15,12400,12600,12100,12300,45818,118026.0,9595575.0
2019-04-16,12400,12400,12050,12150,19884,116586.0,9595575.0
2019-04-17,12150,12200,12050,12100,24916,116106.0,9595575.0
2019-04-18,12100,12200,12000,12100,24401,116106.0,9595575.0
2019-04-19,12100,12250,12100,12150,15765,116586.0,9595575.0
2019-04-22,12150,12450,12000,12150,30346,116586.0,9595575.0
2019-04-23,12100,12250,12000,12050,23473,115627.0,9595575.0
2019-04-24,12150,12150,11750,11850,39185,113708.0,9595575.0
2019-04-25,11900,11950,11700,11750,25218,112748.0,9595575.0
2019-04-26,11650,11800,11500,11600,36512,111309.0,9595575.0
2019-04-29,11550,11800,11500,11700,23938,112268.0,9595575.0
2019-04-30,11700,11900,11600,11850,18198,113708.0,9595575.0
2019-05-02,11900,12150,11850,12100,18102,116106.0,9595575.0
2019-05-03,12100,12250,12000,12150,15730,116586.0,9595575.0
2019-05-07,12150,12150,11850,11900,24332,114187.0,9595575.0
2019-05-08,11750,11950,11700,11900,22342,114187.0,9595575.0
2019-05-09,11850,11950,11500,11500,44456,110349.0,9595575.0
2019-05-10,11350,11650,11350,11450,20940,109869.0,9595575.0
2019-05-13,11450,11500,11250,11300,11818,108430.0,9595575.0
2019-05-14,11000,11650,10850,11350,52133,108910.0,9595575.0
2019-05-15,11400,11450,11250,11400,14610,109390.0,9595575.0
2019-05-16,11450,11700,11000,11150,21866,106991.0,9595575.0
2019-05-17,11450,11450,10900,10900,35185,104592.0,9595575.0
2019-05-20,10900,11000,10200,10350,66567,99314.0,9595575.0
2019-05-21,10150,10450,9910,10250,125086,98355.0,9595575.0
2019-05-22,10250,10350,10150,10150,30689,97395.0,9595575.0
2019-05-23,10150,10350,10000,10100,32849,96915.0,9595575.0
2019-05-24,10100,10800,9960,10150,77154,97395.0,9595575.0
2019-05-27,10250,10350,10050,10100,23491,96915.0,9595575.0
2019-05-28,10100,10350,10050,10350,37946,99314.0,9595575.0
2019-05-29,10350,10350,10100,10150,24291,97395.0,9595575.0
2019-05-30,10200,10850,10000,10200,102372,97875.0,9595575.0
2019-05-31,10250,10350,10100,10200,23667,97875.0,9595575.0
2019-06-03,10100,10400,10050,10200,41894,97875.0,9595575.0
2019-06-04,10150,10300,10150,10300,30096,98834.0,9595575.0
2019-06-05,10300,10500,10250,10350,40485,99314.0,9595575.0
2019-06-07,10450,10550,10300,10400,25051,99794.0,9595575.0
2019-06-10,10400,10550,10300,10500,39161,100754.0,9595575.0
2019-06-11,10450,11100,10450,11000,87641,105551.0,9595575.0
2019-06-12,11100,11100,10800,10900,24632,104592.0,9595575.0
2019-06-13,10900,11300,10750,11200,53714,107470.0,9595575.0
2019-06-14,11300,11300,11000,11250,27967,107950.0,9595575.0
2019-06-17,11350,11450,11100,11350,32930,108910.0,9595575.0
2019-06-18,11300,11450,11000,11050,30677,106031.0,9595575.0
2019-06-19,11150,11250,10950,11100,21341,106511.0,9595575.0
2019-06-20,11250,11500,10900,11500,50704,110349.0,9595575.0
2019-06-21,11650,11650,11350,11400,30828,109390.0,9595575.0
2019-06-24,11350,11500,11250,11250,19329,107950.0,9595575.0
2019-06-25,11200,11350,11200,11200,19542,107470.0,9595575.0
2019-06-26,11150,11350,11050,11050,24961,106031.0,9595575.0
2019-06-27,11050,11200,10900,10950,21483,105072.0,9595575.0
2019-06-28,10900,11000,10600,10600,30182,101713.0,9595575.0
2019-07-01,10500,10850,10500,10750,16083,103152.0,9595575.0
2019-07-02,10650,10850,10600,10700,18158,102673.0,9595575.0
2019-07-03,10700,10800,10350,10500,22537,100754.0,9595575.0
2019-07-04,10300,10500,10050,10200,29810,97875.0,9595575.0
2019-07-05,10150,10250,10050,10150,22246,97395.0,9595575.0
2019-07-08,10200,10200,9820,9830,26169,94325.0,9595575.0
2019-07-09,9780,10000,9640,9700,20330,93077.0,9595575.0
2019-07-10,9530,9900,9530,9900,13626,94996.0,9595575.0
2019-07-11,9950,9980,9800,9900,10276,94996.0,9595575.0
2019-07-12,9950,10050,9880,9990,7055,95860.0,9595575.0
2019-07-15,10050,10050,9700,9760,11064,93653.0,9595575.0
2019-07-16,9700,9800,9660,9740,9806,93461.0,9595575.0
2019-07-17,9750,9750,9360,9490,21403,91062.0,9595575.0
2019-07-18,9500,9650,9460,9540,15409,91542.0,9595575.0
2019-07-19,9660,9730,9540,9690,9858,92981.0,9595575.0
2019-07-22,9700,9790,9660,9750,7696,93557.0,9595575.0
2019-07-23,9710,9780,9510,9580,11385,91926.0,9595575.0
2019-07-24,9590,9670,9450,9490,6398,91062.0,9595575.0
2019-07-25,9310,9470,9080,9110,41064,87416.0,9595575.0
2019-07-26,9050,9130,8580,8650,38987,83002.0,9595575.0
2019-07-29,8520,8700,8170,8200,36393,78684.0,9595575.0
2019-07-30,7910,8450,7910,8380,30570,80411.0,9595575.0
2019-07-31,8200,8490,8150,8440,22891,80987.0,9595575.0
2019-08-01,8380,8640,8360,8440,22479,80987.0,9595575.0
2019-08-02,8300,8340,8100,8280,18694,79451.0,9595575.0
2019-08-05,8130,8210,7040,7040,92624,67553.0,9595575.0
2019-08-06,6710,7160,6380,6460,76890,61987.0,9595575.0
2019-08-07,6320,7130,6320,7020,91623,67361.0,9595575.0
2019-08-08,7190,7350,7080,7310,27433,70144.0,9595575.0
2019-08-09,7320,7530,7260,7420,15223,71199.0,9595575.0
2019-08-12,7370,7660,7210,7660,14394,73502.0,9595575.0
2019-08-13,7650,7690,7520,7650,10875,73406.0,9595575.0
2019-08-14,7690,8560,7680,8080,103675,77532.0,9595575.0
2019-08-16,8080,8250,8000,8070,30164,77436.0,9595575.0
2019-08-19,8080,8280,8000,8260,27749,79259.0,9595575.0
2019-08-20,8210,8710,8210,8650,23672,83002.0,9595575.0
2019-08-21,8650,9440,8580,9070,100083,87032.0,9595575.0
2019-08-22,9120,9260,8980,9080,27511,87128.0,9595575.0
2019-08-23,9000,9000,8710,8830,47230,84729.0,9595575.0
2019-08-26,8660,8690,8430,8520,26761,81754.0,9595575.0
2019-08-27,8520,8750,8520,8520,14589,81754.0,9595575.0
2019-08-28,8520,8560,8210,8470,25305,81275.0,9595575.0
2019-08-29,8500,8670,8430,8560,20690,82138.0,9595575.0
2019-08-30,8610,8820,8580,8730,15224,83769.0,9595575.0
2019-09-02,8650,8820,8620,8800,10126,84441.0,9595575.0
2019-09-03,8800,8860,8670,8760,10837,84057.0,9595575.0
2019-09-04,8780,8790,8560,8660,11125,83098.0,9595575.0
2019-09-05,8570,8730,8570,8690,13014,83386.0,9595575.0
2019-09-06,8650,8720,8650,8670,6516,83194.0,9595575.0
2019-09-09,8670,8920,8640,8860,20686,85017.0,9595575.0
2019-09-10,8820,8910,8560,8660,18402,83098.0,9595575.0
2019-09-11,8710,8790,8630,8710,10143,83577.0,9595575.0
2019-09-16,8710,8890,8680,8890,12182,85305.0,9595575.0
2019-09-17,8890,9170,8790,9080,20536,87128.0,9595575.0
2019-09-18,9130,9130,8640,8960,16567,85976.0,9595575.0
2019-09-19,8960,9010,8840,8910,8417,85497.0,9595575.0
2019-09-20,8840,8960,8790,8870,6972,85113.0,9595575.0
2019-09-23,8920,8920,8760,8800,11369,84441.0,9595575.0
2019-09-24,8820,9130,8660,8980,44259,86168.0,9595575.0
2019-09-25,8860,9220,8800,8940,28473,85784.0,9595575.0
2019-09-26,8940,9090,8860,8990,19513,86264.0,9595575.0
2019-09-27,9000,11650,8880,11650,2163659,111788.0,9595575.0
2019-09-30,12650,13000,11000,11000,2029280,106893.0,9717575.0
2019-10-01,10850,13600,10750,12000,5606235,116611.0,9717575.0
2019-10-02,11800,12450,11600,12000,1232313,116611.0,9717575.0
2019-10-04,12000,12500,11550,12100,1299757,117583.0,9717575.0
2019-10-07,12900,14300,12150,12300,5329778,119526.0,9717575.0
