실리콘웍스(108320),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2010-08-26,26048,26208,25328,25408,36401,413113.0,6505720.0
2010-08-27,25448,25648,25007,25128,28899,408559.0,6505720.0
2010-08-30,25448,26128,25168,25448,49211,413764.0,6505720.0
2010-08-31,25047,25288,24047,24408,103523,396849.0,6505720.0
2010-09-01,24367,24407,23527,23527,175617,382536.0,6505720.0
2010-09-02,23967,25408,23807,24808,153898,403355.0,6505720.0
2010-09-03,24727,26048,24367,25808,120107,419619.0,6505720.0
2010-09-06,25808,26248,25168,25448,52952,413764.0,6505720.0
2010-09-07,25568,26928,25568,26328,114593,428076.0,6505720.0
2010-09-08,26408,26968,25848,25968,78228,422221.0,6505720.0
2010-09-09,26008,28609,25928,28609,348869,465159.0,6505720.0
2010-09-10,28449,28929,27808,28769,250992,467761.0,6505720.0
2010-09-13,28929,28969,28208,28609,91385,465159.0,6505720.0
2010-09-14,28809,29369,28088,28329,137438,460605.0,6505720.0
2010-09-15,28689,29609,28329,29289,146851,476219.0,6505720.0
2010-09-16,29609,30049,27808,28369,159841,461256.0,6505720.0
2010-09-17,28689,28769,28168,28409,61839,461906.0,6505720.0
2010-09-20,28649,28729,28329,28409,31218,461906.0,6505720.0
2010-09-24,28329,28369,26848,27089,107385,440437.0,6505720.0
2010-09-27,27368,27528,26328,26488,72094,430679.0,6505720.0
2010-09-28,26648,26728,25448,25648,114231,417017.0,6505720.0
2010-09-29,25768,26928,25648,26448,189181,430028.0,6505720.0
2010-09-30,26648,28008,26488,28009,147546,455400.0,6505720.0
2010-10-01,28008,29809,27808,29409,291067,478170.0,6505720.0
2010-10-04,29769,29769,28689,29209,141610,474918.0,6505720.0
2010-10-05,29209,29569,28609,28769,105780,467761.0,6505720.0
2010-10-06,28929,31690,28929,31450,383912,511350.0,6505720.0
2010-10-07,33150,33150,30800,31250,501703,203304.0,6505720.0
2010-10-08,31950,33700,31700,33200,249451,215990.0,6505720.0
2010-10-11,33150,33500,32300,32700,165330,212737.0,6505720.0
2010-10-12,33000,33000,31150,32250,198755,209809.0,6505720.0
2010-10-13,32500,34450,31800,34000,294378,221194.0,6505720.0
2010-10-14,34300,36300,32900,33850,645427,220219.0,6505720.0
2010-10-15,34400,34550,33150,33250,300304,216315.0,6505720.0
2010-10-18,33800,35950,33700,35900,307929,233555.0,6505720.0
2010-10-19,35300,35750,34250,34900,242874,227050.0,6505720.0
2010-10-20,34150,35400,33750,34750,118826,226074.0,6505720.0
2010-10-21,35000,35250,34300,34450,126559,224122.0,6505720.0
2010-10-22,34900,34900,33100,33900,216857,220544.0,6505720.0
2010-10-25,34000,34550,33900,34500,114018,224447.0,6505720.0
2010-10-26,35200,36850,34950,35700,414529,232254.0,6505720.0
2010-10-27,36200,38950,35500,38500,418960,250470.0,6505720.0
2010-10-28,38500,39800,37250,37900,228227,246567.0,6505720.0
2010-10-29,37500,37900,35500,35950,224459,233881.0,6505720.0
2010-11-01,34400,36050,34150,35000,745526,569250.0,16264300.0
2010-11-02,35350,36050,34650,35300,376609,574130.0,16264300.0
2010-11-03,35600,35650,32900,33700,754475,548107.0,16264300.0
2010-11-04,33300,34100,32600,33100,399634,538348.0,16264300.0
2010-11-05,33100,33600,32300,33000,333639,536722.0,16264300.0
2010-11-08,33100,34000,33100,33900,214441,551360.0,16264300.0
2010-11-09,33900,34700,33400,33500,206167,544854.0,16264300.0
2010-11-10,33500,34100,33050,33850,139495,550547.0,16264300.0
2010-11-11,33600,33900,32600,32900,244350,535095.0,16264300.0
2010-11-12,32900,32950,29600,31200,556630,507446.0,16264300.0
2010-11-15,30900,31400,28850,29900,347429,486303.0,16264300.0
2010-11-16,29650,30450,29200,29450,187760,478984.0,16264300.0
2010-11-17,28800,29200,28400,29000,244807,471665.0,16264300.0
2010-11-18,29150,30250,29000,29200,306962,474918.0,16264300.0
2010-11-19,30000,30050,29550,29850,274293,485489.0,16264300.0
2010-11-22,30300,32150,30250,31700,423461,515578.0,16264300.0
2010-11-23,31900,32050,31050,31600,218377,513952.0,16264300.0
2010-11-24,30200,32100,30200,31850,336997,518018.0,16264300.0
2010-11-25,32300,32450,31250,32100,223783,522084.0,16264300.0
2010-11-26,32250,32250,30600,31000,165402,504193.0,16264300.0
2010-11-29,31100,32000,30600,31050,147403,505007.0,16264300.0
2010-11-30,31200,32600,30650,32600,222498,530216.0,16264300.0
2010-12-01,32300,32550,31850,32500,111684,528590.0,16264300.0
2010-12-02,32850,33100,32200,32200,191784,523710.0,16264300.0
2010-12-03,32550,32550,30850,31500,256088,512325.0,16264300.0
2010-12-06,31300,31500,30450,30600,216990,497688.0,16264300.0
2010-12-07,30700,31450,30700,30800,145664,500940.0,16264300.0
2010-12-08,30650,31150,29550,29650,241912,482236.0,16264300.0
2010-12-09,30000,32000,29900,31650,322895,514765.0,16264300.0
2010-12-10,32000,32450,31200,31500,228471,512325.0,16264300.0
2010-12-13,32000,32250,31250,31600,143926,513952.0,16264300.0
2010-12-14,31850,32550,31500,32300,236046,525337.0,16264300.0
2010-12-15,32700,32800,31700,32350,136160,526150.0,16264300.0
2010-12-16,32350,32400,31750,32050,106428,521271.0,16264300.0
2010-12-17,32100,32650,31850,32150,127265,522897.0,16264300.0
2010-12-20,31500,31500,30550,31000,216642,504193.0,16264300.0
2010-12-21,31600,32250,31550,32000,184771,520458.0,16264300.0
2010-12-22,31850,32950,31700,31800,160774,517205.0,16264300.0
2010-12-23,31900,32200,30950,31150,109064,506633.0,16264300.0
2010-12-24,31150,31400,30500,30900,105699,502567.0,16264300.0
2010-12-27,31100,31100,30400,30450,83540,495248.0,16264300.0
2010-12-28,30450,31600,30300,31600,115422,513952.0,16264300.0
2010-12-29,31850,31850,30900,31700,141703,515578.0,16264300.0
2010-12-30,31500,33850,31500,33500,433677,544854.0,16264300.0
2011-01-03,34000,34700,33750,34200,344979,556239.0,16264300.0
2011-01-04,34350,35100,33700,34850,271480,566811.0,16264300.0
2011-01-05,34850,35050,34100,34550,141056,561932.0,16264300.0
2011-01-06,34700,36850,34000,34300,452580,557865.0,16264300.0
2011-01-07,34550,35100,34100,34150,135568,555426.0,16264300.0
2011-01-10,34000,34200,33250,33900,208351,551360.0,16264300.0
2011-01-11,34200,34200,33050,33650,173279,547294.0,16264300.0
2011-01-12,33950,35750,33650,35650,444775,579822.0,16264300.0
2011-01-13,36000,36600,35300,35700,486219,580636.0,16264300.0
2011-01-14,35900,36900,35200,36250,331208,589581.0,16264300.0
2011-01-17,36200,36650,35600,35600,213762,579009.0,16264300.0
2011-01-18,35500,35850,34350,34350,235627,558679.0,16264300.0
2011-01-19,35050,35750,34400,35600,198763,579009.0,16264300.0
2011-01-20,35700,36700,34500,34750,372011,565184.0,16264300.0
2011-01-21,34550,35200,34400,34700,140410,564371.0,16264300.0
2011-01-24,35100,36850,35000,36600,418927,595273.0,16264300.0
2011-01-25,37150,37400,35750,36050,334557,586328.0,16264300.0
2011-01-26,35950,36800,35150,35400,233442,575756.0,16264300.0
2011-01-27,35900,35900,35050,35050,145724,570064.0,16264300.0
2011-01-28,35100,35600,34750,34800,145672,565998.0,16264300.0
2011-01-31,34200,34750,33600,34500,239853,561118.0,16264300.0
2011-02-01,34900,35250,34250,34350,162583,558679.0,16264300.0
2011-02-07,34450,34950,34250,34350,162905,558679.0,16264300.0
2011-02-08,34400,34500,32800,32800,270520,533469.0,16264300.0
2011-02-09,33150,33150,31650,32100,218752,522084.0,16264300.0
2011-02-10,32000,32900,31150,32000,214499,520458.0,16264300.0
2011-02-11,32800,35200,32600,33950,447116,552173.0,16264300.0
2011-02-14,35000,35250,34300,34650,185561,563558.0,16264300.0
2011-02-15,34350,35700,33600,35600,295752,579009.0,16264300.0
2011-02-16,35700,37800,35400,37150,672692,604219.0,16264300.0
2011-02-17,37500,38500,35800,38450,687622,625362.0,16264300.0
2011-02-18,38500,39100,37750,38700,457712,629428.0,16264300.0
2011-02-21,38600,38650,37650,37700,254180,613164.0,16264300.0
2011-02-22,37150,38750,36350,38650,313755,628615.0,16264300.0
2011-02-23,38100,39600,37700,39000,385809,634308.0,16264300.0
2011-02-24,38200,38900,37250,37500,305580,609911.0,16264300.0
2011-02-25,37550,38150,37050,37600,174401,611538.0,16264300.0
2011-02-28,37500,40500,36850,40050,494394,651385.0,16264300.0
2011-03-02,39900,41200,38800,38800,481746,631055.0,16264300.0
2011-03-03,39300,40400,38600,39450,425141,641627.0,16264300.0
2011-03-04,39900,41450,39800,40250,448498,654638.0,16264300.0
2011-03-07,40450,40900,39750,39750,205961,646506.0,16264300.0
2011-03-08,39800,41300,39350,41300,308476,671716.0,16264300.0
2011-03-09,41300,41350,39100,39550,330871,643253.0,16264300.0
2011-03-10,39000,39000,36500,37650,531117,612351.0,16264300.0
2011-03-11,36250,37450,35800,36750,399738,597713.0,16264300.0
2011-03-14,37500,37700,35550,36500,302343,593647.0,16264300.0
2011-03-15,36050,37100,32000,35000,301000,569250.0,16264300.0
2011-03-16,35000,36450,34250,35850,338985,583075.0,16264300.0
2011-03-17,34600,35450,34250,35300,186725,574130.0,16264300.0
2011-03-18,35700,36500,35100,36250,305522,589581.0,16264300.0
2011-03-21,36300,36400,35550,36150,306548,587954.0,16264300.0
2011-03-22,36600,36650,35300,35300,298468,574130.0,16264300.0
2011-03-23,35600,35650,34300,34350,341929,558679.0,16264300.0
2011-03-24,34300,34700,33800,33900,292877,551360.0,16264300.0
2011-03-25,34650,37050,34600,36750,744345,597713.0,16264300.0
2011-03-28,37350,38300,36450,36600,457601,595273.0,16264300.0
2011-03-29,37100,37650,36250,36300,272772,590394.0,16264300.0
2011-03-30,36050,37300,36050,36450,290226,592834.0,16264300.0
2011-03-31,37000,37900,36750,37900,273655,616417.0,16264300.0
2011-04-01,38200,38500,37550,37650,274638,612351.0,16264300.0
2011-04-04,37650,37950,36600,36900,258381,600153.0,16264300.0
2011-04-05,36900,38800,36900,38650,416597,628615.0,16264300.0
2011-04-06,38750,38800,37150,37300,500153,606658.0,16264300.0
2011-04-07,37550,37550,36600,37350,158339,607472.0,16264300.0
2011-04-08,37650,37800,36600,36600,161979,595273.0,16264300.0
2011-04-11,36900,37400,35650,35700,227830,580636.0,16264300.0
2011-04-12,35700,35900,34800,34800,220017,565998.0,16264300.0
2011-04-13,34900,35200,34550,35100,193361,570877.0,16264300.0
2011-04-14,35250,36000,34800,35000,240313,569250.0,16264300.0
2011-04-15,35000,35400,33850,34700,240828,564371.0,16264300.0
2011-04-18,34750,35250,32950,32950,339810,535909.0,16264300.0
2011-04-19,33400,35800,33000,35800,344612,582262.0,16264300.0
2011-04-20,36500,37450,35800,36850,426968,599339.0,16264300.0
2011-04-21,37800,38450,37200,37850,460856,615604.0,16264300.0
2011-04-22,38300,38500,37150,38000,216245,618043.0,16264300.0
2011-04-25,38150,38200,36800,37000,234149,601779.0,16264300.0
2011-04-26,36600,36800,34800,36200,425402,588768.0,16264300.0
2011-04-27,36700,37500,35950,37400,271225,608285.0,16264300.0
2011-04-28,37550,37600,35700,35700,201698,580636.0,16264300.0
2011-04-29,35850,36150,34900,35650,199056,579822.0,16264300.0
2011-05-02,35300,36800,35300,36700,137908,596900.0,16264300.0
2011-05-03,36600,36700,35250,35450,142279,576569.0,16264300.0
2011-05-04,35050,35800,33500,33800,435029,549733.0,16264300.0
2011-05-06,33500,33550,32850,33150,166130,539162.0,16264300.0
2011-05-09,33600,34000,33350,33500,129533,544854.0,16264300.0
2011-05-11,34400,34500,33800,34250,144197,557052.0,16264300.0
2011-05-12,33950,33950,33050,33750,192837,548920.0,16264300.0
2011-05-13,33750,34250,33200,34100,303364,554613.0,16264300.0
2011-05-16,34050,34900,33550,33900,194987,551360.0,16264300.0
2011-05-17,34300,34700,33550,33550,208619,545667.0,16264300.0
2011-05-18,33850,33950,32950,33000,150895,536722.0,16264300.0
2011-05-19,33100,33400,30350,30900,483721,502567.0,16264300.0
2011-05-20,30700,30850,29050,30100,353494,489555.0,16264300.0
2011-05-23,29300,30000,28100,28300,220282,460280.0,16264300.0
2011-05-24,28100,28800,28000,28650,147756,465972.0,16264300.0
2011-05-25,28700,29400,27450,27950,199138,454587.0,16264300.0
2011-05-26,28200,29200,28050,28800,166300,468412.0,16264300.0
2011-05-27,28800,30450,28800,30450,151754,495248.0,16264300.0
2011-05-30,30100,31350,29700,31050,123344,505007.0,16264300.0
2011-05-31,30800,31900,30450,31850,194813,518018.0,16264300.0
2011-06-01,31850,32150,30650,30750,131922,500127.0,16264300.0
2011-06-02,29400,29800,28800,29200,187554,474918.0,16264300.0
2011-06-03,29100,29500,28300,28300,121138,460280.0,16264300.0
2011-06-07,28000,28650,27750,28100,121988,457027.0,16264300.0
2011-06-08,27700,28700,27700,28550,73950,464346.0,16264300.0
2011-06-09,28750,29500,28250,29350,91516,477357.0,16264300.0
2011-06-10,29550,29700,28200,28450,95371,462719.0,16264300.0
2011-06-13,28000,28300,26500,27750,175413,451334.0,16264300.0
2011-06-14,27250,28200,27250,27900,109959,453774.0,16264300.0
2011-06-15,28200,29100,27600,29000,115378,471665.0,16264300.0
2011-06-16,28350,28650,28000,28150,79554,457840.0,16264300.0
2011-06-17,28100,28300,26550,27300,223913,444015.0,16264300.0
2011-06-20,27350,27450,25250,25250,267036,410674.0,16264300.0
2011-06-21,25200,25900,24700,25200,164613,409860.0,16264300.0
2011-06-22,25300,25900,25300,25450,144478,413926.0,16264300.0
2011-06-23,24800,25900,24800,25500,111753,414740.0,16264300.0
2011-06-24,25600,26600,25600,26200,276958,426125.0,16264300.0
2011-06-27,25900,26000,25350,25550,101607,415553.0,16264300.0
2011-06-28,26100,26850,25800,26200,196453,426125.0,16264300.0
2011-06-29,26750,27100,26200,26800,145201,435883.0,16264300.0
2011-06-30,27000,27950,26250,27950,186020,454587.0,16264300.0
2011-07-01,28250,28250,27000,27000,269572,439136.0,16264300.0
2011-07-04,27450,27550,26750,26850,178728,436696.0,16264300.0
2011-07-05,27200,27900,26950,27300,247404,444015.0,16264300.0
2011-07-06,27200,27250,26000,26150,325344,425311.0,16264300.0
2011-07-07,26000,26750,25850,26200,325153,426125.0,16264300.0
2011-07-08,26500,27100,26250,26700,260074,434257.0,16264300.0
2011-07-11,26400,26750,25550,25600,251882,416366.0,16264300.0
2011-07-12,25150,25250,24350,24350,291905,396036.0,16264300.0
2011-07-13,24150,24550,22550,22800,646875,370826.0,16264300.0
2011-07-14,22850,23100,21600,22450,476006,365134.0,16264300.0
2011-07-15,22200,23750,22200,23650,282542,384651.0,16264300.0
2011-07-18,23900,24600,23800,23950,335619,389530.0,16264300.0
2011-07-19,23800,23850,23250,23800,146209,387090.0,16264300.0
2011-07-20,24900,26300,24700,24850,585853,404168.0,16264300.0
2011-07-21,25000,25100,23950,24050,230773,391156.0,16264300.0
2011-07-22,24500,24800,23700,23900,169230,388717.0,16264300.0
2011-07-25,23850,23850,22950,22950,197514,373266.0,16264300.0
2011-07-26,22850,23600,22850,23550,113664,383024.0,16264300.0
2011-07-27,23700,24150,23450,23850,128861,387904.0,16264300.0
2011-07-28,23200,23750,23150,23350,106523,379771.0,16264300.0
2011-07-29,23500,24850,23400,24750,392142,402541.0,16264300.0
2011-08-01,25400,25500,24800,25100,398102,408234.0,16264300.0
2011-08-02,25200,25450,24150,24250,196011,394409.0,16264300.0
2011-08-03,23400,23600,22700,23000,188677,374079.0,16264300.0
2011-08-04,23300,23450,22100,22200,193554,361067.0,16264300.0
2011-08-05,19300,20800,18950,19200,425137,312275.0,16264300.0
2011-08-08,18600,19700,16350,16450,520398,267548.0,16264300.0
2011-08-09,15100,15600,14000,14900,682190,242338.0,16264300.0
2011-08-10,16150,16250,15050,15400,564561,250470.0,16264300.0
2011-08-11,13950,17700,13850,16800,679583,273240.0,16264300.0
2011-08-12,17300,17900,16250,16250,447946,264295.0,16264300.0
2011-08-16,17100,17650,17050,17400,258038,282999.0,16264300.0
2011-08-17,17500,18300,17450,18000,320359,292757.0,16264300.0
2011-08-18,18150,18550,16650,17150,297232,278933.0,16264300.0
2011-08-19,15800,16150,14650,14650,244432,238272.0,16264300.0
2011-08-22,15100,16500,14550,14850,344103,241525.0,16264300.0
2011-08-23,15400,16300,15050,16300,242011,265108.0,16264300.0
2011-08-24,16600,16800,15700,16000,268051,260229.0,16264300.0
2011-08-25,16500,16750,15500,15500,240871,252097.0,16264300.0
2011-08-26,15300,16500,15300,16150,183248,262668.0,16264300.0
2011-08-29,16600,18000,16250,18000,464434,292757.0,16264300.0
2011-08-30,18150,18650,17400,17400,404046,282999.0,16264300.0
2011-08-31,17400,17600,17150,17300,185568,281372.0,16264300.0
2011-09-01,17500,19400,17350,18850,942716,306582.0,16264300.0
2011-09-02,18600,19150,17950,18200,420912,296010.0,16264300.0
2011-09-05,17500,18250,17350,17500,234251,284625.0,16264300.0
2011-09-06,17200,18350,17050,17250,474312,280559.0,16264300.0
2011-09-07,17900,18650,17850,18250,383152,296823.0,16264300.0
2011-09-08,18550,19250,18000,18250,521620,296823.0,16264300.0
2011-09-09,18250,18650,17500,17750,230068,288691.0,16264300.0
2011-09-14,18000,18200,16150,16400,449803,266735.0,16264300.0
2011-09-15,17250,17450,15800,16450,334131,267548.0,16264300.0
2011-09-16,17000,17400,16650,17350,334705,282186.0,16264300.0
2011-09-19,17100,18150,17000,17200,371252,279746.0,16264300.0
2011-09-20,17200,17750,17000,17600,236899,286252.0,16264300.0
2011-09-21,18000,20200,17800,20200,1586081,328539.0,16264300.0
2011-09-22,20600,21450,20000,20500,2254697,333418.0,16264300.0
2011-09-23,19850,21000,19400,21000,1427195,341550.0,16264300.0
2011-09-26,21550,21750,17850,17850,1574603,290318.0,16264300.0
2011-09-27,19000,20500,18650,20500,717023,333418.0,16264300.0
2011-09-28,21150,21300,19550,19550,1166009,317967.0,16264300.0
2011-09-29,19200,21250,19200,21200,1003242,344803.0,16264300.0
2011-09-30,21300,21850,20750,21450,862616,348869.0,16264300.0
2011-10-04,20200,22550,19800,22550,759446,366760.0,16264300.0
2011-10-05,22750,23100,20450,20450,1258730,332605.0,16264300.0
2011-10-06,21450,21650,19250,19500,2016962,317154.0,16264300.0
2011-10-07,20200,21050,19850,20200,921920,328539.0,16264300.0
2011-10-10,20700,21800,20550,21800,764538,354562.0,16264300.0
2011-10-11,22300,22450,20700,20700,1166993,336671.0,16264300.0
2011-10-12,20950,21400,20450,21250,804459,345616.0,16264300.0
2011-10-13,21600,23850,21550,22850,2060888,371639.0,16264300.0
2011-10-14,23100,23400,22100,23150,1089590,376519.0,16264300.0
2011-10-17,24150,24200,23100,23200,859668,377332.0,16264300.0
2011-10-18,22300,26600,22300,26300,1621955,427751.0,16264300.0
2011-10-19,26300,29550,26100,27800,2213487,452148.0,16264300.0
2011-10-20,27900,28250,26150,26350,1074385,428564.0,16264300.0
2011-10-21,27250,30100,26750,29300,1642021,476544.0,16264300.0
2011-10-24,29800,30900,28800,29950,1081544,487116.0,16264300.0
2011-10-25,30950,31400,28550,28600,876226,465159.0,16264300.0
2011-10-26,28000,29500,27900,29250,582015,475731.0,16264300.0
2011-10-27,29750,30200,28050,28400,647370,461906.0,16264300.0
2011-10-28,29100,29550,26800,29000,709812,471665.0,16264300.0
2011-10-31,28900,29700,28300,28300,510346,460280.0,16264300.0
2011-11-01,27800,29500,27700,29500,459458,479797.0,16264300.0
2011-11-02,28450,29750,28250,29500,472504,479797.0,16264300.0
2011-11-03,29700,30400,28800,29000,499925,471665.0,16264300.0
2011-11-04,29900,31250,29750,30650,1351801,498501.0,16264300.0
2011-11-07,30750,31400,30000,30050,474396,488742.0,16264300.0
2011-11-08,30050,30300,28550,28700,535896,466785.0,16264300.0
2011-11-09,29200,29950,28650,29950,342609,487116.0,16264300.0
2011-11-10,28800,29000,26500,26500,900214,431004.0,16264300.0
2011-11-11,27350,27750,26750,27450,300079,446455.0,16264300.0
2011-11-14,28100,29100,27750,28500,402594,463533.0,16264300.0
2011-11-15,28150,29850,28150,29200,526250,474918.0,16264300.0
2011-11-16,29700,29850,27750,27750,357075,451334.0,16264300.0
2011-11-17,28450,30000,27800,30000,457781,487929.0,16264300.0
2011-11-18,29500,30350,29000,30350,514004,493622.0,16264300.0
2011-11-21,30300,30400,29100,29600,269257,481423.0,16264300.0
2011-11-22,29000,30050,28850,30050,270474,488742.0,16264300.0
2011-11-23,30000,30000,28350,28550,251029,464346.0,16264300.0
2011-11-24,28550,28750,27550,28100,443988,457027.0,16264300.0
2011-11-25,27900,28650,26200,26700,450435,434257.0,16264300.0
2011-11-28,27200,27400,26500,27200,277885,442389.0,16264300.0
2011-11-29,27550,28300,27400,27800,412436,452148.0,16264300.0
2011-11-30,27500,28550,27200,27250,228445,443202.0,16264300.0
2011-12-01,28500,28850,27850,28400,327229,461906.0,16264300.0
2011-12-02,28200,29350,28200,28600,230587,465159.0,16264300.0
2011-12-05,28950,29900,28550,29150,427777,474104.0,16264300.0
2011-12-06,29400,30050,29150,29600,434951,481423.0,16264300.0
2011-12-07,30250,31850,30100,31650,1259736,514765.0,16264300.0
2011-12-08,31400,31500,30600,31050,542365,505007.0,16264300.0
2011-12-09,30400,32850,30300,32700,823377,531843.0,16264300.0
2011-12-12,33000,33600,32200,32650,649529,531029.0,16264300.0
2011-12-13,32300,33200,31050,32200,372200,523710.0,16264300.0
2011-12-14,32100,32500,30800,32500,303638,528590.0,16264300.0
2011-12-15,32000,33000,31700,32250,252022,524524.0,16264300.0
2011-12-16,32750,34000,31550,32000,753681,520458.0,16264300.0
2011-12-19,31900,32150,28200,29800,443782,484676.0,16264300.0
2011-12-20,30400,31450,30100,30950,250461,503380.0,16264300.0
2011-12-21,31700,32450,31250,31450,225677,511512.0,16264300.0
2011-12-22,31050,32250,31000,32050,204122,521271.0,16264300.0
2011-12-23,32500,32950,31500,31500,286244,512325.0,16264300.0
2011-12-26,31750,32000,30700,31100,138432,505820.0,16264300.0
2011-12-27,30950,31300,29500,29700,289390,483050.0,16264300.0
2011-12-28,29800,30450,29600,30050,119245,488742.0,16264300.0
2011-12-29,29850,31250,29600,31200,157530,507446.0,16264300.0
2012-01-02,31550,31550,30650,30750,175226,500127.0,16264300.0
2012-01-03,31100,32000,30800,32000,261810,520458.0,16264300.0
2012-01-04,32150,32800,31200,31250,293281,508259.0,16264300.0
2012-01-05,31700,32150,30850,31000,214860,504193.0,16264300.0
2012-01-06,31000,31200,30000,30350,142646,493622.0,16264300.0
2012-01-09,30450,30550,29700,29850,170071,485489.0,16264300.0
2012-01-10,30000,30400,29950,30350,139268,493622.0,16264300.0
2012-01-11,30450,30550,29850,29900,135767,486303.0,16264300.0
2012-01-12,29700,30000,28150,28450,419447,462719.0,16264300.0
2012-01-13,28250,29100,27600,28700,407522,466785.0,16264300.0
2012-01-16,28150,28550,27700,28200,140249,458653.0,16264300.0
2012-01-17,28400,28450,27350,27550,297944,448081.0,16264300.0
2012-01-18,27800,28600,27550,28000,273579,455400.0,16264300.0
2012-01-19,28500,28900,28300,28750,212489,467599.0,16264300.0
2012-01-20,28750,29250,28300,29050,201960,472478.0,16264300.0
2012-01-25,29400,30500,29100,29250,318354,475731.0,16264300.0
2012-01-26,29500,29750,28850,29600,132585,481423.0,16264300.0
2012-01-27,29600,29600,28600,28600,156918,465159.0,16264300.0
2012-01-30,28800,30050,28650,29900,309850,486303.0,16264300.0
2012-01-31,30250,31350,30200,31350,422405,509886.0,16264300.0
2012-02-01,31400,31900,30800,31300,291446,509073.0,16264300.0
2012-02-02,31950,32800,31600,32500,316796,528590.0,16264300.0
2012-02-03,32500,32750,31550,31950,182874,519644.0,16264300.0
2012-02-06,31850,31850,30350,30850,293930,501754.0,16264300.0
2012-02-07,31150,31550,30550,31300,123897,509073.0,16264300.0
2012-02-08,31300,31450,30250,30750,222021,500127.0,16264300.0
2012-02-09,30500,30850,30000,30050,215508,488742.0,16264300.0
2012-02-10,30500,33850,30400,33800,921300,549733.0,16264300.0
