테라젠이텍스(066700),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2004-10-20,5760,5760,5500,5540,109788,49306.0,8900000.0
2004-10-21,5540,5650,5360,5470,100194,48683.0,8900000.0
2004-10-22,5480,5990,5480,5900,393246,52510.0,8900000.0
2004-10-25,5720,5970,5700,5910,139154,52599.0,8900000.0
2004-10-26,5920,6200,5910,5930,323835,52777.0,8900000.0
2004-10-27,6010,6100,5850,5870,134708,52243.0,8900000.0
2004-10-28,6020,6100,5800,6050,310142,53845.0,8900000.0
2004-10-29,6140,6270,6000,6150,541330,54735.0,8900000.0
2004-11-01,6100,6120,5870,5970,180715,53133.0,8900000.0
2004-11-02,5900,5930,5610,5790,283772,51531.0,8900000.0
2004-11-03,5770,5800,5600,5690,122610,50641.0,8900000.0
2004-11-04,5670,5800,5600,5600,99680,49840.0,8900000.0
2004-11-05,5600,5840,5600,5740,145805,51086.0,8900000.0
2004-11-08,5670,5870,5650,5650,138943,50285.0,8900000.0
2004-11-09,5600,5970,5490,5920,301455,52688.0,8900000.0
2004-11-10,5950,5980,5780,5910,116599,52599.0,8900000.0
2004-11-11,5950,5970,5810,5850,98377,52065.0,8900000.0
2004-11-12,5860,6120,5750,6020,497051,53578.0,8900000.0
2004-11-15,6070,6660,5970,6490,887935,57761.0,8900000.0
2004-11-16,6530,6540,6330,6450,313202,57405.0,8900000.0
2004-11-17,6450,6870,6420,6660,551434,59274.0,8900000.0
2004-11-18,6610,6680,6300,6380,223824,56782.0,8900000.0
2004-11-19,6330,6380,6100,6100,233439,54290.0,8900000.0
2004-11-22,6050,6050,5850,5990,175391,53311.0,8900000.0
2004-11-23,5990,6380,5990,6270,219813,55803.0,8900000.0
2004-11-24,6270,6360,6140,6330,126629,56337.0,8900000.0
2004-11-25,6340,6420,6250,6270,150316,55803.0,8900000.0
2004-11-26,6290,6620,6110,6550,815932,58295.0,8900000.0
2004-11-29,6680,6810,6440,6550,320387,58295.0,8900000.0
2004-11-30,6650,6930,6460,6550,1157120,58295.0,8900000.0
2004-12-01,6550,6600,6310,6540,351298,58206.0,8900000.0
2004-12-02,6610,6940,6610,6860,668122,61054.0,8900000.0
2004-12-03,6860,7010,6710,6810,261305,60609.0,8900000.0
2004-12-06,6300,6710,6300,6500,256682,57850.0,8900000.0
2004-12-07,6500,6590,6320,6320,158041,56248.0,8900000.0
2004-12-08,6200,6430,6160,6400,151744,56960.0,8900000.0
2004-12-09,6370,6570,6370,6480,75485,57672.0,8900000.0
2004-12-10,6480,6580,6050,6530,123997,58117.0,8900000.0
2004-12-13,6300,6570,6260,6430,66174,57227.0,8900000.0
2004-12-14,6500,6500,6320,6320,73734,56248.0,8900000.0
2004-12-15,6330,6520,6210,6380,113740,56782.0,8900000.0
2004-12-16,6400,6400,6240,6330,90272,56337.0,8900000.0
2004-12-17,6390,6390,6200,6240,71845,55536.0,8900000.0
2004-12-20,6010,6300,6010,6180,93383,55002.0,8900000.0
2004-12-21,6150,6210,6050,6140,183203,54646.0,8900000.0
2004-12-22,6170,6310,6150,6270,160505,55803.0,8900000.0
2004-12-23,6300,6440,6180,6240,234699,55536.0,8900000.0
2004-12-24,6160,6270,5600,5870,226408,52243.0,8900000.0
2004-12-27,5800,5960,5760,5760,83052,51264.0,8900000.0
2004-12-28,5710,5780,5360,5480,197175,48772.0,8900000.0
2004-12-29,5360,5680,5360,5600,92362,49840.0,8900000.0
2004-12-30,5470,5770,5470,5770,89944,51353.0,8900000.0
2005-01-03,5770,5800,5650,5750,70159,51175.0,8900000.0
2005-01-04,5720,5940,5720,5820,48341,51798.0,8900000.0
2005-01-05,5780,6000,5700,5920,86495,52688.0,8900000.0
2005-01-06,5950,6390,5890,6190,404036,55091.0,8900000.0
2005-01-07,6260,6260,6080,6190,242215,55091.0,8900000.0
2005-01-10,6280,6460,6130,6350,401421,56515.0,8900000.0
2005-01-11,6360,6380,6100,6200,180545,55180.0,8900000.0
2005-01-12,6130,6200,5870,5930,133531,52777.0,8900000.0
2005-01-13,5730,5990,5730,5860,195663,52154.0,8900000.0
2005-01-14,5860,6230,5860,6210,479772,55269.0,8900000.0
2005-01-17,6250,6750,6220,6600,843949,58740.0,8900000.0
2005-01-18,6640,7150,6410,6990,1077822,62211.0,8900000.0
2005-01-19,7020,7100,6740,7020,669083,62478.0,8900000.0
2005-01-20,6990,6990,6480,6750,359663,60075.0,8900000.0
2005-01-21,6610,6750,6530,6550,347022,58295.0,8900000.0
2005-01-24,6500,6760,6480,6600,525218,58740.0,8900000.0
2005-01-25,6730,6790,6110,6430,676930,57227.0,8900000.0
2005-01-26,6490,6500,6070,6150,379662,54735.0,8900000.0
2005-01-27,6100,6230,6000,6000,231094,53400.0,8900000.0
2005-01-28,6030,6170,5980,6010,204121,53489.0,8900000.0
2005-01-31,6050,6340,6050,6290,330437,55981.0,8900000.0
2005-02-01,6360,6560,6260,6380,447360,56782.0,8900000.0
2005-02-02,6450,6470,6230,6420,319062,57138.0,8900000.0
2005-02-03,6480,6570,6110,6120,287257,54468.0,8900000.0
2005-02-04,6120,6300,5930,6220,424450,55358.0,8900000.0
2005-02-07,6260,6300,6090,6140,309290,54646.0,8900000.0
2005-02-11,6140,6170,6000,6100,223610,54290.0,8900000.0
2005-02-14,6180,6480,6150,6480,687439,57672.0,8900000.0
2005-02-15,6510,6700,6420,6600,531135,58740.0,8900000.0
2005-02-16,6660,6680,6300,6470,575199,57583.0,8900000.0
2005-02-17,6400,6440,6120,6150,799206,54735.0,8900000.0
2005-02-18,6070,6160,6040,6100,402582,54290.0,8900000.0
2005-02-21,6160,6200,5990,6100,429590,54290.0,8900000.0
2005-02-22,6050,6140,5870,5870,339496,52243.0,8900000.0
2005-02-23,5670,5790,5510,5600,262061,49840.0,8900000.0
2005-02-24,5620,5780,5620,5760,202230,51264.0,8900000.0
2005-02-25,5770,5850,5420,5480,274888,48772.0,8900000.0
2005-02-28,5570,5880,5570,5850,381174,52065.0,8900000.0
2005-03-02,6000,6000,5690,5750,204358,51175.0,8900000.0
2005-03-03,5700,5740,5580,5580,179666,49662.0,8900000.0
2005-03-04,5570,5730,5440,5520,159882,49128.0,8900000.0
2005-03-07,5520,5600,5250,5320,232832,47348.0,8900000.0
2005-03-08,5330,5400,5070,5100,194568,45390.0,8900000.0
2005-03-09,5070,5260,4925,5260,217176,46814.0,8900000.0
2005-03-10,5080,5280,5080,5150,128753,45835.0,8900000.0
2005-03-11,5080,5290,5080,5270,126025,46903.0,8900000.0
2005-03-14,5270,5560,5230,5500,209146,48950.0,8900000.0
2005-03-15,5480,5620,5440,5540,212034,49306.0,8900000.0
2005-03-16,5490,5600,5410,5540,98987,49306.0,8900000.0
2005-03-17,5490,5650,5400,5540,164286,49306.0,8900000.0
2005-03-18,5630,5850,5600,5820,362889,51798.0,8900000.0
2005-03-21,5780,5840,5680,5740,104824,51086.0,8900000.0
2005-03-22,5500,5600,5060,5060,1045258,45034.0,8900000.0
2005-03-23,5000,5000,4680,4725,397723,42052.0,8900000.0
2005-03-24,4800,4860,4470,4550,254572,40495.0,8900000.0
2005-03-25,4505,4720,4505,4635,165925,41252.0,8900000.0
2005-03-28,4635,4855,4635,4770,197435,42453.0,8900000.0
2005-03-29,4780,4825,4730,4745,128121,42230.0,8900000.0
2005-03-30,4720,4800,4650,4735,114075,42142.0,8900000.0
2005-03-31,4760,4875,4750,4770,161338,42453.0,8900000.0
2005-04-01,4870,4935,4790,4910,138434,43699.0,8900000.0
2005-04-04,4960,4970,4860,4860,60444,43254.0,8900000.0
2005-04-06,4840,4860,4770,4770,89403,42453.0,8900000.0
2005-04-07,4770,4845,4635,4730,78326,42097.0,8900000.0
2005-04-08,4715,4815,4660,4660,83559,41474.0,8900000.0
2005-04-11,4620,4700,4580,4600,54811,40940.0,8900000.0
2005-04-12,4550,4640,4550,4575,68677,40718.0,8900000.0
2005-04-13,4575,4600,4465,4470,133928,39783.0,8900000.0
2005-04-14,4460,4495,4300,4365,95931,38848.0,8900000.0
2005-04-15,4350,4365,4055,4120,65121,36668.0,8900000.0
2005-04-18,4000,4050,3630,3695,133106,32886.0,8900000.0
2005-04-19,3695,3770,3695,3725,59414,33152.0,8900000.0
2005-04-20,3800,3865,3760,3760,60468,33464.0,8900000.0
2005-04-21,3610,3760,3505,3760,104480,33464.0,8900000.0
2005-04-22,3850,3980,3780,3930,104697,34977.0,8900000.0
2005-04-25,3850,3925,3720,3845,52004,34220.0,8900000.0
2005-04-26,3845,3845,3650,3700,74401,32930.0,8900000.0
2005-04-27,3620,3625,3460,3485,154526,31016.0,8900000.0
2005-04-28,3480,3540,3450,3460,56140,30794.0,8900000.0
2005-04-29,3315,3435,3280,3305,109865,29414.0,8900000.0
2005-05-02,3305,3590,3305,3510,137159,31239.0,8900000.0
2005-05-03,3450,3530,3450,3510,113418,31239.0,8900000.0
2005-05-04,3490,3710,3490,3650,186158,32485.0,8900000.0
2005-05-06,3655,4195,3655,4030,491532,35867.0,8900000.0
2005-05-09,4100,4125,3915,4010,140296,35689.0,8900000.0
2005-05-10,4080,4080,3830,3950,131987,35155.0,8900000.0
2005-05-11,3860,3950,3530,3750,125860,33375.0,8900000.0
2005-05-12,3710,4200,3620,3905,115353,34754.0,8900000.0
2005-05-13,3875,4060,3875,4030,310080,35867.0,8900000.0
2005-05-16,4030,4050,3790,4000,1002847,35600.0,8900000.0
2005-05-17,4070,4325,3980,4245,930890,37780.0,8900000.0
2005-05-18,4360,4500,3790,3900,976292,34710.0,8900000.0
2005-05-19,3980,3980,3410,3595,491809,31996.0,8900000.0
2005-05-20,3530,3795,3530,3645,220344,32440.0,8900000.0
2005-05-23,3645,3870,3645,3720,214991,33108.0,8900000.0
2005-05-24,3725,3795,3655,3725,117729,33152.0,8900000.0
2005-05-25,3700,4060,3700,4010,456875,35689.0,8900000.0
2005-05-26,4000,4100,3760,3990,186187,35511.0,8900000.0
2005-05-27,4055,4095,3930,3960,134339,35244.0,8900000.0
2005-05-30,3955,4265,3955,4250,344763,37825.0,8900000.0
2005-05-31,4250,4290,4130,4225,209687,37602.0,8900000.0
2005-06-01,4215,4260,3960,4020,198996,35778.0,8900000.0
2005-06-02,4050,4200,4035,4085,219260,36356.0,8900000.0
2005-06-03,4250,4290,3560,3680,895902,32752.0,8900000.0
2005-06-07,3700,3770,3420,3440,422959,30616.0,8900000.0
2005-06-08,3490,3640,3435,3470,243434,30883.0,8900000.0
2005-06-09,3410,3545,3410,3460,249994,30794.0,8900000.0
2005-06-10,3475,3545,3420,3460,226747,30794.0,8900000.0
2005-06-13,3485,3580,3475,3525,250800,31372.0,8900000.0
2005-06-14,3540,3590,3440,3490,188263,31061.0,8900000.0
2005-06-15,3435,3585,3330,3430,537680,30527.0,8900000.0
2005-06-16,3485,3495,3395,3415,387987,30394.0,8900000.0
2005-06-17,3420,3460,3360,3365,398619,29948.0,8900000.0
2005-06-20,3360,3380,3225,3235,350689,28792.0,8900000.0
2005-06-21,3205,3250,2940,2970,666614,26433.0,8900000.0
2005-06-22,2945,3015,2910,3000,245259,26700.0,8900000.0
2005-06-23,3040,3130,3020,3055,278459,27190.0,8900000.0
2005-06-24,3010,3050,2950,2970,197280,26433.0,8900000.0
2005-06-27,2955,3020,2950,2995,170044,26656.0,8900000.0
2005-06-28,2995,3050,2970,2980,199258,26522.0,8900000.0
2005-06-29,3000,3100,3000,3050,249188,27145.0,8900000.0
2005-06-30,3080,3270,3050,3240,395780,28836.0,8900000.0
2005-07-01,3270,3285,3130,3160,214918,28124.0,8900000.0
2005-07-04,3110,3180,3110,3145,173260,27990.0,8900000.0
2005-07-05,3150,3240,3150,3210,163677,28569.0,8900000.0
2005-07-06,3230,3265,3110,3130,251296,27857.0,8900000.0
2005-07-07,3145,3170,3080,3110,237187,27679.0,8900000.0
2005-07-08,3135,3175,3090,3130,191805,27857.0,8900000.0
2005-07-11,3140,3280,3130,3280,432618,29192.0,8900000.0
2005-07-12,3305,3340,2920,2990,663198,26611.0,8900000.0
2005-07-13,2950,2980,2715,2745,734039,24430.0,8900000.0
2005-07-14,2710,2880,2710,2800,420021,24920.0,8900000.0
2005-07-15,2805,2850,2775,2800,212097,24920.0,8900000.0
2005-07-18,2800,2980,2765,2895,486656,25766.0,8900000.0
2005-07-19,2855,2950,2835,2935,255490,26122.0,8900000.0
2005-07-20,2895,2965,2760,2815,339338,25054.0,8900000.0
2005-07-21,2780,2845,2670,2695,279997,23986.0,8900000.0
2005-07-22,2670,2730,2555,2665,300714,23718.0,8900000.0
2005-07-25,2630,2820,2630,2700,212581,24030.0,8900000.0
2005-07-26,2690,2780,2660,2690,128159,23941.0,8900000.0
2005-07-27,2680,2835,2680,2830,241250,25187.0,8900000.0
2005-07-28,2825,2880,2810,2840,169718,25276.0,8900000.0
2005-07-29,2845,2860,2775,2815,127185,25054.0,8900000.0
2005-08-01,2785,2810,2750,2750,195582,24475.0,8900000.0
2005-08-02,2795,2835,2765,2835,161862,25232.0,8900000.0
2005-08-03,2855,3080,2850,2895,402601,25766.0,8900000.0
2005-08-04,2850,2875,2600,2615,303631,23274.0,8900000.0
2005-08-05,2605,2670,2460,2475,232157,22028.0,8900000.0
2005-08-08,2275,2505,2275,2360,183009,21004.0,8900000.0
2005-08-09,2310,2460,2310,2400,118229,21360.0,8900000.0
2005-08-10,2400,2455,2400,2415,117726,21494.0,8900000.0
2005-08-11,2415,2475,2415,2460,90425,21894.0,8900000.0
2005-08-12,2460,2500,2440,2470,84571,21983.0,8900000.0
2005-08-16,2450,2500,2220,2340,147348,20826.0,8900000.0
2005-08-17,2290,2290,2185,2215,272486,19714.0,8900000.0
2005-08-18,2215,2285,2160,2165,134916,19268.0,8900000.0
2005-08-19,2190,2195,2000,2150,319033,19135.0,8900000.0
2005-08-22,2105,2210,2105,2135,169368,19002.0,8900000.0
2005-08-23,2170,2455,2165,2455,488248,21850.0,8900000.0
2005-08-24,2550,2820,2520,2820,1820475,25098.0,8900000.0
2005-08-25,2950,2950,2700,2900,1289178,25810.0,8900000.0
2005-08-26,2810,3280,2750,3140,1557625,27946.0,8900000.0
2005-08-29,3100,3370,2800,2800,1199006,24920.0,8900000.0
2005-08-30,2850,2990,2520,2660,1144737,23674.0,8900000.0
2005-08-31,2660,2810,2650,2750,590207,24475.0,8900000.0
2005-09-01,2770,3100,2720,3000,1304660,26700.0,8900000.0
2005-09-02,3000,3080,2905,2995,720992,26656.0,8900000.0
2005-09-05,3045,3180,2995,3105,854683,27634.0,8900000.0
2005-09-06,3105,3180,2835,2855,620895,25410.0,8900000.0
2005-09-07,2880,2945,2750,2920,536781,25988.0,8900000.0
2005-09-08,2970,2995,2710,2710,342830,24119.0,8900000.0
2005-09-09,2750,2820,2600,2710,547014,24119.0,8900000.0
2005-09-12,2720,2810,2700,2810,298296,25009.0,8900000.0
2005-09-13,2810,3020,2760,2980,1004885,26522.0,8900000.0
2005-09-14,2950,3060,2910,3060,457902,27234.0,8900000.0
2005-09-15,3000,3120,2720,2720,483498,24208.0,8900000.0
2005-09-16,2660,2745,2600,2615,438188,23274.0,8900000.0
2005-09-20,2660,2710,2625,2625,330646,23362.0,8900000.0
2005-09-21,2580,2625,2520,2525,311986,22472.0,8900000.0
2005-09-22,2510,2555,2490,2520,180932,22428.0,8900000.0
2005-09-23,2525,2575,2505,2575,155539,22918.0,8900000.0
2005-09-26,2550,2630,2490,2490,167035,22161.0,8900000.0
2005-09-27,2490,2520,2340,2375,281406,21138.0,8900000.0
2005-09-28,2350,2440,2350,2365,172934,21048.0,8900000.0
2005-09-29,2370,2715,2370,2625,519367,23362.0,8900000.0
2005-09-30,2710,2760,2525,2530,647644,22517.0,8900000.0
2005-10-04,2550,2595,2500,2530,220344,22517.0,8900000.0
2005-10-05,2530,2590,2520,2525,307598,22472.0,8900000.0
2005-10-06,2515,2540,2400,2460,264340,21894.0,8900000.0
2005-10-07,2495,2495,2420,2420,232760,21538.0,8900000.0
2005-10-10,2420,2525,2420,2510,248105,22339.0,8900000.0
2005-10-11,2500,2620,2500,2585,295356,23006.0,8900000.0
2005-10-12,2600,2645,2560,2565,275642,22828.0,8900000.0
2005-10-13,2585,2840,2575,2790,583668,24831.0,8900000.0
2005-10-14,2820,2960,2760,2785,705549,24786.0,8900000.0
2005-10-17,2760,2800,2580,2580,380118,22962.0,8900000.0
2005-10-18,2590,2650,2560,2650,204031,23585.0,8900000.0
2005-10-19,2610,2665,2445,2495,242687,22206.0,8900000.0
2005-10-20,2495,2550,2450,2450,191252,21805.0,8900000.0
2005-10-21,2380,2450,2355,2395,182868,21316.0,8900000.0
2005-10-24,2440,2530,2400,2415,162130,21494.0,8900000.0
2005-10-25,2445,2520,2430,2475,73302,22028.0,8900000.0
2005-10-26,2495,2570,2450,2545,126194,22650.0,8900000.0
2005-10-27,2510,2565,2410,2415,133318,21494.0,8900000.0
2005-10-28,2395,2640,2360,2550,253670,22695.0,8900000.0
2005-10-31,2600,2840,2560,2670,519462,23763.0,8900000.0
2005-11-01,2675,2680,2555,2620,249346,23318.0,8900000.0
2005-11-02,2640,2765,2620,2630,331887,23407.0,8900000.0
2005-11-03,2650,2780,2600,2780,504491,24742.0,8900000.0
2005-11-04,2815,2840,2725,2765,402124,24608.0,8900000.0
2005-11-07,2765,2815,2650,2690,289328,23941.0,8900000.0
2005-11-08,2700,2765,2635,2650,170533,23585.0,8900000.0
2005-11-09,2640,2810,2640,2805,503525,24964.0,8900000.0
2005-11-10,2840,2840,2760,2780,395049,24742.0,8900000.0
2005-11-11,2825,3195,2810,3195,1876300,28436.0,8900000.0
2005-11-14,3145,3280,3055,3185,1054017,28346.0,8900000.0
2005-11-15,3250,3495,3100,3170,1755356,28213.0,8900000.0
2005-11-16,3130,3490,3115,3350,1268098,29815.0,8900000.0
2005-11-17,3260,3420,3170,3290,804873,29281.0,8900000.0
2005-11-18,3275,3290,2955,2955,866485,26300.0,8900000.0
2005-11-21,2935,3080,2910,3035,426209,27012.0,8900000.0
2005-11-22,3040,3060,2940,2990,271590,26611.0,8900000.0
2005-11-23,3010,3350,3010,3270,1102954,29103.0,8900000.0
2005-11-24,3290,3435,3185,3225,627991,28702.0,8900000.0
2005-11-25,3230,3570,3220,3430,945495,30527.0,8900000.0
2005-11-28,3570,3830,3500,3680,847200,32752.0,8900000.0
2005-11-29,3640,3850,3550,3680,457510,32752.0,8900000.0
2005-11-30,3685,3800,3600,3800,255681,33820.0,8900000.0
2005-12-01,3800,3890,3730,3810,320153,33909.0,8900000.0
2005-12-02,3790,3805,3490,3600,484687,32040.0,8900000.0
2005-12-05,3600,3765,3500,3765,313707,33508.0,8900000.0
2005-12-06,3950,4325,3805,4325,1157501,38492.0,8900000.0
2005-12-07,4500,4540,3680,3815,1184841,33954.0,8900000.0
2005-12-08,3810,4100,3720,3900,635111,34710.0,8900000.0
2005-12-09,3825,3995,3780,3850,281214,34265.0,8900000.0
2005-12-12,3810,3900,3550,3610,365932,32129.0,8900000.0
2005-12-13,3610,3850,3580,3685,523606,32796.0,8900000.0
2005-12-14,3700,3780,3645,3740,402400,33286.0,8900000.0
2005-12-15,3815,4300,3815,4300,1870386,38270.0,8900000.0
2005-12-16,4280,4280,3700,4030,744882,35867.0,8900000.0
2005-12-19,4210,4285,3990,4205,844963,37424.0,8900000.0
2005-12-20,4200,4415,4075,4075,813273,36268.0,8900000.0
2005-12-21,4025,4050,3830,3830,533878,34087.0,8900000.0
2005-12-22,3805,3875,3350,3500,550795,31150.0,8900000.0
2005-12-23,3470,3580,3200,3290,273059,29281.0,8900000.0
2005-12-26,3290,3430,3260,3370,295379,29993.0,8900000.0
2005-12-27,3280,3505,3280,3395,262220,30216.0,8900000.0
2005-12-28,3500,3900,3500,3900,291269,34710.0,8900000.0
2005-12-29,4485,4485,4485,4485,159781,39916.0,8900000.0
2006-01-02,4500,4765,4320,4365,1272812,38848.0,8900000.0
2006-01-03,4375,5010,4250,5010,1296913,44589.0,8900000.0
2006-01-04,5240,5760,5100,5300,1792833,47170.0,8900000.0
2006-01-05,5200,5840,4980,5610,880204,49929.0,8900000.0
2006-01-06,5630,5980,5520,5670,647378,50463.0,8900000.0
2006-01-09,5810,5980,5530,5660,698380,50374.0,8900000.0
2006-01-10,5710,6030,5650,5700,846729,50730.0,8900000.0
2006-01-11,5680,6000,4850,4850,1983277,43165.0,8900000.0
2006-01-12,4590,4750,4160,4380,1185508,38982.0,8900000.0
2006-01-13,4225,4410,4010,4010,609892,35689.0,8900000.0
2006-01-16,3980,4300,3970,4170,603595,37113.0,8900000.0
2006-01-17,4230,4690,4230,4570,919054,40673.0,8900000.0
2006-01-18,4470,4560,3910,4010,549535,35689.0,8900000.0
2006-01-19,3970,4080,3700,3855,469388,34310.0,8900000.0
2006-01-20,3750,3975,3600,3780,538462,33642.0,8900000.0
2006-01-23,3555,3775,3215,3215,453476,28614.0,8900000.0
2006-01-24,3060,3290,2760,3180,412023,28302.0,8900000.0
2006-01-25,3190,3495,3190,3435,399119,30572.0,8900000.0
