테크윙(089030),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2012-01-27,8440,8440,8200,8210,163545,135259.0,16474960.0
2012-01-30,8250,8250,7900,7900,388067,130152.0,16474960.0
2012-01-31,8040,8340,8000,8210,340288,135259.0,16474960.0
2012-02-01,8300,8520,8210,8500,349125,140037.0,16474960.0
2012-02-02,8600,8670,8320,8370,376364,137895.0,16474960.0
2012-02-03,8350,8420,8090,8160,254001,134436.0,16474960.0
2012-02-06,8160,8390,8090,8200,418095,135095.0,16474960.0
2012-02-07,8200,8300,8060,8060,326590,132788.0,16474960.0
2012-02-08,8060,8240,7990,8060,338365,132788.0,16474960.0
2012-02-09,8070,8090,7900,8020,339705,132129.0,16474960.0
2012-02-10,8090,8320,8000,8160,371649,134436.0,16474960.0
2012-02-13,8240,8580,8180,8500,568563,140037.0,16474960.0
2012-02-14,8520,8580,8280,8340,348362,137401.0,16474960.0
2012-02-15,8360,8430,8100,8170,509787,134600.0,16474960.0
2012-02-16,8210,8220,8080,8080,269069,133118.0,16474960.0
2012-02-17,8170,8300,8080,8280,412385,136413.0,16474960.0
2012-02-20,8350,8450,8210,8230,477855,135589.0,16474960.0
2012-02-21,8280,8290,8170,8260,283434,136083.0,16474960.0
2012-02-22,8290,8310,8200,8210,180082,135259.0,16474960.0
2012-02-23,8250,8250,8040,8100,305394,133447.0,16474960.0
2012-02-24,8110,8290,8040,8240,314746,135754.0,16474960.0
2012-02-27,8330,8390,8150,8170,403071,134600.0,16474960.0
2012-02-28,8200,8220,7980,8050,361759,132623.0,16474960.0
2012-02-29,8100,8150,7990,8050,276811,132623.0,16474960.0
2012-03-02,8040,8150,8000,8110,221382,133612.0,16474960.0
2012-03-05,8110,8110,7990,8020,198876,132129.0,16474960.0
2012-03-06,8000,8340,7800,8290,650205,136577.0,16474960.0
2012-03-07,8390,8930,8340,8600,1959798,141685.0,16474960.0
2012-03-08,8520,8550,8300,8410,567857,138554.0,16474960.0
2012-03-09,8520,8810,8430,8810,678772,145144.0,16474960.0
2012-03-12,8860,8910,8720,8750,525619,144156.0,16474960.0
2012-03-13,8750,8760,8460,8710,552163,143497.0,16474960.0
2012-03-14,8760,8900,8680,8900,574057,146627.0,16474960.0
2012-03-15,8930,9020,8650,8680,440743,143003.0,16474960.0
2012-03-16,8760,8760,8440,8440,467916,139049.0,16474960.0
2012-03-19,8440,8620,8440,8590,236627,141520.0,16474960.0
2012-03-20,8650,8650,8290,8330,369023,137236.0,16474960.0
2012-03-21,8300,8350,8180,8220,220053,135424.0,16474960.0
2012-03-22,8230,8350,8180,8230,187135,135589.0,16474960.0
2012-03-23,8180,8310,8180,8250,198118,135918.0,16474960.0
2012-03-26,8210,8300,8180,8180,147980,134765.0,16474960.0
2012-03-27,8130,8180,7960,7980,371489,131470.0,16474960.0
2012-03-28,7930,8100,7920,7920,161755,130482.0,16474960.0
2012-03-29,7850,8000,7560,8000,287549,131800.0,16474960.0
2012-03-30,8040,8050,7910,7960,155252,131141.0,16474960.0
2012-04-02,7960,8190,7930,8140,223704,134106.0,16474960.0
2012-04-03,8180,8330,7930,7930,518737,130646.0,16474960.0
2012-04-04,7990,7990,7640,7650,233041,126033.0,16474960.0
2012-04-05,7520,7640,7490,7570,145331,124715.0,16474960.0
2012-04-06,7720,7830,7540,7580,103827,124880.0,16474960.0
2012-04-09,7490,7510,7250,7250,231736,119443.0,16474960.0
2012-04-10,7170,7440,7170,7300,89504,120267.0,16474960.0
2012-04-12,7280,7350,7190,7280,72013,119938.0,16474960.0
2012-04-13,7400,7610,7330,7580,114585,124880.0,16474960.0
2012-04-16,7510,7670,7510,7580,132292,124880.0,16474960.0
2012-04-17,7580,7680,7450,7540,81852,124221.0,16474960.0
2012-04-18,7650,7700,7500,7530,75717,124056.0,16474960.0
2012-04-19,7500,7540,7410,7410,81297,122079.0,16474960.0
2012-04-20,7420,7480,7300,7380,69942,121585.0,16474960.0
2012-04-23,7270,7380,7200,7200,132950,118620.0,16474960.0
2012-04-24,7110,7200,6910,6960,198814,114666.0,16474960.0
2012-04-25,6980,7100,6840,6900,110205,113677.0,16474960.0
2012-04-26,6960,7080,6810,6880,130635,113348.0,16474960.0
2012-04-27,6920,6970,6760,6760,59714,111371.0,16474960.0
2012-04-30,6760,6950,6610,6670,104392,109888.0,16474960.0
2012-05-02,6630,6890,6630,6890,118133,113512.0,16474960.0
2012-05-03,6930,7120,6850,7020,118997,115654.0,16474960.0
2012-05-04,7070,7070,6950,7020,71710,115654.0,16474960.0
2012-05-07,6670,6820,6620,6790,172907,111865.0,16474960.0
2012-05-08,6860,7020,6800,6980,86914,114995.0,16474960.0
2012-05-09,7030,7030,6870,6910,80194,113842.0,16474960.0
2012-05-10,6870,7200,6860,7000,97684,115325.0,16474960.0
2012-05-11,7120,7120,6850,6850,86511,112853.0,16474960.0
2012-05-14,6950,6970,6710,6800,89746,112030.0,16474960.0
2012-05-15,6700,6920,6400,6560,124036,108076.0,16474960.0
2012-05-16,6520,6520,6140,6230,278998,102639.0,16474960.0
2012-05-17,6100,6180,5880,5900,325306,97202.0,16474960.0
2012-05-18,5780,5790,5290,5310,361316,87482.0,16474960.0
2012-05-21,5360,5570,5360,5490,199142,90448.0,16474960.0
2012-05-22,5700,5930,5570,5880,147044,96873.0,16474960.0
2012-05-23,5880,5950,5730,5870,90882,96708.0,16474960.0
2012-05-24,5830,6320,5830,6120,150238,100827.0,16474960.0
2012-05-25,6290,6390,6150,6230,135778,102639.0,16474960.0
2012-05-29,6230,6280,6140,6230,76090,102639.0,16474960.0
2012-05-30,6250,6330,6170,6290,72578,103627.0,16474960.0
2012-05-31,6150,6270,6150,6180,59214,101815.0,16474960.0
2012-06-01,6140,6250,6050,6090,164147,100333.0,16474960.0
2012-06-04,5950,5970,5720,5780,106807,95225.0,16474960.0
2012-06-05,5800,6010,5800,5930,87193,97697.0,16474960.0
2012-06-07,6130,6290,6070,6200,101080,102145.0,16474960.0
2012-06-08,6440,6440,6220,6280,106197,103463.0,16474960.0
2012-06-11,6440,6560,6340,6480,144764,106758.0,16474960.0
2012-06-12,6320,6570,6320,6490,149946,106922.0,16474960.0
2012-06-13,6590,6710,6430,6600,161452,108735.0,16474960.0
2012-06-14,6600,6670,6580,6610,84728,108899.0,16474960.0
2012-06-15,6700,6760,6620,6640,126573,109394.0,16474960.0
2012-06-18,6720,6760,6670,6710,107601,110547.0,16474960.0
2012-06-19,6780,6980,6730,6900,127757,113677.0,16474960.0
2012-06-20,6960,6960,6850,6890,85239,113512.0,16474960.0
2012-06-21,6960,6960,6670,6750,158811,111206.0,16474960.0
2012-06-22,6560,6680,6500,6590,98782,108570.0,16474960.0
2012-06-25,6660,6660,6460,6550,48586,107911.0,16474960.0
2012-06-26,6540,6580,6310,6370,89493,104945.0,16474960.0
2012-06-27,6400,6460,6220,6220,67969,102474.0,16474960.0
2012-06-28,6330,6340,6200,6340,88662,104451.0,16474960.0
2012-06-29,6380,6530,6240,6500,100738,107087.0,16474960.0
2012-07-02,6380,6630,6380,6520,61756,107417.0,16474960.0
2012-07-03,6560,7170,6560,7000,530680,115325.0,16474960.0
2012-07-04,7090,7100,6880,7100,197141,116972.0,16474960.0
2012-07-05,7120,7190,7010,7110,146011,117137.0,16474960.0
2012-07-06,7140,7410,7030,7210,223930,118784.0,16474960.0
2012-07-09,7190,7350,7080,7160,132883,117961.0,16474960.0
2012-07-10,7250,7260,6910,6950,134707,114501.0,16474960.0
2012-07-11,6900,7980,6760,7370,324215,121420.0,16474960.0
2012-07-12,7400,7550,7280,7550,244268,124386.0,16474960.0
2012-07-13,7510,7610,7060,7610,247829,125374.0,16474960.0
2012-07-16,7620,7650,7430,7440,138822,122574.0,16474960.0
2012-07-17,7440,7440,7220,7300,112618,120267.0,16474960.0
2012-07-18,7450,7820,7240,7680,598711,126528.0,16474960.0
2012-07-19,7830,8170,7800,8140,545834,134106.0,16474960.0
2012-07-20,8240,8290,7980,8010,206433,131964.0,16474960.0
2012-07-23,7950,7950,7660,7660,193546,126198.0,16474960.0
2012-07-24,7580,7820,7340,7820,227825,128834.0,16474960.0
2012-07-25,7640,7770,7300,7500,265450,123562.0,16474960.0
2012-07-26,7420,7840,7420,7680,130079,126528.0,16474960.0
2012-07-27,7850,7850,7600,7620,101178,125539.0,16474960.0
2012-07-30,7630,7700,7530,7650,64767,126033.0,16474960.0
2012-07-31,7740,7800,7450,7650,165267,126033.0,16474960.0
2012-08-01,7650,7940,7610,7920,173374,130482.0,16474960.0
2012-08-02,7980,8000,7710,7800,136696,128505.0,16474960.0
2012-08-03,7630,7740,7580,7690,96757,126692.0,16474960.0
2012-08-06,7880,7900,7740,7780,64219,128175.0,16474960.0
2012-08-07,7790,7930,7700,7930,158541,130646.0,16474960.0
2012-08-08,7930,7940,7800,7810,131188,128669.0,16474960.0
2012-08-09,7820,7870,7700,7810,186394,128669.0,16474960.0
2012-08-10,7800,7810,7510,7610,179564,125374.0,16474960.0
2012-08-13,7670,7900,7650,7860,211087,129493.0,16474960.0
2012-08-14,7870,7920,7780,7870,185656,129658.0,16474960.0
2012-08-16,7870,7900,7720,7830,136354,128999.0,16474960.0
2012-08-17,7950,7950,7740,7840,137547,129164.0,16474960.0
2012-08-20,7790,7840,7480,7670,306880,126363.0,16474960.0
2012-08-21,7670,7690,7490,7510,182997,123727.0,16474960.0
2012-08-22,7560,7570,7300,7570,231361,124715.0,16474960.0
2012-08-23,7530,8000,7460,7740,525996,127516.0,16474960.0
2012-08-24,7730,7800,7550,7700,127258,126857.0,16474960.0
2012-08-27,7600,7780,7450,7760,148200,127846.0,16474960.0
2012-08-28,7660,7770,7620,7690,91638,126692.0,16474960.0
2012-08-29,7720,7750,7580,7630,103586,125704.0,16474960.0
2012-08-30,7630,7680,7530,7540,72833,124221.0,16474960.0
2012-08-31,7540,7570,7440,7540,121872,124221.0,16474960.0
2012-09-03,7590,7720,7430,7690,172676,126692.0,16474960.0
2012-09-04,7660,7690,7530,7600,77789,125210.0,16474960.0
2012-09-05,7520,7600,7440,7510,74248,123727.0,16474960.0
2012-09-06,7420,7600,7420,7590,124213,125045.0,16474960.0
2012-09-07,7650,7690,7540,7540,135244,124221.0,16474960.0
2012-09-10,7520,7680,7500,7580,71701,124880.0,16474960.0
2012-09-11,7580,7620,7480,7520,61661,123892.0,16474960.0
2012-09-12,7520,7610,7460,7520,105400,123892.0,16474960.0
2012-09-13,7520,7560,7120,7120,478344,117302.0,16474960.0
2012-09-14,7190,7300,7020,7040,252923,115984.0,16474960.0
2012-09-17,7090,7090,6670,6680,396472,110053.0,16474960.0
2012-09-18,6680,6830,6630,6750,244570,111206.0,16474960.0
2012-09-19,6750,6840,6720,6750,109125,111206.0,16474960.0
2012-09-20,6780,6850,6250,6360,497565,104781.0,16474960.0
2012-09-21,6360,6580,6280,6350,242579,104616.0,16474960.0
2012-09-24,6350,6560,6350,6560,166083,108076.0,16474960.0
2012-09-25,6510,6570,6360,6380,88080,105110.0,16474960.0
2012-09-26,6250,6440,6250,6350,52539,104616.0,16474960.0
2012-09-27,6340,6470,6120,6250,125072,102968.0,16474960.0
2012-09-28,6230,6530,6220,6530,110214,107581.0,16474960.0
2012-10-02,6540,6590,6480,6480,77054,106758.0,16474960.0
2012-10-04,6550,6560,6360,6480,91886,106758.0,16474960.0
2012-10-05,6490,6500,6370,6500,77141,107087.0,16474960.0
2012-10-08,6510,6540,6200,6210,186858,102310.0,16474960.0
2012-10-09,6170,6320,6170,6230,79227,102639.0,16474960.0
2012-10-10,6340,6340,6180,6220,59060,102474.0,16474960.0
2012-10-11,6130,6310,6130,6180,74184,101815.0,16474960.0
2012-10-12,6180,6260,6180,6260,29744,103133.0,16474960.0
2012-10-15,6190,6300,5740,5900,175187,97202.0,16474960.0
2012-10-16,6000,6000,5620,5690,179775,93743.0,16474960.0
2012-10-17,5730,6020,5710,5910,137159,97367.0,16474960.0
2012-10-18,5910,6020,5770,5770,64729,95061.0,16474960.0
2012-10-19,5900,5900,5670,5750,51864,94731.0,16474960.0
2012-10-22,5670,5700,5570,5610,97048,92425.0,16474960.0
2012-10-23,5660,5730,5610,5710,62701,94072.0,16474960.0
2012-10-24,5690,5690,5550,5640,113133,92919.0,16474960.0
2012-10-25,5590,5670,5510,5600,74746,92260.0,16474960.0
2012-10-26,5600,5640,5420,5450,77812,89789.0,16474960.0
2012-10-29,5400,5460,5250,5250,102781,86494.0,16474960.0
2012-10-30,5150,5290,5130,5250,123558,86494.0,16474960.0
2012-10-31,5340,5650,5330,5590,131071,92095.0,16474960.0
2012-11-01,5620,5620,5400,5500,47134,90612.0,16474960.0
2012-11-02,5550,5550,5450,5490,44790,90448.0,16474960.0
2012-11-05,5430,5520,5370,5400,56113,88965.0,16474960.0
2012-11-06,5430,5500,5400,5500,37809,90612.0,16474960.0
2012-11-07,5620,5630,5500,5590,51132,92095.0,16474960.0
2012-11-08,5540,5540,5380,5380,80151,88635.0,16474960.0
2012-11-09,5350,5400,5200,5330,72691,87812.0,16474960.0
2012-11-12,5390,5420,5310,5330,40309,87812.0,16474960.0
2012-11-13,5250,5490,5250,5330,54932,87812.0,16474960.0
2012-11-14,5330,5410,5200,5280,77212,86988.0,16474960.0
2012-11-15,5210,5250,5060,5170,173102,85176.0,16474960.0
2012-11-16,5120,5190,4975,5000,142800,82375.0,16474960.0
2012-11-19,5010,5200,5010,5170,63081,85176.0,16474960.0
2012-11-20,5210,5360,5210,5330,76645,87812.0,16474960.0
2012-11-21,5350,5470,5350,5360,96356,88306.0,16474960.0
2012-11-22,5450,5620,5400,5600,146826,92260.0,16474960.0
2012-11-23,5640,5770,5540,5640,196563,92919.0,16474960.0
2012-11-26,5700,5840,5660,5700,88734,93907.0,16474960.0
2012-11-27,5730,5790,5630,5650,81559,93084.0,16474960.0
2012-11-28,5700,5760,5630,5690,89173,93743.0,16474960.0
2012-11-29,5730,5760,5600,5600,101275,92260.0,16474960.0
2012-11-30,5650,5710,5560,5560,119877,91601.0,16474960.0
2012-12-03,5580,5650,5550,5550,80803,91436.0,16474960.0
2012-12-04,5510,5800,5500,5770,167639,95061.0,16474960.0
2012-12-05,5760,5870,5690,5770,155463,95061.0,16474960.0
2012-12-06,5780,6080,5780,6010,407468,99015.0,16474960.0
2012-12-07,6100,6130,5860,5990,204438,98685.0,16474960.0
2012-12-10,6090,6130,5960,6130,129135,100992.0,16474960.0
2012-12-11,6190,6200,6040,6060,139050,99838.0,16474960.0
2012-12-12,6060,6120,5920,6030,161995,99344.0,16474960.0
2012-12-13,5960,6250,5960,6080,229807,100168.0,16474960.0
2012-12-14,6050,6190,6010,6020,124084,99179.0,16474960.0
2012-12-17,6020,6150,6000,6140,117305,101156.0,16474960.0
2012-12-18,6110,6160,6030,6030,120508,99344.0,16474960.0
2012-12-20,6050,6130,5990,5990,147562,98685.0,16474960.0
2012-12-21,6000,6080,5850,5900,181292,97202.0,16474960.0
2012-12-24,5950,6240,5950,6200,220989,102145.0,16474960.0
2012-12-26,6250,6260,6150,6150,139091,101321.0,16474960.0
2012-12-27,6100,6190,6090,6130,78665,100992.0,16474960.0
2012-12-28,6130,6210,6080,6080,90934,100168.0,16474960.0
2013-01-02,6140,6160,6060,6150,120923,101321.0,16474960.0
2013-01-03,6150,6170,5920,5980,195699,98520.0,16474960.0
2013-01-04,5980,6080,5920,5960,132365,98191.0,16474960.0
2013-01-07,5940,6180,5920,6140,215285,101156.0,16474960.0
2013-01-08,6170,6170,5980,6010,172002,99015.0,16474960.0
2013-01-09,6000,6040,5810,5820,346535,95884.0,16474960.0
2013-01-10,5850,5880,5670,5770,267699,95061.0,16474960.0
2013-01-11,5800,5850,5720,5770,155745,95061.0,16474960.0
2013-01-14,5770,5770,5470,5480,280296,90283.0,16474960.0
2013-01-15,5420,5540,5390,5500,91432,90612.0,16474960.0
2013-01-16,5490,5530,5390,5460,97425,89953.0,16474960.0
2013-01-17,5340,5410,5210,5240,230010,86329.0,16474960.0
2013-01-18,5260,5400,5250,5300,147777,87317.0,16474960.0
2013-01-21,5300,5380,5250,5320,150769,87647.0,16474960.0
2013-01-22,5300,5330,5110,5220,210308,85999.0,16474960.0
2013-01-23,5260,5650,5260,5630,548326,92754.0,16474960.0
2013-01-24,5630,5720,5500,5510,137557,90777.0,16474960.0
2013-01-25,5600,5780,5510,5730,258361,94402.0,16474960.0
2013-01-28,5730,5860,5660,5700,135412,93907.0,16474960.0
2013-01-29,5760,5770,5590,5600,94066,92260.0,16474960.0
2013-01-30,5600,5650,5440,5440,91081,89624.0,16474960.0
2013-01-31,5500,5680,5500,5580,164293,91930.0,16474960.0
2013-02-01,5580,5940,5580,5900,427775,97202.0,16474960.0
2013-02-04,5900,5960,5840,5870,140805,96708.0,16474960.0
2013-02-05,5870,6040,5800,5950,232452,98026.0,16474960.0
2013-02-06,5920,6030,5790,5890,216526,97038.0,16474960.0
2013-02-07,5880,5910,5730,5730,142562,94402.0,16474960.0
2013-02-08,5730,6000,5700,5950,174138,98026.0,16474960.0
2013-02-12,6020,6020,5860,5900,120806,97202.0,16474960.0
2013-02-13,5950,6070,5870,5950,194216,98026.0,16474960.0
2013-02-14,5970,6090,5950,6040,207245,99509.0,16474960.0
2013-02-15,6080,6340,6070,6320,502640,104122.0,16474960.0
2013-02-18,6320,6750,6260,6700,580038,110382.0,16474960.0
2013-02-19,6750,6900,6630,6740,405769,111041.0,16474960.0
2013-02-20,6860,7080,6820,7030,621749,115819.0,16474960.0
2013-02-21,7030,7090,6900,7010,338645,115489.0,16474960.0
2013-02-22,7110,7110,6970,7080,160426,116643.0,16474960.0
2013-02-25,7140,7150,6970,6980,135868,114995.0,16474960.0
2013-02-26,6960,6990,6780,6920,279950,114007.0,16474960.0
2013-02-27,7000,7040,6900,6940,217382,114336.0,16474960.0
2013-02-28,7010,7140,6920,6990,223242,115160.0,16474960.0
2013-03-04,7100,7120,6980,7030,145395,115819.0,16474960.0
2013-03-05,7050,7130,6930,7020,183474,115654.0,16474960.0
2013-03-06,7110,7360,6990,7250,401743,119443.0,16474960.0
2013-03-07,7280,7460,7220,7340,404250,120926.0,16474960.0
2013-03-08,7340,7340,7130,7250,145494,119443.0,16474960.0
2013-03-11,7260,7290,7000,7090,149680,116807.0,16474960.0
2013-03-12,7120,7230,7090,7200,109027,118620.0,16474960.0
2013-03-13,7250,7250,7130,7190,93436,118455.0,16474960.0
2013-03-14,7280,7300,7140,7300,121046,120267.0,16474960.0
2013-03-15,7350,7370,7200,7300,107217,120267.0,16474960.0
2013-03-18,7230,7250,6900,7100,216965,116972.0,16474960.0
2013-03-19,7140,7140,6930,6980,178462,114995.0,16474960.0
2013-03-20,7000,7030,6690,6710,248079,110547.0,16474960.0
2013-03-21,6790,6820,6630,6770,118709,111535.0,16474960.0
2013-03-22,6690,7020,6690,7000,142400,115325.0,16474960.0
2013-03-25,7020,7140,6960,6960,105992,114666.0,16474960.0
2013-03-26,6960,7090,6940,6970,95642,114830.0,16474960.0
2013-03-27,7090,7090,6860,7040,107761,115984.0,16474960.0
2013-03-28,7040,7070,6920,7010,83194,115489.0,16474960.0
2013-03-29,6990,7150,6930,7100,185818,116972.0,16474960.0
2013-04-01,7110,7150,7050,7150,91715,117796.0,16474960.0
2013-04-02,7150,7170,6940,6990,205880,115160.0,16474960.0
2013-04-03,7020,7250,6990,7240,294320,119279.0,16474960.0
2013-04-04,7230,7480,7150,7370,526032,121420.0,16474960.0
2013-04-05,7450,7470,7240,7350,264718,121091.0,16474960.0
2013-04-08,7360,7400,6990,7050,161168,116148.0,16474960.0
2013-04-09,6930,7130,6610,7040,148599,115984.0,16474960.0
2013-04-10,7010,7280,7010,7280,138279,119938.0,16474960.0
2013-04-11,7260,7510,7260,7400,282941,121915.0,16474960.0
2013-04-12,7440,7490,7330,7370,216556,121420.0,16474960.0
2013-04-15,7370,7780,7320,7780,556752,128175.0,16474960.0
2013-04-16,7760,7790,7560,7770,360893,128010.0,16474960.0
2013-04-17,7840,7850,7480,7740,337005,127516.0,16474960.0
2013-04-18,7700,7710,7480,7480,192165,123233.0,16474960.0
2013-04-19,7500,7550,7320,7410,161930,122079.0,16474960.0
2013-04-22,7420,7640,7340,7560,181147,124551.0,16474960.0
2013-04-23,7560,7620,7430,7500,123906,123562.0,16474960.0
2013-04-24,7590,7740,7520,7670,340895,126363.0,16474960.0
2013-04-25,7680,7770,7540,7750,262148,127681.0,16474960.0
2013-04-26,7890,8220,7860,8070,727522,132953.0,16474960.0
2013-04-29,8190,8230,8050,8220,443488,135424.0,16474960.0
2013-04-30,8320,8320,8060,8110,270462,133612.0,16474960.0
2013-05-02,8220,8320,8100,8320,302615,137072.0,16474960.0
2013-05-03,8430,8600,8210,8320,426168,137072.0,16474960.0
2013-05-06,8360,8390,8090,8170,262602,134600.0,16474960.0
2013-05-07,8300,8530,8300,8400,441149,138390.0,16474960.0
2013-05-08,8400,8450,8230,8290,265754,136577.0,16474960.0
2013-05-09,8290,8290,8000,8020,308712,132129.0,16474960.0
2013-05-10,8100,8220,8040,8120,186841,133777.0,16474960.0
2013-05-13,8160,8160,7950,7950,141240,130976.0,16474960.0
2013-05-14,8000,8090,7510,7620,395217,125539.0,16474960.0
2013-05-15,7670,7860,7550,7820,137984,128834.0,16474960.0
2013-05-16,8000,8060,7770,7790,150037,128340.0,16474960.0
2013-05-20,7730,7930,7730,7850,104076,129328.0,16474960.0
2013-05-21,7920,7920,7770,7900,125693,130152.0,16474960.0
2013-05-22,7930,8390,7930,8390,428274,138225.0,16474960.0
2013-05-23,8430,8680,8350,8420,637419,138719.0,16474960.0
2013-05-24,8460,8570,8360,8550,276909,140861.0,16474960.0
2013-05-27,8650,8650,8420,8520,189159,140367.0,16474960.0
2013-05-28,8590,8610,8330,8450,331928,139213.0,16474960.0
2013-05-29,8450,8500,8320,8370,210206,137895.0,16474960.0
2013-05-30,8460,8460,8320,8330,166009,137236.0,16474960.0
2013-05-31,8380,8390,8030,8080,219071,133118.0,16474960.0
2013-06-03,8100,8180,8000,8000,139035,131800.0,16474960.0
2013-06-04,8010,8080,7770,7800,192628,128505.0,16474960.0
2013-06-05,7720,7980,7720,7820,184759,128834.0,16474960.0
2013-06-07,7860,7930,7230,7310,323638,120432.0,16474960.0
2013-06-10,7270,7630,7250,7550,98998,124386.0,16474960.0
2013-06-11,7610,7610,7370,7400,79359,121915.0,16474960.0
2013-06-12,7410,7830,7400,7600,152091,125210.0,16474960.0
2013-06-13,7530,7600,7280,7350,103349,121091.0,16474960.0
2013-06-14,7530,7580,7360,7420,86634,122244.0,16474960.0
2013-06-17,7460,7700,7400,7410,196769,122079.0,16474960.0
2013-06-18,7460,7670,7420,7630,122396,125704.0,16474960.0
2013-06-19,7670,7750,7500,7500,193382,123562.0,16474960.0
2013-06-20,7340,7630,7250,7400,212052,121915.0,16474960.0
2013-06-21,7260,7600,7020,7580,296041,124880.0,16474960.0
2013-06-24,7620,7630,7330,7330,100953,120761.0,16474960.0
2013-06-25,7300,7360,6800,6850,343948,112853.0,16474960.0
2013-06-26,6900,7130,6750,7060,203973,116313.0,16474960.0
2013-06-27,7190,7320,7140,7270,163842,119773.0,16474960.0
2013-06-28,7270,7320,7140,7170,161058,118125.0,16474960.0
2013-07-01,7170,7260,7150,7180,72959,118290.0,16474960.0
2013-07-02,7250,7280,6910,7130,177364,117466.0,16474960.0
2013-07-03,7140,7240,6800,6810,194048,112194.0,16474960.0
2013-07-04,6860,7050,6700,7040,117324,115984.0,16474960.0
2013-07-05,7090,7100,6920,6950,68483,114501.0,16474960.0
2013-07-08,6940,6950,6410,6460,210324,106428.0,16474960.0
2013-07-09,6470,6710,6430,6660,95152,109723.0,16474960.0
2013-07-10,6630,6700,6500,6530,53423,107581.0,16474960.0
2013-07-11,6650,6840,6620,6840,76151,112689.0,16474960.0
2013-07-12,6890,6930,6730,6890,66225,113512.0,16474960.0
2013-07-15,6900,6950,6800,6860,36400,113018.0,16474960.0
2013-07-16,6920,6960,6850,6860,59092,113018.0,16474960.0
2013-07-17,6910,7040,6860,6970,133139,114830.0,16474960.0
2013-07-18,7050,7100,6940,7070,99125,116478.0,16474960.0
