오리엔트정공(065500),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2006-07-19,4841,4993,4746,4873,32687,16298.0,6354030.0
2006-07-20,5116,5126,4878,5024,26313,16806.0,6354030.0
2006-07-21,4897,5117,4897,4959,15228,16584.0,6354030.0
2006-07-24,4935,4993,4841,4940,8485,16520.0,6354030.0
2006-07-25,4897,5097,4869,4940,14948,16520.0,6354030.0
2006-07-26,4878,4974,4860,4940,12575,16520.0,6354030.0
2006-07-27,4945,5021,4917,4997,29266,16711.0,6354030.0
2006-07-28,5030,5041,4907,4959,12236,16584.0,6354030.0
2006-07-31,4954,5278,4954,5262,44305,17601.0,6354030.0
2006-08-01,5011,5372,5011,5319,25544,17791.0,6354030.0
2006-08-02,5192,5325,5173,5215,25954,17442.0,6354030.0
2006-08-03,5230,5382,5230,5301,21432,17728.0,6354030.0
2006-08-04,5401,5411,5220,5282,18698,17664.0,6354030.0
2006-08-07,5145,5354,5145,5319,43552,17791.0,6354030.0
2006-08-08,5316,5487,5278,5433,34212,18173.0,6354030.0
2006-08-09,5316,5544,5220,5472,37261,18300.0,6354030.0
2006-08-10,5601,5601,5354,5415,32787,18109.0,6354030.0
2006-08-11,5335,5439,5239,5291,34928,17696.0,6354030.0
2006-08-14,5259,5306,5145,5206,12964,17410.0,6354030.0
2006-08-16,5239,5392,5239,5395,18389,18045.0,6354030.0
2006-08-17,5639,6199,5639,6203,142696,20746.0,6354030.0
2006-08-18,6419,6703,5696,6080,577547,20333.0,6354030.0
2006-08-21,6360,6910,6209,6450,906699,21572.0,6354030.0
2006-08-22,6436,6465,6075,6346,307360,21222.0,6354030.0
2006-08-23,6285,6824,5905,5984,425419,20015.0,6354030.0
2006-08-24,5981,6038,5734,5795,199014,19380.0,6354030.0
2006-08-25,5895,6028,5771,5908,154246,19761.0,6354030.0
2006-08-28,5924,6351,5848,6336,244097,21191.0,6354030.0
2006-08-29,6227,6474,6170,6365,206527,21286.0,6354030.0
2006-08-30,6419,6419,6057,6088,100599,20365.0,6354030.0
2006-08-31,6000,6380,6000,6336,172627,21191.0,6354030.0
2006-09-01,6275,6408,6180,6270,75974,20968.0,6354030.0
2006-09-04,6455,6655,6398,6507,270914,21763.0,6354030.0
2006-09-05,6418,6560,6209,6270,114926,20968.0,6354030.0
2006-09-06,6265,6645,6227,6383,174653,21350.0,6354030.0
2006-09-07,6342,6474,6275,6478,58885,21667.0,6354030.0
2006-09-08,6494,6703,6360,6365,108448,21286.0,6354030.0
2006-09-11,6360,6703,6293,6706,198246,22430.0,6354030.0
2006-09-12,6740,6740,6541,6668,82555,22303.0,6354030.0
2006-09-13,6740,6740,6427,6469,162296,21635.0,6354030.0
2006-09-14,6522,6551,6389,6459,75904,21604.0,6354030.0
2006-09-15,6474,6532,6436,6478,52496,21667.0,6354030.0
2006-09-18,6436,6578,6418,6459,128822,21604.0,6354030.0
2006-09-19,6455,6494,6427,6450,78084,21572.0,6354030.0
2006-09-20,6436,6465,6342,6365,84301,21286.0,6354030.0
2006-09-21,6394,6933,6394,6839,196524,22875.0,6354030.0
2006-09-22,6847,7559,6838,7286,293132,24368.0,6354030.0
2006-09-25,7218,7408,6838,7068,146704,23637.0,6354030.0
2006-09-26,7075,7408,7028,7220,86115,24145.0,6354030.0
2006-09-27,7256,7360,6847,6992,56206,23383.0,6354030.0
2006-09-28,7180,7180,6856,6896,58019,23065.0,6354030.0
2006-09-29,6856,6896,6746,6773,53910,22652.0,6354030.0
2006-10-02,6707,7009,6707,6887,63726,23033.0,6354030.0
2006-10-04,6707,6989,6707,6801,59537,22747.0,6354030.0
2006-10-09,6910,7023,5781,6193,169842,20714.0,6354030.0
2006-10-10,6199,6551,6189,6270,111928,20968.0,6354030.0
2006-10-11,6351,6465,6161,6326,66365,21159.0,6354030.0
2006-10-12,6323,6541,6323,6535,63150,21858.0,6354030.0
2006-10-13,6645,6683,6503,6525,51028,21826.0,6354030.0
2006-10-16,6527,6971,6527,6859,84249,22938.0,6354030.0
2006-10-17,6947,6985,6465,6641,96567,22207.0,6354030.0
2006-10-18,6703,6703,6474,6687,30282,22366.0,6354030.0
2006-10-19,6607,6824,6598,6611,39620,22112.0,6354030.0
2006-10-20,6627,6722,6607,6650,36732,22239.0,6354030.0
2006-10-23,6645,6824,6569,6641,60509,22207.0,6354030.0
2006-10-24,6655,6776,6578,6611,38472,22112.0,6354030.0
2006-10-25,6694,6694,6512,6555,21741,21921.0,6354030.0
2006-10-26,6474,6578,6465,6555,52369,21921.0,6354030.0
2006-10-27,6484,6645,6484,6650,35743,22239.0,6354030.0
2006-10-30,6655,6683,6569,6668,38220,22303.0,6354030.0
2006-10-31,6650,6838,6631,6839,57900,22875.0,6354030.0
2006-11-01,6856,6942,6697,6839,48231,22875.0,6354030.0
2006-11-02,6856,6933,6746,6839,39842,22875.0,6354030.0
2006-11-03,6914,6914,6762,6801,25850,22747.0,6354030.0
2006-11-06,6800,7038,6746,7039,81699,23542.0,6354030.0
2006-11-07,7123,7209,6989,7029,82655,23510.0,6354030.0
2006-11-08,7009,7180,6933,7029,99586,23510.0,6354030.0
2006-11-09,7028,7114,6876,6877,44835,23002.0,6354030.0
2006-11-10,7028,7198,6971,7039,79109,23542.0,6354030.0
2006-11-13,7038,7123,6847,6896,48783,23065.0,6354030.0
2006-11-14,6885,7028,6876,6935,60736,23192.0,6354030.0
2006-11-15,6971,7018,6933,6982,37232,23351.0,6354030.0
2006-11-16,6980,7019,6885,6887,45321,23033.0,6354030.0
2006-11-17,6989,6989,6847,6925,31058,23160.0,6354030.0
2006-11-20,7009,7018,6885,6935,47612,23192.0,6354030.0
2006-11-21,6896,6962,6780,6839,103710,22875.0,6354030.0
2006-11-22,6746,6876,6688,6820,57366,22811.0,6354030.0
2006-11-23,6796,6814,6645,6668,52931,22303.0,6354030.0
2006-11-24,6631,6856,6631,6764,60397,22620.0,6354030.0
2006-11-27,6762,6923,6762,6877,41028,23002.0,6354030.0
2006-11-28,6838,6905,6717,6868,36062,22970.0,6354030.0
2006-11-29,6814,6852,6712,6734,58062,22525.0,6354030.0
2006-11-30,6838,6838,6727,6801,65185,22747.0,6354030.0
2006-12-01,6800,6829,6754,6764,28542,22620.0,6354030.0
2006-12-04,6664,6747,6645,6650,60148,22239.0,6354030.0
2006-12-05,6645,6712,6455,6525,47824,21826.0,6354030.0
2006-12-06,6522,6578,6342,6545,72274,21890.0,6354030.0
2006-12-07,6645,6645,6418,6431,14797,21508.0,6354030.0
2006-12-08,6427,6551,6247,6316,38741,21127.0,6354030.0
2006-12-11,6209,6294,6151,6203,37137,20746.0,6354030.0
2006-12-12,6199,6227,6057,6080,27336,20333.0,6354030.0
2006-12-13,6009,6265,5980,6260,12669,20937.0,6354030.0
2006-12-14,6170,6408,6170,6383,16107,21350.0,6354030.0
2006-12-15,6379,6551,6379,6403,16917,21413.0,6354030.0
2006-12-18,6398,6512,6285,6440,12412,21540.0,6354030.0
2006-12-19,6455,6474,6342,6421,16427,21477.0,6354030.0
2006-12-20,6389,6455,6379,6412,36789,21445.0,6354030.0
2006-12-21,6455,6484,6389,6450,21557,21572.0,6354030.0
2006-12-22,6446,6551,6389,6431,21635,21508.0,6354030.0
2006-12-26,6427,6427,6084,6270,64429,20968.0,6354030.0
2006-12-27,6094,6151,5990,6117,47032,20460.0,6354030.0
2006-12-28,6038,6075,5943,5975,14786,19983.0,6354030.0
2007-01-02,5924,6057,5676,5680,63649,18999.0,6354030.0
2007-01-03,5600,5866,5600,5785,36464,19348.0,6354030.0
2007-01-04,5790,5885,5667,5719,22776,19126.0,6354030.0
2007-01-05,5639,5706,5439,5472,37139,18300.0,6354030.0
2007-01-08,5372,5581,5372,5557,55156,18586.0,6354030.0
2007-01-09,5553,5620,5477,5510,30697,18427.0,6354030.0
2007-01-10,5487,5505,5220,5395,33433,18045.0,6354030.0
2007-01-11,5296,5401,5296,5348,18838,17887.0,6354030.0
2007-01-12,5354,5449,5354,5452,10656,18236.0,6354030.0
2007-01-15,5410,5696,5410,5690,42348,19030.0,6354030.0
2007-01-16,5715,5715,5421,5604,22158,18744.0,6354030.0
2007-01-17,5601,5601,5458,5481,20859,18331.0,6354030.0
2007-01-18,5477,5563,5477,5538,17739,18522.0,6354030.0
2007-01-19,5525,5525,5354,5481,9551,18331.0,6354030.0
2007-01-22,5421,5421,5220,5415,21019,18109.0,6354030.0
2007-01-23,5259,5401,5259,5310,37293,17760.0,6354030.0
2007-01-24,5487,5487,5259,5339,12803,17855.0,6354030.0
2007-01-25,5335,5449,5316,5395,6746,18045.0,6354030.0
2007-01-26,5316,5487,5249,5253,44152,17569.0,6354030.0
2007-01-29,5563,5563,5305,5424,45654,18141.0,6354030.0
2007-01-30,5421,5657,5354,5472,137364,18300.0,6354030.0
2007-01-31,5572,5572,5430,5472,44252,18300.0,6354030.0
2007-02-01,5514,5572,5458,5510,22817,18427.0,6354030.0
2007-02-02,5467,5581,5467,5585,16781,18681.0,6354030.0
2007-02-05,5525,5639,5525,5528,20407,18490.0,6354030.0
2007-02-06,5505,5600,5467,5594,48188,18713.0,6354030.0
2007-02-07,5591,5639,5534,5567,7624,18617.0,6354030.0
2007-02-08,5600,5630,5487,5567,18286,18617.0,6354030.0
2007-02-09,5514,5600,5467,5567,35921,18617.0,6354030.0
2007-02-12,5563,5600,5534,5594,36341,18713.0,6354030.0
2007-02-13,5667,5667,5563,5633,12596,18840.0,6354030.0
2007-02-14,5667,5667,5563,5633,22872,18840.0,6354030.0
2007-02-15,5620,5686,5572,5643,12502,18871.0,6354030.0
2007-02-16,5639,6446,5639,6450,119641,21572.0,6354030.0
2007-02-20,6474,6541,6123,6365,53137,21286.0,6354030.0
2007-02-21,6380,6455,6218,6346,54648,21222.0,6354030.0
2007-02-22,6285,6551,6275,6326,64642,21159.0,6354030.0
2007-02-23,6209,6419,6084,6088,49969,20365.0,6354030.0
2007-02-26,6260,6999,6184,7001,249523,23415.0,6354030.0
2007-02-27,8044,8044,8044,8046,107227,26909.0,6354030.0
2007-02-28,9248,9248,9248,9252,337920,30944.0,6354030.0
2007-03-02,10635,10635,10635,10639,91495,35583.0,6354030.0
2007-03-05,11129,11298,9039,10069,4408328,33676.0,6354030.0
2007-03-06,9819,10256,8564,9062,2142720,30309.0,6354030.0
2007-03-07,9688,10011,8177,8739,1625425,29229.0,6354030.0
2007-03-08,8830,9305,8412,9309,1946754,31135.0,6354030.0
2007-03-09,9612,9612,8073,8074,1499692,27005.0,6354030.0
2007-03-12,8215,8338,7768,8264,572376,27640.0,6354030.0
2007-03-13,8282,8453,7863,7980,469390,26687.0,6354030.0
2007-03-14,7693,8139,7654,8074,600990,27005.0,6354030.0
2007-03-15,8245,8245,7408,7457,630767,24940.0,6354030.0
2007-03-16,7464,7693,7198,7638,497666,25543.0,6354030.0
2007-03-19,7598,7902,7446,7847,467910,26242.0,6354030.0
2007-03-20,7883,8995,7607,8159,1188836,27291.0,6354030.0
2007-03-21,8262,8415,7768,8102,666448,27100.0,6354030.0
2007-03-22,8357,8472,8006,8141,392514,27227.0,6354030.0
2007-03-23,8262,8719,7788,7789,501472,26052.0,6354030.0
2007-03-26,7740,7959,7702,7923,167032,26496.0,6354030.0
2007-03-27,7940,7978,7788,7847,111113,26242.0,6354030.0
2007-03-28,7807,8073,7759,7865,150419,26306.0,6354030.0
2007-03-29,7959,8415,7921,8169,268990,27322.0,6354030.0
2007-03-30,8338,8453,8053,8169,123002,27322.0,6354030.0
2007-04-02,8357,8586,8129,8569,287761,28657.0,6354030.0
2007-04-03,8832,8975,8490,8493,204724,28403.0,6354030.0
2007-04-04,8491,8491,8102,8112,181095,27132.0,6354030.0
2007-04-05,8129,8291,7883,8132,96619,27195.0,6354030.0
2007-04-06,8111,8330,7978,7980,126119,26687.0,6354030.0
2007-04-09,8072,8681,8072,8236,241046,27545.0,6354030.0
2007-04-10,8260,9467,8260,9470,757236,31675.0,6354030.0
2007-04-11,9686,9686,9020,9129,447509,30531.0,6354030.0
2007-04-12,9125,9628,8878,9442,453628,31580.0,6354030.0
2007-04-13,9647,9647,9115,9338,306682,31230.0,6354030.0
2007-04-16,9308,9402,8908,8986,238941,30055.0,6354030.0
2007-04-17,8928,8985,8586,8586,227742,28720.0,6354030.0
2007-04-18,8586,8927,8472,8806,123276,29451.0,6354030.0
2007-04-19,8623,8918,8072,8226,272804,27513.0,6354030.0
2007-04-20,8320,8396,8225,8397,153108,28085.0,6354030.0
2007-04-23,8414,8852,8414,8853,190089,29610.0,6354030.0
2007-04-24,8925,10160,8640,10163,273340,33994.0,6354030.0
2007-04-25,9799,10978,9799,10372,1339965,34693.0,6354030.0
2007-04-26,10256,10389,9609,10372,502820,34693.0,6354030.0
2007-04-27,10256,11679,9210,9689,2554373,32406.0,6354030.0
2007-04-30,9495,10749,9134,10582,1284540,35392.0,6354030.0
2007-05-02,10829,12158,10772,12159,2032913,40666.0,6354030.0
2007-05-03,12652,13108,11228,11930,2166354,39903.0,6354030.0
2007-05-04,12158,13488,12043,12387,2050218,41428.0,6354030.0
2007-05-07,12822,13392,12557,12805,949140,42826.0,6354030.0
2007-05-08,12822,13601,12632,13013,879213,43525.0,6354030.0
2007-05-09,13013,13716,12708,12918,705997,43207.0,6354030.0
2007-05-10,12917,13506,12746,13013,575777,43525.0,6354030.0
2007-05-11,13012,13487,12347,13262,530299,44351.0,6354030.0
2007-05-14,13447,14187,13048,13774,899952,46067.0,6354030.0
2007-05-15,13769,14321,13105,13679,608733,45749.0,6354030.0
2007-05-16,13659,13849,12974,13413,350204,44859.0,6354030.0
2007-05-17,13218,15042,13162,14325,1259853,47909.0,6354030.0
2007-05-18,14567,14757,13922,14325,593994,47909.0,6354030.0
2007-05-21,14302,14416,13675,14154,349631,47338.0,6354030.0
2007-05-22,14150,14872,13998,14249,641966,47655.0,6354030.0
2007-05-23,14226,14701,13484,14286,496160,47782.0,6354030.0
2007-05-25,13960,14150,13827,14059,299035,47020.0,6354030.0
2007-05-28,14057,14115,13297,13299,399730,44478.0,6354030.0
2007-05-29,13126,13298,12595,12596,417304,42127.0,6354030.0
2007-05-30,12822,13335,12537,12728,264583,42572.0,6354030.0
2007-05-31,13146,13165,12576,12615,220436,42191.0,6354030.0
2007-06-01,12765,12993,12403,12539,220279,41937.0,6354030.0
2007-06-04,12443,12728,11625,11778,223436,39395.0,6354030.0
2007-06-05,11778,11950,11264,11380,262144,38061.0,6354030.0
2007-06-07,11210,11967,11210,11912,212610,39840.0,6354030.0
2007-06-08,11949,12271,11549,12159,153527,40666.0,6354030.0
2007-06-11,12252,12804,12195,12577,177768,42064.0,6354030.0
2007-06-12,12709,12709,12006,12064,148523,40348.0,6354030.0
2007-06-13,12044,12044,11549,11569,161638,38696.0,6354030.0
2007-06-14,11853,11949,11568,11949,110094,39967.0,6354030.0
2007-06-15,11834,12119,11701,12102,106591,40475.0,6354030.0
2007-06-18,12138,12348,11815,12178,256025,40729.0,6354030.0
2007-06-19,12253,12348,11778,11930,162927,39903.0,6354030.0
2007-06-20,11778,11950,11229,11304,216552,37806.0,6354030.0
2007-06-21,11297,11336,11015,11209,117344,37489.0,6354030.0
2007-06-22,11229,11645,11229,11360,105832,37997.0,6354030.0
2007-06-25,11114,11873,11114,11836,132013,39586.0,6354030.0
2007-06-26,11944,11944,11110,11209,111798,37489.0,6354030.0
2007-06-27,11224,11412,10749,10924,102949,36536.0,6354030.0
2007-06-28,10868,11606,10868,11399,107361,38124.0,6354030.0
2007-06-29,11435,12044,11397,11874,201467,39713.0,6354030.0
2007-07-02,12043,12271,11929,11949,153467,39967.0,6354030.0
2007-07-03,12100,12271,11929,12007,78388,40157.0,6354030.0
2007-07-04,12348,12652,12062,12235,208685,40920.0,6354030.0
2007-07-05,12309,12633,12138,12539,154290,41937.0,6354030.0
2007-07-06,12746,13468,12652,12881,187989,43080.0,6354030.0
2007-07-09,13146,13450,12670,12672,206517,42381.0,6354030.0
2007-07-10,12746,13051,12594,12728,88051,42572.0,6354030.0
2007-07-11,12708,13297,12536,13185,124132,44097.0,6354030.0
2007-07-12,13333,14036,13009,13964,348852,46702.0,6354030.0
2007-07-13,14150,14435,13447,13755,200225,46003.0,6354030.0
2007-07-16,13544,13659,13240,13337,125310,44605.0,6354030.0
2007-07-18,13355,13355,13107,13109,101445,43843.0,6354030.0
2007-07-19,13012,13259,12993,13109,67496,43843.0,6354030.0
2007-07-20,13107,13735,13107,13317,69365,44542.0,6354030.0
2007-07-23,13316,13373,12917,12957,94084,43334.0,6354030.0
2007-07-24,13126,13373,12917,13242,101570,44288.0,6354030.0
2007-07-25,13009,13922,13009,13679,90434,45749.0,6354030.0
2007-07-26,13696,13944,13373,13375,75353,44732.0,6354030.0
2007-07-27,13107,13506,12993,13013,80416,43525.0,6354030.0
2007-07-30,12898,13392,12822,12995,40104,43462.0,6354030.0
2007-07-31,12952,13656,12952,13622,127014,45558.0,6354030.0
2007-08-01,13582,13772,13069,13299,95009,44478.0,6354030.0
2007-08-02,13618,14169,13352,13584,147225,45431.0,6354030.0
2007-08-03,13675,14985,13675,14363,162489,48036.0,6354030.0
2007-08-06,14378,15386,14282,14648,153265,48990.0,6354030.0
2007-08-07,14910,15138,14263,14382,64536,48100.0,6354030.0
2007-08-08,14625,14985,14378,14401,62651,48164.0,6354030.0
2007-08-09,14549,14625,13960,14134,60044,47274.0,6354030.0
2007-08-10,13732,14302,13732,13964,44937,46702.0,6354030.0
2007-08-13,13827,14625,13827,14458,61318,48354.0,6354030.0
2007-08-14,14438,14456,13278,13299,171133,44478.0,6354030.0
2007-08-16,12917,13031,12366,12596,149223,42127.0,6354030.0
2007-08-17,12594,13487,12594,13109,54798,43843.0,6354030.0
2007-08-20,13484,14112,13390,14097,112985,47147.0,6354030.0
2007-08-21,13978,14187,13865,14021,33576,46893.0,6354030.0
2007-08-22,14016,14720,14016,14477,89332,48418.0,6354030.0
2007-08-23,14549,14872,14302,14610,57966,48862.0,6354030.0
2007-08-24,14606,14985,14435,14762,53018,49371.0,6354030.0
2007-08-27,15100,15100,14720,14895,52830,49816.0,6354030.0
2007-08-28,14776,15042,14624,14989,59864,50133.0,6354030.0
2007-08-29,14606,14948,14530,14837,37755,49625.0,6354030.0
2007-08-30,14909,15327,14815,15008,59542,50197.0,6354030.0
2007-08-31,15005,15005,14682,14913,27234,49879.0,6354030.0
2007-09-03,14910,14948,14491,14552,52758,48672.0,6354030.0
2007-09-04,14530,14530,14187,14382,60596,48100.0,6354030.0
2007-09-05,14435,14625,14282,14305,50264,47846.0,6354030.0
2007-09-06,14435,14435,13922,14249,39478,47655.0,6354030.0
2007-09-07,14263,14587,14150,14286,27006,47782.0,6354030.0
2007-09-10,14246,14246,13675,13869,28856,46384.0,6354030.0
2007-09-11,13656,14169,13561,13907,26788,46511.0,6354030.0
2007-09-12,13905,13905,13391,13488,51114,45114.0,6354030.0
2007-09-13,13487,13772,13335,13394,29425,44796.0,6354030.0
2007-09-14,13732,14017,13580,13793,43708,46130.0,6354030.0
2007-09-17,13884,13884,13599,13641,10698,45622.0,6354030.0
2007-09-18,13656,13656,13105,13526,39703,45241.0,6354030.0
2007-09-19,13772,13830,13506,13507,32695,45177.0,6354030.0
2007-09-20,13582,13677,13297,13507,12913,45177.0,6354030.0
2007-09-21,13297,13621,13165,13394,30292,44796.0,6354030.0
2007-09-27,13392,13582,13012,13166,49567,44033.0,6354030.0
2007-09-28,13202,13202,12689,13146,48793,43970.0,6354030.0
2007-10-01,13146,13165,12765,12957,45829,43334.0,6354030.0
2007-10-02,12861,13031,12537,12633,82236,42254.0,6354030.0
2007-10-04,12537,12898,11967,12330,91372,41238.0,6354030.0
2007-10-05,12329,12348,11740,11778,78481,39395.0,6354030.0
2007-10-08,11625,12119,11625,11760,73027,39331.0,6354030.0
2007-10-09,11682,11911,11210,11418,114970,38188.0,6354030.0
2007-10-10,11492,12632,11492,12558,94914,42000.0,6354030.0
2007-10-11,12348,12728,12100,12254,45346,40983.0,6354030.0
2007-10-12,12253,12329,11778,11798,40037,39459.0,6354030.0
2007-10-15,11873,11873,11153,11360,75650,37997.0,6354030.0
2007-10-16,11336,11336,10578,10582,86086,35392.0,6354030.0
2007-10-17,10465,11205,10465,10601,74182,35455.0,6354030.0
2007-10-18,10752,11644,10735,11645,66479,38950.0,6354030.0
2007-10-19,11492,11949,11360,11494,29740,38442.0,6354030.0
2007-10-22,10886,11511,10335,11266,27735,37679.0,6354030.0
2007-10-23,11114,11473,11078,11380,37862,38061.0,6354030.0
2007-10-24,11412,11791,11148,11151,35867,37298.0,6354030.0
2007-10-25,11210,11664,11077,11589,44104,38760.0,6354030.0
2007-10-26,11664,12538,11321,11589,67329,38760.0,6354030.0
2007-10-29,11682,12062,11682,11969,48660,40030.0,6354030.0
2007-10-30,12082,12082,11284,11304,41006,37806.0,6354030.0
2007-10-31,11588,12348,11302,11760,95006,39331.0,6354030.0
2007-11-01,11778,11967,11644,11817,56309,39522.0,6354030.0
2007-11-02,11796,11816,11229,11569,38014,38696.0,6354030.0
2007-11-05,11588,11625,11038,11285,40412,37743.0,6354030.0
2007-11-06,11393,11393,10939,11019,27452,36853.0,6354030.0
2007-11-07,11053,11260,10635,11019,54882,36853.0,6354030.0
2007-11-08,10996,10996,10654,10848,23040,36282.0,6354030.0
2007-11-09,10844,10920,10465,10601,27108,35455.0,6354030.0
2007-11-12,10370,10787,9875,10031,41807,33549.0,6354030.0
2007-11-13,9856,10217,9856,10031,7285,33549.0,6354030.0
2007-11-14,10445,10445,10085,10240,12714,34248.0,6354030.0
2007-11-15,10236,10426,10217,10412,6336,34820.0,6354030.0
2007-11-16,10426,10521,9875,10240,10912,34248.0,6354030.0
2007-11-19,10236,10293,9875,10221,6404,34185.0,6354030.0
2007-11-20,9895,10217,9856,10031,19242,33549.0,6354030.0
2007-11-21,9970,10217,9495,9784,15373,32723.0,6354030.0
2007-11-22,9780,10065,9457,9574,22191,32024.0,6354030.0
2007-11-23,9438,9856,9001,9395,15033,31421.0,6354030.0
2007-11-26,9419,9875,9419,9803,21671,32787.0,6354030.0
2007-11-27,9780,9780,9315,9650,11601,32278.0,6354030.0
2007-11-28,9723,9723,9343,9537,9674,31897.0,6354030.0
2007-11-29,10958,10958,10958,10962,27055,36663.0,6354030.0
2007-11-30,12595,12595,12595,12596,24238,42127.0,6354030.0
2007-12-03,12461,13678,11853,11855,303150,39649.0,6354030.0
2007-12-04,11854,12538,11302,11703,147066,39141.0,6354030.0
2007-12-05,11967,12480,11664,11740,119271,39268.0,6354030.0
2007-12-06,11740,11967,11302,11360,80088,37997.0,6354030.0
2007-12-07,11431,11488,10635,10791,103673,36091.0,6354030.0
2007-12-10,10863,10996,10749,10924,30638,36536.0,6354030.0
2007-12-11,10883,11129,10540,10620,38486,35519.0,6354030.0
2007-12-12,10616,10693,10140,10259,37760,34312.0,6354030.0
2007-12-13,10426,10768,10198,10412,18022,34820.0,6354030.0
2007-12-14,10445,10616,10198,10202,27125,34121.0,6354030.0
2007-12-17,10122,10502,9913,10297,21725,34439.0,6354030.0
2007-12-18,10160,10312,9970,10316,13007,34502.0,6354030.0
2007-12-20,10293,10825,10103,10715,24874,35837.0,6354030.0
2007-12-21,10521,10768,10331,10697,33794,35773.0,6354030.0
2007-12-24,10883,10901,10635,10697,34137,35773.0,6354030.0
2007-12-26,10635,10939,10616,10810,12009,36154.0,6354030.0
2007-12-27,10635,10750,10140,10163,40685,33994.0,6354030.0
2007-12-28,10389,10465,9931,10354,17451,34629.0,6354030.0
2008-01-02,10256,10445,10122,10240,13787,34248.0,6354030.0
2008-01-03,10122,10389,9970,10316,15404,34502.0,6354030.0
2008-01-04,10502,10787,10331,10697,38822,35773.0,6354030.0
2008-01-07,10407,10749,10084,10620,21399,35519.0,6354030.0
2008-01-08,10541,10730,10274,10278,14296,34375.0,6354030.0
2008-01-09,10235,10539,10235,10544,10558,35265.0,6354030.0
2008-01-10,10389,10635,10293,10335,18082,34566.0,6354030.0
2008-01-11,10445,10693,10349,10412,39490,34820.0,6354030.0
2008-01-14,10370,10445,10085,10088,25513,33740.0,6354030.0
2008-01-15,10160,10293,10027,10163,32187,33994.0,6354030.0
2008-01-16,9970,10065,9686,9879,29486,33041.0,6354030.0
2008-01-17,9704,10160,9704,9974,7666,33359.0,6354030.0
2008-01-18,9875,10065,9609,9879,14636,33041.0,6354030.0
2008-01-21,9723,10617,9723,9918,10866,33168.0,6354030.0
2008-01-22,9686,9971,9143,9461,34292,31643.0,6354030.0
2008-01-23,9495,9856,9401,9404,28771,31452.0,6354030.0
2008-01-24,10180,10180,9514,9650,15977,32278.0,6354030.0
2008-01-25,9647,9647,9495,9594,19173,32088.0,6354030.0
2008-01-28,9572,9572,9049,9120,40285,30499.0,6354030.0
2008-01-29,9219,9219,9039,9195,25625,30754.0,6354030.0
2008-01-30,9153,9477,9049,9195,8033,30754.0,6354030.0
2008-01-31,9286,9571,8925,9574,30179,32024.0,6354030.0
2008-02-01,9401,9856,9401,9650,7174,32278.0,6354030.0
2008-02-04,10027,11072,9552,10354,50010,34629.0,6354030.0
2008-02-05,10996,10996,10312,10506,16411,35138.0,6354030.0
2008-02-11,10349,10806,10103,10772,21152,36027.0,6354030.0
2008-02-12,10635,11091,10635,10962,18442,36663.0,6354030.0
2008-02-13,11015,11129,10882,11076,14321,37044.0,6354030.0
2008-02-14,11297,11393,10749,11209,33751,37489.0,6354030.0
2008-02-15,10844,11110,10787,11076,14307,37044.0,6354030.0
2008-02-18,11279,11279,10464,10924,19227,36536.0,6354030.0
2008-02-19,10996,10996,10502,10829,16727,36218.0,6354030.0
2008-02-20,10616,10730,10312,10620,13219,35519.0,6354030.0
2008-02-21,10730,10730,10312,10449,8778,34947.0,6354030.0
2008-02-22,10521,10521,10256,10316,3145,34502.0,6354030.0
2008-02-25,10349,11260,10349,10810,19224,36154.0,6354030.0
2008-02-26,10635,11015,10445,10468,16270,35011.0,6354030.0
2008-02-27,10256,11091,10256,10392,10779,34757.0,6354030.0
2008-02-28,10236,10674,10236,10601,18626,35455.0,6354030.0
2008-02-29,10616,10787,10445,10620,22673,35519.0,6354030.0
2008-03-03,10312,10616,10103,10108,10978,33803.0,6354030.0
2008-03-04,10141,10332,9704,9727,23380,32533.0,6354030.0
2008-03-05,9875,9931,9685,9936,11177,33232.0,6354030.0
2008-03-06,9723,10160,9723,10088,5062,33740.0,6354030.0
2008-03-07,9723,10293,9723,9954,6088,33295.0,6354030.0
2008-03-10,9666,10730,9666,10734,61276,35900.0,6354030.0
2008-03-11,10806,11279,10349,10354,134810,34629.0,6354030.0
2008-03-12,10863,11887,10349,11019,488507,36853.0,6354030.0
2008-03-13,11773,12248,10445,10791,324012,36091.0,6354030.0
2008-03-14,11015,11110,10540,11019,101823,36853.0,6354030.0
2008-03-17,11873,12670,11284,11760,960067,39331.0,6354030.0
2008-03-18,11834,12215,11416,12215,242169,40856.0,6354030.0
2008-03-19,12253,12500,11625,11760,170771,39331.0,6354030.0
2008-03-20,11735,11735,11224,11228,99345,37552.0,6354030.0
2008-03-21,11359,12404,11228,12139,366933,40602.0,6354030.0
2008-03-24,12291,12291,11682,11778,121141,39395.0,6354030.0
2008-03-25,11967,12063,11588,11778,98294,39395.0,6354030.0
2008-03-26,11777,12119,11740,11988,111611,40094.0,6354030.0
2008-03-27,12059,13769,12059,13774,1350787,46067.0,6354030.0
2008-03-28,14496,15824,14248,15826,524043,52929.0,6354030.0
2008-03-31,18048,18048,14305,16338,3030134,54645.0,6354030.0
2008-04-01,16409,16428,13884,13888,2054047,46448.0,6354030.0
2008-04-02,13846,14187,12972,13660,1349312,45685.0,6354030.0
2008-04-03,13944,14115,13165,13394,1078948,44796.0,6354030.0
