오리엔트정공(065500),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2008-04-04,13411,13621,13165,13413,430909,44859.0,6354030.0
2008-04-07,13484,14055,13484,13698,612532,45813.0,6354030.0
2008-04-08,13659,13659,12765,12767,412867,42699.0,6354030.0
2008-04-10,12917,14001,12917,13146,819414,43970.0,6354030.0
2008-04-11,13202,13259,12233,12348,380063,41301.0,6354030.0
2008-04-14,12215,12443,11986,12045,122332,40285.0,6354030.0
2008-04-15,12119,12480,12024,12311,121358,41174.0,6354030.0
2008-04-16,12309,12499,11949,12273,133415,41047.0,6354030.0
2008-04-17,12404,12765,12233,12387,140656,41428.0,6354030.0
2008-04-18,12461,12461,11778,11930,169650,39903.0,6354030.0
2008-04-21,11967,13468,11833,13203,391873,44161.0,6354030.0
2008-04-22,13126,13849,12537,12862,618720,43017.0,6354030.0
2008-04-23,12917,13146,12594,12918,157215,43207.0,6354030.0
2008-04-24,12955,13031,12576,12672,112335,42381.0,6354030.0
2008-04-25,12632,12842,12442,12672,73649,42381.0,6354030.0
2008-04-28,12804,12955,12595,12596,64887,42127.0,6354030.0
2008-04-29,12613,12633,11967,12368,66046,41365.0,6354030.0
2008-04-30,12499,12519,12176,12311,34268,41174.0,6354030.0
2008-05-02,12633,12746,12348,12539,68151,41937.0,6354030.0
2008-05-06,12403,12708,12348,12539,41324,41937.0,6354030.0
2008-05-07,12556,13126,12461,12918,141136,43207.0,6354030.0
2008-05-08,12784,13107,12728,12957,98715,43334.0,6354030.0
2008-05-09,13107,13735,13069,13337,197626,44605.0,6354030.0
2008-05-13,13525,14020,13316,13317,239538,44542.0,6354030.0
2008-05-14,13316,13316,12917,13166,103630,44033.0,6354030.0
2008-05-15,13145,13735,13107,13471,109070,45050.0,6354030.0
2008-05-16,13601,13772,13278,13337,110324,44605.0,6354030.0
2008-05-19,13126,13335,12746,12786,97513,42763.0,6354030.0
2008-05-20,12784,12822,12576,12615,46449,42191.0,6354030.0
2008-05-21,12367,13298,12367,12444,59805,41619.0,6354030.0
2008-05-22,12290,12880,12214,12577,77754,42064.0,6354030.0
2008-05-23,12576,12595,12158,12198,63981,40793.0,6354030.0
2008-05-26,12025,12253,11606,11645,96480,38950.0,6354030.0
2008-05-27,11416,11835,11416,11722,77796,39204.0,6354030.0
2008-05-28,11796,11929,11682,11685,43676,39077.0,6354030.0
2008-05-29,11873,11910,11682,11817,26760,39522.0,6354030.0
2008-05-30,11834,12119,11682,11969,44762,40030.0,6354030.0
2008-06-02,11967,12309,11949,11949,35400,39967.0,6354030.0
2008-06-03,12138,12138,11682,11894,31384,39776.0,6354030.0
2008-06-04,11796,12044,11778,11874,27346,39713.0,6354030.0
2008-06-05,11891,12063,11873,11874,19037,39713.0,6354030.0
2008-06-09,11625,11910,11588,11703,31537,39141.0,6354030.0
2008-06-10,11664,11950,11302,11304,48253,37806.0,6354030.0
2008-06-11,11302,11436,11020,11323,43154,37870.0,6354030.0
2008-06-12,10919,11297,10919,11209,44809,37489.0,6354030.0
2008-06-13,11114,11588,11114,11475,35596,38378.0,6354030.0
2008-06-16,11588,11682,11210,11475,25718,38378.0,6354030.0
2008-06-17,11473,11569,11133,11418,11781,38188.0,6354030.0
2008-06-18,11397,11511,11229,11304,11617,37806.0,6354030.0
2008-06-19,11302,11531,11248,11399,38700,38124.0,6354030.0
2008-06-20,11492,11492,11210,11436,17967,38251.0,6354030.0
2008-06-23,11397,11455,11058,11418,15103,38188.0,6354030.0
2008-06-24,11531,11531,11229,11380,28337,38061.0,6354030.0
2008-06-25,11210,11455,11210,11456,19161,38315.0,6354030.0
2008-06-26,11549,11740,11229,11436,26764,38251.0,6354030.0
2008-06-27,11148,11374,11091,11114,21805,37171.0,6354030.0
2008-06-30,11015,11506,11015,11209,18683,37489.0,6354030.0
2008-07-01,11034,11204,10863,10886,19605,36409.0,6354030.0
2008-07-02,11015,11015,10236,10620,22943,35519.0,6354030.0
2008-07-03,10256,10445,9875,9974,26481,33359.0,6354030.0
2008-07-04,9780,10236,9666,9670,16133,32342.0,6354030.0
2008-07-07,9457,9837,9097,9309,42368,31135.0,6354030.0
2008-07-08,9486,9486,9020,9120,47281,30499.0,6354030.0
2008-07-09,9143,9533,9106,9214,23544,30817.0,6354030.0
2008-07-10,8925,9268,8925,9195,20043,30754.0,6354030.0
2008-07-11,9296,9780,8983,9594,41291,32088.0,6354030.0
2008-07-14,9495,10027,9495,9918,29921,33168.0,6354030.0
2008-07-15,9913,9913,9590,9633,22330,32215.0,6354030.0
2008-07-16,9628,9970,9401,9879,13692,33041.0,6354030.0
2008-07-17,9970,10141,9780,9974,25926,33359.0,6354030.0
2008-07-18,9989,10085,9856,9974,11466,33359.0,6354030.0
2008-07-21,10141,10141,9895,10031,35076,33549.0,6354030.0
2008-07-22,10140,10293,9875,10050,15938,33613.0,6354030.0
2008-07-23,10065,10349,9970,10259,28018,34312.0,6354030.0
2008-07-24,10465,10693,10084,10412,40280,34820.0,6354030.0
2008-07-25,10122,10349,10122,10297,14296,34439.0,6354030.0
2008-07-28,10389,10483,10065,10278,13259,34375.0,6354030.0
2008-07-29,9970,10274,9761,9765,35398,32660.0,6354030.0
2008-07-30,9818,10180,9742,9765,14999,32660.0,6354030.0
2008-07-31,9723,10027,9686,9765,14639,32660.0,6354030.0
2008-08-01,9686,9856,9495,9633,14302,32215.0,6354030.0
2008-08-04,9533,9666,9514,9670,14617,32342.0,6354030.0
2008-08-05,9647,9723,9590,9670,9793,32342.0,6354030.0
2008-08-06,9723,9932,9628,9822,4876,32850.0,6354030.0
2008-08-07,9875,9895,9609,9879,15752,33041.0,6354030.0
2008-08-08,9761,9951,9761,9898,7886,33104.0,6354030.0
2008-08-11,9970,10654,9875,10582,44420,35392.0,6354030.0
2008-08-12,10483,10730,10407,10620,22532,35519.0,6354030.0
2008-08-13,10674,10730,10179,10620,15280,35519.0,6354030.0
2008-08-14,10616,10616,9931,10412,46210,34820.0,6354030.0
2008-08-18,10140,10445,10140,10259,11788,34312.0,6354030.0
2008-08-19,10389,10389,9970,10183,6453,34058.0,6354030.0
2008-08-20,10179,10179,9951,10050,10600,33613.0,6354030.0
2008-08-21,9913,10179,9837,10069,23912,33676.0,6354030.0
2008-08-22,10065,10065,9837,10050,34100,33613.0,6354030.0
2008-08-25,10179,10236,9951,10127,21741,33867.0,6354030.0
2008-08-26,10123,10123,9704,9993,13122,33422.0,6354030.0
2008-08-27,9895,10256,9875,10069,28870,33676.0,6354030.0
2008-08-28,10027,10103,9951,9974,21353,33359.0,6354030.0
2008-08-29,10160,10179,9951,10031,11549,33549.0,6354030.0
2008-09-01,9932,9932,9210,9499,26018,31770.0,6354030.0
2008-09-02,9355,9498,8841,8844,36556,29578.0,6354030.0
2008-09-03,8681,8899,8595,8891,42842,29737.0,6354030.0
2008-09-04,8887,9305,8887,9309,10260,31135.0,6354030.0
2008-09-05,9067,9457,9067,9404,13591,31452.0,6354030.0
2008-09-08,9495,9742,9401,9689,24273,32406.0,6354030.0
2008-09-09,9686,9686,9495,9556,8716,31961.0,6354030.0
2008-09-10,9229,9686,9229,9633,8124,32215.0,6354030.0
2008-09-11,9590,9780,9401,9689,15405,32406.0,6354030.0
2008-09-12,9514,9951,9514,9841,33507,32914.0,6354030.0
2008-09-16,8754,9818,8735,9727,53399,32533.0,6354030.0
2008-09-17,9856,9856,9514,9784,18067,32723.0,6354030.0
2008-09-18,9315,9856,9315,9709,7744,32469.0,6354030.0
2008-09-19,9875,10065,9628,9746,23004,32596.0,6354030.0
2008-09-22,9799,9875,9305,9709,7929,32469.0,6354030.0
2008-09-23,9761,9780,9486,9765,11588,32660.0,6354030.0
2008-09-24,9401,9875,9401,9879,16441,33041.0,6354030.0
2008-09-25,9704,10046,9590,9993,10457,33422.0,6354030.0
2008-09-26,10065,10065,9780,9918,11399,33168.0,6354030.0
2008-09-29,9913,9989,9590,9841,9525,32914.0,6354030.0
2008-09-30,9552,9780,9362,9765,35357,32660.0,6354030.0
2008-10-01,9799,9799,9552,9765,13323,32660.0,6354030.0
2008-10-02,9761,9780,9552,9689,6457,32406.0,6354030.0
2008-10-06,9401,9686,9116,9139,14322,30563.0,6354030.0
2008-10-07,8602,9344,8602,9271,8773,31008.0,6354030.0
2008-10-08,9116,9305,8659,9024,29704,30182.0,6354030.0
2008-10-09,8357,9023,8357,8739,13439,29229.0,6354030.0
2008-10-10,8112,8891,7550,7865,41240,26306.0,6354030.0
2008-10-13,7949,8538,7949,8255,36545,27608.0,6354030.0
2008-10-14,8841,8841,8490,8644,14271,28911.0,6354030.0
2008-10-15,8643,8699,8510,8616,18450,28816.0,6354030.0
2008-10-16,7997,8548,7655,7714,44748,25797.0,6354030.0
2008-10-17,8348,8348,7635,8007,11114,26782.0,6354030.0
2008-10-20,7835,8168,7635,7884,17848,26369.0,6354030.0
2008-10-21,8206,8206,7788,7847,15521,26242.0,6354030.0
2008-10-22,7635,8339,7132,7751,16253,25924.0,6354030.0
2008-10-23,7160,7599,6942,6943,17358,23224.0,6354030.0
2008-10-24,7005,7165,5905,5908,57766,19761.0,6354030.0
2008-10-27,5439,6266,5021,5110,58393,17092.0,6354030.0
2008-10-28,4992,5421,4802,5282,104027,17664.0,6354030.0
2008-10-29,5505,5848,4917,5243,60916,17537.0,6354030.0
2008-10-30,5449,6018,5449,6022,65341,20142.0,6354030.0
2008-10-31,6075,6465,6018,6307,36951,21095.0,6354030.0
2008-11-03,6123,6608,6123,6365,41127,21286.0,6354030.0
2008-11-04,6551,6551,6247,6440,19039,21540.0,6354030.0
2008-11-05,6551,6909,6455,6630,54235,22176.0,6354030.0
2008-11-06,6265,6541,5885,6212,34694,20778.0,6354030.0
2008-11-07,5885,6342,5714,6346,24671,21222.0,6354030.0
2008-11-10,6170,6342,6133,6231,32535,20841.0,6354030.0
2008-11-11,6227,6227,5296,6098,33122,20396.0,6354030.0
2008-11-12,6075,6161,5829,6032,18275,20174.0,6354030.0
2008-11-13,5696,6019,5620,5728,37326,19157.0,6354030.0
2008-11-14,5800,5952,5696,5795,41936,19380.0,6354030.0
2008-11-17,5753,5924,5715,5852,18178,19570.0,6354030.0
2008-11-18,5772,5924,5734,5747,24964,19221.0,6354030.0
2008-11-19,5743,5743,4887,5557,80204,18586.0,6354030.0
2008-11-20,5372,5411,4945,5187,22188,17347.0,6354030.0
2008-11-21,5106,5316,4869,5301,29899,17728.0,6354030.0
2008-11-24,5316,5326,5030,5091,23675,17029.0,6354030.0
2008-11-25,5173,5221,4660,4693,51029,15694.0,6354030.0
2008-11-26,4698,4812,4679,4731,31995,15822.0,6354030.0
2008-11-27,4802,5012,4717,4901,35089,16393.0,6354030.0
2008-11-28,4897,5154,4869,4997,15375,16711.0,6354030.0
2008-12-01,5011,5126,4935,4997,24746,16711.0,6354030.0
2008-12-02,4935,4935,4708,4892,27168,16362.0,6354030.0
2008-12-03,4908,5012,4765,4769,20312,15949.0,6354030.0
2008-12-04,4897,4897,4642,4693,32814,15694.0,6354030.0
2008-12-05,4746,4784,4632,4788,10365,16012.0,6354030.0
2008-12-08,4831,5467,4812,5215,45076,17442.0,6354030.0
2008-12-09,5154,5990,5154,5842,80041,19539.0,6354030.0
2008-12-10,5885,6218,5696,6098,53344,20396.0,6354030.0
2008-12-11,6084,6862,6084,6241,80322,20873.0,6354030.0
2008-12-12,6180,6323,5639,5699,34923,19062.0,6354030.0
2008-12-15,5734,5990,5734,5966,21969,19952.0,6354030.0
2008-12-16,6080,6856,6033,6859,158827,22938.0,6354030.0
2008-12-17,7351,7390,6365,6792,143157,22716.0,6354030.0
2008-12-18,6650,7066,6650,6839,74655,22875.0,6354030.0
2008-12-19,6833,6890,6588,6592,27817,22048.0,6354030.0
2008-12-22,6560,6683,6342,6459,37339,21604.0,6354030.0
2008-12-23,6247,6360,6038,6155,32115,20587.0,6354030.0
2008-12-24,5990,6627,5952,6289,45338,21032.0,6354030.0
2008-12-26,6209,6455,5885,6250,22555,20905.0,6354030.0
2008-12-29,5724,6161,5724,5889,20971,19697.0,6354030.0
2008-12-30,5752,6265,5752,6250,30902,20905.0,6354030.0
2009-01-02,6762,7180,6762,7181,64532,24018.0,6354030.0
2009-01-05,8169,8254,7313,7599,344009,25416.0,6354030.0
2009-01-06,7502,7844,7446,7599,95661,25416.0,6354030.0
2009-01-07,7684,7693,7427,7562,80752,25289.0,6354030.0
2009-01-08,7408,7493,7218,7495,43733,25067.0,6354030.0
2009-01-09,7854,7854,7218,7238,63047,24209.0,6354030.0
2009-01-12,7142,7332,7066,7068,29873,23637.0,6354030.0
2009-01-13,6952,7493,6952,7409,65413,24781.0,6354030.0
2009-01-14,7483,8491,7312,8150,304564,27259.0,6354030.0
2009-01-15,7703,7950,6933,6935,184382,23192.0,6354030.0
2009-01-16,6952,7351,6488,7086,109804,23701.0,6354030.0
2009-01-19,7081,7308,6627,6668,79927,22303.0,6354030.0
2009-01-20,6455,6637,6199,6507,78152,21763.0,6354030.0
2009-01-21,6018,6436,6018,6346,34473,21222.0,6354030.0
2009-01-22,6455,6522,6189,6222,31902,20809.0,6354030.0
2009-01-23,6094,6314,5696,5785,23906,19348.0,6354030.0
2009-01-28,5819,6589,5790,5946,58805,19888.0,6354030.0
2009-01-29,6028,6314,6028,6051,36131,20238.0,6354030.0
2009-01-30,5943,6399,5943,6127,33438,20492.0,6354030.0
2009-02-02,6094,6351,5857,6174,23239,20651.0,6354030.0
2009-02-03,6323,6323,5980,6032,27134,20174.0,6354030.0
2009-02-04,6151,6398,6028,6289,70141,21032.0,6354030.0
2009-02-05,6142,6522,6104,6165,76949,20619.0,6354030.0
2009-02-06,6218,6323,6114,6260,20787,20937.0,6354030.0
2009-02-09,6512,6551,6323,6326,57013,21159.0,6354030.0
2009-02-10,6323,6455,6209,6365,30846,21286.0,6354030.0
2009-02-11,6265,6408,6123,6260,46065,20937.0,6354030.0
2009-02-12,6227,6323,6133,6174,35359,20651.0,6354030.0
2009-02-13,6256,6275,5885,6231,107243,20841.0,6354030.0
2009-02-16,6218,6218,6000,6004,115457,20079.0,6354030.0
2009-02-17,5933,5933,5107,5110,498570,17092.0,6354030.0
2009-02-18,4935,5145,4584,4901,99186,16393.0,6354030.0
2009-02-19,4878,5630,4878,5633,622079,18840.0,6354030.0
2009-02-20,5981,6465,5657,5737,602824,19189.0,6354030.0
2009-02-23,5601,5696,4935,5016,340880,16775.0,6354030.0
2009-02-24,4841,4917,4603,4683,158383,15663.0,6354030.0
2009-02-25,4841,4860,4612,4683,148307,15663.0,6354030.0
2009-02-26,4642,4736,4556,4616,108189,15440.0,6354030.0
2009-02-27,4537,4660,4517,4655,84736,15567.0,6354030.0
2009-03-02,4651,4803,4556,4711,65121,15758.0,6354030.0
2009-03-03,4463,4625,4463,4493,78382,15027.0,6354030.0
2009-03-04,4520,4625,4377,4503,262539,15059.0,6354030.0
2009-03-05,4977,4977,4501,4633,232957,12390.0,6354030.0
2009-03-06,4751,5321,4703,5322,166034,14233.0,6354030.0
2009-03-09,5962,6117,5820,6119,1163626,16362.0,6354030.0
2009-03-10,6318,6722,5677,6107,1353654,16330.0,6354030.0
2009-03-11,6176,6473,5950,6119,655274,16362.0,6354030.0
2009-03-12,6152,7031,6010,6189,1984870,16552.0,6354030.0
2009-03-13,6343,6497,5975,6082,467630,16266.0,6354030.0
2009-03-16,6010,6164,5832,6023,430826,16107.0,6354030.0
2009-03-17,6082,6924,6045,6926,869224,18522.0,6354030.0
2009-03-18,7127,7316,6865,7200,657663,19253.0,6354030.0
2009-03-19,7198,7222,6711,6831,430484,18268.0,6354030.0
2009-03-20,6889,6984,6652,6725,145454,17982.0,6354030.0
2009-03-23,6580,6984,6580,6843,247576,18300.0,6354030.0
2009-03-24,7043,7650,6949,7235,548372,19348.0,6354030.0
2009-03-25,7293,7554,7079,7104,285024,18999.0,6354030.0
2009-03-26,7150,7245,6889,7081,278187,18935.0,6354030.0
2009-03-27,7245,7542,7067,7081,365608,18935.0,6354030.0
2009-03-30,7127,7186,6390,6391,285635,17092.0,6354030.0
2009-03-31,6461,6746,6413,6582,265866,17601.0,6354030.0
2009-04-01,6652,7436,6580,6938,802350,18554.0,6354030.0
2009-04-02,7602,7969,7436,7972,335214,21318.0,6354030.0
2009-04-03,8623,8719,7969,7995,872663,21381.0,6354030.0
2009-04-06,8291,8314,7839,8078,335227,21604.0,6354030.0
2009-04-07,8196,8350,7852,8317,295230,22239.0,6354030.0
2009-04-08,8030,8314,7958,8115,195673,21699.0,6354030.0
2009-04-09,8314,8635,8314,8399,319381,22461.0,6354030.0
2009-04-10,8456,8517,7899,8221,329853,21985.0,6354030.0
2009-04-13,8208,8529,8077,8233,520589,22017.0,6354030.0
2009-04-14,8232,9455,7910,9457,1158140,25289.0,6354030.0
2009-04-15,9384,9587,8410,9278,675381,24812.0,6354030.0
2009-04-16,9336,9716,8992,9385,539365,25098.0,6354030.0
2009-04-17,9587,9587,8671,9017,350199,24114.0,6354030.0
2009-04-20,8933,9182,8445,8732,256882,23351.0,6354030.0
2009-04-21,8220,8671,8196,8506,306827,22747.0,6354030.0
2009-04-22,8671,8980,8480,8554,279300,22875.0,6354030.0
2009-04-23,8719,8944,7483,7520,1371185,20111.0,6354030.0
2009-04-24,7614,7816,7127,7283,429157,19475.0,6354030.0
2009-04-27,7376,7744,7293,7556,292312,20206.0,6354030.0
2009-04-28,7614,8125,6746,6772,735528,18109.0,6354030.0
2009-04-29,6865,7198,6771,7127,253368,19062.0,6354030.0
2009-04-30,7293,7293,6889,6961,265866,18617.0,6354030.0
2009-05-04,7103,7696,7079,7366,557535,19697.0,6354030.0
2009-05-06,7554,7578,7281,7318,240981,19570.0,6354030.0
2009-05-07,7127,7198,6936,6997,721345,18713.0,6354030.0
2009-05-08,7031,7352,7007,7295,481291,19507.0,6354030.0
2009-05-11,7127,7305,6782,7176,883211,35195.0,11654030.0
2009-05-12,8244,8244,7590,7614,1968597,37351.0,11654030.0
2009-05-13,7721,7768,7399,7614,648122,37351.0,11654030.0
2009-05-14,7507,7673,7448,7675,426036,37643.0,11654030.0
2009-05-15,7863,7982,7638,7687,547820,37701.0,11654030.0
2009-05-18,7744,7744,7305,7544,271912,37002.0,11654030.0
2009-05-19,7709,7768,7494,7532,315881,36943.0,11654030.0
2009-05-20,7531,7673,7209,7627,412144,37409.0,11654030.0
2009-05-21,7650,7673,7293,7306,259110,35836.0,11654030.0
2009-05-22,7174,7329,7103,7104,302048,34846.0,11654030.0
2009-05-25,7067,7245,6413,6891,267778,33797.0,11654030.0
2009-05-26,6936,6984,6378,6403,480941,31408.0,11654030.0
2009-05-27,6509,6663,6201,6201,264681,30417.0,11654030.0
2009-05-28,6176,6413,5915,6367,219982,31233.0,11654030.0
2009-05-29,6318,6580,6318,6451,128829,31641.0,11654030.0
2009-06-01,6615,6829,6437,6689,132408,32806.0,11654030.0
2009-06-02,6829,7150,6699,6867,334984,33680.0,11654030.0
2009-06-03,6878,7031,6746,6796,143338,33331.0,11654030.0
2009-06-04,6556,6794,6497,6499,114579,31874.0,11654030.0
2009-06-05,6509,6711,6497,6534,75106,32049.0,11654030.0
2009-06-08,6592,6865,6473,6594,106129,32340.0,11654030.0
2009-06-09,6592,6829,6580,6725,144545,32981.0,11654030.0
2009-06-10,6878,6913,6652,6665,123230,32690.0,11654030.0
2009-06-11,6687,6878,6652,6819,108959,33447.0,11654030.0
2009-06-12,6889,7412,6842,7200,426093,35312.0,11654030.0
2009-06-15,7269,7269,7007,7188,161288,35253.0,11654030.0
2009-06-16,7079,7127,6936,7057,80419,34612.0,11654030.0
2009-06-17,7043,7043,6758,6784,125020,33272.0,11654030.0
2009-06-18,6771,6972,6652,6652,73435,32631.0,11654030.0
2009-06-19,6676,6818,6556,6700,64473,32864.0,11654030.0
2009-06-22,6711,7352,6711,7235,396058,35487.0,11654030.0
2009-06-23,6924,7079,6771,6891,165608,33797.0,11654030.0
2009-06-24,6972,7090,6734,6867,88266,33680.0,11654030.0
2009-06-25,6972,7127,6842,7081,183455,34729.0,11654030.0
2009-06-26,7186,7329,6805,6854,454511,33622.0,11654030.0
2009-06-29,6818,6889,6390,6451,269204,31641.0,11654030.0
2009-06-30,6449,7412,6426,7412,2796483,36361.0,11654030.0
2009-07-01,7696,8517,7424,7580,5863088,37176.0,11654030.0
2009-07-02,7733,8327,7578,8007,4140356,39274.0,11654030.0
2009-07-03,7650,8112,7650,8078,1371120,39624.0,11654030.0
2009-07-06,8196,9039,8148,8317,4548676,40789.0,11654030.0
2009-07-07,8244,8765,8065,8304,1927043,40731.0,11654030.0
2009-07-08,8279,8719,8112,8661,2122057,42479.0,11654030.0
2009-07-09,8885,9277,8279,8280,3674346,40614.0,11654030.0
2009-07-10,8338,8433,7578,7746,1528914,37992.0,11654030.0
2009-07-13,7744,8196,7578,8101,1335123,39740.0,11654030.0
2009-07-14,8148,9312,7661,9196,4727927,45101.0,11654030.0
2009-07-15,8908,9408,8707,9029,3819872,44285.0,11654030.0
2009-07-16,9146,9669,8433,8435,3918876,41372.0,11654030.0
2009-07-17,8480,8612,8101,8150,1246111,39973.0,11654030.0
2009-07-20,8267,8517,8089,8257,742531,40498.0,11654030.0
2009-07-21,8398,8908,8314,8566,1666482,42013.0,11654030.0
2009-07-22,8648,8695,8196,8292,881501,40673.0,11654030.0
2009-07-23,8291,8599,8196,8317,509093,40789.0,11654030.0
2009-07-24,8445,8599,8184,8268,687954,40556.0,11654030.0
2009-07-27,8267,8540,8208,8317,559326,40789.0,11654030.0
2009-07-28,8338,8731,8338,8435,784472,41372.0,11654030.0
2009-07-29,8480,8588,7899,7900,787266,38750.0,11654030.0
2009-07-30,8018,8148,7803,7889,358017,38691.0,11654030.0
2009-07-31,7910,7994,7744,7995,441978,39216.0,11654030.0
2009-08-03,7958,8065,7816,8055,247847,39507.0,11654030.0
2009-08-04,8314,8314,7887,7889,500662,38691.0,11654030.0
2009-08-05,7958,8065,7554,7675,461384,37643.0,11654030.0
2009-08-06,7673,7792,7554,7698,324428,37759.0,11654030.0
2009-08-07,7721,7899,7638,7806,355295,38283.0,11654030.0
2009-08-10,7910,7958,7733,7793,247821,38225.0,11654030.0
2009-08-11,7792,7887,7626,7877,456556,38633.0,11654030.0
2009-08-12,7780,7923,7626,7698,277658,37759.0,11654030.0
2009-08-13,7721,7969,7650,7960,420355,39041.0,11654030.0
2009-08-14,7969,8077,7863,8031,408688,39391.0,11654030.0
2009-08-17,7935,8374,7910,8055,495572,39507.0,11654030.0
2009-08-18,7982,8350,7982,8221,463802,40323.0,11654030.0
2009-08-19,8480,8540,8220,8340,596176,40906.0,11654030.0
2009-08-20,8433,9252,8350,9029,2166491,44285.0,11654030.0
2009-08-21,9004,9146,8433,8435,936347,41372.0,11654030.0
2009-08-24,8456,8623,8137,8209,465682,40265.0,11654030.0
2009-08-25,8220,8362,7756,8280,349700,40614.0,11654030.0
2009-08-26,8232,8314,7994,8043,284367,39449.0,11654030.0
2009-08-27,8077,8244,7910,8043,200320,39449.0,11654030.0
2009-08-28,8125,8362,7946,8280,286337,40614.0,11654030.0
2009-08-31,8350,8885,8350,8554,566185,41955.0,11654030.0
2009-09-01,8552,9503,8220,8317,2679701,40789.0,11654030.0
2009-09-02,8267,8731,8125,8304,796730,40731.0,11654030.0
2009-09-03,8267,9491,8244,9100,2263594,44635.0,11654030.0
2009-09-04,9419,10441,9312,10443,2809746,51219.0,11654030.0
2009-09-07,10334,10916,10049,10454,1728872,51278.0,11654030.0
2009-09-08,10608,10952,10476,10740,1406858,52676.0,11654030.0
2009-09-09,10738,11154,10299,10324,1031189,50637.0,11654030.0
2009-09-10,10240,10429,9847,10336,753045,50695.0,11654030.0
2009-09-11,10417,10691,10097,10098,487889,49530.0,11654030.0
2009-09-14,9978,10500,9835,10336,505687,50695.0,11654030.0
2009-09-15,10549,10810,10097,10098,498324,49530.0,11654030.0
2009-09-16,10001,10334,9835,10324,685735,50637.0,11654030.0
2009-09-17,10453,10810,10097,10098,879483,49530.0,11654030.0
2009-09-18,10204,11404,10049,10645,2701669,52210.0,11654030.0
2009-09-21,10691,10964,10322,10443,659313,51219.0,11654030.0
