네오위즈(095660),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2008-01-18,15250,15950,15250,15850,57708,285240.0,8998107.0
2008-01-21,15950,15950,15350,15350,28664,276242.0,8998107.0
2008-01-22,14750,15000,13975,14400,60099,259145.0,8998107.0
2008-01-23,14600,14850,14074,14200,29789,255546.0,8998107.0
2008-01-24,14250,15000,14250,14750,44866,265444.0,8998107.0
2008-01-25,15499,15499,14900,15150,47776,272643.0,8998107.0
2008-01-28,15050,15050,14075,14650,31864,263645.0,8998107.0
2008-01-29,14600,14900,14100,14475,24575,260495.0,8998107.0
2008-01-30,14550,16150,13600,14625,71810,263195.0,8998107.0
2008-01-31,14499,14499,13625,14050,78467,252847.0,8998107.0
2008-02-01,14475,14499,14050,14450,35189,260045.0,8998107.0
2008-02-04,14550,15175,14550,14900,48131,268144.0,8998107.0
2008-02-05,15050,15750,14750,15675,56604,282091.0,8998107.0
2008-02-11,15225,15450,15100,15250,27411,274442.0,8998107.0
2008-02-12,15275,15425,14675,14950,35904,269043.0,8998107.0
2008-02-13,15300,15350,14800,14925,31922,268593.0,8998107.0
2008-02-14,15025,15250,14825,15025,35148,270393.0,8998107.0
2008-02-15,14699,14900,14450,14750,40588,265444.0,8998107.0
2008-02-18,14749,14800,14400,14700,29452,264544.0,8998107.0
2008-02-19,14725,15000,14475,14625,58218,263195.0,8998107.0
2008-02-20,14400,14450,14099,14250,64796,256446.0,8998107.0
2008-02-21,14450,14900,14225,14750,96725,265444.0,8998107.0
2008-02-22,14350,14350,13975,14175,65844,255096.0,8998107.0
2008-02-25,14300,14800,14199,14775,50641,265894.0,8998107.0
2008-02-26,14775,15275,14575,15200,52294,273542.0,8998107.0
2008-02-27,15250,15550,15050,15550,37645,279841.0,8998107.0
2008-02-28,15375,15425,14975,15200,33747,273542.0,8998107.0
2008-02-29,15325,15775,15299,15650,79109,281641.0,8998107.0
2008-03-03,15324,15500,14900,15400,50617,277142.0,8998107.0
2008-03-04,15399,15850,15375,15625,28351,281191.0,8998107.0
2008-03-05,15350,16375,15350,16200,72114,291539.0,8998107.0
2008-03-06,16300,17250,16198,17250,100620,310435.0,8998107.0
2008-03-07,17050,19800,16500,19000,209607,341928.0,8998107.0
2008-03-10,18750,19100,17850,18200,106396,327531.0,8998107.0
2008-03-11,17850,19200,17850,19000,84802,341928.0,8998107.0
2008-03-12,19600,20000,19250,19275,73194,346877.0,8998107.0
2008-03-13,19475,19475,17525,18000,58042,323932.0,8998107.0
2008-03-14,18200,18400,16850,17150,53667,308635.0,8998107.0
2008-03-17,17150,17375,16525,17375,28882,312684.0,8998107.0
2008-03-18,17250,18600,17050,18125,36387,326181.0,8998107.0
2008-03-19,18225,19000,17850,18850,21405,339229.0,8998107.0
2008-03-20,18750,18750,18000,18350,13857,330231.0,8998107.0
2008-03-21,18525,18925,18075,18375,16684,330680.0,8998107.0
2008-03-24,19000,19000,17800,17950,24503,323032.0,8998107.0
2008-03-25,18150,18300,17500,17750,21042,319433.0,8998107.0
2008-03-26,17550,18000,17075,17925,21104,322582.0,8998107.0
2008-03-27,17725,17750,17350,17500,13583,314934.0,8998107.0
2008-03-28,17250,18000,17150,18000,20547,323932.0,8998107.0
2008-03-31,18000,18000,17600,17675,8236,338756.0,9582902.0
2008-04-01,17950,17950,17025,17025,18313,326298.0,9582902.0
2008-04-02,17300,17700,17000,17150,24665,328694.0,9582902.0
2008-04-03,16975,17250,16450,17000,79194,325819.0,9582902.0
2008-04-04,17250,17325,16800,17325,13238,332048.0,9582902.0
2008-04-07,17325,17550,17025,17125,24261,328214.0,9582902.0
2008-04-08,17150,17700,17075,17100,27647,327735.0,9582902.0
2008-04-10,17200,17200,16550,16700,26430,320069.0,9582902.0
2008-04-11,16800,16850,16450,16550,23946,317194.0,9582902.0
2008-04-14,16300,16324,15924,16200,15724,310486.0,9582902.0
2008-04-15,16500,16500,16100,16175,17164,310007.0,9582902.0
2008-04-16,16250,16550,15950,16425,31483,314798.0,9582902.0
2008-04-17,16600,17125,16525,17000,37850,325819.0,9582902.0
2008-04-18,17300,17300,16775,16975,18109,325340.0,9582902.0
2008-04-21,17000,17200,16975,17025,18786,326298.0,9582902.0
2008-04-22,17025,17400,17000,17150,22174,328694.0,9582902.0
2008-04-23,17175,17500,16850,17500,45210,335402.0,9582902.0
2008-04-24,17575,17650,17250,17375,17306,333006.0,9582902.0
2008-04-25,17150,17500,16600,17375,94889,333006.0,9582902.0
2008-04-28,17500,17500,16700,16700,17766,320069.0,9582902.0
2008-04-29,16750,17025,16500,16775,19920,321506.0,9582902.0
2008-04-30,16575,16900,16475,16750,20410,321027.0,9582902.0
2008-05-02,16775,17100,16775,17000,15647,325819.0,9582902.0
2008-05-06,17225,17225,16850,17000,13414,325819.0,9582902.0
2008-05-07,17225,17225,16800,16800,16822,321986.0,9582902.0
2008-05-08,16750,17075,16525,16975,6960,325340.0,9582902.0
2008-05-09,16875,17400,16850,17250,15631,330610.0,9582902.0
2008-05-13,17450,17450,16825,16925,17275,324381.0,9582902.0
2008-05-14,16975,17100,16700,17075,12474,327256.0,9582902.0
2008-05-15,17100,17100,16650,16825,16494,322465.0,9582902.0
2008-05-16,16875,17075,16750,16750,28982,321027.0,9582902.0
2008-05-19,16500,17225,16450,16975,30317,325340.0,9582902.0
2008-05-20,17250,17925,17250,17325,33616,332048.0,9582902.0
2008-05-21,17400,17875,17050,17750,76822,340688.0,9596832.0
2008-05-22,17600,18800,17300,18750,74576,359881.0,9596832.0
2008-05-23,19000,19275,18225,18350,52982,352204.0,9596832.0
2008-05-26,18450,18450,17600,17700,16580,339728.0,9596832.0
2008-05-27,17800,18175,17700,18000,12716,345486.0,9596832.0
2008-05-28,17625,18175,17625,17675,26336,339248.0,9596832.0
2008-05-29,17975,18075,17525,17675,30408,339248.0,9596832.0
2008-05-30,17800,17925,17425,17525,25068,336369.0,9596832.0
2008-06-02,17475,17725,17400,17400,9632,333970.0,9596832.0
2008-06-03,17150,17750,16675,17750,55675,340688.0,9596832.0
2008-06-04,17750,17750,17150,17200,20651,330131.0,9596832.0
2008-06-05,17200,17250,16600,16725,35908,321014.0,9596832.0
2008-06-09,16299,16375,16000,16350,15199,313816.0,9596832.0
2008-06-10,16350,16550,15675,15850,16679,304220.0,9596832.0
2008-06-11,15625,15975,15350,15550,14165,298461.0,9596832.0
2008-06-12,15250,15550,14699,15550,50787,298461.0,9596832.0
2008-06-13,15600,15600,14950,15350,21817,294623.0,9596832.0
2008-06-16,15175,15475,14899,15250,32370,292703.0,9596832.0
2008-06-17,15250,15450,14950,15000,15538,287905.0,9596832.0
2008-06-18,15000,15450,15000,15450,20075,296542.0,9596832.0
2008-06-19,15450,15450,15000,15250,20323,292703.0,9596832.0
2008-06-20,15474,15474,15000,15000,9592,287905.0,9596832.0
2008-06-23,14750,14950,14650,14675,13858,281667.0,9596832.0
2008-06-24,14675,14825,14475,14750,8111,283107.0,9596832.0
2008-06-25,14875,14975,14600,14800,11853,284066.0,9596832.0
2008-06-26,14800,14800,14450,14550,21907,279268.0,9596832.0
2008-06-27,14250,14250,14000,14125,20574,271111.0,9596832.0
2008-06-30,14025,14450,14000,14250,3555,273510.0,9596832.0
2008-07-01,14125,14450,13275,13500,62159,259114.0,9596832.0
2008-07-02,13550,13600,12350,12900,58027,247598.0,9596832.0
2008-07-03,11850,12650,11850,12375,87671,237522.0,9596832.0
2008-07-04,12350,12450,11850,12000,18254,230324.0,9596832.0
2008-07-07,11825,12149,11650,11900,8941,228405.0,9596832.0
2008-07-08,11600,11900,10450,10900,28870,209211.0,9596832.0
2008-07-09,11175,11325,10625,10900,19821,209211.0,9596832.0
2008-07-10,10325,11050,10325,10800,26722,207292.0,9596832.0
2008-07-11,11050,11400,10950,11100,28610,213050.0,9596832.0
2008-07-14,11125,11625,11025,11550,16663,221687.0,9596832.0
2008-07-15,11500,11500,11150,11350,18487,217848.0,9596832.0
2008-07-16,11275,11500,10750,10850,22892,208251.0,9596832.0
2008-07-17,11150,11200,10600,10600,17348,203453.0,9596832.0
2008-07-18,10925,11200,10750,11000,17579,211130.0,9596832.0
2008-07-21,11500,11950,11175,11600,15470,222647.0,9596832.0
2008-07-22,11825,11825,11475,11700,12827,224566.0,9596832.0
2008-07-23,12075,12250,11950,12000,32344,230324.0,9596832.0
2008-07-24,12100,12450,12100,12325,28510,236562.0,9596832.0
2008-07-25,12250,12375,11925,12375,12342,237522.0,9596832.0
2008-07-28,12750,12750,12000,12100,5560,232243.0,9596832.0
2008-07-29,11650,11925,11450,11525,11300,221207.0,9596832.0
2008-07-30,11600,12500,11600,11875,23048,227925.0,9596832.0
2008-07-31,12100,13650,12100,13400,216769,257195.0,9596832.0
2008-08-01,13099,13175,12400,12750,55030,244719.0,9596832.0
2008-08-04,12998,13025,12000,12225,20624,234643.0,9596832.0
2008-08-05,11800,12275,11750,11750,19960,225526.0,9596832.0
2008-08-06,11950,12275,11875,12000,16397,230324.0,9596832.0
2008-08-07,12025,12075,11749,12025,21773,230804.0,9596832.0
2008-08-08,11925,12125,11825,12000,12247,230324.0,9596832.0
2008-08-11,12200,12300,12000,12000,10376,230324.0,9596832.0
2008-08-12,12075,12200,11600,11600,17101,222647.0,9596832.0
2008-08-13,11550,11625,11175,11275,19433,216409.0,9596832.0
2008-08-14,11400,11500,11175,11425,15646,219288.0,9596832.0
2008-08-18,11575,11575,11275,11375,14077,218328.0,9596832.0
2008-08-19,11250,11275,10800,10950,27910,210171.0,9596832.0
2008-08-20,11125,11375,11050,11125,39188,213530.0,9596832.0
2008-08-21,11250,11400,10750,10750,33474,206332.0,9596832.0
2008-08-22,10750,10825,9900,10225,61127,196255.0,9596832.0
2008-08-25,10475,10625,10150,10150,68468,194816.0,9596832.0
2008-08-26,9950,10025,9700,9900,35208,190017.0,9596832.0
2008-08-27,9875,10400,9700,10375,36995,199134.0,9596832.0
2008-08-28,10375,10825,10300,10700,33283,205372.0,9596832.0
2008-08-29,10850,10975,10500,10750,33343,206332.0,9596832.0
2008-09-01,10175,10600,9925,10250,45155,196735.0,9596832.0
2008-09-02,10050,10350,9600,9800,32938,188098.0,9596832.0
2008-09-03,9800,10100,9550,9950,25475,190977.0,9596832.0
2008-09-04,9950,10475,9875,10400,17741,199614.0,9596832.0
2008-09-05,9800,10225,9800,10025,15748,192416.0,9596832.0
2008-09-08,10200,10550,10100,10475,18386,201054.0,9596832.0
2008-09-09,11250,12000,10600,10675,145808,204892.0,9596832.0
2008-09-10,10525,11400,10525,11125,40190,213530.0,9596832.0
2008-09-11,11150,11400,10825,11000,19928,211130.0,9596832.0
2008-09-12,11000,11325,11000,11125,22023,213530.0,9596832.0
2008-09-16,9775,10450,9775,10075,60932,193376.0,9596832.0
2008-09-17,10275,10725,10250,10350,34447,198654.0,9596832.0
2008-09-18,10000,10400,9950,10050,65799,192896.0,9596832.0
2008-09-19,10500,10650,10325,10325,36260,198175.0,9596832.0
2008-09-22,10550,10575,10300,10300,25004,197695.0,9596832.0
2008-09-23,10225,10650,10125,10425,34837,200094.0,9596832.0
2008-09-24,10425,10725,10375,10725,20219,205852.0,9596832.0
2008-09-25,10875,10875,10500,10700,16381,205372.0,9596832.0
2008-09-26,10750,10925,10250,10325,20284,198175.0,9596832.0
2008-09-29,10450,10725,10325,10325,15137,198175.0,9596832.0
2008-09-30,9850,10250,9775,10225,33137,196255.0,9596832.0
2008-10-01,10225,10475,10025,10025,19416,192416.0,9596832.0
2008-10-02,10075,10200,9750,9800,21749,188098.0,9596832.0
2008-10-06,9725,9875,9025,9875,29307,189537.0,9596832.0
2008-10-07,9075,9375,9050,9250,32581,177541.0,9596832.0
2008-10-08,8825,8975,8250,8450,26141,162186.0,9596832.0
2008-10-09,8225,8375,7550,7850,43315,150670.0,9596832.0
2008-10-10,7000,7225,6700,7225,48483,138674.0,9596832.0
2008-10-13,7275,7800,7275,7775,21270,149231.0,9596832.0
2008-10-14,8250,8925,8200,8825,49939,169384.0,9596832.0
2008-10-15,8400,8800,8400,8675,10313,166505.0,9596832.0
2008-10-16,7900,7975,7375,7600,39262,145872.0,9596832.0
2008-10-17,7875,8100,7200,7450,20417,142993.0,9596832.0
2008-10-20,7500,7650,6725,7500,38040,143952.0,9596832.0
2008-10-21,7675,7800,7200,7225,17099,138674.0,9596832.0
2008-10-22,7125,7425,6550,6950,14136,133396.0,9596832.0
2008-10-23,6775,6900,5975,6825,35478,130997.0,9596832.0
2008-10-24,6600,6750,5825,6000,34394,115162.0,9596832.0
2008-10-27,5925,6350,5200,5500,24357,105565.0,9596832.0
2008-10-28,5000,5750,4860,5500,76356,105565.0,9596832.0
2008-10-29,5850,5900,4725,4870,70506,93473.0,9596832.0
2008-10-30,5325,5600,5300,5600,70827,107485.0,9596832.0
2008-10-31,6400,6425,6200,6425,73882,123319.0,9596832.0
2008-11-03,6825,7375,6800,7375,104891,141553.0,9596832.0
2008-11-04,7525,8425,7525,7975,98354,153069.0,9596832.0
2008-11-05,8250,8875,7300,7325,131375,140594.0,9596832.0
2008-11-06,6850,8124,6750,7050,107873,135315.0,9596832.0
2008-11-07,6700,7475,6500,7250,83069,139154.0,9596832.0
2008-11-10,7400,7700,7075,7525,57597,144432.0,9596832.0
2008-11-11,7350,7425,7074,7150,59720,137235.0,9596832.0
2008-11-12,6950,7075,6650,6900,75231,132436.0,9596832.0
2008-11-13,6475,6800,6325,6600,50579,126678.0,9596832.0
2008-11-14,7000,7125,6775,6775,42986,130037.0,9596832.0
2008-11-17,6575,6900,6450,6475,56100,124279.0,9596832.0
2008-11-18,6300,7074,6200,6350,130560,121880.0,9596832.0
2008-11-19,6500,6625,6250,6600,61836,126678.0,9596832.0
2008-11-20,6200,6450,5700,5700,56128,109404.0,9596832.0
2008-11-21,5375,6550,5250,6325,85375,121400.0,9596832.0
2008-11-24,6650,7250,6550,7250,131297,139154.0,9596832.0
2008-11-25,7850,8324,7475,8100,323017,155469.0,9596832.0
2008-11-26,8450,9225,8275,8450,302085,162186.0,9596832.0
2008-11-27,8650,8725,8050,8525,159985,163626.0,9596832.0
2008-11-28,8450,9150,8450,8650,99341,166025.0,9596832.0
2008-12-01,8675,8900,8225,8725,77702,167465.0,9596832.0
2008-12-02,8250,8500,7925,8325,44944,159787.0,9596832.0
2008-12-03,8500,9125,8250,8425,235732,161707.0,9596832.0
2008-12-04,8650,8800,7700,7875,104791,151150.0,9596832.0
2008-12-05,7875,8250,7450,8200,130094,157388.0,9596832.0
2008-12-08,8500,8550,8250,8450,60166,162392.0,9609000.0
2008-12-09,8650,8875,8275,8650,73436,166236.0,9609000.0
2008-12-10,8750,9150,8550,8975,79749,172482.0,9609000.0
2008-12-11,9100,10300,8925,9600,294745,184493.0,9609000.0
2008-12-12,9425,10300,9150,9700,203599,186415.0,9609000.0
2008-12-15,10225,10575,10050,10050,105712,193141.0,9609000.0
2008-12-16,10000,10050,9575,9725,68782,186895.0,9609000.0
2008-12-17,10150,10300,9475,9800,83581,188336.0,9609000.0
2008-12-18,9925,10225,9550,10225,78226,196504.0,9609000.0
2008-12-19,10250,10400,9925,10200,78746,196024.0,9609000.0
2008-12-22,10250,10300,10000,10225,53907,196504.0,9609000.0
2008-12-23,10225,10225,9950,10000,52701,192180.0,9609000.0
2008-12-24,10125,10400,9825,10000,62088,192180.0,9609000.0
2008-12-26,10250,10300,9775,9900,36932,190258.0,9609000.0
2008-12-29,10050,10150,9750,9875,25507,189778.0,9609000.0
2008-12-30,9800,10075,9750,9925,33707,190739.0,9609000.0
2009-01-02,10000,11050,9975,10750,84343,206594.0,9609000.0
2009-01-05,11000,11400,10400,10425,61523,200348.0,9609000.0
2009-01-06,10350,10575,10075,10375,64046,199387.0,9609000.0
2009-01-07,10475,10500,9975,10375,97155,199387.0,9609000.0
2009-01-08,10275,10350,10100,10350,42993,198906.0,9609000.0
2009-01-09,10500,10700,10225,10675,68796,205152.0,9609000.0
2009-01-12,10500,10600,10000,10000,42649,192180.0,9609000.0
2009-01-13,10075,10250,9875,10025,43364,192660.0,9609000.0
2009-01-14,10250,10275,10000,10275,19719,197465.0,9609000.0
2009-01-15,9950,9950,9400,9450,43451,181610.0,9609000.0
2009-01-16,9525,9700,9400,9550,36771,183532.0,9609000.0
2009-01-19,9675,9975,9675,9800,30439,188336.0,9609000.0
2009-01-20,9800,9800,9375,9450,17665,181610.0,9609000.0
2009-01-21,9000,9850,8950,9850,36704,189297.0,9609000.0
2009-01-22,10075,10475,9750,10225,53808,196504.0,9609000.0
2009-01-23,10300,11700,10075,11500,139201,221007.0,9609000.0
2009-01-28,11450,11700,11300,11550,114972,221968.0,9609000.0
2009-01-29,11575,12450,11325,11600,106939,222929.0,9609000.0
2009-01-30,11600,12350,11500,11600,103235,222929.0,9609000.0
2009-02-02,11750,12050,11500,11800,76948,226772.0,9609000.0
2009-02-03,11825,11975,11600,11700,26485,224851.0,9609000.0
2009-02-04,11950,12074,11650,12050,62854,231577.0,9609000.0
2009-02-05,12050,12675,10900,11500,120300,221007.0,9609000.0
2009-02-06,12074,12250,11698,12050,197055,231577.0,9609000.0
2009-02-09,12550,13850,12550,13850,430478,266169.0,9609000.0
2009-02-10,14325,15675,14049,14500,745618,278661.0,9609000.0
2009-02-11,14200,15100,14050,14600,442132,280583.0,9609000.0
2009-02-12,14924,15350,14150,14600,297624,280583.0,9609000.0
2009-02-13,14600,16000,14600,15675,349427,301242.0,9609000.0
2009-02-16,15850,17825,15800,16825,541837,323343.0,9609000.0
2009-02-17,16999,17825,16200,16250,380510,312292.0,9609000.0
2009-02-18,15900,17350,15250,17350,377094,333432.0,9609000.0
2009-02-19,17850,17875,16725,17000,235939,326706.0,9609000.0
2009-02-20,17100,17575,15500,16800,202315,322862.0,9609000.0
2009-02-23,16650,17300,16000,16875,199627,324304.0,9609000.0
2009-02-24,16400,17250,16000,16500,178144,317097.0,9609000.0
2009-02-25,17200,17550,15700,15750,179921,302684.0,9609000.0
2009-02-26,15875,16350,14575,15400,131786,295957.0,9609000.0
2009-02-27,14850,15850,14850,15500,76408,297879.0,9609000.0
2009-03-02,15400,15400,14250,15175,62702,291633.0,9609000.0
2009-03-03,14825,15625,14325,15625,78266,300281.0,9609000.0
2009-03-04,16050,16200,15675,16050,165850,308449.0,9609000.0
2009-03-05,16375,16625,15500,15975,104546,307008.0,9609000.0
2009-03-06,15475,17550,15275,17500,164330,336315.0,9609000.0
2009-03-09,17850,19550,17625,18275,292467,351209.0,9609000.0
2009-03-10,18325,19900,18325,18550,238761,356494.0,9609000.0
2009-03-11,19050,19625,18475,18700,110022,359377.0,9609000.0
2009-03-12,18750,19800,18500,19550,194464,375712.0,9609000.0
2009-03-13,20075,20075,19350,19525,113611,375231.0,9609000.0
2009-03-16,19750,19750,18775,19425,62494,373579.0,9615926.0
2009-03-17,19425,19625,19025,19300,71441,371175.0,9615926.0
