에프엔씨엔터(173940),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2018-05-11,9990,10650,9820,10500,291226,150831.0,14364880.0
2018-05-14,10550,10600,10050,10350,117470,148677.0,14364880.0
2018-05-15,10200,10500,10000,10100,122828,145085.0,14364880.0
2018-05-16,10100,10550,9920,10300,172936,147958.0,14364880.0
2018-05-17,10350,10550,10000,10300,95401,147958.0,14364880.0
2018-05-18,10400,10400,10050,10250,84818,147240.0,14364880.0
2018-05-21,10300,10350,10000,10000,90642,143649.0,14364880.0
2018-05-23,9990,10050,9640,9730,113327,139770.0,14364880.0
2018-05-24,9860,10450,9750,10450,193690,150113.0,14364880.0
2018-05-25,10450,10600,9550,10600,153312,152268.0,14364880.0
2018-05-28,10400,10750,10250,10500,254668,150831.0,14364880.0
2018-05-29,10500,11700,10300,11000,818782,158014.0,14364880.0
2018-05-30,11100,11500,10500,10700,455901,153704.0,14364880.0
2018-05-31,10800,11600,10750,11000,679501,158014.0,14364880.0
2018-06-01,10900,11050,10350,10500,255145,150831.0,14364880.0
2018-06-04,10500,10800,10400,10450,176581,150113.0,14364880.0
2018-06-05,10600,10700,10050,10050,159238,144367.0,14364880.0
2018-06-07,10150,10300,9800,10000,155514,143649.0,14364880.0
2018-06-08,10000,10200,9810,9820,103269,141063.0,14364880.0
2018-06-11,9980,10150,9880,9980,80253,143362.0,14364880.0
2018-06-12,10000,10150,9840,9950,64644,142931.0,14364880.0
2018-06-14,9840,10100,9800,9900,53004,142212.0,14364880.0
2018-06-15,9820,9900,9380,9400,159551,135030.0,14364880.0
2018-06-18,9400,9580,8920,9080,109572,130433.0,14364880.0
2018-06-19,9090,9340,8990,9000,44429,129284.0,14364880.0
2018-06-20,8940,9250,8900,9080,31193,130433.0,14364880.0
2018-06-21,8970,10100,8970,9920,320199,142500.0,14364880.0
2018-06-22,10050,10400,9430,9530,166268,136897.0,14364880.0
2018-06-25,9530,9810,9300,9360,85242,134455.0,14364880.0
2018-06-26,9200,9440,9150,9370,41298,134599.0,14364880.0
2018-06-27,9390,9580,9220,9380,61103,134743.0,14364880.0
2018-06-28,9460,9460,9110,9130,50826,131151.0,14364880.0
2018-06-29,9000,9480,8970,9110,43464,130864.0,14364880.0
2018-07-02,9050,9120,8160,8500,95813,122101.0,14364880.0
2018-07-03,8550,8750,8200,8410,63880,120809.0,14364880.0
2018-07-04,8300,8650,8300,8380,49957,120378.0,14364880.0
2018-07-05,8470,8550,8290,8490,31545,121958.0,14364880.0
2018-07-06,8360,8520,8260,8470,42693,121671.0,14364880.0
2018-07-09,8470,8690,8470,8590,31345,123394.0,14364880.0
2018-07-10,8500,8860,8500,8780,38784,126124.0,14364880.0
2018-07-11,8820,8820,8530,8610,37040,123682.0,14364880.0
2018-07-12,8340,8780,8310,8740,52270,125549.0,14364880.0
2018-07-13,8740,9770,8700,9290,251859,133450.0,14364880.0
2018-07-16,9360,9650,9250,9250,132210,132875.0,14364880.0
2018-07-17,9300,9320,9070,9100,45888,130720.0,14364880.0
2018-07-18,9100,9160,8720,8900,73578,127847.0,14364880.0
2018-07-19,8730,8960,8350,8560,78506,122963.0,14364880.0
2018-07-20,8550,8680,8320,8360,41077,120090.0,14364880.0
2018-07-23,8380,8460,8000,8000,55866,114919.0,14364880.0
2018-07-24,7950,8370,7950,8200,42887,117792.0,14364880.0
2018-07-25,8200,8280,7950,8000,52388,114919.0,14364880.0
2018-07-26,8200,8300,8050,8300,27285,119229.0,14364880.0
2018-07-27,8240,8330,8030,8240,35877,118367.0,14364880.0
2018-07-30,8410,8410,8090,8090,62474,116212.0,14364880.0
2018-07-31,8290,8290,8080,8090,39383,116212.0,14364880.0
2018-08-01,8170,8690,8110,8520,94365,122389.0,14364880.0
2018-08-02,8590,8720,8400,8530,49185,122532.0,14364880.0
2018-08-03,8730,8730,8520,8650,37722,124256.0,14364880.0
2018-08-06,8600,8880,8460,8660,44540,124400.0,14364880.0
2018-08-07,8770,8790,8550,8630,24657,123969.0,14364880.0
2018-08-08,8750,8750,8660,8680,31451,124687.0,14364880.0
2018-08-09,8800,9160,8710,9050,99444,130002.0,14364880.0
2018-08-10,9000,9250,9000,9080,125622,130433.0,14364880.0
2018-08-13,9080,9150,8750,8840,76376,126986.0,14364880.0
2018-08-14,8710,9000,8710,8870,28025,127416.0,14364880.0
2018-08-16,8890,8960,8750,8910,34136,127991.0,14364880.0
2018-08-17,8940,9360,8940,9280,137320,133306.0,14364880.0
2018-08-20,9440,9540,9300,9420,96744,135317.0,14364880.0
2018-08-21,9500,9590,9410,9580,80188,137616.0,14364880.0
2018-08-22,9460,9590,9430,9490,57925,136323.0,14364880.0
2018-08-23,9490,9710,9440,9490,75168,136323.0,14364880.0
2018-08-24,9560,9840,9470,9590,71243,137759.0,14364880.0
2018-08-27,9700,9900,9460,9590,95803,137759.0,14364880.0
2018-08-28,9750,9750,9510,9530,53052,136897.0,14364880.0
2018-08-29,9720,9720,9330,9410,37557,135174.0,14364880.0
2018-08-30,9500,9670,9420,9470,35616,136035.0,14364880.0
2018-08-31,9400,9540,9330,9470,58241,136035.0,14364880.0
2018-09-03,9550,9550,9380,9450,39362,135748.0,14364880.0
2018-09-04,9400,9540,9390,9400,41817,135030.0,14364880.0
2018-09-05,9500,9500,9380,9400,37076,135030.0,14364880.0
2018-09-06,9460,9460,9100,9240,59390,132731.0,14364880.0
2018-09-07,9240,9410,9120,9390,44560,134886.0,14364880.0
2018-09-10,9460,9550,9300,9410,42625,135174.0,14364880.0
2018-09-11,9310,9470,9210,9460,34413,135892.0,14364880.0
2018-09-12,9500,9820,9460,9550,127624,137185.0,14364880.0
2018-09-13,9560,9640,9430,9500,35832,136466.0,14364880.0
2018-09-14,9500,9530,9390,9440,38961,135604.0,14364880.0
2018-09-17,9530,9530,9300,9360,38217,134455.0,14364880.0
2018-09-18,9360,9360,9010,9150,29276,131439.0,14364880.0
2018-09-19,9550,9550,9110,9110,55355,130864.0,14364880.0
2018-09-20,9110,9260,9020,9160,34449,131582.0,14364880.0
2018-09-21,9350,9350,9100,9160,33796,131582.0,14364880.0
2018-09-27,9160,9210,8910,9030,44546,129715.0,14364880.0
2018-09-28,9080,9080,8770,8910,48073,127991.0,14364880.0
2018-10-01,8910,9130,8730,9130,61298,131151.0,14364880.0
2018-10-02,9260,9290,8980,9060,53493,130146.0,14364880.0
2018-10-04,9100,9470,9030,9410,149271,135174.0,14364880.0
2018-10-05,9400,9510,9150,9170,74899,131726.0,14364880.0
2018-10-08,9100,9170,8380,8380,89746,120378.0,14364880.0
2018-10-10,8410,8500,8000,8000,62963,114919.0,14364880.0
2018-10-11,7410,7900,7250,7250,118304,104145.0,14364880.0
2018-10-12,7070,7600,7070,7500,64203,107737.0,14364880.0
2018-10-15,7500,7700,7380,7450,25612,107018.0,14364880.0
2018-10-16,7350,7580,7350,7540,30809,108311.0,14364880.0
2018-10-17,7610,7920,7610,7900,53277,113483.0,14364880.0
2018-10-18,7980,8250,7770,7800,30410,112046.0,14364880.0
2018-10-19,7790,7850,7300,7840,28304,112621.0,14364880.0
2018-10-22,7820,8010,7710,7840,17320,112621.0,14364880.0
2018-10-23,7810,7950,7450,7570,39845,108742.0,14364880.0
2018-10-24,7790,7790,6870,6880,125712,98830.0,14364880.0
2018-10-25,6560,7000,6560,6840,53762,98256.0,14364880.0
2018-10-26,6900,7080,6500,6550,38929,94090.0,14364880.0
2018-10-29,6420,7050,6000,6000,64680,86189.0,14364880.0
2018-10-30,5620,6390,5610,6320,78035,90786.0,14364880.0
2018-10-31,6250,6550,6250,6440,17055,92510.0,14364880.0
2018-11-01,6440,6840,6440,6610,28194,94952.0,14364880.0
2018-11-02,6640,6920,6640,6870,27385,98687.0,14364880.0
2018-11-05,6950,6990,6700,6780,16992,97394.0,14364880.0
2018-11-06,6780,6940,6680,6780,13688,97394.0,14364880.0
2018-11-07,6810,7050,6650,6700,55218,96245.0,14364880.0
2018-11-08,6940,6940,6820,6910,15471,99261.0,14364880.0
2018-11-09,6990,6990,6740,6850,16290,98399.0,14364880.0
2018-11-12,6840,6920,6710,6720,16124,96532.0,14364880.0
2018-11-13,6540,6690,6480,6620,19783,95096.0,14364880.0
2018-11-14,6560,6980,6560,6750,30668,96963.0,14364880.0
2018-11-15,6750,7380,6750,7110,150848,102134.0,14364880.0
2018-11-16,7110,7350,7040,7300,34740,104864.0,14364880.0
2018-11-19,7300,7400,7050,7210,43337,103571.0,14364880.0
2018-11-20,7120,7500,7090,7150,68682,102709.0,14364880.0
2018-11-21,7150,7190,6890,7140,30600,102565.0,14364880.0
2018-11-22,7170,7650,7140,7590,78323,109029.0,14364880.0
2018-11-23,7690,8600,7620,8080,924240,116068.0,14364880.0
2018-11-26,8150,9980,8130,9180,2892617,131870.0,14364880.0
2018-11-27,9150,9370,8810,8950,434841,128566.0,14364880.0
2018-11-28,8800,9160,8710,8950,284956,128566.0,14364880.0
2018-11-29,9080,9110,8570,8680,180571,124687.0,14364880.0
2018-11-30,8600,8780,8350,8470,115079,121671.0,14364880.0
2018-12-03,8510,8620,8350,8600,77518,123538.0,14364880.0
2018-12-04,8690,8690,8400,8580,49666,123251.0,14364880.0
2018-12-05,8360,8570,8270,8280,61394,118941.0,14364880.0
2018-12-06,8280,8380,7890,7890,76759,113339.0,14364880.0
2018-12-07,7920,8190,7890,8180,49205,117505.0,14364880.0
2018-12-10,8080,8080,7690,7850,83616,112764.0,14364880.0
2018-12-11,7850,8020,7700,7700,45025,110610.0,14364880.0
2018-12-12,7670,7930,7670,7910,43308,113626.0,14364880.0
2018-12-13,7810,8020,7800,8020,35579,115206.0,14364880.0
2018-12-14,8020,8020,7610,7680,43120,110322.0,14364880.0
2018-12-17,7710,7770,7250,7370,63460,105869.0,14364880.0
2018-12-18,7190,7670,7190,7660,34882,110035.0,14364880.0
2018-12-19,7660,7820,7600,7760,25807,111471.0,14364880.0
2018-12-20,7760,7780,7520,7650,20908,109891.0,14364880.0
2018-12-21,7540,7730,7500,7500,21745,107737.0,14364880.0
2018-12-24,7410,7860,7410,7760,38820,111471.0,14364880.0
2018-12-26,7610,7850,7600,7840,30691,112621.0,14364880.0
2018-12-27,8000,8170,7830,7910,39800,113626.0,14364880.0
2018-12-28,7990,7990,7810,7890,22264,113339.0,14364880.0
2019-01-02,8000,8610,8000,8480,195383,121814.0,14364880.0
2019-01-03,8430,8620,7800,8070,110724,115925.0,14364880.0
2019-01-04,8020,8230,7710,8230,76443,118223.0,14364880.0
2019-01-07,8250,8690,8230,8640,97739,124113.0,14364880.0
2019-01-08,8750,9420,8730,9200,486097,132157.0,14364880.0
2019-01-09,9250,9300,8950,9120,133385,131008.0,14364880.0
2019-01-10,9170,9200,8800,8900,97932,127847.0,14364880.0
2019-01-11,9000,9150,8930,9070,83901,130289.0,14364880.0
2019-01-14,9180,9350,8950,9340,163012,134168.0,14364880.0
2019-01-15,9380,9590,9210,9300,104518,133593.0,14364880.0
2019-01-16,9310,9360,9120,9350,85882,134312.0,14364880.0
2019-01-17,9370,9460,9160,9380,81047,134743.0,14364880.0
2019-01-18,9380,9630,9220,9610,177017,138046.0,14364880.0
2019-01-21,9700,9850,9400,9450,110435,135748.0,14364880.0
2019-01-22,9320,9340,8850,9160,173850,131582.0,14364880.0
2019-01-23,9280,9680,9150,9150,321308,131439.0,14364880.0
2019-01-24,9080,9170,8720,9000,200945,129284.0,14364880.0
2019-01-25,9050,9050,8900,8990,54430,129140.0,14364880.0
2019-01-28,8950,8950,8740,8850,73566,127129.0,14364880.0
2019-01-29,8880,8910,8750,8830,41504,126842.0,14364880.0
2019-01-30,8870,9100,8870,8920,49771,128135.0,14364880.0
2019-01-31,8910,9040,8720,8930,48461,128278.0,14364880.0
2019-02-01,9020,9030,8670,8690,91708,124831.0,14364880.0
2019-02-07,8600,8740,8560,8680,59152,124687.0,14364880.0
2019-02-08,8660,8940,8560,8850,55376,127129.0,14364880.0
2019-02-11,8990,9450,8890,9370,246702,134599.0,14364880.0
2019-02-12,9320,9410,9200,9250,70012,132875.0,14364880.0
2019-02-13,9380,9480,9180,9200,88353,132157.0,14364880.0
2019-02-14,9160,9350,9130,9190,58729,132013.0,14364880.0
2019-02-15,9150,9270,8980,9040,38006,129859.0,14364880.0
2019-02-18,9090,9540,9090,9540,197500,137041.0,14364880.0
2019-02-19,9540,9730,9360,9700,176042,139339.0,14364880.0
2019-02-20,9780,9780,9500,9590,78351,137759.0,14364880.0
2019-02-21,9550,9590,9100,9210,106185,132301.0,14364880.0
2019-02-22,9170,9370,9140,9210,50260,132301.0,14364880.0
2019-02-25,9290,10550,9290,10250,979041,147240.0,14364880.0
2019-02-26,10250,10700,10000,10300,413459,147958.0,14364880.0
2019-02-27,10300,10600,9980,10150,172379,145804.0,14364880.0
2019-02-28,10150,10150,9710,9740,154664,139914.0,14364880.0
2019-03-04,9850,10150,9710,10100,129218,145085.0,14364880.0
2019-03-05,10100,10150,9810,9900,90950,142212.0,14364880.0
2019-03-06,9870,10650,9870,10400,217732,149395.0,14364880.0
2019-03-07,10400,10450,9990,10100,117232,145085.0,14364880.0
2019-03-08,9920,10250,9860,10250,116193,147240.0,14364880.0
2019-03-11,9940,10050,8850,9110,675675,130864.0,14364880.0
2019-03-12,9110,9210,8640,8650,263229,124256.0,14364880.0
2019-03-13,8650,8850,8480,8830,159450,126842.0,14364880.0
2019-03-14,8650,8750,8530,8650,92670,124256.0,14364880.0
2019-03-15,8500,8550,7910,7970,316441,114488.0,14364880.0
2019-03-18,7970,8100,7970,8050,86341,115637.0,14364880.0
2019-03-19,8000,8120,7970,8020,64181,115206.0,14364880.0
2019-03-20,8020,8140,7840,8050,107754,115637.0,14364880.0
2019-03-21,7910,7980,7850,7860,73762,112908.0,14364880.0
2019-03-22,7840,8180,7840,8160,56342,117217.0,14364880.0
2019-03-25,8150,8190,8000,8080,41891,116068.0,14364880.0
2019-03-26,8110,8170,8050,8110,44597,116499.0,14364880.0
2019-03-27,8110,8290,8080,8220,55738,118079.0,14364880.0
2019-03-28,8260,8290,8080,8210,53145,117936.0,14364880.0
2019-03-29,8210,8480,8120,8450,59714,121383.0,14364880.0
2019-04-01,8430,8430,8270,8400,36964,120665.0,14364880.0
2019-04-02,8400,8480,8260,8430,40635,121096.0,14364880.0
2019-04-03,8430,8530,8380,8520,41978,122389.0,14364880.0
2019-04-04,8440,8480,8320,8470,51794,121671.0,14364880.0
2019-04-05,8450,8480,8330,8460,32707,121527.0,14364880.0
2019-04-08,8360,8550,8360,8420,34017,120952.0,14364880.0
2019-04-09,8430,8530,8370,8500,33243,122101.0,14364880.0
2019-04-10,8490,8520,8440,8520,16015,122389.0,14364880.0
2019-04-11,8520,8620,8500,8620,77188,123825.0,14364880.0
2019-04-12,8550,8820,8550,8780,81676,126124.0,14364880.0
2019-04-15,8780,8800,8690,8700,32631,124974.0,14364880.0
2019-04-16,8700,8730,8550,8650,31501,124256.0,14364880.0
2019-04-17,8650,9080,8650,9000,186466,129284.0,14364880.0
2019-04-18,9050,9270,8900,9040,154308,129859.0,14364880.0
2019-04-19,8990,9090,8960,9010,48304,129428.0,14364880.0
2019-04-22,9010,9230,9000,9230,76996,132588.0,14364880.0
2019-04-23,9230,9360,9130,9360,60604,134455.0,14364880.0
2019-04-24,9330,9470,9260,9460,87142,135892.0,14364880.0
2019-04-25,9460,9460,9000,9000,99413,129284.0,14364880.0
2019-04-26,9000,9000,8730,8850,67254,127129.0,14364880.0
2019-04-29,8930,8930,8660,8840,41842,126986.0,14364880.0
2019-04-30,8730,8970,8730,8950,29043,128566.0,14364880.0
2019-05-02,8930,8960,8760,8850,30687,127129.0,14364880.0
2019-05-03,8870,8880,8760,8870,24469,127416.0,14364880.0
2019-05-07,8850,9100,8590,9010,72854,129428.0,14364880.0
2019-05-08,8970,9380,8880,9350,121494,134312.0,14364880.0
2019-05-09,9380,9390,9000,9000,68447,129284.0,14364880.0
2019-05-10,9040,9170,8800,8930,38132,128278.0,14364880.0
2019-05-13,8930,9030,8770,8810,27574,126555.0,14364880.0
2019-05-14,8690,8790,8570,8750,37719,125693.0,14364880.0
2019-05-15,8810,8830,8710,8780,16867,126124.0,14364880.0
2019-05-16,8800,8850,8300,8590,50460,123394.0,14364880.0
2019-05-17,8590,8730,8490,8580,25220,123251.0,14364880.0
2019-05-20,8630,8810,8590,8760,45165,125836.0,14364880.0
2019-05-21,8710,9350,8700,9290,138816,133450.0,14364880.0
2019-05-22,9290,9370,9000,9130,92211,131151.0,14364880.0
2019-05-23,9070,9080,8400,8550,118292,122820.0,14364880.0
2019-05-24,8430,8530,7950,8300,178228,119229.0,14364880.0
2019-05-27,8200,8280,7820,8030,59892,115350.0,14364880.0
2019-05-28,8030,8180,8030,8060,24467,115781.0,14364880.0
2019-05-29,7960,8060,7830,7840,31123,112621.0,14364880.0
2019-05-30,7860,8040,7800,7990,39084,114775.0,14364880.0
2019-05-31,7990,8050,7960,8020,8009,115206.0,14364880.0
2019-06-03,7930,8050,7930,8030,20542,115350.0,14364880.0
2019-06-04,8080,8170,8030,8030,8604,115350.0,14364880.0
2019-06-05,8050,8190,7960,8100,13760,116356.0,14364880.0
2019-06-07,8100,8180,8030,8030,23658,115350.0,14364880.0
2019-06-10,8130,8160,8050,8050,13414,115637.0,14364880.0
2019-06-11,8000,8140,7990,8090,21404,116212.0,14364880.0
2019-06-12,8090,8180,8010,8180,23754,117505.0,14364880.0
2019-06-13,8200,8430,8180,8240,41033,118367.0,14364880.0
2019-06-14,8160,8260,8100,8230,19733,118223.0,14364880.0
2019-06-17,8230,8280,8100,8250,10968,118510.0,14364880.0
2019-06-18,8140,8270,8110,8150,12802,117074.0,14364880.0
2019-06-19,8150,8290,8080,8210,14543,117936.0,14364880.0
2019-06-20,8350,8350,8150,8210,11559,117936.0,14364880.0
2019-06-21,8350,8380,8120,8200,24284,117792.0,14364880.0
2019-06-24,8320,8320,7930,8040,30097,115494.0,14364880.0
2019-06-25,8090,8090,7780,7850,37479,112764.0,14364880.0
2019-06-26,7850,7850,7630,7740,35616,111184.0,14364880.0
2019-06-27,7780,7800,7710,7750,8939,111328.0,14364880.0
2019-06-28,7720,7830,7640,7640,6765,109748.0,14364880.0
2019-07-01,7450,7950,7450,7640,11685,109748.0,14364880.0
2019-07-02,7640,7910,7620,7820,12141,112333.0,14364880.0
2019-07-03,7800,7890,7650,7660,3247,110035.0,14364880.0
2019-07-04,7700,7790,7620,7730,4504,111041.0,14364880.0
2019-07-05,7630,7800,7630,7800,8963,112046.0,14364880.0
2019-07-08,7840,7860,7160,7570,16109,108742.0,14364880.0
2019-07-09,7430,7700,7390,7660,5862,110035.0,14364880.0
2019-07-10,7780,7780,7570,7570,3567,108742.0,14364880.0
2019-07-11,7680,7780,7510,7670,2617,110179.0,14364880.0
2019-07-12,7600,7760,7600,7700,6752,110610.0,14364880.0
2019-07-15,7750,7750,7600,7630,3079,109604.0,14364880.0
2019-07-16,7510,7630,7510,7620,8771,109460.0,14364880.0
2019-07-17,7370,7720,7370,7620,8215,109460.0,14364880.0
2019-07-18,7680,7680,7320,7320,3218,105151.0,14364880.0
2019-07-19,7680,7680,7460,7570,4659,108742.0,14364880.0
2019-07-22,7590,7630,7310,7570,5380,108742.0,14364880.0
2019-07-23,7570,7630,7390,7460,6788,107162.0,14364880.0
2019-07-24,7460,7620,7330,7390,3965,106156.0,14364880.0
2019-07-25,7400,7530,7040,7350,22972,105582.0,14364880.0
2019-07-26,7340,7340,7070,7070,7692,101560.0,14364880.0
2019-07-29,7020,7250,6720,6830,21272,98112.0,14364880.0
2019-07-30,6560,6930,6560,6690,11310,96101.0,14364880.0
2019-07-31,6510,6890,6510,6790,11066,97538.0,14364880.0
2019-08-01,6800,6850,6730,6790,6754,97538.0,14364880.0
2019-08-02,6800,6800,6580,6770,10684,97250.0,14364880.0
2019-08-05,6580,6750,6160,6730,28101,96676.0,14364880.0
2019-08-06,6450,6650,6050,6060,36148,87051.0,14364880.0
2019-08-07,6040,6400,6020,6190,10219,88919.0,14364880.0
2019-08-08,6140,6420,6140,6400,14771,91935.0,14364880.0
2019-08-09,6250,6700,6250,6670,13248,95814.0,14364880.0
2019-08-12,6670,6800,6620,6690,7150,96101.0,14364880.0
2019-08-13,6670,6670,6500,6650,3961,95526.0,14364880.0
2019-08-14,6780,6850,6570,6680,10496,95957.0,14364880.0
2019-08-16,6500,6800,6450,6720,28099,96532.0,14364880.0
2019-08-19,6790,6800,6670,6770,6150,97250.0,14364880.0
2019-08-20,6860,6860,6710,6760,6064,97107.0,14364880.0
2019-08-21,6800,6880,6760,6860,6295,98543.0,14364880.0
2019-08-22,6800,6980,6800,6930,5878,99549.0,14364880.0
2019-08-23,6800,6940,6740,6890,3612,98974.0,14364880.0
2019-08-26,6730,6840,6620,6620,2209,95096.0,14364880.0
2019-08-27,6540,6840,6540,6620,6603,95096.0,14364880.0
2019-08-28,6770,6780,6450,6720,3384,96532.0,14364880.0
2019-08-29,6750,7070,6750,7000,19544,100554.0,14364880.0
2019-08-30,7160,7160,6890,6960,4879,99980.0,14364880.0
2019-09-02,6960,7150,6920,7010,3413,100698.0,14364880.0
2019-09-03,7200,7200,6890,7120,7158,102278.0,14364880.0
2019-09-04,7180,7180,6980,7100,2364,101991.0,14364880.0
2019-09-05,7100,7100,6950,7030,6241,100985.0,14364880.0
2019-09-06,7030,7030,6890,6900,9521,99118.0,14364880.0
2019-09-09,6990,7050,6900,6990,8592,100411.0,14364880.0
2019-09-10,6860,7010,6860,7000,7906,100554.0,14364880.0
2019-09-11,7000,7050,6910,7000,6244,100554.0,14364880.0
2019-09-16,6990,7140,6920,7080,12801,101703.0,14364880.0
2019-09-17,7100,7100,6970,7050,10428,101272.0,14364880.0
2019-09-18,7040,7430,7040,7410,37103,106444.0,14364880.0
2019-09-19,7510,7510,7320,7400,10516,106300.0,14364880.0
2019-09-20,7550,7550,7360,7460,9993,107162.0,14364880.0
2019-09-23,7500,7500,7340,7410,5825,106444.0,14364880.0
2019-09-24,7410,7460,7190,7440,11124,106875.0,14364880.0
2019-09-25,7460,7470,7220,7340,10742,105438.0,14364880.0
2019-09-26,7260,7410,7220,7320,16507,105151.0,14364880.0
2019-09-27,7400,7450,7250,7290,5501,104720.0,14364880.0
2019-09-30,7240,7300,7180,7290,2397,104720.0,14364880.0
2019-10-01,7290,7400,7220,7360,9777,105726.0,14364880.0
2019-10-02,7650,7750,7330,7360,10116,105726.0,14364880.0
2019-10-04,7300,7450,7280,7380,4620,106013.0,14364880.0
2019-10-07,7210,7400,7210,7390,6377,106156.0,14364880.0
