에이치시티(072990),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2017-04-07,8139,8172,8072,8073,8272,55417.0,4579934.0
2017-04-10,8072,8139,7806,8006,32175,54959.0,4579934.0
2017-04-11,7906,8072,7872,8073,22512,55417.0,4579934.0
2017-04-12,8006,8139,7972,8040,9819,55188.0,4579934.0
2017-04-13,7972,8239,7972,8173,28399,56104.0,4579934.0
2017-04-14,8072,9407,8072,8673,572711,59539.0,4579934.0
2017-04-17,8740,9073,8673,9074,127812,62287.0,4579934.0
2017-04-18,9340,9473,9107,9174,151728,62974.0,4579934.0
2017-04-19,9173,9240,8973,9007,55243,61829.0,4579934.0
2017-04-20,9006,9240,8973,8974,37149,61600.0,4579934.0
2017-04-21,9006,9073,8740,8907,42466,61142.0,4579934.0
2017-04-24,9006,9073,8806,8940,28986,61371.0,4579934.0
2017-04-25,8873,9040,8873,9007,27773,61829.0,4579934.0
2017-04-26,9173,9807,9140,9441,280673,64806.0,4579934.0
2017-04-27,9340,9407,9073,9341,65423,64119.0,4579934.0
2017-04-28,9340,9607,8973,9140,76333,62745.0,4579934.0
2017-05-02,9006,9073,8773,8974,38415,61600.0,4579934.0
2017-05-04,8973,9207,8840,9140,36154,62745.0,4579934.0
2017-05-08,9140,9307,9006,9207,32530,63203.0,4579934.0
2017-05-10,9207,9207,8973,9074,25725,62287.0,4579934.0
2017-05-11,9006,9107,8873,8907,34098,61142.0,4579934.0
2017-05-12,9006,9006,8773,8840,24751,60684.0,4579934.0
2017-05-15,8840,8906,8706,8807,23896,60455.0,4579934.0
2017-05-16,8840,8906,8773,8807,14440,60455.0,4579934.0
2017-05-17,9006,9006,8606,8773,23400,60226.0,4579934.0
2017-05-18,8606,8773,8506,8673,29194,59539.0,4579934.0
2017-05-19,8606,8673,8539,8673,18379,59539.0,4579934.0
2017-05-22,8640,8740,8539,8540,21139,58623.0,4579934.0
2017-05-23,8539,8706,8473,8673,26167,59539.0,4579934.0
2017-05-24,8673,8706,8573,8607,15372,59081.0,4579934.0
2017-05-25,8673,8906,8573,8807,21459,60455.0,4579934.0
2017-05-26,8873,8873,8539,8540,30204,58623.0,4579934.0
2017-05-29,8640,9040,8206,8206,130760,56333.0,4579934.0
2017-05-30,8273,8506,8172,8507,41040,58394.0,4579934.0
2017-05-31,8439,8539,8339,8373,28104,57478.0,4579934.0
2017-06-01,8373,8439,8306,8373,12819,57478.0,4579934.0
2017-06-02,8406,8539,8373,8440,21222,57936.0,4579934.0
2017-06-05,8439,8606,8439,8573,15272,58852.0,4579934.0
2017-06-07,8506,8773,8506,8773,25839,60226.0,4579934.0
2017-06-08,8706,8806,8706,8807,10395,60455.0,4579934.0
2017-06-09,8840,8873,8706,8773,21505,60226.0,4579934.0
2017-06-12,8673,8806,8606,8607,12670,59081.0,4579934.0
2017-06-13,8573,9006,8439,8974,39217,61600.0,4579934.0
2017-06-14,8973,9073,8906,9040,24446,62058.0,4579934.0
2017-06-15,8973,9073,8740,8874,22951,60913.0,4579934.0
2017-06-16,8873,9073,8806,9040,15437,62058.0,4579934.0
2017-06-19,8973,9373,8973,9174,23663,62974.0,4579934.0
2017-06-20,9240,9273,8906,8907,22443,61142.0,4579934.0
2017-06-21,8873,8973,8740,8940,13296,61371.0,4579934.0
2017-06-22,8906,8940,8706,8807,16325,60455.0,4579934.0
2017-06-23,8773,9607,8773,8974,91224,61600.0,4579934.0
2017-06-26,8973,9207,8840,9040,19452,62058.0,4579934.0
2017-06-27,9040,9140,8740,8874,38530,60913.0,4579934.0
2017-06-28,8840,8906,8573,8573,39550,58852.0,4579934.0
2017-06-29,8706,8740,8573,8607,28292,59081.0,4579934.0
2017-06-30,8706,8740,8539,8740,22914,59997.0,4579934.0
2017-07-03,8706,8773,8640,8740,9777,59997.0,4579934.0
2017-07-04,8840,8840,8606,8607,18916,59081.0,4579934.0
2017-07-05,8606,8740,8573,8673,6380,59539.0,4579934.0
2017-07-06,8740,8940,8640,8940,20630,61371.0,4579934.0
2017-07-07,9006,9006,8773,8807,6733,60455.0,4579934.0
2017-07-10,8840,8973,8706,8740,14632,59997.0,4579934.0
2017-07-11,8740,9173,8740,9074,34305,62287.0,4579934.0
2017-07-12,9173,9207,8940,9040,14182,62058.0,4579934.0
2017-07-13,9140,9307,8940,9307,42713,63890.0,4579934.0
2017-07-14,9307,9640,9140,9374,75686,64348.0,4579934.0
2017-07-17,9473,9473,9173,9307,19607,63890.0,4579934.0
2017-07-18,9473,9473,9073,9140,34919,62745.0,4579934.0
2017-07-19,9173,9240,9107,9174,8373,62974.0,4579934.0
2017-07-20,9307,9307,9173,9307,9061,63890.0,4579934.0
2017-07-21,9407,9407,9173,9274,16983,63661.0,4579934.0
2017-07-24,9240,9273,9073,9174,12543,62974.0,4579934.0
2017-07-25,9207,9207,8906,9007,26786,61829.0,4579934.0
2017-07-26,9006,9073,8873,8940,21434,61371.0,4579934.0
2017-07-27,8906,9040,8873,8974,19869,61600.0,4579934.0
2017-07-28,9006,9006,8640,8740,30708,59997.0,4579934.0
2017-07-31,8673,8806,8606,8807,16414,60455.0,4579934.0
2017-08-01,8640,8873,8640,8874,10991,60913.0,4579934.0
2017-08-02,8806,8940,8773,8840,11459,60684.0,4579934.0
2017-08-03,8940,8940,8573,8573,21316,58852.0,4579934.0
2017-08-04,8640,8740,8539,8740,5338,59997.0,4579934.0
2017-08-07,8740,8740,8606,8707,13045,59768.0,4579934.0
2017-08-08,8806,8806,8573,8640,13300,59310.0,4579934.0
2017-08-09,8640,8673,8539,8573,14455,58852.0,4579934.0
2017-08-10,8673,8706,8406,8507,12185,58394.0,4579934.0
2017-08-11,8373,8539,8239,8373,21048,57478.0,4579934.0
2017-08-14,8506,8506,8339,8406,4727,57707.0,4579934.0
2017-08-16,8506,8506,8339,8406,4697,57707.0,4579934.0
2017-08-17,8339,8473,8339,8440,3384,57936.0,4579934.0
2017-08-18,8306,8439,8306,8406,7596,57707.0,4579934.0
2017-08-21,8506,8539,8373,8440,4088,57936.0,4579934.0
2017-08-22,8339,8506,8339,8440,2054,57936.0,4579934.0
2017-08-23,8539,8539,8339,8373,6807,57478.0,4579934.0
2017-08-24,8439,8473,8306,8473,5943,58165.0,4579934.0
2017-08-25,8406,8406,8273,8340,7817,57249.0,4579934.0
2017-08-28,8273,8406,8206,8340,8491,57249.0,4579934.0
2017-08-29,8273,8506,8106,8507,19623,58394.0,4579934.0
2017-08-30,8740,9006,8439,8740,94582,59997.0,4579934.0
2017-08-31,8706,8706,8473,8607,12349,59081.0,4579934.0
2017-09-01,8539,8673,8439,8507,15020,58394.0,4579934.0
2017-09-04,8239,8539,8206,8440,8820,57936.0,4579934.0
2017-09-05,8606,8606,8306,8306,9355,57020.0,4579934.0
2017-09-06,8306,8439,8273,8373,10564,57478.0,4579934.0
2017-09-07,8306,8439,8306,8406,6274,57707.0,4579934.0
2017-09-08,8306,8439,8239,8306,6151,57020.0,4579934.0
2017-09-11,8273,8406,8273,8373,4553,57478.0,4579934.0
2017-09-12,8273,8406,8239,8240,7116,56562.0,4579934.0
2017-09-13,8306,8373,8139,8273,20239,56791.0,4579934.0
2017-09-14,8273,8273,8072,8140,26562,55875.0,4579934.0
2017-09-15,8072,8172,8006,8173,10498,56104.0,4579934.0
2017-09-18,8172,8172,8006,8006,15349,54959.0,4579934.0
2017-09-19,8072,8139,8006,8140,11209,55875.0,4579934.0
2017-09-20,8172,8172,8006,8073,9337,55417.0,4579934.0
2017-09-21,8006,8106,7806,7839,16243,53814.0,4579934.0
2017-09-22,7872,7872,7405,7739,27064,53127.0,4579934.0
2017-09-25,7539,7705,7338,7506,24074,51524.0,4579934.0
2017-09-26,7338,7572,7338,7506,5083,51524.0,4579934.0
2017-09-27,7405,7806,7405,7506,29219,51524.0,4579934.0
2017-09-28,7472,7639,7472,7573,2026,51982.0,4579934.0
2017-09-29,7539,7906,7539,7873,9322,54043.0,4579934.0
2017-10-10,8006,8106,7806,7806,8344,53585.0,4579934.0
2017-10-11,8006,8106,7806,8006,7138,54959.0,4579934.0
2017-10-12,8273,8273,7939,8006,7405,54959.0,4579934.0
2017-10-13,8206,8206,7605,7706,9509,52898.0,4579934.0
2017-10-16,7705,7806,7605,7706,3363,52898.0,4579934.0
2017-10-17,7772,7772,7539,7706,4472,52898.0,4579934.0
2017-10-18,7572,7739,7572,7639,3766,52440.0,4579934.0
2017-10-19,7839,7839,7605,7639,4726,52440.0,4579934.0
2017-10-20,7572,7705,7539,7706,4417,52898.0,4579934.0
2017-10-23,7806,7806,7572,7573,3557,51982.0,4579934.0
2017-10-24,7539,7639,7539,7573,1866,51982.0,4579934.0
2017-10-25,7739,7739,7572,7673,2989,52669.0,4579934.0
2017-10-26,7572,7872,7572,7739,2562,53127.0,4579934.0
2017-10-27,7872,7906,7672,7773,6031,53356.0,4579934.0
2017-10-30,7806,7839,7739,7773,3229,53356.0,4579934.0
2017-10-31,7739,7806,7572,7639,7528,52440.0,4579934.0
2017-11-01,7772,7772,7539,7573,3231,51982.0,4579934.0
2017-11-02,7806,8139,7639,8006,14417,54959.0,4579934.0
2017-11-03,8006,8039,7806,7939,6983,54501.0,4579934.0
2017-11-06,7939,8206,7806,8040,6786,55188.0,4579934.0
2017-11-07,8172,8172,7839,7873,3621,54043.0,4579934.0
2017-11-08,8072,8072,7772,7873,4920,54043.0,4579934.0
2017-11-09,7806,8072,7806,7939,4842,54501.0,4579934.0
2017-11-10,7872,8006,7872,8006,4188,54959.0,4579934.0
2017-11-13,7906,8039,7739,7939,13431,54501.0,4579934.0
2017-11-14,8139,8139,7839,8106,11253,55646.0,4579934.0
2017-11-15,8106,8273,7906,8006,5339,54959.0,4579934.0
2017-11-16,7872,8006,7839,8006,3566,54959.0,4579934.0
2017-11-17,8139,8139,7739,7739,10333,53127.0,4579934.0
2017-11-20,7739,7839,7639,7806,2919,53585.0,4579934.0
2017-11-21,7806,7806,7405,7639,15458,52440.0,4579934.0
2017-11-22,7739,7772,7539,7673,3599,52669.0,4579934.0
2017-11-23,7672,7705,7505,7673,3666,52669.0,4579934.0
2017-11-24,7806,7906,7605,7739,8516,53127.0,4579934.0
2017-11-27,7839,7839,7605,7639,2608,52440.0,4579934.0
2017-11-28,7739,7739,7572,7606,2864,52211.0,4579934.0
2017-11-29,7672,7872,7539,7706,6348,52898.0,4579934.0
2017-11-30,7705,7705,7539,7539,5273,51753.0,4579934.0
2017-12-01,7639,7639,7405,7539,7939,51753.0,4579934.0
2017-12-04,7772,7772,7338,7506,16453,51524.0,4579934.0
2017-12-05,7539,7539,7405,7472,4860,51295.0,4579934.0
2017-12-06,7405,7505,7272,7339,10003,50379.0,4579934.0
2017-12-07,7472,7472,7138,7272,13548,49921.0,4579934.0
2017-12-08,7172,7272,6871,6939,38147,47631.0,4579934.0
2017-12-11,6805,6938,6771,6872,9617,47173.0,4579934.0
2017-12-12,6871,7072,6838,7005,3502,48089.0,4579934.0
2017-12-13,7072,7072,6938,7005,4253,48089.0,4579934.0
2017-12-14,6972,7038,6871,6872,5373,47173.0,4579934.0
2017-12-15,6871,6972,6738,6872,15939,47173.0,4579934.0
2017-12-18,6938,6938,6705,6739,7495,46257.0,4579934.0
2017-12-19,6838,6871,6638,6645,18418,45616.0,4579934.0
2017-12-20,6631,6738,6605,6612,6662,45387.0,4579934.0
2017-12-21,6665,6665,6358,6418,21146,44059.0,4579934.0
2017-12-22,6438,6631,6424,6452,9883,44288.0,4579934.0
2017-12-26,6451,6838,6331,6638,15181,45570.0,4579934.0
2017-12-27,6638,6638,6344,6525,5430,44792.0,4579934.0
2017-12-28,6531,6705,6485,6598,5597,45296.0,4579934.0
2018-01-02,6665,6665,6458,6532,5350,44838.0,4579934.0
2018-01-03,6565,6638,6404,6598,9910,45296.0,4579934.0
2018-01-04,6485,6578,6418,6505,6278,44654.0,4579934.0
2018-01-05,6485,6565,6471,6472,4154,44425.0,4579934.0
2018-01-08,6478,6551,6471,6538,14372,44883.0,4579934.0
2018-01-09,6558,6558,6464,6485,11407,44517.0,4579934.0
2018-01-10,6571,6571,6431,6478,8942,44471.0,4579934.0
2018-01-11,6471,6505,6364,6372,9915,43738.0,4579934.0
2018-01-12,6398,6424,6271,6325,3945,43418.0,4579934.0
2018-01-15,6324,6485,6251,6485,9704,44517.0,4579934.0
2018-01-16,6471,6485,6271,6338,8980,43509.0,4579934.0
2018-01-17,6338,6371,6304,6338,2970,43509.0,4579934.0
2018-01-18,6344,6384,6291,6318,7716,43372.0,4579934.0
2018-01-19,6271,6431,6271,6372,12975,43738.0,4579934.0
2018-01-22,6371,6371,6304,6352,9854,43601.0,4579934.0
2018-01-23,6344,6451,6331,6392,8860,43876.0,4579934.0
2018-01-24,6431,6471,6324,6432,5591,44151.0,4579934.0
2018-01-25,6351,6471,6351,6438,15484,44196.0,4579934.0
2018-01-26,6444,6738,6444,6625,31881,45479.0,4579934.0
2018-01-29,6671,6805,6611,6672,23766,45799.0,4579934.0
2018-01-30,6771,6905,6671,6705,18642,46028.0,4579934.0
2018-01-31,6805,7038,6671,6905,28518,47402.0,4579934.0
2018-02-01,6972,6972,6771,6939,10475,47631.0,4579934.0
2018-02-02,6838,7005,6738,6772,17517,46486.0,4579934.0
2018-02-05,6671,6771,6645,6672,15467,45799.0,4579934.0
2018-02-06,6611,6651,6384,6625,15924,45479.0,4579934.0
2018-02-07,6625,6671,6384,6385,7292,43830.0,4579934.0
2018-02-08,6418,6538,6384,6385,8232,43830.0,4579934.0
2018-02-09,6351,6351,6211,6245,13380,42868.0,4579934.0
2018-02-12,6284,6298,6231,6245,4301,42868.0,4579934.0
2018-02-13,6284,6298,6238,6245,4678,42868.0,4579934.0
2018-02-14,6284,6304,6231,6278,2246,43097.0,4579934.0
2018-02-19,6344,6364,6251,6272,3611,43051.0,4579934.0
2018-02-20,6291,6444,6291,6352,2310,43601.0,4579934.0
2018-02-21,6398,6398,6104,6205,22868,42593.0,4579934.0
2018-02-22,6418,6418,6211,6225,4459,42731.0,4579934.0
2018-02-23,6258,6338,6238,6298,6416,43235.0,4579934.0
2018-02-26,6324,6398,6258,6292,8033,43189.0,4579934.0
2018-02-27,6438,6438,6231,6285,4471,43143.0,4579934.0
2018-02-28,6378,6378,6244,6292,3770,43189.0,4579934.0
2018-03-02,6204,6331,6198,6205,3078,42593.0,4579934.0
2018-03-05,6204,6318,6111,6211,8427,42639.0,4579934.0
2018-03-06,6204,6258,6171,6225,13382,42731.0,4579934.0
2018-03-07,6224,6244,6131,6225,7696,42731.0,4579934.0
2018-03-08,6144,6298,6144,6231,4744,42777.0,4579934.0
2018-03-09,6264,6264,6198,6231,10545,42777.0,4579934.0
2018-03-12,6291,6291,6224,6272,8129,43051.0,4579934.0
2018-03-13,6298,6298,6191,6272,3681,43051.0,4579934.0
2018-03-14,6278,6291,6218,6251,4723,42914.0,4579934.0
2018-03-15,6271,6338,6251,6338,9765,43509.0,4579934.0
2018-03-16,6338,6391,6244,6338,2300,43509.0,4579934.0
2018-03-19,6331,6338,6264,6305,2327,43280.0,4579934.0
2018-03-20,6304,6304,6204,6272,1785,43051.0,4579934.0
2018-03-21,6271,6338,6204,6251,4627,42914.0,4579934.0
2018-03-22,6251,6251,6164,6218,13138,42685.0,4579934.0
2018-03-23,6084,6451,5964,6011,18330,41265.0,4579934.0
2018-03-26,6124,6124,5937,6005,10391,41219.0,4579934.0
2018-03-27,5957,6017,5957,6005,9619,41219.0,4579934.0
2018-03-28,6037,6037,5724,5758,22802,39525.0,4579934.0
2018-03-29,5804,6058,5764,5804,12260,39845.0,4579934.0
2018-03-30,5804,6024,5791,5891,2660,40441.0,4579934.0
2018-04-02,5911,6011,5891,6005,6878,41219.0,4579934.0
2018-04-03,5884,6044,5884,6005,7338,41219.0,4579934.0
2018-04-04,6004,6071,5991,6005,8154,41219.0,4579934.0
2018-04-05,5924,6011,5924,6011,8385,41265.0,4579934.0
2018-04-06,5971,6004,5937,5998,4844,41174.0,4579934.0
2018-04-09,5991,5997,5864,5865,12587,40258.0,4579934.0
2018-04-10,5864,6011,5864,5918,5261,40624.0,4579934.0
2018-04-11,5991,6091,5911,6091,12733,41815.0,4579934.0
2018-04-12,6004,6104,5977,6091,10050,41815.0,4579934.0
2018-04-13,6091,6091,5984,6011,4689,41265.0,4579934.0
2018-04-16,6004,6011,5904,6005,8692,41219.0,4579934.0
2018-04-17,6004,6037,6004,6025,5146,41357.0,4579934.0
2018-04-18,6024,6024,5957,5998,4766,41174.0,4579934.0
2018-04-19,6044,6044,5937,6005,12534,41219.0,4579934.0
2018-04-20,6004,6071,5924,6005,15694,41219.0,4579934.0
2018-04-23,6058,6098,5991,6038,18468,41448.0,4579934.0
2018-04-24,6091,6098,6031,6091,14056,41815.0,4579934.0
2018-04-25,6091,6098,6024,6025,9884,41357.0,4579934.0
2018-04-26,5984,6084,5984,6045,3865,41494.0,4579934.0
2018-04-27,6044,6051,5964,6051,8820,41540.0,4579934.0
2018-04-30,6098,6098,5944,6038,8153,41448.0,4579934.0
2018-05-02,6017,6058,5971,6051,5055,41540.0,4579934.0
2018-05-03,5991,6058,5951,6011,8537,41265.0,4579934.0
2018-05-04,6011,6011,5951,5958,4420,40899.0,4579934.0
2018-05-08,6011,6017,5937,6011,6513,41265.0,4579934.0
2018-05-09,6004,6024,5937,6005,3744,41219.0,4579934.0
2018-05-10,6071,6071,5977,6038,5507,41448.0,4579934.0
2018-05-11,6031,6058,5991,6018,1877,41311.0,4579934.0
2018-05-14,6017,6064,5977,6025,10673,41357.0,4579934.0
2018-05-15,6024,6064,5977,5991,8251,41128.0,4579934.0
2018-05-16,6024,6024,5957,5991,15836,41128.0,4579934.0
2018-05-17,5991,6058,5937,5998,6475,41174.0,4579934.0
2018-05-18,6064,6064,5971,6011,788,41265.0,4579934.0
2018-05-21,6091,6091,6004,6031,2422,41403.0,4579934.0
2018-05-23,6078,6104,5991,6105,10545,41906.0,4579934.0
2018-05-24,6037,6318,6037,6285,28915,43143.0,4579934.0
2018-05-25,6284,6291,6151,6238,16519,42822.0,4579934.0
2018-05-28,6178,6224,6111,6198,13716,42548.0,4579934.0
2018-05-29,6218,6224,6071,6071,15676,41677.0,4579934.0
2018-05-30,6151,7872,6098,7806,749145,53585.0,4579934.0
2018-05-31,7539,7806,7138,7239,279265,49692.0,4579934.0
2018-06-01,7205,7439,6938,7139,150493,49005.0,4579934.0
2018-06-04,7072,7272,6905,7272,88706,49921.0,4579934.0
2018-06-05,7338,7338,6805,6839,84500,46944.0,4579934.0
2018-06-07,6905,6972,6805,6905,43045,47402.0,4579934.0
2018-06-08,6972,7038,6838,6972,40063,47860.0,4579934.0
2018-06-11,6972,7038,6605,6772,55452,46486.0,4579934.0
2018-06-12,6738,6771,6578,6772,39970,46486.0,4579934.0
2018-06-14,6738,6771,6538,6645,26963,45616.0,4579934.0
2018-06-15,6671,6705,6551,6598,19764,45296.0,4579934.0
2018-06-18,6591,6591,6384,6385,33122,43830.0,4579934.0
2018-06-19,6344,6625,6338,6385,18558,43830.0,4579934.0
2018-06-20,6338,6525,6218,6498,17929,44609.0,4579934.0
2018-06-21,6638,6638,6498,6545,6820,44929.0,4579934.0
2018-06-22,6485,6598,6338,6592,15942,45250.0,4579934.0
2018-06-25,6531,6585,6438,6585,6143,45204.0,4579934.0
2018-06-26,6444,6571,6444,6552,9644,44975.0,4579934.0
2018-06-27,6551,6638,6344,6505,27246,44654.0,4579934.0
2018-06-28,6424,6571,6411,6518,8496,44746.0,4579934.0
2018-06-29,6518,6938,6411,6939,36029,47631.0,4579934.0
2018-07-02,6838,7138,6658,6672,64986,45799.0,4579934.0
2018-07-03,6558,6805,6404,6532,33529,44838.0,4579934.0
2018-07-04,6538,6738,6411,6705,14772,46028.0,4579934.0
