레이언스(228850),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2016-07-14,19650,20150,19600,20050,54946,332650.0,16591014.0
2016-07-15,19950,20200,19700,19850,38276,329332.0,16591014.0
2016-07-18,19700,19800,19400,19750,41145,327673.0,16591014.0
2016-07-19,19850,19900,19400,19550,38639,324354.0,16591014.0
2016-07-20,19550,19900,19450,19900,37380,330161.0,16591014.0
2016-07-21,20050,20250,19600,19850,81645,329332.0,16591014.0
2016-07-22,19800,19950,19650,19900,52327,330161.0,16591014.0
2016-07-25,20000,20000,19450,19600,35323,325184.0,16591014.0
2016-07-26,19600,19700,19350,19600,51405,325184.0,16591014.0
2016-07-27,19550,19750,19400,19500,57735,323525.0,16591014.0
2016-07-28,19500,19700,19250,19500,38477,323525.0,16591014.0
2016-07-29,19350,19650,19300,19500,36572,323525.0,16591014.0
2016-08-01,19400,19700,19300,19350,21431,321036.0,16591014.0
2016-08-02,19450,19450,18650,18750,65059,311082.0,16591014.0
2016-08-03,18650,18950,18600,18850,33184,312741.0,16591014.0
2016-08-04,18900,19200,18650,19200,32728,318547.0,16591014.0
2016-08-05,19300,19350,18850,19200,40352,318547.0,16591014.0
2016-08-08,19200,19550,18900,19300,50768,320207.0,16591014.0
2016-08-09,19300,19400,19050,19300,57191,320207.0,16591014.0
2016-08-10,19450,19450,19150,19200,64646,318547.0,16591014.0
2016-08-11,19250,19700,19150,19500,82691,323525.0,16591014.0
2016-08-12,19400,19650,19350,19600,25501,325184.0,16591014.0
2016-08-16,19700,19700,19100,19350,37583,321036.0,16591014.0
2016-08-17,19350,19400,18800,19400,53313,321866.0,16591014.0
2016-08-18,19400,19700,19150,19700,87194,326843.0,16591014.0
2016-08-19,19550,19800,19500,19650,86915,326013.0,16591014.0
2016-08-22,19700,19700,19350,19400,39989,321866.0,16591014.0
2016-08-23,19500,20100,19350,19950,68776,330991.0,16591014.0
2016-08-24,20100,20350,19800,20300,110897,336798.0,16591014.0
2016-08-25,20300,20550,19950,19950,73488,330991.0,16591014.0
2016-08-26,20000,20900,20000,20900,223555,346752.0,16591014.0
2016-08-29,20850,21000,20500,20500,107212,340116.0,16591014.0
2016-08-30,20550,21100,20450,20950,64693,347582.0,16591014.0
2016-08-31,21000,21200,20400,20650,65504,342604.0,16591014.0
2016-09-01,20700,20800,20200,20650,37614,342604.0,16591014.0
2016-09-02,20800,20800,20200,20600,43124,341775.0,16591014.0
2016-09-05,20700,20950,20350,20950,46652,347582.0,16591014.0
2016-09-06,20950,20950,20100,20300,173819,336798.0,16591014.0
2016-09-07,20300,20400,19600,19600,90172,325184.0,16591014.0
2016-09-08,19700,19800,18950,19050,69882,316059.0,16591014.0
2016-09-09,19100,19200,18650,19000,38199,315229.0,16591014.0
2016-09-12,18650,19200,18500,18750,45369,311082.0,16591014.0
2016-09-13,19000,19300,18700,19100,19178,316888.0,16591014.0
2016-09-19,19200,19300,18700,19150,34978,317718.0,16591014.0
2016-09-20,19100,19250,19000,19150,15817,317718.0,16591014.0
2016-09-21,19150,19800,19000,19650,65923,326013.0,16591014.0
2016-09-22,19800,20200,19500,19600,100679,325184.0,16591014.0
2016-09-23,19800,19800,19150,19600,35592,325184.0,16591014.0
2016-09-26,19600,19750,19150,19200,36078,318547.0,16591014.0
2016-09-27,18950,19150,18850,19050,44473,316059.0,16591014.0
2016-09-28,19150,19200,18850,19050,57043,316059.0,16591014.0
2016-09-29,19050,19150,18850,19050,36699,316059.0,16591014.0
2016-09-30,18900,19450,18750,19100,46060,316888.0,16591014.0
2016-10-04,19050,19150,18850,18900,30321,313570.0,16591014.0
2016-10-05,18900,19100,18550,19050,54665,316059.0,16591014.0
2016-10-06,18850,19050,18800,19000,30278,315229.0,16591014.0
2016-10-07,19000,19000,18450,18450,48208,306104.0,16591014.0
2016-10-10,18600,18700,18300,18450,37191,306104.0,16591014.0
2016-10-11,18450,18800,18350,18750,33333,311082.0,16591014.0
2016-10-12,18750,18750,18450,18650,16414,309422.0,16591014.0
2016-10-13,18550,18700,18450,18550,20384,307763.0,16591014.0
2016-10-14,18450,18650,18400,18600,23772,308593.0,16591014.0
2016-10-17,18600,18600,18300,18400,46153,305275.0,16591014.0
2016-10-18,18250,18850,18200,18750,42451,311082.0,16591014.0
2016-10-19,18800,18800,18500,18700,24514,310252.0,16591014.0
2016-10-20,18700,18700,18450,18650,14535,309422.0,16591014.0
2016-10-21,18450,18600,18400,18500,10910,306934.0,16591014.0
2016-10-24,18500,18600,18200,18400,17364,305275.0,16591014.0
2016-10-25,18400,18400,17600,17600,73826,292002.0,16591014.0
2016-10-26,17450,17850,16600,17000,103627,282047.0,16591014.0
2016-10-27,17000,17650,16800,17650,39321,292831.0,16591014.0
2016-10-28,17400,17950,17300,17700,46702,293661.0,16591014.0
2016-10-31,17250,17700,16800,17550,28255,291172.0,16591014.0
2016-11-01,17750,17750,17050,17350,26175,287854.0,16591014.0
2016-11-02,17450,17450,16300,16650,45865,276240.0,16591014.0
2016-11-03,16100,17050,16100,17000,20451,282047.0,16591014.0
2016-11-04,16750,17250,16600,17100,9012,283706.0,16591014.0
2016-11-07,16950,17400,16950,17100,9777,283706.0,16591014.0
2016-11-08,17100,17350,16600,17000,23432,282047.0,16591014.0
2016-11-09,17100,17150,15400,16100,64732,267115.0,16591014.0
2016-11-10,16550,16750,15700,16700,32564,277070.0,16591014.0
2016-11-11,16800,16800,16400,16700,37470,277070.0,16591014.0
2016-11-14,16650,17350,16450,17300,30496,287025.0,16591014.0
2016-11-15,17300,17300,16850,17000,20003,282047.0,16591014.0
2016-11-16,17050,17600,17000,17450,50473,289513.0,16591014.0
2016-11-17,17400,17600,17200,17550,51074,291172.0,16591014.0
2016-11-18,17400,17600,17000,17350,53232,287854.0,16591014.0
2016-11-21,17350,17400,16800,17350,54931,287854.0,16591014.0
2016-11-22,17350,17650,17050,17200,100759,285365.0,16591014.0
2016-11-23,17300,17300,16900,17150,35988,284536.0,16591014.0
2016-11-24,17100,17400,17000,17150,54497,284536.0,16591014.0
2016-11-25,17150,17450,17100,17300,32868,287025.0,16591014.0
2016-11-28,17500,17600,17100,17300,27002,287025.0,16591014.0
2016-11-29,17300,17400,17100,17300,21228,287025.0,16591014.0
2016-11-30,17400,17400,17000,17100,21598,283706.0,16591014.0
2016-12-01,16950,17100,16650,16650,40056,276240.0,16591014.0
2016-12-02,16600,16950,16400,16600,29128,275411.0,16591014.0
2016-12-05,16350,16400,15950,16200,26826,268774.0,16591014.0
2016-12-06,15950,16350,15900,16250,35347,269604.0,16591014.0
2016-12-07,16450,16450,15000,15800,84144,262138.0,16591014.0
2016-12-08,15800,16350,15600,16300,40956,270434.0,16591014.0
2016-12-09,16300,16400,15850,16350,42762,271263.0,16591014.0
2016-12-12,16350,16600,16150,16550,11968,274581.0,16591014.0
2016-12-13,16650,17550,16650,16950,41089,281218.0,16591014.0
2016-12-14,17250,17250,16650,17000,18117,282047.0,16591014.0
2016-12-15,17000,17150,16750,17100,33803,283706.0,16591014.0
2016-12-16,17350,17350,16900,17100,22003,283706.0,16591014.0
2016-12-19,17100,17350,16850,17300,40742,287025.0,16591014.0
2016-12-20,17200,17200,17000,17000,15649,282047.0,16591014.0
2016-12-21,17000,17200,16800,16900,28992,280388.0,16591014.0
2016-12-22,16800,17250,16800,16950,59530,281218.0,16591014.0
2016-12-23,17000,17250,17000,17050,40509,282877.0,16591014.0
2016-12-26,17050,17100,16850,16900,48968,280388.0,16591014.0
2016-12-27,16900,17100,16900,17100,36449,283706.0,16591014.0
2016-12-28,16900,17100,16900,17100,33276,283706.0,16591014.0
2016-12-29,17050,17200,16850,17150,37074,284536.0,16591014.0
2017-01-02,17200,17200,17000,17100,8670,283706.0,16591014.0
2017-01-03,17000,17300,16950,17300,22269,287025.0,16591014.0
2017-01-04,17400,18150,17250,18050,75700,299468.0,16591014.0
2017-01-05,18050,18350,17900,18150,49131,301127.0,16591014.0
2017-01-06,18050,18700,17950,18450,95621,306104.0,16591014.0
2017-01-09,18350,18450,18150,18450,35082,306104.0,16591014.0
2017-01-10,18350,18350,17850,17950,43870,297809.0,16591014.0
2017-01-11,17850,18050,17800,17950,18849,297809.0,16591014.0
2017-01-12,18200,18200,17600,18000,39504,298638.0,16591014.0
2017-01-13,17900,18000,17650,18000,19213,298638.0,16591014.0
2017-01-16,18000,18000,17500,17600,26877,292002.0,16591014.0
2017-01-17,17600,17800,17200,17500,27997,290343.0,16591014.0
2017-01-18,17800,17800,17250,17550,24136,291172.0,16591014.0
2017-01-19,17650,17650,17200,17400,24279,288684.0,16591014.0
2017-01-20,17100,17400,16900,17400,30753,288684.0,16591014.0
2017-01-23,17400,17600,17200,17600,33024,292002.0,16591014.0
2017-01-24,17350,17600,17250,17500,39088,290343.0,16591014.0
2017-01-25,17500,18200,17500,18000,113806,298638.0,16591014.0
2017-01-26,18050,18400,17850,18250,89002,302786.0,16591014.0
2017-01-31,18400,18400,18050,18250,62550,302786.0,16591014.0
2017-02-01,18200,18300,17950,18200,89353,301956.0,16591014.0
2017-02-02,18300,18500,18000,18350,95208,304445.0,16591014.0
2017-02-03,18350,19050,18250,18950,145220,314400.0,16591014.0
2017-02-06,18950,19050,18500,18700,99699,310252.0,16591014.0
2017-02-07,18950,19050,18450,18700,49145,310252.0,16591014.0
2017-02-08,18850,18850,18500,18500,39728,306934.0,16591014.0
2017-02-09,18650,18850,18450,18750,52486,311082.0,16591014.0
2017-02-10,18550,18900,18550,18850,41169,312741.0,16591014.0
2017-02-13,19000,19350,18800,18950,74649,314400.0,16591014.0
2017-02-14,19200,19450,19050,19400,65063,321866.0,16591014.0
2017-02-15,19400,19850,19300,19800,55582,328502.0,16591014.0
2017-02-16,19900,19900,19400,19500,47153,323525.0,16591014.0
2017-02-17,19300,19700,18450,18900,133315,313570.0,16591014.0
2017-02-20,18900,19400,18650,19300,50899,320207.0,16591014.0
2017-02-21,19300,19300,19000,19300,18570,320207.0,16591014.0
2017-02-22,19300,19300,18900,19000,23782,315229.0,16591014.0
2017-02-23,19000,19100,18700,18950,27978,314400.0,16591014.0
2017-02-24,19050,19050,18600,18850,31544,312741.0,16591014.0
2017-02-27,18800,18850,18600,18700,13784,310252.0,16591014.0
2017-02-28,18550,18950,18550,18700,15435,310252.0,16591014.0
2017-03-02,18750,19000,18250,18800,40757,311911.0,16591014.0
2017-03-03,18500,18800,18300,18800,34739,311911.0,16591014.0
2017-03-06,18950,18950,18400,18550,19244,307763.0,16591014.0
2017-03-07,18500,18800,18300,18600,28597,308593.0,16591014.0
2017-03-08,18450,18950,18450,18850,41395,312741.0,16591014.0
2017-03-09,18700,18950,18500,18700,34354,310252.0,16591014.0
2017-03-10,18600,19000,18550,19000,18337,315229.0,16591014.0
2017-03-13,19000,19800,18800,19700,84807,326843.0,16591014.0
2017-03-14,19650,19750,19300,19500,24870,323525.0,16591014.0
2017-03-15,19300,19500,19000,19300,26108,320207.0,16591014.0
2017-03-16,19350,19350,18750,19050,32978,316059.0,16591014.0
2017-03-17,19050,19050,18750,18950,11339,314400.0,16591014.0
2017-03-20,18750,18900,18400,18600,20153,308593.0,16591014.0
2017-03-21,18550,18650,18400,18650,14439,309422.0,16591014.0
2017-03-22,18700,18750,18200,18750,19288,311082.0,16591014.0
2017-03-23,18750,18750,18200,18750,27872,311082.0,16591014.0
2017-03-24,18600,18650,18250,18550,16834,307763.0,16591014.0
2017-03-27,18550,18600,18300,18600,6156,308593.0,16591014.0
2017-03-28,18400,18600,18150,18400,23602,305275.0,16591014.0
2017-03-29,18450,18450,18000,18000,34648,298638.0,16591014.0
2017-03-30,18200,18200,18000,18200,9640,301956.0,16591014.0
2017-03-31,18200,18500,18050,18500,10983,306934.0,16591014.0
2017-04-03,18500,18600,18500,18550,5816,307763.0,16591014.0
2017-04-04,18400,18550,18250,18500,15175,306934.0,16591014.0
2017-04-05,18300,18500,18300,18450,7509,306104.0,16591014.0
2017-04-06,18450,18600,18250,18550,11524,307763.0,16591014.0
2017-04-07,18550,18550,18200,18550,12590,307763.0,16591014.0
2017-04-10,18600,18800,18200,18450,22317,306104.0,16591014.0
2017-04-11,18450,18450,18000,18400,23699,305275.0,16591014.0
2017-04-12,18400,18800,18200,18800,22950,311911.0,16591014.0
2017-04-13,18800,19300,18650,19100,30220,316888.0,16591014.0
2017-04-14,19100,19300,18550,18550,30745,307763.0,16591014.0
2017-04-17,18850,19200,18600,19100,33802,316888.0,16591014.0
2017-04-18,19300,19600,19050,19450,87558,322695.0,16591014.0
2017-04-19,19300,19400,18850,19150,25981,317718.0,16591014.0
2017-04-20,19150,19350,18800,19150,26427,317718.0,16591014.0
2017-04-21,19250,20000,18950,19500,92610,323525.0,16591014.0
2017-04-24,19500,19900,19400,19800,50521,328502.0,16591014.0
2017-04-25,19700,20000,19350,19600,31555,325184.0,16591014.0
2017-04-26,19600,20350,19350,19950,63623,330991.0,16591014.0
2017-04-27,19900,20200,19550,19750,41862,327673.0,16591014.0
2017-04-28,19800,20000,19400,19600,12904,325184.0,16591014.0
2017-05-02,19450,19900,19300,19450,23998,322695.0,16591014.0
2017-05-04,19400,19700,19200,19350,17960,321036.0,16591014.0
2017-05-08,19350,19650,19350,19500,18427,323525.0,16591014.0
2017-05-10,19400,19550,19200,19500,25929,323525.0,16591014.0
2017-05-11,19500,19500,18750,18950,46271,314400.0,16591014.0
2017-05-12,18950,19100,18650,19100,19112,316888.0,16591014.0
2017-05-15,19050,19050,18700,18950,13834,314400.0,16591014.0
2017-05-16,19050,19050,18600,18750,8337,311082.0,16591014.0
2017-05-17,18750,19250,18750,19200,25205,318547.0,16591014.0
2017-05-18,19000,19100,18850,19000,9978,315229.0,16591014.0
2017-05-19,19150,19150,18750,19000,13744,315229.0,16591014.0
2017-05-22,19100,19100,18300,18700,32429,310252.0,16591014.0
2017-05-23,18700,18700,18400,18400,33281,305275.0,16591014.0
2017-05-24,18500,18550,18200,18450,29984,306104.0,16591014.0
2017-05-25,18500,18500,18150,18300,16782,303616.0,16591014.0
2017-05-26,18500,18700,18250,18600,18671,308593.0,16591014.0
2017-05-29,18650,18650,18350,18500,8774,306934.0,16591014.0
2017-05-30,18400,18600,18300,18450,23428,306104.0,16591014.0
2017-05-31,18650,18650,18300,18500,6390,306934.0,16591014.0
2017-06-01,18600,18600,18200,18350,16232,304445.0,16591014.0
2017-06-02,18400,18550,18250,18350,12243,304445.0,16591014.0
2017-06-05,18300,18450,18000,18400,13673,305275.0,16591014.0
2017-06-07,18450,18450,18000,18300,18534,303616.0,16591014.0
2017-06-08,18200,18300,17950,18000,36750,298638.0,16591014.0
2017-06-09,18150,18400,17950,18350,27956,304445.0,16591014.0
2017-06-12,18250,18500,18250,18350,12630,304445.0,16591014.0
2017-06-13,18350,18400,18000,18350,27801,304445.0,16591014.0
2017-06-14,18350,18350,18000,18050,35850,299468.0,16591014.0
2017-06-15,18100,18200,17850,18150,17091,301127.0,16591014.0
2017-06-16,18200,18200,17800,17850,19561,296150.0,16591014.0
2017-06-19,17850,18100,17600,17750,25928,294490.0,16591014.0
2017-06-20,17800,17800,17500,17800,21686,295320.0,16591014.0
2017-06-21,17800,17900,17500,17800,13982,295320.0,16591014.0
2017-06-22,17750,18000,17600,17800,8787,295320.0,16591014.0
2017-06-23,17650,18150,17650,18100,10922,300297.0,16591014.0
2017-06-26,18200,18250,18000,18200,16318,301956.0,16591014.0
2017-06-27,18250,19850,18200,19350,251628,321036.0,16591014.0
2017-06-28,19450,19750,19100,19150,73510,317718.0,16591014.0
2017-06-29,19350,19400,18800,19400,51848,321866.0,16591014.0
2017-06-30,19050,19950,18950,19900,100125,330161.0,16591014.0
2017-07-03,19900,19900,19150,19350,62194,321036.0,16591014.0
2017-07-04,19350,19500,18850,19250,50129,319377.0,16591014.0
2017-07-05,19200,19400,18950,19200,20682,318547.0,16591014.0
2017-07-06,19000,19500,19000,19350,20221,321036.0,16591014.0
2017-07-07,19350,19650,19100,19200,25079,318547.0,16591014.0
2017-07-10,19100,19200,18800,18850,13709,312741.0,16591014.0
2017-07-11,18850,19350,18850,19300,25424,320207.0,16591014.0
2017-07-12,19300,19350,18950,19200,14042,318547.0,16591014.0
2017-07-13,19100,19300,18450,18800,47927,311911.0,16591014.0
2017-07-14,18600,19150,18600,19100,8193,316888.0,16591014.0
2017-07-17,18950,19200,18650,18950,17692,314400.0,16591014.0
2017-07-18,19100,19150,18650,19000,9302,315229.0,16591014.0
2017-07-19,19000,19000,18650,18850,13176,312741.0,16591014.0
2017-07-20,18850,19350,18750,19200,13336,318547.0,16591014.0
2017-07-21,19450,19450,19150,19300,17077,320207.0,16591014.0
2017-07-24,19450,19500,19150,19300,28207,320207.0,16591014.0
2017-07-25,19250,19350,18900,19250,12260,319377.0,16591014.0
2017-07-26,19300,19300,18750,18900,15207,313570.0,16591014.0
2017-07-27,19100,19100,18300,18900,21117,313570.0,16591014.0
2017-07-28,18900,18900,18400,18750,14444,311082.0,16591014.0
2017-07-31,18500,18800,18200,18200,8939,301956.0,16591014.0
2017-08-01,18450,18700,18200,18650,6668,309422.0,16591014.0
2017-08-02,18700,18700,17950,18500,44065,306934.0,16591014.0
2017-08-03,18200,18450,18000,18000,11606,298638.0,16591014.0
2017-08-04,18200,18200,17750,18000,19998,298638.0,16591014.0
2017-08-07,18000,18200,17550,18200,45296,301956.0,16591014.0
2017-08-08,18150,18200,17850,18200,10120,301956.0,16591014.0
2017-08-09,17850,18150,17700,18000,10961,298638.0,16591014.0
2017-08-10,17900,18100,17600,17950,12926,297809.0,16591014.0
2017-08-11,17500,17950,17500,17900,8527,296979.0,16591014.0
2017-08-14,17800,18000,17550,17750,5903,294490.0,16591014.0
2017-08-16,17600,17800,17500,17700,28711,293661.0,16591014.0
2017-08-17,17950,17950,17450,17850,14746,296150.0,16591014.0
2017-08-18,17850,17950,17450,17900,12654,296979.0,16591014.0
2017-08-21,17900,17900,17600,17700,7594,293661.0,16591014.0
2017-08-22,17800,18100,17700,18000,12317,298638.0,16591014.0
2017-08-23,18000,18000,17700,17900,4078,296979.0,16591014.0
2017-08-24,17700,17900,17500,17650,8290,292831.0,16591014.0
2017-08-25,17700,17950,17650,17950,4987,297809.0,16591014.0
2017-08-28,17950,18100,17800,18050,8179,299468.0,16591014.0
2017-08-29,17800,18150,17650,18100,8331,300297.0,16591014.0
2017-08-30,17800,18200,17800,18100,5192,300297.0,16591014.0
2017-08-31,18150,18150,17800,18000,6697,298638.0,16591014.0
2017-09-01,18000,18250,17800,18200,26352,301956.0,16591014.0
2017-09-04,17750,18000,17200,17800,13507,295320.0,16591014.0
2017-09-05,17800,17950,17450,17750,10331,294490.0,16591014.0
2017-09-06,17550,17950,17500,17800,7984,295320.0,16591014.0
2017-09-07,17700,17950,17450,17850,31358,296150.0,16591014.0
2017-09-08,17850,18000,17350,17750,18263,294490.0,16591014.0
2017-09-11,17750,17850,17550,17600,12856,292002.0,16591014.0
2017-09-12,17600,18300,17600,17950,33872,297809.0,16591014.0
2017-09-13,17850,18050,17800,18050,15376,299468.0,16591014.0
2017-09-14,18150,18150,17750,18000,13183,298638.0,16591014.0
2017-09-15,17900,18150,17900,18100,9519,300297.0,16591014.0
2017-09-18,18050,18150,17700,18000,15199,298638.0,16591014.0
2017-09-19,17950,18050,17700,17850,12529,296150.0,16591014.0
2017-09-20,17850,17900,17600,17650,15239,292831.0,16591014.0
2017-09-21,17550,17850,17450,17650,19681,292831.0,16591014.0
2017-09-22,17550,17750,17250,17550,18605,291172.0,16591014.0
2017-09-25,17500,17550,16650,17300,50072,287025.0,16591014.0
2017-09-26,17050,17350,16800,17250,16749,286195.0,16591014.0
2017-09-27,17300,17450,16950,17300,7370,287025.0,16591014.0
2017-09-28,17250,17300,17000,17250,3440,286195.0,16591014.0
2017-09-29,17450,17500,17050,17350,10957,287854.0,16591014.0
2017-10-10,17550,17550,17050,17300,13099,287025.0,16591014.0
2017-10-11,17150,17900,17150,17900,27574,296979.0,16591014.0
2017-10-12,18000,18300,17650,17900,24303,296979.0,16591014.0
2017-10-13,18000,18000,17600,17800,8082,295320.0,16591014.0
2017-10-16,17800,18000,17500,17700,9993,293661.0,16591014.0
2017-10-17,17800,17900,17550,17700,10462,293661.0,16591014.0
2017-10-18,17800,17800,17550,17700,5032,293661.0,16591014.0
2017-10-19,17950,17950,17450,17700,8372,293661.0,16591014.0
2017-10-20,17550,17900,17550,17900,22651,296979.0,16591014.0
2017-10-23,17800,18450,17700,18300,84214,303616.0,16591014.0
2017-10-24,18300,19200,18300,19150,96848,317718.0,16591014.0
2017-10-25,19200,19600,18950,19500,73187,323525.0,16591014.0
2017-10-26,19600,19600,18800,19150,44648,317718.0,16591014.0
2017-10-27,18900,19300,18850,19300,25780,320207.0,16591014.0
2017-10-30,19300,19300,18850,19100,20314,316888.0,16591014.0
2017-10-31,18900,19150,18900,19100,14303,316888.0,16591014.0
2017-11-01,19000,19200,18950,19000,18409,315229.0,16591014.0
2017-11-02,18900,19100,18600,18800,45492,311911.0,16591014.0
2017-11-03,19000,19350,18650,18800,34033,311911.0,16591014.0
2017-11-06,18900,18900,18200,18800,51667,311911.0,16591014.0
2017-11-07,18700,19000,18500,18700,24307,310252.0,16591014.0
2017-11-08,18700,19100,18500,19100,31645,316888.0,16591014.0
2017-11-09,19050,19150,18850,19000,16009,315229.0,16591014.0
2017-11-10,19300,19400,18750,19000,31396,315229.0,16591014.0
2017-11-13,19150,19400,18950,19300,53414,320207.0,16591014.0
2017-11-14,19200,19750,19100,19450,81563,322695.0,16591014.0
2017-11-15,19450,20700,19300,20300,209158,336798.0,16591014.0
2017-11-16,20350,20500,19900,20050,51455,332650.0,16591014.0
2017-11-17,20500,20900,20050,20150,64337,334309.0,16591014.0
2017-11-20,20000,20200,19800,20150,178232,334309.0,16591014.0
2017-11-21,20200,20700,19750,20050,49524,332650.0,16591014.0
2017-11-22,20100,20150,19300,19450,235050,322695.0,16591014.0
2017-11-23,19400,20100,19200,20050,104778,332650.0,16591014.0
2017-11-24,20200,20200,19350,19600,68378,325184.0,16591014.0
2017-11-27,19700,19750,19350,19600,37136,325184.0,16591014.0
2017-11-28,19700,19800,19350,19400,18532,321866.0,16591014.0
2017-11-29,19400,20250,19000,20050,107456,332650.0,16591014.0
2017-11-30,20100,20150,19650,19900,54806,330161.0,16591014.0
2017-12-01,19900,20600,19750,20200,113760,335138.0,16591014.0
2017-12-04,20200,20450,19850,20200,39685,335138.0,16591014.0
2017-12-05,20200,20200,19600,19650,33932,326013.0,16591014.0
2017-12-06,19650,19700,18950,19000,49892,315229.0,16591014.0
2017-12-07,19000,19350,18750,19250,37301,319377.0,16591014.0
2017-12-08,19000,19100,18550,18750,41646,311082.0,16591014.0
2017-12-11,18750,19000,18600,18850,20463,312741.0,16591014.0
2017-12-12,18900,18900,18050,18100,40739,300297.0,16591014.0
2017-12-13,18250,18550,17800,18000,38079,298638.0,16591014.0
2017-12-14,18250,18600,17900,18400,24340,305275.0,16591014.0
2017-12-15,18500,18500,17800,18100,42044,300297.0,16591014.0
2017-12-18,17900,18150,17500,17600,49950,292002.0,16591014.0
2017-12-19,17600,18100,17500,18100,32190,300297.0,16591014.0
2017-12-20,18300,18300,16950,18050,27142,299468.0,16591014.0
2017-12-21,18050,18050,17500,17750,45279,294490.0,16591014.0
2017-12-22,17700,18300,17550,18150,68871,301127.0,16591014.0
2017-12-26,18350,18350,17900,17950,65511,297809.0,16591014.0
