큐로홀딩스(051780),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2001-11-14,25880,26680,25113,25780,32613,32058.0,3972500.0
2001-11-15,25788,26963,24763,25780,77905,32058.0,3972500.0
2001-11-16,26061,26286,25328,26030,24135,32376.0,3972500.0
2001-11-19,26095,26095,25303,25296,23080,31462.0,3972500.0
2001-11-20,25302,25686,22393,24279,40559,30191.0,3972500.0
2001-11-21,23318,24910,22993,24528,8974,30509.0,3972500.0
2001-11-22,24920,24920,23637,24562,15228,30549.0,3972500.0
2001-11-23,23632,27149,23632,27151,15702,33766.0,3972500.0
2001-11-26,26349,26349,23924,23926,12109,29754.0,3972500.0
2001-11-27,23126,24951,23126,23351,11494,29039.0,3972500.0
2001-11-28,23957,24049,22999,23926,22394,29754.0,3972500.0
2001-11-29,22838,24247,22838,24147,5159,30032.0,3972500.0
2001-11-30,23150,26825,23150,26825,53411,33369.0,3972500.0
2001-12-03,24373,26457,24373,26382,29948,32813.0,3972500.0
2001-12-04,26191,26191,25141,25843,7606,32138.0,3972500.0
2001-12-05,25562,26996,25562,26514,42659,32972.0,3972500.0
2001-12-06,27158,27158,25082,25074,32088,31184.0,3972500.0
2001-12-07,25015,26457,24923,24915,136109,30986.0,3972500.0
2001-12-10,26198,26323,24923,24915,82748,30986.0,3972500.0
2001-12-11,25882,25882,24598,24915,27547,30986.0,3972500.0
2001-12-12,24504,25462,23962,24597,39794,30588.0,3972500.0
2001-12-13,24592,26383,24592,25967,238915,32296.0,3972500.0
2001-12-14,25870,26095,25070,25420,34367,31621.0,3972500.0
2001-12-17,25973,26673,25239,26223,61698,32614.0,3972500.0
2001-12-18,27150,29350,25550,29352,259485,36507.0,3972500.0
2001-12-19,32259,32734,29350,32577,526672,40520.0,3972500.0
2001-12-20,30983,32575,30025,32577,231741,40520.0,3972500.0
2001-12-21,32892,32892,30341,30660,143283,38136.0,3972500.0
2001-12-24,30389,31315,30356,30348,95572,37739.0,3972500.0
2001-12-26,30357,31924,27323,30507,220209,37937.0,3972500.0
2001-12-27,30990,34024,30990,34016,102348,42307.0,3972500.0
2001-12-28,35463,38013,35138,37373,192065,46478.0,3972500.0
2002-01-02,37855,39614,37055,39290,137257,48862.0,3972500.0
2002-01-03,40895,41054,37695,38972,161066,48464.0,3972500.0
2002-01-04,39289,41206,38489,39124,154470,48663.0,3972500.0
2002-01-07,39608,39925,38333,39608,57990,49259.0,3972500.0
2002-01-08,38008,40250,38008,39927,49553,49656.0,3972500.0
2002-01-09,39930,44723,39930,44716,64300,55615.0,3972500.0
2002-01-10,46322,49197,42488,46315,105832,57601.0,3972500.0
2002-01-11,45676,48551,42484,43761,54472,54423.0,3972500.0
2002-01-14,44722,46955,38654,38646,209207,48067.0,3972500.0
2002-01-15,36738,38972,35779,37373,44147,46478.0,3972500.0
2002-01-16,36741,38341,32906,35774,82076,44492.0,3972500.0
2002-01-17,34507,39933,34507,37691,123848,46876.0,3972500.0
2002-01-18,37210,38651,36735,38328,46938,47670.0,3972500.0
2002-01-21,37699,38816,35140,35774,52422,44492.0,3972500.0
2002-01-22,36408,37366,33533,36093,40161,44889.0,3972500.0
2002-01-23,35133,36408,34491,36093,23044,44889.0,3972500.0
2002-01-24,36741,37375,33866,34016,43640,42307.0,3972500.0
2002-01-25,33700,34492,32100,34175,57348,42506.0,3972500.0
2002-01-28,34176,35776,33859,34494,19728,42903.0,3972500.0
2002-01-29,34491,35291,33858,34335,22240,42704.0,3972500.0
2002-01-30,33383,35458,31941,32743,132810,40718.0,3972500.0
2002-01-31,33059,33859,31942,32902,36344,40917.0,3972500.0
2002-02-01,32915,33548,31948,32265,21993,40122.0,3972500.0
2002-02-04,31942,33542,31942,32902,21499,40917.0,3972500.0
2002-02-05,32903,36737,32903,36729,60125,45684.0,3972500.0
2002-02-06,37368,39610,36251,38328,64186,47670.0,3972500.0
2002-02-07,39299,40258,36741,37691,136464,46876.0,3972500.0
2002-02-08,36741,38341,36741,37691,31028,46876.0,3972500.0
2002-02-14,38329,39446,37696,38646,43521,48067.0,3972500.0
2002-02-15,37855,38655,35463,37373,28222,46478.0,3972500.0
2002-02-18,38331,39931,37530,39124,55373,48663.0,3972500.0
2002-02-19,39133,39299,37216,37691,34929,46876.0,3972500.0
2002-02-20,36741,37699,35940,37691,28512,46876.0,3972500.0
2002-02-21,37695,38812,37061,37055,18222,46081.0,3972500.0
2002-02-22,37051,40084,37051,40086,47549,49855.0,3972500.0
2002-02-25,39615,41532,38499,41366,83828,51444.0,3972500.0
2002-02-26,41368,42801,40084,40086,196213,49855.0,3972500.0
2002-02-27,40256,41532,39140,41207,61574,51245.0,3972500.0
2002-02-28,41208,41842,40725,41525,47359,51642.0,3972500.0
2002-03-04,41849,43283,41207,42958,162507,53430.0,3972500.0
2002-03-05,43442,47918,43126,47436,216859,58992.0,3972500.0
2002-03-06,47918,47918,41842,41844,238465,52040.0,3972500.0
2002-03-07,41525,42483,38175,41525,192733,51642.0,3972500.0
2002-03-08,41842,42800,40725,41525,63139,51642.0,3972500.0
2002-03-11,42159,45676,42159,45353,255051,56410.0,3972500.0
2002-03-12,47438,47921,41687,45996,477719,57204.0,3972500.0
2002-03-13,47596,47596,42487,42481,185932,52834.0,3972500.0
2002-03-14,37535,40402,37535,38328,164435,47670.0,3972500.0
2002-03-15,36570,38812,35937,36729,86013,45684.0,3972500.0
2002-03-18,35776,37526,35776,36411,108249,45286.0,3972500.0
2002-03-19,36099,37857,34823,37691,156214,46876.0,3972500.0
2002-03-20,39766,42158,36091,36093,355309,44889.0,3972500.0
2002-03-21,35449,36733,35449,36093,60032,44889.0,3972500.0
2002-03-22,36102,36102,34819,34819,81302,43300.0,3972500.0
2002-03-25,33222,34822,31755,31940,98234,39725.0,3972500.0
2002-03-26,32262,32420,30820,31587,44275,39288.0,3972500.0
2002-03-27,31949,33383,31308,31850,63941,39606.0,3972500.0
2002-03-28,32270,32587,31345,31338,39666,38970.0,3972500.0
2002-03-29,30703,31954,29712,30030,45581,37342.0,3972500.0
2002-04-01,29422,30539,27830,27822,38930,34600.0,3972500.0
2002-04-02,27274,29508,26216,28743,31929,35752.0,3972500.0
2002-04-03,27731,29390,27731,28300,18360,35196.0,3972500.0
2002-04-04,28426,30309,27792,27884,20211,34680.0,3972500.0
2002-04-08,27471,28755,26680,27822,46978,34600.0,3972500.0
2002-04-09,27315,30991,27315,30057,81314,37381.0,3972500.0
2002-04-10,30982,32899,30182,31684,110897,39407.0,3972500.0
2002-04-11,32270,34187,30036,30445,138800,37858.0,3972500.0
2002-04-12,30025,31308,28108,28175,34573,35037.0,3972500.0
2002-04-15,27732,27732,26265,26258,52685,32654.0,3972500.0
2002-04-16,25587,27471,25587,26639,26480,33131.0,3972500.0
2002-04-17,26668,27118,26352,26445,19187,32892.0,3972500.0
2002-04-18,26130,26830,26130,26348,17806,32773.0,3972500.0
2002-04-19,25880,26363,24604,25206,31021,31343.0,3972500.0
2002-04-22,24695,24695,22203,22645,32460,28165.0,3972500.0
2002-04-23,22491,23325,21241,22458,15488,27927.0,3972500.0
2002-04-24,21783,23158,21716,21718,12920,27013.0,3972500.0
2002-04-25,21178,23004,20570,22230,21553,27649.0,3972500.0
2002-04-26,23323,24599,21598,23317,47433,28999.0,3972500.0
2002-04-29,23253,23253,21878,22071,11309,27450.0,3972500.0
2002-04-30,22686,22686,21727,22521,8795,28006.0,3972500.0
2002-05-02,22171,23771,22171,22839,6045,28403.0,3972500.0
2002-05-03,22462,23004,22304,22839,11337,28403.0,3972500.0
2002-05-06,22428,23319,22336,22361,4655,27808.0,3972500.0
2002-05-07,21694,23961,21694,22521,9676,28006.0,3972500.0
2002-05-08,22166,23474,22166,23476,11394,29198.0,3972500.0
2002-05-09,23793,24243,23060,23060,8368,28681.0,3972500.0
2002-05-10,23032,23640,22424,23192,18849,28840.0,3972500.0
2002-05-13,23316,23666,22999,23476,13319,29198.0,3972500.0
2002-05-14,24087,25462,23161,23538,55787,29277.0,3972500.0
2002-05-15,23418,24601,22843,22936,19253,28523.0,3972500.0
2002-05-16,23165,23323,22523,23317,16593,28999.0,3972500.0
2002-05-17,23323,23323,22714,22998,8172,28602.0,3972500.0
2002-05-20,22743,23193,22518,23060,12474,28681.0,3972500.0
2002-05-21,22778,23103,21728,22361,18107,27808.0,3972500.0
2002-05-22,21949,22582,21882,21884,8410,27212.0,3972500.0
2002-05-23,22523,22523,21881,22098,16834,27490.0,3972500.0
2002-05-24,21719,22044,21527,21752,16092,27053.0,3972500.0
2002-05-27,21822,22172,20864,21974,7752,27331.0,3972500.0
2002-05-28,21785,21785,20759,21143,5840,26298.0,3972500.0
2002-05-29,21085,21502,20510,20604,6139,25623.0,3972500.0
2002-05-30,20065,21090,19231,19323,16660,24034.0,3972500.0
2002-05-31,19014,19464,19014,19039,3550,23676.0,3972500.0
2002-06-03,19157,19157,17432,17884,4240,22246.0,3972500.0
2002-06-04,17185,17860,16193,16195,9350,20141.0,3972500.0
2002-06-05,16225,17183,16225,17185,6921,21372.0,3972500.0
2002-06-07,16707,18466,16641,18209,5410,22643.0,3972500.0
2002-06-10,16928,19103,16928,19005,6456,23636.0,3972500.0
2002-06-11,18629,19646,18020,19164,3964,23835.0,3972500.0
2002-06-12,18561,19169,18561,19136,2051,23795.0,3972500.0
2002-06-14,19169,20669,18844,19994,2908,24868.0,3972500.0
2002-06-17,19960,20761,19802,20154,5195,25066.0,3972500.0
2002-06-18,20189,22556,20189,22548,24486,28046.0,3972500.0
2002-06-19,21987,25246,21987,25206,45638,31343.0,3972500.0
2002-06-20,24592,27084,23025,23635,26766,29396.0,3972500.0
2002-06-21,22848,26040,22848,24915,39578,30986.0,3972500.0
2002-06-24,25271,25563,21954,21946,18052,27291.0,3972500.0
2002-06-25,20765,22240,19331,19323,29226,24034.0,3972500.0
2002-06-26,18142,18850,17025,17025,12021,21173.0,3972500.0
2002-06-27,17257,18657,17257,18174,9002,22604.0,3972500.0
2002-06-28,17764,20098,17764,19932,6369,24788.0,3972500.0
2002-07-02,17882,20507,17882,20251,3424,25186.0,3972500.0
2002-07-03,18616,20116,18616,19801,14280,24630.0,3972500.0
2002-07-04,20991,20991,19174,20091,11800,24987.0,3972500.0
2002-07-05,19991,20858,19733,19801,31916,24630.0,3972500.0
2002-07-08,20126,21535,19810,20285,70488,25225.0,3972500.0
2002-07-09,19961,21086,19961,20728,31426,25782.0,3972500.0
2002-07-10,20191,20441,19899,20126,17341,25027.0,3972500.0
2002-07-11,19390,20416,19198,19482,16065,24232.0,3972500.0
2002-07-12,19589,20289,19589,19773,7350,24590.0,3972500.0
2002-07-15,17884,20317,17884,19676,14331,24471.0,3972500.0
2002-07-16,19809,20125,18850,19102,8148,23756.0,3972500.0
2002-07-18,18367,19550,18367,19552,14013,24312.0,3972500.0
2002-07-19,19072,19456,18113,18714,9709,23279.0,3972500.0
2002-07-22,17185,18211,16485,17219,13514,21412.0,3972500.0
2002-07-23,16355,16897,16263,16832,12434,20935.0,3972500.0
2002-07-24,16488,16680,15630,15655,13636,19465.0,3972500.0
2002-07-25,17094,17094,15910,16195,28455,20141.0,3972500.0
2002-07-26,15467,15909,14700,15752,16587,19584.0,3972500.0
2002-07-29,15652,15944,14760,14852,12273,18472.0,3972500.0
2002-07-30,14735,15885,14735,15337,11008,19068.0,3972500.0
2002-07-31,14797,16556,14797,15814,18278,19664.0,3972500.0
2002-08-01,15554,16263,15046,15489,10222,19267.0,3972500.0
2002-08-02,14212,15654,14212,15489,3882,19267.0,3972500.0
2002-08-05,15819,15819,14735,15337,6561,19068.0,3972500.0
2002-08-06,14727,15494,14436,15171,4847,18869.0,3972500.0
2002-08-07,16269,16269,15018,15337,11131,19068.0,3972500.0
2002-08-08,14693,17152,14693,16929,22973,21054.0,3972500.0
2002-08-09,17250,17250,15717,15717,32892,19545.0,3972500.0
2002-08-12,15495,15970,15495,15904,541,19783.0,3972500.0
2002-08-13,15561,15812,15020,15780,8441,19624.0,3972500.0
2002-08-14,14862,15787,14862,15046,6065,18710.0,3972500.0
2002-08-16,15404,16679,15054,15046,11427,18710.0,3972500.0
2002-08-19,15076,16835,15018,16610,24905,20657.0,3972500.0
2002-08-20,17243,17884,15551,15551,9260,19346.0,3972500.0
2002-08-21,16614,16614,15589,16098,1134,20021.0,3972500.0
2002-08-22,16165,16515,15715,15967,35647,19862.0,3972500.0
2002-08-23,15784,16100,15717,15717,5453,19545.0,3972500.0
2002-08-26,15722,17607,15181,17600,33358,21888.0,3972500.0
2002-08-27,17763,18722,15971,16513,102633,20538.0,3972500.0
2002-08-28,16412,17179,15462,15454,8129,19227.0,3972500.0
2002-08-29,15469,15944,15335,15337,32662,19068.0,3972500.0
2002-08-30,15053,17162,15053,16230,10663,20180.0,3972500.0
2002-09-02,16872,17223,15822,15814,3178,19664.0,3972500.0
2002-09-03,15461,17704,15461,17697,98518,22008.0,3972500.0
2002-09-04,18492,19801,16001,16001,108644,19902.0,3972500.0
2002-09-05,16897,16897,14087,14146,210757,17598.0,3972500.0
2002-09-06,14188,14188,12813,12838,74764,15969.0,3972500.0
2002-09-09,13253,13253,11311,11336,48538,14102.0,3972500.0
2002-09-10,10287,11345,10287,10797,44561,13427.0,3972500.0
2002-09-11,10635,11627,10635,11177,35051,13904.0,3972500.0
2002-09-12,10542,11050,10542,10894,47959,13546.0,3972500.0
2002-09-13,10574,10857,10282,10859,25795,13506.0,3972500.0
2002-09-16,11241,11624,10824,10859,21708,13506.0,3972500.0
2002-09-17,10865,11156,10739,11150,25791,13864.0,3972500.0
2002-09-18,10863,11021,10671,10956,18449,13626.0,3972500.0
2002-09-19,10893,11243,10893,11177,17388,13904.0,3972500.0
2002-09-23,11188,12371,11188,11980,33721,14897.0,3972500.0
2002-09-24,12142,12459,11500,12077,25118,15016.0,3972500.0
2002-09-25,11822,12623,11822,12458,56892,15493.0,3972500.0
2002-09-26,12401,13902,12401,13420,123051,16684.0,3972500.0
2002-09-27,13993,13993,12651,13420,46479,16684.0,3972500.0
2002-09-30,13101,13610,12626,13420,20892,16684.0,3972500.0
2002-10-01,12148,13107,12148,12298,18537,15294.0,3972500.0
2002-10-02,12017,12559,11500,12077,19257,15016.0,3972500.0
2002-10-04,12082,12082,11573,11724,8320,14579.0,3972500.0
2002-10-07,11243,11627,11243,11627,21238,14460.0,3972500.0
2002-10-08,11210,11785,11210,11627,12240,14460.0,3972500.0
2002-10-09,11568,12143,11310,11627,9809,14460.0,3972500.0
2002-10-10,11210,12135,11018,11177,3872,13904.0,3972500.0
2002-10-11,10602,11402,10602,11177,11526,13904.0,3972500.0
2002-10-14,11251,11884,11184,11503,10050,14301.0,3972500.0
2002-10-15,11658,12750,11341,11918,7423,14817.0,3972500.0
2002-10-16,12266,12400,11658,11918,6062,14817.0,3972500.0
2002-10-17,12269,12269,11761,11786,13262,14659.0,3972500.0
2002-10-18,12134,12459,11751,12361,13973,15374.0,3972500.0
2002-10-21,12238,12463,11604,11980,10728,14897.0,3972500.0
2002-10-22,12303,12303,11370,11945,4539,14857.0,3972500.0
2002-10-23,11818,12143,11593,11627,4166,14460.0,3972500.0
2002-10-24,11694,12019,11694,11821,17214,14698.0,3972500.0
2002-10-25,12078,12078,11603,11821,5178,14698.0,3972500.0
2002-10-28,12461,13227,11977,13129,32599,16327.0,3972500.0
2002-10-29,13702,13702,12619,13094,12472,16287.0,3972500.0
2002-10-30,13422,14664,12780,13447,42310,16724.0,3972500.0
2002-10-31,13389,13998,13323,13606,15198,16923.0,3972500.0
2002-11-01,13898,13898,13097,13606,3388,16923.0,3972500.0
2002-11-04,12969,15169,12810,15171,45117,18869.0,3972500.0
2002-11-05,16039,16998,16006,16991,54013,21134.0,3972500.0
2002-11-06,18144,19011,16927,16929,72138,21054.0,3972500.0
2002-11-07,17185,17185,15976,16610,33294,20657.0,3972500.0
2002-11-08,16166,16458,15974,16416,5197,20419.0,3972500.0
2002-11-11,16127,16927,15969,16479,9650,20498.0,3972500.0
2002-11-12,16001,16768,15943,16610,11421,20657.0,3972500.0
2002-11-13,16383,17125,15941,16451,41008,20458.0,3972500.0
2002-11-14,15650,16200,15017,15717,25041,19545.0,3972500.0
2002-11-15,15978,15978,15111,15780,3265,19624.0,3972500.0
2002-11-18,15562,15912,15020,15620,2536,19426.0,3972500.0
2002-11-19,14086,15494,14086,15011,12937,18671.0,3972500.0
2002-11-20,15177,15177,14052,14852,13850,18472.0,3972500.0
2002-11-21,15009,15334,14376,14693,7775,18274.0,3972500.0
2002-11-22,14693,15301,14059,14728,5888,18313.0,3972500.0
2002-11-25,14381,14697,13455,13447,7253,16724.0,3972500.0
2002-11-26,14029,14412,13420,14312,14657,17797.0,3972500.0
2002-11-27,13984,14975,13984,14977,3752,18631.0,3972500.0
2002-11-28,15012,15496,14054,15489,2001,19267.0,3972500.0
2002-11-29,15652,15652,14251,15302,3516,19028.0,3972500.0
2002-12-02,15618,17126,15618,16036,2066,19942.0,3972500.0
2002-12-03,16576,16576,15492,16036,10545,19942.0,3972500.0
2002-12-04,16035,16610,15043,16160,6993,20101.0,3972500.0
2002-12-05,15810,15810,14693,14852,4432,18472.0,3972500.0
2002-12-06,14692,15009,14367,14977,929,18631.0,3972500.0
2002-12-09,14985,15010,14085,14852,345,18472.0,3972500.0
2002-12-10,14218,14985,14218,14852,956,18472.0,3972500.0
2002-12-11,14985,14985,14535,14852,84,18472.0,3972500.0
2002-12-12,14377,14852,13960,14852,1461,18472.0,3972500.0
2002-12-13,14990,14990,13740,14375,4875,17876.0,3972500.0
2002-12-16,14062,14345,13137,14312,5940,17797.0,3972500.0
2002-12-17,14316,14374,13707,14049,259,17479.0,3972500.0
2002-12-18,13420,14729,13420,14312,3689,17797.0,3972500.0
2002-12-20,13165,14282,13165,14049,335,17479.0,3972500.0
2002-12-23,12690,13874,12464,12458,1545,15493.0,3972500.0
2002-12-24,10990,13065,10990,12617,7430,15691.0,3972500.0
2002-12-26,13258,13258,11366,12776,721,15890.0,3972500.0
2002-12-27,11241,13250,11241,13060,4666,16248.0,3972500.0
2002-12-30,11662,13296,11662,13288,15298,16526.0,3972500.0
2003-01-02,13385,13385,12234,13385,81,16645.0,3972500.0
2003-01-03,13643,13643,13101,13420,1046,16684.0,3972500.0
2003-01-06,14916,14916,12424,12776,324,15890.0,3972500.0
2003-01-07,12774,12774,12741,12776,122,15890.0,3972500.0
2003-01-08,12078,13328,11828,11821,1080,14698.0,3972500.0
2003-01-09,11573,12365,11506,12298,131,15294.0,3972500.0
2003-01-10,12112,12721,11503,12714,344,15811.0,3972500.0
2003-01-13,11856,12781,11214,11689,2698,14539.0,3972500.0
2003-01-14,12081,12365,10997,12298,242,15294.0,3972500.0
2003-01-15,12337,12462,11061,12430,710,15453.0,3972500.0
2003-01-16,12749,12749,12432,12741,506,15850.0,3972500.0
2003-01-17,12779,12779,11762,12714,122,15811.0,3972500.0
2003-01-20,11533,12774,11533,12776,1502,15890.0,3972500.0
2003-01-21,11661,12111,11244,11821,3318,14698.0,3972500.0
2003-01-22,11174,12041,10407,10859,20248,13506.0,3972500.0
2003-01-23,10859,10859,10251,10284,790,12791.0,3972500.0
2003-01-24,9780,10805,9780,10222,3568,12712.0,3972500.0
2003-01-27,9011,11378,9011,10478,445,13030.0,3972500.0
2003-01-28,10511,10544,9744,10478,1088,13030.0,3972500.0
2003-01-29,9935,10577,9585,10319,1784,12831.0,3972500.0
2003-01-30,9901,10668,9260,9260,9915,11520.0,3972500.0
2003-02-03,9910,9910,9010,9585,738,11918.0,3972500.0
2003-02-04,9814,9814,9430,9772,2536,12156.0,3972500.0
2003-02-05,9902,9902,9869,9869,3,12275.0,3972500.0
2003-02-06,10064,10064,8946,9807,1616,12196.0,3972500.0
2003-02-07,9227,9519,8652,8845,13390,11004.0,3972500.0
2003-02-10,8658,8917,8625,8817,3140,10964.0,3972500.0
2003-02-11,9102,9869,8660,9869,19406,12275.0,3972500.0
2003-02-12,9968,11051,9868,11053,24492,13745.0,3972500.0
2003-02-13,10862,12363,10737,11371,32858,14142.0,3972500.0
2003-02-14,11051,11559,10025,10444,11245,12990.0,3972500.0
2003-02-17,10256,10806,9589,10381,15301,12911.0,3972500.0
2003-02-18,10107,10524,9590,9682,12521,12037.0,3972500.0
2003-02-19,9745,10128,9111,9170,15936,11401.0,3972500.0
2003-02-20,9359,9426,9042,9136,1921,11361.0,3972500.0
2003-02-21,9138,10230,8854,10222,36748,12712.0,3972500.0
2003-02-24,10639,10997,9905,10222,13637,12712.0,3972500.0
2003-02-25,10061,10061,9035,9419,5208,11719.0,3972500.0
2003-02-26,9294,9903,9261,9738,4348,12116.0,3972500.0
2003-02-27,9580,9580,9105,9322,2563,11600.0,3972500.0
2003-02-28,9103,9903,9103,9738,1012,12116.0,3972500.0
2003-03-03,9583,10892,9075,10894,79011,13546.0,3972500.0
2003-03-04,10578,10862,9970,10028,47378,12474.0,3972500.0
2003-03-05,10066,10232,8948,9966,4981,12394.0,3972500.0
2003-03-06,8948,9749,8789,8783,21751,10924.0,3972500.0
2003-03-07,7796,8338,7738,8305,7373,10328.0,3972500.0
2003-03-10,8182,8316,7323,7315,7683,9097.0,3972500.0
2003-03-11,6455,7323,6455,6582,7492,8183.0,3972500.0
2003-03-12,6489,7032,6364,7025,1197,8740.0,3972500.0
2003-03-13,6930,7672,6554,7440,44,9256.0,3972500.0
