한국맥널티(222980),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2019-06-07,10050,10400,9990,10150,19775,50496.0,4975000.0
2019-06-10,10250,10250,10000,10050,25169,49999.0,4975000.0
2019-06-11,10050,10400,10050,10400,20881,51740.0,4975000.0
2019-06-12,10400,10550,10250,10350,9871,51491.0,4975000.0
2019-06-13,10400,10450,10200,10400,5582,51740.0,4975000.0
2019-06-14,10400,10450,10250,10350,11818,51491.0,4975000.0
2019-06-17,10350,10400,10150,10250,9757,50994.0,4975000.0
2019-06-18,10350,10350,10150,10250,7609,50994.0,4975000.0
2019-06-19,10250,10250,10150,10200,4060,50745.0,4975000.0
2019-06-20,10200,10400,10150,10350,11153,51491.0,4975000.0
2019-06-21,10400,10700,10300,10400,20939,51740.0,4975000.0
2019-06-24,10500,10550,10200,10300,6867,51242.0,4975000.0
2019-06-25,10300,10300,9450,9950,27743,49501.0,4975000.0
2019-06-26,9910,10000,9850,9940,5477,49452.0,4975000.0
2019-06-27,9910,9990,9900,9970,6066,49601.0,4975000.0
2019-06-28,10000,10000,9610,9760,14345,48556.0,4975000.0
2019-07-01,9660,9760,9590,9730,10405,48407.0,4975000.0
2019-07-02,9610,9890,9610,9870,6960,49103.0,4975000.0
2019-07-03,9890,9960,9570,9660,10634,48058.0,4975000.0
2019-07-04,9660,9680,9390,9540,18941,47462.0,4975000.0
2019-07-05,9530,9690,9370,9690,13357,48208.0,4975000.0
2019-07-08,9690,12100,9690,11250,1712556,55969.0,4975000.0
2019-07-09,10900,11400,10650,11400,345074,56715.0,4975000.0
2019-07-10,11400,11500,10750,10850,187110,53979.0,4975000.0
2019-07-11,10700,10950,10400,10650,168435,52984.0,4975000.0
2019-07-12,10550,10700,10350,10650,93685,52984.0,4975000.0
2019-07-15,10600,10950,10500,10600,181326,52735.0,4975000.0
2019-07-16,10550,10850,10500,10650,74422,52984.0,4975000.0
2019-07-17,10750,11000,10150,10200,154617,50745.0,4975000.0
2019-07-18,10150,10250,9730,9830,84801,48904.0,4975000.0
2019-07-19,9790,9890,9710,9850,33045,49004.0,4975000.0
2019-07-22,9850,10050,9760,10000,23777,49750.0,4975000.0
2019-07-23,10050,10150,9850,9880,28026,49153.0,4975000.0
2019-07-24,9960,9960,9390,9400,48049,46765.0,4975000.0
2019-07-25,9520,9530,9060,9100,38414,45272.0,4975000.0
2019-07-26,9100,9160,8930,9000,20494,44775.0,4975000.0
2019-07-29,9010,9180,8350,8350,27046,41541.0,4975000.0
2019-07-30,8050,8780,8050,8680,22356,43183.0,4975000.0
2019-07-31,8570,9100,8380,8990,26678,44725.0,4975000.0
2019-08-01,9010,9100,8790,8900,14547,44278.0,4975000.0
2019-08-02,8760,8790,8300,8520,21230,42387.0,4975000.0
2019-08-05,8530,8880,8100,8200,20472,40795.0,4975000.0
2019-08-06,7740,8140,7020,7510,38752,37362.0,4975000.0
2019-08-07,7440,8100,7440,7680,12460,38208.0,4975000.0
2019-08-08,7700,8200,7700,8100,15741,40298.0,4975000.0
2019-08-09,8100,8500,8100,8300,10229,41292.0,4975000.0
2019-08-12,8300,8500,8190,8200,10337,40795.0,4975000.0
2019-08-13,8250,9400,8160,8280,122845,41193.0,4975000.0
2019-08-14,8320,8530,8270,8310,17731,41342.0,4975000.0
2019-08-16,8200,8510,8140,8470,24816,42138.0,4975000.0
2019-08-19,8470,8600,8300,8500,9249,42288.0,4975000.0
2019-08-20,8480,8700,8430,8610,17125,42835.0,4975000.0
2019-08-21,8750,8870,8550,8870,18878,44128.0,4975000.0
2019-08-22,9400,10750,8790,8820,1006408,43880.0,4975000.0
2019-08-23,8710,8840,8590,8770,58694,43631.0,4975000.0
2019-08-26,8500,8590,8150,8300,40355,41292.0,4975000.0
2019-08-27,8410,8490,8350,8460,23025,42088.0,4975000.0
2019-08-28,8460,8530,8370,8380,15780,41690.0,4975000.0
2019-08-29,8390,8510,8310,8380,9436,41690.0,4975000.0
2019-08-30,8490,9220,8470,8500,199585,42288.0,4975000.0
2019-09-02,8550,8670,8470,8550,16579,42536.0,4975000.0
2019-09-03,8550,8730,8520,8700,15326,43282.0,4975000.0
2019-09-04,8600,8720,8540,8690,12803,43233.0,4975000.0
2019-09-05,8600,8960,8600,8860,18143,44078.0,4975000.0
2019-09-06,8860,8940,8730,8740,11319,43482.0,4975000.0
2019-09-09,8750,8900,8610,8730,15395,43432.0,4975000.0
2019-09-10,8620,8750,8620,8740,14049,43482.0,4975000.0
2019-09-11,8730,8850,8680,8750,5129,43531.0,4975000.0
2019-09-16,8860,8870,8660,8830,14110,43929.0,4975000.0
2019-09-17,8900,9180,8720,9080,32592,45173.0,4975000.0
2019-09-18,9050,9150,9030,9090,21685,45223.0,4975000.0
2019-09-19,9050,9230,9030,9120,15546,45372.0,4975000.0
2019-09-20,9300,9440,9110,9200,65651,45770.0,4975000.0
2019-09-23,9130,9340,9120,9180,21832,45670.0,4975000.0
2019-09-24,9210,9210,9100,9160,8553,45571.0,4975000.0
2019-09-25,9330,9330,8910,8910,19563,44327.0,4975000.0
2019-09-26,8910,9290,8840,9020,16586,44874.0,4975000.0
2019-09-27,9170,9170,8800,8870,12048,44128.0,4975000.0
2019-09-30,9000,9010,8590,8810,13429,,
2019-10-01,8720,8860,8680,8860,10030,,
2019-10-02,8860,8900,8740,8850,6219,,
2019-10-04,8770,8940,8700,8920,6731,,
2019-10-07,8810,8920,8730,8790,12622,,
