한국맥널티(222980),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2016-02-29,20550,20550,19000,19500,45106,97012.0,4975000.0
2016-03-02,19600,20350,19400,19650,37458,97759.0,4975000.0
2016-03-03,19550,19950,18650,19950,97106,99251.0,4975000.0
2016-03-04,20200,25050,19850,22100,825463,109948.0,4975000.0
2016-03-07,22400,25350,22400,23400,376348,116415.0,4975000.0
2016-03-08,24000,24750,22350,23500,172391,116912.0,4975000.0
2016-03-09,23400,24500,23050,24100,113246,119898.0,4975000.0
2016-03-10,24600,27300,23750,25050,339387,124624.0,4975000.0
2016-03-11,25400,26900,25350,26300,181837,130842.0,4975000.0
2016-03-14,27000,27700,25450,25500,139927,126862.0,4975000.0
2016-03-15,25600,26450,24900,25150,90600,125121.0,4975000.0
2016-03-16,25300,26250,24600,24950,98643,124126.0,4975000.0
2016-03-17,25000,25550,24400,25000,58616,124375.0,4975000.0
2016-03-18,25250,25350,23800,24000,71034,119400.0,4975000.0
2016-03-21,24000,24350,23700,24100,29810,119898.0,4975000.0
2016-03-22,24150,25850,24150,25500,139130,126862.0,4975000.0
2016-03-23,25200,25350,24250,24300,77413,120892.0,4975000.0
2016-03-24,24000,24300,23550,23800,47443,118405.0,4975000.0
2016-03-25,23600,24050,23100,23350,45022,116166.0,4975000.0
2016-03-28,23450,24350,22700,24000,74130,119400.0,4975000.0
2016-03-29,23600,24150,23400,23600,42804,117410.0,4975000.0
2016-03-30,23950,24050,23450,23650,38578,117659.0,4975000.0
2016-03-31,23800,23800,22800,22900,47241,113928.0,4975000.0
2016-04-01,22900,23950,22800,23600,59107,117410.0,4975000.0
2016-04-04,23700,26500,23700,24700,214819,122882.0,4975000.0
2016-04-05,25300,25600,24150,24350,75750,121141.0,4975000.0
2016-04-06,24400,25100,24100,24900,54072,123878.0,4975000.0
2016-04-07,24900,24900,24050,24500,44378,121888.0,4975000.0
2016-04-08,24750,26200,24550,24700,111630,122882.0,4975000.0
2016-04-11,24900,25050,23950,23950,60313,119151.0,4975000.0
2016-04-12,23750,24150,22900,23300,81797,115918.0,4975000.0
2016-04-14,23300,23500,22800,22900,47779,113928.0,4975000.0
2016-04-15,22950,23250,22800,23000,27013,114425.0,4975000.0
2016-04-18,23200,23250,22850,22850,20188,113679.0,4975000.0
2016-04-19,22900,23350,22850,23150,34438,115171.0,4975000.0
2016-04-20,23400,23400,22900,23000,22928,114425.0,4975000.0
2016-04-21,23000,23100,22300,22400,43418,111440.0,4975000.0
2016-04-22,22400,22800,22350,22350,20161,111191.0,4975000.0
2016-04-25,22700,22700,22350,22500,14946,111938.0,4975000.0
2016-04-26,22500,22550,21950,22000,34599,109450.0,4975000.0
2016-04-27,22700,23950,22500,23050,117525,114674.0,4975000.0
2016-04-28,23300,23350,22350,22650,32662,112684.0,4975000.0
2016-04-29,22850,22850,22100,22200,19988,110445.0,4975000.0
2016-05-02,22350,22650,22100,22100,13896,109948.0,4975000.0
2016-05-03,22300,22300,21600,21950,27716,109201.0,4975000.0
2016-05-04,22000,22000,21250,21500,31867,106962.0,4975000.0
2016-05-09,21550,21800,21050,21050,22403,104724.0,4975000.0
2016-05-10,21150,21650,21150,21300,12766,105968.0,4975000.0
2016-05-11,21550,21900,21250,21650,23249,107709.0,4975000.0
2016-05-12,21650,21850,21350,21450,11736,106714.0,4975000.0
2016-05-13,21800,22400,21600,22250,40773,110694.0,4975000.0
2016-05-16,22200,22400,21700,22300,16815,110942.0,4975000.0
2016-05-17,22050,22150,21600,21600,20792,107460.0,4975000.0
2016-05-18,21600,21600,20850,21100,20663,104972.0,4975000.0
2016-05-19,20750,21150,20300,20500,27015,101988.0,4975000.0
2016-05-20,20250,20450,19900,20100,18739,99998.0,4975000.0
2016-05-23,20000,20450,20000,20300,12160,100992.0,4975000.0
2016-05-24,20000,20150,19400,19450,31389,96764.0,4975000.0
2016-05-25,19700,19950,19000,19800,25492,98505.0,4975000.0
2016-05-26,19500,19700,18850,19000,32860,94525.0,4975000.0
2016-05-27,19000,19200,18850,19000,22050,94525.0,4975000.0
2016-05-30,19000,19000,18100,18150,34887,90296.0,4975000.0
2016-05-31,18000,18550,17700,18350,35760,91291.0,4975000.0
2016-06-01,18350,18950,18100,18800,18487,93530.0,4975000.0
2016-06-02,19000,19000,18100,18400,28630,91540.0,4975000.0
2016-06-03,18550,18550,17700,17900,42334,89052.0,4975000.0
2016-06-07,17750,18150,17600,18000,17445,89550.0,4975000.0
2016-06-08,18100,18100,17700,18050,16037,89799.0,4975000.0
2016-06-09,17850,19150,17850,18550,57179,92286.0,4975000.0
2016-06-10,18450,18750,18300,18650,16756,92784.0,4975000.0
2016-06-13,18500,18550,17850,17850,18425,88804.0,4975000.0
2016-06-14,17700,18350,17600,18000,15103,89550.0,4975000.0
2016-06-15,18000,18150,17650,17850,13594,88804.0,4975000.0
2016-06-16,18300,21150,18050,18950,276666,94276.0,4975000.0
2016-06-17,18900,19300,17900,17950,48212,89301.0,4975000.0
2016-06-20,18150,19200,18000,18600,42063,92535.0,4975000.0
2016-06-21,18800,18800,18150,18250,21282,90794.0,4975000.0
2016-06-22,18350,18550,18250,18250,20579,90794.0,4975000.0
2016-06-23,18300,18300,17200,17650,43006,87809.0,4975000.0
2016-06-24,17950,18050,16300,16450,45455,81839.0,4975000.0
2016-06-27,15300,16350,15300,16050,41804,79849.0,4975000.0
2016-06-28,15800,17000,15800,16950,28808,84326.0,4975000.0
2016-06-29,17050,17600,17050,17550,18961,87311.0,4975000.0
2016-06-30,17650,17650,16850,17400,10359,86565.0,4975000.0
2016-07-01,17450,17650,16350,17250,24450,85819.0,4975000.0
2016-07-04,17100,17500,16900,17050,15550,84824.0,4975000.0
2016-07-05,17200,17200,16800,17050,13457,84824.0,4975000.0
2016-07-06,17250,17250,16500,16950,20437,84326.0,4975000.0
2016-07-07,17200,17400,16700,17400,23106,86565.0,4975000.0
2016-07-08,17400,17400,16800,16850,15847,83829.0,4975000.0
2016-07-11,17350,17350,16850,16900,7500,84078.0,4975000.0
2016-07-12,17050,17050,16700,17000,17867,84575.0,4975000.0
2016-07-13,17300,17900,17000,17300,33165,86068.0,4975000.0
2016-07-14,17300,17400,17000,17200,16838,85570.0,4975000.0
2016-07-15,17100,17250,16700,16900,13909,84078.0,4975000.0
2016-07-18,16750,17000,16550,16850,7806,83829.0,4975000.0
2016-07-19,16800,17000,16650,16850,8251,83829.0,4975000.0
2016-07-20,16700,17050,16700,17050,11667,84824.0,4975000.0
2016-07-21,17100,17400,16250,16450,29907,81839.0,4975000.0
2016-07-22,16500,16800,16300,16750,7538,83331.0,4975000.0
2016-07-25,16550,16900,16550,16750,8050,83331.0,4975000.0
2016-07-26,16950,17000,16650,16950,7185,84326.0,4975000.0
2016-07-27,17100,18250,16850,17300,83405,86068.0,4975000.0
2016-07-28,17250,18800,17250,18450,87026,91789.0,4975000.0
2016-07-29,18450,18700,17500,17700,48385,88058.0,4975000.0
2016-08-01,18050,18200,17550,17800,27151,88555.0,4975000.0
2016-08-02,18000,18000,17100,17250,23867,85819.0,4975000.0
2016-08-03,17050,17200,16700,16850,20072,83829.0,4975000.0
2016-08-04,16950,17350,16800,17050,17765,84824.0,4975000.0
2016-08-05,17050,17250,16750,16850,13896,83829.0,4975000.0
2016-08-08,16700,17000,16400,16400,19797,81590.0,4975000.0
2016-08-09,16400,16700,16000,16250,26764,80844.0,4975000.0
2016-08-10,16450,16450,16100,16200,15495,80595.0,4975000.0
2016-08-11,16300,16300,15850,15900,20484,79102.0,4975000.0
2016-08-12,16250,17000,16100,16400,53489,81590.0,4975000.0
2016-08-16,16450,16550,16100,16100,12562,80098.0,4975000.0
2016-08-17,16100,16200,15800,16100,10027,80098.0,4975000.0
2016-08-18,16250,16250,15900,16200,16755,80595.0,4975000.0
2016-08-19,16300,16400,15950,16200,9161,80595.0,4975000.0
2016-08-22,16350,21050,16350,21050,1174165,104724.0,4975000.0
2016-08-23,22200,22550,20100,20850,1443735,103729.0,4975000.0
2016-08-24,21500,21550,20300,21450,569560,106714.0,4975000.0
2016-08-25,21600,21600,20550,20550,266479,102236.0,4975000.0
2016-08-26,19900,20250,18950,19450,288224,96764.0,4975000.0
2016-08-29,19150,19400,17900,18000,166685,89550.0,4975000.0
2016-08-30,18100,18950,17950,18650,188454,92784.0,4975000.0
2016-08-31,18450,18800,18100,18700,86932,93032.0,4975000.0
2016-09-01,18550,19150,18400,18950,98123,94276.0,4975000.0
2016-09-02,19050,19150,18450,18950,78049,94276.0,4975000.0
2016-09-05,18500,19000,18500,18900,39996,94028.0,4975000.0
2016-09-06,19100,19100,18400,18500,38231,92038.0,4975000.0
2016-09-07,18800,18850,18200,18200,42865,90545.0,4975000.0
2016-09-08,18100,18400,16700,17300,91377,86068.0,4975000.0
2016-09-09,17500,17500,16850,17100,45809,85072.0,4975000.0
2016-09-12,16850,17200,16650,16800,20962,83580.0,4975000.0
2016-09-13,16950,17400,16950,17050,17231,84824.0,4975000.0
2016-09-19,17150,17450,17050,17150,15255,85321.0,4975000.0
2016-09-20,17300,17300,16950,17250,19318,85819.0,4975000.0
2016-09-21,17450,17550,17150,17300,21637,86068.0,4975000.0
2016-09-22,17500,18250,17350,18250,73595,90794.0,4975000.0
2016-09-23,18250,18250,17500,17800,44730,88555.0,4975000.0
2016-09-26,17950,18150,17600,17600,20600,87560.0,4975000.0
2016-09-27,17400,17700,17300,17450,24201,86814.0,4975000.0
2016-09-28,17500,17850,17350,17550,19242,87311.0,4975000.0
2016-09-29,17550,17800,17450,17700,25822,88058.0,4975000.0
2016-09-30,17700,17800,16950,16950,32982,84326.0,4975000.0
2016-10-04,16950,17250,16950,17050,12118,84824.0,4975000.0
2016-10-05,16800,17100,16800,16900,12813,84078.0,4975000.0
2016-10-06,17000,17100,16900,17000,7499,84575.0,4975000.0
2016-10-07,17050,17150,16650,16650,27100,82834.0,4975000.0
2016-10-10,16500,16750,16400,16400,16894,81590.0,4975000.0
2016-10-11,16400,16700,16400,16700,10370,83082.0,4975000.0
2016-10-12,16400,16850,16350,16600,7714,82585.0,4975000.0
2016-10-13,16450,16600,16150,16150,17869,80346.0,4975000.0
2016-10-14,16050,16300,15800,15800,34978,78605.0,4975000.0
2016-10-17,15800,15800,15450,15450,21618,76864.0,4975000.0
2016-10-18,15300,15700,15300,15500,12960,77112.0,4975000.0
2016-10-19,15700,15700,15300,15400,13698,76615.0,4975000.0
2016-10-20,15300,15500,15250,15450,6972,76864.0,4975000.0
2016-10-21,15250,15450,15150,15200,16964,75620.0,4975000.0
2016-10-24,15200,15250,14900,14900,21764,74128.0,4975000.0
2016-10-25,15150,15200,14900,15200,11346,75620.0,4975000.0
2016-10-26,15250,15800,14900,15800,16127,78605.0,4975000.0
2016-10-27,15500,16450,15500,16300,31075,81092.0,4975000.0
2016-10-28,16400,16400,15750,16300,22358,81092.0,4975000.0
2016-10-31,16300,16400,15500,15500,12560,77112.0,4975000.0
2016-11-01,15500,15950,15100,15700,8072,78108.0,4975000.0
2016-11-02,15350,15600,14650,14650,18393,72884.0,4975000.0
2016-11-03,14650,15150,14050,14150,22589,70396.0,4975000.0
2016-11-04,14100,14250,13550,14150,12341,70396.0,4975000.0
2016-11-07,14200,14450,14200,14250,7007,70894.0,4975000.0
2016-11-08,14350,14450,14200,14450,8459,71889.0,4975000.0
2016-11-09,14400,14750,13300,14000,32159,69650.0,4975000.0
2016-11-10,14050,15050,14050,14650,21245,72884.0,4975000.0
2016-11-11,14600,14650,14200,14250,10488,70894.0,4975000.0
2016-11-14,14500,14500,14100,14250,7107,70894.0,4975000.0
2016-11-15,14050,15750,14050,14950,34138,74376.0,4975000.0
2016-11-16,14800,15350,14800,15000,15058,74625.0,4975000.0
2016-11-17,15200,15200,14750,14900,4152,74128.0,4975000.0
2016-11-18,14900,15400,14700,14700,21685,73132.0,4975000.0
2016-11-21,14650,14900,14150,14250,5760,70894.0,4975000.0
2016-11-22,14350,14450,14050,14250,6479,70894.0,4975000.0
2016-11-23,14200,14350,13900,13950,12350,69401.0,4975000.0
2016-11-24,13800,14000,13500,13500,16038,67162.0,4975000.0
2016-11-25,13800,13800,13400,13750,6718,68406.0,4975000.0
2016-11-28,13750,13800,13350,13500,9175,67162.0,4975000.0
2016-11-29,13300,13800,13150,13250,13260,65919.0,4975000.0
2016-11-30,13350,13450,13150,13350,3146,66416.0,4975000.0
2016-12-01,13450,13450,12950,13100,14133,65172.0,4975000.0
2016-12-02,13250,13400,13050,13050,6276,64924.0,4975000.0
2016-12-05,12850,13100,12650,12750,7600,63431.0,4975000.0
2016-12-06,12600,13150,12550,12850,8201,63929.0,4975000.0
2016-12-07,12750,13000,12500,12550,10243,62436.0,4975000.0
2016-12-08,12700,12900,12550,12700,9412,63182.0,4975000.0
2016-12-09,12850,12850,12500,12650,17064,62934.0,4975000.0
2016-12-12,12600,12850,12500,12750,17808,63431.0,4975000.0
2016-12-13,12800,13300,12700,13200,24035,65670.0,4975000.0
2016-12-14,13300,13450,13100,13300,11705,66168.0,4975000.0
2016-12-15,13300,13650,13000,13500,24654,67162.0,4975000.0
2016-12-16,13500,13800,13300,13650,17258,67909.0,4975000.0
2016-12-19,13600,16050,13600,14550,259810,72386.0,4975000.0
2016-12-20,14600,14600,14100,14150,31454,70396.0,4975000.0
2016-12-21,14350,14600,14100,14100,24645,70148.0,4975000.0
2016-12-22,14100,14300,13700,13700,18205,68158.0,4975000.0
2016-12-23,13700,14200,13700,14050,16935,69899.0,4975000.0
2016-12-26,14100,14200,13750,13900,11266,69152.0,4975000.0
2016-12-27,14000,14100,13800,13950,16340,69401.0,4975000.0
2016-12-28,13900,14000,13600,14000,9722,69650.0,4975000.0
2016-12-29,13900,14000,13800,13850,4997,68904.0,4975000.0
2017-01-02,13850,13950,13450,13850,10802,68904.0,4975000.0
2017-01-03,13850,14200,13600,14000,18193,69650.0,4975000.0
2017-01-04,13850,14100,13800,14000,13430,69650.0,4975000.0
2017-01-05,14050,15000,13950,14800,62005,73630.0,4975000.0
2017-01-06,14800,14900,14250,14750,33756,73381.0,4975000.0
2017-01-09,14800,14800,14250,14250,23077,70894.0,4975000.0
2017-01-10,14300,14500,14200,14350,8685,71391.0,4975000.0
2017-01-11,14450,14450,14050,14100,13583,70148.0,4975000.0
2017-01-12,14250,14250,13950,13950,6828,69401.0,4975000.0
2017-01-13,13950,14100,13800,13850,9214,68904.0,4975000.0
2017-01-16,13850,14050,13600,13800,8811,68655.0,4975000.0
2017-01-17,13750,14600,13750,14350,22291,71391.0,4975000.0
2017-01-18,14400,14550,14100,14300,17441,71142.0,4975000.0
2017-01-19,14400,14600,13950,14050,15229,69899.0,4975000.0
2017-01-20,14150,14150,13800,14000,7291,69650.0,4975000.0
2017-01-23,13900,14050,13700,13750,8223,68406.0,4975000.0
2017-01-24,13650,13750,13350,13450,9852,66914.0,4975000.0
2017-01-25,13350,13750,13300,13400,5186,66665.0,4975000.0
2017-01-26,13350,13500,13200,13250,11104,65919.0,4975000.0
2017-01-31,13400,13400,13000,13000,7475,64675.0,4975000.0
2017-02-01,12950,13500,12900,13350,8836,66416.0,4975000.0
2017-02-02,13150,13400,13150,13350,6361,66416.0,4975000.0
2017-02-03,13350,13600,13150,13500,10801,67162.0,4975000.0
2017-02-06,13500,13550,13300,13300,7749,66168.0,4975000.0
2017-02-07,13300,13600,13300,13400,5078,66665.0,4975000.0
2017-02-08,13400,13500,13250,13300,7439,66168.0,4975000.0
2017-02-09,13200,13400,13100,13100,9402,65172.0,4975000.0
2017-02-10,13300,13350,13050,13100,3178,65172.0,4975000.0
2017-02-13,13200,13850,13200,13550,16675,67411.0,4975000.0
2017-02-14,13600,13650,13250,13300,15461,66168.0,4975000.0
2017-02-15,13300,13700,13250,13500,14391,67162.0,4975000.0
2017-02-16,13600,13600,13250,13350,6258,66416.0,4975000.0
2017-02-17,13350,13400,13000,13150,20077,65421.0,4975000.0
2017-02-20,13100,13300,13100,13250,5256,65919.0,4975000.0
2017-02-21,13300,13350,13000,13100,10015,65172.0,4975000.0
2017-02-22,13100,13250,12950,13200,7813,65670.0,4975000.0
2017-02-23,13050,13350,13050,13100,8289,65172.0,4975000.0
2017-02-24,13200,13250,13050,13100,3934,65172.0,4975000.0
2017-02-27,13050,13550,13050,13350,20002,66416.0,4975000.0
2017-02-28,13250,13400,13000,13400,9307,66665.0,4975000.0
2017-03-02,13450,13450,13100,13150,8417,65421.0,4975000.0
2017-03-03,13150,13300,12900,13050,15972,64924.0,4975000.0
2017-03-06,13000,13100,12750,12750,15032,63431.0,4975000.0
2017-03-07,12750,12950,12550,12750,11429,63431.0,4975000.0
2017-03-08,12750,12750,12550,12600,9995,62685.0,4975000.0
2017-03-09,12600,12900,12600,12700,8630,63182.0,4975000.0
2017-03-10,12850,12850,12350,12700,13147,63182.0,4975000.0
2017-03-13,12700,12900,12550,12800,6506,63680.0,4975000.0
2017-03-14,12650,12850,12550,12550,8706,62436.0,4975000.0
2017-03-15,12800,12800,12400,12400,13091,61690.0,4975000.0
2017-03-16,12400,12700,12150,12250,14758,60944.0,4975000.0
2017-03-17,12250,12550,12200,12450,5922,61939.0,4975000.0
2017-03-20,12500,12500,12200,12350,4465,61441.0,4975000.0
2017-03-21,12450,12450,12150,12250,6674,60944.0,4975000.0
2017-03-22,12300,12300,12050,12150,8478,60446.0,4975000.0
2017-03-23,12350,12350,11950,12050,9634,59949.0,4975000.0
2017-03-24,11950,12150,11950,12100,5162,60198.0,4975000.0
2017-03-27,12200,12250,11950,12150,7799,60446.0,4975000.0
2017-03-28,12150,12250,12000,12150,6592,60446.0,4975000.0
2017-03-29,12250,12250,11950,12150,4935,60446.0,4975000.0
2017-03-30,12200,12200,12000,12050,4812,59949.0,4975000.0
2017-03-31,12200,12200,12000,12150,7734,60446.0,4975000.0
2017-04-03,12200,12300,12100,12300,9409,61192.0,4975000.0
2017-04-04,12300,12850,12150,12650,28420,62934.0,4975000.0
2017-04-05,12800,12850,12500,12700,10914,63182.0,4975000.0
2017-04-06,12700,12800,12450,12750,9246,63431.0,4975000.0
2017-04-07,12750,12850,12500,12650,16207,62934.0,4975000.0
2017-04-10,12500,12600,12100,12200,19320,60695.0,4975000.0
2017-04-11,12250,12250,12000,12250,10087,60944.0,4975000.0
2017-04-12,12050,12250,12000,12150,12845,60446.0,4975000.0
2017-04-13,12050,12350,12000,12300,10236,61192.0,4975000.0
2017-04-14,12350,12550,12250,12550,13117,62436.0,4975000.0
2017-04-17,12550,12650,12450,12600,4654,62685.0,4975000.0
2017-04-18,12450,12600,12200,12500,15252,62188.0,4975000.0
2017-04-19,12550,12600,12400,12600,8711,62685.0,4975000.0
2017-04-20,12600,14400,12600,13250,206534,65919.0,4975000.0
2017-04-21,13250,13300,13000,13050,13270,64924.0,4975000.0
2017-04-24,13150,13150,12600,12600,16500,62685.0,4975000.0
2017-04-25,12750,12950,12550,12900,10228,64178.0,4975000.0
2017-04-26,13000,13000,12650,12700,10494,63182.0,4975000.0
2017-04-27,12700,12800,12550,12800,5137,63680.0,4975000.0
2017-04-28,12600,12950,12300,12500,12447,62188.0,4975000.0
2017-05-02,12450,12500,12300,12400,8124,61690.0,4975000.0
2017-05-04,12300,12500,12300,12400,6498,61690.0,4975000.0
2017-05-08,12400,12500,12300,12500,15523,62188.0,4975000.0
2017-05-10,12550,12600,12400,12600,9220,62685.0,4975000.0
2017-05-11,12650,12850,12450,12800,15063,63680.0,4975000.0
2017-05-12,12850,12850,12450,12600,7093,62685.0,4975000.0
2017-05-15,12600,12600,12300,12450,14267,61939.0,4975000.0
2017-05-16,12500,12500,12200,12250,16396,60944.0,4975000.0
2017-05-17,12400,12450,12250,12250,8778,60944.0,4975000.0
2017-05-18,12100,12300,12100,12200,14106,60695.0,4975000.0
2017-05-19,12300,12500,12150,12350,10923,61441.0,4975000.0
2017-05-22,12450,12500,12300,12400,6443,61690.0,4975000.0
2017-05-23,12350,12400,12250,12400,11897,61690.0,4975000.0
2017-05-24,12400,12550,12300,12400,6220,61690.0,4975000.0
2017-05-25,12400,12450,12300,12450,9326,61939.0,4975000.0
2017-05-26,12500,12500,12300,12400,13534,61690.0,4975000.0
2017-05-29,12400,12450,12250,12300,12210,61192.0,4975000.0
2017-05-30,12300,12500,12250,12500,9304,62188.0,4975000.0
2017-05-31,12500,12550,12350,12500,6138,62188.0,4975000.0
2017-06-01,12500,12700,12500,12600,14274,62685.0,4975000.0
2017-06-02,12600,12800,12500,12750,19361,63431.0,4975000.0
2017-06-05,12750,13250,12700,13200,42247,65670.0,4975000.0
2017-06-07,13150,13350,13000,13200,19210,65670.0,4975000.0
2017-06-08,13200,13200,12700,12800,28785,63680.0,4975000.0
2017-06-09,12850,13050,12650,12850,15302,63929.0,4975000.0
2017-06-12,12800,12900,12700,12750,5866,63431.0,4975000.0
2017-06-13,12700,12950,12600,12650,10013,62934.0,4975000.0
2017-06-14,12650,12800,12650,12750,7296,63431.0,4975000.0
2017-06-15,12850,12900,12700,12800,10963,63680.0,4975000.0
2017-06-16,12800,12900,12650,12850,7052,63929.0,4975000.0
2017-06-19,12700,13400,12700,13150,37139,65421.0,4975000.0
2017-06-20,13300,13300,12900,13050,24531,64924.0,4975000.0
2017-06-21,13100,16850,13050,15400,2693030,76615.0,4975000.0
2017-06-22,15150,15600,14800,15350,444724,76366.0,4975000.0
2017-06-23,15300,15700,15000,15100,267236,75122.0,4975000.0
2017-06-26,15150,15700,14900,15650,268707,77859.0,4975000.0
2017-06-27,15800,16250,14650,14650,280622,72884.0,4975000.0
2017-06-28,14650,15450,14350,15450,242690,76864.0,4975000.0
2017-06-29,15300,15550,15000,15100,100904,75122.0,4975000.0
2017-06-30,15050,16300,14750,15700,326786,78108.0,4975000.0
2017-07-03,15700,16600,15400,15850,216134,78854.0,4975000.0
2017-07-04,15850,16250,15550,15700,167780,78108.0,4975000.0
2017-07-05,15750,16450,15750,16150,155210,80346.0,4975000.0
2017-07-06,16400,16750,16050,16450,143471,81839.0,4975000.0
2017-07-07,16350,16600,15750,15800,57769,78605.0,4975000.0
2017-07-10,15900,15900,15100,15200,59887,75620.0,4975000.0
2017-07-11,15350,17200,15150,15950,317282,79351.0,4975000.0
2017-07-12,15950,16850,15950,16200,159641,80595.0,4975000.0
2017-07-13,16200,17100,16200,16950,144708,84326.0,4975000.0
2017-07-14,17150,17350,16600,16700,55523,83082.0,4975000.0
2017-07-17,17150,17200,16700,16700,40641,83082.0,4975000.0
2017-07-18,16700,16800,16050,16150,33487,80346.0,4975000.0
2017-07-19,16250,16550,16100,16300,28400,81092.0,4975000.0
2017-07-20,16300,16350,15950,16300,28185,81092.0,4975000.0
2017-07-21,16400,16400,15800,16150,31401,80346.0,4975000.0
2017-07-24,16050,17000,15950,16850,63255,83829.0,4975000.0
2017-07-25,16850,17450,16700,17000,53814,84575.0,4975000.0
2017-07-26,17000,17150,16750,16850,32313,83829.0,4975000.0
2017-07-27,16750,17100,16500,16600,25724,82585.0,4975000.0
2017-07-28,16700,16700,15700,15750,54742,78356.0,4975000.0
2017-07-31,15750,16100,15200,15350,26040,76366.0,4975000.0
2017-08-01,15150,15950,15150,15700,13936,78108.0,4975000.0
2017-08-02,15550,15950,15550,15800,10592,78605.0,4975000.0
2017-08-03,16000,16000,15200,15700,20359,78108.0,4975000.0
2017-08-04,15700,15800,15200,15400,17750,76615.0,4975000.0
2017-08-07,15300,15800,15250,15800,13082,78605.0,4975000.0
2017-08-08,15850,16100,15750,15900,10788,79102.0,4975000.0
2017-08-09,15900,16150,15400,15600,24224,77610.0,4975000.0
2017-08-10,15600,15700,15150,15200,17672,75620.0,4975000.0
2017-08-11,15100,15200,14500,14900,22310,74128.0,4975000.0
2017-08-14,14750,15200,14700,14800,9624,73630.0,4975000.0
2017-08-16,15100,15200,14800,15050,7029,74874.0,4975000.0
2017-08-17,14800,15000,14700,14900,11268,74128.0,4975000.0
2017-08-18,14900,15300,14750,15250,12033,75869.0,4975000.0
2017-08-21,15200,15250,14900,15150,9556,75371.0,4975000.0
2017-08-22,14950,15400,14900,15250,8378,75869.0,4975000.0
2017-08-23,15250,15350,15000,15100,11287,75122.0,4975000.0
2017-08-24,15100,15400,15050,15200,14217,75620.0,4975000.0
2017-08-25,15200,15400,15100,15300,9265,76118.0,4975000.0
2017-08-28,15300,15450,15050,15200,6851,75620.0,4975000.0
2017-08-29,15000,15150,14850,15150,13337,75371.0,4975000.0
2017-08-30,15150,15200,14800,14850,10188,73879.0,4975000.0
2017-08-31,14850,14950,14450,14600,32342,72635.0,4975000.0
2017-09-01,14600,14750,14600,14750,11563,73381.0,4975000.0
2017-09-04,14150,14650,13800,14500,13041,72138.0,4975000.0
2017-09-05,14500,14500,14200,14350,9275,71391.0,4975000.0
2017-09-06,14200,15000,14200,14500,16187,72138.0,4975000.0
2017-09-07,14600,14700,14000,14300,15251,71142.0,4975000.0
