KH바텍(060720),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2002-07-04,8801,8861,8550,8721,21298,174000.0,4000000.0
2002-07-05,8521,9001,8521,8822,18099,176000.0,4000000.0
2002-07-08,8920,9422,8780,8922,50232,178000.0,4000000.0
2002-07-09,9021,9222,8721,8822,22769,176000.0,4000000.0
2002-07-10,8640,8820,8359,8361,30014,166800.0,4000000.0
2002-07-11,8219,8219,7778,8020,31589,160000.0,4000000.0
2002-07-12,8139,8300,7929,8040,18982,160400.0,4000000.0
2002-07-15,7618,8199,7618,7920,15477,158000.0,4000000.0
2002-07-16,7938,8520,7938,8221,24610,164000.0,4000000.0
2002-07-18,8479,9201,8419,9063,59755,180800.0,4000000.0
2002-07-19,8640,8980,8319,8732,27561,174200.0,4000000.0
2002-07-22,7688,7819,7688,7689,48319,153400.0,4000000.0
2002-07-23,7337,7698,6766,7609,250487,151800.0,4000000.0
2002-07-24,7557,7597,6835,7058,138467,140800.0,4000000.0
2002-07-25,7638,7899,7317,7819,265394,156000.0,4000000.0
2002-07-26,7717,7777,7426,7539,92768,150400.0,4000000.0
2002-07-29,7537,7818,7297,7519,85319,150000.0,4000000.0
2002-07-30,7818,7928,7717,7739,82477,154400.0,4000000.0
2002-07-31,7618,8320,7618,8170,101155,163000.0,4000000.0
2002-08-01,8219,8961,8199,8541,148224,170400.0,4000000.0
2002-08-02,8420,8941,8219,8681,81755,173200.0,4000000.0
2002-08-05,8821,8821,7919,7920,96485,158000.0,4000000.0
2002-08-06,7638,8300,7518,8020,76482,160000.0,4000000.0
2002-08-07,8239,8880,8239,8862,159586,176800.0,4000000.0
2002-08-08,8981,9021,8550,8741,83848,174400.0,4000000.0
2002-08-09,9020,9222,8419,8461,109324,168800.0,4000000.0
2002-08-12,8721,8881,8460,8761,125370,174800.0,4000000.0
2002-08-13,8721,8921,8681,8741,89028,174400.0,4000000.0
2002-08-14,8521,8781,8470,8741,64428,174400.0,4000000.0
2002-08-16,9021,9021,8721,8781,71078,175200.0,4000000.0
2002-08-19,8921,9663,8921,9363,221067,186800.0,4000000.0
2002-08-20,9622,10144,9411,9885,189795,197200.0,4000000.0
2002-08-21,9823,10405,9653,9985,207604,199200.0,4000000.0
2002-08-22,10204,11167,10124,10907,286228,217600.0,4000000.0
2002-08-23,11006,11608,10646,10907,327992,217600.0,4000000.0
2002-08-26,10886,11287,10726,10787,120331,215200.0,4000000.0
2002-08-27,10785,10966,9622,9644,245894,192400.0,4000000.0
2002-08-28,9642,10064,9442,9684,202839,193200.0,4000000.0
2002-08-29,9523,9903,9332,9834,102536,196200.0,4000000.0
2002-08-30,9682,9943,9653,9684,86003,193200.0,4000000.0
2002-09-02,9622,10304,9492,10306,139945,205600.0,4000000.0
2002-09-03,10384,10544,10064,10306,88980,205600.0,4000000.0
2002-09-04,10225,10986,10044,10887,188954,217200.0,4000000.0
2002-09-05,10845,11407,10725,11068,168672,220800.0,4000000.0
2002-09-06,10726,11026,10164,10225,104993,204000.0,4000000.0
2002-09-09,10465,10585,9633,9634,91178,192200.0,4000000.0
2002-09-10,9822,10524,9822,10526,115558,210000.0,4000000.0
2002-09-11,10625,11026,10224,10506,80581,209600.0,4000000.0
2002-09-12,10524,10865,10364,10466,68264,208800.0,4000000.0
2002-09-13,10544,10544,10264,10426,42259,208000.0,4000000.0
2002-09-16,10445,10626,10024,10105,62764,201600.0,4000000.0
2002-09-17,10244,10564,10043,10566,121323,210800.0,4000000.0
2002-09-18,10304,10404,9822,9824,125117,196000.0,4000000.0
2002-09-19,9663,10064,9663,9674,76194,193000.0,4000000.0
2002-09-23,9483,9643,9182,9523,84831,190000.0,4000000.0
2002-09-24,9182,9483,9041,9423,104645,188000.0,4000000.0
2002-09-25,9292,9343,8380,8721,111463,174000.0,4000000.0
2002-09-26,9061,9121,8219,8411,76381,167800.0,4000000.0
2002-09-27,8339,8660,8138,8552,50978,170600.0,4000000.0
2002-09-30,8239,8399,8159,8181,40402,163200.0,4000000.0
2002-10-01,7979,8881,7979,8661,66780,172800.0,4000000.0
2002-10-02,9021,9101,8621,8661,67215,172800.0,4000000.0
2002-10-04,8701,8901,8581,8822,30220,176000.0,4000000.0
2002-10-07,8860,8860,8419,8421,24812,168000.0,4000000.0
2002-10-08,8219,8610,8179,8521,55499,170000.0,4000000.0
2002-10-09,8580,8600,8179,8421,38598,168000.0,4000000.0
2002-10-10,8239,8359,7978,8361,31808,166800.0,4000000.0
2002-10-11,8520,8620,8138,8301,38781,165600.0,4000000.0
2002-10-14,8419,8790,8419,8772,45815,175000.0,4000000.0
2002-10-15,8780,9131,8760,8942,67583,178400.0,4000000.0
2002-10-16,9141,9282,8880,9103,73357,181600.0,4000000.0
2002-10-17,9020,9882,8920,9704,83715,193600.0,4000000.0
2002-10-18,10285,10866,10024,10867,153149,216800.0,4000000.0
2002-10-21,11187,11628,10525,10626,117035,212000.0,4000000.0
2002-10-22,11127,11167,10425,10767,64459,214800.0,4000000.0
2002-10-23,10766,11006,10565,10847,37044,216400.0,4000000.0
2002-10-24,10945,11286,10564,10606,72301,211600.0,4000000.0
2002-10-25,10245,10806,10245,10626,25236,212000.0,4000000.0
2002-10-28,10825,11306,10825,11088,71780,221200.0,4000000.0
2002-10-29,10946,11167,10746,10747,55465,214400.0,4000000.0
2002-10-30,10865,10865,10224,10326,46003,206000.0,4000000.0
2002-10-31,10686,10686,10225,10225,27644,204000.0,4000000.0
2002-11-01,10385,10626,10184,10205,31900,203600.0,4000000.0
2002-11-04,10365,10786,10285,10747,41787,214400.0,4000000.0
2002-11-05,10825,11326,10564,11048,61375,220400.0,4000000.0
2002-11-06,11147,12370,10986,12370,146148,246800.0,4000000.0
2002-11-07,12289,12589,11868,11950,50336,238400.0,4000000.0
2002-11-08,11828,11828,11307,11669,57589,232800.0,4000000.0
2002-11-11,11627,11908,11206,11228,62404,224000.0,4000000.0
2002-11-12,10886,11488,10886,11428,70430,228000.0,4000000.0
2002-11-13,11507,11667,11126,11128,45175,222000.0,4000000.0
2002-11-14,11106,11787,11106,11689,61485,233200.0,4000000.0
2002-11-15,12069,12630,11748,12130,65673,242000.0,4000000.0
2002-11-18,11968,12590,11928,12090,55401,241200.0,4000000.0
2002-11-19,11908,12028,11667,11870,51432,236800.0,4000000.0
2002-11-20,11868,11988,11727,11910,36550,237600.0,4000000.0
2002-11-21,12190,13032,12029,13032,132153,260000.0,4000000.0
2002-11-22,13231,13431,12429,12431,72402,248000.0,4000000.0
2002-11-25,12529,12669,12349,12631,54365,252000.0,4000000.0
2002-11-26,12971,12971,12489,12511,45283,249600.0,4000000.0
2002-11-27,12189,12770,12189,12531,50806,250000.0,4000000.0
2002-11-28,12690,12891,12129,12210,65297,243600.0,4000000.0
2002-11-29,12330,12390,12170,12390,39900,247200.0,4000000.0
2002-12-02,12449,12810,12349,12611,30623,251600.0,4000000.0
2002-12-03,12530,13232,12490,12992,70222,259200.0,4000000.0
2002-12-04,12831,12851,12210,12310,47023,245600.0,4000000.0
2002-12-05,12169,12689,12149,12531,59206,250000.0,4000000.0
2002-12-06,12350,12710,12129,12230,39318,244000.0,4000000.0
2002-12-09,12049,12550,12049,12350,40375,246400.0,4000000.0
2002-12-10,12209,12790,12169,12732,41899,254000.0,4000000.0
2002-12-11,12750,13111,12409,12411,58261,247600.0,4000000.0
2002-12-12,12710,13172,12530,13072,89449,260800.0,4000000.0
2002-12-13,12951,13412,12911,13032,37436,260000.0,4000000.0
2002-12-16,13072,13072,12630,12932,20793,258000.0,4000000.0
2002-12-17,13112,13873,13072,13734,62163,274000.0,4000000.0
2002-12-18,13732,14354,13732,13835,62054,276000.0,4000000.0
2002-12-20,13934,14856,13633,13634,89961,272000.0,4000000.0
2002-12-23,13633,13813,12710,12992,50377,259200.0,4000000.0
2002-12-24,12730,13112,12230,12832,40590,256000.0,4000000.0
2002-12-26,12449,12991,12449,12531,32181,250000.0,4000000.0
2002-12-27,12249,13091,12249,12531,26990,250000.0,4000000.0
2002-12-30,12609,12629,11527,11970,46897,238800.0,4000000.0
2003-01-02,12309,12770,12249,12732,58973,254000.0,4000000.0
2003-01-03,13092,13853,13072,13634,110987,272000.0,4000000.0
2003-01-06,13632,14174,13291,14075,66498,280800.0,4000000.0
2003-01-07,14334,14334,13251,13253,40711,264400.0,4000000.0
2003-01-08,13371,13672,13251,13293,30208,265200.0,4000000.0
2003-01-09,13392,13392,12831,13012,52301,259600.0,4000000.0
2003-01-10,13231,13311,12249,12732,52044,254000.0,4000000.0
2003-01-13,12550,12971,12550,12852,23327,256400.0,4000000.0
2003-01-14,12830,13231,12730,12732,61282,254000.0,4000000.0
2003-01-15,12730,13011,12349,12471,39451,248800.0,4000000.0
2003-01-16,12290,12991,12190,12932,43747,258000.0,4000000.0
2003-01-17,12630,13011,12250,12270,21819,244800.0,4000000.0
2003-01-20,11827,12389,11827,12030,21962,240000.0,4000000.0
2003-01-21,12089,12629,12089,12431,14191,248000.0,4000000.0
2003-01-22,12129,12509,12069,12431,14875,248000.0,4000000.0
2003-01-23,12530,12570,12230,12350,16865,246400.0,4000000.0
2003-01-24,12509,12609,11627,11830,22139,236000.0,4000000.0
2003-01-27,11428,11588,11147,11388,14446,227200.0,4000000.0
2003-01-28,11266,12069,11266,11749,17843,234400.0,4000000.0
2003-01-29,12089,12089,11488,11508,10209,229600.0,4000000.0
2003-01-30,11808,11808,11428,11629,14610,232000.0,4000000.0
2003-02-03,11648,11728,11508,11608,14160,231600.0,4000000.0
2003-02-04,11848,11848,11548,11568,13687,230800.0,4000000.0
2003-02-05,11448,11908,11448,11669,15123,232800.0,4000000.0
2003-02-06,11928,11928,11608,11649,17974,232400.0,4000000.0
2003-02-07,11648,11728,11368,11368,7322,226800.0,4000000.0
2003-02-10,11226,11467,11126,11308,12070,225600.0,4000000.0
2003-02-11,11428,11608,10866,11428,15998,228000.0,4000000.0
2003-02-12,11468,11588,11327,11488,5781,229200.0,4000000.0
2003-02-13,11487,12529,11427,12531,10931,250000.0,4000000.0
2003-02-14,12330,12330,11848,12130,11368,242000.0,4000000.0
2003-02-17,12430,13032,12350,13012,21672,259600.0,4000000.0
2003-02-18,13191,13191,12369,12571,46028,250800.0,4000000.0
2003-02-19,13011,13071,12569,12631,44853,252000.0,4000000.0
2003-02-20,12629,12750,12449,12651,11000,252400.0,4000000.0
2003-02-21,12770,13111,12669,12672,18103,252800.0,4000000.0
2003-02-24,12690,12931,12690,12832,7841,256000.0,4000000.0
2003-02-25,12670,12690,12190,12190,5695,243200.0,4000000.0
2003-02-26,11989,12430,11989,12110,8111,241600.0,4000000.0
2003-02-27,12129,12570,11928,12350,24847,246400.0,4000000.0
2003-02-28,12590,12971,12550,12832,33716,256000.0,4000000.0
2003-03-03,13011,13431,12870,13433,34243,268000.0,4000000.0
2003-03-04,13472,13532,13131,13433,9744,268000.0,4000000.0
2003-03-05,13312,13312,13011,13032,8459,260000.0,4000000.0
2003-03-06,13052,13533,12851,12952,12304,258400.0,4000000.0
2003-03-07,12630,13011,12490,13012,18222,259600.0,4000000.0
2003-03-10,12730,13131,12109,12531,8237,250000.0,4000000.0
2003-03-11,12509,12509,12229,12431,6123,248000.0,4000000.0
2003-03-12,12290,12871,12290,12290,18599,245200.0,4000000.0
2003-03-13,12450,13633,12310,13634,8936,272000.0,4000000.0
2003-03-14,13633,13793,12931,13032,27192,260000.0,4000000.0
2003-03-17,12850,12850,11928,12030,9828,240000.0,4000000.0
2003-03-18,12609,13031,12129,12672,16285,252800.0,4000000.0
2003-03-19,12569,12911,12449,12531,11408,250000.0,4000000.0
2003-03-20,12670,13873,12670,13634,21027,272000.0,4000000.0
2003-03-21,13853,14434,13592,14035,21054,280000.0,4000000.0
2003-03-24,14033,14334,13672,14035,12601,280000.0,4000000.0
2003-03-25,13533,13833,13372,13493,3517,269200.0,4000000.0
2003-03-26,13653,14014,12891,12992,14094,259200.0,4000000.0
2003-03-27,13031,13331,12951,13333,17016,266000.0,4000000.0
2003-03-28,13371,13532,13031,13313,5798,265600.0,4000000.0
2003-03-31,13311,13592,12971,13233,13420,264000.0,4000000.0
2003-04-01,12851,13312,12851,13032,6609,260000.0,4000000.0
2003-04-02,13231,13351,12870,13273,15829,264800.0,4000000.0
2003-04-03,13632,13632,12709,12732,30149,254000.0,4000000.0
2003-04-04,12730,13132,12630,12752,37585,254400.0,4000000.0
2003-04-07,12991,13613,12911,12992,41582,259200.0,4000000.0
2003-04-08,13071,14454,13051,14135,65848,282000.0,4000000.0
2003-04-09,14254,14534,13873,13935,14614,278000.0,4000000.0
2003-04-10,13833,14234,13732,13915,9486,277600.0,4000000.0
2003-04-11,13753,14535,13312,13734,52981,274000.0,4000000.0
2003-04-14,13934,14074,13633,13734,25626,274000.0,4000000.0
2003-04-15,14013,14073,13793,13975,42645,278800.0,4000000.0
2003-04-16,14174,15136,14174,14717,58091,293600.0,4000000.0
2003-04-17,14775,15217,14335,14335,40711,286000.0,4000000.0
2003-04-18,14534,16038,14474,16040,234809,320000.0,4000000.0
2003-04-21,15839,16640,15257,15719,127718,313600.0,4000000.0
2003-04-22,15456,15476,14634,14637,60916,292000.0,4000000.0
2003-04-23,14494,14735,14053,14055,56478,280400.0,4000000.0
2003-04-24,13973,14214,13111,13133,44999,262000.0,4000000.0
2003-04-25,13151,13171,12409,12431,60850,248000.0,4000000.0
2003-04-28,12129,12830,12129,12631,63259,252000.0,4000000.0
2003-04-29,12831,13232,12630,12932,95089,258000.0,4000000.0
2003-04-30,13011,13131,12529,12672,60276,252800.0,4000000.0
2003-05-02,12831,13132,12751,13032,135496,260000.0,4000000.0
2003-05-06,13332,13332,12791,12812,71010,255600.0,4000000.0
2003-05-07,12850,13131,12309,12471,119344,248800.0,4000000.0
2003-05-09,12470,13152,12210,13052,160911,260400.0,4000000.0
2003-05-12,13272,14275,13252,13694,225687,273200.0,4000000.0
2003-05-13,14094,14094,13352,13513,119257,269600.0,4000000.0
2003-05-14,13573,13773,13011,13032,111138,260000.0,4000000.0
2003-05-15,13092,13352,12851,12892,70585,257200.0,4000000.0
2003-05-16,12931,13472,12931,13213,99624,263600.0,4000000.0
2003-05-19,13052,13493,11728,12310,109345,245600.0,4000000.0
2003-05-20,12028,12810,12028,12551,86167,250400.0,4000000.0
2003-05-21,12429,12750,12429,12591,62374,251200.0,4000000.0
2003-05-22,12630,13132,12630,12932,111392,258000.0,4000000.0
2003-05-23,13232,14475,13232,14476,236222,288800.0,4000000.0
2003-05-26,14795,15237,14054,14436,186716,288000.0,4000000.0
2003-05-27,14634,14735,13712,14135,97245,282000.0,4000000.0
2003-05-28,14435,14475,13432,13574,87523,270800.0,4000000.0
2003-05-29,12429,13732,12429,13433,67584,268000.0,4000000.0
2003-05-30,13252,15037,13252,15037,223128,300000.0,4000000.0
2003-06-02,15839,15979,14957,15137,149242,302000.0,4000000.0
2003-06-03,15136,15176,14494,14737,66394,294000.0,4000000.0
2003-06-04,14775,15057,14655,14897,50775,297200.0,4000000.0
2003-06-05,14997,15818,14635,15077,116382,300800.0,4000000.0
2003-06-09,14755,15396,14755,15398,67883,307200.0,4000000.0
2003-06-10,15037,15397,14896,15037,54134,300000.0,4000000.0
2003-06-11,15017,15097,14896,15037,53228,300000.0,4000000.0
2003-06-12,15097,15177,14856,15037,53670,300000.0,4000000.0
2003-06-13,15336,15958,15276,15398,105158,307200.0,4000000.0
2003-06-16,15076,16820,14574,16742,159321,334000.0,4000000.0
2003-06-17,17844,17844,16600,16601,235079,331200.0,4000000.0
2003-06-18,16238,16740,16018,16120,92156,321600.0,4000000.0
2003-06-19,16239,16680,16239,16441,79109,328000.0,4000000.0
2003-06-20,16299,17783,16299,17484,136819,348800.0,4000000.0
2003-06-23,17242,19167,17242,18746,152858,374000.0,4000000.0
2003-06-24,19045,19146,17763,18085,113363,360800.0,4000000.0
2003-06-25,18103,18545,17823,18386,70388,366800.0,4000000.0
2003-06-26,18123,19346,18123,18907,127470,377200.0,4000000.0
2003-06-27,19247,20249,18686,20029,165197,399600.0,4000000.0
2003-06-30,20750,22053,20148,21854,175813,436000.0,4000000.0
2003-07-01,24058,24460,22535,23658,297371,236000.0,4000000.0
2003-07-02,23817,24058,21532,21734,289082,216800.0,4000000.0
2003-07-03,21652,22013,19667,19769,378308,197200.0,4000000.0
2003-07-04,20128,21010,19767,20491,253739,204400.0,4000000.0
2003-07-07,20651,21011,20249,20731,190699,206800.0,4000000.0
2003-07-08,21171,22856,20891,22255,285317,222000.0,4000000.0
2003-07-09,22294,23377,22053,22456,192333,224000.0,4000000.0
2003-07-10,22855,22935,21452,21934,126828,218800.0,4000000.0
2003-07-11,21493,21653,20971,21333,94328,212800.0,4000000.0
2003-07-14,21332,21733,20931,21293,99116,212400.0,4000000.0
2003-07-15,21613,21693,20530,20771,99641,207200.0,4000000.0
2003-07-16,20930,20970,19968,20251,133473,202000.0,4000000.0
2003-07-18,19889,21533,19889,20691,216674,206400.0,4000000.0
2003-07-21,21051,21171,18806,19869,102650,198200.0,4000000.0
2003-07-22,19648,19849,17764,19127,124606,190800.0,4000000.0
2003-07-23,19085,19326,18043,18326,53911,182800.0,4000000.0
2003-07-24,17883,18805,17522,17584,103823,175400.0,4000000.0
2003-07-25,17282,17944,17062,17243,109320,172000.0,4000000.0
2003-07-28,17482,18445,17342,17964,174881,179200.0,4000000.0
2003-07-29,18083,19848,18083,19649,237839,196000.0,4000000.0
2003-07-30,20169,20209,18966,19127,111073,190800.0,4000000.0
2003-07-31,19286,20289,19246,19769,186552,197200.0,4000000.0
2003-08-01,20049,20329,19167,19408,122061,193600.0,4000000.0
2003-08-04,18123,19807,18043,19609,114702,195600.0,4000000.0
2003-08-05,19287,19608,18565,18566,185012,370400.0,8000000.0
2003-08-06,18445,18445,17703,18044,159141,360000.0,8000000.0
2003-08-07,18044,18525,17784,17884,153935,356800.0,8000000.0
2003-08-08,17763,17963,17461,17484,136117,348800.0,8000000.0
2003-08-11,17241,17361,16700,16942,186841,338000.0,8000000.0
2003-08-12,16960,18965,16960,18967,521934,378400.0,8000000.0
2003-08-13,19246,20890,18303,19769,703072,394400.0,8000000.0
2003-08-14,19888,21211,19888,20491,389284,408800.0,8000000.0
2003-08-18,20169,20409,19026,19328,287886,385600.0,8000000.0
2003-08-19,19727,19888,18705,19489,226461,388800.0,8000000.0
2003-08-20,19487,21171,19487,20611,364366,411200.0,8000000.0
2003-08-21,20930,21772,19928,20411,280791,407200.0,8000000.0
2003-08-22,20128,20529,19487,19549,137153,390000.0,8000000.0
2003-08-25,19647,20810,19607,19649,257162,392000.0,8000000.0
2003-08-26,19687,19888,19366,19649,66741,392000.0,8000000.0
2003-08-27,19849,20009,19367,19388,122512,386800.0,8000000.0
2003-08-28,19387,19889,19387,19388,136458,386800.0,8000000.0
2003-08-29,19667,19687,18925,19509,117695,389200.0,8000000.0
2003-09-01,19647,19828,19467,19609,87904,391200.0,8000000.0
2003-09-02,19767,20248,19567,19649,159751,392000.0,8000000.0
2003-09-03,20128,20248,19607,19729,151334,393600.0,8000000.0
2003-09-04,19929,20651,19849,19849,205008,396000.0,8000000.0
2003-09-05,19849,20169,19748,19869,118598,396400.0,8000000.0
2003-09-08,19929,20089,19668,19849,95560,396000.0,8000000.0
2003-09-09,20049,20169,19327,20029,146647,399600.0,8000000.0
2003-09-15,19908,20028,19607,19609,51632,391200.0,8000000.0
2003-09-16,19447,19527,19086,19147,86110,382000.0,8000000.0
2003-09-17,19447,19447,18143,18406,260014,367200.0,8000000.0
2003-09-18,18243,18404,17361,17564,236378,350400.0,8000000.0
2003-09-19,17763,17903,17421,17604,225701,351200.0,8000000.0
2003-09-22,15497,17643,15497,16621,160183,331600.0,8000000.0
2003-09-23,16440,17482,16440,17283,172803,344800.0,8000000.0
2003-09-24,17442,17924,17322,17924,158453,357600.0,8000000.0
2003-09-25,17844,17844,16761,17283,86682,344800.0,8000000.0
2003-09-26,16880,17542,16860,16862,45267,336400.0,8000000.0
2003-09-29,16841,17202,15959,16521,62424,329600.0,8000000.0
2003-09-30,16600,17001,16238,16280,83846,324800.0,8000000.0
2003-10-01,15838,16479,15838,16280,72582,324800.0,8000000.0
2003-10-02,17002,17342,16620,17243,140404,344000.0,8000000.0
2003-10-06,17924,19307,17643,19308,305191,385200.0,8000000.0
2003-10-07,19889,19889,19307,19308,308440,385200.0,8000000.0
2003-10-08,19608,19829,19307,19388,135843,386800.0,8000000.0
2003-10-09,19246,20489,19186,20411,725179,407200.0,8000000.0
2003-10-10,20931,20931,19668,19829,151971,395600.0,8000000.0
2003-10-13,20009,20129,19487,19969,81611,398400.0,8000000.0
2003-10-14,20048,20650,19547,19569,132352,390400.0,8000000.0
2003-10-15,19527,19929,18886,19288,71437,384800.0,8000000.0
2003-10-16,19046,19909,19046,19208,83458,383200.0,8000000.0
2003-10-17,19147,19527,19066,19448,49351,388000.0,8000000.0
2003-10-20,19407,19447,19086,19168,35042,382400.0,8000000.0
2003-10-21,19247,21452,19207,21453,306668,428000.0,8000000.0
2003-10-22,21733,21853,20731,20851,234593,416000.0,8000000.0
2003-10-23,20530,21332,19688,19849,195112,396000.0,8000000.0
2003-10-24,19848,20048,19166,19689,86893,392800.0,8000000.0
2003-10-27,20209,20851,19969,19969,130337,398400.0,8000000.0
2003-10-28,19647,21572,19387,21052,212709,420000.0,8000000.0
2003-10-29,21291,21412,20369,20451,75533,408000.0,8000000.0
2003-10-30,20971,21533,20771,21533,156743,429600.0,8000000.0
2003-10-31,21852,23336,21732,22616,407841,451200.0,8000000.0
2003-11-03,22654,23657,22133,23258,163518,464000.0,8000000.0
2003-11-04,23537,23537,22414,22616,142545,451200.0,8000000.0
2003-11-05,22495,22976,21131,21253,147614,424000.0,8000000.0
2003-11-06,21332,21733,20611,20611,113621,411200.0,8000000.0
2003-11-07,20690,22254,20690,21854,165360,436000.0,8000000.0
2003-11-10,21412,22133,21332,21894,66557,436800.0,8000000.0
2003-11-11,21572,21852,21010,21173,58992,422400.0,8000000.0
2003-11-12,21252,22094,21252,22015,52267,439200.0,8000000.0
2003-11-13,22254,22374,21532,21654,74127,432000.0,8000000.0
2003-11-14,21332,21813,21292,21373,66724,426400.0,8000000.0
2003-11-17,21412,22134,21412,22015,89601,439200.0,8000000.0
2003-11-18,21933,22014,21372,22015,44598,439200.0,8000000.0
2003-11-19,21533,22856,21252,21253,126290,424000.0,8000000.0
2003-11-20,21252,21933,20771,20811,47544,415200.0,8000000.0
2003-11-21,20449,20970,20409,20531,43472,409600.0,8000000.0
2003-11-24,19929,20409,19086,19248,52931,384000.0,8000000.0
2003-11-25,19648,20089,19648,19949,32374,398000.0,8000000.0
2003-11-26,19668,20771,19668,20651,57775,412000.0,8000000.0
2003-11-27,20651,20851,18846,20049,107977,400000.0,8000000.0
2003-11-28,20049,20450,19849,20170,42064,402400.0,8000000.0
2003-12-01,20168,20850,20168,20531,100040,409600.0,8000000.0
2003-12-02,20851,20931,20249,20851,73706,416000.0,8000000.0
2003-12-03,20691,20851,20289,20691,46861,412800.0,8000000.0
2003-12-04,20931,20931,20611,20611,53441,411200.0,8000000.0
2003-12-05,20530,21493,20530,20851,96471,416000.0,8000000.0
2003-12-08,20851,20891,20049,20049,53551,400000.0,8000000.0
2003-12-09,20129,20329,20049,20130,24879,401600.0,8000000.0
2003-12-10,19728,20049,19728,19889,328795,396800.0,8000000.0
2003-12-11,20169,20651,19909,20049,97434,400000.0,8000000.0
2003-12-12,20289,20409,19849,20029,54389,399600.0,8000000.0
2003-12-15,20611,20611,20049,20130,49398,401600.0,8000000.0
2003-12-16,19687,19828,19447,19609,51896,391200.0,8000000.0
2003-12-17,19407,19567,18825,18827,125323,375600.0,8000000.0
2003-12-18,18525,18806,18445,18566,43073,370400.0,8000000.0
2003-12-19,18765,18945,18043,18085,72350,360800.0,8000000.0
2003-12-22,17723,19146,17723,18366,85039,366400.0,8000000.0
2003-12-23,18484,18845,18243,18366,34750,366400.0,8000000.0
2003-12-24,18204,18445,18044,18044,53593,360000.0,8000000.0
2003-12-26,17844,18284,17844,18044,23355,360000.0,8000000.0
2003-12-29,18244,18686,18124,18606,28721,371200.0,8000000.0
2003-12-30,19006,19327,18866,19188,55515,382800.0,8000000.0
2004-01-02,19086,19227,18846,19168,23612,382400.0,8000000.0
2004-01-05,18985,19045,18845,18927,25526,377600.0,8000000.0
2004-01-06,19046,19247,18605,18686,30971,372800.0,8000000.0
2004-01-07,18445,18786,18445,18526,20489,369600.0,8000000.0
2004-01-08,18444,18565,18123,18265,39199,364400.0,8000000.0
2004-01-09,18284,18666,18244,18446,59704,368000.0,8000000.0
2004-01-12,18746,19247,18545,19248,78515,384000.0,8000000.0
2004-01-13,19567,20048,19567,19689,127894,392800.0,8000000.0
2004-01-14,19447,19949,19247,19889,52841,396800.0,8000000.0
2004-01-15,19889,20029,19167,19208,31531,383200.0,8000000.0
2004-01-16,19167,19327,18525,18686,61569,372800.0,8000000.0
2004-01-19,18965,19005,18464,18847,34900,376000.0,8000000.0
2004-01-20,18605,19046,18244,18446,47738,368000.0,8000000.0
2004-01-26,18444,19005,17963,18085,114566,360800.0,8000000.0
2004-01-27,18384,18384,17401,17444,71463,348000.0,8000000.0
2004-01-28,17281,17381,16760,16922,100901,337600.0,8000000.0
2004-01-29,16760,17502,16760,16882,82039,336800.0,8000000.0
2004-01-30,16960,17121,16339,16842,120601,336000.0,8000000.0
2004-02-02,16881,17663,16841,17243,148698,344000.0,8000000.0
2004-02-03,17121,17441,16399,16762,92053,334400.0,8000000.0
2004-02-04,16580,17562,16419,17444,146279,348000.0,8000000.0
2004-02-05,17643,17804,17182,17243,89212,344000.0,8000000.0
2004-02-06,17582,18244,17542,18044,209818,360000.0,8000000.0
