리더스 기술투자(019570),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
1999-09-01,13532,14347,13128,13531,15484,40000.0,4000000.0
1999-09-02,12177,13533,11909,12719,13352,37600.0,4000000.0
1999-09-03,12313,13259,12177,12719,6679,37600.0,4000000.0
1999-09-06,12447,13867,12447,12854,10626,38000.0,4000000.0
1999-09-07,12851,13529,12714,13518,12618,39960.0,4000000.0
1999-09-08,13532,13532,12718,13531,13738,40000.0,4000000.0
1999-09-09,13532,13532,13141,13396,7743,39600.0,4000000.0
1999-09-10,13396,13532,13128,13531,13936,40000.0,4000000.0
1999-09-13,13398,13398,12589,12990,12603,38400.0,4000000.0
1999-09-14,13128,13128,12587,12719,10174,37600.0,4000000.0
1999-09-15,12719,13128,12587,12719,10618,37600.0,4000000.0
1999-09-16,12585,12854,12312,12584,4900,37200.0,4000000.0
1999-09-17,12449,12570,12176,12313,4019,36400.0,4000000.0
1999-09-20,12989,12989,11512,12313,1936,36400.0,4000000.0
1999-09-21,12174,12583,12043,12178,10742,36000.0,4000000.0
1999-09-22,12047,12047,11096,12029,6176,35560.0,4000000.0
1999-09-27,11906,12447,11365,12178,18646,36000.0,4000000.0
1999-09-28,11228,12283,11228,12178,8985,36000.0,4000000.0
1999-09-29,12450,12450,11787,11786,3215,34840.0,4000000.0
1999-09-30,11368,12045,11368,11907,2248,35200.0,4000000.0
1999-10-01,11906,11906,10688,11095,27817,32800.0,4000000.0
1999-10-04,10443,11093,10443,10690,3961,31600.0,4000000.0
1999-10-05,11353,11908,10690,10825,11478,32000.0,4000000.0
1999-10-06,10827,11217,9529,10960,5834,32400.0,4000000.0
1999-10-07,11337,11337,10551,11082,2955,32760.0,4000000.0
1999-10-08,10283,11213,10146,11217,5631,33160.0,4000000.0
1999-10-11,11759,12558,11504,12557,12899,37120.0,4000000.0
1999-10-12,12451,14008,12451,14005,27342,41400.0,4000000.0
1999-10-13,13529,13933,12390,13937,16397,41200.0,4000000.0
1999-10-14,12786,13936,12717,13125,11639,38800.0,4000000.0
1999-10-15,12654,13535,12654,12990,4228,38400.0,4000000.0
1999-10-18,13177,13177,11704,13152,3862,38880.0,4000000.0
1999-10-19,12609,13272,12176,12313,2636,36400.0,4000000.0
1999-10-20,12852,12852,11634,12178,1633,36000.0,4000000.0
1999-10-21,11632,12581,11632,12110,747,35800.0,4000000.0
1999-10-22,12111,12111,11232,11583,6619,34240.0,4000000.0
1999-10-25,11974,11974,10336,11501,4753,34000.0,4000000.0
1999-10-26,10825,12313,10552,12313,13421,36400.0,4000000.0
1999-10-27,11910,13669,11910,13666,35302,40400.0,4000000.0
1999-10-28,13937,14615,13397,14343,21163,42400.0,4000000.0
1999-10-29,13530,15427,13530,15155,22772,44800.0,4000000.0
1999-11-01,15427,16915,15018,16914,68192,50000.0,4000000.0
1999-11-02,16914,18199,16509,16779,117640,49600.0,4000000.0
1999-11-03,16777,18739,16236,18538,315188,54800.0,4000000.0
1999-11-04,18940,19754,18266,18943,347266,56000.0,4000000.0
1999-11-05,19889,20835,18940,19620,161002,58000.0,4000000.0
1999-11-08,19889,20567,19349,19620,266594,58000.0,4000000.0
1999-11-09,19482,19482,17317,18267,99097,54000.0,4000000.0
1999-11-10,18940,19618,17317,18943,94778,56000.0,4000000.0
1999-11-11,18535,19213,17994,18741,71044,55400.0,4000000.0
1999-11-12,18674,20974,18268,20973,243327,62000.0,4000000.0
1999-11-15,21515,23478,21243,23476,124787,69400.0,4000000.0
1999-11-16,24358,26250,23680,26250,203324,77600.0,4000000.0
1999-11-17,28010,29365,23140,25574,327988,75600.0,4000000.0
1999-11-18,24358,25036,22532,22529,105928,66600.0,4000000.0
1999-11-19,21654,24088,21654,22935,119046,67800.0,4000000.0
1999-11-22,23136,25031,22053,24762,144391,73200.0,4000000.0
1999-11-23,25981,27670,23816,27671,211975,81800.0,4000000.0
1999-11-24,27666,29765,26655,28145,218232,83200.0,4000000.0
1999-11-25,27329,29362,25166,26927,262195,79600.0,4000000.0
1999-11-26,26384,26384,23743,23747,163571,70200.0,4000000.0
1999-11-29,22733,24759,21853,21988,124261,65000.0,4000000.0
1999-11-30,21039,23814,19818,20703,170425,61200.0,4000000.0
1999-12-01,20296,23137,18334,22732,165608,67200.0,4000000.0
1999-12-02,22325,23002,20024,20161,70089,59600.0,4000000.0
1999-12-03,18268,20975,17996,19349,76371,57200.0,4000000.0
1999-12-06,19351,20904,19078,20432,96049,60400.0,4000000.0
1999-12-07,19616,20294,19076,19282,94479,57000.0,4000000.0
1999-12-08,18675,20572,18675,20229,122513,59800.0,4000000.0
1999-12-09,20841,22601,19622,22597,139826,66800.0,4000000.0
1999-12-10,23880,25033,21917,22462,148444,66400.0,4000000.0
1999-12-13,22461,23276,20297,22867,92408,67600.0,4000000.0
1999-12-14,23003,25577,23003,25574,223839,75600.0,4000000.0
1999-12-15,26926,28619,25035,28618,319141,84600.0,4000000.0
1999-12-16,30445,32002,25236,32001,351845,94600.0,4000000.0
1999-12-17,29767,32068,28211,31392,2339010,92800.0,4000000.0
1999-12-20,31392,34097,30108,33557,1426260,99200.0,4000000.0
1999-12-21,33556,37550,33556,36940,1691210,109200.0,4000000.0
1999-12-22,36805,37751,35314,35722,1342760,105600.0,4000000.0
1999-12-23,35185,37012,31464,31460,1544390,93000.0,4000000.0
1999-12-24,30446,33831,28418,31798,720680,94000.0,4000000.0
1999-12-27,31934,33558,28009,28415,641300,84000.0,4000000.0
1999-12-28,25166,28417,25035,28280,504350,83600.0,4000000.0
2000-01-04,24895,29765,24895,25844,174420,76400.0,4000000.0
2000-01-05,24088,28285,23409,27062,382380,80000.0,4000000.0
2000-01-06,27743,27743,24360,25235,154700,74600.0,4000000.0
2000-01-07,23411,25170,22329,23679,161100,70000.0,4000000.0
2000-01-10,24360,24360,21114,24018,121150,71000.0,4000000.0
2000-01-11,24360,25982,23818,24897,349680,73600.0,4000000.0
2000-01-12,24219,24219,21919,23409,183180,69200.0,4000000.0
2000-01-13,23407,23407,21111,22056,268850,65200.0,4000000.0
2000-01-14,22056,22866,20974,21920,70830,64800.0,4000000.0
2000-01-17,21917,22732,21375,22462,95370,66400.0,4000000.0
2000-01-18,21651,22866,21651,21920,112320,64800.0,4000000.0
2000-01-19,21920,21920,20569,20973,142900,62000.0,4000000.0
2000-01-20,19618,20295,18470,20026,49160,59200.0,4000000.0
2000-01-21,19213,20971,19213,20703,34710,61200.0,4000000.0
2000-01-24,20297,22194,19079,20567,356740,60800.0,4000000.0
2000-01-25,19893,19893,18672,19349,238740,57200.0,4000000.0
2000-01-26,19616,19616,18266,19620,179240,58000.0,4000000.0
2000-01-27,18939,19279,18196,19079,81460,56400.0,4000000.0
2000-01-28,18269,19484,18269,19485,85120,57600.0,4000000.0
2000-01-31,18270,20298,18270,20297,70570,60000.0,4000000.0
2000-02-01,20297,21243,19618,21108,132380,62400.0,4000000.0
2000-02-02,20841,22327,20162,21514,212330,63600.0,4000000.0
2000-02-03,22191,23001,21513,22326,188520,66000.0,4000000.0
2000-02-07,21652,24964,21652,24965,325880,73800.0,4000000.0
2000-02-08,25710,27469,22326,25032,705780,74000.0,4000000.0
2000-02-09,27063,28009,24626,28009,685670,82800.0,4000000.0
2000-02-10,28420,29770,25708,28415,784230,84000.0,4000000.0
2000-02-11,28825,29367,25984,25980,525160,76800.0,4000000.0
2000-02-14,25035,25035,22866,23003,459850,68000.0,4000000.0
2000-02-15,21784,24221,20773,22056,213340,65200.0,4000000.0
2000-02-16,19620,22867,19620,22191,212450,65600.0,4000000.0
2000-02-17,22196,24766,22196,23679,367960,70000.0,4000000.0
2000-02-18,23005,26119,23005,24897,398080,73600.0,4000000.0
2000-02-21,23409,25579,23409,24356,212690,72000.0,4000000.0
2000-02-22,24359,26249,23953,25709,774420,76000.0,4000000.0
2000-02-23,26248,27467,23002,23544,551300,69600.0,4000000.0
2000-02-24,24496,26322,23003,26318,1075760,77800.0,4000000.0
2000-02-25,28143,29363,26182,27874,1301020,82400.0,4000000.0
2000-02-28,27880,30312,26387,27739,699660,82000.0,4000000.0
2000-02-29,27741,28959,26384,27197,987660,80400.0,4000000.0
2000-03-02,27470,30449,27470,30445,1479710,90000.0,4000000.0
2000-03-03,29904,33691,28416,32069,1022670,94800.0,4000000.0
2000-03-06,31120,33688,31120,32610,2260280,96400.0,4000000.0
2000-03-07,32342,32342,29091,30715,1298930,90800.0,4000000.0
2000-03-08,30711,34366,29548,34370,967930,88400.0,4000000.0
2000-03-09,34994,38259,33437,36548,2150030,94000.0,4000000.0
2000-03-10,37169,38416,35927,37558,755170,96600.0,4000000.0
2000-03-13,36546,41834,36546,37792,1514780,97200.0,4000000.0
2000-03-14,37010,37165,34212,35537,620710,91400.0,4000000.0
2000-03-15,34213,34834,32661,33904,757590,87200.0,4000000.0
2000-03-16,32738,34215,29863,30638,673550,78800.0,4000000.0
2000-03-17,31413,32034,26980,27994,579920,72000.0,4000000.0
2000-03-20,26361,27684,24650,24650,350940,63400.0,4000000.0
2000-03-21,22239,27448,21773,26439,451290,68000.0,4000000.0
2000-03-22,27993,28770,26436,27061,682910,69600.0,4000000.0
2000-03-23,26673,27994,25195,25817,338650,66400.0,4000000.0
2000-03-24,25659,26125,24728,25350,142710,65200.0,4000000.0
2000-03-27,24957,28384,24957,27994,507980,72000.0,4000000.0
2000-03-28,27993,28769,26435,27994,627290,72000.0,4000000.0
2000-03-29,27994,28615,26906,28460,666130,73200.0,4000000.0
2000-03-30,27592,28302,26646,27751,372190,70400.0,4000000.0
2000-03-31,27594,27594,24596,24755,1008600,62800.0,4000000.0
2000-04-03,23813,26335,21840,22075,371510,56000.0,4000000.0
2000-04-04,20104,22861,19629,22311,261500,56600.0,4000000.0
2000-04-06,20894,23021,20894,22153,284960,56200.0,4000000.0
2000-04-07,21602,24759,21602,24440,404110,62000.0,4000000.0
2000-04-10,25227,26413,24597,25543,392340,64800.0,4000000.0
2000-04-11,22547,23887,22547,22548,407180,57200.0,4000000.0
2000-04-12,21286,22862,21286,22075,150320,56000.0,4000000.0
2000-04-14,21761,22547,20184,22075,295480,56000.0,4000000.0
2000-04-17,19557,20343,19476,19473,277230,49400.0,4000000.0
2000-04-18,19710,20501,17663,18921,269700,48000.0,4000000.0
2000-04-19,20499,20499,18131,18448,250230,46800.0,4000000.0
2000-04-20,18527,19553,18131,18448,196190,46800.0,4000000.0
2000-04-21,19708,20340,18608,20340,313490,51600.0,4000000.0
2000-04-24,21129,21129,18923,19236,167250,48800.0,4000000.0
2000-04-25,18448,19077,18367,18448,182630,46800.0,4000000.0
2000-04-26,19632,19632,17345,18527,213530,47000.0,4000000.0
2000-04-27,17344,18924,17344,17344,180120,44000.0,4000000.0
2000-04-28,16555,17897,15764,16083,384890,53040.0,5200000.0
2000-05-02,16397,17343,15766,17029,431370,56160.0,5200000.0
2000-05-03,16557,18213,16083,17975,402810,59280.0,5200000.0
2000-05-04,17503,18924,17503,17975,451150,59280.0,5200000.0
2000-05-08,18131,18681,17737,18448,361060,60840.0,5200000.0
2000-05-09,18292,19238,17897,18606,168120,61360.0,5200000.0
2000-05-10,18131,18607,16556,18448,335700,60840.0,5200000.0
2000-05-12,18134,18611,17819,18527,362950,61100.0,5200000.0
2000-05-15,17974,19391,17339,18133,281350,59800.0,5200000.0
2000-05-16,18919,18919,17659,18763,192390,61880.0,5200000.0
2000-05-17,18765,18846,17979,18527,281030,61100.0,5200000.0
2000-05-18,17502,18369,16558,18369,832960,60580.0,5200000.0
2000-05-19,17341,18292,17105,18290,362120,60320.0,5200000.0
2000-05-22,18129,18289,17339,18133,438100,59800.0,5200000.0
2000-05-23,16716,17665,16716,16871,218840,55640.0,5200000.0
2000-05-24,16712,16712,14915,16398,311060,54080.0,5200000.0
2000-05-25,17342,17977,16396,17817,367180,58760.0,5200000.0
2000-05-26,17028,17818,16242,17029,282010,56160.0,5200000.0
2000-05-29,16872,16872,16081,16398,87420,54080.0,5200000.0
2000-05-30,17026,18292,16476,18290,440190,60320.0,5200000.0
2000-05-31,20418,20418,20183,20419,339640,67340.0,5200000.0
2000-06-01,21282,21678,20182,21286,509690,70200.0,5200000.0
2000-06-02,20818,22078,18845,19867,721540,65520.0,5200000.0
2000-06-05,19871,21051,19555,19552,1295470,64480.0,5200000.0
2000-06-07,19705,20020,18290,18763,1001350,61880.0,5200000.0
2000-06-08,18999,19474,18054,19000,988980,62660.0,5200000.0
2000-06-09,19000,20500,18684,19315,697930,63700.0,5200000.0
2000-06-12,20258,20339,19312,20025,557870,66040.0,5200000.0
2000-06-13,20021,20021,18605,19079,395060,62920.0,5200000.0
2000-06-14,19160,19555,18449,18921,288790,62400.0,5200000.0
2000-06-15,17027,18923,16712,17581,80580,57980.0,5200000.0
2000-06-16,17663,17978,16872,17975,269920,59280.0,5200000.0
2000-06-19,16711,17817,16711,17817,100180,58760.0,5200000.0
2000-06-20,16792,18052,16792,17817,218790,58760.0,5200000.0
2000-06-21,18050,18129,17104,18133,533180,59800.0,5200000.0
2000-06-22,18049,18049,17339,17738,209670,58500.0,5200000.0
2000-06-23,17026,17737,17026,17660,209700,58240.0,5200000.0
2000-06-26,17026,17661,16791,17660,152390,58240.0,5200000.0
2000-06-27,18132,18132,17265,17660,443310,58240.0,5200000.0
2000-06-28,17659,19706,17659,19709,312650,65000.0,5200000.0
2000-06-29,22074,22074,19867,21207,786620,69940.0,5200000.0
2000-06-30,21207,21912,21207,21680,822110,71500.0,5200000.0
2000-07-03,21599,21599,19707,20261,261460,66820.0,5200000.0
2000-07-04,17980,20105,17980,18921,132280,62400.0,5200000.0
2000-07-05,18212,18607,17897,18448,133410,60840.0,5200000.0
2000-07-06,18135,19710,16712,18921,98730,62400.0,5200000.0
2000-07-07,18128,19941,18128,18763,69430,61880.0,5200000.0
2000-07-10,18605,18605,17340,18054,226050,59540.0,5200000.0
2000-07-11,17661,18211,16870,17660,122740,58240.0,5200000.0
2000-07-12,17503,17582,17027,17581,54000,57980.0,5200000.0
2000-07-13,17659,18605,17578,18133,162920,59800.0,5200000.0
2000-07-14,16079,18052,16079,17502,90330,57720.0,5200000.0
2000-07-18,17980,17980,16478,16950,72640,55900.0,5200000.0
2000-07-19,16083,16953,15692,16004,184810,52780.0,5200000.0
2000-07-20,15449,16004,14692,15768,25950,52000.0,5200000.0
2000-07-21,16007,16558,15329,16398,334770,54080.0,5200000.0
2000-07-24,16080,16080,15168,15689,84090,51740.0,5200000.0
2000-07-25,15672,15672,14666,15279,23290,50388.0,5200000.0
2000-07-26,14809,15378,14728,15295,74490,50440.0,5200000.0
2000-07-27,14900,15041,14424,14900,73560,49140.0,5200000.0
2000-07-28,14903,15298,14667,14979,198450,49400.0,5200000.0
2000-07-31,14347,14662,13871,14585,44820,48100.0,5200000.0
2000-08-01,14588,16323,14588,14979,244830,49400.0,5200000.0
2000-08-02,16082,16082,15137,15657,41440,51636.0,5200000.0
2000-08-03,16083,17189,15661,16319,228460,53820.0,5200000.0
2000-08-04,16556,16556,15451,16241,36230,53560.0,5200000.0
2000-08-07,15297,16163,15297,16004,41270,52780.0,5200000.0
2000-08-08,15450,16556,15135,15531,241090,51220.0,5200000.0
2000-08-09,15135,15484,14980,15452,67400,50960.0,5200000.0
2000-08-10,16400,16400,15299,15295,136700,50440.0,5200000.0
2000-08-11,15295,15766,15088,15452,168500,50960.0,5200000.0
2000-08-14,15452,15612,15169,15547,219490,51272.0,5200000.0
2000-08-16,15545,15672,15295,15673,147640,51688.0,5200000.0
2000-08-17,16243,17268,15767,16398,261870,54080.0,5200000.0
2000-08-18,16397,16397,15375,15610,141590,51480.0,5200000.0
2000-08-21,15451,15451,14821,14995,76730,49452.0,5200000.0
2000-08-22,14997,15613,14809,14979,170720,49400.0,5200000.0
2000-08-23,14981,14981,14619,14821,164260,48880.0,5200000.0
2000-08-24,14820,14867,14317,14506,141030,47840.0,5200000.0
2000-08-25,14234,14489,14046,14459,26680,47684.0,5200000.0
2000-08-28,14189,14773,14109,14617,61200,48204.0,5200000.0
2000-08-29,14490,14506,14189,14506,39440,47840.0,5200000.0
2000-08-30,15063,15063,14193,14348,245910,47320.0,5200000.0
2000-08-31,14347,14408,14187,14412,263010,47528.0,5200000.0
2000-09-01,14477,16082,14411,15610,347570,51480.0,5200000.0
2000-09-04,14997,15453,14460,14979,70830,49400.0,5200000.0
2000-09-05,15297,15297,14285,14427,83230,47580.0,5200000.0
2000-09-06,13873,14349,13873,14285,55130,47112.0,5200000.0
2000-09-07,13875,14425,13324,13828,68050,45604.0,5200000.0
2000-09-08,13829,13829,13185,13402,28940,44200.0,5200000.0
2000-09-14,13106,13528,12884,13402,22200,44200.0,5200000.0
2000-09-15,12928,13243,12896,13087,27420,43160.0,5200000.0
2000-09-18,12618,12618,11531,11526,62400,38012.0,5200000.0
2000-09-19,11041,11041,10157,10407,86930,34320.0,5200000.0
