리더스 기술투자(019570),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2008-03-04,4140,4162,3951,4117,316964,36694.0,41936368.0
2008-03-05,4138,4207,3997,4187,284024,37323.0,41936368.0
2008-03-06,4183,4395,4067,4211,634968,37533.0,41936368.0
2008-03-07,4231,4231,3997,4211,507161,37533.0,41936368.0
2008-03-10,4231,4513,3973,4164,1712052,37114.0,41936368.0
2008-03-11,4139,4374,3716,3787,1564330,33759.0,41936368.0
2008-03-12,3881,3905,3740,3740,719331,33339.0,41936368.0
2008-03-13,3740,3787,3669,3717,193320,33130.0,41936368.0
2008-03-14,3740,3834,3646,3717,289882,33130.0,41936368.0
2008-03-17,3716,3787,3528,3670,404777,32710.0,41936368.0
2008-03-18,3596,3666,3313,3435,505402,30614.0,41936368.0
2008-03-19,3525,3525,3289,3317,437199,29565.0,41936368.0
2008-03-20,3313,3360,3056,3152,532684,28097.0,41936368.0
2008-03-21,3150,3221,3058,3058,277460,27259.0,41936368.0
2008-03-24,3058,3150,2964,2988,294717,26630.0,41936368.0
2008-03-25,3105,3105,2846,2988,1192053,26630.0,41936368.0
2008-03-26,3105,3105,2963,3011,154660,26839.0,41936368.0
2008-03-27,2964,3034,2822,2823,357513,25162.0,41936368.0
2008-03-28,2822,2846,2705,2823,454610,25162.0,41936368.0
2008-03-31,2822,2870,2752,2799,226683,24952.0,41936368.0
2008-04-01,2822,2870,2752,2823,451501,25162.0,41936368.0
2008-04-02,2846,2940,2752,2752,255654,24533.0,41936368.0
2008-04-03,2728,2799,2705,2752,294030,24533.0,41936368.0
2008-04-04,2799,2917,2728,2870,360299,25581.0,41936368.0
2008-04-07,2822,2893,2799,2893,321745,25791.0,41936368.0
2008-04-08,2869,2940,2846,2893,260389,25791.0,41936368.0
2008-04-10,2916,3105,2893,3035,671778,27049.0,41936368.0
2008-04-11,3034,3081,2987,3035,160410,27049.0,41936368.0
2008-04-14,3058,3058,2869,2988,271927,26630.0,41936368.0
2008-04-15,2987,2987,2822,2917,314678,26001.0,41936368.0
2008-04-16,2869,2940,2822,2870,317869,25581.0,41936368.0
2008-04-17,2893,2916,2822,2917,233771,26001.0,41936368.0
2008-04-18,2964,2964,2869,2893,85563,25791.0,41936368.0
2008-04-21,2893,2893,2822,2846,218637,25372.0,41936368.0
2008-04-22,2893,2940,2752,2799,188676,24952.0,41936368.0
2008-04-23,2822,2846,2775,2799,129050,24952.0,41936368.0
2008-04-24,2823,2823,2705,2729,214801,24323.0,41936368.0
2008-04-25,2705,2776,2634,2682,246140,23904.0,41936368.0
2008-04-28,2658,2799,2493,2611,293933,23275.0,41936368.0
2008-04-29,2607,2678,2466,2588,756108,23065.0,41936368.0
2008-04-30,2587,2658,2540,2658,216792,23694.0,41936368.0
2008-05-02,2728,2776,2611,2635,181775,23484.0,41936368.0
2008-05-06,2681,2823,2587,2682,462198,23904.0,41936368.0
2008-05-07,2705,2705,2634,2635,59473,23484.0,41936368.0
2008-05-08,2654,2654,2513,2588,173071,23065.0,41936368.0
2008-05-09,2560,2749,2537,2564,684108,22855.0,41936368.0
2008-05-13,2584,2584,2490,2517,322199,22436.0,41936368.0
2008-05-14,2537,2537,2372,2423,360901,21597.0,41936368.0
2008-05-15,2443,2466,2254,2329,702201,20759.0,41936368.0
2008-05-16,2349,2419,2231,2376,506936,21178.0,41936368.0
2008-05-19,2372,2419,2302,2305,110751,20549.0,41936368.0
2008-05-20,2278,2372,2254,2352,322635,20968.0,41936368.0
2008-05-21,2372,2443,2301,2399,314331,21388.0,41936368.0
2008-05-22,2396,2443,2325,2423,292887,21597.0,41936368.0
2008-05-23,2372,2443,2325,2352,231180,20968.0,41936368.0
2008-05-26,2348,2490,2301,2494,284223,22226.0,41936368.0
2008-05-27,2490,2513,2348,2399,260903,21388.0,41936368.0
2008-05-28,2372,2513,2348,2517,306721,22436.0,41936368.0
2008-05-29,2513,2678,2301,2329,1039473,20759.0,41936368.0
2008-05-30,2349,2372,2278,2352,358800,20968.0,41936368.0
2008-06-02,2349,2419,2278,2376,275445,21178.0,41936368.0
2008-06-03,2301,2349,2301,2352,189427,20968.0,41936368.0
2008-06-04,2301,2372,2278,2329,215351,20759.0,41936368.0
2008-06-05,2325,2349,2231,2235,211585,19920.0,41936368.0
2008-06-09,2068,2207,1903,2211,1086195,19710.0,41936368.0
2008-06-10,2207,2325,2113,2258,430142,20129.0,41936368.0
2008-06-11,2254,2278,2184,2282,182917,20339.0,41936368.0
2008-06-12,2278,2349,2184,2352,164921,20968.0,41936368.0
2008-06-13,2325,2349,2278,2329,198300,20759.0,41936368.0
2008-06-16,2348,2396,2301,2399,297423,21388.0,41936368.0
2008-06-17,2396,2419,2254,2399,220007,21388.0,41936368.0
2008-06-18,2372,2396,2301,2376,107687,21178.0,41936368.0
2008-06-19,2349,2372,2301,2352,69848,20968.0,41936368.0
2008-06-20,2325,2372,2254,2329,104937,20759.0,41936368.0
2008-06-23,2325,2466,2278,2399,161471,21388.0,41936368.0
2008-06-24,2396,2443,2372,2423,171591,21597.0,41936368.0
2008-06-25,2396,2419,2301,2376,677153,21178.0,41936368.0
2008-06-26,2374,2398,2023,2047,2052968,18242.0,41936368.0
2008-06-27,1974,2255,1974,2141,684387,19081.0,41936368.0
2008-06-30,2113,2302,2021,2258,375681,20129.0,41936368.0
2008-07-01,2349,2349,2207,2258,392504,20129.0,41936368.0
2008-07-02,2209,2304,2046,2047,94195,18242.0,41936368.0
2008-07-03,2044,2254,1879,2235,121484,19920.0,41936368.0
2008-07-04,2254,2278,2184,2258,124005,20129.0,41936368.0
2008-07-07,2301,2372,2160,2376,298026,21178.0,41936368.0
2008-07-08,2372,2372,2207,2211,54612,19710.0,41936368.0
2008-07-09,2278,2466,2113,2329,221746,20759.0,41936368.0
2008-07-10,2278,2349,2231,2282,27359,20339.0,41936368.0
2008-07-11,2278,2349,2254,2305,35139,20549.0,41936368.0
2008-07-14,2325,2325,2278,2282,34840,20339.0,41936368.0
2008-07-15,2302,2302,2184,2258,25983,20129.0,41936368.0
2008-07-16,2302,2302,2068,2235,192085,19920.0,41936368.0
2008-07-17,2184,2349,2160,2258,329239,20129.0,41936368.0
2008-07-18,2301,2372,2184,2376,246843,21178.0,41936368.0
2008-07-21,2372,2372,2254,2282,107784,20339.0,41936368.0
2008-07-22,2302,2302,2160,2258,95249,20129.0,41936368.0
2008-07-23,2278,2302,2160,2305,121795,20549.0,41936368.0
2008-07-24,2301,2349,2231,2352,190286,20968.0,41936368.0
2008-07-25,2278,2278,2231,2282,40026,20339.0,41936368.0
2008-07-28,2278,2278,2207,2211,51919,19710.0,41936368.0
2008-07-29,2207,2372,2184,2376,261327,21178.0,41936368.0
2008-07-30,2325,2325,2231,2235,139399,19920.0,41936368.0
2008-07-31,2254,2278,2207,2235,76614,19920.0,41936368.0
2008-08-01,2254,2278,2207,2258,40858,20129.0,41936368.0
2008-08-04,2278,2278,2068,2164,268777,19291.0,41936368.0
2008-08-05,2184,2207,2113,2211,115306,19710.0,41936368.0
2008-08-06,2231,2302,2160,2258,63037,20129.0,41936368.0
2008-08-07,2254,2325,2184,2329,158154,20759.0,41936368.0
2008-08-08,2278,2278,2184,2235,85262,19920.0,41936368.0
2008-08-11,2231,2349,2184,2352,309547,20968.0,41936368.0
2008-08-12,2325,2372,2254,2376,160826,21178.0,41936368.0
2008-08-13,2372,2584,2348,2423,286628,21597.0,41936368.0
2008-08-14,2443,2466,2254,2352,88660,20968.0,41936368.0
2008-08-18,2349,2349,2254,2282,36722,20339.0,41936368.0
2008-08-19,2231,2302,2231,2282,36852,20339.0,41936368.0
2008-08-20,2231,2325,2231,2305,9678,20549.0,41936368.0
2008-08-21,2302,2302,2207,2258,41562,20129.0,41936368.0
2008-08-22,2255,2255,2137,2211,128015,19710.0,41936368.0
2008-08-25,2160,2207,2160,2188,62447,19500.0,41936368.0
2008-08-26,2160,2325,2090,2282,225220,20339.0,41936368.0
2008-08-27,2278,2372,2207,2376,229308,21178.0,41936368.0
2008-08-28,2349,2372,2231,2258,102993,20129.0,41936368.0
2008-08-29,2278,2302,2231,2305,5749,20549.0,41936368.0
2008-09-01,2231,2255,2113,2117,237078,18871.0,41936368.0
2008-09-02,2137,2184,2113,2164,121937,19291.0,41936368.0
2008-09-03,2137,2184,2068,2094,132445,18662.0,41936368.0
2008-09-04,2139,2139,1999,2047,79867,18242.0,41936368.0
2008-09-05,2070,2115,1999,2000,20910,17823.0,41936368.0
2008-09-08,2021,2254,2021,2235,178764,19920.0,41936368.0
2008-09-09,2302,2302,2066,2117,115879,18871.0,41936368.0
2008-09-10,2044,2160,2044,2094,35195,18662.0,41936368.0
2008-09-11,1997,2113,1997,2117,18229,18871.0,41936368.0
2008-09-12,2113,2160,2090,2117,29018,18871.0,41936368.0
2008-09-16,2023,2046,1975,2000,15807,17823.0,41936368.0
2008-09-17,2070,2070,1976,1976,35062,17613.0,41936368.0
2008-09-18,1928,1952,1834,1929,57085,17194.0,41936368.0
2008-09-19,1952,2023,1952,2000,70510,17823.0,41936368.0
2008-09-22,1999,1999,1858,1905,78646,16984.0,41936368.0
2008-09-23,1834,1929,1787,1788,50966,15936.0,41936368.0
2008-09-24,1787,1811,1646,1788,50942,15936.0,41936368.0
2008-09-25,1787,1881,1787,1882,39122,16775.0,41936368.0
2008-09-26,1881,1905,1811,1882,7182,16775.0,41936368.0
2008-09-29,1882,1882,1717,1811,66467,16146.0,41936368.0
2008-09-30,1646,1764,1552,1717,55329,15307.0,41936368.0
2008-10-01,1740,1764,1693,1764,18576,15726.0,41936368.0
2008-10-02,1764,1764,1646,1694,15042,15097.0,41936368.0
2008-10-06,1690,1690,1455,1506,196497,13420.0,41936368.0
2008-10-07,1478,1478,1290,1411,390991,12581.0,41936368.0
2008-10-08,1337,1361,1196,1223,132059,10903.0,41936368.0
2008-10-09,1219,1219,1102,1153,94214,10274.0,41936368.0
2008-10-10,1149,1149,1009,1059,71033,9436.0,41936368.0
2008-10-13,1055,1149,1055,1153,37016,10274.0,41936368.0
2008-10-14,1172,1266,1172,1270,110313,11323.0,41936368.0
2008-10-15,1290,1314,1219,1270,19939,11323.0,41936368.0
2008-10-16,1243,1243,1125,1176,111310,10484.0,41936368.0
2008-10-17,1172,1196,1102,1200,6403,10694.0,41936368.0
2008-10-20,1196,1196,1125,1176,26801,10484.0,41936368.0
2008-10-21,1149,1243,1149,1200,45111,10694.0,41936368.0
2008-10-22,1196,1196,1033,1059,80363,9436.0,41936368.0
2008-10-23,1033,1033,917,941,130558,8387.0,41936368.0
2008-10-24,941,941,799,823,85123,7339.0,41936368.0
2008-10-27,776,870,705,776,85975,6920.0,41936368.0
2008-10-28,752,846,681,823,44236,7339.0,41936368.0
2008-10-29,847,917,729,729,40721,6500.0,41936368.0
2008-10-30,823,823,752,823,21990,7339.0,41936368.0
2008-10-31,917,941,846,917,44836,8178.0,41936368.0
2008-11-03,823,1011,823,964,24002,8597.0,41936368.0
2008-11-04,1011,1011,893,1012,46532,9016.0,41936368.0
2008-11-05,1055,1125,1033,1129,111099,10065.0,41936368.0
2008-11-06,1127,1127,964,1012,78436,9016.0,41936368.0
2008-11-07,1151,1151,940,988,36510,8807.0,41936368.0
2008-11-10,940,1035,917,988,26568,8807.0,41936368.0
2008-11-11,940,1011,870,964,43056,8597.0,41936368.0
2008-11-12,941,964,917,917,37119,8178.0,41936368.0
2008-11-13,940,940,799,941,9965,8387.0,41936368.0
2008-11-14,964,988,917,941,25152,8387.0,41936368.0
2008-11-17,940,988,893,964,3513,8597.0,41936368.0
2008-11-18,964,964,893,941,16406,8387.0,41936368.0
2008-11-19,917,988,846,941,51352,8387.0,41936368.0
2008-11-20,870,893,823,894,53255,7968.0,41936368.0
2008-11-21,846,964,799,894,63548,7968.0,41936368.0
2008-11-24,799,894,776,776,110579,6920.0,41936368.0
2008-11-25,823,823,682,706,311428,6290.0,41936368.0
2008-11-26,705,752,705,753,59792,6710.0,41936368.0
2008-11-27,776,799,752,800,67678,7129.0,41936368.0
2008-11-28,870,870,776,823,12522,7339.0,41936368.0
2008-12-01,776,847,729,753,26745,6710.0,41936368.0
2008-12-02,752,823,682,753,47617,6710.0,41936368.0
2008-12-03,799,799,705,753,24841,6710.0,41936368.0
2008-12-04,705,752,682,753,103707,6710.0,41936368.0
2008-12-05,682,729,682,706,91596,6290.0,41936368.0
2008-12-08,681,799,681,800,192231,7129.0,41936368.0
2008-12-09,799,823,752,823,17000,7339.0,41936368.0
2008-12-10,799,799,729,800,25560,7129.0,41936368.0
2008-12-11,823,823,776,800,55948,7129.0,41936368.0
2008-12-12,846,917,823,894,191843,7968.0,41936368.0
2008-12-15,917,917,846,917,89772,8178.0,41936368.0
2008-12-16,941,988,846,847,60262,7549.0,41936368.0
2008-12-17,941,941,729,800,325471,7129.0,41936368.0
2008-12-18,823,847,705,706,1191312,6290.0,41936368.0
2008-12-19,752,776,682,706,1521964,6290.0,41936368.0
2008-12-22,682,752,682,753,350054,6710.0,41936368.0
2008-12-23,752,776,705,729,241319,6500.0,41936368.0
2008-12-24,705,752,705,753,83370,6710.0,41936368.0
2008-12-26,705,752,682,682,255969,6081.0,41936368.0
2008-12-29,682,705,682,706,60435,6290.0,41936368.0
2008-12-30,729,729,682,729,39164,6500.0,41936368.0
2009-01-02,729,752,705,753,96557,6710.0,41936368.0
2009-01-05,752,799,729,753,69483,6710.0,41936368.0
2009-01-06,776,776,705,776,125532,6920.0,41936368.0
2009-01-07,729,752,705,753,35638,6710.0,41936368.0
2009-01-08,752,752,729,753,31373,6710.0,41936368.0
2009-01-09,776,776,705,729,46638,6500.0,41936368.0
2009-01-12,729,752,682,682,63108,6081.0,41936368.0
2009-01-13,729,752,682,753,85014,6710.0,41936368.0
2009-01-14,705,752,705,729,78359,6500.0,41936368.0
2009-01-15,705,729,682,729,78979,6500.0,41936368.0
2009-01-16,752,752,682,706,203042,6290.0,41936368.0
2009-01-19,682,729,682,729,43716,6500.0,41936368.0
2009-01-20,705,729,682,706,15361,6290.0,41936368.0
2009-01-21,682,705,658,706,106050,6290.0,41936368.0
2009-01-22,705,729,682,729,42385,6500.0,41936368.0
2009-01-23,705,729,682,729,52742,6500.0,41936368.0
2009-01-28,705,729,705,706,97948,6290.0,41936368.0
2009-01-29,705,729,705,729,14727,6500.0,41936368.0
2009-01-30,729,752,682,729,74205,6500.0,41936368.0
2009-02-02,729,752,705,729,53036,6500.0,41936368.0
2009-02-03,705,823,705,823,899440,7339.0,41936368.0
2009-02-04,917,940,917,941,271685,8387.0,41936368.0
2009-02-05,1078,1078,1078,1082,71020,9645.0,41936368.0
2009-02-06,1222,1222,964,964,2534255,8597.0,41936368.0
2009-02-09,962,1102,868,1106,1402399,9855.0,41936368.0
2009-02-10,1080,1151,1011,1035,1210123,9226.0,41936368.0
2009-02-11,1078,1172,986,1176,606390,10484.0,41936368.0
2009-02-12,1172,1267,1078,1106,1457360,9855.0,41936368.0
2009-02-13,1149,1172,1009,1106,802321,9855.0,41936368.0
2009-02-16,1149,1149,1009,1106,311067,9855.0,41936368.0
2009-02-17,1125,1125,1033,1082,376773,9645.0,41936368.0
2009-02-18,1011,1080,987,1035,122603,9226.0,41936368.0
2009-02-19,1056,1080,987,1035,189172,9226.0,41936368.0
2009-02-20,1035,1035,964,988,177505,8807.0,41936368.0
2009-02-23,986,1078,986,1059,192192,9436.0,41936368.0
2009-02-24,986,1196,986,1200,1265941,10694.0,41936368.0
2009-02-25,1219,1337,1078,1153,1127072,10274.0,41936368.0
2009-02-26,1149,1172,1033,1082,718864,9645.0,41936368.0
2009-02-27,986,1078,939,1082,206312,9645.0,41936368.0
2009-03-02,1055,1125,1033,1059,108787,9436.0,41936368.0
2009-03-03,1033,1078,962,1082,134979,9645.0,41936368.0
2009-03-04,1055,1102,1009,1082,253813,9645.0,41936368.0
2009-03-05,1056,1151,1011,1012,498962,9016.0,41936368.0
2009-03-06,986,1149,986,1153,248010,10274.0,41936368.0
2009-03-09,1220,1220,1009,1082,682405,9645.0,41936368.0
2009-03-10,1033,1102,1009,1082,496047,9645.0,41936368.0
2009-03-11,1102,1149,1009,1153,486343,10274.0,41936368.0
2009-03-12,1078,1196,1078,1153,167731,10274.0,41936368.0
2009-03-13,1196,1313,1149,1317,664072,11742.0,41936368.0
2009-03-16,1384,1408,1219,1247,496526,11113.0,41936368.0
2009-03-17,1196,1314,1196,1294,282941,11533.0,41936368.0
2009-03-18,1314,1361,1243,1294,117010,11533.0,41936368.0
2009-03-19,1290,1314,1243,1270,48311,11323.0,41936368.0
2009-03-20,1243,1314,1243,1294,96130,11533.0,41936368.0
2009-03-23,1219,1337,1219,1270,150827,11323.0,41936368.0
2009-03-24,1290,1314,1243,1294,96789,11533.0,41936368.0
2009-03-25,1314,1314,1219,1270,28983,11323.0,41936368.0
2009-03-26,1290,1290,1172,1223,114980,10903.0,41936368.0
2009-03-27,1243,1384,1172,1270,995697,11323.0,41936368.0
2009-03-30,1314,1314,1078,1082,268077,9645.0,41936368.0
2009-03-31,1033,1080,940,941,916199,8387.0,41936368.0
2009-04-01,893,917,846,917,654495,8178.0,41936368.0
2009-04-02,917,988,870,917,736901,8178.0,41936368.0
2009-04-03,941,941,799,823,1235064,7339.0,41936368.0
2009-04-06,823,940,823,941,1599408,8387.0,41936368.0
2009-04-07,964,1011,870,894,1222823,7968.0,41936368.0
2009-04-08,893,917,870,917,511478,8178.0,41936368.0
2009-04-09,917,940,917,941,414875,8387.0,41936368.0
2009-04-10,940,964,917,964,436764,8597.0,41936368.0
2009-04-13,987,1056,964,1012,522056,9016.0,41936368.0
2009-04-14,1035,1104,964,1012,774287,9016.0,41936368.0
2009-04-15,1011,1035,964,988,264320,8807.0,41936368.0
2009-04-16,987,1035,964,1012,528400,9016.0,41936368.0
2009-04-17,1011,1011,940,964,345328,8597.0,41936368.0
2009-04-20,941,941,846,894,2469575,7968.0,41936368.0
2009-04-21,846,893,846,894,391466,7968.0,41936368.0
2009-04-22,870,941,870,917,1350863,8178.0,41936368.0
2009-04-23,917,941,870,917,655234,8178.0,41936368.0
2009-04-24,893,941,870,894,412620,7968.0,41936368.0
2009-04-27,893,917,870,894,114311,7968.0,41936368.0
2009-04-28,894,917,846,847,442770,7549.0,41936368.0
2009-04-29,846,893,823,870,249186,7758.0,41936368.0
2009-04-30,870,893,846,870,227331,7758.0,41936368.0
2009-05-04,870,941,870,917,389361,8178.0,41936368.0
2009-05-06,917,941,893,894,571311,7968.0,41936368.0
2009-05-07,917,964,893,917,1049828,8178.0,41936368.0
2009-05-08,917,964,870,894,948230,7968.0,41936368.0
2009-05-11,776,894,776,847,4179232,7549.0,41936368.0
2009-05-12,870,964,823,870,4002963,7758.0,41936368.0
2009-05-13,870,893,823,870,1426298,7758.0,41936368.0
2009-05-14,893,917,846,917,749651,8178.0,41936368.0
2009-05-15,917,917,870,894,792427,7968.0,41936368.0
2009-05-18,870,917,846,870,601822,7758.0,41936368.0
2009-05-19,893,964,893,941,1914083,8387.0,41936368.0
2009-05-20,917,1011,893,917,1428578,8178.0,41936368.0
2009-05-21,917,1035,893,988,5718695,8807.0,41936368.0
2009-05-22,986,1125,962,1129,5208361,10065.0,41936368.0
2009-05-25,1125,1220,986,1082,5974545,9645.0,41936368.0
2009-05-26,1102,1125,1033,1129,1227460,10065.0,41936368.0
2009-05-27,1151,1151,1011,1012,1693404,9016.0,41936368.0
2009-05-28,987,1080,964,1012,1443128,9016.0,41936368.0
2009-05-29,1035,1104,964,988,1682809,8807.0,41936368.0
2009-06-01,987,1035,964,1012,650149,9016.0,41936368.0
2009-06-02,1033,1102,1033,1059,1172139,9436.0,41936368.0
2009-06-03,1078,1196,1033,1200,2595604,10694.0,41936368.0
2009-06-04,1196,1337,1102,1129,4049990,10065.0,41936368.0
2009-06-05,1149,1196,1055,1082,1604065,9645.0,41936368.0
2009-06-08,1125,1196,1055,1082,1928850,9645.0,41936368.0
2009-06-09,1080,1127,1011,1035,1525191,9226.0,41936368.0
2009-06-10,1009,1102,986,1059,1208908,9436.0,41936368.0
2009-06-11,1055,1125,1033,1059,907633,9436.0,41936368.0
2009-06-12,1055,1149,1055,1106,2703176,9855.0,41936368.0
2009-06-15,1125,1125,1009,1059,1786565,9436.0,41936368.0
2009-06-16,1056,1056,1011,1035,443819,9226.0,41936368.0
2009-06-17,1011,1035,964,964,1037066,8597.0,41936368.0
2009-06-18,964,1056,964,1012,820183,9016.0,41936368.0
2009-06-19,1035,1035,964,988,403402,8807.0,41936368.0
2009-06-22,987,1080,964,1035,1077141,9226.0,41936368.0
2009-06-23,987,1035,940,1035,641790,9226.0,41936368.0
2009-06-24,1035,1035,988,988,832772,8807.0,41936368.0
2009-06-25,987,1011,940,1012,607316,9016.0,41936368.0
2009-06-26,1011,1035,964,1035,542020,9226.0,41936368.0
2009-06-29,0,0,0,1035,0,9226.0,41936368.0
2009-06-30,0,0,0,1035,0,,
2009-07-01,0,0,0,1035,0,,
2009-07-02,0,0,0,1035,0,,
2009-07-03,0,0,0,1035,0,,
2009-07-06,0,0,0,1035,0,,
2009-07-07,0,0,0,1035,0,,
2009-07-08,0,0,0,1035,0,,
2009-07-09,0,0,0,1035,0,,
2009-07-10,0,0,0,1035,0,,
2009-07-13,0,0,0,1035,0,,
2009-07-14,0,0,0,1035,0,,
2009-07-15,0,0,0,1035,0,,
2009-07-16,0,0,0,1035,0,,
2009-07-17,1035,1186,976,1069,943507,8877.0,13978789.0
2009-07-20,1043,1102,1018,1086,178413,9016.0,13978789.0
2009-07-21,1060,1093,1035,1077,84239,8946.0,13978789.0
2009-07-22,1060,1228,1051,1170,255945,9715.0,13978789.0
2009-07-23,1262,1262,1093,1111,80770,9226.0,13978789.0
2009-07-24,1093,1270,1093,1245,389129,10344.0,13978789.0
2009-07-27,1262,1295,1186,1245,184055,10344.0,13978789.0
2009-07-28,1270,1279,1228,1254,86491,10414.0,13978789.0
2009-07-29,1245,1253,1169,1178,148951,9785.0,13978789.0
2009-07-30,1279,1279,1161,1187,26682,9855.0,13978789.0
2009-07-31,1178,1220,1178,1203,27456,9995.0,13978789.0
2009-08-03,1186,1220,1178,1212,35055,10065.0,13978789.0
2009-08-04,1211,1211,1068,1170,17464,9715.0,13978789.0
2009-08-05,1169,1178,1060,1153,14603,16723.0,24413570.0
2009-08-06,1169,1194,1119,1195,25705,17334.0,24413570.0
2009-08-07,1161,1194,1136,1170,9663,16967.0,24413570.0
2009-08-10,1136,1178,1127,1153,25003,16723.0,24413570.0
2009-08-11,1136,1169,1110,1136,26096,16479.0,24413570.0
2009-08-12,1144,1194,1110,1170,29519,16967.0,24413570.0
2009-08-13,1127,1194,1110,1128,55410,16357.0,24413570.0
2009-08-14,1152,1186,1085,1136,78144,16479.0,24413570.0
2009-08-17,1110,1169,1110,1161,59068,16845.0,24413570.0
2009-08-18,1136,1169,1127,1136,24360,16479.0,24413570.0
2009-08-19,1110,1161,1110,1153,2711,16723.0,24413570.0
2009-08-20,1169,1169,1119,1144,18316,16601.0,24413570.0
2009-08-21,1161,1169,1127,1161,13671,16845.0,24413570.0
2009-08-24,1169,1169,1119,1144,9272,16601.0,24413570.0
2009-08-25,1119,1152,1110,1111,16669,16113.0,24413570.0
2009-08-26,1110,1136,1093,1136,52785,16479.0,24413570.0
2009-08-27,1110,1136,1060,1094,32304,15869.0,24413570.0
2009-08-28,1102,1110,1085,1094,53028,15869.0,24413570.0
2009-08-31,1077,1127,1077,1094,33161,15869.0,24413570.0
2009-09-01,1093,1093,1043,1077,80525,15625.0,24413570.0
2009-09-02,1085,1085,1043,1086,24310,15747.0,24413570.0
2009-09-03,1077,1077,1035,1077,7625,15625.0,24413570.0
2009-09-04,1077,1110,1051,1102,1153,15991.0,24413570.0
2009-09-07,1102,1102,1068,1094,40880,15869.0,24413570.0
2009-09-08,1093,1228,976,1136,68845,16479.0,24413570.0
2009-09-09,1161,1304,1161,1304,483467,18921.0,24413570.0
2009-09-10,1497,1497,1497,1498,18257,21728.0,24413570.0
2009-09-11,1716,1716,1295,1330,2205272,19287.0,24413570.0
2009-09-14,1497,1506,1186,1229,560563,17822.0,24413570.0
2009-09-15,1211,1279,1178,1237,400962,17944.0,24413570.0
2009-09-16,1253,1304,1161,1195,506446,17334.0,24413570.0
2009-09-17,1220,1220,1060,1094,312372,15869.0,24413570.0
2009-09-18,1102,1119,1018,1060,111903,15381.0,24413570.0
2009-09-21,1077,1085,1018,1086,147254,15747.0,24413570.0
2009-09-22,1110,1178,1051,1077,160372,15625.0,24413570.0
2009-09-23,1077,1077,1035,1043,65606,15136.0,24413570.0
2009-09-24,1051,1051,1009,1043,68810,15136.0,24413570.0
2009-09-25,1035,1043,992,1043,26400,15136.0,24413570.0
2009-09-28,1043,1060,1001,1027,50421,14892.0,24413570.0
2009-09-29,1018,1018,967,993,56011,14404.0,24413570.0
2009-09-30,992,1102,992,1010,38028,14648.0,24413570.0
2009-10-01,1009,1051,1001,1010,25732,14648.0,24413570.0
2009-10-05,1018,1051,1009,1027,12826,14892.0,24413570.0
2009-10-06,1035,1077,1009,1018,18492,14770.0,24413570.0
2009-10-07,1043,1077,1018,1035,17428,15014.0,24413570.0
2009-10-08,1051,1077,1018,1043,10060,15136.0,24413570.0
2009-10-09,1043,1085,1035,1052,31560,15258.0,24413570.0
2009-10-12,1068,1068,1035,1052,17999,15258.0,24413570.0
2009-10-13,1060,1060,1035,1035,6073,15014.0,24413570.0
2009-10-14,1043,1051,1035,1052,7834,15258.0,24413570.0
2009-10-15,1068,1068,1018,1035,19642,15014.0,24413570.0
2009-10-16,1043,1043,1026,1035,17800,15014.0,24413570.0
2009-10-19,1051,1051,1001,1010,33980,14648.0,24413570.0
2009-10-20,1060,1152,992,1077,35338,15625.0,24413570.0
2009-10-21,1119,1119,1026,1052,18677,15258.0,24413570.0
2009-10-22,1043,1068,1026,1052,62286,15258.0,24413570.0
2009-10-23,1026,1060,1018,1018,17948,14770.0,24413570.0
2009-10-26,1043,1085,1009,1035,8908,15014.0,24413570.0
2009-10-27,1035,1035,1018,1035,1165,15014.0,24413570.0
2009-10-28,1035,1035,992,993,34767,14404.0,24413570.0
2009-10-29,984,1001,950,993,45586,14404.0,24413570.0
2009-10-30,1009,1009,849,917,25598,13305.0,24413570.0
2009-11-02,925,1026,908,985,9396,14282.0,24413570.0
2009-11-03,984,1026,849,1018,45141,14770.0,24413570.0
2009-11-04,1018,1018,967,1010,7730,14648.0,24413570.0
2009-11-05,1009,1035,1001,1018,3339,14770.0,24413570.0
2009-11-06,1018,1035,976,1035,5266,15014.0,24413570.0
2009-11-09,1035,1085,1009,1060,1787,15381.0,24413570.0
2009-11-10,1093,1093,1001,1052,3600,15258.0,24413570.0
2009-11-11,1043,1051,917,1035,7513,15014.0,24413570.0
2009-11-12,1077,1077,1001,1035,12064,15014.0,24413570.0
2009-11-13,1077,1093,934,1035,2399,15014.0,24413570.0
2009-11-16,1026,1068,976,1018,1301,14770.0,24413570.0
2009-11-17,1026,1026,1009,1027,5606,14892.0,24413570.0
2009-11-18,1018,1018,959,1018,16107,14770.0,24413570.0
2009-11-19,992,1026,984,1027,6116,14892.0,24413570.0
2009-11-20,1026,1026,992,1027,4161,14892.0,24413570.0
2009-11-23,1009,1009,984,1010,7869,14648.0,24413570.0
2009-11-24,1009,1026,858,1010,55535,14648.0,24413570.0
2009-11-25,1001,1001,976,993,552,14404.0,24413570.0
2009-11-26,992,1009,992,1001,2197,14526.0,24413570.0
2009-11-27,1001,1085,984,1018,20092,14770.0,24413570.0
2009-11-30,1035,1035,992,993,7682,14404.0,24413570.0
2009-12-01,1051,1051,976,1010,10175,14648.0,24413570.0
2009-12-02,976,1035,976,1010,136655,14648.0,24413570.0
