펄어비스(263750),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2019-05-24,193000,195500,189200,194500,62590,2532429.0,13020200.0
2019-05-27,191300,194900,186000,190900,87590,2485556.0,13020200.0
2019-05-28,191200,199400,191200,199400,123352,2596228.0,13020200.0
2019-05-29,198400,198400,190700,195000,74260,2538939.0,13020200.0
2019-05-30,193000,198200,192300,196400,37353,2557167.0,13020200.0
2019-05-31,196500,198200,195000,197700,45996,2574094.0,13020200.0
2019-06-03,197700,199300,196200,198900,48618,2589718.0,13020200.0
2019-06-04,198900,201500,194500,195100,61059,2540241.0,13020200.0
2019-06-05,197900,202300,195000,196100,70070,2553261.0,13020200.0
2019-06-07,196000,202400,195900,202300,75897,2633986.0,13020200.0
2019-06-10,204700,210200,203000,209000,84681,2721222.0,13020200.0
2019-06-11,211900,211900,203200,206300,51782,2686067.0,13020200.0
2019-06-12,207500,213300,204900,211500,111204,2753772.0,13020200.0
2019-06-13,213500,226700,213000,221400,223958,2882672.0,13020200.0
2019-06-14,222900,226400,219500,224200,100863,2919129.0,13020200.0
2019-06-17,224700,226300,222100,226300,57569,2946471.0,13020200.0
2019-06-18,227800,228300,222500,224000,50253,2916525.0,13020200.0
2019-06-19,226900,230800,223400,224700,79150,2925639.0,13020200.0
2019-06-20,227700,227700,223300,225900,54688,2941263.0,13020200.0
2019-06-21,225900,226900,223000,223500,71715,2910015.0,13020200.0
2019-06-24,224200,224600,216000,221700,76970,2886578.0,13020200.0
2019-06-25,220300,220300,209700,213200,127712,2775907.0,13020200.0
2019-06-26,212500,215000,207300,211600,84013,2755074.0,13020200.0
2019-06-27,211800,214500,210800,212300,43798,2764188.0,13020200.0
2019-06-28,212200,214600,210000,212300,39881,2764188.0,13020200.0
2019-07-01,212300,213000,200300,203500,91020,2649611.0,13020200.0
2019-07-02,202200,208900,201000,204700,58553,2665235.0,13020200.0
2019-07-03,204100,204100,197400,198900,69478,2589718.0,13020200.0
2019-07-04,196100,200600,195300,200400,47833,2609248.0,13020200.0
2019-07-05,202000,202000,197400,198600,20440,2585812.0,13020200.0
2019-07-08,199600,199800,194700,198600,36551,2585812.0,13020200.0
2019-07-09,199000,200900,197500,197500,30903,2571490.0,13020200.0
2019-07-10,200700,201000,197800,199000,24805,2591020.0,13020200.0
2019-07-11,199000,199000,189500,192500,98202,2506388.0,13020200.0
2019-07-12,190700,195000,190000,191300,53389,2490764.0,13020200.0
2019-07-15,191300,193800,188000,188000,70643,2447798.0,13020200.0
2019-07-16,188100,190400,185700,185700,47171,2417851.0,13020200.0
2019-07-17,185700,188100,183500,185500,39285,2415247.0,13020200.0
2019-07-18,184000,187300,182600,184400,37633,2400925.0,13020200.0
2019-07-19,184400,185100,180100,182400,53377,2374884.0,13020200.0
2019-07-22,182400,185700,179900,180100,43852,2344938.0,13020200.0
2019-07-23,180200,180200,177100,177400,56643,2309996.0,13021400.0
2019-07-24,176100,178800,173500,173500,43498,2259213.0,13021400.0
2019-07-25,173800,176300,172500,173500,46271,2259213.0,13021400.0
2019-07-26,173500,174400,170600,171600,43023,2234472.0,13021400.0
2019-07-29,171700,171700,165400,165400,56661,2153740.0,13021400.0
2019-07-30,165500,170000,165500,168300,39882,2191502.0,13021400.0
2019-07-31,169700,173100,167600,171600,47422,2234472.0,13021400.0
2019-08-01,171500,174500,168300,172200,49974,2242285.0,13021400.0
2019-08-02,174500,177400,170000,173900,79599,2264421.0,13021400.0
2019-08-05,172100,174800,165500,166000,69377,2161552.0,13021400.0
2019-08-06,163500,169800,160300,162300,86378,2113373.0,13021400.0
2019-08-07,162000,166000,159000,160700,62827,2092539.0,13021400.0
2019-08-08,161000,174000,161000,172000,90495,2239681.0,13021400.0
2019-08-09,178000,183000,170100,172800,141150,2250098.0,13021400.0
2019-08-12,174900,180700,172000,175000,73259,2278745.0,13021400.0
2019-08-13,172600,178000,172000,175600,52014,2286558.0,13021400.0
2019-08-14,176000,177800,172900,175800,33010,2289162.0,13021400.0
2019-08-16,174100,174100,167300,170000,47779,2213638.0,13021400.0
2019-08-19,171100,172300,169900,172000,35461,2239681.0,13021400.0
2019-08-20,171500,176600,170600,175200,34126,2281349.0,13021400.0
2019-08-21,176900,180500,173400,179900,56854,2342550.0,13021400.0
2019-08-22,179900,182000,177500,177500,43369,2311298.0,13021400.0
2019-08-23,177000,186100,176500,184200,67363,2398542.0,13021400.0
2019-08-26,180000,181000,172900,175000,77832,2278745.0,13021400.0
2019-08-27,175600,180000,175600,179900,44810,2342550.0,13021400.0
2019-08-28,181200,182600,179200,182600,37200,2378000.0,13023000.0
2019-08-29,182400,186000,178800,186000,56366,2422278.0,13023000.0
2019-08-30,189000,196200,187900,194700,114333,2535578.0,13023000.0
2019-09-02,194500,196900,191100,193700,51380,2522555.0,13023000.0
2019-09-03,192100,194500,189000,194100,71062,2527764.0,13023000.0
2019-09-04,193000,200100,191300,198400,64961,2583763.0,13023000.0
2019-09-05,199100,201200,198400,200000,60815,2604600.0,13023000.0
2019-09-06,200200,203300,199000,199000,51005,2591577.0,13023000.0
2019-09-09,200000,202200,199100,200400,46826,2609809.0,13023000.0
2019-09-10,200400,201000,193600,196600,47533,2560322.0,13023000.0
2019-09-11,196500,198500,194300,195400,44656,2544694.0,13023000.0
2019-09-16,195400,197400,186600,192000,79029,2500416.0,13023000.0
2019-09-17,192000,193300,190000,192300,30190,2504323.0,13023000.0
2019-09-18,191000,196500,191000,193800,49160,2523857.0,13023000.0
2019-09-19,193900,197400,193900,196000,29086,2552508.0,13023000.0
2019-09-20,196800,197300,194600,197100,29251,2566833.0,13023000.0
2019-09-23,197400,197500,195100,195600,15035,2547299.0,13023000.0
2019-09-24,195600,198000,194800,196300,37295,2556415.0,13023000.0
2019-09-25,195200,199200,195200,197100,31637,2566833.0,13023000.0
2019-09-26,197200,199900,196800,198300,29873,2582461.0,13023000.0
2019-09-27,198300,200500,196500,199000,21102,2591577.0,13023000.0
2019-09-30,198900,199800,197400,198000,23650,2578554.0,13023000.0
2019-10-01,196300,200900,196300,200900,25779,2616321.0,13023000.0
2019-10-02,200000,208800,200000,205400,56585,2674924.0,13023000.0
2019-10-04,208500,208500,200100,203000,44562,2643669.0,13023000.0
2019-10-07,200600,202900,198300,199000,32856,2591577.0,13023000.0
