파버나인(177830),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2014-10-01,4555,5225,4525,4825,34468,51682.0,5355636.0
2014-10-02,4765,5050,4725,4995,29935,53503.0,5355636.0
2014-10-06,5075,5075,4895,4945,11910,52967.0,5355636.0
2014-10-07,4995,5000,4790,4910,10268,52592.0,5355636.0
2014-10-08,4830,4905,4680,4765,25392,51039.0,5355636.0
2014-10-10,4745,4745,4535,4600,24700,49272.0,5355636.0
2014-10-13,4635,4760,4455,4500,20478,48201.0,5355636.0
2014-10-14,4495,4600,4455,4550,10261,48736.0,5355636.0
2014-10-15,4600,4695,4530,4590,10752,49165.0,5355636.0
2014-10-16,4600,4600,4460,4535,17953,48576.0,5355636.0
2014-10-17,4555,4690,4460,4560,4598,48843.0,5355636.0
2014-10-20,4650,4665,4485,4585,16723,49111.0,5355636.0
2014-10-21,4615,4615,4475,4580,7033,49058.0,5355636.0
2014-10-22,4595,4665,4510,4650,25661,49807.0,5355636.0
2014-10-23,4680,4680,4570,4625,4044,49540.0,5355636.0
2014-10-24,4665,4840,4655,4795,35138,51361.0,5355636.0
2014-10-27,4835,4875,4730,4790,29327,51307.0,5355636.0
2014-10-28,4805,4805,4575,4625,18000,49540.0,5355636.0
2014-10-29,4625,4635,4500,4555,18941,48790.0,5355636.0
2014-10-30,4555,4645,4530,4625,13653,49540.0,5355636.0
2014-10-31,4650,4650,4550,4640,12167,49700.0,5355636.0
2014-11-03,4675,4675,4520,4565,5005,48897.0,5355636.0
2014-11-04,4595,4595,4450,4505,10605,48254.0,5355636.0
2014-11-05,4550,5175,4460,4800,640859,51414.0,5355636.0
2014-11-06,4760,4825,4525,4565,57538,48897.0,5355636.0
2014-11-07,4565,4765,4565,4685,38583,50182.0,5355636.0
2014-11-10,4650,5375,4650,4950,342166,53021.0,5355636.0
2014-11-11,4900,5050,4850,4940,75969,52914.0,5355636.0
2014-11-12,5025,5025,4810,4870,48442,52164.0,5355636.0
2014-11-13,4800,4975,4730,4915,42623,52646.0,5355636.0
2014-11-14,4980,4980,4710,4870,56309,52164.0,5355636.0
2014-11-17,4835,4870,4190,4215,168424,45148.0,5355636.0
2014-11-18,4245,4250,4135,4160,33660,44559.0,5355636.0
2014-11-19,4140,4155,3995,4015,31050,43006.0,5355636.0
2014-11-20,3975,4035,3695,3735,122759,40007.0,5355636.0
2014-11-21,3775,3865,3675,3860,42634,41346.0,5355636.0
2014-11-24,3920,3920,3735,3750,49792,40167.0,5355636.0
2014-11-25,3750,3790,3685,3715,35994,39792.0,5355636.0
2014-11-26,3715,3975,3685,3860,72090,41346.0,5355636.0
2014-11-27,3880,3880,3725,3760,51678,40274.0,5355636.0
2014-11-28,3775,3800,3605,3625,42648,38828.0,5355636.0
2014-12-01,3685,3685,3445,3450,47570,36954.0,5355636.0
2014-12-02,3475,3640,3445,3565,20698,38186.0,5355636.0
2014-12-03,3605,3695,3545,3650,15549,39096.0,5355636.0
2014-12-04,3615,3735,3615,3660,18159,39203.0,5355636.0
2014-12-05,3640,3840,3640,3825,39972,40971.0,5355636.0
2014-12-08,3800,3900,3795,3830,23469,41024.0,5355636.0
2014-12-09,3865,3865,3780,3800,7145,40703.0,5355636.0
2014-12-10,3765,3820,3730,3810,9827,40810.0,5355636.0
2014-12-11,3800,3865,3755,3810,14305,40810.0,5355636.0
2014-12-12,3810,3830,3750,3750,13056,40167.0,5355636.0
2014-12-15,3700,3850,3700,3850,44217,41238.0,5355636.0
2014-12-16,3875,4095,3515,3695,222552,39578.0,5355636.0
2014-12-17,3675,3695,3575,3575,34665,38293.0,5355636.0
2014-12-18,3575,3620,3460,3460,22182,37061.0,5355636.0
2014-12-19,3465,3570,3440,3555,13851,38079.0,5355636.0
2014-12-22,3525,3610,3525,3575,9334,38293.0,5355636.0
2014-12-23,3600,3725,3570,3700,22291,39632.0,5355636.0
2014-12-24,3710,3765,3680,3690,11263,39525.0,5355636.0
2014-12-26,3690,3785,3660,3710,12865,39739.0,5355636.0
2014-12-29,3725,3725,3630,3630,9417,38882.0,5355636.0
2014-12-30,3805,4170,3805,3940,442895,42202.0,5355636.0
2015-01-02,4050,4050,3875,3990,68677,42738.0,5355636.0
2015-01-05,3975,4000,3905,3990,51156,42738.0,5355636.0
2015-01-06,3990,4005,3905,3970,47251,42524.0,5355636.0
2015-01-07,3955,4100,3940,3970,47558,42524.0,5355636.0
2015-01-08,4035,4175,3970,4165,112198,44612.0,5355636.0
2015-01-09,4150,4325,4084,4265,86255,45684.0,5355636.0
2015-01-12,4315,4325,4170,4200,39882,44987.0,5355636.0
2015-01-13,4250,4440,4200,4225,106483,45255.0,5355636.0
2015-01-14,4235,4300,4170,4200,30272,44987.0,5355636.0
2015-01-15,4170,4210,4095,4110,24514,44023.0,5355636.0
2015-01-16,4110,4110,3935,4010,61276,42952.0,5355636.0
2015-01-19,4050,4090,4015,4045,21085,43327.0,5355636.0
2015-01-20,4055,4055,3905,3915,42439,41935.0,5355636.0
2015-01-21,3920,4300,3875,4300,86949,46058.0,5355636.0
2015-01-22,4475,4475,4230,4325,98235,46326.0,5355636.0
2015-01-23,4425,4675,4390,4450,171177,47665.0,5355636.0
2015-01-26,4450,4500,4350,4475,47684,47933.0,5355636.0
2015-01-27,4485,4575,4395,4400,78633,47130.0,5355636.0
2015-01-28,4430,4500,4240,4300,60237,46058.0,5355636.0
2015-01-29,4265,4460,4235,4235,71868,45362.0,5355636.0
2015-01-30,4240,4330,4160,4250,27072,45523.0,5355636.0
2015-02-02,4250,4315,4120,4120,38888,44130.0,5355636.0
2015-02-03,4120,4215,3860,4125,85873,44184.0,5355636.0
2015-02-04,4125,4365,4075,4320,42111,46273.0,5355636.0
2015-02-05,4285,4415,4195,4400,43725,47130.0,5355636.0
2015-02-06,4415,4435,4345,4375,16440,46862.0,5355636.0
2015-02-09,4350,4375,4200,4230,23207,45309.0,5355636.0
2015-02-10,4230,4295,4100,4195,23101,44934.0,5355636.0
2015-02-11,4525,4820,4525,4820,564710,51628.0,5355636.0
2015-02-12,4875,4885,4570,4660,411899,49915.0,5355636.0
2015-02-13,4670,4680,4525,4610,136883,49379.0,5355636.0
2015-02-16,4650,4775,4525,4525,128958,48469.0,5355636.0
2015-02-17,4575,4640,4500,4630,76260,49593.0,5355636.0
2015-02-23,4660,5300,4650,5300,472767,56770.0,5355636.0
2015-02-24,5275,5525,5150,5225,366153,55966.0,5355636.0
2015-02-25,5150,5150,4875,4915,517213,52646.0,5355636.0
2015-02-26,4895,4930,4825,4880,123790,52271.0,5355636.0
2015-02-27,4930,5050,4910,4910,163350,52592.0,5355636.0
2015-03-02,4930,4945,4820,4820,71330,51628.0,5355636.0
2015-03-03,4800,5050,4775,5000,112507,53556.0,5355636.0
2015-03-04,5000,5075,4905,4910,81288,52592.0,5355636.0
2015-03-05,4910,4975,4830,4885,48271,52325.0,5355636.0
2015-03-06,4885,4935,4800,4865,41374,52110.0,5355636.0
2015-03-09,4855,4890,4770,4810,36067,51521.0,5355636.0
2015-03-10,4815,5025,4800,4945,75831,52967.0,5355636.0
2015-03-11,4945,5025,4855,4995,41049,53503.0,5355636.0
2015-03-12,4970,5200,4875,4930,111407,52807.0,5355636.0
2015-03-13,4945,5175,4880,5175,117636,55431.0,5355636.0
2015-03-16,5150,5225,4985,5075,125988,54360.0,5355636.0
2015-03-17,5050,5200,4975,5000,153625,53556.0,5355636.0
2015-03-18,5000,5075,4715,4875,122147,52217.0,5355636.0
2015-03-19,4900,4900,4595,4825,158903,51682.0,5355636.0
2015-03-20,4870,5300,4780,5075,353646,54360.0,5355636.0
2015-03-23,5125,5800,5025,5750,355056,61590.0,5355636.0
2015-03-24,5625,5750,5425,5725,227583,61322.0,5355636.0
2015-03-25,5750,5975,5550,5550,252900,59448.0,5355636.0
2015-03-26,5450,5625,5375,5550,83876,59448.0,5355636.0
2015-03-27,5625,5700,5350,5375,68705,57573.0,5355636.0
2015-03-30,5450,5775,5325,5575,127534,59715.0,5355636.0
2015-03-31,5575,5750,5325,5450,89907,58376.0,5355636.0
2015-04-01,5500,5750,5425,5550,96712,59448.0,5355636.0
2015-04-02,5600,5625,5375,5400,72111,57841.0,5355636.0
2015-04-03,5375,5550,5275,5500,57724,58912.0,5355636.0
2015-04-06,5475,5500,5325,5325,69976,57038.0,5355636.0
2015-04-07,5400,5700,5250,5525,116886,59180.0,5355636.0
2015-04-08,5625,5625,5400,5475,47869,58644.0,5355636.0
2015-04-09,5500,5600,5375,5400,42266,57841.0,5355636.0
2015-04-10,5425,6175,5400,5875,430123,62929.0,5355636.0
2015-04-13,5975,5975,5650,5800,119892,62125.0,5355636.0
2015-04-14,5800,5825,5550,5625,85034,60251.0,5355636.0
2015-04-15,5650,5750,5600,5625,48528,60251.0,5355636.0
2015-04-16,5625,6075,5600,5925,216187,63464.0,5355636.0
2015-04-17,5949,6100,5775,5975,122828,64000.0,5355636.0
2015-04-20,5900,5925,5675,5675,107563,60786.0,5355636.0
2015-04-21,5675,5750,5575,5700,78846,61054.0,5355636.0
2015-04-22,5925,6175,5100,5600,441940,59983.0,5355636.0
2015-04-23,5550,5550,5125,5175,144099,55431.0,5355636.0
2015-04-24,5275,5300,5075,5150,70029,55163.0,5355636.0
2015-04-27,5225,5350,5150,5250,39862,56234.0,5355636.0
2015-04-28,5250,5325,5225,5250,41066,56234.0,5355636.0
2015-04-29,5325,5400,5250,5400,39071,57841.0,5355636.0
2015-04-30,5400,5425,5300,5425,38278,58109.0,5355636.0
2015-05-04,5425,5525,5350,5425,60872,58109.0,5355636.0
2015-05-06,5425,5550,5275,5425,47916,58109.0,5355636.0
2015-05-07,5375,5600,5275,5450,100364,58376.0,5355636.0
2015-05-08,5500,6175,5500,5975,402492,64000.0,5355636.0
2015-05-11,5975,6350,5825,6200,218806,66410.0,5355636.0
2015-05-12,6249,6550,6100,6325,237710,67749.0,5355636.0
2015-05-13,6325,6625,6200,6625,146563,70962.0,5355636.0
2015-05-14,6500,6700,6000,6100,293621,65339.0,5355636.0
2015-05-15,6000,6025,5500,5625,450225,60251.0,5355636.0
2015-05-18,5575,5650,5400,5400,107445,57841.0,5355636.0
2015-05-19,5450,5500,5075,5250,92578,56234.0,5355636.0
2015-05-20,5175,5225,4910,5075,232278,54360.0,5355636.0
2015-05-21,5100,5300,5050,5225,143856,55966.0,5355636.0
2015-05-22,5300,5300,5000,5000,62692,53556.0,5355636.0
2015-05-26,5000,5025,4880,4925,49610,52753.0,5355636.0
2015-05-27,4850,4950,4755,4950,32928,53021.0,5355636.0
2015-05-28,4935,5100,4920,4975,55321,53289.0,5355636.0
2015-05-29,4925,5025,4915,4975,36502,53289.0,5355636.0
2015-06-01,5025,5075,4850,4905,28360,52539.0,5355636.0
2015-06-02,4905,4940,4675,4800,55906,51414.0,5355636.0
2015-06-03,4800,5025,4770,4870,40553,52164.0,5355636.0
2015-06-04,4825,4995,4825,4885,28333,52325.0,5355636.0
2015-06-05,4885,4910,4675,4785,30368,51253.0,5355636.0
2015-06-08,4750,4825,4545,4605,75813,49325.0,5355636.0
2015-06-09,4650,4760,4650,4730,35231,50664.0,5355636.0
2015-06-10,4660,4765,4600,4660,28561,49915.0,5355636.0
2015-06-11,4660,4675,4560,4575,32927,49004.0,5355636.0
2015-06-12,4560,4670,4255,4450,52863,47665.0,5355636.0
2015-06-15,4470,4490,4305,4315,11622,46219.0,5355636.0
2015-06-16,4330,4350,4150,4250,26235,45523.0,5355636.0
2015-06-17,4285,4450,4150,4380,19244,46915.0,5355636.0
2015-06-18,4385,5675,4385,4650,728090,49807.0,5355636.0
2015-06-19,4575,4675,4455,4520,132054,48415.0,5355636.0
2015-06-22,4555,4575,4320,4450,45633,47665.0,5355636.0
2015-06-23,4450,4765,4450,4695,72625,50289.0,5355636.0
2015-06-24,4700,4700,4575,4595,28873,49218.0,5355636.0
2015-06-25,4595,4865,4555,4685,37942,50182.0,5355636.0
2015-06-26,4650,4725,4530,4580,32488,49058.0,5355636.0
2015-06-29,4565,4565,4265,4265,49522,45684.0,5355636.0
2015-06-30,4165,4400,4165,4320,19393,46273.0,5355636.0
2015-07-01,4320,4350,4245,4245,40403,45469.0,5355636.0
2015-07-02,4225,4490,4185,4385,70886,46969.0,5355636.0
2015-07-03,4400,4550,4270,4290,47150,45951.0,5355636.0
2015-07-06,4250,4290,4155,4155,25001,44505.0,5355636.0
2015-07-07,4160,4325,3995,4075,29983,43648.0,5355636.0
2015-07-08,4055,4135,3850,3905,45265,41828.0,5355636.0
2015-07-09,3800,3935,3765,3910,15614,41881.0,5355636.0
2015-07-10,3865,3990,3830,3875,9228,41506.0,5355636.0
2015-07-13,3815,4025,3815,4025,21963,43113.0,5355636.0
2015-07-14,4025,4170,4020,4155,19880,44505.0,5355636.0
2015-07-15,4180,4180,4005,4055,14911,43434.0,5355636.0
2015-07-16,4055,4110,4025,4085,20014,43756.0,5355636.0
2015-07-17,4055,4100,4000,4055,29415,43434.0,5355636.0
2015-07-20,4054,4190,4025,4175,27761,44720.0,5355636.0
2015-07-21,4200,4200,4105,4160,11583,44559.0,5355636.0
2015-07-22,4160,4200,4060,4160,18445,44559.0,5355636.0
2015-07-23,4085,5100,4085,4410,343161,47237.0,5355636.0
2015-07-24,4285,4340,4125,4170,126860,44666.0,5355636.0
2015-07-27,4170,4200,4064,4145,53223,44398.0,5355636.0
2015-07-28,4055,4130,3990,4025,43997,43113.0,5355636.0
2015-07-29,4055,4080,3975,3980,26940,42631.0,5355636.0
2015-07-30,3980,4070,3935,3935,29692,42149.0,5355636.0
2015-07-31,3950,4020,3905,4015,26275,43006.0,5355636.0
2015-08-03,3975,4050,3925,3930,15435,42095.0,5355636.0
2015-08-04,3860,3995,3860,3990,10801,42738.0,5355636.0
2015-08-05,4000,4020,3925,4005,10333,42899.0,5355636.0
2015-08-06,4015,4065,3980,4020,10802,43059.0,5355636.0
2015-08-07,4030,4030,3990,4015,9301,43006.0,5355636.0
2015-08-10,4015,4045,3885,3970,18841,42524.0,5355636.0
2015-08-11,3905,4000,3885,3885,16631,41613.0,5355636.0
2015-08-12,3865,3890,3725,3745,37916,40114.0,5355636.0
2015-08-13,3705,3815,3700,3720,22499,39846.0,5355636.0
2015-08-17,3680,3715,3600,3675,18064,39364.0,5355636.0
2015-08-18,3650,3675,3265,3265,66804,34972.0,5355636.0
2015-08-19,3225,3250,2750,2890,139327,30956.0,5355636.0
2015-08-20,2805,2950,2725,2800,58112,29992.0,5355636.0
2015-08-21,2650,2675,2500,2630,56259,28171.0,5355636.0
2015-08-24,2600,2720,2600,2610,35654,27956.0,5355636.0
2015-08-25,2560,2895,2560,2750,64023,29456.0,5355636.0
2015-08-26,2850,3120,2780,3050,46347,32669.0,5355636.0
2015-08-27,3050,3210,3025,3075,38038,32937.0,5355636.0
2015-08-28,3090,3195,3075,3075,22365,32937.0,5355636.0
2015-08-31,3135,3135,2950,3000,20970,32134.0,5355636.0
2015-09-01,2980,3030,2945,2970,19867,31812.0,5355636.0
2015-09-02,2860,2910,2840,2870,23163,30741.0,5355636.0
2015-09-03,2900,3000,2855,2870,14605,30741.0,5355636.0
2015-09-04,2870,3700,2870,3165,380934,33901.0,5355636.0
2015-09-07,3270,3270,3060,3180,60706,34062.0,5355636.0
2015-09-08,3180,3430,3110,3240,62024,34705.0,5355636.0
2015-09-09,3275,3315,3145,3210,44568,34383.0,5355636.0
2015-09-10,3230,3590,3225,3425,62049,36686.0,5355636.0
2015-09-11,3435,3445,3215,3240,33241,34705.0,5355636.0
2015-09-14,3275,3275,3225,3245,12148,34758.0,5355636.0
2015-09-15,3275,3320,3220,3305,11324,35401.0,5355636.0
2015-09-16,3305,3330,3115,3220,20271,34490.0,5355636.0
2015-09-17,3220,3250,3135,3155,34446,33794.0,5355636.0
2015-09-18,3185,3210,3130,3200,13766,34276.0,5355636.0
2015-09-21,3200,3300,3120,3295,20125,35294.0,5355636.0
2015-09-22,3305,3305,3200,3255,6119,34865.0,5355636.0
2015-09-23,3200,3285,3150,3155,18755,33794.0,5355636.0
2015-09-24,3155,3250,3130,3210,12659,34383.0,5355636.0
2015-09-25,3155,3275,3155,3260,6316,34919.0,5355636.0
2015-09-30,3290,3290,3225,3270,2773,35026.0,5355636.0
2015-10-01,3295,3295,3240,3265,9404,34972.0,5355636.0
2015-10-02,3275,3395,3260,3275,10240,35079.0,5355636.0
2015-10-05,3365,3365,3260,3265,11996,34972.0,5355636.0
2015-10-06,3330,3330,3155,3280,11375,35133.0,5355636.0
2015-10-07,3280,3285,3215,3235,14858,34651.0,5355636.0
2015-10-08,3235,3270,3160,3160,10229,33848.0,5355636.0
2015-10-12,3165,3220,3135,3180,14436,34062.0,5355636.0
2015-10-13,3180,3230,3150,3195,4114,34223.0,5355636.0
2015-10-14,3230,3295,3115,3205,2456,34330.0,5355636.0
2015-10-15,3205,3275,3160,3235,4779,34651.0,5355636.0
2015-10-16,3205,3320,3205,3245,11941,34758.0,5355636.0
2015-10-19,3275,3305,3220,3245,15816,34758.0,5355636.0
2015-10-20,3280,3310,3245,3260,8780,34919.0,5355636.0
2015-10-21,3230,3290,3205,3285,16992,35187.0,5355636.0
2015-10-22,3285,3315,3240,3260,12652,34919.0,5355636.0
2015-10-23,3295,3350,3240,3350,14720,35883.0,5355636.0
2015-10-26,3355,3800,3355,3510,124740,37597.0,5355636.0
2015-10-27,3550,3555,3355,3485,73603,37329.0,5355636.0
2015-10-28,3465,3530,3415,3430,53827,36740.0,5355636.0
2015-10-29,3460,3460,3400,3440,11347,36847.0,5355636.0
2015-10-30,3440,3445,3280,3285,20375,35187.0,5355636.0
2015-11-02,3290,3440,3220,3305,21500,35401.0,5355636.0
2015-11-03,3305,3375,3255,3315,13674,35508.0,5355636.0
2015-11-04,3290,3385,3275,3315,13018,35508.0,5355636.0
2015-11-05,3320,3435,3315,3360,13528,35990.0,5355636.0
2015-11-06,3395,3395,3255,3275,28434,35079.0,5355636.0
2015-11-09,3230,3275,3110,3140,36053,33633.0,5355636.0
2015-11-10,3140,3140,2985,3010,21047,32241.0,5355636.0
2015-11-11,2955,3095,2950,3045,5376,32616.0,5355636.0
2015-11-12,3045,3100,2965,2985,15013,31973.0,5355636.0
2015-11-13,2980,2980,2850,2855,21407,30581.0,5355636.0
2015-11-16,2775,2800,2665,2675,30897,28653.0,5355636.0
2015-11-17,2675,2815,2675,2720,13724,29135.0,5355636.0
2015-11-18,2720,2805,2700,2800,10946,29992.0,5355636.0
2015-11-19,2810,2945,2810,2920,8481,31277.0,5355636.0
2015-11-20,2950,3000,2855,2900,10963,31063.0,5355636.0
2015-11-23,2900,2965,2885,2940,3280,31491.0,5355636.0
2015-11-24,2970,2970,2850,2850,6460,30527.0,5355636.0
2015-11-25,2840,2960,2805,2805,5791,30045.0,5355636.0
2015-11-26,2805,2865,2760,2805,13436,30045.0,5355636.0
2015-11-27,2805,3645,2780,3300,595061,35347.0,5355636.0
2015-11-30,3055,3085,2800,2845,324900,30474.0,5355636.0
2015-12-01,2900,2900,2740,2810,87671,30099.0,5355636.0
2015-12-02,2880,2880,2770,2815,52771,30152.0,5355636.0
2015-12-03,2790,2900,2785,2870,31211,30741.0,5355636.0
2015-12-04,2900,2915,2780,2870,30811,30741.0,5355636.0
2015-12-07,2900,2970,2835,2925,36192,31330.0,5355636.0
2015-12-08,2970,3250,2865,3170,75502,33955.0,5355636.0
2015-12-09,3200,3215,2985,3100,23772,33205.0,5355636.0
2015-12-10,3010,3065,2970,3005,21776,32187.0,5355636.0
2015-12-11,3145,3195,3060,3130,24776,33526.0,5355636.0
2015-12-14,3100,3100,2955,2955,19603,31652.0,5355636.0
2015-12-15,2920,3115,2920,3085,12500,33044.0,5355636.0
2015-12-16,3090,3180,3090,3140,17440,33633.0,5355636.0
2015-12-17,3170,3240,3135,3225,35228,34544.0,5355636.0
2015-12-18,3450,3780,3225,3225,133900,34544.0,5355636.0
2015-12-21,3230,3290,3175,3235,17588,34651.0,5355636.0
2015-12-22,3210,3270,3195,3255,21092,34865.0,5355636.0
2015-12-23,3125,3250,3110,3135,19119,33580.0,5355636.0
2015-12-24,3135,3195,3095,3115,131953,33366.0,5355636.0
2015-12-28,3075,3170,3075,3145,8806,33687.0,5355636.0
2015-12-29,3085,3175,3065,3150,7789,33741.0,5355636.0
2015-12-30,3130,3260,3130,3200,17588,34276.0,5355636.0
2016-01-04,3230,3235,3155,3155,5713,33794.0,5355636.0
2016-01-05,3115,3185,3100,3155,14786,33794.0,5355636.0
2016-01-06,3190,3190,3100,3155,14589,33794.0,5355636.0
2016-01-07,3155,3160,3050,3125,28100,33473.0,5355636.0
2016-01-08,3040,3090,2950,3070,17630,32884.0,5355636.0
2016-01-11,3050,3095,3015,3060,23486,32776.0,5355636.0
2016-01-12,3010,3195,3010,3155,16596,33794.0,5355636.0
2016-01-13,3115,3250,3110,3195,20044,34223.0,5355636.0
2016-01-14,3230,3230,2985,3090,19279,33098.0,5355636.0
2016-01-15,3070,3190,3065,3115,7827,33366.0,5355636.0
2016-01-18,3025,3195,3025,3160,5053,33848.0,5355636.0
2016-01-19,3210,3210,3075,3145,12551,33687.0,5355636.0
2016-01-20,3140,3140,2990,3045,19646,32616.0,5355636.0
2016-01-21,3045,3065,2900,2900,16457,31063.0,5355636.0
2016-01-22,2860,3025,2860,2990,7322,32027.0,5355636.0
2016-01-25,3120,3120,2965,3025,8345,32402.0,5355636.0
2016-01-26,3025,3050,2955,3000,4264,32134.0,5355636.0
2016-01-27,3030,3100,2950,3065,8113,32830.0,5355636.0
2016-01-28,3095,3095,3025,3040,1141,32562.0,5355636.0
2016-01-29,3075,3190,2975,3100,21511,33205.0,5355636.0
2016-02-01,3100,3135,3000,3065,11334,32830.0,5355636.0
2016-02-02,3010,3030,2910,3015,9677,32294.0,5355636.0
2016-02-03,2945,3040,2945,3030,2247,32455.0,5355636.0
2016-02-04,3030,3065,3010,3015,1119,32294.0,5355636.0
2016-02-05,2965,3010,2920,2965,14291,31759.0,5355636.0
2016-02-11,2965,2965,2850,2895,21251,31009.0,5355636.0
2016-02-12,2895,2925,2740,2775,14341,29724.0,5355636.0
2016-02-15,2735,2900,2735,2855,6422,30581.0,5355636.0
2016-02-16,2890,2945,2845,2925,12629,31330.0,5355636.0
2016-02-17,2830,2955,2830,2925,7648,31330.0,5355636.0
2016-02-18,2880,2920,2850,2910,14136,31170.0,5355636.0
2016-02-19,2890,2910,2875,2890,10189,30956.0,5355636.0
2016-02-22,2890,2920,2870,2890,2800,30956.0,5355636.0
2016-02-23,2950,2950,2855,2915,4889,31223.0,5355636.0
2016-02-24,2940,2940,2805,2805,18649,30045.0,5355636.0
2016-02-25,2805,2875,2805,2875,2043,30795.0,5355636.0
2016-02-26,2900,2915,2825,2830,5317,30313.0,5355636.0
2016-02-29,2830,2890,2820,2865,3802,30688.0,5355636.0
2016-03-02,2840,2890,2815,2885,1983,30902.0,5355636.0
2016-03-03,2845,2950,2840,2905,4960,31116.0,5355636.0
2016-03-04,2915,2930,2850,2900,8724,31063.0,5355636.0
2016-03-07,2910,2925,2870,2885,13613,30902.0,5355636.0
2016-03-08,2885,3125,2885,3020,17672,32348.0,5355636.0
2016-03-09,3075,3075,3000,3040,6432,32562.0,5355636.0
2016-03-10,3075,3075,3005,3005,3534,32187.0,5355636.0
2016-03-11,3000,3225,3000,3135,25965,33580.0,5355636.0
2016-03-14,3275,3395,3150,3225,43226,34544.0,5355636.0
2016-03-15,3230,3275,3185,3225,5172,34544.0,5355636.0
2016-03-16,3155,3260,3155,3200,8366,34276.0,5355636.0
2016-03-17,3225,3250,3175,3240,17101,34705.0,5355636.0
2016-03-18,3250,3290,3225,3240,13257,34705.0,5355636.0
2016-03-21,3275,3410,3265,3270,65030,35026.0,5355636.0
2016-03-22,3345,3345,3190,3290,26460,35240.0,5355636.0
2016-03-23,3270,4050,3240,3270,536595,35026.0,5355636.0
2016-03-24,3225,3300,3130,3130,89577,33526.0,5355636.0
2016-03-25,3150,3270,3115,3165,29063,33901.0,5355636.0
2016-03-28,3130,3210,3000,3050,51072,32669.0,5355636.0
2016-03-29,3150,3425,3080,3325,108206,35615.0,5355636.0
2016-03-30,3325,3355,3200,3320,39391,35561.0,5355636.0
2016-03-31,3355,3380,3235,3325,15089,35615.0,5355636.0
2016-04-01,3395,3400,3255,3295,15148,35294.0,5355636.0
2016-04-04,3360,3360,3255,3255,15814,34865.0,5355636.0
2016-04-05,3260,3345,3230,3335,12238,35722.0,5355636.0
2016-04-06,3390,3400,3230,3360,18500,35990.0,5355636.0
2016-04-07,3370,3370,3250,3320,27696,35561.0,5355636.0
2016-04-08,3305,3340,3230,3270,18877,35026.0,5355636.0
2016-04-11,3270,3285,3215,3270,14004,35026.0,5355636.0
2016-04-12,3270,3370,3270,3275,25277,35079.0,5355636.0
2016-04-14,3310,3410,3215,3285,77446,35187.0,5355636.0
2016-04-15,3285,3310,3175,3210,21462,34383.0,5355636.0
2016-04-18,3210,3475,3210,3445,174713,36900.0,5355636.0
2016-04-19,3450,3915,3450,3645,288186,39043.0,5355636.0
2016-04-20,3645,3775,3595,3700,86983,39632.0,5355636.0
