티에스이(131290),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2011-07-05,12527,12709,12252,12527,51800,135355.0,9879894.0
2011-07-06,12572,12664,12298,12390,46518,133873.0,9879894.0
2011-07-07,12435,13212,12435,13030,135937,140788.0,9879894.0
2011-07-08,13075,13487,12801,12847,64234,138813.0,9879894.0
2011-07-11,12572,12984,12389,12481,39796,134861.0,9879894.0
2011-07-12,12481,12709,12069,12710,86523,137331.0,9879894.0
2011-07-13,12709,12938,12389,12390,41062,133873.0,9879894.0
2011-07-14,12389,12527,12069,12253,35330,132391.0,9879894.0
2011-07-15,12252,12664,12024,12298,33018,132885.0,9879894.0
2011-07-18,12298,13075,12298,12984,64489,140294.0,9879894.0
2011-07-19,13167,13167,12709,12847,37069,138813.0,9879894.0
2011-07-20,13029,13441,12984,13441,95010,145234.0,9879894.0
2011-07-21,13441,13487,12984,12984,52055,140294.0,9879894.0
2011-07-22,13258,13258,12709,12847,59116,138813.0,9879894.0
2011-07-25,12801,13121,12435,12527,69387,135355.0,9879894.0
2011-07-26,12572,13075,12572,13030,56550,140788.0,9879894.0
2011-07-27,13029,13807,12892,13716,128707,148198.0,9879894.0
2011-07-28,13441,14035,13258,13624,99440,147210.0,9879894.0
2011-07-29,13761,14310,13578,14036,116935,151656.0,9879894.0
2011-08-01,14264,14264,13670,13899,64965,150174.0,9879894.0
2011-08-02,13944,13944,13167,13213,74918,142764.0,9879894.0
2011-08-03,12709,13075,12344,12847,85588,138813.0,9879894.0
2011-08-04,12892,12984,12115,12161,62278,131403.0,9879894.0
2011-08-05,10698,11749,10698,11064,81849,119547.0,9879894.0
2011-08-08,10652,11429,9418,9692,128728,104727.0,9879894.0
2011-08-09,9143,9463,8275,8659,164031,93563.0,9879894.0
2011-08-10,8951,9829,8832,9784,109802,105715.0,9879894.0
2011-08-11,8787,10058,8787,9967,69543,107691.0,9879894.0
2011-08-12,10606,10606,9875,9921,62773,107197.0,9879894.0
2011-08-16,10332,10835,10241,10607,46271,114607.0,9879894.0
2011-08-17,10606,10926,10378,10698,54522,115595.0,9879894.0
2011-08-18,10652,10881,9783,10013,68083,108185.0,9879894.0
2011-08-19,9326,9463,8924,8961,102866,96823.0,9879894.0
2011-08-22,8796,9235,8796,8961,36626,96823.0,9879894.0
2011-08-23,9143,9555,9006,9418,59626,101763.0,9879894.0
2011-08-24,9692,9875,9134,9144,39244,98799.0,9879894.0
2011-08-25,9509,9509,9061,9071,32527,98009.0,9879894.0
2011-08-26,9189,9235,9052,9116,21531,98503.0,9879894.0
2011-08-29,9280,9555,9280,9372,29716,101269.0,9879894.0
2011-08-30,9555,9692,9326,9464,31115,102257.0,9879894.0
2011-08-31,9646,9783,9418,9647,32695,104233.0,9879894.0
2011-09-01,9692,9966,9280,9418,43078,101763.0,9879894.0
2011-09-02,9280,9418,9143,9144,31196,98799.0,9879894.0
2011-09-05,8823,8970,8604,8687,67326,93859.0,9879894.0
2011-09-06,8631,8796,8512,8568,26294,92575.0,9879894.0
2011-09-07,8567,8933,8567,8888,20079,96033.0,9879894.0
2011-09-08,8970,9043,8723,8870,9640,95835.0,9879894.0
2011-09-09,9006,9006,8750,8833,9980,95440.0,9879894.0
2011-09-14,8832,8869,8311,8321,14212,89907.0,9879894.0
2011-09-15,8522,8659,8229,8495,16805,91784.0,9879894.0
2011-09-16,8567,8704,8503,8641,23702,93365.0,9879894.0
2011-09-19,8586,9052,8549,8888,45024,96033.0,9879894.0
2011-09-20,8851,8988,8778,8915,33625,96329.0,9879894.0
2011-09-21,8970,10241,8896,9875,614636,106703.0,9879894.0
2011-09-22,9418,9555,9070,9126,160149,98961.0,9915894.0
2011-09-23,8549,8595,8229,8229,70483,89243.0,9915894.0
2011-09-26,8284,8412,7013,7041,71909,76352.0,9915894.0
2011-09-27,7177,7461,7177,7306,45598,79228.0,9915894.0
2011-09-28,7379,7571,7104,7169,23071,77741.0,9915894.0
2011-09-29,7040,7534,6949,7315,33129,79327.0,9915894.0
2011-09-30,7415,7607,7388,7452,14320,80815.0,9915894.0
2011-10-04,6720,7113,6711,6812,36533,73873.0,9915894.0
2011-10-05,6857,7086,6620,6721,25030,72882.0,9915894.0
2011-10-06,7168,7653,7168,7324,71889,79426.0,9915894.0
2011-10-07,7616,7680,7433,7525,22089,81608.0,9915894.0
2011-10-10,7662,7817,7552,7672,7735,83194.0,9915894.0
2011-10-11,7909,7927,7689,7772,40902,84285.0,9915894.0
2011-10-12,7708,7817,7315,7763,38609,84186.0,9915894.0
2011-10-13,7881,8924,7881,8924,211791,96779.0,9915894.0
2011-10-14,9143,9738,8778,9144,160448,99159.0,9915894.0
2011-10-17,9463,9509,8906,9144,43755,99159.0,9915894.0
2011-10-18,9235,9235,8778,9190,40593,99655.0,9915894.0
2011-10-19,9601,9875,9280,9418,73826,102134.0,9915894.0
2011-10-20,9463,9601,8878,8879,44846,96283.0,9915894.0
2011-10-21,8970,9235,8970,9116,22665,98861.0,9915894.0
2011-10-24,9280,9463,9134,9235,67191,100151.0,9915894.0
2011-10-25,9326,9646,9280,9372,94693,101638.0,9915894.0
2011-10-26,9143,9372,9125,9190,40059,99655.0,9915894.0
2011-10-27,9326,9463,9189,9235,29150,100151.0,9915894.0
2011-10-28,9372,10286,9372,9555,170421,103621.0,9915894.0
2011-10-31,9783,9966,9326,9418,61607,102134.0,9915894.0
2011-11-01,9326,9555,9280,9418,34519,102134.0,9915894.0
2011-11-02,9098,9143,8942,9116,45927,98861.0,9915894.0
2011-11-03,9326,9326,9052,9126,30001,98961.0,9915894.0
2011-11-04,9372,9509,9235,9510,35785,103125.0,9915894.0
2011-11-07,9601,10195,9601,9875,71578,107092.0,9915894.0
2011-11-08,10058,10149,9555,9555,58021,103621.0,9915894.0
2011-11-09,9829,9875,9463,9601,28882,104117.0,9915894.0
2011-11-10,9235,9235,8988,9235,43532,100151.0,9915894.0
2011-11-11,9875,10606,9783,10607,80298,115024.0,9915894.0
2011-11-14,12024,12161,11201,11201,327619,121470.0,9915894.0
2011-11-15,11155,12847,10789,12618,387796,136839.0,9915894.0
2011-11-16,12344,13029,11704,11887,202749,128907.0,9915894.0
2011-11-17,12024,13441,11932,12801,228614,138823.0,9915894.0
2011-11-18,12344,13167,12298,12618,107215,136839.0,9915894.0
2011-11-21,12527,13167,12344,12527,112986,135848.0,9915894.0
2011-11-22,12161,12572,12024,12024,108554,130394.0,9915894.0
2011-11-23,12115,12298,11475,11476,78981,124444.0,9915894.0
2011-11-24,11429,12481,11246,11796,78917,127915.0,9915894.0
2011-11-25,11795,12847,11795,12573,162669,136344.0,9915894.0
2011-11-28,12847,13212,12207,12436,109405,134856.0,9915894.0
2011-11-29,12572,12709,12207,12298,72702,133369.0,9915894.0
2011-11-30,12481,12618,11978,11978,50203,129898.0,9915894.0
2011-12-01,12572,13761,12161,13761,316855,149234.0,9915894.0
2011-12-02,13761,14127,13349,13990,160229,151713.0,9915894.0
2011-12-05,14264,14310,13715,13853,79125,150226.0,9915894.0
2011-12-06,14035,14264,13441,13533,91930,146755.0,9915894.0
2011-12-07,13852,13990,13350,13350,66745,144772.0,9915894.0
2011-12-08,13212,13715,13212,13259,39904,143780.0,9915894.0
2011-12-09,12984,13441,12709,12710,44427,137831.0,9915894.0
2011-12-12,13029,13532,12801,13076,63557,141797.0,9915894.0
2011-12-13,12984,12984,11978,12024,98571,130394.0,9915894.0
2011-12-14,11932,12298,11841,11978,37747,129898.0,9915894.0
2011-12-15,11475,11795,11429,11613,35920,125932.0,9915894.0
2011-12-16,11704,12161,11612,11704,22223,126923.0,9915894.0
2011-12-19,11521,11658,9966,10424,159758,113041.0,9915894.0
2011-12-20,10286,10835,10286,10790,28093,117008.0,9915894.0
2011-12-21,11064,11521,11064,11476,67344,124444.0,9915894.0
2011-12-22,12069,13167,12024,13167,232589,142789.0,9915894.0
2011-12-23,13578,13670,12801,12847,111334,139318.0,9915894.0
2011-12-26,13121,13350,12801,13121,79962,142293.0,9915894.0
2011-12-27,13624,14310,13075,13350,273952,144772.0,9915894.0
2011-12-28,13450,13450,12450,13250,78480,131386.0,9915894.0
2011-12-29,13150,13500,12800,13100,36784,129898.0,9915894.0
2012-01-02,12900,13250,12800,13000,40267,128907.0,9915894.0
2012-01-03,13000,13300,12650,12750,54127,126428.0,9915894.0
2012-01-04,12850,12950,12400,12550,58156,124444.0,9915894.0
2012-01-05,12600,13000,12400,12950,41120,128411.0,9915894.0
2012-01-06,12750,12950,12400,12700,35263,125932.0,9915894.0
2012-01-09,12400,12800,12400,12750,15244,126428.0,9915894.0
2012-01-10,12600,13300,12600,13200,37310,130890.0,9915894.0
2012-01-11,13200,13350,12850,12950,24245,128411.0,9915894.0
2012-01-12,12950,12950,12500,12850,21964,127419.0,9915894.0
2012-01-13,13000,13000,12600,12650,27713,125436.0,9915894.0
2012-01-16,12400,12650,12250,12550,20414,124444.0,9915894.0
2012-01-17,12500,12750,12200,12500,42559,123949.0,9915894.0
2012-01-18,12350,12600,12300,12500,14015,123949.0,9915894.0
2012-01-19,12400,13200,12250,13000,45816,128907.0,9915894.0
2012-01-20,12900,13100,12550,12900,21563,127915.0,9915894.0
2012-01-25,12700,12950,12600,12600,22797,124940.0,9915894.0
2012-01-26,12650,12800,12400,12600,21307,124940.0,9915894.0
2012-01-27,12500,12750,12300,12500,18736,123949.0,9915894.0
2012-01-30,12350,12550,12250,12450,13240,123453.0,9915894.0
2012-01-31,12350,12500,12100,12400,27023,122957.0,9915894.0
2012-02-01,12250,12800,12250,12700,23428,125932.0,9915894.0
2012-02-02,12850,13000,12600,12850,21996,127419.0,9915894.0
2012-02-03,13050,13050,12700,12900,32972,127915.0,9915894.0
2012-02-06,13000,13050,12550,12800,20092,126923.0,9915894.0
2012-02-07,12700,12950,12500,12550,22456,124444.0,9915894.0
2012-02-08,12400,12700,12300,12600,29003,124940.0,9915894.0
2012-02-09,12450,12600,12200,12300,30661,121965.0,9915894.0
2012-02-10,12400,13000,12300,12850,41765,127419.0,9915894.0
2012-02-13,13000,14750,13000,14750,297494,146259.0,9915894.0
2012-02-14,14850,15000,14400,14800,162886,146755.0,9915894.0
2012-02-15,14800,15400,14200,14850,117779,147251.0,9915894.0
2012-02-16,14550,14950,14000,14200,75878,140806.0,9915894.0
2012-02-17,14500,15700,14200,15350,245801,152209.0,9915894.0
2012-02-20,15600,15850,14900,14950,91572,148243.0,9915894.0
2012-02-21,14950,15150,14500,14550,80722,144276.0,9915894.0
2012-02-22,14650,15000,14500,14950,51900,148243.0,9915894.0
2012-02-23,15100,15650,14950,15350,82668,152209.0,9915894.0
2012-02-24,15350,15350,14950,15300,45175,151713.0,9915894.0
2012-02-27,15450,15650,14950,15300,61746,151713.0,9915894.0
2012-02-28,15400,16450,15150,15900,145657,157663.0,9915894.0
2012-02-29,15750,16100,15600,15850,59527,157167.0,9915894.0
2012-03-02,15800,16000,15050,15100,68701,149730.0,9915894.0
2012-03-05,15150,15350,14800,14850,35629,147251.0,9915894.0
2012-03-06,15000,15150,14000,14300,59644,141797.0,9915894.0
2012-03-07,14000,14450,13600,14050,27922,139318.0,9915894.0
2012-03-08,14250,14700,14000,14350,63020,142293.0,9915894.0
2012-03-09,14700,14950,14500,14700,47419,145764.0,9915894.0
2012-03-12,14600,14750,14300,14300,29094,141797.0,9915894.0
2012-03-13,14200,14800,14100,14750,44617,146259.0,9915894.0
2012-03-14,14950,15450,14800,15400,95814,152705.0,9915894.0
2012-03-15,15500,15850,15250,15600,49343,154688.0,9915894.0
2012-03-16,15500,15500,15100,15350,34341,152209.0,9915894.0
2012-03-19,15400,16350,15050,16000,142150,158654.0,9915894.0
2012-03-20,16050,16500,15650,15850,80323,157167.0,9915894.0
2012-03-21,15750,16000,15350,15500,43882,153696.0,9915894.0
2012-03-22,15500,15700,15150,15400,35824,152705.0,9915894.0
2012-03-23,15200,15500,15050,15450,33352,153201.0,9915894.0
2012-03-26,15350,15750,14350,14500,92809,143780.0,9915894.0
2012-03-27,14800,15000,14100,14700,59512,145764.0,9915894.0
2012-03-28,14500,14800,14100,14650,28600,145268.0,9915894.0
2012-03-29,14450,15200,14300,14900,51535,147747.0,9915894.0
2012-03-30,14750,15450,14600,15400,45193,152705.0,9915894.0
2012-04-02,15500,15600,14850,14950,39985,148243.0,9915894.0
2012-04-03,15000,15700,14700,15700,61158,155680.0,9915894.0
2012-04-04,15500,15750,15100,15300,45138,151713.0,9915894.0
2012-04-05,15100,15600,14800,15600,39309,154688.0,9915894.0
2012-04-06,15650,16550,15450,16350,215291,162125.0,9915894.0
2012-04-09,16250,16900,16150,16450,174958,163116.0,9915894.0
2012-04-10,16250,16500,15700,15700,140429,155680.0,9915894.0
2012-04-12,16100,16100,15450,15750,71456,156175.0,9915894.0
2012-04-13,15750,15950,15300,15650,94974,170310.0,10882444.0
2012-04-16,15650,16350,15550,16250,144917,176840.0,10882444.0
2012-04-17,16250,16250,15700,15950,76509,173575.0,10882444.0
2012-04-18,16100,16250,15550,15550,71823,169222.0,10882444.0
2012-04-19,15550,15650,14950,15350,85643,167046.0,10882444.0
2012-04-20,15050,15300,14800,14950,45582,162693.0,10882444.0
2012-04-23,14950,15550,14800,15450,114431,168134.0,10882444.0
2012-04-24,15300,15300,14900,15300,53298,166501.0,10882444.0
2012-04-25,15300,15450,15050,15250,34004,165957.0,10882444.0
2012-04-26,15450,15900,15350,15450,126133,168134.0,10882444.0
2012-04-27,15500,15950,14950,14950,119202,162794.0,10889244.0
2012-04-30,14950,15100,13750,14050,197186,152994.0,10889244.0
2012-05-02,14200,14350,13550,13550,100861,147549.0,10889244.0
2012-05-03,13650,14000,13250,13800,79017,150272.0,10889244.0
2012-05-04,14000,14000,13600,13650,41206,148638.0,10889244.0
2012-05-07,13450,13500,13150,13150,38211,143194.0,10889244.0
2012-05-08,13150,13450,13150,13300,50913,144827.0,10889244.0
2012-05-09,13200,13400,12500,12550,74609,136660.0,10889244.0
2012-05-10,12450,13300,12350,13250,74183,144282.0,10889244.0
2012-05-11,13150,13350,12950,13200,31223,143738.0,10889244.0
2012-05-14,13000,13350,12500,12550,25342,136660.0,10889244.0
2012-05-15,12350,12400,11300,11800,87809,128493.0,10889244.0
2012-05-16,11500,11800,10750,11050,62577,120326.0,10889244.0
2012-05-17,11000,11250,10900,11200,27422,121960.0,10889244.0
2012-05-18,10750,10750,10000,10050,65284,109437.0,10889244.0
2012-05-21,10150,10500,9910,10400,52445,113248.0,10889244.0
2012-05-22,10700,10950,10600,10850,35068,118148.0,10889244.0
2012-05-23,10650,10950,10600,10700,21386,116515.0,10889244.0
2012-05-24,10750,11000,10450,10800,31864,117604.0,10889244.0
2012-05-25,10750,11550,10750,11200,30395,121960.0,10889244.0
2012-05-29,11200,11650,11050,11400,27598,124137.0,10889244.0
2012-05-30,11500,11500,11150,11400,13402,124137.0,10889244.0
2012-05-31,11050,11200,10900,11000,22771,119782.0,10889244.0
2012-06-01,11000,11300,10850,11000,15247,119782.0,10889244.0
2012-06-04,10500,10750,10200,10500,29150,114337.0,10889244.0
2012-06-05,10700,10700,10450,10500,14505,114337.0,10889244.0
2012-06-07,10850,10900,10600,10600,18704,115426.0,10889244.0
2012-06-08,10700,10750,10250,10500,23458,114337.0,10889244.0
2012-06-11,10550,10950,10350,10500,40287,114337.0,10889244.0
2012-06-12,10200,10350,10150,10200,56699,111070.0,10889244.0
2012-06-13,10350,10400,10000,10100,39951,109981.0,10889244.0
2012-06-14,10050,10750,10050,10750,51603,117059.0,10889244.0
2012-06-15,10700,11050,10450,10650,44082,115970.0,10889244.0
2012-06-18,10800,11400,10800,11200,42927,121960.0,10889244.0
2012-06-19,11100,11350,10800,11150,25214,121415.0,10889244.0
2012-06-20,11350,11400,11000,11050,24720,120326.0,10889244.0
2012-06-21,11100,11300,10900,10900,15527,118693.0,10889244.0
2012-06-22,10600,10900,10350,10450,63182,113793.0,10889244.0
2012-06-25,10550,10550,10250,10500,24583,114337.0,10889244.0
2012-06-26,10250,10400,9710,9780,95476,106497.0,10889244.0
2012-06-27,9800,9840,9310,9410,64293,102468.0,10889244.0
2012-06-28,9460,9600,9450,9480,19911,103230.0,10889244.0
2012-06-29,9450,9540,9210,9310,29769,101379.0,10889244.0
2012-07-02,9600,9630,9380,9580,46805,104319.0,10889244.0
2012-07-03,9530,9790,9420,9450,29686,102903.0,10889244.0
2012-07-04,9550,9580,9330,9380,43164,102141.0,10889244.0
2012-07-05,9480,9480,9100,9150,60197,99637.0,10889244.0
2012-07-06,9100,9230,9100,9140,28743,99528.0,10889244.0
2012-07-09,9110,9160,8650,8720,85027,94954.0,10889244.0
2012-07-10,8800,8870,8680,8720,32050,94954.0,10889244.0
2012-07-11,8650,8810,8610,8740,34678,95172.0,10889244.0
2012-07-12,8740,9080,8700,8700,32770,94736.0,10889244.0
2012-07-13,8740,9100,8500,9090,50509,98983.0,10889244.0
2012-07-16,9240,9500,8900,8980,48397,97785.0,10889244.0
2012-07-17,8970,9000,8720,8720,39921,94954.0,10889244.0
2012-07-18,8740,8780,8520,8520,35428,92776.0,10889244.0
2012-07-19,8660,8700,8500,8540,23641,92994.0,10889244.0
2012-07-20,8520,8730,8520,8640,14515,94083.0,10889244.0
2012-07-23,8680,8680,8450,8540,12579,92994.0,10889244.0
2012-07-24,8580,8580,8390,8400,10133,91470.0,10889244.0
2012-07-25,8360,8480,8160,8160,12311,88856.0,10889244.0
2012-07-26,8070,8270,8000,8130,16749,88530.0,10889244.0
2012-07-27,8130,8240,8060,8060,11832,87767.0,10889244.0
2012-07-30,8170,8250,8060,8060,9013,87767.0,10889244.0
2012-07-31,8070,8170,8070,8120,7032,88421.0,10889244.0
2012-08-01,8130,8310,8120,8310,11997,90490.0,10889244.0
2012-08-02,8300,8380,8210,8300,4798,90381.0,10889244.0
2012-08-03,8200,8290,8130,8220,6298,89510.0,10889244.0
2012-08-06,8330,8330,8180,8240,6564,89727.0,10889244.0
2012-08-07,8180,8290,8110,8130,15896,88530.0,10889244.0
2012-08-08,8130,8260,8130,8250,15870,89836.0,10889244.0
2012-08-09,8210,8720,8200,8350,57911,90925.0,10889244.0
2012-08-10,8350,8530,8350,8410,10694,91579.0,10889244.0
2012-08-13,8410,8640,8280,8550,23952,93103.0,10889244.0
2012-08-14,8410,8490,8340,8390,31625,91361.0,10889244.0
2012-08-16,8370,8470,8320,8340,19351,90816.0,10889244.0
2012-08-17,8380,8800,8350,8560,46344,93212.0,10889244.0
2012-08-20,8700,9050,8690,8910,39673,97023.0,10889244.0
2012-08-21,8990,8990,8750,8850,16997,96370.0,10889244.0
2012-08-22,8860,8940,8680,8730,16747,95063.0,10889244.0
2012-08-23,8760,8940,8590,8900,16971,96914.0,10889244.0
2012-08-24,8900,8940,8740,8810,18252,95934.0,10889244.0
2012-08-27,8880,8880,8670,8680,11340,94519.0,10889244.0
2012-08-28,8590,8720,8490,8580,22441,93430.0,10889244.0
2012-08-29,8550,8670,8530,8620,12646,93865.0,10889244.0
2012-08-30,8690,8780,8500,8500,23454,92559.0,10889244.0
2012-08-31,8490,8600,8400,8530,13824,92885.0,10889244.0
2012-09-03,8560,8770,8560,8610,14526,93756.0,10889244.0
2012-09-04,8740,9120,8650,9100,69687,99092.0,10889244.0
2012-09-05,9170,9170,8850,9020,27663,98221.0,10889244.0
2012-09-06,9170,9240,8880,9100,37575,99092.0,10889244.0
2012-09-07,9140,9220,9050,9170,22993,99854.0,10889244.0
2012-09-10,9250,9250,8970,9050,23289,98548.0,10889244.0
2012-09-11,9100,9100,8810,9050,15340,98548.0,10889244.0
2012-09-12,9050,9080,8900,9040,15656,98439.0,10889244.0
