나무가(190510),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2016-02-04,71000,74100,70500,72900,71556,243227.0,3336441.0
2016-02-05,74000,81200,72600,77000,105479,256906.0,3336441.0
2016-02-11,75000,75800,71200,73100,41615,243894.0,3336441.0
2016-02-12,72500,72500,63000,65000,74654,216869.0,3336441.0
2016-02-15,66900,68700,64000,67800,41323,226211.0,3336441.0
2016-02-16,68700,71400,68500,71000,36008,236887.0,3336441.0
2016-02-17,71000,73800,68500,72700,56659,242559.0,3336441.0
2016-02-18,73700,74900,72100,74400,43279,248231.0,3336441.0
2016-02-19,74900,84700,74400,80900,147925,269918.0,3336441.0
2016-02-22,83600,86400,75500,75700,164589,252569.0,3336441.0
2016-02-23,77300,82600,76600,78200,121737,260910.0,3336441.0
2016-02-24,78400,81400,77200,77900,58190,259909.0,3336441.0
2016-02-25,78700,84000,77300,82900,96712,276591.0,3336441.0
2016-02-26,82900,82900,78000,78700,79510,262578.0,3336441.0
2016-02-29,79500,79600,75100,76500,65848,255238.0,3336441.0
2016-03-02,77600,79600,76200,77000,59934,256906.0,3336441.0
2016-03-03,77000,78000,74500,75000,36344,250233.0,3336441.0
2016-03-04,74500,75500,73200,74600,39044,248898.0,3336441.0
2016-03-07,75200,75300,72000,72000,26298,240224.0,3336441.0
2016-03-08,71400,74000,71000,71600,46154,238889.0,3336441.0
2016-03-09,71000,73400,70900,71700,33078,239223.0,3336441.0
2016-03-10,72000,76500,71700,76300,58256,254570.0,3336441.0
2016-03-11,76000,76500,74000,75400,26388,251568.0,3336441.0
2016-03-14,75700,76500,73400,74900,24568,249899.0,3336441.0
2016-03-15,75400,75500,73100,73100,16453,243894.0,3336441.0
2016-03-16,72500,74700,72100,73000,17409,243560.0,3336441.0
2016-03-17,73100,73900,71000,71000,33939,236887.0,3336441.0
2016-03-18,71100,72400,69200,71500,37269,238556.0,3336441.0
2016-03-21,71500,71900,70300,71500,15305,238556.0,3336441.0
2016-03-22,71900,72500,70600,70800,17160,236220.0,3336441.0
2016-03-23,70800,72300,70200,70600,21756,235553.0,3336441.0
2016-03-24,70700,71500,69900,70600,22369,235553.0,3336441.0
2016-03-25,70100,72500,70000,72300,24540,241225.0,3336441.0
2016-03-28,72100,73300,70900,72400,25455,241558.0,3336441.0
2016-03-29,72000,72900,71300,72300,18769,241225.0,3336441.0
2016-03-30,73500,74700,72600,72600,25560,242226.0,3336441.0
2016-03-31,73700,75300,72500,74800,28868,249566.0,3336441.0
2016-04-01,75200,77000,74300,75000,39933,250233.0,3336441.0
2016-04-04,76100,76100,72900,74400,25271,248231.0,3336441.0
2016-04-05,74100,74800,73200,73500,11778,245228.0,3336441.0
2016-04-06,74000,74300,72100,72600,18443,242226.0,3336441.0
2016-04-07,73100,73600,70500,71100,26956,237221.0,3336441.0
2016-04-08,70600,71200,68800,70100,27538,233885.0,3336441.0
2016-04-11,70100,70300,66100,66100,34612,220539.0,3336441.0
2016-04-12,66100,67400,63100,65200,48348,217536.0,3336441.0
2016-04-14,65200,66900,64000,64200,21078,214200.0,3336441.0
2016-04-15,65600,66700,64800,66300,13973,221206.0,3336441.0
2016-04-18,66400,66500,64000,64000,19727,213532.0,3336441.0
2016-04-19,64300,66000,63300,65300,31857,217870.0,3336441.0
2016-04-20,64700,66700,64500,65900,15547,219871.0,3336441.0
2016-04-21,65900,66500,64400,65400,11803,218203.0,3336441.0
2016-04-22,65000,65000,62500,62900,30096,209862.0,3336441.0
2016-04-25,63700,63700,58700,59800,67429,199519.0,3336441.0
2016-04-26,60200,60200,56500,59000,61265,196850.0,3336441.0
2016-04-27,59000,59300,56900,56900,23089,189843.0,3336441.0
2016-04-28,57100,59000,56600,58000,34008,193514.0,3336441.0
2016-04-29,58000,58000,56100,57000,18475,190177.0,3336441.0
2016-05-02,56000,56800,54300,55000,31950,183504.0,3336441.0
2016-05-03,54500,55400,52600,54000,55570,180168.0,3336441.0
2016-05-04,53700,55700,53200,54600,25834,182170.0,3336441.0
2016-05-09,54300,55200,53800,54700,11075,182503.0,3336441.0
2016-05-10,55000,56200,53500,56100,19951,187174.0,3336441.0
2016-05-11,56300,56600,55300,55900,11383,186507.0,3336441.0
2016-05-12,55900,56900,55500,56500,12328,188509.0,3336441.0
2016-05-13,55600,55900,54500,55000,19700,183504.0,3336441.0
2016-05-16,55000,56300,54300,55900,12489,186507.0,3336441.0
2016-05-17,55300,55500,53600,54000,21682,180168.0,3336441.0
2016-05-18,54000,54000,50600,51900,29607,173161.0,3336441.0
2016-05-19,50900,51900,49450,50000,35569,166822.0,3336441.0
2016-05-20,48550,49500,44850,46000,124618,153476.0,3336441.0
2016-05-23,46000,46800,45550,45700,26616,152475.0,3336441.0
2016-05-24,45800,46100,44500,45550,15171,151975.0,3336441.0
2016-05-25,45600,49550,45600,48200,58592,160816.0,3336441.0
2016-05-26,47300,48900,46600,46700,17077,155812.0,3336441.0
2016-05-27,48000,50500,47600,49400,50928,164820.0,3336441.0
2016-05-30,49000,49550,47850,48400,20497,161484.0,3336441.0
2016-05-31,48100,59500,48000,53500,323744,178500.0,3336441.0
2016-06-01,52800,55100,51800,53100,51281,177165.0,3336441.0
2016-06-02,53700,56000,52700,55200,62943,184172.0,3336441.0
2016-06-03,55900,59200,54500,58000,75183,193514.0,3336441.0
2016-06-07,57500,59700,56800,58600,38292,195515.0,3336441.0
2016-06-08,58800,59500,57400,58900,38856,196516.0,3336441.0
2016-06-09,58900,59300,56300,57400,28372,191512.0,3336441.0
2016-06-10,58600,60900,57500,58300,37907,194515.0,3336441.0
2016-06-13,58300,58300,56100,57300,17636,191178.0,3336441.0
2016-06-14,57600,59000,55700,57400,14145,191512.0,3336441.0
2016-06-15,58000,58000,55300,55500,19323,185172.0,3336441.0
2016-06-16,55500,55900,53100,55000,27259,183504.0,3336441.0
2016-06-17,55000,56200,53600,53600,10969,178833.0,3336441.0
2016-06-20,53600,54700,53600,53900,8327,179834.0,3336441.0
2016-06-21,54100,55000,52500,52600,16269,175497.0,3336441.0
2016-06-22,53500,56300,53200,53500,62228,178500.0,3336441.0
2016-06-23,54000,54000,51600,52600,22807,175497.0,3336441.0
2016-06-24,53100,54000,47900,49200,32981,164153.0,3336441.0
2016-06-27,48200,49650,48050,49200,27218,164153.0,3336441.0
2016-06-28,49200,51600,48600,50200,21324,167489.0,3336441.0
2016-06-29,51400,52000,50600,51300,17759,171159.0,3336441.0
2016-06-30,51400,52500,50100,52000,21191,173495.0,3336441.0
2016-07-01,52200,55500,52000,55000,33981,183504.0,3336441.0
2016-07-04,55000,55600,53300,54000,23110,180168.0,3336441.0
2016-07-05,54000,55100,51600,55100,34738,183838.0,3336441.0
2016-07-06,55400,56100,52700,54000,33701,180168.0,3336441.0
2016-07-07,54900,55400,53700,55000,22760,183504.0,3336441.0
2016-07-08,55500,56700,55000,56400,38366,188175.0,3336441.0
2016-07-11,57000,57400,55600,56200,25729,187508.0,3336441.0
2016-07-12,56300,61500,56300,60100,165815,200520.0,3336441.0
2016-07-13,60800,69200,60600,68900,424773,229881.0,3336441.0
2016-07-14,71000,73500,67300,69000,382768,230214.0,3336441.0
2016-07-15,69500,69900,65500,66500,131494,221873.0,3336441.0
2016-07-18,66400,71500,65700,68900,230303,229881.0,3336441.0
2016-07-19,68200,69000,65600,65900,96037,219871.0,3336441.0
2016-07-20,66300,66500,62800,65800,103615,219538.0,3336441.0
2016-07-21,66300,69500,64700,67000,92752,223542.0,3336441.0
2016-07-22,67700,67700,65200,65300,38317,217870.0,3336441.0
2016-07-25,64600,65700,62800,62800,46620,209528.0,3336441.0
2016-07-26,62400,63800,60900,61100,75316,203857.0,3336441.0
2016-07-27,61100,64200,60400,64000,65049,213532.0,3336441.0
2016-07-28,63600,68100,63500,67800,98943,226211.0,3336441.0
2016-07-29,67800,68900,66300,67800,46187,226211.0,3336441.0
2016-08-01,68100,69200,65200,66900,65482,223208.0,3336441.0
2016-08-02,66500,66800,63900,65400,56618,218203.0,3336441.0
2016-08-03,65400,69700,64200,69400,125740,231549.0,3336441.0
2016-08-04,69000,69400,66800,68300,55867,227879.0,3336441.0
2016-08-05,67500,68500,65900,67500,49544,225210.0,3336441.0
2016-08-08,68100,69400,67000,68000,32362,226878.0,3336441.0
2016-08-09,68700,69000,66800,67000,28071,223542.0,3336441.0
2016-08-10,67600,70700,67100,69000,65752,230214.0,3336441.0
2016-08-11,69500,69900,67900,69000,32896,230214.0,3336441.0
2016-08-12,69000,69800,67300,68500,26744,228546.0,3336441.0
2016-08-16,68400,69000,65200,66800,26704,222874.0,3336441.0
2016-08-17,66600,66600,64200,65800,45708,219538.0,3336441.0
2016-08-18,66100,67800,65000,67500,33140,225210.0,3336441.0
2016-08-19,67900,73400,66600,72000,147654,240224.0,3336441.0
2016-08-22,72200,73000,69500,71500,63008,238556.0,3336441.0
2016-08-23,71000,72600,70100,71800,38845,239556.0,3336441.0
2016-08-24,71800,72400,70500,71300,46672,237888.0,3336441.0
2016-08-25,71100,75500,71000,73000,105629,243560.0,3336441.0
2016-08-26,73000,74500,71100,71100,45074,237221.0,3336441.0
2016-08-29,70000,70100,66200,66800,57545,222874.0,3336441.0
2016-08-30,67400,70700,67400,68100,33454,227212.0,3336441.0
2016-08-31,68100,70500,66000,68100,38258,227212.0,3336441.0
2016-09-01,69100,69100,66300,67100,30228,223875.0,3336441.0
2016-09-02,67100,69100,66100,68300,27505,227879.0,3336441.0
2016-09-05,68300,68900,67600,68300,10712,227879.0,3336441.0
2016-09-06,67700,68500,66300,67200,26670,224209.0,3336441.0
2016-09-07,67300,67300,64700,65900,36229,219871.0,3336441.0
2016-09-08,65800,66200,64400,65300,26954,217870.0,3336441.0
2016-09-09,64000,64000,59800,61000,532021,203523.0,3336441.0
2016-09-12,60800,60800,55800,56000,151116,186841.0,3336441.0
2016-09-13,56600,57100,53500,54300,119911,181169.0,3336441.0
2016-09-19,54300,55600,53500,55000,58270,183504.0,3336441.0
2016-09-20,54700,60400,54600,58400,131954,194848.0,3336441.0
2016-09-21,57500,61600,57500,60400,86373,201521.0,3336441.0
2016-09-22,60900,61200,59400,61200,32755,204190.0,3336441.0
2016-09-23,61200,62900,60900,61200,30731,204190.0,3336441.0
2016-09-26,61800,62400,60300,61100,21440,203857.0,3336441.0
2016-09-27,60100,62400,60000,62400,25168,208194.0,3336441.0
2016-09-28,62400,62400,60800,61500,13298,205191.0,3336441.0
2016-09-29,61500,62900,60300,62800,35668,209528.0,3336441.0
2016-09-30,62500,62500,60500,62400,22658,208194.0,3336441.0
2016-10-04,62400,62400,60800,60900,19469,203189.0,3336441.0
2016-10-05,60800,60900,58900,59500,28179,198518.0,3336441.0
2016-10-06,59800,60300,58000,58700,14300,195849.0,3336441.0
2016-10-07,58100,59800,57800,59000,19020,196850.0,3336441.0
2016-10-10,58200,60200,58200,58800,17296,196183.0,3336441.0
2016-10-11,58500,59700,55200,57300,38446,191178.0,3336441.0
2016-10-12,57000,57000,55800,56300,15820,187842.0,3336441.0
2016-10-13,56100,56600,54200,55600,17413,185506.0,3336441.0
2016-10-14,55200,57400,55200,56700,21224,189176.0,3336441.0
2016-10-17,56500,57500,54300,54800,21027,182837.0,3336441.0
2016-10-18,54000,54400,50300,53400,102205,178166.0,3336441.0
2016-10-19,53600,53600,51700,53100,26687,177165.0,3336441.0
2016-10-20,52700,54700,52700,54600,31342,182170.0,3336441.0
2016-10-21,54100,55400,53500,54000,22541,180168.0,3336441.0
2016-10-24,54000,55900,53500,55100,15308,183838.0,3336441.0
2016-10-25,54800,55500,53300,55400,11714,184839.0,3336441.0
2016-10-26,55400,55400,52200,55000,17376,183504.0,3336441.0
2016-10-27,54900,57300,54800,56900,28251,189843.0,3336441.0
2016-10-28,56600,57000,55800,56500,13571,188509.0,3336441.0
2016-10-31,57000,57000,52800,53700,36634,179167.0,3336441.0
2016-11-01,52400,53900,51900,53300,14710,177832.0,3336441.0
2016-11-02,53800,58000,50900,52800,52384,176164.0,3336441.0
2016-11-03,51200,53100,51200,51600,20179,172160.0,3336441.0
2016-11-04,51600,52600,51200,51700,11126,172494.0,3336441.0
2016-11-07,51900,52500,51000,51700,14230,172494.0,3336441.0
2016-11-08,52000,52300,49500,50300,40734,167823.0,3336441.0
2016-11-09,50600,50600,44000,49700,56248,165821.0,3336441.0
2016-11-10,49300,51600,49300,51500,25770,171827.0,3336441.0
2016-11-11,51900,51900,50300,51200,7694,170826.0,3336441.0
2016-11-14,50600,51300,50200,50800,11206,171913.0,3384113.0
2016-11-15,50900,51100,47350,49200,38760,166498.0,3384113.0
2016-11-16,48800,49400,46550,48150,121628,162945.0,3384113.0
2016-11-17,48050,48050,46250,47150,39169,159561.0,3384113.0
2016-11-18,46950,48000,45850,48000,51962,162437.0,3384113.0
2016-11-21,48000,48300,46600,46600,23009,157700.0,3384113.0
2016-11-22,47000,47100,43850,44600,48459,150931.0,3384113.0
2016-11-23,44200,45050,42450,45000,51122,152285.0,3384113.0
2016-11-24,45050,46650,44100,46400,40217,157023.0,3384113.0
2016-11-25,45750,47350,45750,46850,15137,158546.0,3384113.0
2016-11-28,46500,47200,46300,46450,10491,157192.0,3384113.0
2016-11-29,45750,47800,45750,47500,17378,160745.0,3384113.0
2016-11-30,47600,49550,47350,49250,37425,166668.0,3384113.0
2016-12-01,50100,50300,49000,49900,23376,168867.0,3384113.0
2016-12-02,49900,50200,49250,49850,18381,168698.0,3384113.0
2016-12-05,49850,50100,48850,49650,8566,168021.0,3384113.0
2016-12-06,49650,50700,49050,50700,20014,171575.0,3384113.0
2016-12-07,51300,51300,49200,49900,13632,168867.0,3384113.0
2016-12-08,49950,50500,48950,50100,11492,169544.0,3384113.0
2016-12-09,49400,50100,49100,49450,9353,167344.0,3384113.0
2016-12-12,50100,53100,50100,52000,78814,175974.0,3384113.0
2016-12-13,51900,52600,50900,52300,25104,176989.0,3384113.0
2016-12-14,52400,52600,51000,51500,25835,174282.0,3384113.0
2016-12-15,51000,51600,50000,51000,22308,172590.0,3384113.0
2016-12-16,51500,51500,49950,51000,18123,172590.0,3384113.0
2016-12-19,51100,55000,50600,55000,93964,186126.0,3384113.0
2016-12-20,54800,56900,53700,54900,58638,185788.0,3384113.0
2016-12-21,54900,56000,54600,56000,23679,189510.0,3384113.0
2016-12-22,56000,56800,53400,53400,38756,180712.0,3384113.0
2016-12-23,53400,56000,53300,54500,31636,184434.0,3384113.0
2016-12-26,55000,55000,53700,54000,10219,182742.0,3384113.0
2016-12-27,54200,56300,54000,56000,25073,189510.0,3384113.0
2016-12-28,56400,58400,55700,56900,42993,192556.0,3384113.0
2016-12-29,56700,58600,56100,58400,39209,197632.0,3384113.0
2017-01-02,59000,59000,57300,57900,31011,195940.0,3384113.0
2017-01-03,58000,60200,58000,58300,37412,197294.0,3384113.0
2017-01-04,58500,59600,57000,58100,28796,196617.0,3384113.0
2017-01-05,58600,59000,57000,58400,18905,197632.0,3384113.0
2017-01-06,58400,58600,56500,58400,36113,197632.0,3384113.0
2017-01-09,58700,58700,57200,58100,14563,196617.0,3384113.0
2017-01-10,57500,57700,54300,54300,56770,183757.0,3384113.0
2017-01-11,54400,54800,52700,54600,37272,184773.0,3384113.0
2017-01-12,55000,55900,53500,55600,22943,188157.0,3384113.0
2017-01-13,55000,56000,54500,56000,23516,189510.0,3384113.0
2017-01-16,56200,56200,54000,55000,21704,186126.0,3384113.0
2017-01-17,54400,56100,54100,54300,10912,183757.0,3384113.0
2017-01-18,54300,54800,53300,54100,18711,183081.0,3384113.0
2017-01-19,54100,54500,53500,54000,13865,182742.0,3384113.0
2017-01-20,54000,54200,51800,52200,37436,176651.0,3384113.0
2017-01-23,52700,53100,50300,50600,31559,171236.0,3384113.0
2017-01-24,51000,51500,47000,47400,68354,160407.0,3384113.0
2017-01-25,47200,49800,45600,49550,75499,167683.0,3384113.0
2017-01-26,50500,53900,50000,52000,107281,175974.0,3384113.0
2017-01-31,51500,51500,49900,50500,38132,170898.0,3384113.0
2017-02-01,50500,51200,49600,51000,43942,172590.0,3384113.0
2017-02-02,50700,51600,48900,49000,46301,165822.0,3384113.0
2017-02-03,48500,49000,47500,47950,54542,162268.0,3384113.0
2017-02-06,47950,48350,47350,47900,34506,162099.0,3384113.0
2017-02-07,47900,47900,46200,46450,52021,157192.0,3384113.0
2017-02-08,46250,46850,43900,46000,81606,155669.0,3384113.0
2017-02-09,45650,47400,45350,45650,33541,154485.0,3384113.0
2017-02-10,45650,47050,45150,46800,35845,158376.0,3384113.0
2017-02-13,47000,47000,45800,46800,19886,158376.0,3384113.0
2017-02-14,47200,47350,46600,47150,15273,159561.0,3384113.0
2017-02-15,47150,47750,46600,47200,30561,159730.0,3384113.0
2017-02-16,47400,47600,46400,46500,19974,157361.0,3384113.0
2017-02-17,46000,47700,45600,47550,38764,160915.0,3384113.0
2017-02-20,47700,48000,47200,47600,40469,161084.0,3384113.0
2017-02-21,47900,47900,47250,47650,24433,161253.0,3384113.0
2017-02-22,47700,50900,47600,50200,83440,169882.0,3384113.0
2017-02-23,50400,50600,49150,49500,46358,167514.0,3384113.0
2017-02-24,48600,51200,47600,47700,100097,161422.0,3384113.0
2017-02-27,47600,47700,45900,46450,49149,157192.0,3384113.0
2017-02-28,46350,46350,44700,46100,59879,156008.0,3384113.0
2017-03-02,46400,46600,45700,46150,22394,156177.0,3384113.0
2017-03-03,46150,46450,44700,46150,28966,156177.0,3384113.0
2017-03-06,46400,46400,45400,45400,27605,153639.0,3384113.0
2017-03-07,45400,46150,44800,46100,35897,156008.0,3384113.0
2017-03-08,45850,46500,45000,45200,29257,152962.0,3384113.0
2017-03-09,45350,45900,44900,44900,29278,152090.0,3387304.0
2017-03-10,44900,44950,44000,44500,34753,150735.0,3387304.0
2017-03-13,44500,44650,43600,43600,55462,147686.0,3387304.0
2017-03-14,43800,44200,42450,43300,60912,146670.0,3387304.0
2017-03-15,43200,43450,42300,42450,27534,143791.0,3387304.0
2017-03-16,42750,44000,42050,43900,55382,148703.0,3387304.0
2017-03-17,44450,44600,43500,44600,30945,151074.0,3387304.0
2017-03-20,44300,44650,44250,44500,12423,150735.0,3387304.0
2017-03-21,44550,44600,42800,43400,35428,147009.0,3387304.0
2017-03-22,43400,44400,43000,43300,30822,146670.0,3387304.0
2017-03-23,43250,43800,42250,42250,41886,143114.0,3387304.0
2017-03-24,42150,42950,42100,42800,26464,144977.0,3387304.0
2017-03-27,42800,43300,40650,42000,52708,142267.0,3387304.0
2017-03-28,41700,41750,40600,40850,39633,138371.0,3387304.0
2017-03-29,40900,41250,40600,40750,28339,138033.0,3387304.0
2017-03-30,40550,41050,40100,40350,33523,136678.0,3387304.0
2017-03-31,40200,41650,40000,41650,48801,141081.0,3387304.0
2017-04-03,41350,41650,40800,41600,31569,140912.0,3387304.0
2017-04-04,41600,41600,40750,41050,36961,139049.0,3387304.0
2017-04-05,41300,41650,40850,41100,30859,139218.0,3387304.0
2017-04-06,41100,41500,40450,41500,28348,140573.0,3387304.0
2017-04-07,41650,42050,41150,42000,33548,142267.0,3387304.0
2017-04-10,42000,43000,40850,41200,54011,139557.0,3387304.0
2017-04-11,40850,41650,40400,40500,26087,137186.0,3387304.0
2017-04-12,40550,40800,39900,39900,24476,135153.0,3387304.0
2017-04-13,40000,41200,40000,41200,28610,139557.0,3387304.0
2017-04-14,41300,41300,40300,40350,19155,136678.0,3387304.0
2017-04-17,40400,41000,40350,40750,19067,138033.0,3387304.0
2017-04-18,40850,40950,40350,40700,24868,137863.0,3387304.0
2017-04-19,40400,41050,40400,40950,14765,138710.0,3387304.0
2017-04-20,41150,42700,40800,41650,78565,141081.0,3387304.0
2017-04-21,42000,42050,41300,41550,32371,140742.0,3387304.0
2017-04-24,41650,41650,39700,40150,54129,136000.0,3387304.0
2017-04-25,40050,40450,39150,39150,56200,132613.0,3387304.0
2017-04-26,39100,39450,37200,38400,129616,130072.0,3387304.0
2017-04-27,38150,38400,37200,37200,61145,126008.0,3387304.0
2017-04-28,37000,38350,37000,37750,44502,127871.0,3387304.0
2017-05-02,38000,38850,37800,38400,29391,130072.0,3387304.0
2017-05-04,38150,38500,37650,38000,15818,128718.0,3387304.0
2017-05-08,37900,38200,37350,37900,18451,128379.0,3387304.0
2017-05-10,38150,38150,37600,38000,18734,128718.0,3387304.0
2017-05-11,38000,38900,37700,38700,28386,131089.0,3387304.0
2017-05-12,38350,38350,37750,38000,21792,128718.0,3387304.0
2017-05-15,37500,38150,37450,37750,17548,127871.0,3387304.0
2017-05-16,37650,37750,36500,36500,26602,123637.0,3387304.0
2017-05-17,36700,36700,34300,34800,79881,117878.0,3387304.0
2017-05-18,35000,35200,33750,34000,34650,115168.0,3387304.0
2017-05-19,33900,34850,33650,34800,35820,117878.0,3387304.0
2017-05-22,35250,35250,33750,34150,36350,115676.0,3387304.0
2017-05-23,34000,34550,34000,34450,12781,116693.0,3387304.0
2017-05-24,34250,34750,34000,34450,17904,116693.0,3387304.0
2017-05-25,34650,34650,34100,34150,17192,115676.0,3387304.0
2017-05-26,34150,35850,34150,35400,56373,119911.0,3387304.0
2017-05-29,35400,35500,34600,34800,20807,117878.0,3387304.0
2017-05-30,34850,35500,34550,35100,25068,118894.0,3387304.0
2017-05-31,34900,35250,34600,34700,24355,117539.0,3387304.0
2017-06-01,34700,37750,34700,36850,129295,124822.0,3387304.0
2017-06-02,36850,38600,36850,37000,129720,125330.0,3387304.0
2017-06-05,37350,37500,36700,36850,24789,124822.0,3387304.0
2017-06-07,36850,37200,36150,36150,29824,122451.0,3387304.0
2017-06-08,36450,37950,36200,37450,53444,126855.0,3387304.0
2017-06-09,37600,39900,37600,38700,215232,131089.0,3387304.0
2017-06-12,38300,38350,37250,37800,57308,128040.0,3387304.0
2017-06-13,37800,39350,37550,38100,87446,129056.0,3387304.0
2017-06-14,38300,38400,36950,37000,54452,125330.0,3387304.0
2017-06-15,36800,37350,36200,37050,30155,125500.0,3387304.0
2017-06-16,37000,37850,36950,37400,26670,126685.0,3387304.0
2017-06-19,37450,39200,37400,39000,83063,132105.0,3387304.0
2017-06-20,39300,39300,37900,38050,56682,128887.0,3387304.0
2017-06-21,38150,38800,37900,38550,33776,130581.0,3387304.0
2017-06-22,38550,40050,38350,39850,99641,134984.0,3387304.0
2017-06-23,41000,41300,39850,40100,124960,135831.0,3387304.0
2017-06-26,39800,40850,39800,40400,34771,136847.0,3387304.0
2017-06-27,40400,41900,40400,41600,73771,140912.0,3387304.0
2017-06-28,41300,42250,40750,41150,53278,139388.0,3387304.0
2017-06-29,41600,41600,39050,39950,42473,135323.0,3387304.0
2017-06-30,39300,39750,37650,37800,93200,128040.0,3387304.0
2017-07-03,38000,38200,35700,36000,74395,121943.0,3387304.0
2017-07-04,35750,36800,35150,35850,31439,121435.0,3387304.0
2017-07-05,35900,36600,35700,36500,25512,123637.0,3387304.0
2017-07-06,36300,37400,36300,36750,24086,124483.0,3387304.0
2017-07-07,36750,36750,35450,35850,16689,121435.0,3387304.0
2017-07-10,36000,36000,34450,34700,25909,117539.0,3387304.0
2017-07-11,34650,35350,34400,34500,20727,116862.0,3387304.0
2017-07-12,34750,34750,34100,34300,13675,116185.0,3387304.0
2017-07-13,34400,34900,33000,33200,50966,112458.0,3387304.0
2017-07-14,33200,33450,30400,30900,134998,104668.0,3387304.0
2017-07-17,30700,32000,30700,31050,33777,105176.0,3387304.0
2017-07-18,30850,31700,30500,31100,38940,105345.0,3387304.0
2017-07-19,31700,32350,31150,32100,47307,108732.0,3387304.0
2017-07-20,32500,32500,31800,31900,32294,108055.0,3387304.0
2017-07-21,31850,32050,31000,31550,27334,106869.0,3387304.0
2017-07-24,31500,32850,30800,32550,54505,110257.0,3387304.0
2017-07-25,32550,32600,31550,32300,59175,109410.0,3387304.0
2017-07-26,32000,32400,31200,31500,39504,106700.0,3387304.0
2017-07-27,31500,31550,30900,31450,23053,106531.0,3387304.0
