나무가(190510),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2019-04-24,36900,37450,35050,35850,43312,122966.0,3430020.0
2019-04-25,35300,36100,35200,35700,24005,122452.0,3430020.0
2019-04-26,35950,35950,33900,35300,31579,121080.0,3430020.0
2019-04-29,35400,35600,34150,34750,19594,119193.0,3430020.0
2019-04-30,34750,35000,32100,34700,25889,119022.0,3430020.0
2019-05-02,34700,35500,33850,34500,11489,118336.0,3430020.0
2019-05-03,34550,34600,33600,34300,16056,117650.0,3430020.0
2019-05-07,32850,34400,32850,34300,16782,117650.0,3430020.0
2019-05-08,33400,35100,33400,34800,21513,119418.0,3431550.0
2019-05-09,35100,35100,32850,32850,26671,112726.0,3431550.0
2019-05-10,32550,33400,31500,32900,28278,112898.0,3431550.0
2019-05-13,32950,34550,31600,32550,22695,111697.0,3431550.0
2019-05-14,31500,32900,31400,32500,10565,111525.0,3431550.0
2019-05-15,32500,33900,32000,33700,21746,115643.0,3431550.0
2019-05-16,33000,33900,31600,32300,35816,110839.0,3431550.0
2019-05-17,32050,32800,31800,32400,12753,111182.0,3431550.0
2019-05-20,32350,32500,31550,32300,9464,110839.0,3431550.0
2019-05-21,32300,35550,32000,35300,62309,121134.0,3431550.0
2019-05-22,35300,35950,33950,34350,48182,117874.0,3431550.0
2019-05-23,34200,34650,32000,33000,45742,113241.0,3431550.0
2019-05-24,32450,33700,32450,32900,19616,112898.0,3431550.0
2019-05-27,32500,33250,30500,33000,33602,113241.0,3431550.0
2019-05-28,33250,33300,32150,32900,12408,112898.0,3431550.0
2019-05-29,32750,32950,31900,32300,11742,110839.0,3431550.0
2019-05-30,32350,34100,32150,33900,27481,116330.0,3431550.0
2019-05-31,34250,34400,33400,33950,20620,116501.0,3431550.0
2019-06-03,33950,36250,33000,35700,57779,122506.0,3431550.0
2019-06-04,35600,40250,35500,39850,174649,136747.0,3431550.0
2019-06-05,39850,44000,39500,43250,248854,148415.0,3431550.0
2019-06-07,43500,46600,42950,45400,136610,155792.0,3431550.0
2019-06-10,45400,46600,42800,45200,97545,155106.0,3431550.0
2019-06-11,45200,47350,45200,45800,121925,157165.0,3431550.0
2019-06-12,45400,47050,45100,46800,61547,160597.0,3431550.0
2019-06-13,46500,47650,42200,46900,124855,160940.0,3431550.0
2019-06-14,46250,50000,46250,49750,135890,170720.0,3431550.0
2019-06-17,50000,50900,46550,48900,73095,167803.0,3431550.0
2019-06-18,48650,51500,48100,51200,102082,175695.0,3431550.0
2019-06-19,50000,51300,47400,49300,98895,169175.0,3431550.0
2019-06-20,49050,53500,48350,53500,121703,183588.0,3431550.0
2019-06-21,53900,54000,51200,52900,70120,181529.0,3431550.0
2019-06-24,52100,52900,50600,51900,68001,178097.0,3431550.0
2019-06-25,51300,52800,50600,51600,39088,177068.0,3431550.0
2019-06-26,51500,52700,50300,51200,29630,175695.0,3431550.0
2019-06-27,51200,51900,48000,49400,81965,169519.0,3431550.0
2019-06-28,49400,50800,47000,50000,42316,171578.0,3431550.0
2019-07-01,49550,50400,47550,48850,67560,167631.0,3431550.0
2019-07-02,48850,50800,46800,49400,39322,169519.0,3431550.0
2019-07-03,50200,50500,48050,48600,34477,166773.0,3431550.0
2019-07-04,48600,49250,46850,48700,28049,167116.0,3431550.0
2019-07-05,48100,48300,44500,46200,83296,158538.0,3431550.0
2019-07-08,45700,45700,40800,43050,149809,147728.0,3431550.0
2019-07-09,43100,44650,42450,43200,37443,148243.0,3431550.0
2019-07-10,43200,44200,42800,43500,15738,149272.0,3431550.0
2019-07-11,44350,44350,42300,43500,24597,149272.0,3431550.0
2019-07-12,43150,43650,41650,42400,43701,145498.0,3431550.0
2019-07-15,43000,43000,40800,42750,46160,146699.0,3431550.0
2019-07-16,42750,43000,41350,42600,32527,146184.0,3431550.0
2019-07-17,42600,44400,41850,42350,47752,145326.0,3431550.0
2019-07-18,41650,43800,41500,43500,24748,149272.0,3431550.0
2019-07-19,43400,45750,43400,45050,53307,154591.0,3431550.0
2019-07-22,45250,45250,42100,42550,41650,146012.0,3431550.0
2019-07-23,42550,43050,40300,40800,52001,140007.0,3431550.0
2019-07-24,41300,41300,38800,39700,38095,136233.0,3431550.0
2019-07-25,39800,42050,38100,41750,62032,143267.0,3431550.0
2019-07-26,41750,42150,40050,41100,18015,141037.0,3431550.0
2019-07-29,41050,41050,38500,40000,24980,137262.0,3431550.0
2019-07-30,40050,40900,39600,40400,12071,138635.0,3431550.0
2019-07-31,40500,40500,37450,39200,45028,134517.0,3431550.0
2019-08-01,39000,40350,38300,38500,17095,132115.0,3431550.0
2019-08-02,38400,40850,37600,40000,32139,137262.0,3431550.0
2019-08-05,40300,40500,36200,36400,32915,124908.0,3431550.0
2019-08-06,36000,38800,34300,35300,42723,121134.0,3431550.0
2019-08-07,35900,38200,35900,37050,33159,127139.0,3431550.0
2019-08-08,39900,39900,36700,38200,30978,131085.0,3431550.0
2019-08-09,38250,39350,37100,38350,19617,131600.0,3431550.0
2019-08-12,37800,40500,37400,40050,38622,137434.0,3431550.0
2019-08-13,39400,39800,38650,39150,20811,134345.0,3431550.0
2019-08-14,40050,40700,38400,39700,19184,136233.0,3431550.0
2019-08-16,39400,42100,38450,39200,58159,134517.0,3431550.0
2019-08-19,39900,39900,35300,37900,61940,130056.0,3431550.0
2019-08-20,37950,38250,36000,38050,37335,130570.0,3431550.0
2019-08-21,38000,39150,37050,38450,28211,131943.0,3431550.0
2019-08-22,39200,42650,38500,41700,128360,143096.0,3431550.0
2019-08-23,41250,42500,40300,41350,62214,141895.0,3431550.0
2019-08-26,40450,40500,35600,36500,87969,125252.0,3431550.0
2019-08-27,37800,37800,36100,36700,33209,125938.0,3431550.0
2019-08-28,38050,41650,37600,40150,132951,137777.0,3431550.0
2019-08-29,39800,41400,38750,40500,47431,139016.0,3432485.0
2019-08-30,40450,41200,39450,41200,43461,141418.0,3432485.0
2019-09-02,41400,42250,40800,41900,38009,143821.0,3432485.0
2019-09-03,42000,42000,40050,41250,41953,141590.0,3432485.0
2019-09-04,41600,41900,40350,41750,39283,143306.0,3432485.0
2019-09-05,41750,45900,41750,45500,159170,156178.0,3432485.0
2019-09-06,45600,46900,44050,44650,59261,153260.0,3432485.0
2019-09-09,44550,44550,41050,41600,89669,142791.0,3432485.0
2019-09-10,42000,42450,40200,41150,40880,141247.0,3432485.0
2019-09-11,41200,41550,38900,39600,67009,135926.0,3432485.0
2019-09-16,39650,40250,38100,40000,45968,137299.0,3432485.0
2019-09-17,40450,40450,38500,40150,30489,137814.0,3432485.0
2019-09-18,40300,40300,39000,39600,47793,135926.0,3432485.0
2019-09-19,38700,41150,38700,40700,39893,139702.0,3432485.0
2019-09-20,40650,41050,40100,40900,19969,140389.0,3432485.0
2019-09-23,40100,40100,37200,39000,132238,133867.0,3432485.0
2019-09-24,38200,38800,37350,38700,62942,132837.0,3432485.0
2019-09-25,38700,38700,37300,37650,49993,129233.0,3432485.0
2019-09-26,38000,38350,37000,37700,20191,129405.0,3432485.0
2019-09-27,37500,38100,37050,37500,12358,128718.0,3432485.0
2019-09-30,37000,37800,36250,36850,25627,126487.0,3432485.0
2019-10-01,36950,37300,36000,36600,16105,125629.0,3432485.0
2019-10-02,36100,36950,35550,36300,29478,124599.0,3432485.0
2019-10-04,35900,35900,34800,35100,24866,120480.0,3432485.0
2019-10-07,35100,36900,35000,35400,20115,121510.0,3432485.0
