제로투세븐(159580),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2014-05-07,10100,10100,9720,9910,12450,114361.0,11540000.0
2014-05-08,9990,9990,9680,9940,17108,114708.0,11540000.0
2014-05-09,9900,10000,9800,9840,17238,113554.0,11540000.0
2014-05-12,9940,10150,9820,10100,36364,116554.0,11540000.0
2014-05-13,10000,10050,9900,9980,17623,115169.0,11540000.0
2014-05-14,10050,10050,9850,9860,7699,113784.0,11540000.0
2014-05-15,9860,9860,9480,9610,47555,110899.0,11540000.0
2014-05-16,9610,9700,9560,9580,22181,110553.0,11540000.0
2014-05-19,9580,9600,9310,9590,11982,115272.0,12020000.0
2014-05-20,9730,9730,9440,9560,12333,114911.0,12020000.0
2014-05-21,9560,9560,9380,9410,23506,113108.0,12020000.0
2014-05-22,9260,9610,9260,9490,20686,114070.0,12020000.0
2014-05-23,9490,9570,9300,9480,16565,113950.0,12020000.0
2014-05-26,9640,9640,9240,9470,25956,113829.0,12020000.0
2014-05-27,9390,9420,9150,9400,38487,112988.0,12020000.0
2014-05-28,9380,9430,9200,9420,16879,113228.0,12020000.0
2014-05-29,9420,9420,9200,9330,13363,112147.0,12020000.0
2014-05-30,9250,9300,9010,9300,26464,111786.0,12020000.0
2014-06-02,9250,9300,9200,9290,14301,111666.0,12020000.0
2014-06-03,9200,9400,9200,9260,19775,111305.0,12020000.0
2014-06-05,9210,9350,9200,9300,12053,111786.0,12020000.0
2014-06-09,9210,9500,9150,9500,19321,114190.0,12020000.0
2014-06-10,9520,9520,9410,9440,5703,113469.0,12020000.0
2014-06-11,9430,9570,9390,9390,12781,112868.0,12020000.0
2014-06-12,9480,9480,9260,9300,7049,111786.0,12020000.0
2014-06-13,9180,9420,9180,9350,10269,114912.0,12290000.0
2014-06-16,9200,9450,9200,9350,6504,114912.0,12290000.0
2014-06-17,9350,9400,9240,9380,12878,115280.0,12290000.0
2014-06-18,9400,9430,9260,9360,6125,115034.0,12290000.0
2014-06-19,9300,9350,9250,9270,18079,113928.0,12290000.0
2014-06-20,9400,9400,9250,9360,8500,115034.0,12290000.0
2014-06-23,9340,9380,9240,9270,8690,113928.0,12290000.0
2014-06-24,9300,9360,9240,9350,10949,114912.0,12290000.0
2014-06-25,9430,10100,9300,9930,68582,122040.0,12290000.0
2014-06-26,10000,10250,9860,10150,60366,124744.0,12290000.0
2014-06-27,10150,10250,9950,10200,35696,125358.0,12290000.0
2014-06-30,10200,10200,9900,10050,17191,123514.0,12290000.0
2014-07-01,9960,10200,9800,10000,18691,122900.0,12290000.0
2014-07-02,9900,10300,9820,9820,79728,120688.0,12290000.0
2014-07-03,9980,10200,9860,10100,37020,124129.0,12290000.0
2014-07-04,8600,10100,8600,9960,32189,122408.0,12290000.0
2014-07-07,9960,9990,9670,9930,16946,122040.0,12290000.0
2014-07-08,9890,10150,9890,10050,19459,123514.0,12290000.0
2014-07-09,9930,10050,9770,9980,7223,122654.0,12290000.0
2014-07-10,10000,10350,9870,10200,50031,125358.0,12290000.0
2014-07-11,10200,10300,10000,10250,19187,125972.0,12290000.0
2014-07-14,10300,11750,10250,11750,420494,144408.0,12290000.0
2014-07-15,11950,12900,11450,11600,1105770,142564.0,12290000.0
2014-07-16,11650,11750,11050,11400,238610,140106.0,12290000.0
2014-07-17,11550,12100,10900,11000,654158,135190.0,12290000.0
2014-07-18,11000,11300,10700,10850,125916,133346.0,12290000.0
2014-07-21,10700,11300,10600,10600,966988,130274.0,12290000.0
2014-07-22,10800,12150,10800,11750,1947572,144408.0,12290000.0
2014-07-23,11450,11600,11000,11450,558954,140720.0,12290000.0
2014-07-24,11400,11800,10900,11050,437206,135804.0,12290000.0
2014-07-25,11000,11200,10800,10950,165707,134576.0,12290000.0
2014-07-28,11050,11200,10550,10650,144475,130888.0,12290000.0
2014-07-29,10650,11400,10600,10650,239419,130888.0,12290000.0
2014-07-30,10700,10800,10100,10250,175577,125972.0,12290000.0
2014-07-31,10350,10550,9990,10200,94304,125358.0,12290000.0
2014-08-01,10050,10500,9980,10450,71175,128430.0,12290000.0
2014-08-04,10450,10700,10300,10350,57211,127202.0,12290000.0
2014-08-05,10500,10600,10100,10150,90975,124744.0,12290000.0
2014-08-06,10150,10450,10000,10250,77572,125972.0,12290000.0
2014-08-07,10400,10400,9960,10050,95069,123514.0,12290000.0
2014-08-08,10050,10100,9620,10000,76698,122900.0,12290000.0
2014-08-11,10000,10100,9810,9920,54128,121917.0,12290000.0
2014-08-12,9890,10000,9740,9750,65726,119828.0,12290000.0
2014-08-13,9770,10050,9770,9880,32899,121425.0,12290000.0
2014-08-14,9930,10150,9880,10050,27659,123514.0,12290000.0
2014-08-18,9990,10100,9840,10050,48921,123514.0,12290000.0
2014-08-19,10000,10050,9690,9720,94743,119459.0,12290000.0
2014-08-20,9720,9720,9380,9550,80829,117370.0,12290000.0
2014-08-21,9630,9800,9400,9800,55212,120442.0,12290000.0
2014-08-22,9660,9850,9590,9770,52589,120073.0,12290000.0
2014-08-25,9780,10300,9770,9950,177128,122286.0,12290000.0
2014-08-26,9910,10200,9710,9880,78324,121425.0,12290000.0
2014-08-27,9980,9980,9700,9750,36351,119828.0,12290000.0
2014-08-28,9980,10350,9900,9990,120542,122777.0,12290000.0
2014-08-29,9790,9900,9100,9370,190654,115157.0,12290000.0
2014-09-01,9480,9650,9290,9650,47817,118598.0,12290000.0
2014-09-02,9560,10200,9560,9870,180472,121302.0,12290000.0
2014-09-03,9960,10800,9890,10350,489259,127202.0,12290000.0
2014-09-04,10450,11100,10000,10050,369172,123514.0,12290000.0
2014-09-05,10100,10150,9870,10000,100497,122900.0,12290000.0
2014-09-11,10100,10400,9990,10150,91160,124744.0,12290000.0
2014-09-12,10150,10300,9980,9990,61252,122777.0,12290000.0
2014-09-15,10050,10200,9910,9980,43871,122654.0,12290000.0
2014-09-16,9940,10100,9830,9970,52002,122531.0,12290000.0
2014-09-17,10050,10200,9950,9970,47421,122531.0,12290000.0
2014-09-18,10000,10600,10000,10600,203175,130274.0,12290000.0
2014-09-19,10600,10650,10250,10400,104549,127816.0,12290000.0
2014-09-22,10500,10500,10050,10050,86131,123514.0,12290000.0
2014-09-23,10000,10250,9980,10050,49944,123514.0,12290000.0
2014-09-24,10000,10600,9970,10550,97958,129660.0,12290000.0
2014-09-25,10550,10550,10050,10200,79006,125358.0,12290000.0
2014-09-26,10000,10300,10000,10200,43888,125358.0,12290000.0
2014-09-29,10250,10350,9900,9970,57012,122531.0,12290000.0
2014-09-30,9970,10150,9700,10000,47236,122900.0,12290000.0
2014-10-01,10100,10100,9520,9950,77958,122286.0,12290000.0
2014-10-02,9930,9930,9710,9760,20438,119950.0,12290000.0
2014-10-06,9840,10000,9670,9670,22852,118844.0,12290000.0
2014-10-07,9670,9770,9480,9640,32868,118476.0,12290000.0
2014-10-08,9650,9750,9520,9650,9963,118598.0,12290000.0
2014-10-10,9690,9690,9420,9600,7417,117984.0,12290000.0
2014-10-13,9590,9590,8710,9410,77821,115649.0,12290000.0
2014-10-14,9300,9490,9000,9490,49786,116632.0,12290000.0
2014-10-15,9490,9690,9280,9470,13644,116386.0,12290000.0
2014-10-16,9320,9580,9160,9340,22308,114789.0,12290000.0
2014-10-17,9150,9470,9150,9340,24838,114789.0,12290000.0
2014-10-20,9340,9490,9310,9400,11535,115526.0,12290000.0
2014-10-21,9480,9490,9130,9250,36786,113682.0,12290000.0
2014-10-22,9400,9400,9060,9250,41467,113682.0,12290000.0
2014-10-23,9180,9380,9100,9300,24441,114297.0,12290000.0
2014-10-24,9240,9330,9010,9180,33310,112822.0,12290000.0
2014-10-27,9100,9250,9080,9190,7939,112945.0,12290000.0
2014-10-28,9170,9800,9110,9400,43589,115526.0,12290000.0
2014-10-29,9340,9530,9300,9300,9490,114297.0,12290000.0
2014-10-30,9230,9860,9070,9480,98100,116509.0,12290000.0
2014-10-31,9490,9640,9150,9320,29001,114543.0,12290000.0
2014-11-03,9270,9450,9130,9250,12657,113682.0,12290000.0
2014-11-04,9040,9170,8890,9160,58805,112576.0,12290000.0
2014-11-05,8800,9280,8800,8990,49648,110487.0,12290000.0
