청담러닝(096240),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2008-10-27,19500,24500,19500,22900,16483,113250.0,4945397.0
2008-10-28,21300,23150,20350,23100,16110,114239.0,4945397.0
2008-10-29,24050,24050,19650,19650,29671,97177.0,4945397.0
2008-10-30,20200,21700,18700,20500,67764,101381.0,4945397.0
2008-10-31,21100,21150,19400,19600,51863,96930.0,4945397.0
2008-11-03,18700,21450,18700,21450,37257,106079.0,4945397.0
2008-11-04,21400,21400,20050,21000,31234,103853.0,4945397.0
2008-11-05,21400,22500,21000,21550,54317,106573.0,4945397.0
2008-11-06,20900,20900,19400,20150,33088,99650.0,4945397.0
2008-11-07,19100,20900,18900,20650,20865,102122.0,4945397.0
2008-11-10,20650,21400,20200,20700,15444,102370.0,4945397.0
2008-11-11,20600,20600,19900,19950,15132,98661.0,4945397.0
2008-11-12,19200,19750,18800,19300,28188,95446.0,4945397.0
2008-11-13,17800,17850,16450,16450,104858,81352.0,4945397.0
2008-11-14,17100,17200,14350,14700,168478,72697.0,4945397.0
2008-11-17,14750,16900,14450,16900,151520,83577.0,4945397.0
2008-11-18,17500,18200,16800,16800,149668,83083.0,4945397.0
2008-11-19,17050,17200,15500,15950,50742,78879.0,4945397.0
2008-11-20,15400,15400,14200,14650,52036,72450.0,4945397.0
2008-11-21,15000,16100,14700,16100,54526,79621.0,4945397.0
2008-11-24,16300,18500,15600,17200,98317,85061.0,4945397.0
2008-11-25,18400,19750,18000,19200,144658,94952.0,4945397.0
2008-11-26,19650,19950,18650,19200,72314,94952.0,4945397.0
2008-11-27,19550,22050,19400,22000,140081,108799.0,4945397.0
2008-11-28,21100,23900,21100,23500,76068,116217.0,4945397.0
2008-12-01,24650,27000,23300,25400,102291,125613.0,4945397.0
2008-12-02,24650,27450,23250,26600,81145,131548.0,4945397.0
2008-12-03,27400,27750,23150,25450,111552,125860.0,4945397.0
2008-12-04,25550,25600,23350,23350,48037,115475.0,4945397.0
2008-12-05,23350,26200,23000,25000,68146,123635.0,4945397.0
2008-12-08,26000,26000,24300,25150,52582,124377.0,4945397.0
2008-12-09,26050,27550,25200,25200,78702,124624.0,4945397.0
2008-12-10,26000,26550,25050,25750,52401,127344.0,4945397.0
2008-12-11,26000,26500,25550,26500,45923,131053.0,4945397.0
2008-12-12,26600,26900,24150,24750,41013,122399.0,4945397.0
2008-12-15,25550,28450,25250,28450,112010,140697.0,4945397.0
2008-12-16,29800,31200,29000,29750,111831,147126.0,4945397.0
2008-12-17,30500,30850,27000,28950,70291,143169.0,4945397.0
2008-12-18,29600,29900,27700,29100,47009,143911.0,4945397.0
2008-12-19,29800,30550,28050,29650,50206,146631.0,4945397.0
2008-12-22,30250,30250,28550,29500,30927,145889.0,4945397.0
2008-12-23,29300,29400,26900,27450,52573,135751.0,4945397.0
2008-12-24,27000,27800,26100,27600,31459,136493.0,4945397.0
2008-12-26,27600,27800,26500,26850,19926,132784.0,4945397.0
2008-12-29,26850,26900,25850,26350,15221,130311.0,4945397.0
2008-12-30,26600,27400,26500,26950,24328,133278.0,4945397.0
2009-01-02,27150,27250,26500,26950,10079,133278.0,4945397.0
2009-01-05,26000,27400,26000,26900,18305,133031.0,4945397.0
2009-01-06,26900,27600,26550,26850,17891,132784.0,4945397.0
2009-01-07,27100,27100,25850,26250,37646,129817.0,4945397.0
2009-01-08,25800,25900,24750,25050,37731,123882.0,4945397.0
2009-01-09,25000,26100,24800,25050,27982,123882.0,4945397.0
2009-01-12,24700,25050,23900,24250,24128,119926.0,4945397.0
2009-01-13,24900,27200,24700,26550,56798,131300.0,4945397.0
2009-01-14,26000,26900,25550,26500,35647,131053.0,4945397.0
2009-01-15,25950,26600,24750,25500,18069,126108.0,4945397.0
2009-01-16,25100,25950,25000,25950,15144,128333.0,4945397.0
2009-01-19,26500,26650,25400,25550,13820,126355.0,4945397.0
2009-01-20,24800,25550,24200,24750,14349,122399.0,4945397.0
2009-01-21,24250,24750,23500,24000,19633,118690.0,4945397.0
2009-01-22,25700,27600,25350,27600,81302,136493.0,4945397.0
2009-01-23,28100,28450,25900,26600,166426,131548.0,4945397.0
2009-01-28,28800,29900,27500,27700,133992,136987.0,4945397.0
2009-01-29,28000,29200,27200,28750,90170,142180.0,4945397.0
2009-01-30,28400,29400,27700,29050,60486,143664.0,4945397.0
2009-02-02,28500,29050,28000,29050,58208,143664.0,4945397.0
2009-02-03,29100,30950,28600,30000,126134,148362.0,4945397.0
2009-02-04,30900,30900,29400,29850,45236,147620.0,4945397.0
2009-02-05,29800,30350,28800,29550,35871,146136.0,4945397.0
2009-02-06,29700,30000,28850,29950,26871,148115.0,4945397.0
2009-02-09,30450,30450,28400,28450,53222,140697.0,4945397.0
2009-02-10,28600,28850,27850,28250,41057,139707.0,4945397.0
2009-02-11,27800,28000,27300,27800,48429,137482.0,4945397.0
2009-02-12,28100,28350,27000,27550,30337,136246.0,4945397.0
2009-02-13,27450,29950,27350,29300,73016,144900.0,4945397.0
2009-02-16,29450,30050,28650,29500,65177,145889.0,4945397.0
2009-02-17,29500,29800,28550,28850,51623,142675.0,4945397.0
2009-02-18,28200,29150,28000,28850,25462,142675.0,4945397.0
2009-02-19,29500,31100,29000,29000,135115,143417.0,4945397.0
2009-02-20,29000,29500,27600,29000,64212,143417.0,4945397.0
2009-02-23,29650,29650,28100,29200,25559,144406.0,4945397.0
2009-02-24,28700,29150,28050,28500,31170,140944.0,4945397.0
2009-02-25,29000,29200,27800,28350,36162,140202.0,4945397.0
2009-02-26,28500,30250,28500,29250,56305,144653.0,4945397.0
2009-02-27,29250,30600,29000,30250,80333,149598.0,4945397.0
2009-03-02,30500,32400,28650,28900,175322,142922.0,4945397.0
2009-03-03,27800,28200,26500,27450,141690,135751.0,4945397.0
2009-03-04,27500,28450,26850,27900,40337,137977.0,4945397.0
2009-03-05,28000,28500,27400,27850,70199,137729.0,4945397.0
2009-03-06,27050,28200,26800,27350,41457,135257.0,4945397.0
2009-03-09,27650,29500,27400,29200,98570,144406.0,4945397.0
2009-03-10,29200,29200,29200,29200,0,144406.0,4945397.0
2009-03-11,30400,31900,28000,31200,124889,154296.0,4945397.0
2009-03-12,31700,33200,30800,31200,168676,154296.0,4945397.0
2009-03-13,31450,32300,30050,30050,76245,148609.0,4945397.0
2009-03-16,29600,30550,29400,29400,38242,145395.0,4945397.0
2009-03-17,29900,30400,29100,29100,62704,143911.0,4945397.0
2009-03-18,29300,30600,29300,30400,68520,150340.0,4945397.0
2009-03-19,30550,31150,29000,29000,76600,143417.0,4945397.0
2009-03-20,29100,30200,29100,29850,33546,147620.0,4945397.0
2009-03-23,30000,30300,29400,30200,53286,149351.0,4945397.0
2009-03-24,31000,31000,29850,29850,62855,147620.0,4945397.0
2009-03-25,29700,30550,29700,30500,33100,150835.0,4945397.0
2009-03-26,30500,30500,29800,30250,42082,149598.0,4945397.0
2009-03-27,30100,30200,29000,29000,56110,143417.0,4945397.0
2009-03-30,29050,30550,29000,29500,405386,145889.0,4945397.0
2009-03-31,30100,30750,29350,29350,171954,154586.0,5266978.0
2009-04-01,29350,29500,28600,28700,134951,151162.0,5266978.0
2009-04-02,28850,29400,28750,29100,113051,153269.0,5266978.0
2009-04-03,29300,29400,27800,27850,165026,146685.0,5266978.0
2009-04-06,27850,28700,27450,27650,141584,145632.0,5266978.0
2009-04-07,27700,29150,27700,29100,117092,153269.0,5266978.0
2009-04-08,28900,29250,28150,28150,85886,148265.0,5266978.0
2009-04-09,28600,29250,27700,28300,121093,149055.0,5266978.0
2009-04-10,28600,30850,28350,30850,236193,162486.0,5266978.0
2009-04-13,30500,31600,29850,31300,283124,164856.0,5266978.0
2009-04-14,32200,32350,30850,31300,244088,164856.0,5266978.0
2009-04-15,32000,34100,31200,32200,451010,169597.0,5266978.0
2009-04-16,33300,33600,31500,31550,193251,166173.0,5266978.0
2009-04-17,31700,31950,29050,29400,119812,154849.0,5266978.0
2009-04-20,29200,30400,28850,30400,61917,160116.0,5266978.0
2009-04-21,29300,30400,29200,30000,61893,158009.0,5266978.0
2009-04-22,30200,30850,29600,30100,102967,158536.0,5266978.0
2009-04-23,30600,30650,29700,29900,55128,157483.0,5266978.0
2009-04-24,30200,30400,28750,28800,131761,151689.0,5266978.0
2009-04-27,29200,29700,28500,28500,82223,150109.0,5266978.0
2009-04-28,28400,29250,28050,28050,65553,147739.0,5266978.0
2009-04-29,28350,28650,27950,28500,43393,150109.0,5266978.0
2009-04-30,28500,29450,28500,29200,57486,153796.0,5266978.0
2009-05-04,29800,30050,28750,28900,91808,152216.0,5266978.0
2009-05-06,29050,29050,28000,28150,80981,148265.0,5266978.0
2009-05-07,28350,28600,27700,27850,74667,146685.0,5266978.0
2009-05-08,27950,28200,27500,27700,61235,145895.0,5266978.0
2009-05-11,28200,28600,27750,28300,64606,149055.0,5266978.0
2009-05-12,27900,28200,27650,27700,59630,145895.0,5266978.0
2009-05-13,27850,28800,27500,28400,134319,149582.0,5266978.0
2009-05-14,28050,28100,27100,27350,100228,144052.0,5266978.0
2009-05-15,27450,27800,26700,26850,71104,141418.0,5266978.0
2009-05-18,26650,26900,25700,26400,109129,139048.0,5266978.0
2009-05-19,27050,27600,26500,27100,111281,142735.0,5266978.0
2009-05-20,26800,28050,26750,27850,79243,146685.0,5266978.0
2009-05-21,27900,30900,27850,28700,393800,151162.0,5266978.0
2009-05-22,28500,29400,27750,27850,123119,146685.0,5266978.0
2009-05-25,27550,27550,25200,26700,124343,140628.0,5266978.0
2009-05-26,26200,26200,25100,25100,122829,132201.0,5266978.0
2009-05-27,25450,26250,25200,25650,68357,135098.0,5266978.0
2009-05-28,25650,25650,25100,25600,32231,134835.0,5266978.0
2009-05-29,25700,26600,25550,26450,58011,139312.0,5266978.0
2009-06-01,26000,26450,25500,25550,66067,134571.0,5266978.0
2009-06-02,25900,27100,25800,26300,107934,138522.0,5266978.0
2009-06-03,26550,26750,25900,26100,48844,137468.0,5266978.0
2009-06-04,26100,26450,25500,25900,58295,136415.0,5266978.0
2009-06-05,25800,26000,24750,25000,91467,131674.0,5266978.0
2009-06-08,24800,25550,24700,24700,35492,130094.0,5266978.0
2009-06-09,24550,24800,23750,23750,70228,125091.0,5266978.0
2009-06-10,23500,24150,23400,23650,51611,124564.0,5266978.0
2009-06-11,23350,23800,23100,23650,40337,124564.0,5266978.0
2009-06-12,23750,24500,23600,23800,72911,125354.0,5266978.0
2009-06-15,24150,24150,23150,23200,61276,122194.0,5266978.0
2009-06-16,22500,22900,22200,22350,81283,117717.0,5266978.0
2009-06-17,22100,22200,21450,21800,93033,114820.0,5266978.0
2009-06-18,21600,22600,21500,22300,44906,117454.0,5266978.0
2009-06-19,22450,22500,21850,22200,20655,116927.0,5266978.0
2009-06-22,22300,22700,22250,22700,16974,119560.0,5266978.0
2009-06-23,22400,22400,21550,21850,30509,115083.0,5266978.0
2009-06-24,21850,22000,21350,21600,17501,113767.0,5266978.0
2009-06-25,21500,21850,21300,21800,38073,114820.0,5266978.0
2009-06-26,21850,22700,21400,22650,65267,119297.0,5266978.0
2009-06-29,22150,22600,21500,21550,28938,120433.0,5588559.0
2009-06-30,21550,21850,19800,21850,96612,122110.0,5588559.0
2009-07-01,21850,22000,21600,21800,14966,121831.0,5588559.0
2009-07-02,21850,22350,21500,21800,18674,121831.0,5588559.0
2009-07-03,21400,21700,21050,21300,19410,119036.0,5588559.0
2009-07-06,21000,21050,20600,20700,24787,115683.0,5588559.0
2009-07-07,20700,21050,20150,20350,31550,113727.0,5588559.0
2009-07-08,20150,20700,20050,20100,26931,112330.0,5588559.0
2009-07-09,20200,20600,20100,20500,26326,114565.0,5588559.0
2009-07-10,20850,20850,20150,20250,21486,113168.0,5588559.0
2009-07-13,20300,20350,19450,19500,34131,108977.0,5588559.0
2009-07-14,19600,20000,19000,19600,22803,109536.0,5588559.0
2009-07-15,19700,19850,19350,19500,28824,108977.0,5588559.0
2009-07-16,19500,19750,18950,19100,37405,106741.0,5588559.0
2009-07-17,18800,19100,18300,18750,44085,104785.0,5588559.0
2009-07-20,18800,19550,18800,19250,32856,107580.0,5588559.0
2009-07-21,19350,20050,19350,20000,42590,111771.0,5588559.0
2009-07-22,20150,20200,19800,19800,16858,110653.0,5588559.0
2009-07-23,20100,20450,19800,20300,29985,113448.0,5588559.0
2009-07-24,20450,20550,20000,20200,21721,112889.0,5588559.0
2009-07-27,21000,21250,20650,21100,50022,117919.0,5588559.0
2009-07-28,21500,21900,21150,21700,47827,121272.0,5588559.0
2009-07-29,21550,21800,21200,21400,18447,119595.0,5588559.0
2009-07-30,21400,21400,20200,20400,40579,114007.0,5588559.0
2009-07-31,20100,20350,19600,19700,55985,110095.0,5588559.0
2009-08-03,19500,20950,19400,20200,31255,112889.0,5588559.0
2009-08-04,20400,20700,20150,20450,16010,114286.0,5588559.0
2009-08-05,20500,20600,19950,20350,29722,113727.0,5588559.0
2009-08-06,20100,20350,19900,20250,15317,113168.0,5588559.0
2009-08-07,20250,20400,19900,20300,14874,113448.0,5588559.0
2009-08-10,20500,20500,19900,20000,21575,111771.0,5588559.0
2009-08-11,20100,20250,19850,20100,20086,112330.0,5588559.0
2009-08-12,20200,20200,19950,19950,12570,111492.0,5588559.0
2009-08-13,20500,20500,19800,19850,30070,110933.0,5588559.0
2009-08-14,20050,20050,19700,19950,44431,111492.0,5588559.0
2009-08-17,19600,19600,18100,18450,102660,103109.0,5588559.0
2009-08-18,18550,18600,17750,18200,42253,101712.0,5588559.0
2009-08-19,18450,18450,17900,17900,32728,100035.0,5588559.0
2009-08-20,17650,17850,17200,17450,50367,97520.0,5588559.0
2009-08-21,17300,17450,16600,17100,49326,95564.0,5588559.0
2009-08-24,17000,18950,16600,18700,80628,104506.0,5588559.0
2009-08-25,18700,18850,18000,18250,29559,101991.0,5588559.0
2009-08-26,18500,18500,17750,17800,20019,99476.0,5588559.0
2009-08-27,17600,18050,17600,18050,10108,100873.0,5588559.0
2009-08-28,18050,18100,17500,17650,13479,98638.0,5588559.0
2009-08-31,17750,18050,17300,17500,13678,97800.0,5588559.0
2009-09-01,17500,17700,16750,16950,24108,94726.0,5588559.0
2009-09-02,17100,17200,16900,16950,23571,94726.0,5588559.0
2009-09-03,17200,17200,16700,16950,13968,94726.0,5588559.0
2009-09-04,17000,17150,16900,17050,12768,95285.0,5588559.0
2009-09-07,17400,17800,17150,17500,17094,97800.0,5588559.0
2009-09-08,17500,17800,17000,17000,17074,95006.0,5588559.0
2009-09-09,17100,17350,16800,17000,13947,95006.0,5588559.0
2009-09-10,17000,17500,16950,17150,30047,95844.0,5588559.0
2009-09-11,17000,17400,16900,17000,16451,95006.0,5588559.0
2009-09-14,16800,17000,16750,16750,14234,93608.0,5588559.0
2009-09-15,16750,17050,16650,16750,21016,93608.0,5588559.0
2009-09-16,16750,17050,16700,16700,14856,93329.0,5588559.0
2009-09-17,16750,16950,16250,16550,36365,92491.0,5588559.0
2009-09-18,16700,16700,16150,16200,29041,90535.0,5588559.0
2009-09-21,16200,16200,15850,16000,30339,89417.0,5588559.0
2009-09-22,16000,16200,15850,16000,32304,89417.0,5588559.0
2009-09-23,16200,18100,16200,17000,153896,95006.0,5588559.0
2009-09-24,17150,18300,17150,17900,106915,100035.0,5588559.0
2009-09-25,17950,18150,17350,17850,43187,99756.0,5588559.0
2009-09-28,17850,19100,17750,18700,129737,104506.0,5588559.0
2009-09-29,18800,19850,18350,19650,103605,109815.0,5588559.0
2009-09-30,20000,20350,19400,19650,99454,109815.0,5588559.0
2009-10-01,19900,21200,19700,21100,114102,117919.0,5588559.0
2009-10-05,20700,21150,20150,20700,67454,115683.0,5588559.0
2009-10-06,20750,21500,19500,19700,93306,110095.0,5588559.0
2009-10-07,20000,20000,19000,19150,51954,107021.0,5588559.0
2009-10-08,19050,19600,19050,19600,44067,109536.0,5588559.0
2009-10-09,19750,21100,19650,20950,75527,117080.0,5588559.0
2009-10-12,20950,21500,20550,21250,42844,118757.0,5588559.0
2009-10-13,21250,22100,20800,21800,63106,121831.0,5588559.0
2009-10-14,21800,22000,21500,21700,22347,121272.0,5588559.0
2009-10-15,21700,21900,20750,21350,29692,119316.0,5588559.0
2009-10-16,20900,21300,20350,20400,44475,114007.0,5588559.0
2009-10-19,20000,21000,19800,21000,37127,117360.0,5588559.0
2009-10-20,21350,21350,20000,20700,37562,115683.0,5588559.0
2009-10-21,20600,20600,19850,20050,39718,112051.0,5588559.0
2009-10-22,20000,20500,20000,20200,18192,112889.0,5588559.0
2009-10-23,20300,20400,20000,20000,13588,111771.0,5588559.0
2009-10-26,19900,20200,19450,19500,33811,108977.0,5588559.0
2009-10-27,19450,19500,18200,18400,58778,102829.0,5588559.0
2009-10-28,18350,18500,17200,17200,79154,96123.0,5588559.0
2009-10-29,16900,17150,16200,16550,84148,92491.0,5588559.0
2009-10-30,17000,18900,16700,18450,77215,103109.0,5588559.0
2009-11-02,18050,18200,17200,17650,50914,98638.0,5588559.0
2009-11-03,17700,17950,17000,17650,20954,98638.0,5588559.0
2009-11-04,17950,18850,17700,18650,38815,104227.0,5588559.0
2009-11-05,18600,19400,18150,19050,34037,106462.0,5588559.0
2009-11-06,19050,19400,18700,18950,19215,105903.0,5588559.0
2009-11-09,19200,19200,18500,18500,21385,114951.0,6213550.0
2009-11-10,18500,18750,17700,17700,29379,109980.0,6213550.0
2009-11-11,17650,18150,17650,18050,18632,112155.0,6213550.0
2009-11-12,18100,18300,17700,17800,13860,110601.0,6213550.0
2009-11-13,17800,18200,16900,18000,30245,111844.0,6213550.0
2009-11-16,18000,18300,17350,17750,22855,110291.0,6213550.0
2009-11-17,17750,17750,17100,17650,29631,109669.0,6213550.0
2009-11-18,17300,17700,17150,17250,8814,107184.0,6213550.0
2009-11-19,17100,17550,17100,17200,17488,106873.0,6213550.0
2009-11-20,17100,17500,17100,17400,12006,108116.0,6213550.0
2009-11-23,17550,17800,17400,17800,16172,110601.0,6213550.0
2009-11-24,17900,18350,17500,17600,33137,109358.0,6213550.0
2009-11-25,17450,17850,17100,17300,18325,107494.0,6213550.0
2009-11-26,17300,17500,16950,17150,17831,106562.0,6213550.0
2009-11-27,17100,17100,16500,16850,25237,104698.0,6213550.0
2009-11-30,16700,17600,16500,16500,19619,102524.0,6213550.0
2009-12-01,16700,17000,16550,17000,13694,105630.0,6213550.0
2009-12-02,17200,17400,17050,17350,10471,107805.0,6213550.0
2009-12-03,17350,17500,17150,17300,7071,107494.0,6213550.0
2009-12-04,17100,17900,17100,17600,24340,109358.0,6213550.0
2009-12-07,17700,17950,17400,17700,14337,109980.0,6213550.0
2009-12-08,17700,18400,17650,17800,20344,110601.0,6213550.0
2009-12-09,17800,17900,17650,17850,13044,110912.0,6213550.0
2009-12-10,17750,18000,17650,17850,6430,110912.0,6213550.0
2009-12-11,18000,18000,17700,17850,47026,110912.0,6213550.0
2009-12-14,17850,17850,17500,17750,16606,110291.0,6213550.0
2009-12-15,17750,18400,17650,18150,26211,112776.0,6213550.0
2009-12-16,18150,18300,17700,17900,15352,111223.0,6213550.0
2009-12-17,18000,18000,17500,17550,21135,109048.0,6213550.0
2009-12-18,17550,17800,17100,17200,32229,106873.0,6213550.0
2009-12-21,17250,17450,17050,17300,16259,107494.0,6213550.0
2009-12-22,17300,17500,17000,17000,23140,105630.0,6213550.0
2009-12-23,18000,18100,17350,17400,44567,108116.0,6213550.0
2009-12-24,17450,17850,17350,17700,15080,109980.0,6213550.0
2009-12-28,17650,17650,16950,17100,33187,106252.0,6213550.0
2009-12-29,17300,18250,17000,17100,37798,106252.0,6213550.0
2009-12-30,17100,17500,17100,17450,12887,108426.0,6213550.0
2010-01-04,17400,17400,16950,17150,18406,106562.0,6213550.0
2010-01-05,17100,17400,17100,17300,18711,107494.0,6213550.0
2010-01-06,17300,17350,17050,17100,19323,106252.0,6213550.0
2010-01-07,17100,17250,17000,17150,15637,106562.0,6213550.0
2010-01-08,17900,19700,17450,19700,196255,122407.0,6213550.0
2010-01-11,19600,20100,19200,19750,89772,122718.0,6213550.0
2010-01-12,19650,20200,19100,19650,49931,122096.0,6213550.0
2010-01-13,19600,20750,19450,20650,173038,128310.0,6213550.0
2010-01-14,20650,21800,20350,21300,269243,132349.0,6213550.0
2010-01-15,21500,21650,20750,21200,65574,131727.0,6213550.0
2010-01-18,21050,21200,20650,20900,77791,129863.0,6213550.0
2010-01-19,21250,22100,20700,21900,84085,136077.0,6213550.0
2010-01-20,21950,22100,21300,22100,92945,137319.0,6213550.0
2010-01-21,22000,22350,21500,22350,48874,138873.0,6213550.0
2010-01-22,22250,23200,22000,22700,94084,141048.0,6213550.0
2010-01-25,22700,23000,21550,22550,64624,140116.0,6213550.0
2010-01-26,22600,22700,20600,22150,89762,137630.0,6213550.0
2010-01-27,22350,22350,21000,22000,43723,136698.0,6213550.0
2010-01-28,22000,22500,21200,22500,39311,139805.0,6213550.0
2010-01-29,22000,22250,21450,21550,31431,133902.0,6213550.0
2010-02-01,21550,22000,21450,22000,31601,136698.0,6213550.0
2010-02-02,22050,22900,22000,22850,62556,141980.0,6213550.0
2010-02-03,23500,23850,23300,23750,88857,147572.0,6213550.0
2010-02-04,23750,23850,23150,23800,35637,147882.0,6213550.0
2010-02-05,23000,23200,22400,23200,38966,144154.0,6213550.0
2010-02-08,23150,23300,22400,22800,25215,141669.0,6213550.0
2010-02-09,22300,22900,21500,22900,58659,142290.0,6213550.0
2010-02-10,23000,23350,22700,22950,43076,142601.0,6213550.0
2010-02-11,23050,23050,22550,22800,12399,141669.0,6213550.0
2010-02-12,22900,22900,22000,22900,20779,142290.0,6213550.0
2010-02-16,22550,22900,22500,22500,8100,139805.0,6213550.0
2010-02-17,22850,22900,22150,22800,29668,141669.0,6213550.0
2010-02-18,22850,22900,22350,22700,8846,141048.0,6213550.0
2010-02-19,22450,22700,21800,22250,22796,138251.0,6213550.0
2010-02-22,22300,22600,22250,22400,14664,139184.0,6213550.0
2010-02-23,22450,22550,22150,22500,23035,139805.0,6213550.0
2010-02-24,22400,22500,22050,22050,17384,137009.0,6213550.0
2010-02-25,22050,22100,20950,21100,24863,131106.0,6213550.0
2010-02-26,21450,21450,20400,21000,26312,130485.0,6213550.0
