씨티케이코스메틱스(260930),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2019-04-17,24650,25000,23700,24050,49221,243438.0,10122151.0
2019-04-18,24100,24550,23600,23950,11688,242426.0,10122151.0
2019-04-19,24050,24800,24050,24350,9787,246474.0,10122151.0
2019-04-22,24400,24700,24000,24450,9544,247487.0,10122151.0
2019-04-23,24450,24450,23750,23900,6418,241919.0,10122151.0
2019-04-24,23900,24000,23200,23300,14440,235846.0,10122151.0
2019-04-25,23300,24000,22900,23750,11279,240401.0,10122151.0
2019-04-26,23450,23650,23100,23500,4779,237871.0,10122151.0
2019-04-29,23250,23850,23100,23800,5580,240907.0,10122151.0
2019-04-30,23550,23900,22900,23500,7928,237871.0,10122151.0
2019-05-02,23800,23800,23050,23250,6649,235340.0,10122151.0
2019-05-03,23100,25350,22950,23650,22541,239389.0,10122151.0
2019-05-07,23550,23550,22500,23350,20400,236352.0,10122151.0
2019-05-08,23100,23700,22900,23450,10011,237364.0,10122151.0
2019-05-09,23550,23600,22350,22850,21888,231291.0,10122151.0
2019-05-10,22700,23500,22700,23350,10089,236352.0,10122151.0
2019-05-13,23350,23600,22750,23000,4955,232809.0,10122151.0
2019-05-14,22600,23000,22400,22650,10441,229267.0,10122151.0
2019-05-15,22700,23150,22350,23150,13748,234328.0,10122151.0
2019-05-16,23150,23300,22450,22750,8442,230279.0,10122151.0
2019-05-17,22550,22750,22000,22650,9295,229267.0,10122151.0
2019-05-20,22550,22800,21650,22050,16441,223193.0,10122151.0
2019-05-21,21600,22100,21600,21900,5448,221675.0,10122151.0
2019-05-22,21650,22050,21250,21700,7903,219651.0,10122151.0
2019-05-23,21900,22750,21300,22250,10769,225218.0,10122151.0
2019-05-24,21500,22400,21400,21800,8640,220663.0,10122151.0
2019-05-27,21750,21750,21250,21350,4377,216108.0,10122151.0
2019-05-28,21100,21800,21100,21450,4119,217120.0,10122151.0
2019-05-29,21500,21500,20400,21100,12303,213577.0,10122151.0
2019-05-30,21100,21100,20500,21050,5977,213071.0,10122151.0
2019-05-31,21000,21150,20600,21150,1674,214083.0,10122151.0
2019-06-03,21000,21200,20650,21200,4507,214590.0,10122151.0
2019-06-04,21350,21600,20900,21050,5967,213071.0,10122151.0
2019-06-05,21050,21700,21050,21500,3631,217626.0,10122151.0
2019-06-07,21300,21600,20800,21400,5301,216614.0,10122151.0
2019-06-10,21400,21700,21150,21700,2308,219651.0,10122151.0
2019-06-11,21300,21850,21300,21600,4292,218638.0,10122151.0
2019-06-12,21450,21500,21200,21250,2143,215096.0,10122151.0
2019-06-13,21050,21400,20950,21250,4643,215096.0,10122151.0
2019-06-14,21150,21350,20700,21050,5176,213071.0,10122151.0
2019-06-17,21050,21200,20700,21050,3671,213071.0,10122151.0
2019-06-18,20650,21000,20500,20750,6973,210035.0,10122151.0
2019-06-19,20650,20900,20500,20800,5259,210541.0,10122151.0
2019-06-20,20950,21000,20550,20850,5549,211047.0,10122151.0
2019-06-21,20950,20950,20500,20750,4368,210035.0,10122151.0
2019-06-24,20900,20950,20400,20950,4511,212059.0,10122151.0
2019-06-25,20950,20950,20300,20600,17049,208516.0,10122151.0
2019-06-26,20750,20750,20350,20550,1758,208010.0,10122151.0
2019-06-27,20400,20600,20100,20350,10439,205986.0,10122151.0
2019-06-28,20200,20450,20000,20350,8587,205986.0,10122151.0
2019-07-01,20350,21100,20350,20950,6879,212059.0,10122151.0
2019-07-02,21100,21150,20700,20950,9948,212059.0,10122151.0
2019-07-03,21050,21050,20100,20350,22148,205986.0,10122151.0
2019-07-04,20500,20500,20250,20400,5492,206492.0,10122151.0
2019-07-05,20500,20500,19900,20450,16546,206998.0,10122151.0
2019-07-08,20450,20450,18450,19600,29489,198394.0,10122151.0
2019-07-09,19500,19800,19150,19400,11124,196370.0,10122151.0
2019-07-10,19500,19900,19300,19800,10728,200419.0,10122151.0
2019-07-11,19900,20000,19550,19550,12678,197888.0,10122151.0
2019-07-12,19450,19950,19450,19650,10289,198900.0,10122151.0
2019-07-15,19650,19650,19100,19300,4153,195358.0,10122151.0
2019-07-16,19300,19400,19000,19250,1490,194851.0,10122151.0
2019-07-17,18850,19300,18750,19200,14786,194345.0,10122151.0
2019-07-18,19300,19300,18600,18650,19093,188778.0,10122151.0
2019-07-19,18650,19000,18400,19000,11213,192321.0,10122151.0
2019-07-22,19000,19100,18500,18850,8764,190803.0,10122151.0
2019-07-23,18900,18900,18450,18900,5553,191309.0,10122151.0
2019-07-24,18550,19050,18300,18900,17502,191309.0,10122151.0
2019-07-25,18350,18600,17950,18200,9691,184223.0,10122151.0
2019-07-26,17800,20100,17500,19250,69349,194851.0,10122151.0
2019-07-29,18950,19100,17700,18000,20247,182199.0,10122151.0
2019-07-30,17600,18700,17600,18200,6367,184223.0,10122151.0
2019-07-31,17650,18100,17650,18050,1417,182705.0,10122151.0
2019-08-01,17700,18100,17450,17900,2858,181187.0,10122151.0
2019-08-02,17900,18600,17450,18550,10037,187766.0,10122151.0
2019-08-05,18000,18350,17100,17400,11363,176125.0,10122151.0
2019-08-06,17000,18750,16200,18150,12747,183717.0,10122151.0
2019-08-07,17850,18150,17350,18000,3012,182199.0,10122151.0
2019-08-08,18000,19650,17700,18550,8456,187766.0,10122151.0
2019-08-09,18650,18650,18400,18600,5247,188272.0,10122151.0
2019-08-12,18700,18900,18300,18800,4428,190296.0,10122151.0
2019-08-13,18800,19000,18400,18900,2334,191309.0,10122151.0
2019-08-14,19200,19200,18250,18400,7216,186248.0,10122151.0
2019-08-16,18700,18700,17750,18200,3262,184223.0,10122151.0
2019-08-19,18200,18200,17600,17850,7751,180680.0,10122151.0
2019-08-20,17600,19250,17400,18350,9250,185741.0,10122151.0
2019-08-21,18050,18950,18050,18550,2221,187766.0,10122151.0
2019-08-22,18300,18850,18100,18100,2271,183211.0,10122151.0
2019-08-23,18200,18400,18100,18200,2163,184223.0,10122151.0
2019-08-26,17650,18400,17500,17700,11996,179162.0,10122151.0
2019-08-27,17700,18500,17700,18400,4944,186248.0,10122151.0
