코아스템(166480),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2015-11-04,21650,22600,21450,22500,144288,353642.0,15717440.0
2015-11-05,22550,23150,22150,23000,230957,361501.0,15717440.0
2015-11-06,23850,24850,23300,23900,526489,375647.0,15717440.0
2015-11-09,23850,23850,22200,22350,218951,351285.0,15717440.0
2015-11-10,21800,22150,20600,21050,291411,330852.0,15717440.0
2015-11-11,21400,21900,21100,21700,128703,341068.0,15717440.0
2015-11-12,21800,23650,21450,23500,346122,369360.0,15717440.0
2015-11-13,23000,23350,22400,23150,202766,363859.0,15717440.0
2015-11-16,22550,23000,22300,22950,178335,360715.0,15717440.0
2015-11-17,23500,24200,22700,22900,249871,359929.0,15717440.0
2015-11-18,23100,23300,22450,22450,172746,352857.0,15717440.0
2015-11-19,23450,25700,23250,24000,909003,377219.0,15717440.0
2015-11-20,24050,24300,23500,24250,201835,381148.0,15717440.0
2015-11-23,24400,24850,23700,23700,165326,372503.0,15717440.0
2015-11-24,23700,24500,23450,23800,148141,374075.0,15717440.0
2015-11-25,24000,24650,23550,23750,192110,373289.0,15717440.0
2015-11-26,23950,23950,22900,23100,242478,363073.0,15717440.0
2015-11-27,23350,23350,22550,22700,140129,356786.0,15717440.0
2015-11-30,22500,22650,21950,22200,131395,348927.0,15717440.0
2015-12-01,22200,22850,22100,22600,108775,355214.0,15717440.0
2015-12-02,22500,22700,22000,22200,111928,348927.0,15717440.0
2015-12-03,22050,22800,21500,22600,133460,355214.0,15717440.0
2015-12-04,22200,23050,22050,22750,111685,357572.0,15717440.0
2015-12-07,23150,23300,22700,22800,170117,358358.0,15717440.0
2015-12-08,22650,22750,21500,21650,163784,340283.0,15717440.0
2015-12-09,21650,21900,21050,21200,100530,333210.0,15717440.0
2015-12-10,21000,21200,19900,20050,256032,315135.0,15717440.0
2015-12-11,20000,20350,19300,20050,204478,315135.0,15717440.0
2015-12-14,19500,19650,18800,18800,192607,295488.0,15717440.0
2015-12-15,18850,19650,18550,19600,189969,308062.0,15717440.0
2015-12-16,19950,20450,19750,20050,83843,315135.0,15717440.0
2015-12-17,20150,20250,19800,20000,111489,314349.0,15717440.0
2015-12-18,19650,20300,19450,19950,88606,313563.0,15717440.0
2015-12-21,19950,19950,19500,19550,110909,307276.0,15717440.0
2015-12-22,19500,19600,19000,19100,156976,300203.0,15717440.0
2015-12-23,19400,19500,19100,19150,83625,300989.0,15717440.0
2015-12-24,19250,19400,19000,19000,62868,298631.0,15717440.0
2015-12-28,18750,19050,18450,18450,131413,289987.0,15717440.0
2015-12-29,18600,19500,18500,19150,200033,300989.0,15717440.0
2015-12-30,19400,19800,19200,19750,120847,310419.0,15717440.0
2016-01-04,19850,20000,19050,19050,154484,299417.0,15717440.0
2016-01-05,18700,19550,18700,19250,117275,302561.0,15717440.0
2016-01-06,19600,21300,19500,21150,528429,332424.0,15717440.0
2016-01-07,21200,21350,20250,20400,214381,320636.0,15717440.0
2016-01-08,20000,21500,19550,21250,221713,333996.0,15717440.0
2016-01-11,21000,21500,20750,20800,104126,326923.0,15717440.0
2016-01-12,20900,20950,20200,20200,110976,317492.0,15717440.0
2016-01-13,20550,20750,20200,20350,103156,319850.0,15717440.0
2016-01-14,19750,20000,19400,19700,152350,309634.0,15717440.0
2016-01-15,19850,20050,18500,19050,166159,299417.0,15717440.0
2016-01-18,18700,19650,18600,19600,104353,308062.0,15717440.0
2016-01-19,19850,20550,19350,20300,152891,319064.0,15717440.0
2016-01-20,20350,20600,19000,19950,191713,313563.0,15717440.0
2016-01-21,20000,20400,19450,19500,148596,306490.0,15717440.0
2016-01-22,19600,19900,19150,19450,87382,305704.0,15717440.0
2016-01-25,19500,20400,19400,20050,163087,315135.0,15717440.0
2016-01-26,20000,20900,19850,20650,247089,324565.0,15717440.0
2016-01-27,21800,23700,21350,22000,1459990,345784.0,15717440.0
2016-01-28,21800,22000,21250,21550,230109,338711.0,15717440.0
2016-01-29,21850,23050,21800,22950,547691,360715.0,15717440.0
2016-02-01,23000,23250,22450,22800,227158,358358.0,15717440.0
2016-02-02,22800,23550,22150,23050,275433,362287.0,15717440.0
2016-02-03,22800,22950,22000,22000,210737,345784.0,15717440.0
2016-02-04,22250,22400,21300,21350,224502,335567.0,15717440.0
2016-02-05,21550,21950,21250,21650,162491,340283.0,15717440.0
2016-02-11,20850,20950,19600,19650,312832,308848.0,15717440.0
2016-02-12,19200,19500,17650,18300,357781,287629.0,15717440.0
2016-02-15,18500,18600,17950,18500,160780,290773.0,15717440.0
2016-02-16,18800,19550,18750,19450,165502,305704.0,15717440.0
2016-02-17,19600,19600,18900,19150,104942,300989.0,15717440.0
2016-02-18,19550,19700,19150,19700,93228,309634.0,15717440.0
2016-02-19,19700,19800,19150,19350,91870,304132.0,15717440.0
2016-02-22,19350,19700,19300,19350,83194,304132.0,15717440.0
2016-02-23,19550,19550,18700,18800,103436,295488.0,15717440.0
2016-02-24,18650,19800,18600,19250,162892,302561.0,15717440.0
2016-02-25,19400,19550,18950,19000,70655,298631.0,15717440.0
2016-02-26,19000,19150,18900,19100,64131,300203.0,15717440.0
2016-02-29,19100,19250,18850,19150,65451,300989.0,15717440.0
2016-03-02,19500,20600,19300,20000,267095,314349.0,15717440.0
2016-03-03,20100,20600,19700,20150,158230,316706.0,15717440.0
2016-03-04,20150,20750,19900,20600,156411,323779.0,15717440.0
2016-03-07,20700,21000,20300,20300,98268,319064.0,15717440.0
2016-03-08,20400,20550,19800,19950,67925,313563.0,15717440.0
2016-03-09,19950,20900,19900,20300,108625,319064.0,15717440.0
2016-03-10,20500,20700,20150,20200,58242,317492.0,15717440.0
2016-03-11,20150,20750,20000,20500,127406,322208.0,15717440.0
2016-03-14,20550,20800,20300,20550,93561,322993.0,15717440.0
2016-03-15,20550,20750,20250,20250,64071,318278.0,15717440.0
2016-03-16,20250,20650,20050,20350,93636,319850.0,15717440.0
2016-03-17,20450,20700,20250,20400,102953,320636.0,15717440.0
2016-03-18,20500,20650,20250,20350,88184,319850.0,15717440.0
2016-03-21,20400,20600,19750,19800,148931,311205.0,15717440.0
2016-03-22,19750,20000,19500,19550,92971,307276.0,15717440.0
2016-03-23,19550,19800,19550,19700,71708,309634.0,15717440.0
2016-03-24,19600,19700,18900,19050,116789,299417.0,15717440.0
2016-03-25,19050,19450,18900,19250,70438,302561.0,15717440.0
2016-03-28,19250,19250,18900,18950,55537,297845.0,15717440.0
2016-03-29,18950,19200,18950,19050,47260,299417.0,15717440.0
2016-03-30,19350,19700,19150,19500,74386,306490.0,15717440.0
2016-03-31,19400,19650,19000,19000,77873,298631.0,15717440.0
2016-04-01,19000,19500,18950,19250,65961,302561.0,15717440.0
2016-04-04,19450,19800,19250,19800,97812,311205.0,15717440.0
2016-04-05,19800,19850,19400,19450,62334,305704.0,15717440.0
2016-04-06,19450,19800,19200,19500,54549,306490.0,15717440.0
2016-04-07,19600,19700,19300,19500,59856,306490.0,15717440.0
2016-04-08,19500,20700,19250,20700,372473,325351.0,15717440.0
2016-04-11,21000,21450,20200,20300,265429,319064.0,15717440.0
2016-04-12,20200,20750,20200,20400,128460,320636.0,15717440.0
2016-04-14,20350,20450,19800,19850,123856,311991.0,15717440.0
2016-04-15,19950,20200,19850,20000,62148,314349.0,15717440.0
2016-04-18,20000,20250,19500,19850,68103,311991.0,15717440.0
2016-04-19,19900,20150,19650,20050,80702,315135.0,15717440.0
2016-04-20,20100,20600,20100,20250,130573,318278.0,15717440.0
2016-04-21,20500,20500,19900,20000,72125,314349.0,15717440.0
2016-04-22,19800,20050,19700,20050,97658,315135.0,15717440.0
2016-04-25,20050,20100,19500,19600,97755,308062.0,15717440.0
2016-04-26,19550,19900,19500,19750,65472,310419.0,15717440.0
2016-04-27,19800,20450,19800,19850,145693,311991.0,15717440.0
2016-04-28,19800,20050,19500,19600,90430,308062.0,15717440.0
2016-04-29,19450,19600,19200,19300,81646,303347.0,15717440.0
2016-05-02,19150,19300,18750,18800,119232,295488.0,15717440.0
2016-05-03,18750,19000,18700,18950,43672,297845.0,15717440.0
2016-05-04,18900,19000,18800,18850,45745,296274.0,15717440.0
2016-05-09,18800,18950,18350,18400,87718,289201.0,15717440.0
2016-05-10,18550,19100,18350,18950,54664,297845.0,15717440.0
2016-05-11,19200,19250,18800,18900,28940,297060.0,15717440.0
2016-05-12,18900,19050,18600,18900,37876,297060.0,15717440.0
2016-05-13,18900,18900,18600,18700,44775,293916.0,15717440.0
2016-05-16,18600,18900,18550,18700,44075,293916.0,15717440.0
2016-05-17,18700,18900,18350,18600,80943,292344.0,15717440.0
2016-05-18,18600,18600,17650,17850,142590,280556.0,15717440.0
2016-05-19,17850,17900,16650,17000,324226,267196.0,15717440.0
2016-05-20,17000,17550,16850,17500,114853,275055.0,15717440.0
2016-05-23,17600,17900,17200,17750,93948,278985.0,15717440.0
2016-05-24,17800,18250,17600,18050,97219,283700.0,15717440.0
2016-05-25,18350,18400,17500,17750,89984,278985.0,15717440.0
2016-05-26,17600,18000,17600,17700,48125,278199.0,15717440.0
2016-05-27,17600,17750,17500,17550,51260,275841.0,15717440.0
2016-05-30,17900,17950,17400,17550,42066,275841.0,15717440.0
2016-05-31,17450,17700,17400,17550,61804,275841.0,15717440.0
2016-06-01,17450,18000,17450,17700,62684,278199.0,15717440.0
2016-06-02,17700,18050,17550,17750,72391,278985.0,15717440.0
2016-06-03,17750,18550,17750,18300,132456,287629.0,15717440.0
2016-06-07,18500,18500,18100,18350,65664,288415.0,15717440.0
2016-06-08,18300,18550,18150,18500,58425,290773.0,15717440.0
2016-06-09,18600,19100,18350,18600,181996,292344.0,15717440.0
2016-06-10,18650,20000,18600,19000,640419,298631.0,15717440.0
2016-06-13,19250,19900,18700,18950,390928,297845.0,15717440.0
2016-06-14,18750,19200,18100,18150,201060,285272.0,15717440.0
2016-06-15,18100,18650,17600,18450,190534,289987.0,15717440.0
2016-06-16,18300,18450,17450,17650,187771,277413.0,15717440.0
2016-06-17,17800,17950,17400,17500,96583,275055.0,15717440.0
2016-06-20,17500,17750,17350,17700,74490,278199.0,15717440.0
2016-06-21,17700,17850,17450,17800,65966,279770.0,15717440.0
2016-06-22,17700,18150,17700,18000,67132,282914.0,15717440.0
2016-06-23,18300,18300,17400,17550,109940,275841.0,15717440.0
2016-06-24,17800,17900,15500,16100,315248,253051.0,15717440.0
2016-06-27,15400,16500,15350,16000,161072,251479.0,15717440.0
2016-06-28,15700,16500,15550,16400,85216,257766.0,15717440.0
2016-06-29,16750,17300,16600,17000,97207,267196.0,15717440.0
2016-06-30,17400,17450,17050,17200,51873,270340.0,15717440.0
2016-07-01,17300,17600,17150,17200,46812,270340.0,15717440.0
2016-07-04,17500,17500,17050,17200,38177,270340.0,15717440.0
2016-07-05,17200,17250,16900,17200,59166,270340.0,15717440.0
2016-07-06,17200,17250,16700,17200,81279,270340.0,15717440.0
2016-07-07,17300,18000,17300,17600,135000,276627.0,15717440.0
2016-07-08,17850,18200,17550,17750,144127,278985.0,15717440.0
2016-07-11,17900,17900,17500,17500,66481,275055.0,15717440.0
2016-07-12,17800,17850,17500,17600,67347,276627.0,15717440.0
2016-07-13,17700,17850,17500,17550,65445,275841.0,15717440.0
2016-07-14,17650,17700,17300,17400,69367,273483.0,15717440.0
2016-07-15,17500,17550,17000,17100,72645,268768.0,15717440.0
2016-07-18,17050,17100,16850,16900,60466,265625.0,15717440.0
2016-07-19,16900,17100,16750,16750,75820,263267.0,15717440.0
2016-07-20,16850,17000,16500,16700,83981,262481.0,15717440.0
2016-07-21,16700,17100,16700,17050,67121,267982.0,15717440.0
2016-07-22,16850,17250,16850,17000,59045,267196.0,15717440.0
2016-07-25,17050,17700,17000,17700,170393,278199.0,15717440.0
2016-07-26,17600,19350,17550,17700,643369,278199.0,15717440.0
2016-07-27,17750,17800,17050,17050,145205,267982.0,15717440.0
2016-07-28,17300,17300,16950,17000,47700,267196.0,15717440.0
2016-07-29,17100,17300,16800,16850,62912,264839.0,15717440.0
2016-08-01,16800,17050,16700,16750,65127,263267.0,15717440.0
2016-08-02,16750,17050,16650,16800,54481,264053.0,15717440.0
2016-08-03,17000,17000,16550,16650,60086,261695.0,15717440.0
2016-08-04,16750,17050,16750,16900,49257,265625.0,15717440.0
2016-08-05,16850,17100,16700,16750,43621,263267.0,15717440.0
2016-08-08,16800,16850,16550,16600,47131,260910.0,15717440.0
2016-08-09,16700,17100,16600,16850,32890,264839.0,15717440.0
2016-08-10,16800,17150,16700,17050,54227,267982.0,15717440.0
2016-08-11,17050,17050,16750,16800,42985,264053.0,15717440.0
2016-08-12,16900,16900,16650,16750,45994,263267.0,15717440.0
2016-08-16,16800,16800,16600,16650,37884,261695.0,15717440.0
2016-08-17,16600,16750,16100,16250,90099,255408.0,15717440.0
2016-08-18,16150,16300,15850,15900,89878,249907.0,15717440.0
2016-08-19,16000,16100,15750,15750,33345,247550.0,15717440.0
2016-08-22,15750,15750,15450,15500,68100,243620.0,15717440.0
2016-08-23,15450,15850,15450,15850,42415,249121.0,15717440.0
2016-08-24,15900,15950,15500,15650,37011,245978.0,15717440.0
2016-08-25,15500,15800,15450,15500,27807,243620.0,15717440.0
2016-08-26,15400,15550,15300,15400,38906,242049.0,15717440.0
2016-08-29,15300,15300,14450,14700,91277,231046.0,15717440.0
2016-08-30,14750,14950,14400,14450,73545,227117.0,15717440.0
2016-08-31,14600,14750,13800,14200,107911,223188.0,15717440.0
2016-09-01,14050,14400,13850,14400,47102,226331.0,15717440.0
2016-09-02,14600,14600,14000,14250,84210,223974.0,15717440.0
2016-09-05,14450,14650,14300,14500,57203,227903.0,15717440.0
2016-09-06,14750,15400,14600,14950,136030,234976.0,15717440.0
2016-09-07,14950,15300,14800,15100,74674,237333.0,15717440.0
2016-09-08,15300,15300,14600,14600,92277,229475.0,15717440.0
2016-09-09,15000,15150,14600,15000,63470,235762.0,15717440.0
2016-09-12,14650,15150,14300,14800,57604,232618.0,15717440.0
2016-09-13,14900,15750,14850,15500,97694,243620.0,15717440.0
2016-09-19,15500,15550,15000,15500,59763,243620.0,15717440.0
2016-09-20,15500,16200,15500,16000,119516,251479.0,15717440.0
2016-09-21,16100,16200,15800,15800,55820,248336.0,15717440.0
2016-09-22,15850,16250,15650,16000,67586,251479.0,15717440.0
2016-09-23,15900,16150,15700,15950,46002,250693.0,15717440.0
2016-09-26,15950,16250,15750,16000,48138,251479.0,15717440.0
2016-09-27,15850,16050,15750,15900,23527,249907.0,15717440.0
2016-09-28,16000,16200,15750,15950,43412,250693.0,15717440.0
2016-09-29,15850,16200,15850,16150,33932,253837.0,15717440.0
2016-09-30,16200,16200,15550,15950,42392,250693.0,15717440.0
2016-10-04,15600,15700,15100,15200,68941,238905.0,15717440.0
2016-10-05,15200,15300,14850,15050,53687,236547.0,15717440.0
2016-10-06,15000,15050,14600,14850,53462,233404.0,15717440.0
2016-10-07,14850,15000,14350,14650,46419,230260.0,15717440.0
2016-10-10,14900,15300,14550,14700,53262,231046.0,15717440.0
2016-10-11,14650,14900,14300,14400,41242,226331.0,15717440.0
2016-10-12,14200,15000,14200,14750,48357,231832.0,15717440.0
2016-10-13,14600,14900,14600,14700,17593,231046.0,15717440.0
2016-10-14,14900,14900,14450,14500,20298,227903.0,15717440.0
2016-10-17,14500,14550,13950,14000,52376,220044.0,15717440.0
2016-10-18,14000,14300,13800,14000,38305,220044.0,15717440.0
2016-10-19,14250,14250,14000,14050,17273,220830.0,15717440.0
2016-10-20,13950,14300,13900,14200,42439,223188.0,15717440.0
2016-10-21,14200,14250,13950,14200,31630,223188.0,15717440.0
2016-10-24,14200,14200,13800,13900,38415,218472.0,15717440.0
2016-10-25,13850,13900,13300,13750,52456,216115.0,15717440.0
2016-10-26,13450,13600,12800,13100,95302,205898.0,15717440.0
2016-10-27,13150,13550,13100,13350,37550,209828.0,15717440.0
2016-10-28,13500,13600,12900,12900,36816,202755.0,15717440.0
2016-10-31,12800,12900,11550,12100,106349,190181.0,15717440.0
2016-11-01,11900,12400,11600,11600,139679,182322.0,15717440.0
2016-11-02,11500,11700,10900,10900,169824,171320.0,15717440.0
2016-11-03,10600,11500,10600,10950,202536,172106.0,15717440.0
2016-11-04,11000,11200,10600,10950,62356,172106.0,15717440.0
2016-11-07,11100,11350,11000,11200,64380,176035.0,15717440.0
2016-11-08,11400,11400,10950,11100,111522,174464.0,15717440.0
2016-11-09,11250,12150,9960,10450,394572,164247.0,15717440.0
2016-11-10,11000,11600,10850,11500,168531,180751.0,15717440.0
2016-11-11,11500,11850,11300,11750,71347,184680.0,15717440.0
2016-11-14,11900,11900,11400,11550,37667,181536.0,15717440.0
2016-11-15,11500,11600,11150,11300,49446,177607.0,15717440.0
2016-11-16,11300,11750,11300,11700,50298,183894.0,15717440.0
2016-11-17,11800,11800,11450,11700,27139,183894.0,15717440.0
2016-11-18,11850,11850,11250,11500,31262,180751.0,15717440.0
2016-11-21,11500,11500,10850,11000,54372,172892.0,15717440.0
2016-11-22,11000,11200,10800,11100,26562,174464.0,15717440.0
2016-11-23,11100,11100,10500,10700,60561,168177.0,15717440.0
2016-11-24,10450,10700,10150,10350,60053,162676.0,15717440.0
2016-11-25,10350,10700,10350,10600,35190,166605.0,15717440.0
2016-11-28,10650,10650,10350,10500,21586,165033.0,15717440.0
2016-11-29,10500,10650,10400,10500,25381,165033.0,15717440.0
2016-11-30,10450,10700,10450,10600,13887,166605.0,15717440.0
2016-12-01,10650,10800,10550,10650,25680,167391.0,15717440.0
2016-12-02,10700,10700,10200,10300,42129,161890.0,15717440.0
2016-12-05,10300,10300,9970,10050,32349,157960.0,15717440.0
2016-12-06,10050,10500,10050,10350,45700,162676.0,15717440.0
2016-12-07,10450,10450,9930,10000,44292,157174.0,15717440.0
2016-12-08,10150,10350,9950,10000,62494,157174.0,15717440.0
2016-12-09,10100,10200,9960,10150,91536,159532.0,15717440.0
2016-12-12,10250,10600,10150,10550,104650,165819.0,15717440.0
2016-12-13,10550,10900,10400,10850,76363,170534.0,15717440.0
2016-12-14,10800,11050,10650,10950,81362,172106.0,15717440.0
2016-12-15,10800,11150,10750,11150,94083,175249.0,15717440.0
2016-12-16,11200,11200,10850,11100,61856,174464.0,15717440.0
2016-12-19,11200,11200,10900,11200,59981,176035.0,15717440.0
2016-12-20,11200,11300,10900,11100,67328,174464.0,15717440.0
2016-12-21,11000,11500,10900,11450,81193,179965.0,15717440.0
2016-12-22,11350,11550,11250,11450,46173,179965.0,15717440.0
2016-12-23,11450,11450,10850,11050,170648,173678.0,15717440.0
2016-12-26,11150,11200,10900,11000,35686,172892.0,15717440.0
2016-12-27,11000,11550,10950,11550,111389,181536.0,15717440.0
2016-12-28,11500,11800,11450,11800,62205,185466.0,15717440.0
2016-12-29,11800,11850,11500,11650,35838,183108.0,15717440.0
2017-01-02,11650,11700,11300,11400,53938,179179.0,15717440.0
2017-01-03,11400,11500,11100,11150,71323,175249.0,15717440.0
2017-01-04,11350,12250,11200,11950,224527,187823.0,15717440.0
2017-01-05,11900,12150,11800,12050,75006,189395.0,15717440.0
2017-01-06,12100,12250,11800,12050,73859,189395.0,15717440.0
2017-01-09,12100,12150,11650,11700,75553,183894.0,15717440.0
2017-01-10,11600,11950,11600,11650,42380,183108.0,15717440.0
2017-01-11,11800,11800,11400,11650,36221,183108.0,15717440.0
2017-01-12,11700,11700,11100,11200,67096,176035.0,15717440.0
2017-01-13,11300,11500,11150,11250,25609,176821.0,15717440.0
2017-01-16,11300,11700,10850,10900,87379,171320.0,15717440.0
2017-01-17,10900,11050,10650,10700,44297,168177.0,15717440.0
2017-01-18,10850,10850,10600,10750,29452,168962.0,15717440.0
2017-01-19,10800,11100,10550,10550,67743,165819.0,15717440.0
2017-01-20,10500,10750,10250,10350,77421,162676.0,15717440.0
2017-01-23,10350,10600,10250,10300,43520,161890.0,15717440.0
2017-01-24,10250,10300,10000,10200,62596,160318.0,15717440.0
2017-01-25,10150,10400,10050,10150,33543,159532.0,15717440.0
2017-01-26,10100,10450,10050,10450,48844,164247.0,15717440.0
2017-01-31,10500,10500,10050,10200,50508,160318.0,15717440.0
2017-02-01,10200,10500,10000,10500,44261,165033.0,15717440.0
2017-02-02,10400,10650,10300,10300,46801,161890.0,15717440.0
2017-02-03,10200,10550,10200,10300,49407,161890.0,15717440.0
2017-02-06,10350,10500,10150,10200,35840,160318.0,15717440.0
2017-02-07,10200,10500,10150,10400,38501,163461.0,15717440.0
2017-02-08,10500,10600,10300,10550,45139,165819.0,15717440.0
2017-02-09,10450,10600,10350,10400,17290,163461.0,15717440.0
2017-02-10,10400,10750,10400,10650,29831,167391.0,15717440.0
2017-02-13,10600,10800,10450,10650,45166,167391.0,15717440.0
2017-02-14,10600,10900,10550,10700,48381,168177.0,15717440.0
2017-02-15,10700,11250,10700,11200,119878,176035.0,15717440.0
2017-02-16,11250,11300,10950,11100,45221,174464.0,15717440.0
2017-02-17,11150,11200,11000,11100,20558,174464.0,15717440.0
2017-02-20,11000,11100,10750,10800,26492,169748.0,15717440.0
2017-02-21,10750,11000,10750,10900,30832,171320.0,15717440.0
2017-02-22,11000,11100,10850,10900,22232,171320.0,15717440.0
2017-02-23,11050,11300,10900,11100,60351,174464.0,15717440.0
2017-02-24,11100,11200,10950,11000,29814,172892.0,15717440.0
2017-02-27,10950,11250,10750,10800,43022,169748.0,15717440.0
2017-02-28,10950,11000,10700,10900,15825,171320.0,15717440.0
2017-03-02,11000,11000,10600,10600,39721,166605.0,15717440.0
2017-03-03,10100,10600,10100,10550,77963,165819.0,15717440.0
2017-03-06,10700,10700,10250,10550,26612,165819.0,15717440.0
2017-03-07,10450,10700,10400,10700,28806,168177.0,15717440.0
2017-03-08,10650,10700,10450,10500,15738,165033.0,15717440.0
2017-03-09,10500,10600,10400,10450,25288,164247.0,15717440.0
