코아스템(166480),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2018-11-30,13200,13500,13000,13100,103247,205898.0,15717440.0
2018-12-03,13400,13600,13200,13500,94935,212185.0,15717440.0
2018-12-04,13650,13800,13400,13800,130572,216901.0,15717440.0
2018-12-05,13300,13550,13000,13200,192010,207470.0,15717440.0
2018-12-06,13100,13200,12100,12350,238024,194110.0,15717440.0
2018-12-07,12400,12600,12000,12200,108215,191753.0,15717440.0
2018-12-10,11850,12250,11650,11850,104743,186252.0,15717440.0
2018-12-11,12100,12250,11750,11750,88128,184680.0,15717440.0
2018-12-12,11800,12100,11800,12000,77638,188609.0,15717440.0
2018-12-13,12300,12800,12150,12350,125479,194110.0,15717440.0
2018-12-14,12350,12450,11950,12000,72217,188609.0,15717440.0
2018-12-17,11900,12100,11250,11700,112997,183894.0,15717440.0
2018-12-18,11400,11900,11350,11400,79659,179179.0,15717440.0
2018-12-19,11550,11750,11400,11700,64743,183894.0,15717440.0
2018-12-20,11550,11900,11400,11450,78669,179965.0,15717440.0
2018-12-21,11400,11700,11350,11650,69383,183108.0,15717440.0
2018-12-24,11550,11900,11450,11700,82222,183894.0,15717440.0
2018-12-26,11450,11550,11050,11100,133232,174464.0,15717440.0
2018-12-27,11500,11650,11300,11450,97146,179965.0,15717440.0
2018-12-28,11600,12150,11550,12000,120088,188609.0,15717440.0
2019-01-02,12300,12500,12000,12200,106198,191753.0,15717440.0
2019-01-03,12100,12400,11600,11600,102508,182322.0,15717440.0
2019-01-04,11600,12100,11350,12100,68313,190181.0,15717440.0
2019-01-07,12500,12500,11950,12000,68653,188609.0,15717440.0
2019-01-08,11950,12150,11700,11800,59819,185466.0,15717440.0
2019-01-09,11850,12100,11850,12050,62030,189395.0,15717440.0
2019-01-10,12200,12400,11900,12350,93276,194110.0,15717440.0
2019-01-11,12350,12450,12000,12150,99422,190967.0,15717440.0
2019-01-14,12150,12150,11700,11750,98564,184680.0,15717440.0
2019-01-15,11750,12100,11700,11800,84781,185466.0,15717440.0
2019-01-16,11800,11950,11600,11800,79094,185466.0,15717440.0
2019-01-17,11850,12450,11800,11950,168337,187823.0,15717440.0
2019-01-18,11950,12350,11950,12200,113871,191753.0,15717440.0
2019-01-21,12500,12500,12050,12050,70812,189395.0,15717440.0
2019-01-22,12150,12350,12000,12100,109589,190181.0,15717440.0
2019-01-23,12050,12350,11800,12050,66987,189395.0,15717440.0
2019-01-24,12050,13200,12050,12700,350099,199611.0,15717440.0
2019-01-25,12850,12900,12500,12650,147514,198826.0,15717440.0
2019-01-28,12750,13150,12650,12850,156444,201969.0,15717440.0
2019-01-29,12850,12850,12400,12700,103641,199611.0,15717440.0
2019-01-30,12700,12850,12500,12600,65229,198040.0,15717440.0
2019-01-31,12700,12900,12600,12750,113527,200397.0,15717440.0
2019-02-01,12950,12950,12350,12500,95744,196468.0,15717440.0
2019-02-07,12400,12500,12150,12250,135430,192539.0,15717440.0
2019-02-08,12200,12750,12150,12700,144319,199611.0,15717440.0
2019-02-11,12950,13400,12800,13150,218621,206684.0,15717440.0
2019-02-12,13300,13350,13000,13100,158663,205898.0,15717440.0
2019-02-13,13150,13450,13000,13350,130365,209828.0,15717440.0
2019-02-14,13250,13700,13250,13450,146245,211400.0,15717440.0
2019-02-15,13450,13500,13050,13300,94632,209042.0,15717440.0
2019-02-18,13350,13600,13300,13550,126286,212971.0,15717440.0
2019-02-19,13600,13750,13450,13600,111745,213757.0,15717440.0
2019-02-20,13600,13700,13450,13600,87715,213757.0,15717440.0
2019-02-21,13700,14100,13500,14000,185372,220044.0,15717440.0
2019-02-22,14150,14400,13700,13850,233555,217687.0,15717440.0
2019-02-25,14000,14100,13700,13800,98052,216901.0,15717440.0
2019-02-26,13950,14000,13700,13750,87010,216115.0,15717440.0
2019-02-27,13850,14250,13750,14200,120687,223188.0,15717440.0
2019-02-28,14300,14550,13700,14000,243460,220044.0,15717440.0
2019-03-04,14300,14750,14250,14750,178229,231832.0,15717440.0
2019-03-05,15050,15650,14750,15050,788399,236547.0,15717440.0
2019-03-06,15150,15250,14600,15100,200908,237333.0,15717440.0
2019-03-07,14950,15100,14400,14500,178162,227903.0,15717440.0
2019-03-08,14200,14900,14100,14900,172680,234190.0,15717440.0
2019-03-11,14900,14900,14200,14700,101619,231046.0,15717440.0
2019-03-12,14850,14900,14400,14650,148977,230260.0,15717440.0
2019-03-13,14700,14950,14500,14550,123742,228689.0,15717440.0
2019-03-14,14650,14700,14350,14350,93513,225545.0,15717440.0
2019-03-15,14350,14400,13300,13650,299162,214543.0,15717440.0
2019-03-18,13700,13800,13350,13500,116997,212185.0,15717440.0
2019-03-19,13500,13850,13300,13350,100120,209828.0,15717440.0
2019-03-20,13350,13600,12950,13600,127028,213757.0,15717440.0
2019-03-21,13600,13650,13000,13150,284746,206684.0,15717440.0
2019-03-22,13200,13250,12750,12750,158264,200397.0,15717440.0
2019-03-25,12750,12750,12200,12200,112414,191753.0,15717440.0
2019-03-26,12350,13750,12350,12900,603164,202755.0,15717440.0
2019-03-27,12750,12900,12400,12450,119930,195682.0,15717440.0
2019-03-28,12500,12650,12250,12250,64793,192539.0,15717440.0
2019-03-29,12300,12450,12050,12400,58171,194896.0,15717440.0
2019-04-01,12300,12400,12100,12300,71607,193325.0,15717440.0
2019-04-02,12350,12500,12100,12150,62919,190967.0,15717440.0
2019-04-03,12150,15300,12150,13450,2900002,211400.0,15717440.0
2019-04-04,13500,13600,13100,13500,310528,212185.0,15717440.0
2019-04-05,13300,13650,13150,13550,187910,212971.0,15717440.0
2019-04-08,13500,13550,13200,13200,121382,207470.0,15717440.0
2019-04-09,13250,13350,12900,13050,117573,205113.0,15717440.0
2019-04-10,13200,13350,13050,13250,146727,208256.0,15717440.0
2019-04-11,13200,13550,13150,13250,133429,208256.0,15717440.0
2019-04-12,13350,13400,13100,13250,73271,208256.0,15717440.0
2019-04-15,13300,13350,13050,13150,133053,206684.0,15717440.0
2019-04-16,13200,13250,12950,13100,100304,205898.0,15717440.0
2019-04-17,13100,13200,12900,12950,104852,203541.0,15717440.0
2019-04-18,12850,13200,12800,12900,98128,202755.0,15717440.0
2019-04-19,12900,13300,12900,12900,82784,202755.0,15717440.0
2019-04-22,13100,14250,13000,14250,661951,223974.0,15717440.0
2019-04-23,14300,14350,13600,13800,380873,216901.0,15717440.0
2019-04-24,13900,14100,13650,13900,205407,218472.0,15717440.0
2019-04-25,14150,14350,13600,13650,344996,214543.0,15717440.0
2019-04-26,13650,13650,13150,13150,157909,206684.0,15717440.0
2019-04-29,12750,12750,11500,12050,427822,189395.0,15717440.0
2019-04-30,12200,12250,11650,12000,141115,188609.0,15717440.0
2019-05-02,11900,12150,11700,11800,136636,185466.0,15717440.0
2019-05-03,11750,12150,11750,12050,101000,189395.0,15717440.0
2019-05-07,12100,12100,11750,11850,81090,186252.0,15717440.0
2019-05-08,11700,11850,11300,11300,125703,177607.0,15717440.0
2019-05-09,11400,11450,10800,10950,115901,172106.0,15717440.0
2019-05-10,10950,11200,10700,10950,86184,172106.0,15717440.0
2019-05-13,10850,11450,10800,11100,100491,174464.0,15717440.0
2019-05-14,10750,11150,10700,10850,61893,170534.0,15717440.0
2019-05-15,10950,11300,10900,11250,55871,176821.0,15717440.0
2019-05-16,11350,11400,11100,11100,36646,174464.0,15717440.0
2019-05-17,11200,11300,11050,11050,46706,173678.0,15717440.0
2019-05-20,10950,11150,10600,10600,67036,166605.0,15717440.0
2019-05-21,10550,10700,10350,10450,88665,164247.0,15717440.0
2019-05-22,10500,11350,10500,11150,135018,175249.0,15717440.0
2019-05-23,11050,11150,10800,11050,46828,173678.0,15717440.0
2019-05-24,10900,10950,10650,10650,54339,167391.0,15717440.0
2019-05-27,10650,13000,10600,11150,726970,175249.0,15717440.0
2019-05-28,11150,11500,11050,11350,129241,178393.0,15717440.0
2019-05-29,11300,11550,11100,11150,92413,175249.0,15717440.0
2019-05-30,11300,11350,10850,10900,96241,171320.0,15717440.0
2019-05-31,10950,11500,10950,11350,104645,178393.0,15717440.0
2019-06-03,11200,11500,11200,11400,53898,179179.0,15717440.0
2019-06-04,11500,11800,11350,11600,80738,182322.0,15717440.0
2019-06-05,11700,11800,11450,11450,61617,179965.0,15717440.0
2019-06-07,11500,11650,11350,11550,64205,181536.0,15717440.0
2019-06-10,11650,11700,11450,11500,37942,180751.0,15717440.0
2019-06-11,11550,11700,11450,11550,44975,181536.0,15717440.0
2019-06-12,11600,11650,11350,11350,43680,178393.0,15717440.0
2019-06-13,11350,11550,11350,11500,43798,180751.0,15717440.0
2019-06-14,11450,11600,11400,11500,34167,180751.0,15717440.0
2019-06-17,11500,11600,11250,11300,59822,177607.0,15717440.0
2019-06-18,11200,11350,11000,11000,42333,172892.0,15717440.0
2019-06-19,11150,11300,11100,11150,41533,175249.0,15717440.0
2019-06-20,11100,11250,11050,11250,34169,176821.0,15717440.0
2019-06-21,11350,11350,11050,11150,33588,175249.0,15717440.0
2019-06-24,11100,11200,11000,11050,33758,173678.0,15717440.0
2019-06-25,11000,11150,10650,10700,81487,168177.0,15717440.0
2019-06-26,10700,10900,10500,10600,43249,166605.0,15717440.0
2019-06-27,10550,10750,10050,10200,93682,160318.0,15717440.0
2019-06-28,10200,10300,9700,9810,136156,154188.0,15717440.0
2019-07-01,9850,10200,9820,10150,63377,159532.0,15717440.0
2019-07-02,10200,10200,9940,9940,40640,156231.0,15717440.0
2019-07-03,9930,10000,9800,9930,42155,156074.0,15717440.0
2019-07-04,9940,9990,9430,9540,70787,149944.0,15717440.0
2019-07-05,9550,11050,9490,10050,272095,157960.0,15717440.0
2019-07-08,10100,10100,9600,9630,39538,151359.0,15717440.0
2019-07-09,9720,9790,9190,9220,81769,144915.0,15717440.0
2019-07-10,9230,9580,9230,9400,29924,147744.0,15717440.0
2019-07-11,9450,9710,9400,9680,34675,152145.0,15717440.0
2019-07-12,9800,9980,9630,9630,37502,151359.0,15717440.0
2019-07-15,9680,9780,9550,9700,29453,152459.0,15717440.0
2019-07-16,9750,10150,9750,10100,47740,158746.0,15717440.0
2019-07-17,10250,10900,9970,10450,310920,164247.0,15717440.0
2019-07-18,10450,10500,10100,10350,49964,162676.0,15717440.0
2019-07-19,10350,10500,10250,10300,34023,161890.0,15717440.0
2019-07-22,10350,10550,10150,10150,42370,159532.0,15717440.0
2019-07-23,10150,10850,10050,10150,126013,159532.0,15717440.0
2019-07-24,10200,10500,9940,9940,64356,156231.0,15717440.0
2019-07-25,10000,10000,9480,9570,60112,150416.0,15717440.0
2019-07-26,9420,9590,9210,9310,49692,146329.0,15717440.0
2019-07-29,9220,9360,8580,8580,88419,134856.0,15717440.0
2019-07-30,8500,9050,8500,8860,55411,139257.0,15717440.0
2019-07-31,8810,9130,8490,9070,68933,142557.0,15717440.0
2019-08-01,9440,9660,9300,9360,100809,147115.0,15717440.0
2019-08-02,9170,9440,9050,9380,32755,147430.0,15717440.0
2019-08-05,9880,9890,8190,8190,115499,128726.0,15717440.0
2019-08-06,7580,8250,7100,7120,225239,111908.0,15717440.0
2019-08-07,7200,7600,7200,7390,119122,116152.0,15717440.0
2019-08-08,7450,8080,7420,8040,87735,126368.0,15717440.0
2019-08-09,8290,8290,7890,8040,52306,126368.0,15717440.0
2019-08-12,7860,8250,7860,8150,48703,128097.0,15717440.0
2019-08-13,8100,8230,8000,8020,20657,126054.0,15717440.0
2019-08-14,8140,8310,8140,8270,20161,129983.0,15717440.0
2019-08-16,8180,8260,8050,8050,21414,126525.0,15717440.0
2019-08-19,8190,8230,8090,8140,16491,127940.0,15717440.0
2019-08-20,8150,8420,8090,8380,18231,131712.0,15717440.0
2019-08-21,8380,8790,8300,8780,37455,137999.0,15717440.0
2019-08-22,8830,8930,8590,8800,32717,138313.0,15717440.0
2019-08-23,8660,8780,8630,8700,23393,136742.0,15717440.0
2019-08-26,8700,8700,8090,8120,72174,127626.0,15717440.0
2019-08-27,8210,8500,8120,8130,25555,127783.0,15717440.0
2019-08-28,8100,8550,8070,8470,60288,133127.0,15717440.0
2019-08-29,8480,8720,8430,8510,63478,133755.0,15717440.0
2019-08-30,8690,8750,8620,8640,24796,135799.0,15717440.0
2019-09-02,8580,8780,8550,8780,18523,137999.0,15717440.0
2019-09-03,8780,9080,8760,8850,31012,139099.0,15717440.0
2019-09-04,8820,8980,8820,8880,21205,139571.0,15717440.0
2019-09-05,8960,9050,8820,8890,21029,139728.0,15717440.0
2019-09-06,8960,9010,8820,8890,18277,139728.0,15717440.0
2019-09-09,8830,8990,8720,8800,22301,138313.0,15717440.0
2019-09-10,8800,8850,8680,8800,14368,138313.0,15717440.0
2019-09-11,8860,9090,8780,9040,38457,142086.0,15717440.0
2019-09-16,9100,9320,8990,9320,47724,146487.0,15717440.0
2019-09-17,9320,10350,9320,10350,263537,162676.0,15717440.0
2019-09-18,10450,10450,10000,10050,129364,157960.0,15717440.0
2019-09-19,10050,10300,10000,10050,48573,157960.0,15717440.0
2019-09-20,10050,10200,9850,9910,53371,155760.0,15717440.0
2019-09-23,10000,10000,9490,9510,64172,149473.0,15717440.0
2019-09-24,9330,9590,9240,9510,35901,149473.0,15717440.0
2019-09-25,9420,9510,9270,9270,36114,145701.0,15717440.0
2019-09-26,9270,9440,9200,9250,31276,145386.0,15717440.0
2019-09-27,9230,9250,9120,9160,21269,143972.0,15717440.0
2019-09-30,9240,9240,8960,9000,28762,,
2019-10-01,9000,9400,8980,9320,29994,,
2019-10-02,9300,9300,9000,9060,17986,,
2019-10-04,8930,9090,8930,9040,15420,,
2019-10-07,9060,9570,9000,9410,63675,,
