유비쿼스(264450),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2018-12-21,34800,35700,34700,35600,19262,182413.0,5123955.0
2018-12-24,35550,35550,34250,34950,13214,179082.0,5123955.0
2018-12-26,34200,34650,33300,34550,31777,177033.0,5123955.0
2018-12-27,34850,37250,34550,36600,78861,187537.0,5123955.0
2018-12-28,37300,39650,37000,37900,101261,194198.0,5123955.0
2019-01-02,38350,39800,38200,39050,75793,200090.0,5123955.0
2019-01-03,39500,39500,37750,38950,53779,199578.0,5123955.0
2019-01-04,38300,39450,38200,38700,35567,198297.0,5123955.0
2019-01-07,39000,39850,38000,39750,52443,203677.0,5123955.0
2019-01-08,39950,40250,37650,38050,44158,194966.0,5123955.0
2019-01-09,37950,38850,37450,37600,38225,192661.0,5123955.0
2019-01-10,37900,38050,36900,37700,29375,193173.0,5123955.0
2019-01-11,37600,39800,37600,39750,81905,203677.0,5123955.0
2019-01-14,41000,41700,39850,41200,101410,211107.0,5123955.0
2019-01-15,41650,41750,40350,41300,37245,211619.0,5123955.0
2019-01-16,41300,41300,39900,40600,48538,208033.0,5123955.0
2019-01-17,40150,40550,39200,39300,48681,201371.0,5123955.0
2019-01-18,39800,39900,38500,38950,57373,199578.0,5123955.0
2019-01-21,38800,40100,38250,38900,46914,199322.0,5123955.0
2019-01-22,39050,39450,37400,38100,48231,195223.0,5123955.0
2019-01-23,37900,38600,37500,37900,25589,194198.0,5123955.0
2019-01-24,38000,38200,37000,37750,38800,193429.0,5123955.0
2019-01-25,38000,38450,37600,38100,22024,195223.0,5123955.0
2019-01-28,38150,38700,37750,38450,27849,197016.0,5123955.0
2019-01-29,38200,38200,36650,37100,55016,190099.0,5123955.0
2019-01-30,37050,37500,36300,36550,24275,187281.0,5123955.0
2019-01-31,36550,36900,35200,35700,40861,182925.0,5123955.0
2019-02-01,36050,36050,35050,35700,17285,182925.0,5123955.0
2019-02-07,35800,38800,35200,38550,59244,197528.0,5123955.0
2019-02-08,38500,38750,36850,38500,40631,197272.0,5123955.0
2019-02-11,38600,39400,37900,39300,51732,201371.0,5123955.0
2019-02-12,39650,39900,38550,39250,34240,201115.0,5123955.0
2019-02-13,39550,39550,38000,38450,53637,197016.0,5123955.0
2019-02-14,38450,38650,37250,37500,40820,192148.0,5123955.0
2019-02-15,37750,38600,36800,36950,38197,189330.0,5123955.0
2019-02-18,37050,37750,36800,36900,23897,189074.0,5123955.0
2019-02-19,36900,38200,36600,36800,48241,188562.0,5123955.0
2019-02-20,36850,37250,36550,37250,23878,190867.0,5123955.0
2019-02-21,37050,37300,36500,36500,31368,187024.0,5123955.0
2019-02-22,36200,37000,35800,36450,37440,186768.0,5123955.0
2019-02-25,36450,37000,36200,36400,35094,186512.0,5123955.0
2019-02-26,36400,36600,35500,35950,33280,184206.0,5123955.0
2019-02-27,35950,36250,35650,35900,13762,183950.0,5123955.0
2019-02-28,35900,35900,33350,33500,103488,171652.0,5123955.0
2019-03-04,33850,34350,33150,33800,49102,173190.0,5123955.0
2019-03-05,33900,33900,32650,33500,34545,171652.0,5123955.0
2019-03-06,33200,34700,33200,33550,52626,171909.0,5123955.0
2019-03-07,33550,33750,31700,32200,56249,164991.0,5123955.0
2019-03-08,31550,31900,31100,31100,53025,159355.0,5123955.0
2019-03-11,31100,32200,30000,32200,72851,164991.0,5123955.0
2019-03-12,32800,32850,31350,31850,57119,163198.0,5123955.0
2019-03-13,31500,31750,30400,30650,54404,157049.0,5123955.0
2019-03-14,30650,31150,30400,30800,27467,157818.0,5123955.0
2019-03-15,31100,31350,30850,31300,41961,160380.0,5123955.0
2019-03-18,31500,33400,31400,33400,76475,171140.0,5123955.0
2019-03-19,34000,35300,33200,34800,140723,178314.0,5123955.0
2019-03-20,35000,35000,33600,34500,53275,176776.0,5123955.0
2019-03-21,34450,34450,33700,33900,30899,173702.0,5123955.0
2019-03-22,33850,34400,33000,33750,39006,172933.0,5123955.0
2019-03-25,33100,34850,33100,34300,51872,175752.0,5123955.0
2019-03-26,34950,34950,33750,34100,27743,174727.0,5123955.0
2019-03-27,34100,34300,32600,33300,30636,170628.0,5123955.0
2019-03-28,33400,33400,31700,33000,35361,169091.0,5123955.0
2019-03-29,32700,33500,32200,33100,30928,169603.0,5123955.0
2019-04-01,33050,33950,33050,33900,22803,173702.0,5123955.0
2019-04-02,33900,33900,32500,32850,48906,168322.0,5123955.0
2019-04-03,33300,33300,32550,32700,24757,167553.0,5123955.0
2019-04-04,32800,34100,32700,33250,47839,170372.0,5123955.0
2019-04-05,33750,34250,33350,33500,50666,171652.0,5123955.0
2019-04-08,33900,33900,32750,33200,34029,170115.0,5123955.0
2019-04-09,33300,36350,33300,35700,192118,182925.0,5123955.0
2019-04-10,35600,35850,34700,35600,53782,182413.0,5123955.0
2019-04-11,35600,36350,35200,35450,61049,181644.0,5123955.0
2019-04-12,35400,38800,35000,37350,193859,191380.0,5123955.0
2019-04-15,38000,39200,37550,38600,148112,197785.0,5123955.0
2019-04-16,38500,38500,37300,37600,49794,192661.0,5123955.0
2019-04-17,38000,38000,35900,36500,115438,187024.0,5123955.0
2019-04-18,36500,36650,35350,35500,50589,181900.0,5123955.0
2019-04-19,35600,36700,35250,36550,60034,187281.0,5123955.0
2019-04-22,36550,36550,35700,35750,30966,183181.0,5123955.0
2019-04-23,36050,36250,35100,35750,18811,183181.0,5123955.0
2019-04-24,35800,37200,35750,36400,40274,186512.0,5123955.0
2019-04-25,36400,36650,35600,35800,17659,183438.0,5123955.0
2019-04-26,36050,37000,35250,36750,49351,188305.0,5123955.0
2019-04-29,37100,37500,36300,37050,35158,189843.0,5123955.0
2019-04-30,37450,38550,36750,38300,65314,196247.0,5123955.0
2019-05-02,38300,39300,37650,38100,50800,195223.0,5123955.0
2019-05-03,38550,38950,37750,38300,34620,196247.0,5123955.0
2019-05-07,37500,39400,37000,38700,53659,198297.0,5123955.0
2019-05-08,38450,39900,38100,38400,57869,196760.0,5123955.0
2019-05-09,38500,39350,36500,37100,54796,190099.0,5123955.0
2019-05-10,36900,38000,36000,37050,56099,189843.0,5123955.0
2019-05-13,37000,38350,36650,37600,59400,192661.0,5123955.0
2019-05-14,36850,40450,36550,40200,135181,205983.0,5123955.0
2019-05-15,40800,51200,40800,42950,918312,220074.0,5123955.0
2019-05-16,42500,42750,39750,40550,203317,207776.0,5123955.0
2019-05-17,40900,41100,37850,38100,194328,195223.0,5123955.0
2019-05-20,37900,38500,36650,37150,87856,190355.0,5123955.0
2019-05-21,37500,39600,37500,39400,124087,201884.0,5123955.0
2019-05-22,40000,41750,38600,41450,149144,212388.0,5123955.0
2019-05-23,42150,43950,41100,41900,154819,214694.0,5123955.0
2019-05-24,41350,42850,40500,41800,90264,214181.0,5123955.0
2019-05-27,43500,45900,41200,44000,298845,225454.0,5123955.0
2019-05-28,44950,46900,44350,46000,179593,235702.0,5123955.0
2019-05-29,46000,49900,45000,48300,311035,247487.0,5123955.0
2019-05-30,48350,48650,42950,44450,305902,227760.0,5123955.0
2019-05-31,43750,44750,41850,42000,169362,215206.0,5123955.0
2019-06-03,41500,43100,41000,41900,94241,214694.0,5123955.0
2019-06-04,42350,44200,41300,44150,107439,226223.0,5123955.0
2019-06-05,44700,45900,43550,45400,128035,232628.0,5123955.0
2019-06-07,45550,47850,44450,46600,122863,238776.0,5123955.0
2019-06-10,46600,49350,46600,47600,144394,243900.0,5123955.0
2019-06-11,48600,49450,46450,46800,106767,239801.0,5123955.0
2019-06-12,46800,47050,44850,45100,87231,231090.0,5123955.0
2019-06-13,45100,46700,44700,46350,52528,237495.0,5123955.0
2019-06-14,46200,52100,46200,51000,362544,261322.0,5123955.0
2019-06-17,51000,51100,48650,48850,130822,250305.0,5123955.0
2019-06-18,48450,51200,48000,48800,89982,250049.0,5123955.0
2019-06-19,49000,50400,46600,47700,125456,244413.0,5123955.0
2019-06-20,47500,48600,47150,47650,73749,244156.0,5123955.0
2019-06-21,48150,49800,47800,48750,118415,249793.0,5123955.0
2019-06-24,48700,49900,46600,46800,94211,239801.0,5123955.0
2019-06-25,46250,47150,43600,44150,143189,226223.0,5123955.0
2019-06-26,44200,45700,43550,44600,63791,228528.0,5123955.0
2019-06-27,44900,45800,44150,44800,53622,229553.0,5123955.0
2019-06-28,44850,45350,43600,44400,34033,227504.0,5123955.0
2019-07-01,44300,45000,39200,42550,132781,218024.0,5123955.0
2019-07-02,42450,43900,42400,43600,41419,223404.0,5123955.0
2019-07-03,43600,43650,41900,42450,29399,217512.0,5123955.0
2019-07-04,42450,43550,41400,42800,59845,219305.0,5123955.0
2019-07-05,42400,42900,41550,42450,15927,217512.0,5123955.0
2019-07-08,42000,42450,40050,40050,44536,205214.0,5123955.0
2019-07-09,39650,41150,39500,40200,54164,205983.0,5123955.0
2019-07-10,39900,41350,39650,39750,106408,203677.0,5123955.0
2019-07-11,39900,41000,39400,39700,50807,203421.0,5123955.0
2019-07-12,40000,40850,39200,40000,69420,204958.0,5123955.0
2019-07-15,40100,40350,38050,38600,65925,197785.0,5123955.0
2019-07-16,38600,38800,37500,37600,56023,192661.0,5123955.0
2019-07-17,37200,38300,36750,37250,59064,190867.0,5123955.0
2019-07-18,36750,38950,36700,37450,74402,191892.0,5123955.0
2019-07-19,37450,38200,37450,38200,25810,195735.0,5123955.0
2019-07-22,38200,38850,37900,38850,30906,199066.0,5123955.0
2019-07-23,38400,39200,37000,37550,56477,192405.0,5123955.0
2019-07-24,37550,38000,36150,36250,31435,185743.0,5123955.0
2019-07-25,36250,36700,35450,35900,33808,183950.0,5123955.0
2019-07-26,35350,36250,35350,36050,34331,184719.0,5123955.0
2019-07-29,36350,36400,32750,33350,122919,170884.0,5123955.0
2019-07-30,33300,34150,33100,33750,51238,172933.0,5123955.0
2019-07-31,33400,34200,31950,34000,56812,174214.0,5123955.0
2019-08-01,34000,34600,32900,33200,29968,170115.0,5123955.0
2019-08-02,32350,34050,31900,33200,41169,170115.0,5123955.0
2019-08-05,32800,33150,29600,29900,95557,153206.0,5123955.0
2019-08-06,28000,31050,25700,28600,213944,146545.0,5123955.0
2019-08-07,29100,29700,28650,29550,61802,151413.0,5123955.0
2019-08-08,30000,31450,30000,31100,61590,159355.0,5123955.0
2019-08-09,31850,32000,29500,30400,86539,155768.0,5123955.0
2019-08-12,30150,30200,29200,29850,44616,152950.0,5123955.0
2019-08-13,29750,30100,27700,29800,43095,152694.0,5123955.0
2019-08-14,30000,30750,29700,30450,40411,156024.0,5123955.0
2019-08-16,29900,30000,29100,29150,45633,149363.0,5123955.0
2019-08-19,29200,29900,28700,29300,30310,150132.0,5123955.0
2019-08-20,29400,31450,29300,31250,76565,160124.0,5123955.0
2019-08-21,31400,31800,30700,31450,44603,161148.0,5123955.0
2019-08-22,31750,31750,30700,31050,36738,159099.0,5123955.0
2019-08-23,30000,31600,30000,30350,73116,155512.0,5123955.0
2019-08-26,29300,29800,27400,28150,93569,144239.0,5123955.0
2019-08-27,28750,30250,28350,28800,83261,147570.0,5123955.0
2019-08-28,28950,29450,28650,29150,36567,149363.0,5123955.0
2019-08-29,29150,29300,28200,28500,35771,146033.0,5123955.0
2019-08-30,29000,31000,28800,30650,94725,157049.0,5123955.0
2019-09-02,30300,33000,30300,32800,107371,168066.0,5123955.0
2019-09-03,32800,34150,31800,32250,93468,165248.0,5123955.0
2019-09-04,31800,33900,31500,33650,105207,172421.0,5123955.0
2019-09-05,34100,35050,32500,33300,128429,170628.0,5123955.0
2019-09-06,33050,33650,32550,33300,46599,170628.0,5123955.0
2019-09-09,33400,33500,31850,31900,63975,163454.0,5123955.0
2019-09-10,31350,32550,31350,31950,23034,163710.0,5123955.0
2019-09-11,31950,33850,31550,33450,46774,171396.0,5123955.0
2019-09-16,33450,33550,32900,33450,28862,171396.0,5123955.0
2019-09-17,33600,34550,33250,33850,40043,173446.0,5123955.0
2019-09-18,33800,34700,33800,34700,34085,177801.0,5123955.0
2019-09-19,34750,35000,34050,34650,33741,177545.0,5123955.0
2019-09-20,34650,35700,34550,35300,47565,180876.0,5123955.0
2019-09-23,35200,35800,34700,35450,14555,181644.0,5123955.0
2019-09-24,35450,35850,35050,35450,25005,181644.0,5123955.0
2019-09-25,35000,35500,33850,34200,36775,175239.0,5123955.0
2019-09-26,34200,34950,33550,34200,26012,175239.0,5123955.0
2019-09-27,33900,34200,33200,34000,17390,174214.0,5123955.0
2019-09-30,33650,34000,32000,33650,22117,172421.0,5123955.0
2019-10-01,33450,34150,33300,33600,9984,172165.0,5123955.0
2019-10-02,33000,33850,32800,33250,9539,170372.0,5123955.0
2019-10-04,33250,33600,32150,32500,30001,166529.0,5123955.0
2019-10-07,32700,33050,30900,31600,35009,161917.0,5123955.0
