네오오토(212560),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2016-07-04,6666,6833,6666,6833,15762,53812.0,5250000.0
2016-07-05,6866,7066,6733,6933,40336,54600.0,5250000.0
2016-07-06,7066,7066,6733,6867,14029,54075.0,5250000.0
2016-07-07,6900,7000,6766,6867,12632,54075.0,5250000.0
2016-07-08,6900,6900,6666,6733,27330,53025.0,5250000.0
2016-07-11,6640,6733,6640,6700,6084,52762.0,5250000.0
2016-07-12,6700,6766,6606,6700,9383,52762.0,5250000.0
2016-07-13,6700,6800,6633,6767,17800,53288.0,5250000.0
2016-07-14,6766,7100,6733,7033,61878,55388.0,5250000.0
2016-07-15,7000,7300,6933,7200,64699,56700.0,5250000.0
2016-07-18,7266,7300,7000,7000,21762,55125.0,5250000.0
2016-07-19,7033,7200,6866,7100,23325,55912.0,5250000.0
2016-07-20,7200,7200,7000,7133,13802,56175.0,5250000.0
2016-07-21,7000,7133,6933,7067,14474,55650.0,5250000.0
2016-07-22,7200,7200,6733,6833,612379,53812.0,5250000.0
2016-07-25,6833,7033,6766,6900,56603,54338.0,5250000.0
2016-07-26,6966,7333,6866,7100,100274,55912.0,5250000.0
2016-07-27,7066,7166,6966,7033,68657,55388.0,5250000.0
2016-07-28,7033,7100,6966,7067,53803,55650.0,5250000.0
2016-07-29,7033,7266,6966,7167,104664,56438.0,5250000.0
2016-08-01,7200,7266,7000,7167,84775,56438.0,5250000.0
2016-08-02,7233,7233,7000,7100,44520,55912.0,5250000.0
2016-08-03,7066,7133,6966,7067,34868,55650.0,5250000.0
2016-08-04,7133,7133,6866,6900,79669,54338.0,5250000.0
2016-08-05,6933,7133,6900,6933,138778,54600.0,5250000.0
2016-08-08,6966,7066,6866,6967,21193,54862.0,5250000.0
2016-08-09,7000,7000,6866,6967,17162,54862.0,5250000.0
2016-08-10,7000,7033,6900,6967,30192,54862.0,5250000.0
2016-08-11,7000,7000,6833,6900,28367,54338.0,5250000.0
2016-08-12,6966,7000,6900,6967,29367,54862.0,5250000.0
2016-08-16,7000,7000,6933,6967,18297,54862.0,5250000.0
2016-08-17,6966,6966,6833,6900,20371,54338.0,5250000.0
2016-08-18,6966,7033,6866,7000,29389,55125.0,5250000.0
2016-08-19,6966,7133,6933,6967,57493,54862.0,5250000.0
2016-08-22,6900,7000,6866,6900,34771,54338.0,5250000.0
2016-08-23,6966,7166,6900,7133,78885,56175.0,5250000.0
2016-08-24,7133,7566,7033,7467,546875,58800.0,5250000.0
2016-08-25,7500,7666,7366,7467,125747,58800.0,5250000.0
2016-08-26,7533,7633,7333,7433,93892,58538.0,5250000.0
2016-08-29,7433,7466,7200,7233,51319,56962.0,5250000.0
2016-08-30,7400,7466,7166,7233,40434,56962.0,5250000.0
2016-08-31,7133,7300,7066,7233,43612,56962.0,5250000.0
2016-09-01,7233,7333,7100,7200,17676,56700.0,5250000.0
2016-09-02,7233,7366,7066,7300,56377,57488.0,5250000.0
2016-09-05,7400,7866,7266,7767,243291,61162.0,5250000.0
2016-09-06,7800,8033,7666,7900,275765,62212.0,5250000.0
2016-09-07,7900,7933,7600,7867,144888,61950.0,5250000.0
2016-09-08,7866,7933,7600,7833,115505,61688.0,5250000.0
2016-09-09,7900,8000,7500,7667,118832,60375.0,5250000.0
2016-09-12,7666,7666,7100,7133,133310,56175.0,5250000.0
2016-09-13,7200,7366,7133,7333,42370,57750.0,5250000.0
2016-09-19,7333,7433,7100,7333,43000,57750.0,5250000.0
2016-09-20,7400,7533,7200,7533,41059,59325.0,5250000.0
2016-09-21,7500,7500,7333,7400,64413,58275.0,5250000.0
2016-09-22,7500,7533,7200,7333,50106,57750.0,5250000.0
2016-09-23,7333,7333,7200,7300,27120,57488.0,5250000.0
2016-09-26,7300,7566,7200,7200,19249,56700.0,5250000.0
2016-09-27,7266,7266,7066,7233,23616,56962.0,5250000.0
2016-09-28,7233,7266,7066,7267,36929,57225.0,5250000.0
2016-09-29,7300,7533,7200,7467,51812,58800.0,5250000.0
2016-09-30,7466,7466,7266,7467,22756,58800.0,5250000.0
2016-10-04,7466,7533,7266,7367,21504,58012.0,5250000.0
2016-10-05,7433,7433,7200,7300,14086,57488.0,5250000.0
2016-10-06,7333,7400,7200,7267,15071,57225.0,5250000.0
2016-10-07,7266,7300,7133,7267,19489,57225.0,5250000.0
2016-10-10,7366,7366,7166,7200,15907,56700.0,5250000.0
2016-10-11,7133,7200,6733,7000,65949,55125.0,5250000.0
2016-10-12,7000,7133,6800,6967,21118,54862.0,5250000.0
2016-10-13,6966,7000,6800,7000,16526,55125.0,5250000.0
2016-10-14,6933,7100,6900,7067,13658,55650.0,5250000.0
2016-10-17,7100,7100,6900,7067,9814,55650.0,5250000.0
2016-10-18,7066,7200,6966,7067,22034,55650.0,5250000.0
2016-10-19,7133,7266,7033,7100,31793,55912.0,5250000.0
2016-10-20,7133,7233,6966,7233,31335,56962.0,5250000.0
2016-10-21,7233,7333,7100,7267,18367,57225.0,5250000.0
2016-10-24,7133,7200,6966,6967,36042,54862.0,5250000.0
2016-10-25,6933,6933,6733,6933,29474,54600.0,5250000.0
2016-10-26,6900,6900,6733,6800,26760,53550.0,5250000.0
2016-10-27,6800,7000,6800,6967,15999,54862.0,5250000.0
2016-10-28,7000,7000,6666,7000,15853,55125.0,5250000.0
2016-10-31,7033,7033,6766,6967,9671,54862.0,5250000.0
2016-11-01,6933,6933,6800,6933,17192,54600.0,5250000.0
2016-11-02,6966,7000,6600,6600,43102,51975.0,5250000.0
2016-11-03,6666,6800,6660,6800,17755,53550.0,5250000.0
2016-11-04,6800,6800,6613,6800,12113,53550.0,5250000.0
2016-11-07,6666,6766,6666,6700,18810,52762.0,5250000.0
2016-11-08,6766,6766,6613,6700,11979,52762.0,5250000.0
2016-11-09,6700,6733,6220,6447,44001,50768.0,5250000.0
2016-11-10,6666,6666,6366,6407,28055,50452.0,5250000.0
2016-11-11,6333,6386,6206,6340,24073,49928.0,5250000.0
2016-11-14,6346,6346,6273,6280,7596,49455.0,5250000.0
2016-11-15,6306,6326,6206,6260,18522,49298.0,5250000.0
2016-11-16,6260,6433,6200,6293,12267,49560.0,5250000.0
2016-11-17,6300,6353,6233,6293,26796,49560.0,5250000.0
2016-11-18,6293,6433,6200,6433,31417,50662.0,5250000.0
2016-11-21,6466,6466,6273,6467,14262,50925.0,5250000.0
2016-11-22,6533,6533,6333,6427,7418,50610.0,5250000.0
2016-11-23,6426,6460,6326,6420,9468,50558.0,5250000.0
2016-11-24,6433,6433,6266,6313,13075,49718.0,5250000.0
2016-11-25,6313,6320,6233,6233,8591,49088.0,5250000.0
2016-11-28,6240,6326,6240,6287,4172,49508.0,5250000.0
2016-11-29,6333,6333,6266,6327,3745,49822.0,5250000.0
2016-11-30,6466,6466,6266,6327,5770,49822.0,5250000.0
2016-12-01,6393,6633,6266,6307,6029,49665.0,5250000.0
2016-12-02,6573,6573,6273,6287,9271,49508.0,5250000.0
2016-12-05,6286,6586,6166,6260,15520,49298.0,5250000.0
2016-12-06,6326,6326,6193,6287,5367,49508.0,5250000.0
2016-12-07,6333,6466,6213,6313,8677,49718.0,5250000.0
2016-12-08,6400,6460,6280,6460,10886,50872.0,5250000.0
2016-12-09,6460,6666,6433,6667,46167,52500.0,5250000.0
2016-12-12,6733,6766,6553,6700,15715,52762.0,5250000.0
2016-12-13,7266,7600,6766,6967,283378,54862.0,5250000.0
2016-12-14,6966,7066,6733,6900,93223,54338.0,5250000.0
2016-12-15,6866,6966,6733,6867,35813,54075.0,5250000.0
2016-12-16,6866,7000,6800,6900,33717,54338.0,5250000.0
2016-12-19,6933,7033,6833,7033,31616,55388.0,5250000.0
2016-12-20,7166,7166,6900,7067,26262,55650.0,5250000.0
2016-12-21,7066,7133,6900,7067,35622,55650.0,5250000.0
2016-12-22,7066,7100,6866,7033,21062,55388.0,5250000.0
2016-12-23,6900,7000,6866,6933,55709,54600.0,5250000.0
2016-12-26,7000,7000,6766,6800,67377,53550.0,5250000.0
2016-12-27,6833,7000,6800,7000,62140,55125.0,5250000.0
2016-12-28,7000,7150,6850,6990,49271,36698.0,5250000.0
2016-12-29,7100,7180,6890,6980,25985,36645.0,5250000.0
2017-01-02,7050,7050,6750,7000,34179,36750.0,5250000.0
2017-01-03,7090,7100,6850,7000,19847,36750.0,5250000.0
2017-01-04,7130,7130,6910,7100,14214,37275.0,5250000.0
2017-01-05,7030,7150,6930,7040,11515,36960.0,5250000.0
2017-01-06,7100,7100,6930,7040,17428,36960.0,5250000.0
2017-01-09,7030,7090,6940,6970,13088,36592.0,5250000.0
2017-01-10,7040,7040,6850,6900,23058,36225.0,5250000.0
2017-01-11,6980,6990,6800,6900,11970,36225.0,5250000.0
2017-01-12,6900,6950,6850,6900,7220,36225.0,5250000.0
2017-01-13,6850,6960,6800,6850,18116,35962.0,5250000.0
2017-01-16,6800,6870,6690,6870,17304,36068.0,5250000.0
2017-01-17,6760,6950,6760,6870,14240,36068.0,5250000.0
2017-01-18,6800,6860,6620,6670,42275,52526.0,7874963.0
2017-01-19,6680,6750,6660,6740,17654,53077.0,7874963.0
2017-01-20,6680,6760,6640,6700,17633,52762.0,7874963.0
2017-01-23,6750,6750,6600,6600,15024,51975.0,7874963.0
2017-01-24,6640,6700,6430,6700,29150,52762.0,7874963.0
2017-01-25,6700,6700,6470,6580,20026,51817.0,7874963.0
2017-01-26,6600,6700,6500,6530,30628,51424.0,7874963.0
2017-01-31,6510,6550,6300,6360,24806,50085.0,7874963.0
2017-02-01,6310,6430,6300,6420,22040,50557.0,7874963.0
2017-02-02,6370,6500,6350,6420,9639,50557.0,7874963.0
2017-02-03,6420,6500,6320,6350,15975,50006.0,7874963.0
2017-02-06,6440,6440,6170,6280,32655,49455.0,7874963.0
2017-02-07,6280,6360,6150,6320,16342,49770.0,7874963.0
2017-02-08,6380,6550,6210,6460,22427,50872.0,7874963.0
2017-02-09,6520,6520,6310,6370,7558,50164.0,7874963.0
2017-02-10,6400,6500,6310,6380,5212,50242.0,7874963.0
2017-02-13,6380,6390,6250,6280,12435,49455.0,7874963.0
2017-02-14,6280,6300,6010,6250,25009,49219.0,7874963.0
2017-02-15,6290,6290,6200,6280,25633,49455.0,7874963.0
2017-02-16,6280,6370,6230,6350,13658,50006.0,7874963.0
2017-02-17,6350,6400,6340,6370,18844,50164.0,7874963.0
2017-02-20,6370,6600,6350,6590,42130,51896.0,7874963.0
2017-02-21,6510,6670,6510,6640,22711,52290.0,7874963.0
2017-02-22,6640,6680,6580,6660,13702,52447.0,7874963.0
2017-02-23,6660,6690,6510,6670,13557,52526.0,7874963.0
2017-02-24,6690,6690,6410,6530,8300,51424.0,7874963.0
2017-02-27,6480,6570,6370,6570,18441,51739.0,7874963.0
2017-02-28,6550,6550,6430,6450,6765,50794.0,7874963.0
2017-03-02,6450,6520,6360,6360,29430,50085.0,7874963.0
2017-03-03,6360,6360,6210,6350,15991,50006.0,7874963.0
2017-03-06,6300,6340,6230,6230,15572,49061.0,7874963.0
2017-03-07,6210,6340,6170,6330,7461,49849.0,7874963.0
2017-03-08,6360,6500,6270,6470,10110,50951.0,7874963.0
2017-03-09,6500,6500,6350,6390,4554,50321.0,7874963.0
2017-03-10,6510,6510,6360,6390,6664,50321.0,7874963.0
2017-03-13,6390,6520,6340,6400,8603,50400.0,7874963.0
2017-03-14,6420,6420,6310,6390,9317,50321.0,7874963.0
2017-03-15,6300,6390,6260,6260,22955,49297.0,7874963.0
2017-03-16,6270,6350,6260,6270,9395,49376.0,7874963.0
2017-03-17,6390,6400,6290,6400,7524,50400.0,7874963.0
2017-03-20,6420,6550,6370,6410,7312,50479.0,7874963.0
2017-03-21,6410,6520,6360,6500,14079,51187.0,7874963.0
2017-03-22,6540,6540,6440,6460,10700,50872.0,7874963.0
2017-03-23,6350,6540,6300,6330,21301,49849.0,7874963.0
2017-03-24,6390,7050,6390,6550,344976,51581.0,7874963.0
2017-03-27,6500,6630,6400,6400,45539,50400.0,7874963.0
2017-03-28,6460,6480,6300,6370,34451,50164.0,7874963.0
2017-03-29,6370,6920,6340,6540,247280,51502.0,7874963.0
2017-03-30,6700,8500,6600,8500,4216613,66937.0,7874963.0
2017-03-31,9520,11050,9360,10800,8069499,85050.0,7874963.0
2017-04-03,10700,10850,10350,10800,1873303,85050.0,7874963.0
2017-04-04,10550,10650,8660,9000,2004672,70875.0,7874963.0
2017-04-05,8820,9470,8650,8990,942881,70796.0,7874963.0
2017-04-06,8990,9070,8370,9070,857284,71426.0,7874963.0
2017-04-07,9020,9670,8660,8750,998952,68906.0,7874963.0
2017-04-10,8180,8280,7520,8000,880926,63000.0,7874963.0
2017-04-11,8100,8240,7650,7760,790956,61110.0,7874963.0
2017-04-12,7800,8370,7560,7900,995113,62212.0,7874963.0
2017-04-13,7870,8030,7650,7750,287689,61031.0,7874963.0
2017-04-14,7800,8250,7440,7440,719478,58590.0,7874963.0
2017-04-17,7600,7740,7390,7740,258781,60952.0,7874963.0
2017-04-18,7800,7820,7640,7730,233607,60873.0,7874963.0
2017-04-19,7750,7920,7630,7920,232677,62370.0,7874963.0
2017-04-20,7920,7920,7680,7680,192334,60480.0,7874963.0
2017-04-21,7680,7790,7440,7470,146505,58826.0,7874963.0
2017-04-24,7500,8190,7500,7830,897057,61661.0,7874963.0
2017-04-25,7850,8300,7770,8070,443523,63551.0,7874963.0
2017-04-26,8050,8170,7830,7840,190634,61740.0,7874963.0
2017-04-27,8020,8410,7940,8020,703099,63157.0,7874963.0
2017-04-28,7970,8010,7620,7700,227147,60637.0,7874963.0
2017-05-02,7760,7760,7420,7430,132828,58511.0,7874963.0
2017-05-04,7450,7860,7450,7720,169678,60795.0,7874963.0
2017-05-08,7870,7870,7540,7590,148543,59771.0,7874963.0
2017-05-10,7720,7750,7450,7650,125479,60243.0,7874963.0
2017-05-11,7850,9940,7840,9940,6174238,78277.0,7874963.0
2017-05-12,10500,11000,9210,9510,4771838,74891.0,7874963.0
2017-05-15,9510,9650,9140,9460,2033049,74497.0,7874963.0
2017-05-16,9690,9930,8740,8870,2178864,69851.0,7874963.0
2017-05-17,8870,9100,8670,8860,817098,69772.0,7874963.0
2017-05-18,8740,8840,8600,8740,508878,68827.0,7874963.0
2017-05-19,8850,9430,8640,8640,2445263,68040.0,7874963.0
2017-05-22,8610,8820,8460,8540,407365,67252.0,7874963.0
2017-05-23,8630,10250,8630,9600,9296319,75600.0,7874963.0
2017-05-24,9540,9570,9140,9330,1057652,73473.0,7874963.0
2017-05-25,9300,9560,8760,8820,969334,69457.0,7874963.0
2017-05-26,8810,9270,8710,8870,1030242,69851.0,7874963.0
2017-05-29,9020,9040,8570,8570,401970,67488.0,7874963.0
2017-05-30,8650,8660,8180,8350,392950,65756.0,7874963.0
2017-05-31,8350,8380,8060,8120,330335,63945.0,7874963.0
2017-06-01,8470,9170,8200,8260,1524637,65047.0,7874963.0
2017-06-02,8260,8400,8150,8340,227603,65677.0,7874963.0
2017-06-05,8340,8400,8090,8090,221570,63708.0,7874963.0
2017-06-07,8140,8370,8010,8360,275264,65835.0,7874963.0
2017-06-08,8360,8420,8210,8350,187521,65756.0,7874963.0
2017-06-09,8430,8620,8370,8500,190755,66937.0,7874963.0
2017-06-12,8450,8490,8330,8400,143030,66150.0,7874963.0
2017-06-13,8420,9470,8350,8630,2337222,67961.0,7874963.0
2017-06-14,8640,8990,8550,8850,646431,69693.0,7874963.0
2017-06-15,8900,8950,8630,8650,262601,68118.0,7874963.0
2017-06-16,8740,8800,8410,8800,201758,69300.0,7874963.0
2017-06-19,8780,9240,8640,9090,514662,71583.0,7874963.0
2017-06-20,9140,9360,8770,9080,829710,71505.0,7874963.0
2017-06-21,8940,9080,8760,8760,194375,68985.0,7874963.0
2017-06-22,8610,8770,8450,8470,189842,66701.0,7874963.0
2017-06-23,8470,8680,8470,8530,90199,67173.0,7874963.0
2017-06-26,8500,8690,8460,8690,118450,68433.0,7874963.0
2017-06-27,8640,8870,8620,8750,84224,68906.0,7874963.0
2017-06-28,8650,9200,8650,8910,543327,70166.0,7874963.0
2017-06-29,9020,9180,8710,8710,187586,68591.0,7874963.0
2017-06-30,8640,8990,8580,8640,201994,68040.0,7874963.0
2017-07-03,8730,9130,8640,9080,340854,71505.0,7874963.0
2017-07-04,9030,9190,8600,8640,275168,68040.0,7874963.0
2017-07-05,8680,8770,8500,8560,186881,67410.0,7874963.0
2017-07-06,8520,8600,8500,8540,64101,67252.0,7874963.0
2017-07-07,8480,8570,8420,8510,82166,67016.0,7874963.0
2017-07-10,8480,8590,8400,8400,88962,66150.0,7874963.0
2017-07-11,8480,8480,8000,8050,206626,63393.0,7874963.0
2017-07-12,8090,8270,8000,8110,154669,63866.0,7874963.0
2017-07-13,8110,8180,7860,7860,162711,61897.0,7874963.0
2017-07-14,7850,7960,7730,7810,89545,61503.0,7874963.0
2017-07-17,7760,7900,7760,7810,73459,61503.0,7874963.0
2017-07-18,7790,8130,7770,7990,146236,62921.0,7874963.0
2017-07-19,8030,8070,7920,7990,58151,62921.0,7874963.0
2017-07-20,8040,8160,7850,7990,76977,62921.0,7874963.0
2017-07-21,7960,8110,7900,7960,121886,62685.0,7874963.0
2017-07-24,8000,8280,7920,8150,98515,64181.0,7874963.0
2017-07-25,8140,8250,7990,8000,60560,63000.0,7874963.0
2017-07-26,8020,8080,7920,7950,45092,62606.0,7874963.0
2017-07-27,8010,8120,7950,8000,53746,63000.0,7874963.0
2017-07-28,7920,8000,7800,7900,48815,62212.0,7874963.0
2017-07-31,7800,7890,7520,7540,61239,59377.0,7874963.0
2017-08-01,7510,7800,7510,7740,53370,60952.0,7874963.0
2017-08-02,7700,7880,7700,7780,26739,61267.0,7874963.0
