네오오토(212560),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2019-04-30,6150,6360,6080,6270,165364,49376.0,7874963.0
2019-05-02,6290,6440,6230,6400,127367,50400.0,7874963.0
2019-05-03,6400,6400,6110,6230,122921,49061.0,7874963.0
2019-05-07,6230,6230,5920,6090,113302,47959.0,7874963.0
2019-05-08,6070,6390,6000,6250,142206,49219.0,7874963.0
2019-05-09,6240,6340,5960,6020,107721,47407.0,7874963.0
2019-05-10,6040,6080,5550,5760,157416,45360.0,7874963.0
2019-05-13,5830,5830,5340,5430,92685,42761.0,7874963.0
2019-05-14,5290,5400,5070,5330,120943,41974.0,7874963.0
2019-05-15,5330,5360,5200,5210,85289,41029.0,7874963.0
2019-05-16,5240,5280,5030,5030,84242,39611.0,7874963.0
2019-05-17,5030,5140,4905,5030,49563,39611.0,7874963.0
2019-05-20,4990,5030,4830,4900,94160,38587.0,7874963.0
2019-05-21,4765,5010,4765,4900,39755,38587.0,7874963.0
2019-05-22,4975,4975,4800,4940,73923,38902.0,7874963.0
2019-05-23,4940,4940,4745,4770,68304,37564.0,7874963.0
2019-05-24,4770,4895,4735,4800,48335,37800.0,7874963.0
2019-05-27,4800,4915,4785,4865,27948,38312.0,7874963.0
2019-05-28,4865,4980,4810,4965,48048,39099.0,7874963.0
2019-05-29,4960,5450,4960,5290,263858,41659.0,7874963.0
2019-05-30,5320,5340,5070,5200,60457,40950.0,7874963.0
2019-05-31,5200,6060,5150,5830,362419,45911.0,7874963.0
2019-06-03,5780,5910,5500,5650,89475,44494.0,7874963.0
2019-06-04,5600,5710,5550,5680,38929,44730.0,7874963.0
2019-06-05,5680,5760,5610,5680,24131,44730.0,7874963.0
2019-06-07,5680,5990,5580,5900,67576,46462.0,7874963.0
2019-06-10,5880,5960,5800,5920,39626,46620.0,7874963.0
2019-06-11,5860,5930,5850,5850,46072,46069.0,7874963.0
2019-06-12,5870,5870,5610,5690,38429,44809.0,7874963.0
2019-06-13,5680,5720,5560,5620,26752,44257.0,7874963.0
2019-06-14,5620,5630,5280,5490,99711,43234.0,7874963.0
2019-06-17,5490,5510,5380,5490,39566,43234.0,7874963.0
2019-06-18,5480,5490,5360,5360,30568,42210.0,7874963.0
2019-06-19,5360,5460,5350,5370,20217,42289.0,7874963.0
2019-06-20,5370,6280,5350,5990,276888,47171.0,7874963.0
2019-06-21,5990,6100,5860,5950,73781,46856.0,7874963.0
2019-06-24,5950,5990,5700,5870,86018,46226.0,7874963.0
2019-06-25,5780,5780,5450,5610,85917,44179.0,7874963.0
2019-06-26,5590,5660,5400,5430,51415,42761.0,7874963.0
2019-06-27,5430,5520,5340,5490,38902,43234.0,7874963.0
2019-06-28,5490,5560,5150,5490,46274,43234.0,7874963.0
2019-07-01,5490,5590,5400,5430,33400,42761.0,7874963.0
2019-07-02,5430,5500,5260,5390,34649,42446.0,7874963.0
2019-07-03,5440,5500,5310,5390,34701,42446.0,7874963.0
2019-07-04,5390,5390,5200,5230,14294,41186.0,7874963.0
2019-07-05,5230,5250,5040,5130,18689,40399.0,7874963.0
2019-07-08,5130,5160,4980,4995,17396,39335.0,7874963.0
2019-07-09,4950,5060,4800,4845,87911,38154.0,7874963.0
2019-07-10,4830,4995,4815,4950,28627,38981.0,7874963.0
2019-07-11,4950,5050,4945,5020,22178,39532.0,7874963.0
2019-07-12,5020,5090,4935,5090,33318,40084.0,7874963.0
2019-07-15,5120,5200,4920,5020,24327,39532.0,7874963.0
2019-07-16,5020,5020,4860,4955,29345,39020.0,7874963.0
2019-07-17,4865,5000,4605,4895,73014,38548.0,7874963.0
2019-07-18,4895,5100,4795,4795,18306,37760.0,7874963.0
2019-07-19,4800,4930,4780,4850,20339,38194.0,7874963.0
2019-07-22,4850,4970,4740,4840,36352,38115.0,7874963.0
2019-07-23,4840,4940,4700,4795,21754,37760.0,7874963.0
2019-07-24,4790,4980,4750,4850,94050,38194.0,7874963.0
2019-07-25,4815,4900,4710,4760,50715,37485.0,7874963.0
2019-07-26,4675,4810,4635,4785,34067,37682.0,7874963.0
2019-07-29,4655,4880,4450,4615,64191,36343.0,7874963.0
2019-07-30,4600,4800,4545,4665,21747,36737.0,7874963.0
2019-07-31,4660,4695,4520,4610,27121,36304.0,7874963.0
2019-08-01,4560,4635,4510,4525,14689,35634.0,7874963.0
2019-08-02,4510,4550,4385,4435,21878,34925.0,7874963.0
2019-08-05,4435,4435,3995,4085,47705,32169.0,7874963.0
2019-08-06,3845,4295,3845,4165,50126,32799.0,7874963.0
2019-08-07,4165,4395,4075,4085,46807,32169.0,7874963.0
2019-08-08,4180,4300,4115,4300,15283,33862.0,7874963.0
2019-08-09,4340,4340,4210,4210,9372,33154.0,7874963.0
2019-08-12,4210,4330,4155,4240,27231,33390.0,7874963.0
2019-08-13,4165,4285,4165,4250,14182,33469.0,7874963.0
2019-08-14,4255,4360,4245,4320,20178,34020.0,7874963.0
2019-08-16,4320,4320,4205,4230,11202,33311.0,7874963.0
2019-08-19,4230,4315,4200,4255,25167,33508.0,7874963.0
2019-08-20,4255,4465,4220,4395,44335,34610.0,7874963.0
2019-08-21,4395,4580,4330,4560,34046,35910.0,7874963.0
2019-08-22,4580,4580,4450,4455,11764,35083.0,7874963.0
2019-08-23,4455,4575,4390,4420,10613,34807.0,7874963.0
2019-08-26,4260,4400,4240,4240,18211,33390.0,7874963.0
2019-08-27,4240,4330,4180,4245,16076,33429.0,7874963.0
2019-08-28,4245,4340,4230,4290,10277,33784.0,7874963.0
2019-08-29,4320,4320,4150,4180,15187,32917.0,7874963.0
2019-08-30,4205,4275,4195,4275,27766,33665.0,7874963.0
2019-09-02,4250,4400,4195,4320,76710,34020.0,7874963.0
2019-09-03,4320,4400,4275,4325,25456,34059.0,7874963.0
2019-09-04,4325,4555,4280,4390,73228,34571.0,7874963.0
2019-09-05,4505,4525,4405,4515,21507,35555.0,7874963.0
2019-09-06,4520,4570,4450,4470,25937,35201.0,7874963.0
2019-09-09,4470,4495,4375,4375,20912,34453.0,7874963.0
2019-09-10,4330,4360,4270,4330,16942,34099.0,7874963.0
2019-09-11,4325,4340,4290,4300,19788,33862.0,7874963.0
2019-09-16,4320,4380,4275,4300,43484,33862.0,7874963.0
2019-09-17,4335,4335,4270,4285,20191,33744.0,7874963.0
2019-09-18,4285,4550,4285,4460,72903,35122.0,7874963.0
2019-09-19,4455,4495,4390,4400,16033,34650.0,7874963.0
2019-09-20,4400,4450,4310,4450,14889,35044.0,7874963.0
2019-09-23,4655,5780,4655,5780,3541914,45517.0,7874963.0
2019-09-24,5670,6680,5630,5960,4612635,46935.0,7874963.0
2019-09-25,5930,6030,5640,5660,568167,44572.0,7874963.0
2019-09-26,5610,6170,5260,5470,1544455,43076.0,7874963.0
2019-09-27,5380,5480,5250,5450,321828,42919.0,7874963.0
2019-09-30,5410,5550,5240,5530,330198,43549.0,7874963.0
2019-10-01,5460,5520,5260,5450,188390,42919.0,7874963.0
2019-10-02,5410,5950,5300,5360,2261062,42210.0,7874963.0
2019-10-04,5420,5570,5330,5350,405286,42131.0,7874963.0
2019-10-07,5320,5380,5030,5080,204549,40005.0,7874963.0
