현대사료(016790),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2018-07-19,23950,24300,22750,23000,208283,141461.0,6150486.0
2018-07-20,23500,27250,23250,23800,576422,146382.0,6150486.0
2018-07-23,24150,24300,22350,22350,126905,137463.0,6150486.0
2018-07-24,22750,25850,22600,24050,762974,147919.0,6150486.0
2018-07-25,24100,25400,23200,23700,304827,145767.0,6150486.0
2018-07-26,23800,30150,23750,28200,2367109,173444.0,6150486.0
2018-07-27,28050,29550,26700,26850,984209,165141.0,6150486.0
2018-07-30,27300,28800,26850,28500,528044,175289.0,6150486.0
2018-07-31,28750,28950,26800,27250,312482,167601.0,6150486.0
2018-08-01,27100,27700,26100,26750,250118,164526.0,6150486.0
2018-08-02,26800,27650,26150,26700,182526,164218.0,6150486.0
2018-08-03,27800,28800,27000,27000,353345,166063.0,6150486.0
2018-08-06,26850,27900,26100,26700,188052,164218.0,6150486.0
2018-08-07,27250,27500,26300,26300,119211,161758.0,6150486.0
2018-08-08,26350,28650,26250,26950,731744,165756.0,6150486.0
2018-08-09,26950,27000,26300,26500,154222,162988.0,6150486.0
2018-08-10,27800,28050,27050,27150,399161,166986.0,6150486.0
2018-08-13,27500,29250,24800,25250,505594,155300.0,6150486.0
2018-08-14,25550,27000,24950,26200,255901,161143.0,6150486.0
2018-08-16,26700,27400,26250,26450,186035,162680.0,6150486.0
2018-08-17,25950,27100,25950,26700,130679,164218.0,6150486.0
2018-08-20,26700,27200,26300,26400,79076,162373.0,6150486.0
2018-08-21,26500,27050,26250,27000,114932,166063.0,6150486.0
2018-08-22,27500,27650,26350,26550,126043,163295.0,6150486.0
2018-08-23,26600,26950,26150,26150,109673,160835.0,6150486.0
2018-08-24,26400,26450,26000,26200,59633,161143.0,6150486.0
2018-08-27,24800,25000,24250,24650,133249,151609.0,6150486.0
2018-08-28,25150,25150,24100,24100,64151,148227.0,6150486.0
2018-08-29,23750,24400,23400,24200,61678,148842.0,6150486.0
2018-08-30,24400,25200,24150,24600,90831,151302.0,6150486.0
2018-08-31,24200,24450,24000,24150,51510,148534.0,6150486.0
2018-09-03,24000,24150,23200,23500,241006,144536.0,6150486.0
2018-09-04,23300,24900,23300,24000,340556,147612.0,6150486.0
2018-09-05,24400,24600,23700,23750,100761,146074.0,6150486.0
2018-09-06,23950,24600,23200,23400,175471,143921.0,6150486.0
2018-09-07,23700,23900,23400,23850,78823,146689.0,6150486.0
2018-09-10,24050,27350,23750,25350,1078316,155915.0,6150486.0
2018-09-11,26300,26600,25250,25950,322146,159605.0,6150486.0
2018-09-12,26050,26050,24900,25450,162134,156530.0,6150486.0
2018-09-13,25350,25900,25100,25450,103061,156530.0,6150486.0
2018-09-14,25500,26000,25050,25250,120969,155300.0,6150486.0
2018-09-17,25350,25700,25250,25250,129954,155300.0,6150486.0
2018-09-18,25200,25300,24100,24150,145963,148534.0,6150486.0
2018-09-19,24600,24700,22900,22900,151290,140846.0,6150486.0
2018-09-20,23400,23550,22600,22950,91109,141154.0,6150486.0
2018-09-21,22900,25800,22550,23650,408668,145459.0,6150486.0
2018-09-27,24100,24100,23050,23050,68188,141769.0,6150486.0
2018-09-28,23050,23350,22600,22800,60262,140231.0,6150486.0
2018-10-01,22800,23500,22600,22800,31452,140231.0,6150486.0
2018-10-02,22500,23350,22500,22500,58072,138386.0,6150486.0
2018-10-04,23000,23300,22450,22500,52158,138386.0,6150486.0
2018-10-05,22500,22700,21650,21650,56676,133158.0,6150486.0
2018-10-08,21650,22100,21100,21100,27982,129775.0,6150486.0
2018-10-10,21100,21100,18150,18500,128728,113784.0,6150486.0
2018-10-11,17200,18300,16600,17100,112140,105173.0,6150486.0
2018-10-12,16400,17500,16400,17300,84276,106403.0,6150486.0
2018-10-15,17300,17850,17000,17000,29284,104558.0,6150486.0
2018-10-16,17050,17600,17000,17250,31230,106096.0,6150486.0
2018-10-17,17600,22400,17300,22400,418892,137771.0,6150486.0
2018-10-18,24650,25000,22500,23800,1401544,146382.0,6150486.0
2018-10-19,24000,25200,22700,24200,852185,148842.0,6150486.0
2018-10-22,22750,22900,21600,21600,278777,132850.0,6150486.0
2018-10-23,22350,25550,20950,21300,1520030,131005.0,6150486.0
2018-10-24,21200,21950,18650,19100,289683,117474.0,6150486.0
2018-10-25,18550,19900,17800,19050,283502,117167.0,6150486.0
2018-10-26,19100,19300,17300,17500,176295,107634.0,6150486.0
2018-10-29,17450,17700,15350,15400,133203,94717.0,6150486.0
2018-10-30,14700,17400,14700,16500,268488,101483.0,6150486.0
2018-10-31,16700,18300,16500,16850,225103,103636.0,6150486.0
2018-11-01,17550,19500,17350,18950,433347,116552.0,6150486.0
2018-11-02,19050,19700,18800,19300,283376,118704.0,6150486.0
2018-11-05,19250,19800,18400,19250,110537,118397.0,6150486.0
2018-11-06,19500,19600,18750,19000,109602,116859.0,6150486.0
2018-11-07,19600,23550,18850,19300,1453373,118704.0,6150486.0
2018-11-08,20000,22100,20000,20600,521344,126700.0,6150486.0
2018-11-09,20800,21050,19600,20800,230533,127930.0,6150486.0
2018-11-12,20550,21650,20100,20600,221380,126700.0,6150486.0
2018-11-13,20100,20900,19800,20500,136938,126085.0,6150486.0
2018-11-14,21500,21750,19950,20250,173325,124547.0,6150486.0
2018-11-15,20250,20850,19850,20650,109397,127008.0,6150486.0
2018-11-16,20650,20900,20250,20400,88337,125470.0,6150486.0
2018-11-19,20750,21150,20600,20600,127246,126700.0,6150486.0
2018-11-20,20100,21000,20050,20650,71370,127008.0,6150486.0
2018-11-21,20650,21450,20400,20600,144153,126700.0,6150486.0
2018-11-22,21000,21050,20100,20150,52267,123932.0,6150486.0
2018-11-23,20650,21750,20200,20400,163354,125470.0,6150486.0
2018-11-26,21000,21100,19750,19850,94212,122087.0,6150486.0
2018-11-27,19700,20050,19200,20000,59842,123010.0,6150486.0
2018-11-28,19900,20500,19250,19800,76080,121780.0,6150486.0
2018-11-29,20000,20350,19750,19750,61463,121472.0,6150486.0
2018-11-30,19750,20050,19550,19700,29393,121165.0,6150486.0
2018-12-03,19950,21100,19700,21000,149163,129160.0,6150486.0
2018-12-04,21150,22150,20750,21300,291575,131005.0,6150486.0
2018-12-05,20900,21500,20300,21300,124761,131005.0,6150486.0
2018-12-06,21250,21450,20400,20450,54619,125777.0,6150486.0
2018-12-07,20750,22200,20550,22200,257341,136541.0,6150486.0
2018-12-10,21500,22200,21200,21500,165224,132235.0,6150486.0
2018-12-11,21550,21600,20250,20350,110551,125162.0,6150486.0
2018-12-12,19950,20600,19450,19550,80748,120242.0,6150486.0
2018-12-13,19500,20200,19400,19950,39658,122702.0,6150486.0
2018-12-14,19950,20200,19350,19700,31701,121165.0,6150486.0
2018-12-17,19400,19700,18800,19400,36048,119319.0,6150486.0
2018-12-18,19050,19700,18700,19250,28984,118397.0,6150486.0
2018-12-19,19250,19700,19150,19350,30615,119012.0,6150486.0
2018-12-20,20500,21850,20000,20200,204417,124240.0,6150486.0
2018-12-21,20600,20600,20100,20300,54931,124855.0,6150486.0
2018-12-24,20500,20600,19700,19800,29677,121780.0,6150486.0
2018-12-26,19100,19700,19100,19350,79530,119012.0,6150486.0
2018-12-27,19500,19900,19450,19650,18836,120857.0,6150486.0
2018-12-28,19600,20050,19600,20050,24142,123317.0,6150486.0
2019-01-02,20400,20500,19250,19400,44185,119319.0,6150486.0
2019-01-03,19400,20700,19000,19900,85031,122395.0,6150486.0
2019-01-04,19500,20100,19450,19900,24338,122395.0,6150486.0
2019-01-07,20300,20900,20100,20650,60646,127008.0,6150486.0
2019-01-08,20600,21650,20300,20800,182649,127930.0,6150486.0
2019-01-09,20950,21450,20600,21100,90735,129775.0,6150486.0
2019-01-10,21400,21750,20750,20800,102118,127930.0,6150486.0
2019-01-11,21200,22000,20500,21800,201399,134081.0,6150486.0
2019-01-14,22400,25700,22350,23500,1432724,144536.0,6150486.0
2019-01-15,23550,24150,22950,23550,349566,144844.0,6150486.0
2019-01-16,23750,24750,23300,23450,377159,144229.0,6150486.0
2019-01-17,23700,23950,22500,23000,139471,141461.0,6150486.0
2019-01-18,23450,25000,22750,23750,564502,146074.0,6150486.0
2019-01-21,24000,24000,23050,23400,102525,143921.0,6150486.0
2019-01-22,23300,24350,23050,23200,151211,142691.0,6150486.0
2019-01-23,23050,23650,22950,23500,63267,144536.0,6150486.0
2019-01-24,24300,26000,23500,23950,546382,147304.0,6150486.0
2019-01-25,23700,24150,23300,23350,124341,143614.0,6150486.0
2019-01-28,23500,23600,22700,22750,71048,139924.0,6150486.0
2019-01-29,23100,23200,22050,22300,68069,137156.0,6150486.0
2019-01-30,22350,22950,22250,22250,42306,136848.0,6150486.0
2019-01-31,22400,22800,22100,22550,45214,138693.0,6150486.0
2019-02-01,22850,23700,22600,23650,135990,145459.0,6150486.0
2019-02-07,24150,24150,23100,23500,63125,144536.0,6150486.0
2019-02-08,23100,24000,23100,23200,78428,142691.0,6150486.0
2019-02-11,23200,23200,22250,22400,56158,137771.0,6150486.0
2019-02-12,22400,22650,21950,22100,26052,135926.0,6150486.0
2019-02-13,22050,22600,22050,22450,21277,138078.0,6150486.0
2019-02-14,22450,22450,21400,21800,50868,134081.0,6150486.0
2019-02-15,21550,22350,21500,21950,22624,135003.0,6150486.0
2019-02-18,22450,22450,21850,22150,19429,136233.0,6150486.0
2019-02-19,22100,22450,21800,22200,29228,136541.0,6150486.0
2019-02-20,22400,22400,21050,21400,58045,131620.0,6150486.0
2019-02-21,21400,21650,20100,20700,55210,127315.0,6150486.0
2019-02-22,20500,21250,20500,21000,36369,129160.0,6150486.0
2019-02-25,21200,21300,20600,21000,30775,129160.0,6150486.0
2019-02-26,20950,21600,20900,21050,30290,129468.0,6150486.0
2019-02-27,21350,21550,20950,21050,31864,129468.0,6150486.0
2019-02-28,20800,21100,18750,18800,74437,115629.0,6150486.0
2019-03-04,17750,18650,17600,18300,123861,112554.0,6150486.0
2019-03-05,18050,18350,17850,18300,37728,112554.0,6150486.0
2019-03-06,18250,18350,17850,18100,28768,111324.0,6150486.0
2019-03-07,17800,18000,17200,17450,37921,107326.0,6150486.0
2019-03-08,17100,17400,16800,16950,33805,104251.0,6150486.0
2019-03-11,16850,17200,16500,17000,40788,104558.0,6150486.0
2019-03-12,16900,17550,16900,17350,28127,106711.0,6150486.0
2019-03-13,17350,17350,17000,17100,19783,105173.0,6150486.0
2019-03-14,17050,17500,17050,17300,16878,106403.0,6150486.0
2019-03-15,17200,17350,16150,16400,48923,100868.0,6150486.0
2019-03-18,16450,17100,16450,17050,22707,104866.0,6150486.0
2019-03-19,16900,20950,16900,18800,986127,115629.0,6150486.0
2019-03-20,18400,18400,17600,17750,106354,109171.0,6150486.0
2019-03-21,18000,18450,17050,17200,85997,105788.0,6150486.0
2019-03-22,17300,17450,17050,17300,28017,106403.0,6150486.0
2019-03-25,16800,17300,16650,17050,29921,104866.0,6150486.0
2019-03-26,17050,17250,16800,16850,25841,103636.0,6150486.0
2019-03-27,16850,17200,16800,16800,22172,103328.0,6150486.0
2019-03-28,16600,16850,16400,16600,20944,102098.0,6150486.0
2019-03-29,16500,17850,16250,17300,87738,106403.0,6150486.0
2019-04-01,17550,17550,17000,17300,31842,106403.0,6150486.0
2019-04-02,17200,17450,17000,17300,19458,106403.0,6150486.0
2019-04-03,17400,17600,17300,17450,17536,107326.0,6150486.0
2019-04-04,17400,17450,17200,17450,14915,107326.0,6150486.0
2019-04-05,17650,18000,17600,17650,35365,108556.0,6150486.0
2019-04-08,17750,17850,17350,17500,17344,107634.0,6150486.0
2019-04-09,17400,17650,17200,17500,18308,107634.0,6150486.0
2019-04-10,17400,18600,17400,17700,117746,108864.0,6150486.0
2019-04-11,17800,18400,17650,18050,51170,111016.0,6150486.0
2019-04-12,18100,18800,17750,17800,104975,109479.0,6150486.0
2019-04-15,18050,18200,17750,17900,23952,110094.0,6150486.0
2019-04-16,17650,18300,17450,17900,60758,110094.0,6150486.0
2019-04-17,17800,18000,17600,17650,30545,108556.0,6150486.0
2019-04-18,17650,17900,17350,17500,43458,107634.0,6150486.0
2019-04-19,18700,22250,18250,18400,1604157,113169.0,6150486.0
2019-04-22,18300,19300,18100,19200,164054,118089.0,6150486.0
2019-04-23,19750,24250,19500,22600,3199576,139001.0,6150486.0
2019-04-24,22100,22450,21000,21350,477253,131313.0,6150486.0
2019-04-25,21100,21400,19850,20550,305189,126392.0,6150486.0
2019-04-26,20300,20700,19650,20000,126641,123010.0,6150486.0
2019-04-29,20000,21150,19800,20300,264342,124855.0,6150486.0
2019-04-30,21150,21300,20000,20000,160867,123010.0,6150486.0
2019-05-02,19850,20000,19400,19950,86058,122702.0,6150486.0
2019-05-03,19850,19950,19300,19300,68034,118704.0,6150486.0
2019-05-07,18900,20950,18600,19600,426926,120550.0,6150486.0
2019-05-08,19700,22600,19700,20200,951356,124240.0,6150486.0
2019-05-09,20500,21100,19550,20000,244976,123010.0,6150486.0
2019-05-10,19600,19900,18600,18850,144574,115937.0,6150486.0
2019-05-13,19900,21650,18800,19050,415497,117167.0,6150486.0
2019-05-14,18700,19500,18550,19100,109987,117474.0,6150486.0
2019-05-15,19200,19200,18700,18800,59472,115629.0,6150486.0
2019-05-16,18900,19400,18650,18800,77695,115629.0,6150486.0
2019-05-17,19200,20150,18800,19400,186468,119319.0,6150486.0
2019-05-20,19550,19600,18600,18600,61294,114399.0,6150486.0
2019-05-21,18450,18950,18250,18300,36909,112554.0,6150486.0
2019-05-22,18400,19400,18300,18650,89651,114707.0,6150486.0
2019-05-23,18600,18600,18050,18050,40871,111016.0,6150486.0
2019-05-24,17850,18000,17400,17600,50109,108249.0,6150486.0
2019-05-27,18600,19300,17700,17750,88893,109171.0,6150486.0
2019-05-28,17750,18300,17700,18100,33712,111324.0,6150486.0
2019-05-29,17900,18650,17600,18000,84744,110709.0,6150486.0
2019-05-30,20100,20100,18400,18750,253183,115322.0,6150486.0
2019-05-31,19650,19900,19100,19200,235672,118089.0,6150486.0
2019-06-03,19400,19600,18750,19150,72928,117782.0,6150486.0
2019-06-04,19050,19250,18600,18750,46147,115322.0,6150486.0
2019-06-05,18850,19800,18550,18950,120732,116552.0,6150486.0
2019-06-07,19050,19250,18850,19050,35820,117167.0,6150486.0
2019-06-10,19250,19250,18900,18900,30722,116244.0,6150486.0
2019-06-11,19050,19150,18900,19050,35789,117167.0,6150486.0
2019-06-12,19300,19650,19050,19050,95596,117167.0,6150486.0
2019-06-13,19100,19200,18750,19000,31120,116859.0,6150486.0
2019-06-14,19100,19100,18750,19050,24260,117167.0,6150486.0
2019-06-17,19100,19150,18650,18650,15977,114707.0,6150486.0
2019-06-18,18950,18950,18200,18650,25755,114707.0,6150486.0
2019-06-19,18650,19150,18550,18900,50953,116244.0,6150486.0
2019-06-20,19100,19200,18450,18800,23008,115629.0,6150486.0
2019-06-21,19000,19000,18400,18500,26211,113784.0,6150486.0
2019-06-24,18700,19000,18550,18700,35220,115014.0,6150486.0
2019-06-25,18700,18950,18200,18250,21437,112246.0,6150486.0
2019-06-26,18050,18350,17700,18150,19170,111631.0,6150486.0
2019-06-27,18050,18250,17600,17700,23831,108864.0,6150486.0
2019-06-28,17950,17950,17550,17600,13750,108249.0,6150486.0
2019-07-01,18300,18350,17750,18050,28139,111016.0,6150486.0
2019-07-02,17750,18150,17750,17900,15524,110094.0,6150486.0
2019-07-03,17800,18000,17500,17700,13155,108864.0,6150486.0
2019-07-04,17500,17800,17350,17550,11934,107941.0,6150486.0
2019-07-05,17450,18200,17400,17700,41536,108864.0,6150486.0
2019-07-08,17450,17600,16700,16750,30956,103021.0,6150486.0
2019-07-09,16400,17000,15800,16250,37797,99945.0,6150486.0
2019-07-10,16000,16750,16000,16500,20168,101483.0,6150486.0
2019-07-11,16300,16850,16300,16850,17651,103636.0,6150486.0
2019-07-12,16900,17200,16400,16850,16937,103636.0,6150486.0
2019-07-15,16850,16850,16200,16450,9199,101175.0,6150486.0
2019-07-16,16200,16600,16200,16400,12407,100868.0,6150486.0
2019-07-17,16200,16400,15800,16050,12543,98715.0,6150486.0
2019-07-18,16150,16900,16050,16400,17818,100868.0,6150486.0
2019-07-19,16400,17200,16400,16900,32229,103943.0,6150486.0
2019-07-22,16800,17000,16500,16900,8003,103943.0,6150486.0
2019-07-23,16900,17000,16600,16800,9536,103328.0,6150486.0
2019-07-24,16400,16650,16050,16050,15873,98715.0,6150486.0
2019-07-25,15650,16000,14900,15350,31289,94410.0,6150486.0
2019-07-26,15000,15300,13250,13900,176681,85492.0,6150486.0
2019-07-29,14000,14050,13100,13900,51625,85492.0,6150486.0
2019-07-30,13550,14100,13550,13900,59379,85492.0,6150486.0
2019-07-31,13750,13950,13300,13900,32067,85492.0,6150486.0
2019-08-01,13900,14000,13400,13500,36702,83032.0,6150486.0
2019-08-02,13000,13300,12700,12850,62172,79034.0,6150486.0
2019-08-05,12700,12800,10800,10900,295788,67040.0,6150486.0
2019-08-06,10200,11150,10000,10350,165963,63658.0,6150486.0
2019-08-07,10250,10900,10250,10750,61107,66118.0,6150486.0
2019-08-08,10900,11700,10800,11550,92529,71038.0,6150486.0
2019-08-09,11700,11750,11350,11650,40287,71653.0,6150486.0
2019-08-12,11500,12100,11500,12100,40692,74421.0,6150486.0
2019-08-13,11800,12200,11750,11950,24475,73498.0,6150486.0
2019-08-14,12300,12350,11950,12250,24827,75343.0,6150486.0
2019-08-16,12100,12150,11750,11900,25583,73191.0,6150486.0
2019-08-19,12050,12600,12000,12450,39123,76574.0,6150486.0
2019-08-20,12700,12700,12300,12500,24726,76881.0,6150486.0
2019-08-21,12500,13200,12250,12750,42985,78419.0,6150486.0
2019-08-22,12650,12750,12450,12500,23102,76881.0,6150486.0
2019-08-23,12400,12550,12250,12500,20329,76881.0,6150486.0
2019-08-26,12300,12400,11800,12000,25740,73806.0,6150486.0
2019-08-27,12050,12750,12000,12050,20094,74113.0,6150486.0
2019-08-28,11900,12200,11900,12100,10940,74421.0,6150486.0
2019-08-29,12150,12400,12000,12000,24835,73806.0,6150486.0
2019-08-30,12100,12450,12050,12300,16522,75651.0,6150486.0
2019-09-02,12100,12400,12100,12300,19351,75651.0,6150486.0
2019-09-03,12400,12600,12300,12550,17970,77189.0,6150486.0
2019-09-04,12400,12550,12300,12350,14647,75959.0,6150486.0
2019-09-05,12350,12550,12250,12400,21335,76266.0,6150486.0
2019-09-06,12400,12500,12150,12250,16783,75343.0,6150486.0
2019-09-09,12200,12350,12000,12100,16359,74421.0,6150486.0
2019-09-10,12300,12850,12250,12800,62693,78726.0,6150486.0
2019-09-11,13100,13200,12800,12950,39906,79649.0,6150486.0
2019-09-16,13000,16800,13000,16800,495846,103328.0,6150486.0
2019-09-17,18350,20850,18000,19450,2911773,119627.0,6150486.0
2019-09-18,19900,21200,18250,18250,1243958,112246.0,6150486.0
2019-09-19,18150,18150,17300,17400,262139,107018.0,6150486.0
2019-09-20,17200,19650,17200,18600,1093629,114399.0,6150486.0
2019-09-23,18000,18150,17400,17400,233343,107018.0,6150486.0
2019-09-24,19000,20750,17550,17700,740562,108864.0,6150486.0
2019-09-25,17900,19250,17250,18450,890170,113476.0,6150486.0
2019-09-26,18000,18450,17050,17350,247162,106711.0,6150486.0
2019-09-27,17250,17850,16800,16850,140380,103636.0,6150486.0
2019-09-30,16400,16750,15300,15450,169718,95025.0,6150486.0
2019-10-01,15400,15400,14650,15350,96973,94410.0,6150486.0
2019-10-02,15750,16150,15250,15350,116973,94410.0,6150486.0
2019-10-04,15250,15550,14850,14950,72049,91950.0,6150486.0
2019-10-07,14100,14350,13400,14050,101235,86414.0,6150486.0
