엔텔스(069410),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2007-08-17,3798,4175,3798,4028,109423,26103.0,3300000.0
2007-08-20,4160,4267,3941,4196,61483,27192.0,3300000.0
2007-08-21,4252,4634,4201,4537,133685,29403.0,3300000.0
2007-08-22,4542,4644,4460,4578,57204,29667.0,3300000.0
2007-08-23,4608,4639,4471,4486,37535,29073.0,3300000.0
2007-08-24,4287,4496,4277,4497,24960,29139.0,3300000.0
2007-08-27,4603,4603,4292,4298,107372,27852.0,3300000.0
2007-08-28,4516,4939,4506,4940,489237,32010.0,3300000.0
2007-08-29,4791,4985,4710,4746,428150,30756.0,3300000.0
2007-08-30,4817,4868,4455,4507,187996,29205.0,3300000.0
2007-08-31,4567,4573,4379,4436,65741,28743.0,3300000.0
2007-09-03,4466,4639,4430,4634,101260,30030.0,3300000.0
2007-09-04,4634,4715,4562,4700,64681,30459.0,3300000.0
2007-09-05,4735,4746,4425,4481,79054,29040.0,3300000.0
2007-09-06,4394,4466,4323,4359,79471,28248.0,3300000.0
2007-09-07,4425,4425,4308,4339,51972,28116.0,3300000.0
2007-09-10,4201,4277,4089,4089,40691,26499.0,3300000.0
2007-09-11,4094,4216,4094,4130,41287,26763.0,3300000.0
2007-09-12,4140,4201,4017,4048,61421,26235.0,3300000.0
2007-09-13,4150,4150,4023,4033,43542,26136.0,3300000.0
2007-09-14,4124,4634,4124,4634,114070,30030.0,3300000.0
2007-09-17,4588,4735,4537,4675,156254,30294.0,3300000.0
2007-09-18,4669,4669,4430,4507,86597,29205.0,3300000.0
2007-09-19,4562,4659,4124,4425,71715,28677.0,3300000.0
2007-09-20,4282,4404,4180,4313,49136,27951.0,3300000.0
2007-09-21,4277,4379,4226,4379,32851,28380.0,3300000.0
2007-09-27,4404,4404,4282,4283,30812,27753.0,3300000.0
2007-09-28,4282,4669,4231,4369,57697,28314.0,3300000.0
2007-10-01,4379,4506,4308,4379,25554,28380.0,3300000.0
2007-10-02,4430,4496,4323,4390,32266,28446.0,3300000.0
2007-10-04,4435,4557,4410,4471,30616,28974.0,3300000.0
2007-10-05,4481,4552,4170,4227,70076,27390.0,3300000.0
2007-10-08,4226,4298,4109,4125,42789,26730.0,3300000.0
2007-10-09,4104,4252,4048,4084,32534,26466.0,3300000.0
2007-10-10,4124,4185,4002,4008,28242,25971.0,3300000.0
2007-10-11,4007,4124,4007,4038,14065,26169.0,3300000.0
2007-10-12,4038,4226,3870,3982,49073,25806.0,3300000.0
2007-10-15,3972,4023,3742,3779,43302,24486.0,3300000.0
2007-10-16,3742,3870,3732,3835,23390,24849.0,3300000.0
2007-10-17,3793,3921,3702,3845,16810,24915.0,3300000.0
2007-10-18,3742,3860,3742,3784,38855,24519.0,3300000.0
2007-10-19,3880,4170,3804,4008,21636,25971.0,3300000.0
2007-10-22,3819,4048,3488,3931,22246,25476.0,3300000.0
2007-10-23,3946,4073,3936,3977,13905,25773.0,3300000.0
2007-10-24,3977,4068,3819,3819,31568,24750.0,3300000.0
2007-10-25,3895,3921,3768,3809,16185,24684.0,3300000.0
2007-10-26,3809,3890,3651,3712,42947,24057.0,3300000.0
2007-10-29,3763,3793,3661,3702,25048,23991.0,3300000.0
2007-10-30,3712,3916,3692,3855,14891,24981.0,3300000.0
2007-10-31,3844,3946,3753,3860,11344,25014.0,3300000.0
2007-11-01,3997,4073,3860,3952,30532,25608.0,3300000.0
2007-11-02,3916,3946,3768,3936,15257,25509.0,3300000.0
2007-11-05,3905,4033,3737,3738,7135,24222.0,3300000.0
2007-11-06,3722,3870,3722,3865,10565,25047.0,3300000.0
2007-11-07,3916,3916,3692,3692,17087,23925.0,3300000.0
2007-11-08,3686,3814,3686,3717,11694,24090.0,3300000.0
2007-11-09,3692,3778,3681,3753,26084,24321.0,3300000.0
2007-11-12,3712,3753,3585,3585,15432,23232.0,3300000.0
2007-11-13,3615,3671,3564,3661,22738,23727.0,3300000.0
2007-11-14,3742,3773,3656,3712,21320,24057.0,3300000.0
2007-11-15,3666,4002,3615,3936,65943,25509.0,3300000.0
2007-11-16,3921,3972,3732,3936,21758,25509.0,3300000.0
2007-11-19,3961,4374,3961,4181,42453,27093.0,3300000.0
2007-11-20,4374,4374,4023,4227,22489,27390.0,3300000.0
2007-11-21,4287,4287,3972,4186,17756,27126.0,3300000.0
2007-11-22,4033,4124,4012,4099,13449,26565.0,3300000.0
2007-11-23,4073,4170,3921,3952,10235,25608.0,3300000.0
2007-11-26,3956,3987,3819,3819,20581,24750.0,3300000.0
2007-11-27,3849,3849,3686,3819,14935,24750.0,3300000.0
2007-11-28,3819,3890,3737,3819,14024,24750.0,3300000.0
2007-11-29,3783,3870,3783,3870,11438,25080.0,3300000.0
2007-11-30,3819,4124,3804,4125,24163,26730.0,3300000.0
2007-12-03,4185,4185,3977,4074,14489,26400.0,3300000.0
2007-12-04,4175,4226,4038,4084,12559,26466.0,3300000.0
2007-12-05,4068,4084,4038,4043,6605,26202.0,3300000.0
2007-12-06,4053,4099,3870,3870,17214,25080.0,3300000.0
2007-12-07,3987,3987,3783,3845,20085,24915.0,3300000.0
2007-12-10,3849,3890,3773,3773,25529,24453.0,3300000.0
2007-12-11,3773,3885,3768,3865,16127,25047.0,3300000.0
2007-12-12,3804,3870,3712,3728,6614,24156.0,3300000.0
2007-12-13,3727,3814,3717,3758,2254,24354.0,3300000.0
2007-12-14,3865,3865,3727,3768,4908,24420.0,3300000.0
2007-12-17,3819,3819,3513,3616,14331,23430.0,3300000.0
2007-12-18,3569,3656,3513,3605,6779,23364.0,3300000.0
2007-12-20,3758,3758,3564,3611,10774,23397.0,3300000.0
2007-12-21,3564,3742,3559,3616,16167,23430.0,3300000.0
2007-12-24,3646,3646,3462,3611,21938,23397.0,3300000.0
2007-12-26,3610,3641,3462,3534,14221,22902.0,3300000.0
2007-12-27,3564,3692,3498,3616,14616,23430.0,3300000.0
2007-12-28,3697,3804,3544,3784,20107,24519.0,3300000.0
2008-01-02,3697,3809,3590,3809,20309,24684.0,3300000.0
2008-01-03,3666,3717,3615,3712,11368,24057.0,3300000.0
2008-01-04,3707,3763,3641,3651,7537,23661.0,3300000.0
2008-01-07,3656,3666,3544,3544,14352,22968.0,3300000.0
2008-01-08,3534,3630,3534,3621,7134,23463.0,3300000.0
2008-01-09,3569,3630,3554,3590,6045,23265.0,3300000.0
2008-01-10,3564,3681,3559,3565,7583,23100.0,3300000.0
2008-01-11,3513,3661,3508,3539,11060,22935.0,3300000.0
2008-01-14,3544,3819,3493,3819,29303,24750.0,3300000.0
2008-01-15,3768,3768,3564,3565,8090,23100.0,3300000.0
2008-01-16,3529,3610,3488,3560,35076,23067.0,3300000.0
2008-01-17,3585,3585,3467,3499,22432,22671.0,3300000.0
2008-01-18,3467,3615,3467,3611,6949,23397.0,3300000.0
2008-01-21,3534,3610,3513,3580,14970,23199.0,3300000.0
2008-01-22,3518,3518,3315,3463,18532,22440.0,3300000.0
2008-01-23,3564,3564,3391,3463,15113,22440.0,3300000.0
2008-01-24,3462,3488,3417,3488,21684,22605.0,3300000.0
2008-01-25,3503,3615,3473,3616,13992,23430.0,3300000.0
2008-01-28,3564,3615,3488,3488,6845,22605.0,3300000.0
2008-01-29,3488,3498,3437,3463,10753,22440.0,3300000.0
2008-01-30,3462,3508,3417,3442,13320,22308.0,3300000.0
2008-01-31,3361,3462,3060,3315,30722,21483.0,3300000.0
2008-02-01,3376,3457,3121,3376,10548,21879.0,3300000.0
2008-02-04,3457,3457,3361,3412,6308,22110.0,3300000.0
2008-02-05,3310,3473,3310,3417,3501,22143.0,3300000.0
2008-02-11,3350,3457,3345,3412,5936,22110.0,3300000.0
2008-02-12,3462,3529,3233,3473,11601,22506.0,3300000.0
2008-02-13,3513,3564,3437,3514,8758,22770.0,3300000.0
2008-02-14,3513,3666,3493,3514,13911,22770.0,3300000.0
2008-02-15,3600,3600,3493,3509,9594,22737.0,3300000.0
2008-02-18,3462,3559,3462,3488,5271,22605.0,3300000.0
2008-02-19,3488,3534,3427,3463,5495,22440.0,3300000.0
2008-02-20,3462,3498,3422,3463,8170,22440.0,3300000.0
2008-02-21,3462,3610,3432,3463,7356,22440.0,3300000.0
2008-02-22,3462,3508,3442,3463,6541,22440.0,3300000.0
2008-02-25,3478,3641,3411,3427,18614,22209.0,3300000.0
2008-02-26,3411,3508,3411,3458,3674,22407.0,3300000.0
2008-02-27,3462,3483,3417,3468,4171,22473.0,3300000.0
2008-02-28,3513,3529,3467,3514,6052,22770.0,3300000.0
2008-02-29,3437,3554,3437,3514,4489,22770.0,3300000.0
2008-03-03,3630,3630,3473,3478,3634,22539.0,3300000.0
2008-03-04,3564,3564,3467,3473,3589,22506.0,3300000.0
2008-03-05,3513,3513,3437,3458,7093,22407.0,3300000.0
2008-03-06,3513,3523,3335,3351,7475,21714.0,3300000.0
2008-03-07,3361,3432,3284,3412,9226,22110.0,3300000.0
2008-03-10,3335,3411,3264,3341,7765,21648.0,3300000.0
2008-03-11,3462,3462,3361,3442,6744,22308.0,3300000.0
2008-03-12,3447,3462,3361,3412,6156,22110.0,3300000.0
2008-03-13,3411,3411,3361,3402,3647,22044.0,3300000.0
2008-03-14,3386,3462,3386,3412,3829,22110.0,3300000.0
2008-03-17,3411,3411,3340,3351,8124,21714.0,3300000.0
2008-03-18,3284,3462,3284,3407,2237,22077.0,3300000.0
2008-03-19,3457,3457,3401,3422,8982,22176.0,3300000.0
2008-03-20,3401,3462,3264,3361,14539,21780.0,3300000.0
2008-03-21,3371,3371,3279,3336,6827,21615.0,3300000.0
2008-03-24,3355,3361,3294,3351,6503,21714.0,3300000.0
2008-03-25,3315,3376,3294,3361,9319,21780.0,3300000.0
2008-03-26,3361,3361,3294,3351,3400,21714.0,3300000.0
2008-03-27,3411,3437,3320,3381,5597,21912.0,3300000.0
2008-03-28,3386,3411,3335,3336,10466,21615.0,3300000.0
2008-03-31,3345,3457,3340,3386,2672,21945.0,3300000.0
2008-04-01,3411,3457,3345,3407,3282,22077.0,3300000.0
2008-04-02,3422,3422,3315,3386,11011,21945.0,3300000.0
2008-04-03,3386,3391,3335,3376,7733,21879.0,3300000.0
2008-04-04,3437,3437,3264,3315,11079,21483.0,3300000.0
2008-04-07,3361,3406,3289,3366,5929,21813.0,3300000.0
2008-04-08,3366,3386,3310,3361,12338,21780.0,3300000.0
2008-04-10,3406,3406,3335,3397,5532,22011.0,3300000.0
2008-04-11,3411,3422,3355,3397,8359,22011.0,3300000.0
2008-04-14,3361,3401,3361,3361,7183,21780.0,3300000.0
2008-04-15,3366,3574,3361,3468,20666,22473.0,3300000.0
2008-04-16,3467,3518,3457,3463,16080,22440.0,3300000.0
2008-04-17,3473,3549,3473,3544,14293,22968.0,3300000.0
2008-04-18,3564,3676,3549,3677,21589,23826.0,3300000.0
2008-04-21,3666,3753,3641,3712,23198,24057.0,3300000.0
2008-04-22,3712,3727,3671,3728,11457,24156.0,3300000.0
2008-04-23,3717,3717,3615,3656,16426,23694.0,3300000.0
2008-04-24,3707,3707,3585,3646,7019,23628.0,3300000.0
2008-04-25,3615,3656,3513,3565,9557,23100.0,3300000.0
2008-04-28,3564,3666,3518,3611,6544,23397.0,3300000.0
2008-04-29,3610,3615,3462,3534,5695,22902.0,3300000.0
2008-04-30,3523,3615,3493,3565,4071,23100.0,3300000.0
2008-05-02,3569,3600,3462,3488,13822,22605.0,3300000.0
2008-05-06,3590,3590,3401,3483,13330,22572.0,3300000.0
2008-05-07,3513,3513,3401,3402,9168,22044.0,3300000.0
2008-05-08,3417,3452,3310,3392,14382,21978.0,3300000.0
2008-05-09,3335,3462,3335,3351,6152,21714.0,3300000.0
2008-05-13,3371,3411,3345,3351,10737,21714.0,3300000.0
2008-05-14,3355,3376,3299,3366,16684,21813.0,3300000.0
2008-05-15,3411,3411,3111,3310,30386,21450.0,3300000.0
2008-05-16,3310,3310,3157,3178,18252,20592.0,3300000.0
2008-05-19,3131,3167,3065,3167,25020,20526.0,3300000.0
2008-05-20,3116,3208,3116,3173,5077,20559.0,3300000.0
2008-05-21,3157,3157,3126,3152,953,20427.0,3300000.0
2008-05-22,3142,3213,3131,3162,2658,20493.0,3300000.0
2008-05-23,3167,3198,3055,3106,20450,20130.0,3300000.0
2008-05-26,3065,3116,3030,3055,3344,19800.0,3300000.0
2008-05-27,3111,3167,2831,2954,8315,19140.0,3300000.0
2008-05-28,2917,3106,2510,2516,453338,16302.0,3300000.0
2008-05-29,2520,2581,2393,2470,108042,16005.0,3300000.0
2008-05-30,2541,2541,2408,2470,94960,16005.0,3300000.0
2008-06-02,2469,2495,2429,2455,40062,15906.0,3300000.0
2008-06-03,2418,2480,2401,2434,31973,15774.0,3300000.0
2008-06-04,2434,2464,2408,2419,37276,15675.0,3300000.0
2008-06-05,2418,2459,2395,2429,22382,15741.0,3300000.0
2008-06-09,2403,2403,2342,2388,15417,15477.0,3300000.0
2008-06-10,2342,2429,2240,2241,38314,14520.0,3300000.0
2008-06-11,2243,2513,2243,2511,65313,16269.0,3300000.0
2008-06-12,2398,2533,2398,2495,13386,16170.0,3300000.0
2008-06-13,2454,2515,2413,2455,3071,15906.0,3300000.0
2008-06-16,2520,2520,2299,2343,9684,15180.0,3300000.0
2008-06-17,2378,2403,2276,2337,9429,15147.0,3300000.0
2008-06-18,2383,2383,2281,2302,7609,14916.0,3300000.0
2008-06-19,2291,2401,2261,2307,10544,14949.0,3300000.0
2008-06-20,2373,2375,2164,2169,42993,14058.0,3300000.0
2008-06-23,2092,2169,2087,2088,20650,13530.0,3300000.0
2008-06-24,2126,2184,2077,2164,16234,14025.0,3300000.0
2008-06-25,2131,2230,2092,2187,18661,14174.0,3300000.0
2008-06-26,2199,2220,2118,2167,13183,14042.0,3300000.0
2008-06-27,2202,2202,2092,2134,14146,13827.0,3300000.0
2008-06-30,2118,2177,2011,2040,23073,13216.0,3300000.0
2008-07-01,2039,2098,1998,2047,11081,13266.0,3300000.0
2008-07-02,2052,2108,1868,1950,22704,12639.0,3300000.0
2008-07-03,1935,1975,1807,1966,16647,12738.0,3300000.0
2008-07-04,1863,1980,1863,1910,3017,12375.0,3300000.0
2008-07-07,1958,1986,1838,1899,11878,12309.0,3300000.0
2008-07-08,1935,1975,1858,1899,10698,12309.0,3300000.0
2008-07-09,2182,2182,1861,1986,85010,12870.0,3300000.0
2008-07-10,1884,1986,1876,1986,20047,12870.0,3300000.0
2008-07-11,2026,2235,1986,2215,16490,14355.0,3300000.0
2008-07-14,2212,2332,2138,2325,26426,15064.0,3300000.0
2008-07-15,2357,2357,2189,2190,24439,14190.0,3300000.0
2008-07-16,2235,2327,2123,2292,9261,14850.0,3300000.0
2008-07-17,2215,2370,2215,2343,21260,15180.0,3300000.0
2008-07-18,2342,2342,2240,2312,7012,14982.0,3300000.0
2008-07-21,2248,2291,2126,2274,8475,14734.0,3300000.0
2008-07-22,2289,2289,2192,2261,2734,14652.0,3300000.0
2008-07-23,2240,2261,2146,2169,3522,14058.0,3300000.0
2008-07-24,2138,2240,2108,2139,10909,13860.0,3300000.0
2008-07-25,2085,2138,2067,2129,4439,13794.0,3300000.0
2008-07-28,2141,2141,1996,1996,15764,12936.0,3300000.0
2008-07-29,1960,2026,1942,1966,2587,12738.0,3300000.0
2008-07-30,1991,2235,1991,2047,25340,13266.0,3300000.0
2008-07-31,2064,2212,1986,2078,8840,13464.0,3300000.0
2008-08-01,2171,2171,2021,2113,773,13695.0,3300000.0
2008-08-04,2014,2110,2014,2037,6323,13200.0,3300000.0
2008-08-05,2080,2133,2036,2075,6901,13448.0,3300000.0
2008-08-06,2087,2174,1993,2047,13846,13266.0,3300000.0
2008-08-07,2059,2085,1991,2052,3285,13299.0,3300000.0
2008-08-08,1965,2085,1965,2045,3240,13250.0,3300000.0
2008-08-11,2047,2082,1991,2024,1521,13118.0,3300000.0
2008-08-12,2014,2031,1835,1976,6118,12804.0,3300000.0
2008-08-13,1940,1986,1919,1953,1049,12656.0,3300000.0
2008-08-14,1884,2031,1843,1894,8383,12276.0,3300000.0
2008-08-18,2006,2006,1680,1884,3133,12210.0,3300000.0
2008-08-19,1807,1907,1787,1879,979,12177.0,3300000.0
2008-08-20,1884,1996,1688,1996,11115,12936.0,3300000.0
2008-08-21,1937,2072,1733,1752,4984,11352.0,3300000.0
2008-08-22,1708,1756,1540,1693,8880,10972.0,3300000.0
2008-08-25,1667,1690,1578,1660,9974,10758.0,3300000.0
2008-08-26,1660,1675,1502,1548,8228,10032.0,3300000.0
2008-08-27,1563,1644,1543,1548,872,10032.0,3300000.0
2008-08-28,1548,1677,1548,1655,1973,10725.0,3300000.0
2008-08-29,1731,1746,1629,1731,9194,11220.0,3300000.0
2008-09-01,1700,1723,1471,1655,9639,10725.0,3300000.0
2008-09-02,1680,1690,1428,1581,3529,10246.0,3300000.0
2008-09-03,1581,1581,1402,1568,3830,10164.0,3300000.0
2008-09-04,1568,1672,1530,1673,4221,10840.0,3300000.0
2008-09-05,1672,1672,1560,1668,2787,10808.0,3300000.0
2008-09-08,1731,1731,1555,1627,7284,10544.0,3300000.0
2008-09-09,1604,1703,1578,1612,7552,10444.0,3300000.0
2008-09-10,1611,1705,1553,1553,9724,10065.0,3300000.0
2008-09-11,1550,1665,1550,1622,1137,10510.0,3300000.0
2008-09-12,1655,1670,1593,1630,4775,10560.0,3300000.0
2008-09-16,1466,1690,1466,1525,5178,9884.0,3300000.0
2008-09-17,1642,1642,1530,1574,3076,10197.0,3300000.0
2008-09-18,1537,1555,1474,1528,4532,9900.0,3300000.0
2008-09-19,1578,1616,1522,1533,7799,9933.0,3300000.0
2008-09-22,1537,1578,1374,1551,502,10048.0,3300000.0
2008-09-23,1624,1624,1527,1528,1706,9900.0,3300000.0
2008-09-24,1425,1576,1425,1574,8642,10197.0,3300000.0
2008-09-25,1576,1614,1527,1528,6420,9900.0,3300000.0
2008-09-26,1532,1601,1504,1563,866,10131.0,3300000.0
2008-09-29,1578,1614,1453,1538,16794,9966.0,3300000.0
2008-09-30,1433,1535,1425,1502,10364,9735.0,3300000.0
2008-10-01,1504,1576,1502,1533,4790,9933.0,3300000.0
2008-10-02,1469,1565,1410,1528,3016,9900.0,3300000.0
2008-10-06,1423,1486,1400,1469,3963,9520.0,3300000.0
2008-10-07,1469,1553,1400,1553,5290,10065.0,3300000.0
2008-10-08,1553,1553,1425,1426,4132,9240.0,3300000.0
2008-10-09,1527,1527,1410,1474,1336,9554.0,3300000.0
2008-10-10,1374,1471,1273,1375,13011,8910.0,3300000.0
2008-10-13,1425,1527,1273,1472,10922,9537.0,3300000.0
2008-10-14,1548,1563,1451,1472,2584,9537.0,3300000.0
2008-10-15,1262,1520,1262,1472,6169,9537.0,3300000.0
2008-10-16,1288,1527,1252,1253,13285,8118.0,3300000.0
2008-10-17,1436,1436,1288,1362,3041,8828.0,3300000.0
2008-10-20,1451,1451,1191,1192,3414,7722.0,3300000.0
2008-10-21,1222,1308,1120,1171,3839,7590.0,3300000.0
2008-10-22,1341,1341,1038,1181,1756,7656.0,3300000.0
2008-10-23,1046,1176,1008,1052,10437,6814.0,3300000.0
2008-10-24,906,1064,896,955,7127,6188.0,3300000.0
2008-10-27,812,944,812,812,13809,5264.0,3300000.0
2008-10-28,702,860,692,861,32991,5577.0,3300000.0
2008-10-29,926,965,735,764,12354,4950.0,3300000.0
2008-10-30,814,878,814,866,30325,5610.0,3300000.0
2008-10-31,865,952,842,934,5184,6056.0,3300000.0
2008-11-03,814,1008,814,1008,20065,6534.0,3300000.0
2008-11-04,1041,1087,954,1087,11476,7046.0,3300000.0
2008-11-05,1140,1145,1043,1115,17043,7227.0,3300000.0
2008-11-06,1115,1115,952,952,9245,6171.0,3300000.0
2008-11-07,827,1038,827,1013,4668,6567.0,3300000.0
2008-11-10,1031,1102,967,1029,5014,6666.0,3300000.0
2008-11-11,1041,1041,987,1039,5332,6732.0,3300000.0
2008-11-12,1051,1069,982,1018,9093,6600.0,3300000.0
2008-11-13,942,1064,942,1024,6986,6633.0,3300000.0
2008-11-14,1069,1117,1018,1080,752,6996.0,3300000.0
2008-11-17,977,1092,977,1039,3514,6732.0,3300000.0
2008-11-18,952,1066,952,1049,4515,6798.0,3300000.0
2008-11-19,993,1166,990,1156,12878,7491.0,3300000.0
2008-11-20,1196,1196,982,983,17302,6369.0,3300000.0
2008-11-21,1041,1117,873,1118,2705,7244.0,3300000.0
2008-11-24,1161,1161,977,1095,2656,7095.0,3300000.0
2008-11-25,1094,1120,1049,1118,5787,7244.0,3300000.0
2008-11-26,1158,1158,975,1108,184,7178.0,3300000.0
2008-11-27,1155,1168,1094,1095,6157,7095.0,3300000.0
2008-11-28,1089,1089,1036,1085,2422,7029.0,3300000.0
2008-12-01,1181,1181,1056,1057,53,6848.0,3300000.0
2008-12-02,926,1168,926,1062,13311,6880.0,3300000.0
2008-12-03,1069,1171,1031,1120,5621,7260.0,3300000.0
2008-12-04,1145,1145,975,1067,5851,6914.0,3300000.0
2008-12-05,1064,1064,1013,1049,796,6798.0,3300000.0
2008-12-08,1046,1171,1046,1171,5038,7590.0,3300000.0
2008-12-09,1247,1247,1120,1181,2689,7656.0,3300000.0
2008-12-10,1171,1171,1018,1072,13592,6946.0,3300000.0
2008-12-11,1074,1196,1064,1181,2909,7656.0,3300000.0
2008-12-12,1171,1265,1079,1217,8882,7887.0,3300000.0
2008-12-15,1298,1324,1145,1314,10258,8514.0,3300000.0
2008-12-16,1425,1425,1265,1299,816,8415.0,3300000.0
2008-12-17,1298,1298,1140,1273,14679,8250.0,3300000.0
2008-12-18,1318,1446,1227,1273,14430,8250.0,3300000.0
2008-12-19,1303,1385,1191,1370,2956,8877.0,3300000.0
2008-12-22,1466,1466,1257,1416,6600,9174.0,3300000.0
2008-12-23,1349,1448,1214,1319,6130,8547.0,3300000.0
2008-12-24,1374,1374,1161,1273,4108,8250.0,3300000.0
2008-12-26,1306,1364,1255,1360,1048,8811.0,3300000.0
2008-12-29,1359,1471,1237,1237,2805,8019.0,3300000.0
2008-12-30,1298,1298,1173,1250,584,8102.0,3300000.0
2009-01-02,1260,1260,1171,1222,4334,7920.0,3300000.0
2009-01-05,1374,1374,1308,1309,15,8481.0,3300000.0
2009-01-06,1247,1298,1240,1273,2025,8250.0,3300000.0
2009-01-07,1273,1415,1273,1357,414,8794.0,3300000.0
2009-01-08,1354,1367,1329,1367,424,8860.0,3300000.0
2009-01-09,1369,1436,1324,1393,1472,9026.0,3300000.0
2009-01-12,1400,1499,1273,1319,2015,8547.0,3300000.0
2009-01-13,1395,1395,1273,1362,1035,8828.0,3300000.0
2009-01-14,1410,1410,1278,1286,1137,8332.0,3300000.0
2009-01-15,1275,1303,1219,1268,13607,8217.0,3300000.0
2009-01-16,1229,1324,1219,1232,15034,7986.0,3300000.0
2009-01-19,1280,1359,1242,1243,851,8052.0,3300000.0
2009-01-20,1321,1321,1237,1237,2292,8019.0,3300000.0
2009-01-21,1374,1374,1232,1296,267,8398.0,3300000.0
2009-01-22,1245,1313,1245,1299,89,8415.0,3300000.0
2009-01-23,1250,1400,1245,1286,17946,8332.0,3300000.0
2009-01-28,1283,1410,1242,1288,3108,8349.0,3300000.0
2009-01-29,1283,1293,1240,1248,8366,8085.0,3300000.0
2009-01-30,1250,1296,1250,1293,3856,8382.0,3300000.0
2009-02-02,1374,1486,1252,1487,101916,9636.0,3300000.0
2009-02-03,1507,1649,1313,1375,243379,8910.0,3300000.0
2009-02-04,1377,1420,1324,1367,20242,8860.0,3300000.0
2009-02-05,1367,1387,1301,1324,7804,8580.0,3300000.0
2009-02-06,1324,1502,1257,1385,96787,8976.0,3300000.0
2009-02-09,1446,1446,1341,1365,15765,8844.0,3300000.0
2009-02-10,1364,1400,1324,1375,22669,8910.0,3300000.0
2009-02-11,1359,1402,1344,1380,8893,8943.0,3300000.0
2009-02-12,1374,1530,1374,1441,41049,9339.0,3300000.0
2009-02-13,1443,1471,1410,1439,2679,9322.0,3300000.0
2009-02-16,1464,1464,1377,1378,7045,8926.0,3300000.0
2009-02-17,1420,1420,1354,1395,7932,9042.0,3300000.0
2009-02-18,1405,1415,1326,1400,7383,9075.0,3300000.0
2009-02-19,1428,1436,1369,1406,2679,9108.0,3300000.0
2009-02-20,1374,1415,1329,1375,4470,8910.0,3300000.0
2009-02-23,1374,1380,1324,1334,8303,8646.0,3300000.0
2009-02-24,1334,1374,1288,1375,9833,8910.0,3300000.0
2009-02-25,1402,1402,1237,1332,22151,8630.0,3300000.0
2009-02-26,1275,1364,1232,1332,12323,8630.0,3300000.0
2009-02-27,1339,1341,1275,1342,1332,8696.0,3300000.0
2009-03-02,1344,1369,1273,1344,11582,8712.0,3300000.0
2009-03-03,1173,1395,1173,1362,115,8828.0,3300000.0
2009-03-04,1275,1359,1224,1250,11607,8102.0,3300000.0
2009-03-05,1227,1346,1222,1248,2053,8085.0,3300000.0
2009-03-06,1201,1262,1094,1253,1743,8118.0,3300000.0
2009-03-09,1257,1262,1257,1258,244,8151.0,3300000.0
