컴투스(078340),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2013-10-23,20678,20767,19966,19968,217024,226447.0,10086746.0
2013-10-24,19966,20634,19611,20590,192535,233508.0,10086746.0
2013-10-25,20856,21034,20411,20413,292600,231491.0,10086746.0
2013-10-28,20590,20722,20234,20279,123156,229978.0,10086746.0
2013-10-29,20411,20456,19745,19834,181408,224934.0,10086746.0
2013-10-30,19966,20367,19834,20057,127714,227456.0,10086746.0
2013-10-31,19877,20234,19834,20012,130964,226952.0,10086746.0
2013-11-01,20100,20367,19834,20101,129524,227960.0,10086746.0
2013-11-04,20189,20278,19789,19790,128338,224430.0,10086746.0
2013-11-05,19655,19745,18855,18989,190876,215352.0,10086746.0
2013-11-06,18810,19211,17921,18056,262181,204761.0,10086746.0
2013-11-07,18144,18321,17120,17122,297963,194170.0,10086746.0
2013-11-08,16898,18010,16898,17255,349249,195683.0,10086746.0
2013-11-11,17388,17565,16142,16455,261960,186605.0,10086746.0
2013-11-12,16320,17209,16320,16721,186435,189631.0,10086746.0
2013-11-13,16764,18677,16764,17922,818650,203248.0,10086746.0
2013-11-14,17343,17654,16543,16988,462508,192657.0,10086746.0
2013-11-15,17076,17388,16587,16677,192161,189126.0,10086746.0
2013-11-18,16676,17432,16498,17388,260600,197196.0,10086746.0
2013-11-19,17254,17477,16676,16766,217672,190135.0,10086746.0
2013-11-20,16898,18188,16320,17566,439904,199213.0,10086746.0
2013-11-21,17477,17699,16854,16988,185948,192657.0,10086746.0
2013-11-22,17254,18321,17254,17967,509400,203752.0,10086746.0
2013-11-25,18144,20189,18054,19834,917801,224934.0,10086746.0
2013-11-26,20145,21167,19655,20234,1069921,229473.0,10086746.0
2013-11-27,20456,21034,20189,20635,384156,234013.0,10086746.0
2013-11-28,21078,21612,20678,21169,521928,240065.0,10086746.0
2013-11-29,21212,21612,20767,21257,258647,241073.0,10086746.0
2013-12-02,20945,21167,20278,20324,269791,230482.0,10086746.0
2013-12-03,20322,21478,20322,20679,375376,234517.0,10086746.0
2013-12-04,20590,20856,19789,20012,250195,226952.0,10086746.0
2013-12-05,19834,20189,18899,19167,440352,217369.0,10086746.0
2013-12-06,19077,19700,18989,19434,244287,220395.0,10086746.0
2013-12-09,19966,20145,19255,19257,194341,218378.0,10086746.0
2013-12-10,19211,19877,18544,19879,223931,225439.0,10086746.0
2013-12-11,20100,21212,20056,20190,505523,228969.0,10086746.0
2013-12-12,19834,20901,19834,20901,279457,237039.0,10086746.0
2013-12-13,21123,21701,20901,21435,425034,243091.0,10086746.0
2013-12-16,21746,21923,20856,20858,237852,236534.0,10086746.0
2013-12-17,21078,21256,20056,20101,293520,227960.0,10086746.0
2013-12-18,20100,21701,20056,21702,302306,246117.0,10086746.0
2013-12-19,21923,22235,21256,21524,372311,244099.0,10086746.0
2013-12-20,21612,22235,21390,22014,313224,249647.0,10086746.0
2013-12-23,22457,23258,22323,22725,539992,257716.0,10086746.0
2013-12-24,22947,23079,22457,22591,228815,256203.0,10086746.0
2013-12-26,22546,22724,21657,21702,270901,246117.0,10086746.0
2013-12-27,21835,22813,21790,22547,274830,255699.0,10086746.0
2013-12-30,22813,23168,22413,22414,218603,254186.0,10086746.0
2014-01-02,22768,22857,21657,21657,240820,245612.0,10086746.0
2014-01-03,21746,22012,21212,22014,198397,249647.0,10086746.0
2014-01-06,22012,22146,21478,21569,179509,244604.0,10086746.0
2014-01-07,21478,21790,21212,21569,147618,244604.0,10086746.0
2014-01-08,21746,22368,20322,20413,517843,231491.0,10086746.0
2014-01-09,20500,20945,20322,20813,197644,236030.0,10086746.0
2014-01-10,20901,20945,20189,20413,221317,231491.0,10086746.0
2014-01-13,20456,20990,20234,20724,179860,235021.0,10086746.0
2014-01-14,20545,21435,20456,21124,256173,239560.0,10086746.0
2014-01-15,21478,22457,21256,22414,436673,254186.0,10086746.0
2014-01-16,22279,22635,21968,22458,199376,254690.0,10086746.0
2014-01-17,22546,22857,21790,21880,248823,248134.0,10086746.0
2014-01-20,21879,22012,21123,21257,169948,241073.0,10086746.0
2014-01-21,21346,21701,21123,21213,144997,240569.0,10086746.0
2014-01-22,21346,22057,21346,21791,272152,247125.0,10086746.0
2014-01-23,21879,22012,21212,21346,197185,242082.0,10086746.0
2014-01-24,21567,21657,20634,21035,211923,238552.0,10086746.0
2014-01-27,20456,20500,19700,19700,224647,223421.0,10086746.0
2014-01-28,19745,20100,19255,19879,154376,225439.0,10086746.0
2014-01-29,19966,20634,19745,20635,243593,234013.0,10086746.0
2014-02-03,20456,21034,20367,20635,113205,234013.0,10086746.0
2014-02-04,20056,20590,20011,20368,99367,230986.0,10086746.0
2014-02-05,20634,21167,20500,20990,171641,238047.0,10086746.0
2014-02-06,21034,21034,20322,20368,174450,230986.0,10086746.0
2014-02-07,20634,21078,20367,20858,224233,236534.0,10086746.0
2014-02-10,20945,22146,20901,21969,493803,249143.0,10086746.0
2014-02-11,22191,22591,21835,22102,390376,250656.0,10086746.0
2014-02-12,22323,22679,21835,22369,390798,253682.0,10086746.0
2014-02-13,22947,25704,22857,25704,1740401,291507.0,10086746.0
2014-02-14,26415,26904,25570,25972,1232481,294533.0,10086746.0
2014-02-17,25970,26370,25081,25793,737399,292516.0,10086746.0
2014-02-18,26059,26460,25125,26060,867212,295542.0,10086746.0
2014-02-19,26460,27082,25481,25571,1000285,289994.0,10086746.0
2014-02-20,25615,26549,24992,26060,974001,295542.0,10086746.0
2014-02-21,26237,26726,25659,26638,686159,302098.0,10086746.0
2014-02-24,26682,27305,25570,25616,609392,290498.0,10086746.0
2014-02-25,26104,26593,25659,26505,363496,300585.0,10086746.0
2014-02-26,26771,26949,25393,25393,491255,287977.0,10086746.0
2014-02-27,25436,25570,24192,24415,714398,276881.0,10086746.0
2014-02-28,24680,25303,24369,24637,578166,279403.0,10086746.0
2014-03-03,24725,25214,24369,24726,295294,280412.0,10086746.0
2014-03-04,24680,25303,24636,24993,305377,283438.0,10086746.0
2014-03-05,25259,25303,24636,24859,282959,281925.0,10086746.0
2014-03-06,25036,26549,24992,26505,837758,300585.0,10086746.0
2014-03-07,26460,26994,25570,25749,920452,292011.0,10086746.0
2014-03-10,25836,26149,24458,24993,581070,283438.0,10086746.0
2014-03-11,25259,25259,24548,24682,270234,279907.0,10086746.0
2014-03-12,24503,24636,23168,23303,551863,264273.0,10086746.0
2014-03-13,23480,24369,23391,23970,540450,271838.0,10086746.0
2014-03-14,23480,23702,22947,22992,369042,260742.0,10086746.0
2014-03-17,23124,23258,21034,21257,752607,241073.0,10086746.0
2014-03-18,21478,21612,20812,21346,508134,242082.0,10086746.0
2014-03-19,21346,22279,21256,21969,469842,249143.0,10086746.0
2014-03-20,21790,22546,21790,22414,354018,254186.0,10086746.0
2014-03-21,22279,22591,22057,22369,283654,253682.0,10086746.0
2014-03-24,22591,23836,22413,23036,417062,261247.0,10086746.0
2014-03-25,22902,23124,22413,22725,196490,257716.0,10086746.0
2014-03-26,23036,23036,21879,22014,265827,249647.0,10086746.0
2014-03-27,22146,22813,21701,22057,246015,250151.0,10086746.0
2014-03-28,22457,23302,22279,22992,411630,260742.0,10086746.0
2014-03-31,24147,25881,23836,24904,1346767,282429.0,10086746.0
2014-04-01,24859,25659,24548,25527,405557,289490.0,10086746.0
2014-04-02,25970,29351,25970,29351,1619018,332863.0,10086746.0
2014-04-03,32463,33753,32285,33754,2886664,382792.0,10086746.0
2014-04-04,34731,36466,33931,34910,2880471,395905.0,10086746.0
2014-04-07,34064,34642,33219,34643,1759358,392879.0,10086746.0
2014-04-08,33753,34064,31485,31886,1734113,361610.0,10086746.0
2014-04-09,32330,33308,31885,32108,1085081,364132.0,10086746.0
2014-04-10,32374,32641,31840,32464,516939,368166.0,10086746.0
2014-04-11,31618,32463,30995,32464,878238,368166.0,10086746.0
2014-04-14,32463,36777,32463,35355,3109085,400948.0,10086746.0
2014-04-15,35754,36554,33931,34199,1207239,387835.0,10086746.0
2014-04-16,34687,35131,33441,34465,974942,390861.0,10086746.0
2014-04-17,34554,34909,32908,32909,811908,373210.0,10086746.0
2014-04-18,33175,34197,32641,33887,840625,384305.0,10086746.0
2014-04-21,34954,35354,33397,33487,713692,379766.0,10086746.0
2014-04-22,33664,34242,32685,34065,425483,386322.0,10086746.0
2014-04-23,34465,34554,32819,32820,438169,372201.0,10086746.0
2014-04-24,33130,33709,31352,33487,527526,379766.0,10086746.0
2014-04-25,33308,34153,32552,32642,451754,370184.0,10086746.0
2014-04-28,32463,33664,31929,33175,369338,376236.0,10086746.0
2014-04-29,33753,34820,33620,33709,744094,382288.0,10086746.0
2014-04-30,34153,34286,33130,33532,347471,380270.0,10086746.0
2014-05-02,33886,34242,32552,32731,299627,371192.0,10086746.0
2014-05-07,32552,33575,32330,32909,241123,373210.0,10086746.0
2014-05-08,33219,33486,32285,32598,251905,369679.0,10086746.0
2014-05-09,32596,32864,31307,31308,346147,355053.0,10086746.0
2014-05-12,31485,31974,30639,31397,202352,356062.0,10086746.0
2014-05-13,31929,34597,31885,34109,923844,386827.0,10086746.0
2014-05-14,34687,35398,34064,34999,725121,396913.0,10086746.0
2014-05-15,34998,36599,34909,35399,664380,401452.0,10086746.0
2014-05-16,35576,36198,34375,35399,446898,401452.0,10086746.0
2014-05-19,36110,36822,35576,36155,581723,410026.0,10086746.0
2014-05-20,36688,36999,35398,36511,409789,414061.0,10086746.0
2014-05-21,36554,38956,36110,37801,758959,428687.0,10086746.0
2014-05-22,38244,38867,37222,37935,308992,430200.0,10086746.0
2014-05-23,38689,38734,37667,38156,215242,432721.0,10086746.0
2014-05-26,37799,38155,36198,36555,520479,414565.0,10086746.0
2014-05-27,37088,39356,35710,39134,628088,443817.0,10086746.0
2014-05-28,39579,40913,38867,39402,554255,446843.0,10086746.0
2014-05-29,39223,39756,38378,39002,288905,442304.0,10086746.0
2014-05-30,38823,40068,38555,39757,310682,450878.0,10086746.0
2014-06-02,39668,40379,37488,38646,356192,438269.0,10086746.0
2014-06-03,38200,38734,35932,37978,549988,430704.0,10086746.0
2014-06-05,37844,38734,37266,37978,259870,430704.0,10086746.0
2014-06-09,39490,41625,39356,40291,894788,456930.0,10086746.0
2014-06-10,41357,41980,40779,41180,548828,467016.0,10086746.0
2014-06-11,41669,43670,41224,43626,599384,494755.0,10086746.0
2014-06-12,43626,45004,43581,44471,578562,504337.0,10086746.0
2014-06-13,44648,45093,43537,44294,263286,502320.0,10086746.0
2014-06-16,46961,48029,43714,44650,698638,506355.0,10086746.0
2014-06-17,44159,46694,43136,46517,620673,527537.0,10086746.0
2014-06-18,46961,47405,45360,46161,355786,523502.0,10086746.0
2014-06-19,46338,47139,45894,46695,332399,529554.0,10086746.0
2014-06-20,47850,49362,47761,48474,603067,549728.0,10086746.0
2014-06-23,48562,50430,48028,50430,383586,571918.0,10086746.0
2014-06-24,51141,52031,49629,51231,450143,580997.0,10086746.0
2014-06-25,51764,53899,50786,52921,518069,600161.0,10086746.0
2014-06-26,53543,54076,52119,52121,343405,591083.0,10086746.0
2014-06-27,53098,56389,52298,56123,440284,636474.0,10086746.0
2014-06-30,56833,58968,56033,57902,603670,656647.0,10086746.0
2014-07-01,58257,58702,57011,58702,336928,665725.0,10086746.0
2014-07-02,60480,67240,60213,66351,1174381,752471.0,10086746.0
2014-07-03,68574,73733,64038,67241,2451040,762558.0,10086746.0
2014-07-04,69375,71153,66617,71154,1277248,806940.0,10086746.0
2014-07-07,73554,81827,73021,81827,1654244,927981.0,10086746.0
2014-07-08,84672,85918,78891,81472,2428654,923946.0,10086746.0
2014-07-09,79603,82004,75779,79070,2029337,896712.0,10086746.0
2014-07-10,79247,82805,78891,79604,1561467,902764.0,10086746.0
2014-07-11,82627,83516,76490,77203,1236891,875530.0,10086746.0
2014-07-14,78713,79247,74355,78359,1054282,888642.0,10086746.0
2014-07-15,80937,81382,76935,77558,883410,879564.0,10086746.0
2014-07-16,76312,79247,74978,79248,850239,898729.0,10086746.0
2014-07-17,80048,80848,77735,80760,693828,915877.0,10086746.0
2014-07-18,79692,85384,79247,82450,1131812,935041.0,10086746.0
2014-07-21,84050,84495,81559,81561,497385,924955.0,10086746.0
2014-07-22,81026,82004,78536,79781,624050,904781.0,10086746.0
2014-07-23,80403,81470,79158,79604,401061,902764.0,10086746.0
2014-07-24,79514,80937,77735,79248,396287,898729.0,10086746.0
2014-07-25,80137,86273,79603,84763,1248392,961267.0,10086746.0
2014-07-28,85473,87697,80848,83162,785424,943111.0,10086746.0
2014-07-29,83160,84139,78891,81827,544371,927981.0,10086746.0
2014-07-30,84495,87074,82983,87075,750155,987492.0,10086746.0
2014-07-31,86985,87519,83516,85830,613529,973371.0,10086746.0
2014-08-01,83961,85384,82449,84495,480308,958241.0,10086746.0
2014-08-04,84050,93923,83605,93835,1069410,1064152.0,10086746.0
2014-08-05,95168,96680,91076,95613,646717,1084325.0,10086746.0
2014-08-06,101394,109933,97836,109400,1445592,1240670.0,10086746.0
2014-08-07,113846,117848,107620,107710,1464417,1221505.0,10086746.0
2014-08-08,108509,114913,107175,114380,1037058,1297156.0,10086746.0
2014-08-11,116692,125230,113935,116693,1320706,1323381.0,10086746.0
2014-08-12,115624,120872,114557,119450,662303,1354650.0,10086746.0
2014-08-13,119983,123274,118471,118472,600073,1343555.0,10086746.0
2014-08-14,120339,125498,120250,123631,786533,1402058.0,10086746.0
2014-08-18,125409,132702,124785,131991,749729,1496873.0,10086746.0
2014-08-19,133858,134747,129411,131636,579287,1492838.0,10086746.0
2014-08-20,131545,138038,130923,132881,1064394,1506960.0,10086746.0
2014-08-21,135281,137683,133146,133859,496592,1518055.0,10086746.0
2014-08-22,137327,139373,134570,135371,462844,1535203.0,10086746.0
2014-08-25,133324,135014,115892,121851,1513081,1381884.0,10086746.0
2014-08-26,122740,128255,117493,125321,1065054,1421223.0,10086746.0
2014-08-27,125853,127010,113224,116693,1516337,1323381.0,10086746.0
2014-08-28,117404,119894,115269,119539,713815,1355659.0,10086746.0
2014-08-29,118738,119449,107353,111801,1456889,1267904.0,10086746.0
2014-09-01,116959,119894,113846,115626,775436,1311277.0,10086746.0
2014-09-02,112601,118026,110288,118027,483569,1338511.0,10086746.0
2014-09-03,119183,123184,116870,122296,540405,1386928.0,10086746.0
2014-09-04,122651,124608,118382,122652,415022,1390962.0,10086746.0
2014-09-05,124074,128966,123452,125676,455923,1425257.0,10086746.0
2014-09-11,124608,126031,121673,122296,333937,1386928.0,10086746.0
2014-09-12,123808,124430,112067,115359,587754,1308251.0,10086746.0
2014-09-15,112867,113224,107708,107710,531684,1221505.0,10086746.0
2014-09-16,109577,123808,108954,123720,938405,1403066.0,10086746.0
2014-09-17,122918,131545,119538,121763,1120534,1380876.0,10086746.0
2014-09-18,125319,126920,121050,123631,461527,1402058.0,10086746.0
2014-09-19,124519,125142,122028,122296,308415,1386928.0,10086746.0
2014-09-22,122117,127632,121762,122296,402202,1386928.0,10086746.0
2014-09-23,124519,128077,122562,128078,476898,1452491.0,10086746.0
2014-09-24,127632,129233,125942,128434,371335,1456526.0,10086746.0
2014-09-25,130211,143286,129767,140441,1248466,1592697.0,10086746.0
2014-09-26,139639,143019,137861,143020,582104,1621949.0,10086746.0
2014-09-29,143908,144264,137683,137950,464602,1564454.0,10086746.0
2014-09-30,143197,154849,143197,154316,1070259,1750050.0,10086746.0
2014-10-01,154226,156005,150757,153871,615286,1745007.0,10086746.0
2014-10-02,151468,154404,148089,152270,483227,1726851.0,10086746.0
2014-10-06,155293,155471,147555,148534,388777,1684487.0,10086746.0
2014-10-07,147021,149779,139550,142219,499159,1612871.0,10086746.0
2014-10-08,141418,151824,141418,149869,536814,1699617.0,10086746.0
2014-10-10,150846,151647,146755,149424,313338,1694573.0,10086746.0
2014-10-13,146755,153159,141418,151202,494606,1714747.0,10086746.0
2014-10-14,151379,152803,145777,145777,327188,1653218.0,10086746.0
2014-10-15,147644,152358,144531,149869,313501,1699617.0,10086746.0
2014-10-16,152002,160185,148979,156094,674784,1770224.0,10086746.0
2014-10-17,158495,161519,151468,154316,424304,1750050.0,10086746.0
2014-10-20,156983,158228,152803,156094,273778,1770224.0,10086746.0
2014-10-21,154581,160452,151202,160097,361108,1815614.0,10086746.0
2014-10-22,160985,167212,158317,163744,479756,1856970.0,10086746.0
2014-10-23,162854,167212,161964,162498,249195,1842848.0,10086746.0
2014-10-24,165699,166233,162586,165434,202419,1876135.0,10086746.0
2014-10-27,163654,166233,161608,163655,252404,1855961.0,10086746.0
2014-10-28,164098,172637,162675,169347,411360,1920516.0,10086746.0
2014-10-29,173171,177351,170236,171660,399176,1946742.0,10086746.0
2014-10-30,171392,174594,168635,171660,306773,1946742.0,10086746.0
2014-10-31,173616,173704,168901,172549,271421,1956829.0,10086746.0
2014-11-03,171214,171747,156539,157518,736914,1786363.0,10086746.0
2014-11-04,158673,160185,145598,146756,1291240,1664313.0,10086746.0
2014-11-05,137772,153781,137327,146756,1687671,1664313.0,10086746.0
2014-11-06,148979,151202,129678,133325,1499214,1512003.0,10086746.0
2014-11-07,133146,138839,127009,134659,1231095,1527133.0,10086746.0
2014-11-10,139817,144709,137683,141508,601933,1604801.0,10086746.0
2014-11-11,139461,140529,132880,133237,611519,1510995.0,10086746.0
2014-11-12,130745,135370,124074,127188,1954979,1442405.0,10086746.0
2014-11-13,128432,134125,127810,129145,878946,1464596.0,10086746.0
2014-11-14,131457,133146,122207,125053,719444,1418196.0,10086746.0
2014-11-17,125942,127099,114646,114736,1028881,1301190.0,10086746.0
2014-11-18,117225,120516,114380,118294,880975,1341537.0,10086746.0
2014-11-19,122207,127454,121583,124520,1208066,1412144.0,10086746.0
2014-11-20,123541,127632,117404,118738,893382,1346581.0,10086746.0
2014-11-21,119271,129856,116069,126833,1495253,1438370.0,10086746.0
2014-11-24,130745,133947,128521,130835,1186745,1483760.0,10086746.0
2014-11-25,130478,130478,123985,125765,612302,1426266.0,10086746.0
2014-11-26,127099,132079,125586,125765,610646,1426266.0,10086746.0
2014-11-27,124608,127187,121317,123008,401681,1394997.0,10086746.0
2014-11-28,122562,126742,120961,120963,407271,1371797.0,10086746.0
2014-12-01,120072,123808,115002,120873,463547,1370789.0,10086746.0
2014-12-02,120872,125053,119894,121496,425215,1377850.0,10086746.0
2014-12-03,122384,131990,120339,130301,985017,1477708.0,10086746.0
2014-12-04,131990,132969,127009,130212,602979,1476700.0,10086746.0
2014-12-05,130745,132346,128877,130568,472727,1480734.0,10086746.0
2014-12-08,131902,132168,120961,123631,507374,1402058.0,10086746.0
2014-12-09,122651,124875,117848,118294,437858,1341537.0,10086746.0
2014-12-10,116692,121317,115358,115626,473102,1311277.0,10086746.0
2014-12-11,116514,120516,114380,116070,482110,1316320.0,10086746.0
2014-12-12,118560,119449,115358,118917,328312,1348598.0,10086746.0
2014-12-15,118293,119805,114380,114380,326795,1297156.0,10086746.0
2014-12-16,114112,115892,99259,106731,1301169,1210410.0,10086746.0
2014-12-17,111178,122740,110377,122741,1190116,1391971.0,10086746.0
2014-12-18,121673,127099,117404,122385,854450,1387936.0,10086746.0
2014-12-19,123985,124608,118560,121585,425741,1378858.0,10086746.0
2014-12-22,121050,122207,117048,117137,332763,1328424.0,10086746.0
2014-12-23,117404,120250,112423,112424,389134,1274965.0,10086746.0
2014-12-24,114202,120783,114112,116070,459772,1316320.0,10086746.0
2014-12-26,117137,118560,112067,112513,401221,1275973.0,10086746.0
2014-12-29,114468,123184,114468,120963,504856,1371797.0,10086746.0
2014-12-30,120427,121583,118293,120518,253683,1366754.0,10086746.0
2015-01-02,121762,133235,121406,128878,746559,1461569.0,10086746.0
2015-01-05,130122,131902,127899,129856,301169,1472665.0,10086746.0
2015-01-06,133413,139639,133058,135371,744866,1535203.0,10086746.0
2015-01-07,137772,147555,135548,139818,1028914,1585636.0,10086746.0
2015-01-08,145420,145598,140084,141419,410212,1603793.0,10086746.0
2015-01-09,140885,146488,137949,145866,526604,1654226.0,10086746.0
2015-01-12,150490,152980,145420,146756,525756,1664313.0,10086746.0
2015-01-13,146043,149067,143019,144532,415573,1639096.0,10086746.0
2015-01-14,145243,148356,140974,148357,333896,1682469.0,10086746.0
2015-01-15,148000,150846,147199,148890,281327,1688521.0,10086746.0
2015-01-16,150490,152803,148356,148801,258751,1687513.0,10086746.0
2015-01-19,149957,150579,145687,145688,202331,1652209.0,10086746.0
2015-01-20,145154,150846,137149,148534,643062,1684487.0,10086746.0
2015-01-21,152358,158406,150935,157251,615824,1783337.0,10086746.0
2015-01-22,159562,159829,149867,152092,559208,1724834.0,10086746.0
2015-01-23,155649,173259,154315,173171,1081094,1963889.0,10086746.0
2015-01-26,170502,177262,168990,173171,962300,1963889.0,10086746.0
2015-01-27,174060,191582,163832,163833,2655301,1857979.0,10086746.0
2015-01-28,164988,170502,159473,169080,976145,1917490.0,10086746.0
2015-01-29,167212,168901,160185,160186,609672,1816623.0,10086746.0
2015-01-30,160540,165699,153603,157874,669577,1790397.0,10086746.0
2015-02-02,161341,166944,159296,160275,552512,1817632.0,10086746.0
2015-02-03,158317,164543,156005,164366,454127,1864031.0,10086746.0
2015-02-04,165699,168368,163209,163210,300739,1850918.0,10086746.0
2015-02-05,163476,166411,162675,163655,213924,1855961.0,10086746.0
2015-02-06,166322,167745,158584,159830,401991,1812588.0,10086746.0
2015-02-09,164010,164988,150846,155739,477565,1766189.0,10086746.0
2015-02-10,152980,164098,151202,160808,695725,1823684.0,10086746.0
2015-02-11,158762,163742,151113,151114,489840,1713738.0,10086746.0
2015-02-12,148534,152269,141952,146578,839949,1662296.0,10086746.0
2015-02-13,145687,147021,139639,145332,520776,1648174.0,10086746.0
2015-02-16,148178,148445,140529,140529,353077,1593706.0,10086746.0
2015-02-17,138216,152714,138127,148801,651980,1687513.0,10086746.0
2015-02-23,151113,155204,150223,152537,430807,1729877.0,10086746.0
2015-02-24,152536,152536,147822,147823,227412,1676417.0,10086746.0
2015-02-25,149867,152358,147288,147289,247653,1670365.0,10086746.0
2015-02-26,147733,150223,144887,147289,220760,1670365.0,10086746.0
2015-02-27,147466,159829,147466,157874,561456,1790397.0,10086746.0
2015-03-02,159740,160808,157428,157874,246895,1790397.0,10086746.0
2015-03-03,159652,164899,159384,162588,414417,1843857.0,10086746.0
2015-03-04,163031,165166,161163,161964,192265,1836796.0,10086746.0
2015-03-05,164543,168279,162586,163210,299290,1850918.0,10086746.0
2015-03-06,166411,170858,164988,167479,337193,1899334.0,10086746.0
2015-03-09,166322,171036,164187,169080,340837,1917490.0,10086746.0
2015-03-10,171747,176016,167478,171393,517959,1943716.0,10086746.0
2015-03-11,169346,172370,162854,164989,372092,1871091.0,10086746.0
2015-03-12,167212,172192,162053,172104,400095,1951785.0,10086746.0
2015-03-13,172192,177351,171214,174506,408800,1979020.0,10086746.0
2015-03-16,175572,181709,175572,178775,463621,2027436.0,10086746.0
2015-03-17,181087,181798,177796,180376,236522,2045592.0,10086746.0
2015-03-18,180375,180375,162586,163210,835833,1850918.0,10086746.0
2015-03-19,166856,167923,154581,162143,661134,1838814.0,10086746.0
2015-03-20,164721,168635,161786,164811,351275,1869074.0,10086746.0
2015-03-23,164276,167567,163832,164099,211549,1861005.0,10086746.0
2015-03-24,162141,164098,157872,160097,257898,1815614.0,10086746.0
2015-03-25,159296,171214,159296,170148,356215,1929595.0,10086746.0
2015-03-26,167567,171214,166411,166857,166450,1892274.0,10086746.0
2015-03-27,167300,168813,163209,164544,169880,1866048.0,10086746.0
2015-03-30,165877,170947,165877,168636,184659,1912447.0,10086746.0
2015-03-31,170680,173527,169168,171215,208700,1941699.0,10086746.0
2015-04-01,171837,172370,166322,166678,165838,1890256.0,10086746.0
2015-04-02,168545,169257,164988,167746,133923,1902360.0,10086746.0
2015-04-03,170769,177084,169702,174506,446404,1979020.0,10086746.0
2015-04-06,176995,179218,175216,176107,266428,1997176.0,10086746.0
2015-04-07,177084,177084,171570,172282,283165,1953803.0,10086746.0
2015-04-08,174683,177084,171926,173527,275228,1967924.0,10086746.0
2015-04-09,174860,175216,171303,172638,162291,1957837.0,10086746.0
2015-04-10,174415,174505,167834,167835,272686,1903369.0,10086746.0
2015-04-13,168101,168101,161608,163655,346921,1855961.0,10086746.0
2015-04-14,165343,168101,162764,162765,235887,1845875.0,10086746.0
2015-04-15,164721,173171,164543,166501,397382,1888239.0,10086746.0
2015-04-16,166056,167478,161608,162409,288925,1841840.0,10086746.0
2015-04-17,162409,162586,156894,157785,373805,1789389.0,10086746.0
2015-04-20,157428,160540,157250,158051,180927,1792415.0,10086746.0
2015-04-21,160985,163921,158939,162409,288870,1841840.0,10086746.0
2015-04-22,165433,167123,157961,162232,289738,1839822.0,10086746.0
2015-04-23,163654,165255,160540,161431,168929,1830744.0,10086746.0
2015-04-24,162764,165788,160630,162054,193323,1837805.0,10086746.0
2015-04-27,163654,172548,163031,171481,479322,1944725.0,10086746.0
2015-04-28,171837,173438,167300,167657,262368,1901352.0,10086746.0
2015-04-29,169435,171392,165255,167568,175038,1900343.0,10086746.0
2015-04-30,166856,166944,159118,160987,306058,1825701.0,10086746.0
2015-05-04,160897,160897,151736,152092,298481,1724834.0,10086746.0
2015-05-06,150579,158406,149601,152181,256820,1725842.0,10086746.0
2015-05-07,150757,161608,150490,161164,361202,1827718.0,10086746.0
2015-05-08,160363,161074,156094,156539,176175,1775267.0,10086746.0
2015-05-11,158851,159562,153603,154672,286935,1754085.0,10086746.0
2015-05-12,149067,153959,142486,142753,1147032,1618923.0,10086746.0
2015-05-13,139639,141240,132613,136439,817105,1547307.0,10086746.0
2015-05-14,139461,141596,134391,135193,462485,1533185.0,10086746.0
2015-05-15,136082,144976,135815,137861,721615,1563446.0,10086746.0
2015-05-18,138660,139461,130745,130746,483430,1482752.0,10086746.0
2015-05-19,132701,133413,126031,127544,402389,1446439.0,10086746.0
2015-05-20,127543,130478,124697,125587,436975,1424249.0,10086746.0
2015-05-21,126920,129233,124074,126388,496490,1433327.0,10086746.0
2015-05-22,126742,126920,121406,121763,422371,1380876.0,10086746.0
2015-05-26,113490,114824,108421,111178,777956,1260843.0,10086746.0
2015-05-27,111800,114557,110733,113135,380007,1283034.0,10086746.0
2015-05-28,114824,115447,111444,113224,286863,1284043.0,10086746.0
2015-05-29,112334,124519,112334,119806,507654,1358685.0,10086746.0
2015-06-01,122207,126476,121940,123275,316562,1398023.0,10086746.0
2015-06-02,127365,127899,120161,120162,275176,1362719.0,10086746.0
2015-06-03,121228,126031,120695,125321,226001,1421223.0,10086746.0
2015-06-04,128343,128521,125942,126299,187671,1432318.0,10086746.0
2015-06-05,124608,127987,123629,127900,184687,1450474.0,10086746.0
2015-06-08,128432,128788,126031,127010,127950,1440387.0,10086746.0
2015-06-09,126386,129144,124074,125321,142795,1421223.0,10086746.0
2015-06-10,125498,126031,117937,118738,318316,1346581.0,10086746.0
2015-06-11,119183,119983,112956,115003,356456,1304216.0,10086746.0
2015-06-12,115981,118382,112601,112602,209235,1276982.0,10086746.0
2015-06-15,111266,114735,109399,110733,141319,1255800.0,10086746.0
2015-06-16,111266,113846,111266,111890,144230,1268913.0,10086746.0
2015-06-17,111178,122207,108064,120162,486237,1362719.0,10086746.0
2015-06-18,120339,123897,115892,117316,371257,1330442.0,10086746.0
2015-06-19,117404,127009,117314,124964,554356,1417188.0,10086746.0
2015-06-22,125586,125675,122296,122385,271719,1387936.0,10086746.0
2015-06-23,120250,122296,117937,119984,303941,1360702.0,10086746.0
2015-06-24,122712,123713,120984,121166,161034,1343555.0,10086746.0
2015-06-25,121348,121985,117254,121894,239525,1351624.0,10086746.0
2015-06-26,121803,122257,119256,119256,125696,1322372.0,10086746.0
2015-06-29,116527,117436,114161,114162,175256,1265887.0,10086746.0
