팅크웨어(084730),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2006-07-26,7088,7291,7000,7087,36117,52004.0,6468146.0
2006-07-27,7105,7449,7105,7228,67617,53039.0,6468146.0
2006-07-28,7229,7669,7229,7404,171011,54332.0,6468146.0
2006-07-31,7405,7492,7052,7051,109625,51745.0,6468146.0
2006-08-01,6982,7220,6982,7025,46071,51551.0,6468146.0
2006-08-02,6963,7245,6963,7209,50575,52909.0,6468146.0
2006-08-03,7210,7492,7210,7491,74669,54979.0,6468146.0
2006-08-04,7527,8056,7527,7642,169827,56079.0,6468146.0
2006-08-07,8065,8180,7580,7580,246862,55626.0,6468146.0
2006-08-08,7660,7669,7432,7598,75067,55755.0,6468146.0
2006-08-09,7527,7836,7527,7747,82440,56855.0,6468146.0
2006-08-10,7687,8365,7687,8356,205005,61318.0,6468146.0
2006-08-11,8718,9079,8065,8144,422665,59766.0,6468146.0
2006-08-14,8295,8357,8066,8215,167673,60283.0,6468146.0
2006-08-16,8322,8348,8111,8153,91324,59830.0,6468146.0
2006-08-17,8197,8330,8030,8117,175233,59572.0,6468146.0
2006-08-18,8119,8313,8119,8153,83614,59830.0,6468146.0
2006-08-21,8163,8647,8153,8285,266313,60801.0,6468146.0
2006-08-22,8374,8524,8197,8285,243677,60801.0,6468146.0
2006-08-23,8286,8286,8145,8277,79460,60736.0,6468146.0
2006-08-24,8242,8304,8092,8223,182121,60348.0,6468146.0
2006-08-25,8171,8533,8171,8505,204100,62418.0,6468146.0
2006-08-28,8551,9741,8551,9651,1207253,70826.0,6468146.0
2006-08-29,10138,11063,10093,10533,3590578,77294.0,6468146.0
2006-08-30,10667,10710,10138,10357,527215,76001.0,6468146.0
2006-08-31,10798,11152,10050,10048,1381807,73737.0,6468146.0
2006-09-01,10049,10313,9652,10092,470154,74060.0,6468146.0
2006-09-04,10137,10313,9740,9872,477856,72443.0,6468146.0
2006-09-05,9960,10577,9740,10577,807398,77618.0,6468146.0
2006-09-06,10622,10755,10270,10753,474179,78911.0,6468146.0
2006-09-07,10666,11327,10535,10842,1039248,79558.0,6468146.0
2006-09-08,10843,10887,10270,10842,448259,79558.0,6468146.0
2006-09-11,11062,11326,10401,10400,442661,76324.0,6468146.0
2006-09-12,10137,10313,9784,10004,459328,73413.0,6468146.0
2006-09-13,10092,10534,9916,10400,459107,76324.0,6468146.0
2006-09-14,10445,10666,10137,10312,340748,75677.0,6468146.0
2006-09-15,10357,10577,10004,10400,276051,76324.0,6468146.0
2006-09-18,10534,10621,10313,10489,247334,76971.0,6468146.0
2006-09-19,10402,10798,10226,10753,328009,78911.0,6468146.0
2006-09-20,10842,11636,10709,11502,905191,84409.0,6468146.0
2006-09-21,11724,12120,11372,11767,998395,86350.0,6468146.0
2006-09-22,11636,11944,11371,11899,443684,87320.0,6468146.0
2006-09-25,11811,12031,11106,11194,479438,82145.0,6468146.0
2006-09-26,11327,11460,10755,11150,520619,81822.0,6468146.0
2006-09-27,11371,12781,11151,12604,1133691,92494.0,6468146.0
2006-09-28,12385,12474,11945,12164,442608,89260.0,6468146.0
2006-09-29,12208,12736,11899,12604,600978,92494.0,6468146.0
2006-10-02,12428,12913,11899,11987,410304,87967.0,6468146.0
2006-10-04,11899,11944,11239,11282,419274,82792.0,6468146.0
2006-10-09,11194,11679,9607,9607,782268,70503.0,6468146.0
2006-10-10,9608,10490,9608,10268,489050,75354.0,6468146.0
2006-10-11,10270,10798,10005,10533,407169,77294.0,6468146.0
2006-10-12,10445,11811,10445,11194,654105,82145.0,6468146.0
2006-10-13,11592,11636,11063,11238,217330,82469.0,6468146.0
2006-10-16,11414,11503,11062,11194,145299,82145.0,6468146.0
2006-10-17,11240,11724,10798,11370,473418,83439.0,6468146.0
2006-10-18,11371,11371,10842,11282,242790,82792.0,6468146.0
2006-10-19,11372,11636,11063,11150,349725,81822.0,6468146.0
2006-10-20,11151,11326,10709,10709,265992,78588.0,6468146.0
2006-10-23,10886,10886,10137,10400,246253,76324.0,6468146.0
2006-10-24,10489,10666,10225,10620,185113,77941.0,6468146.0
2006-10-25,10755,11019,10270,10445,232924,76648.0,6468146.0
2006-10-26,10621,10709,10313,10489,107883,76971.0,6468146.0
2006-10-27,10621,10754,10313,10577,134111,77618.0,6468146.0
2006-10-30,10446,10667,10446,10445,62474,76648.0,6468146.0
2006-10-31,10402,10755,10402,10533,175996,77294.0,6468146.0
2006-11-01,10755,11019,10535,10930,160713,80205.0,6468146.0
2006-11-02,10931,11857,10931,11855,321616,86997.0,6468146.0
2006-11-03,11811,13618,11723,13001,810917,95405.0,6468146.0
2006-11-06,13134,13487,12782,13177,380446,96699.0,6468146.0
2006-11-07,13222,13839,12958,13089,555923,96052.0,6468146.0
2006-11-08,13178,14368,13046,13397,665351,98316.0,6468146.0
2006-11-09,13531,13972,12605,13045,545083,95729.0,6468146.0
2006-11-10,13487,14104,13134,13750,604626,100903.0,6468146.0
2006-11-13,13663,14103,13486,13618,211533,99933.0,6468146.0
2006-11-14,13618,15645,13574,15645,1383286,114810.0,6468146.0
2006-11-15,15603,16968,15338,16174,1207662,118690.0,6468146.0
2006-11-16,16439,16792,15866,16262,545364,119337.0,6468146.0
2006-11-17,16440,16925,15867,16395,474595,120308.0,6468146.0
2006-11-20,16350,16350,15117,15336,425960,112546.0,6468146.0
2006-11-21,15382,15735,14897,15381,433579,112869.0,6468146.0
2006-11-22,15426,15426,14986,15381,259497,112869.0,6468146.0
2006-11-23,15162,15471,14986,14984,196592,109958.0,6468146.0
2006-11-24,14809,15426,14369,15204,286002,111576.0,6468146.0
2006-11-27,15028,15425,14852,15336,148969,112546.0,6468146.0
2006-11-28,14896,15337,14720,15336,212973,112546.0,6468146.0
2006-11-29,15205,15602,14985,15425,205072,113193.0,6468146.0
2006-11-30,15602,15645,15249,15557,147787,114163.0,6468146.0
2006-12-01,15425,15778,15249,15248,186120,111899.0,6468146.0
2006-12-04,15073,15205,14676,14719,126296,108018.0,6468146.0
2006-12-05,14720,15513,14543,15513,246981,113839.0,6468146.0
2006-12-06,15338,15558,14897,14896,155721,109312.0,6468146.0
2006-12-07,14897,15294,14809,14896,104549,109312.0,6468146.0
2006-12-08,14676,15205,14632,14631,117481,107371.0,6468146.0
2006-12-11,14544,14766,14236,14367,104286,105431.0,6468146.0
2006-12-12,14369,14369,13531,13750,135986,100903.0,6468146.0
2006-12-13,13398,13883,13398,13706,77283,100580.0,6468146.0
2006-12-14,13752,14544,13752,14367,105170,105431.0,6468146.0
2006-12-15,14633,14633,14281,14279,44874,104784.0,6468146.0
2006-12-18,14369,14809,14281,14367,89825,105431.0,6468146.0
2006-12-19,14500,14500,14191,14235,49750,104461.0,6468146.0
2006-12-20,14501,14501,13884,14059,51157,103167.0,6468146.0
2006-12-21,14015,14235,13486,13529,115163,99286.0,6468146.0
2006-12-22,13531,13575,13002,13177,123218,96699.0,6468146.0
2006-12-26,13221,13310,12296,12428,124648,91201.0,6468146.0
2006-12-27,12473,12914,12342,12649,86598,92818.0,6468146.0
2006-12-28,12693,13354,12649,13133,108381,96375.0,6468146.0
2007-01-02,13001,13310,12781,13001,58354,95405.0,6468146.0
2007-01-03,12958,13179,12694,12957,137970,95082.0,6468146.0
2007-01-04,12869,13133,12473,12604,66615,92494.0,6468146.0
2007-01-05,12562,12694,11636,12075,194616,88614.0,6468146.0
2007-01-08,11988,12516,11636,11899,116951,87320.0,6468146.0
2007-01-09,12121,12121,11372,11370,120564,83439.0,6468146.0
2007-01-10,11504,11504,10931,11062,161633,81175.0,6468146.0
2007-01-11,11195,12165,11195,12075,201053,88614.0,6468146.0
2007-01-12,11900,12342,11592,11767,172778,86350.0,6468146.0
2007-01-15,11636,11767,11062,11194,125941,82145.0,6468146.0
2007-01-16,11239,11414,11018,11194,51080,82145.0,6468146.0
2007-01-17,11018,11679,11018,11282,116868,82792.0,6468146.0
2007-01-18,11151,11459,10930,11017,114138,80852.0,6468146.0
2007-01-19,11019,11152,10093,10357,187612,76001.0,6468146.0
2007-01-22,10313,10445,9432,9695,279401,71150.0,6468146.0
2007-01-23,9433,9917,8991,9255,189410,67916.0,6468146.0
2007-01-24,9388,9829,9344,9563,231619,70179.0,6468146.0
2007-01-25,9741,9917,9433,9431,118758,69209.0,6468146.0
2007-01-26,9299,9432,8806,9210,206671,67592.0,6468146.0
2007-01-29,9168,9521,8948,9255,250725,67916.0,6468146.0
2007-01-30,9344,9344,8788,8814,309696,64681.0,6468146.0
2007-01-31,8859,8948,8401,8700,272416,63841.0,6468146.0
2007-02-01,8798,8948,8022,8497,651721,62353.0,6468146.0
2007-02-02,8374,8595,8260,8576,164538,62935.0,6468146.0
2007-02-05,8798,9124,8692,8858,220709,65005.0,6468146.0
2007-02-06,8859,8859,8374,8505,196111,62418.0,6468146.0
2007-02-07,8638,8638,8374,8505,135840,62418.0,6468146.0
2007-02-08,8472,8604,8198,8277,219491,60736.0,6468146.0
2007-02-09,8313,8348,8022,8074,117820,59248.0,6468146.0
2007-02-12,8040,8498,7846,8497,273348,62353.0,6468146.0
2007-02-13,8709,9741,8639,9740,726278,71473.0,6468146.0
2007-02-14,10269,11194,10181,11105,1719237,81499.0,6468146.0
2007-02-15,11194,11194,10092,10092,630051,74060.0,6468146.0
2007-02-16,10226,11152,10226,10445,739166,76648.0,6468146.0
2007-02-20,10489,11018,10004,10489,516422,76971.0,6468146.0
2007-02-21,10578,10755,10050,10048,289863,73737.0,6468146.0
2007-02-22,10092,10357,9696,9872,241172,72443.0,6468146.0
2007-02-23,9873,10358,9785,10048,269479,73737.0,6468146.0
2007-02-26,10182,10667,10050,10225,466067,75030.0,6468146.0
2007-02-27,10269,10357,9784,9783,228590,71796.0,6468146.0
2007-02-28,9035,9255,8471,8990,443122,65975.0,6468146.0
2007-03-02,8816,9168,8771,8946,252975,65652.0,6468146.0
2007-03-05,8736,8860,8348,8382,243806,61512.0,6468146.0
2007-03-06,8419,8789,8419,8700,212092,63841.0,6468146.0
2007-03-07,8798,8816,8525,8532,192506,62612.0,6468146.0
2007-03-08,8471,8902,8471,8902,300770,65328.0,6468146.0
2007-03-09,9035,9255,8815,8990,236955,65975.0,6468146.0
2007-03-12,9035,9387,8990,9167,200347,67269.0,6468146.0
2007-03-13,9211,9211,8797,8902,161646,65328.0,6468146.0
2007-03-14,8728,9036,8666,8946,182389,65652.0,6468146.0
2007-03-15,9080,9124,8859,9035,116220,66298.0,6468146.0
2007-03-16,9036,9080,8816,8858,113365,65005.0,6468146.0
2007-03-19,8902,10137,8902,9783,504457,71796.0,6468146.0
2007-03-20,9740,9960,9520,9695,264649,71150.0,6468146.0
2007-03-21,9607,10004,9432,9872,277823,72443.0,6468146.0
2007-03-22,9960,10004,9564,9607,172983,70503.0,6468146.0
2007-03-23,9784,9828,9387,9387,143629,68886.0,6468146.0
2007-03-26,9388,9608,9388,9520,105562,69856.0,6468146.0
2007-03-27,9520,10137,9344,9915,359349,72767.0,6468146.0
2007-03-28,9872,11194,9872,10400,872725,76324.0,6468146.0
2007-03-29,10622,10887,10270,10268,317553,75354.0,6468146.0
2007-03-30,10402,10578,10270,10268,176919,75354.0,6468146.0
2007-04-02,10402,10887,10358,10842,300282,79558.0,6468146.0
2007-04-03,11107,11460,10843,10842,358232,79558.0,6468146.0
2007-04-04,10975,11019,10666,10842,146615,79558.0,6468146.0
2007-04-05,10974,10974,10445,10489,166297,76971.0,6468146.0
2007-04-06,10577,10754,10357,10577,119790,77618.0,6468146.0
2007-04-09,10755,11151,10710,10930,265311,80205.0,6468146.0
2007-04-10,10887,11063,10578,10665,107256,78265.0,6468146.0
2007-04-11,10798,10886,10577,10709,159391,78588.0,6468146.0
2007-04-12,10577,10754,10401,10620,179346,77941.0,6468146.0
2007-04-13,10621,11503,10577,11194,442016,82145.0,6468146.0
2007-04-16,11460,11724,11195,11370,247801,83439.0,6468146.0
2007-04-17,11636,12120,11371,11987,447595,87967.0,6468146.0
2007-04-18,12428,13266,11988,12031,1125440,88290.0,6468146.0
2007-04-19,12077,12342,11504,11767,261110,86350.0,6468146.0
2007-04-20,11679,12473,11679,12428,308169,91201.0,6468146.0
2007-04-23,12429,12694,12077,12164,233668,89260.0,6468146.0
2007-04-24,12253,12342,11857,12075,159038,88614.0,6468146.0
2007-04-25,12120,12253,11724,11855,158881,86997.0,6468146.0
2007-04-26,11989,12474,11812,12164,274242,89260.0,6468146.0
2007-04-27,12164,12296,11856,12031,142437,88290.0,6468146.0
2007-04-30,12032,12737,11945,12560,386464,92171.0,6468146.0
2007-05-02,13046,14412,12958,14411,1123126,105754.0,6468146.0
2007-05-03,14677,14941,14016,14367,530252,105431.0,6468146.0
2007-05-04,14720,14765,13971,14146,357849,103814.0,6468146.0
2007-05-07,14147,14543,14059,14103,302205,103490.0,6468146.0
2007-05-08,14369,14501,14104,14191,181827,104137.0,6468146.0
2007-05-09,14280,15867,14280,14984,674695,109958.0,6468146.0
2007-05-10,15205,15205,14808,15028,164903,110282.0,6468146.0
2007-05-11,14986,16176,14589,16174,358639,118690.0,6468146.0
2007-05-14,16308,16836,15823,16174,426539,118690.0,6468146.0
2007-05-15,16175,16175,14720,15248,265320,111899.0,6468146.0
2007-05-16,15470,16130,15470,16042,190659,117720.0,6468146.0
2007-05-17,16483,17937,16219,17628,521071,129363.0,6468146.0
2007-05-18,17630,17630,16836,17188,193177,126129.0,6468146.0
2007-05-21,17012,17894,16615,17672,209014,129686.0,6468146.0
2007-05-22,17630,17630,16528,16615,305808,121925.0,6468146.0
2007-05-23,16659,16659,15778,15953,419020,117073.0,6468146.0
2007-05-25,15690,16527,15470,16218,304953,119014.0,6468146.0
2007-05-28,16572,16572,15822,16262,162294,119337.0,6468146.0
2007-05-29,16308,16308,15823,16306,200023,119661.0,6468146.0
2007-05-30,16528,18732,16528,18730,884861,137448.0,6468146.0
2007-05-31,19304,19833,18687,19171,488148,140682.0,6468146.0
2007-06-01,19833,21683,19833,20272,439862,148767.0,6468146.0
2007-06-04,21067,21509,20230,20714,196703,152001.0,6468146.0
2007-06-05,20318,21067,20274,20714,155065,152001.0,6468146.0
2007-06-07,20362,21861,19922,21816,230926,160087.0,6468146.0
2007-06-08,21243,21860,21023,21595,166770,158470.0,6468146.0
2007-06-11,21903,21903,21066,21154,132906,155236.0,6468146.0
2007-06-12,20979,21376,20318,21022,120569,154265.0,6468146.0
2007-06-13,20803,21243,20538,20669,77062,151678.0,6468146.0
2007-06-14,20935,23756,20627,23755,370507,174317.0,6468146.0
2007-06-15,24857,26091,24019,24988,355085,183372.0,6468146.0
2007-06-18,25298,26048,25166,25341,209779,185959.0,6468146.0
2007-06-19,25651,27899,25034,26047,220325,191134.0,6468146.0
2007-06-20,26092,26840,25166,26178,124530,192104.0,6468146.0
2007-06-21,26048,26488,25651,26355,115135,193398.0,6468146.0
2007-06-22,26620,28912,26445,28779,282625,211185.0,6468146.0
2007-06-25,29706,30719,28692,29087,338516,213449.0,6468146.0
2007-06-26,29660,29660,24724,28117,309425,206334.0,6468146.0
2007-06-27,28118,28691,25342,26090,158913,191457.0,6468146.0
2007-06-28,27678,28735,27193,27412,244339,201159.0,6468146.0
2007-06-29,28031,28031,26445,27148,119905,199219.0,6468146.0
2007-07-02,26752,27325,26444,27236,215383,199866.0,6468146.0
2007-07-03,27634,31248,27634,30674,290598,225091.0,6468146.0
2007-07-04,31116,34818,30896,34640,461111,254198.0,6468146.0
2007-07-05,35259,35435,32878,33495,235306,245790.0,6468146.0
2007-07-06,33496,34289,32173,33495,226015,245790.0,6468146.0
2007-07-09,34817,35081,31908,32965,193929,241909.0,6468146.0
2007-07-10,33407,33495,30586,32437,129446,238028.0,6468146.0
2007-07-11,32172,37285,31292,37284,486537,273603.0,6468146.0
2007-07-12,38607,38695,35831,37284,246409,273603.0,6468146.0
2007-07-13,36845,37858,35522,37284,176106,273603.0,6468146.0
2007-07-16,37727,37771,35479,35610,165749,261313.0,6468146.0
2007-07-18,35699,36404,34025,35610,138876,261313.0,6468146.0
2007-07-19,35259,36096,34510,34817,86912,255492.0,6468146.0
2007-07-20,34994,35347,33496,34244,170095,251287.0,6468146.0
2007-07-23,34245,35082,33099,33407,164975,245143.0,6468146.0
2007-07-24,33496,33716,30851,32790,235135,240615.0,6468146.0
2007-07-25,32570,35127,31645,34508,255962,253228.0,6468146.0
2007-07-26,34377,37022,32218,33495,380026,245790.0,6468146.0
2007-07-27,32614,35169,31380,34155,177887,250641.0,6468146.0
2007-07-30,34200,35786,34200,35301,131353,259049.0,6468146.0
2007-07-31,36360,39665,35786,35962,375006,263900.0,6468146.0
2007-08-01,36140,37815,35259,36139,217182,265194.0,6468146.0
2007-08-02,37374,37991,34818,36139,180013,265194.0,6468146.0
2007-08-03,36933,37021,35434,35698,87238,261960.0,6468146.0
2007-08-06,35170,36757,34906,36139,125580,265194.0,6468146.0
2007-08-07,36933,37373,35875,37373,173383,274249.0,6468146.0
2007-08-08,38255,39224,37682,38078,137609,279424.0,6468146.0
2007-08-09,39625,40262,39125,39670,128054,282011.0,6468146.0
2007-08-10,39034,41854,38670,41399,134129,294301.0,6468146.0
2007-08-13,42400,42582,40035,40944,95511,291067.0,6468146.0
2007-08-14,40944,41490,37305,37304,74715,265194.0,6468146.0
2007-08-16,35485,35485,32073,33255,116321,236411.0,6468146.0
2007-08-17,33665,35531,33392,35348,84788,251287.0,6468146.0
2007-08-20,37305,38852,37032,38624,90217,274573.0,6468146.0
2007-08-21,39125,39534,37578,37941,72124,269722.0,6468146.0
2007-08-22,38215,38215,37214,37486,50125,266488.0,6468146.0
2007-08-23,38215,38488,37032,37122,74942,263900.0,6468146.0
2007-08-24,37487,38215,37123,37213,53191,264547.0,6468146.0
2007-08-27,37942,38124,36486,36486,48389,259373.0,6468146.0
2007-08-28,36486,36759,35349,35576,76267,252905.0,6468146.0
2007-08-29,33665,35030,33574,34620,62051,246113.0,6468146.0
2007-08-30,36577,36577,35303,35621,64050,253228.0,6468146.0
2007-08-31,35667,36850,35667,36486,49682,259373.0,6468146.0
2007-09-03,37123,38169,36759,37759,52700,268428.0,6468146.0
2007-09-04,38215,38215,36577,36668,36589,260666.0,6468146.0
2007-09-05,36941,37123,35531,35712,46991,253875.0,6468146.0
2007-09-06,35576,36122,35212,35803,22750,254522.0,6468146.0
2007-09-07,35713,36441,35485,36122,22347,256785.0,6468146.0
2007-09-10,34939,35121,34348,34711,31597,246760.0,6468146.0
2007-09-11,34621,35849,34621,35849,21446,254845.0,6468146.0
2007-09-12,36895,36895,34848,35030,23178,249024.0,6468146.0
2007-09-13,34575,35576,34575,35485,19570,252258.0,6468146.0
2007-09-14,35485,36850,35485,36850,44026,261960.0,6468146.0
2007-09-17,38200,38450,37250,37500,44412,242555.0,6468146.0
2007-09-18,38200,38200,34600,36400,72383,235441.0,6468146.0
2007-09-19,36800,37500,35800,35850,54972,231883.0,6468146.0
2007-09-20,35150,36850,33850,35000,69658,226385.0,6468146.0
2007-09-21,35000,36100,34650,35600,44806,230266.0,6468146.0
2007-09-27,36500,36650,35250,36200,32189,234147.0,6468146.0
2007-09-28,35500,36700,35500,36200,27410,234147.0,6468146.0
2007-10-01,36500,36500,35300,35800,38334,231560.0,6468146.0
2007-10-02,36750,41150,36300,41150,251323,266164.0,6468146.0
2007-10-04,42500,43700,39850,41150,269041,292782.0,7115000.0
2007-10-05,40700,45800,40600,43400,355493,308791.0,7115000.0
2007-10-08,44100,48500,43500,48000,248395,341520.0,7115000.0
2007-10-09,49000,49000,44150,46500,191930,330848.0,7115000.0
2007-10-10,46500,46500,44500,44950,114019,319819.0,7115000.0
2007-10-11,44000,47600,42800,43500,167425,340453.0,7826500.0
2007-10-12,44000,45550,43050,44400,103891,347497.0,7826500.0
2007-10-15,45000,46300,43400,43400,98688,339670.0,7826500.0
2007-10-16,44000,44000,36900,42450,142177,332235.0,7826500.0
2007-10-17,42000,42000,40000,41300,62426,323234.0,7826500.0
2007-10-18,43300,43800,41700,42350,62655,331452.0,7826500.0
2007-10-19,42850,44700,41500,42450,67710,332235.0,7826500.0
2007-10-22,39700,40900,39050,39400,95092,308364.0,7826500.0
2007-10-23,41300,41300,39400,40300,58860,315408.0,7826500.0
2007-10-24,40500,40500,38250,38500,99696,301320.0,7826500.0
2007-10-25,38550,40100,38550,39450,54717,308755.0,7826500.0
2007-10-26,39450,42500,38700,41500,103028,324800.0,7826500.0
2007-10-29,42900,45750,41700,44800,188153,350627.0,7826500.0
2007-10-30,45450,45550,42700,42700,82887,334192.0,7826500.0
2007-10-31,44000,45000,42800,43100,71185,337322.0,7826500.0
2007-11-01,44800,44800,42700,43500,54807,340453.0,7826500.0
2007-11-02,41400,43250,41300,42100,58335,329496.0,7826500.0
2007-11-05,43050,43350,41500,42500,56773,332626.0,7826500.0
2007-11-06,42550,43850,41700,42450,51288,332235.0,7826500.0
2007-11-07,42100,42450,40250,41000,122747,320886.0,7826500.0
2007-11-08,42100,42900,41300,41800,76246,327148.0,7826500.0
2007-11-09,41950,42500,41200,41400,53064,324017.0,7826500.0
2007-11-12,41000,41900,40250,41200,58011,322452.0,7826500.0
2007-11-13,41900,44150,41300,43250,126453,338496.0,7826500.0
2007-11-14,44500,45500,43900,44900,123383,351410.0,7826500.0
2007-11-15,45000,45850,43100,44000,87478,344366.0,7826500.0
2007-11-16,44050,46400,43400,45700,83159,357671.0,7826500.0
2007-11-19,46000,46400,44750,45900,69143,359236.0,7826500.0
2007-11-20,45000,45000,43700,44200,46360,345931.0,7826500.0
2007-11-21,43600,44700,43600,43850,40583,343192.0,7826500.0
2007-11-22,42500,43650,42500,42600,49256,333409.0,7826500.0
2007-11-23,42000,43000,40700,41600,69712,325582.0,7826500.0
2007-11-26,42500,43000,41650,43000,82205,336540.0,7826500.0
2007-11-27,41900,42650,41350,41600,72406,325582.0,7826500.0
2007-11-28,42200,42300,41500,41600,50455,325582.0,7826500.0
2007-11-29,41800,42850,41550,41950,94049,328322.0,7826500.0
2007-11-30,42850,42850,41950,42000,72327,328713.0,7826500.0
2007-12-03,42450,44250,41650,42750,56442,334583.0,7826500.0
2007-12-04,43300,43550,42000,43200,32410,338105.0,7826500.0
2007-12-05,43500,44100,42700,42800,43009,334974.0,7826500.0
2007-12-06,43500,43500,42300,42500,95671,332626.0,7826500.0
2007-12-07,42500,44500,42000,43500,61354,340453.0,7826500.0
2007-12-10,43500,43800,42350,43000,33799,336540.0,7826500.0
2007-12-11,43250,43400,42050,42300,39001,331061.0,7826500.0
2007-12-12,41950,42500,41500,42350,41051,331452.0,7826500.0
2007-12-13,42500,42950,42150,42350,28577,331452.0,7826500.0
2007-12-14,42650,42700,42000,42350,34073,331452.0,7826500.0
2007-12-17,42000,43800,42000,42350,37267,331452.0,7826500.0
2007-12-18,42000,44050,42000,43100,59161,337322.0,7826500.0
2007-12-20,44000,44000,41050,41750,74384,326756.0,7826500.0
2007-12-21,41750,42500,41750,42000,24265,328713.0,7826500.0
2007-12-24,42900,42900,41100,41300,60396,323234.0,7826500.0
2007-12-26,41300,41300,38200,38450,178606,300929.0,7826500.0
2007-12-27,37750,38950,37450,38550,35622,301712.0,7826500.0
2007-12-28,38000,40200,37900,39800,31991,311495.0,7826500.0
2008-01-02,39800,41050,39800,40200,40960,314625.0,7826500.0
2008-01-03,39400,40600,39400,40250,22202,315017.0,7826500.0
2008-01-04,40000,40750,39500,40200,30946,314625.0,7826500.0
2008-01-07,38900,39700,38800,38800,30718,303668.0,7826500.0
2008-01-08,38800,39700,38800,39500,26238,309147.0,7826500.0
2008-01-09,39500,39900,39050,39550,31816,309538.0,7826500.0
2008-01-10,40950,40950,38500,39300,37825,307581.0,7826500.0
2008-01-11,39600,40000,37950,38550,33271,301712.0,7826500.0
2008-01-14,37700,38550,35750,37300,62365,291928.0,7826500.0
2008-01-15,36350,36950,33150,34450,72501,269623.0,7826500.0
2008-01-16,32500,35300,32500,34600,47623,270797.0,7826500.0
2008-01-17,34650,35300,34600,35100,31334,274710.0,7826500.0
2008-01-18,34400,35000,34100,34500,35240,270014.0,7826500.0
2008-01-21,34400,34800,33000,33100,27815,259057.0,7826500.0
2008-01-22,32500,32600,28700,29000,71072,226968.0,7826500.0
2008-01-23,29450,30950,27600,27600,117519,216011.0,7826500.0
2008-01-24,28000,30800,28000,30000,163065,234795.0,7826500.0
2008-01-25,31200,34400,30150,32550,77383,254753.0,7826500.0
2008-01-28,32350,33800,31100,31150,58280,243795.0,7826500.0
2008-01-29,32700,32700,30700,31950,26321,250057.0,7826500.0
2008-01-30,32150,32750,29850,30150,39823,235969.0,7826500.0
2008-01-31,30200,31000,29600,30550,59758,239100.0,7826500.0
2008-02-01,30550,31250,29800,30000,37291,234795.0,7826500.0
