동구바이오제약(006620),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2018-05-30,30800,30900,29000,29250,160627,280917.0,9604000.0
2018-05-31,29800,30250,29350,30100,88548,289080.0,9604000.0
2018-06-01,30300,30700,29850,30600,64716,293882.0,9604000.0
2018-06-04,30600,31750,30550,31450,135205,302046.0,9604000.0
2018-06-05,31700,32700,31400,31400,140278,301566.0,9604000.0
2018-06-07,31750,31750,30950,31250,84145,300125.0,9604000.0
2018-06-08,31250,31300,30250,30550,78158,293402.0,9604000.0
2018-06-11,30600,30800,29950,30000,73214,288120.0,9604000.0
2018-06-12,30000,30150,29650,29950,73514,287640.0,9604000.0
2018-06-14,29850,30000,29300,29350,69492,281877.0,9604000.0
2018-06-15,29250,29950,29250,29600,48738,284278.0,9604000.0
2018-06-18,29850,29850,27300,27500,161546,264110.0,9604000.0
2018-06-19,27500,27900,25200,26000,202324,249704.0,9604000.0
2018-06-20,25650,26300,25650,26150,67591,251145.0,9604000.0
2018-06-21,26150,26600,25800,25950,46780,249224.0,9604000.0
2018-06-22,25550,26050,25100,25550,93525,245382.0,9604000.0
2018-06-25,25450,26350,25350,25900,60807,248744.0,9604000.0
2018-06-26,25500,26400,25450,26150,48172,251145.0,9604000.0
2018-06-27,26050,26450,25950,26000,58333,249704.0,9604000.0
2018-06-28,26100,26150,25200,25200,48273,242021.0,9604000.0
2018-06-29,25200,25400,23500,24500,117442,235298.0,9604000.0
2018-07-02,24600,25300,24350,24900,62687,239140.0,9604000.0
2018-07-03,24800,25200,23950,24700,56277,237219.0,9604000.0
2018-07-04,24450,26000,24400,25500,103181,244902.0,9604000.0
2018-07-05,26000,26700,25850,26300,146381,252585.0,9604000.0
2018-07-06,26300,26350,24900,26000,88624,249704.0,9604000.0
2018-07-09,25600,26950,25600,26600,89317,255466.0,9604000.0
2018-07-10,26450,28400,26400,28400,212772,272754.0,9604000.0
2018-07-11,28500,29050,27800,28000,146954,268912.0,9604000.0
2018-07-12,28000,28500,27400,28500,72452,273714.0,9604000.0
2018-07-13,28350,29000,28150,28600,67324,274674.0,9604000.0
2018-07-16,28900,28900,27900,28000,54058,268912.0,9604000.0
2018-07-17,28200,28200,27100,27200,52016,261229.0,9604000.0
2018-07-18,27300,27550,26400,26400,65246,253546.0,9604000.0
2018-07-19,26350,26850,25900,26300,52968,252585.0,9604000.0
2018-07-20,26250,26900,26150,26300,29836,252585.0,9604000.0
2018-07-23,26500,26750,25350,25400,50540,243942.0,9604000.0
2018-07-24,24800,25950,24800,24900,36796,239140.0,9604000.0
2018-07-25,24600,24950,23800,24550,95832,235778.0,9604000.0
2018-07-26,24550,25050,23900,24800,60428,238179.0,9604000.0
2018-07-27,24900,25000,24550,24550,29421,235778.0,9604000.0
2018-07-30,24550,24800,24200,24650,21924,236739.0,9604000.0
2018-07-31,24650,25150,24650,25000,25337,240100.0,9604000.0
2018-08-01,25300,26150,25000,25650,63213,246343.0,9604000.0
2018-08-02,25900,25950,25450,25600,33015,245862.0,9604000.0
2018-08-03,25650,25950,25400,25600,28789,245862.0,9604000.0
2018-08-06,25700,25850,25150,25450,36767,244422.0,9604000.0
2018-08-07,25950,27600,25000,27000,287232,259308.0,9604000.0
2018-08-08,27000,27000,26250,26600,68040,255466.0,9604000.0
2018-08-09,26300,26900,26050,26900,51007,258348.0,9604000.0
2018-08-10,26900,27000,26350,26400,36640,253546.0,9604000.0
2018-08-13,25100,25400,24500,24800,130001,238179.0,9604000.0
2018-08-14,24750,25200,24600,24800,34175,238179.0,9604000.0
2018-08-16,24400,24500,23500,24000,104148,230496.0,9604000.0
2018-08-17,23650,24400,23650,24100,73323,231456.0,9604000.0
2018-08-20,24350,24800,24250,24500,39379,235298.0,9604000.0
2018-08-21,24700,25450,24500,25200,61283,242021.0,9604000.0
2018-08-22,25450,25450,24750,24800,61926,238179.0,9604000.0
2018-08-23,24800,25100,24700,25000,28875,240100.0,9604000.0
2018-08-24,24900,29500,24800,26750,1109208,256907.0,9604000.0
2018-08-27,26900,28400,26750,27700,408645,266031.0,9604000.0
2018-08-28,28050,28150,27150,27550,148759,264590.0,9604000.0
2018-08-29,27750,29150,27400,28700,499434,275635.0,9604000.0
2018-08-30,28900,28950,28250,28800,134819,276595.0,9604000.0
2018-08-31,28600,29100,28500,28600,103448,274674.0,9604000.0
2018-09-03,28600,29200,28250,28700,143319,275635.0,9604000.0
2018-09-04,28750,29100,28550,28700,92279,275635.0,9604000.0
2018-09-05,29000,30500,28900,29000,489475,278516.0,9604000.0
2018-09-06,28850,29150,28450,28700,105645,275635.0,9604000.0
2018-09-07,28450,28700,27700,27900,112294,267952.0,9604000.0
2018-09-10,28100,28150,27500,27700,48627,266031.0,9604000.0
2018-09-11,27500,28350,27500,28100,65156,269872.0,9604000.0
2018-09-12,28000,29650,28000,29000,258736,278516.0,9604000.0
2018-09-13,29200,29400,28400,28750,83348,276115.0,9604000.0
2018-09-14,28800,29200,28450,29150,108646,279957.0,9604000.0
2018-09-17,29000,30800,29000,29600,369365,284278.0,9604000.0
2018-09-18,29600,31350,29300,31200,457219,299645.0,9604000.0
2018-09-19,31700,31850,30500,30750,310827,295323.0,9604000.0
2018-09-20,31000,32050,30200,30450,374644,292442.0,9604000.0
2018-09-21,31100,31100,29800,30400,128203,291962.0,9604000.0
2018-09-27,30350,31600,29950,31200,160824,299645.0,9604000.0
2018-09-28,31200,31350,30600,30950,79193,297244.0,9604000.0
2018-10-01,30950,31200,29750,30150,78333,289561.0,9604000.0
2018-10-02,30050,30350,28100,28100,159380,269872.0,9604000.0
2018-10-04,28750,29000,27300,28750,86511,276115.0,9604000.0
2018-10-05,28300,28750,27750,28000,61751,268912.0,9604000.0
2018-10-08,27800,28300,27500,27550,41364,264590.0,9604000.0
2018-10-10,27150,27550,25600,25600,62780,245862.0,9604000.0
2018-10-11,24200,25150,23950,24600,117126,236258.0,9604000.0
2018-10-12,24000,25150,24000,24800,80284,238179.0,9604000.0
2018-10-15,24900,25200,24450,24800,45841,238179.0,9604000.0
2018-10-16,24850,25900,24850,25350,61547,243461.0,9604000.0
2018-10-17,25650,25800,25250,25350,33743,243461.0,9604000.0
2018-10-18,25550,25650,24800,24800,41806,238179.0,9604000.0
2018-10-19,24600,25650,23700,25200,110382,242021.0,9604000.0
2018-10-22,25150,25750,24900,25550,32477,245382.0,9604000.0
2018-10-23,25500,25550,24600,24650,66531,236739.0,9604000.0
2018-10-24,24900,25000,24100,24250,55903,232897.0,9604000.0
2018-10-25,22850,24300,22550,24200,95655,232417.0,9604000.0
2018-10-26,24300,24450,22700,23000,63908,220892.0,9604000.0
2018-10-29,22550,23250,20500,21500,106338,206486.0,9604000.0
2018-10-30,20500,21000,18500,20050,418119,192560.0,9604000.0
2018-10-31,20300,20450,19500,19900,143519,191120.0,9604000.0
2018-11-01,20100,21150,20000,20650,175427,198323.0,9604000.0
2018-11-02,21000,21500,20900,21500,113035,206486.0,9604000.0
2018-11-05,21400,21950,20900,21500,76734,206486.0,9604000.0
2018-11-06,21850,22300,21500,21800,93975,209367.0,9604000.0
2018-11-07,21850,22600,21500,21800,105817,209367.0,9604000.0
2018-11-08,22300,22500,21850,22150,41187,212729.0,9604000.0
2018-11-09,22150,22150,21250,21350,46797,205045.0,9604000.0
2018-11-12,20750,21000,20050,20050,70714,192560.0,9604000.0
2018-11-13,19200,20100,19150,20050,81974,192560.0,9604000.0
2018-11-14,20000,20450,19550,20200,47203,194001.0,9604000.0
2018-11-15,19850,20150,19500,19950,47195,191600.0,9604000.0
2018-11-16,20200,20600,19950,20400,44369,195922.0,9604000.0
2018-11-19,20400,20700,20350,20700,39979,198803.0,9604000.0
2018-11-20,20250,20450,20200,20350,33869,195441.0,9604000.0
2018-11-21,20000,20400,19750,20400,35391,195922.0,9604000.0
2018-11-22,20600,20600,19850,19950,57377,191600.0,9604000.0
2018-11-23,20050,20200,19850,20000,35043,192080.0,9604000.0
2018-11-26,19650,20250,19650,20000,38774,192080.0,9604000.0
2018-11-27,20400,21900,20050,21450,187705,206006.0,9604000.0
2018-11-28,21600,21800,21050,21200,51087,203605.0,9604000.0
2018-11-29,21350,21450,20700,21000,61064,201684.0,9604000.0
2018-11-30,20750,21150,20600,20950,35493,201204.0,9604000.0
2018-12-03,21150,21150,20800,21050,39726,202164.0,9604000.0
2018-12-04,20950,21100,20600,20650,44913,198323.0,9604000.0
2018-12-05,20250,20400,20050,20350,28967,195441.0,9604000.0
2018-12-06,19950,20300,19350,19600,61994,188238.0,9604000.0
2018-12-07,19500,20100,19500,19650,37713,188719.0,9604000.0
2018-12-10,19250,19400,18850,19200,58395,184397.0,9604000.0
2018-12-11,19600,19600,18700,19150,48973,183917.0,9604000.0
2018-12-12,19150,19500,19000,19350,45416,185837.0,9604000.0
2018-12-13,19500,19650,19150,19450,41602,186798.0,9604000.0
2018-12-14,19500,19500,18850,19200,38914,184397.0,9604000.0
2018-12-17,19000,19000,18350,18750,51256,180075.0,9604000.0
2018-12-18,18150,19300,18150,19000,56040,182476.0,9604000.0
2018-12-19,18800,19050,18650,18850,24919,181035.0,9604000.0
2018-12-20,18800,18950,18500,18950,37920,181996.0,9604000.0
2018-12-21,18900,19150,18750,19050,27449,182956.0,9604000.0
2018-12-24,18850,18850,18650,18750,23095,180075.0,9604000.0
2018-12-26,18150,18850,17900,18800,51160,180555.0,9604000.0
2018-12-27,19050,19250,18950,19000,25940,182476.0,9604000.0
2018-12-28,18950,19600,18950,19300,36018,185357.0,9604000.0
2019-01-02,19550,19600,18850,19050,30624,182956.0,9604000.0
2019-01-03,18850,19300,18250,18750,48860,180075.0,9604000.0
2019-01-04,18500,18800,18150,18750,29765,180075.0,9604000.0
2019-01-07,19050,19050,18600,18900,28058,181516.0,9604000.0
2019-01-08,18900,19000,18450,18850,26996,181035.0,9604000.0
2019-01-09,18900,19700,18850,19450,61678,186798.0,9604000.0
2019-01-10,19550,20250,19300,20100,71733,193040.0,9604000.0
2019-01-11,20350,20500,19950,20150,73283,193521.0,9604000.0
2019-01-14,20150,20150,19700,19800,24434,190159.0,9604000.0
2019-01-15,19800,19950,19550,19800,16220,190159.0,9604000.0
2019-01-16,19900,20000,19600,19700,18027,189199.0,9604000.0
2019-01-17,19800,19950,19550,19750,20790,189679.0,9604000.0
2019-01-18,19850,19850,19500,19600,26771,188238.0,9604000.0
2019-01-21,19800,19900,19600,19750,27391,189679.0,9604000.0
2019-01-22,19800,20150,19600,20150,43775,193521.0,9604000.0
2019-01-23,20200,21050,20100,20600,130184,197842.0,9604000.0
2019-01-24,20800,21000,20500,20800,59184,199763.0,9604000.0
2019-01-25,21000,21000,20550,20800,51199,199763.0,9604000.0
2019-01-28,20900,21150,20700,20750,41350,199283.0,9604000.0
2019-01-29,20750,20750,20250,20250,26348,194481.0,9604000.0
2019-01-30,20350,20650,20300,20550,33073,197362.0,9604000.0
2019-01-31,20750,20800,20300,20400,40307,195922.0,9604000.0
2019-02-01,20300,20450,20200,20350,19848,195441.0,9604000.0
2019-02-07,20450,20850,20200,20850,66906,200243.0,9604000.0
2019-02-08,20800,21000,20550,21000,51127,201684.0,9604000.0
2019-02-11,21000,21750,21000,21600,98876,207446.0,9604000.0
2019-02-12,21350,21550,21050,21400,49864,205526.0,9604000.0
2019-02-13,21400,21400,20900,21250,47484,204085.0,9604000.0
2019-02-14,21350,21400,21050,21200,22637,203605.0,9604000.0
2019-02-15,21350,21350,20750,21150,29878,203125.0,9604000.0
2019-02-18,21300,22100,21100,21850,101413,209847.0,9604000.0
2019-02-19,22000,22200,21800,22000,89274,211288.0,9604000.0
2019-02-20,22150,22300,21950,22100,39053,212248.0,9604000.0
2019-02-21,22000,22050,21650,21750,39805,208887.0,9604000.0
2019-02-22,21650,21900,21400,21550,39617,206966.0,9604000.0
2019-02-25,21600,21750,21450,21550,31814,206966.0,9604000.0
2019-02-26,21700,21700,21350,21500,38426,206486.0,9604000.0
2019-02-27,21500,21650,21400,21500,26330,206486.0,9604000.0
2019-02-28,21550,22250,21350,21450,90566,206006.0,9604000.0
2019-03-04,21750,22200,21750,22150,62731,212729.0,9604000.0
2019-03-05,22200,22650,22050,22200,83070,213209.0,9604000.0
2019-03-06,22250,22250,21800,22050,34571,211768.0,9604000.0
2019-03-07,21900,22150,21400,21550,42784,206966.0,9604000.0
2019-03-08,21400,22150,21050,21500,73254,206486.0,9604000.0
2019-03-11,21400,21500,20800,21000,32607,201684.0,9604000.0
2019-03-12,21000,21500,20900,21500,35407,206486.0,9604000.0
2019-03-13,21350,21700,21300,21550,22049,206966.0,9604000.0
2019-03-14,21700,22000,21450,21550,30351,206966.0,9604000.0
2019-03-15,21550,21600,21100,21100,36037,202644.0,9604000.0
2019-03-18,21200,21550,21200,21500,20556,206486.0,9604000.0
2019-03-19,21500,21750,21150,21300,35473,204565.0,9604000.0
2019-03-20,21200,21300,20650,21000,35314,201684.0,9604000.0
2019-03-21,21050,21200,20750,20850,34226,200243.0,9604000.0
2019-03-22,20850,20950,20700,20850,29989,200243.0,9604000.0
2019-03-25,20700,20800,20200,20500,40897,196882.0,9604000.0
2019-03-26,20350,20650,20350,20500,32497,196882.0,9604000.0
2019-03-27,20500,20600,19950,20000,53159,192080.0,9604000.0
2019-03-28,20100,20100,19100,19400,51631,186318.0,9604000.0
2019-03-29,19400,19800,19100,19600,27159,188238.0,9604000.0
2019-04-01,19700,19850,19350,19850,33135,190639.0,9604000.0
2019-04-02,19750,20250,19750,20200,30735,194001.0,9604000.0
2019-04-03,20050,20450,20000,20450,25452,196402.0,9604000.0
2019-04-04,20450,20500,20150,20350,22441,195441.0,9604000.0
2019-04-05,20450,20650,20150,20350,25563,195441.0,9604000.0
2019-04-08,20350,20500,20050,20300,21735,194961.0,9604000.0
2019-04-09,20200,20300,19750,19900,46687,191120.0,9604000.0
2019-04-10,19800,20050,19700,20050,30508,192560.0,9604000.0
2019-04-11,20450,21650,20300,21050,161479,202164.0,9604000.0
2019-04-12,21300,21400,20950,21250,47343,204085.0,9604000.0
2019-04-15,21250,21600,20900,21600,51686,207446.0,9604000.0
2019-04-16,21600,21850,21250,21800,53496,209367.0,9604000.0
2019-04-17,21850,21900,21500,21650,33828,207927.0,9604000.0
2019-04-18,21500,21500,20950,21100,40071,202644.0,9604000.0
2019-04-19,21100,21550,21100,21450,22653,206006.0,9604000.0
2019-04-22,21500,21550,21050,21350,19386,205045.0,9604000.0
2019-04-23,21400,22200,20850,21550,102550,206966.0,9604000.0
2019-04-24,21550,21550,20850,20900,39879,200724.0,9604000.0
2019-04-25,20750,21000,20600,20700,26412,198803.0,9604000.0
2019-04-26,20700,20800,20250,20450,24632,196402.0,9604000.0
2019-04-29,20250,20550,20250,20550,23466,197362.0,9604000.0
2019-04-30,20300,20550,20250,20300,17474,194961.0,9604000.0
2019-05-02,20300,20650,20300,20450,19056,196402.0,9604000.0
2019-05-03,20500,20750,20450,20650,13796,198323.0,9604000.0
2019-05-07,20600,21350,20550,20950,61626,201204.0,9604000.0
2019-05-08,21000,21350,20700,21200,49694,203605.0,9604000.0
2019-05-09,21250,21500,20500,20700,58978,198803.0,9604000.0
2019-05-10,20700,20900,19750,20050,68018,192560.0,9604000.0
2019-05-13,19900,20150,19750,19800,24929,190159.0,9604000.0
2019-05-14,19450,20000,19200,19750,43416,189679.0,9604000.0
2019-05-15,19800,20000,19600,19950,16983,191600.0,9604000.0
2019-05-16,20000,20150,19350,19500,27548,187278.0,9604000.0
2019-05-17,19500,19700,19350,19350,17248,185837.0,9604000.0
2019-05-20,19350,19500,18800,19050,25778,182956.0,9604000.0
2019-05-21,18900,19100,18650,19100,24021,183436.0,9604000.0
2019-05-22,19150,19200,18750,19050,22036,182956.0,9604000.0
2019-05-23,18650,19100,18600,18800,28576,180555.0,9604000.0
2019-05-24,18650,18800,18450,18700,19153,179595.0,9604000.0
2019-05-27,18350,18500,18050,18450,37312,177194.0,9604000.0
2019-05-28,18300,18600,18250,18550,26258,178154.0,9604000.0
2019-05-29,18500,18550,18100,18450,15212,177194.0,9604000.0
2019-05-30,18350,18550,18000,18350,25237,176233.0,9604000.0
2019-05-31,18200,18450,18100,18350,22234,176233.0,9604000.0
2019-06-03,18150,18450,18100,18350,13135,176233.0,9604000.0
2019-06-04,18350,19500,18100,18700,62012,179595.0,9604000.0
2019-06-05,18900,19400,18750,19000,42104,182476.0,9604000.0
2019-06-07,19300,19400,19000,19050,24924,182956.0,9604000.0
2019-06-10,19950,20000,19150,19450,54988,186798.0,9604000.0
2019-06-11,19250,19500,19150,19450,17784,186798.0,9604000.0
2019-06-12,19450,19500,19100,19400,16821,186318.0,9604000.0
2019-06-13,19400,19400,19000,19200,21633,184397.0,9604000.0
2019-06-14,19200,19250,18850,19200,23535,184397.0,9604000.0
2019-06-17,19250,19400,18800,19100,21942,183436.0,9604000.0
2019-06-18,19050,19100,18850,18950,23499,181996.0,9604000.0
2019-06-19,18950,19100,18800,18950,16666,181996.0,9604000.0
2019-06-20,18950,19150,18950,19150,18800,183917.0,9604000.0
2019-06-21,19150,19250,18950,19100,15125,183436.0,9604000.0
2019-06-24,19100,19150,18750,18900,20255,181516.0,9604000.0
2019-06-25,18800,18950,18450,18850,35812,181035.0,9604000.0
2019-06-26,18850,18850,18650,18850,14095,181035.0,9604000.0
2019-06-27,18850,18900,18550,18800,19064,180555.0,9604000.0
2019-06-28,18600,18700,18200,18450,35146,177194.0,9604000.0
2019-07-01,18300,18600,18300,18500,21675,177674.0,9604000.0
2019-07-02,18500,18650,18450,18550,21273,178154.0,9604000.0
2019-07-03,18550,18700,18250,18400,31591,176714.0,9604000.0
2019-07-04,18300,18450,18000,18450,33522,177194.0,9604000.0
2019-07-05,18400,18400,18050,18400,37285,176714.0,9604000.0
2019-07-08,18300,18300,17300,17600,63696,169030.0,9604000.0
2019-07-09,17600,17650,17000,17350,62612,166629.0,9604000.0
2019-07-10,17050,17350,16700,17350,77064,166629.0,9604000.0
2019-07-11,17350,17400,16850,17400,42967,167110.0,9604000.0
2019-07-12,17400,17850,17150,17750,25904,170471.0,9604000.0
2019-07-15,17750,17900,17450,17600,15909,169030.0,9604000.0
2019-07-16,17500,17700,17400,17600,15958,169030.0,9604000.0
2019-07-17,17500,17650,17200,17600,25149,169030.0,9604000.0
2019-07-18,17550,17600,17300,17550,14805,168550.0,9604000.0
2019-07-19,17550,17650,17400,17650,26560,169511.0,9604000.0
2019-07-22,17450,17600,17400,17600,11048,169030.0,9604000.0
2019-07-23,17600,17600,17200,17250,20482,165669.0,9604000.0
2019-07-24,17100,17350,17000,17300,26364,166149.0,9604000.0
2019-07-25,17000,17300,16700,17300,36433,166149.0,9604000.0
2019-07-26,17300,17300,16750,17250,32352,165669.0,9604000.0
2019-07-29,17150,17250,16200,17150,78547,164709.0,9604000.0
2019-07-30,16600,16950,16500,16650,44786,159907.0,9604000.0
2019-07-31,16400,16650,16100,16650,42453,159907.0,9604000.0
2019-08-01,16450,16650,16300,16300,29029,156545.0,9604000.0
2019-08-02,16000,16250,15650,16200,58062,155585.0,9604000.0
2019-08-05,15900,16000,13500,13500,157726,129654.0,9604000.0
2019-08-06,12000,13100,11300,12000,307158,115248.0,9604000.0
2019-08-07,12250,12450,12000,12250,72283,117649.0,9604000.0
2019-08-08,12300,13000,12300,12800,101285,122931.0,9604000.0
2019-08-09,12850,13100,12800,12900,66671,123892.0,9604000.0
2019-08-12,12750,13500,12750,13450,47431,129174.0,9604000.0
2019-08-13,13200,14300,13200,13700,32652,131575.0,9604000.0
2019-08-14,13650,14000,13650,13850,29449,133015.0,9604000.0
2019-08-16,13600,13800,13450,13750,22566,132055.0,9604000.0
2019-08-19,13700,13950,13700,13900,10846,133496.0,9604000.0
2019-08-20,14000,14100,13800,14100,13640,135416.0,9604000.0
2019-08-21,14150,14300,13700,14200,18265,136377.0,9604000.0
2019-08-22,14250,14650,14150,14400,25078,138298.0,9604000.0
2019-08-23,14250,14350,13950,14200,84346,136377.0,9604000.0
2019-08-26,13700,13900,13400,13650,44579,131095.0,9604000.0
2019-08-27,13600,13800,13550,13700,17453,131575.0,9604000.0
2019-08-28,13700,14000,13500,13950,16230,133976.0,9604000.0
2019-08-29,13800,14150,13750,13950,9787,133976.0,9604000.0
2019-08-30,13950,14150,13800,14000,19635,134456.0,9604000.0
2019-09-02,14000,14000,13850,14000,8363,134456.0,9604000.0
2019-09-03,14000,14050,13850,14000,26814,134456.0,9604000.0
2019-09-04,14050,14350,14050,14200,22209,136377.0,9604000.0
2019-09-05,14100,14900,14100,14200,53069,136377.0,9604000.0
2019-09-06,14650,14650,14000,14100,18453,135416.0,9604000.0
2019-09-09,14200,14200,13500,13700,46510,131575.0,9604000.0
2019-09-10,13650,13800,13550,13700,15908,131575.0,9604000.0
2019-09-11,13700,13850,13700,13800,16385,132535.0,9604000.0
2019-09-16,13750,13800,13650,13800,11541,132535.0,9604000.0
2019-09-17,13700,14100,13600,14100,25720,135416.0,9604000.0
2019-09-18,14100,14200,13900,14050,11614,134936.0,9604000.0
2019-09-19,14100,14100,13800,14000,21097,134456.0,9604000.0
2019-09-20,13950,14050,13750,14000,20532,134456.0,9604000.0
2019-09-23,14050,14050,13850,14000,15389,134456.0,9604000.0
2019-09-24,14000,14000,13750,14000,10977,134456.0,9604000.0
2019-09-25,14000,17050,13850,14250,1354124,136857.0,9604000.0
2019-09-26,14700,14950,14300,14500,216611,139258.0,9604000.0
2019-09-27,14400,15250,14350,14800,203979,142139.0,9604000.0
2019-09-30,15000,15100,14350,14400,68256,138298.0,9604000.0
2019-10-01,14250,16100,14200,15000,373854,144060.0,9604000.0
2019-10-02,14750,14950,14500,14550,90523,139738.0,9604000.0
2019-10-04,14450,14700,14300,14300,52709,137337.0,9604000.0
2019-10-07,14200,15450,14200,14850,131995,,
