마크로젠(038290),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2009-07-20,12133,12800,12066,12200,210931,91398.0,4994405.0
2009-07-21,12200,12333,11833,11833,133396,88651.0,4994405.0
2009-07-22,12033,12133,11700,11700,104324,87652.0,4994405.0
2009-07-23,11733,11800,11500,11600,71488,86903.0,4994405.0
2009-07-24,11733,11766,11266,11500,95438,86153.0,4994405.0
2009-07-27,11500,11700,11466,11600,78953,86903.0,4994405.0
2009-07-28,11666,11800,11300,11367,72625,85155.0,4994405.0
2009-07-29,11400,11433,11033,11067,118444,82907.0,4994405.0
2009-07-30,10900,11633,10900,11467,177546,85904.0,4994405.0
2009-07-31,11666,11666,11166,11167,71245,83656.0,4994405.0
2009-08-03,11133,11333,11066,11200,53675,83906.0,4994405.0
2009-08-04,11333,11500,11200,11300,62049,84655.0,4994405.0
2009-08-05,11366,11900,11366,11500,118047,86153.0,4994405.0
2009-08-06,11500,11566,11200,11233,55240,84156.0,4994405.0
2009-08-07,11333,11433,11200,11367,48205,85155.0,4994405.0
2009-08-10,11466,12300,11366,11933,258669,89400.0,4994405.0
2009-08-11,12300,12900,11866,11867,429165,88900.0,4994405.0
2009-08-12,12300,12333,11800,12000,117329,89899.0,4994405.0
2009-08-13,12066,12666,12033,12167,310002,91148.0,4994405.0
2009-08-14,12266,12333,11800,11900,107743,89150.0,4994405.0
2009-08-17,12000,12166,11333,11333,86622,84905.0,4994405.0
2009-08-18,11266,11466,10833,11000,103280,82408.0,4994405.0
2009-08-19,11066,11200,10600,10633,91649,79661.0,4994405.0
2009-08-20,10666,11000,10600,10800,64213,80909.0,4994405.0
2009-08-21,10900,11366,10666,11033,167332,82657.0,4994405.0
2009-08-24,11200,11300,10800,11000,85664,82578.0,5004705.0
2009-08-25,10866,10966,10600,10700,82222,80326.0,5004705.0
2009-08-26,10800,10866,10533,10700,84495,80326.0,5004705.0
2009-08-27,10666,10833,10266,10400,91570,78073.0,5004705.0
2009-08-28,10400,11033,10400,10667,115242,80075.0,5004705.0
2009-08-31,10533,10800,10333,10400,40856,78073.0,5004705.0
2009-09-01,10333,10333,10033,10133,61945,76072.0,5004705.0
2009-09-02,10000,10166,9933,10000,72861,75071.0,5004705.0
2009-09-03,10000,10133,9966,10033,34851,75321.0,5004705.0
2009-09-04,10066,10600,9966,10467,78246,78574.0,5004705.0
2009-09-07,10499,10633,10333,10433,41267,78324.0,5004705.0
2009-09-08,10400,10533,10233,10233,43380,76822.0,5004705.0
2009-09-09,10266,10333,9666,9800,114675,73569.0,5004705.0
2009-09-10,9766,10000,9700,9933,30347,74570.0,5004705.0
2009-09-11,10000,10100,9833,10000,47438,75071.0,5004705.0
2009-09-14,10000,10900,10000,10333,143206,77573.0,5004705.0
2009-09-15,10333,10666,10200,10533,51023,79074.0,5004705.0
2009-09-16,10466,10666,10333,10400,48526,78073.0,5004705.0
2009-09-17,10666,10666,10066,10067,39413,75571.0,5004705.0
2009-09-18,10100,10300,10066,10133,21548,76072.0,5004705.0
2009-09-21,10100,10366,10066,10333,28929,77573.0,5004705.0
2009-09-22,10333,10400,10100,10200,50783,76572.0,5004705.0
2009-09-23,10233,10366,9966,10000,46174,75071.0,5004705.0
2009-09-24,9900,10166,9833,9933,40348,74570.0,5004705.0
2009-09-25,9833,10000,9566,9667,49567,72568.0,5004705.0
2009-09-28,9566,9833,9466,9467,33096,71067.0,5004705.0
2009-09-29,9533,9699,9399,9433,27347,70817.0,5004705.0
2009-09-30,9433,9600,9266,9267,40168,69565.0,5004705.0
2009-10-01,9266,9333,8833,8933,59111,67063.0,5004705.0
2009-10-05,8833,9099,8666,8933,18485,67063.0,5004705.0
2009-10-06,9066,9166,8933,9000,24591,67564.0,5004705.0
2009-10-07,9200,9200,9000,9167,12893,68815.0,5004705.0
2009-10-08,9233,9233,8999,9033,16392,67814.0,5004705.0
2009-10-09,8999,9733,8999,9333,66916,70066.0,5004705.0
2009-10-12,8933,9500,8933,9300,58752,69816.0,5004705.0
2009-10-13,9233,9399,9199,9333,20799,70066.0,5004705.0
2009-10-14,9400,9533,9300,9467,23105,71067.0,5004705.0
2009-10-15,9533,9533,9266,9400,19181,70566.0,5004705.0
2009-10-16,9366,9800,9233,9533,122439,71567.0,5004705.0
2009-10-19,9633,9633,9266,9333,27972,70066.0,5004705.0
2009-10-20,9533,9533,9266,9267,35014,69565.0,5004705.0
2009-10-21,9233,9333,9100,9167,27968,68815.0,5004705.0
2009-10-22,9066,9266,8866,8867,47339,66563.0,5004705.0
2009-10-23,8933,9100,8866,9000,27151,67564.0,5004705.0
2009-10-26,8933,9266,8800,9000,36503,67564.0,5004705.0
2009-10-27,8933,8999,8733,8933,29643,67063.0,5004705.0
2009-10-28,8933,9033,8533,8667,32727,65061.0,5004705.0
2009-10-29,8499,8766,8199,8633,33920,64811.0,5004705.0
2009-10-30,8633,9866,8400,8767,309418,65812.0,5004705.0
2009-11-02,8633,8666,8333,8433,52738,63310.0,5004705.0
2009-11-03,8433,8633,8366,8367,28665,62809.0,5004705.0
2009-11-04,8366,8600,8366,8467,25528,63560.0,5004705.0
2009-11-05,8433,8700,8400,8600,26617,64561.0,5004705.0
2009-11-06,8733,8733,8533,8600,11550,64561.0,5004705.0
2009-11-09,8666,8766,8566,8600,15823,64561.0,5004705.0
2009-11-10,8633,8733,8400,8400,18287,63059.0,5004705.0
2009-11-11,8400,8566,8400,8500,7224,63810.0,5004705.0
2009-11-12,8600,8633,8400,8400,7752,63059.0,5004705.0
2009-11-13,8566,8566,8300,8400,11215,63059.0,5004705.0
2009-11-16,8466,8466,7800,7933,74282,59556.0,5004705.0
2009-11-17,7900,8100,7800,7933,27964,59556.0,5004705.0
2009-11-18,8000,8066,7900,7900,11913,59306.0,5004705.0
2009-11-19,7933,8033,7900,7900,11022,59306.0,5004705.0
2009-11-20,7866,8200,7866,8167,18111,61308.0,5004705.0
2009-11-23,8133,8300,8000,8067,18297,60557.0,5004705.0
2009-11-24,8100,8166,7966,7967,11435,59806.0,5004705.0
2009-11-25,8000,8200,7900,8100,13923,60807.0,5004705.0
2009-11-26,8033,8166,8000,8000,12496,60056.0,5004705.0
2009-11-27,7933,8000,7366,7400,39397,55552.0,5004705.0
2009-11-30,7500,7600,7500,7600,18393,57054.0,5004705.0
2009-12-01,7566,7666,7433,7500,15139,56303.0,5004705.0
2009-12-02,7600,7633,7500,7600,20161,57054.0,5004705.0
2009-12-03,7633,7866,7633,7800,23300,58555.0,5004705.0
2009-12-04,7733,7966,7700,7833,20039,58805.0,5004705.0
2009-12-07,7733,7933,7733,7900,12010,59306.0,5004705.0
2009-12-08,7966,8400,7800,8067,68721,60557.0,5004705.0
2009-12-09,8133,8466,7966,8233,72421,61808.0,5004705.0
2009-12-10,8300,8333,8100,8200,21552,61558.0,5004705.0
2009-12-11,8300,8300,7933,8100,29063,60807.0,5004705.0
2009-12-14,8100,8400,8100,8400,34530,63059.0,5004705.0
2009-12-15,8300,8700,8300,8600,47977,64561.0,5004705.0
2009-12-16,8533,8799,8499,8633,38717,64811.0,5004705.0
2009-12-17,8633,8966,8600,8867,47374,66563.0,5004705.0
2009-12-18,8933,8933,8566,8567,36177,64310.0,5004705.0
2009-12-21,8666,8733,8533,8600,28102,64561.0,5004705.0
2009-12-22,8700,8766,8366,8367,36492,62809.0,5004705.0
2009-12-23,8333,8533,8200,8267,11355,62058.0,5004705.0
2009-12-24,8266,8499,8266,8333,21097,62559.0,5004705.0
2009-12-28,8233,8333,7966,8000,38313,60056.0,5004705.0
2009-12-29,8000,8133,7933,7933,19794,59556.0,5004705.0
2009-12-30,7933,8066,7800,8000,22522,60056.0,5004705.0
2010-01-04,8066,8633,7966,8600,72990,64561.0,5004705.0
2010-01-05,8700,9533,8466,9367,197320,70316.0,5004705.0
2010-01-06,9266,10766,9233,10767,579171,80826.0,5004705.0
2010-01-07,10666,11300,10300,10400,483508,78073.0,5004705.0
2010-01-08,10666,11033,10166,11000,261613,82578.0,5004705.0
2010-01-11,10766,11500,10666,10933,161188,82077.0,5004705.0
2010-01-12,10933,11366,10800,10833,115335,81326.0,5004705.0
2010-01-13,10600,10866,10333,10633,88212,79825.0,5004705.0
2010-01-14,10900,11400,10600,11067,162534,83078.0,5004705.0
2010-01-15,11400,11866,11066,11067,743329,83078.0,5004705.0
2010-01-18,10900,11000,10266,10367,243347,77823.0,5004705.0
2010-01-19,10500,10633,9900,10000,135673,75071.0,5004705.0
2010-01-20,10200,10800,10000,10200,185223,76572.0,5004705.0
2010-01-21,10033,10200,9900,10000,74864,75071.0,5004705.0
2010-01-22,9900,10300,9600,9900,96968,74320.0,5004705.0
2010-01-25,9700,10166,9566,9700,71821,72818.0,5004705.0
2010-01-26,9800,9833,9066,9233,70846,69315.0,5004705.0
2010-01-27,9366,9366,9000,9100,62604,68314.0,5004705.0
2010-01-28,9166,9466,8966,9333,43955,70066.0,5004705.0
2010-01-29,9200,9466,9066,9067,45446,68064.0,5004705.0
2010-02-01,9133,9233,8499,8633,58682,64811.0,5004705.0
2010-02-02,8699,9033,8699,8833,28106,66312.0,5004705.0
2010-02-03,9033,9366,8900,9067,35214,68064.0,5004705.0
2010-02-04,9233,9400,9066,9400,42589,70566.0,5004705.0
2010-02-05,8966,8999,8799,8933,48646,67063.0,5004705.0
2010-02-08,9066,9133,8533,8533,60485,64060.0,5004705.0
2010-02-09,8533,8733,8366,8733,27010,65562.0,5004705.0
2010-02-10,8733,8800,8566,8567,25007,64310.0,5004705.0
2010-02-11,8566,8800,8533,8667,15862,65061.0,5004705.0
2010-02-12,8766,9033,8566,8867,44294,66563.0,5004705.0
2010-02-16,8800,8966,8733,8800,19678,66062.0,5004705.0
2010-02-17,8733,8733,8466,8600,90170,64561.0,5004705.0
2010-02-18,8666,8966,8600,8667,60949,65061.0,5004705.0
2010-02-19,8666,9433,8666,8967,213239,67313.0,5004705.0
2010-02-22,9099,9266,8933,9133,60840,68564.0,5004705.0
2010-02-23,9133,9466,9100,9167,86142,68815.0,5004705.0
2010-02-24,9099,9466,8999,9433,51762,70817.0,5004705.0
2010-02-25,9466,9566,8833,8867,59889,66563.0,5004705.0
2010-02-26,8899,8999,8799,8933,24511,67063.0,5004705.0
2010-03-02,9033,9166,8966,9133,26424,68564.0,5004705.0
2010-03-03,9133,9266,9100,9100,20447,68314.0,5004705.0
2010-03-04,9200,9200,8933,9000,21330,67564.0,5004705.0
2010-03-05,9033,9400,9000,9200,29122,69065.0,5004705.0
2010-03-08,9466,10433,9466,10367,326190,77823.0,5004705.0
2010-03-09,10300,10733,10166,10400,202625,78073.0,5004705.0
2010-03-10,10366,10566,10133,10467,95698,78574.0,5004705.0
2010-03-11,10533,10900,10500,10567,96978,79325.0,5004705.0
2010-03-12,10600,10800,10366,10400,88224,78073.0,5004705.0
2010-03-15,10333,10533,10066,10067,56581,75571.0,5004705.0
2010-03-16,10266,10533,10066,10533,49163,79074.0,5004705.0
2010-03-17,10700,11466,10566,11267,239578,84580.0,5004705.0
2010-03-18,11200,11266,10933,11267,65346,84580.0,5004705.0
2010-03-19,11200,11700,11133,11433,101957,85831.0,5004705.0
2010-03-22,11300,11700,11233,11600,65456,87082.0,5004705.0
2010-03-23,11600,11800,11466,11600,66784,87082.0,5004705.0
2010-03-24,11533,11733,10800,10867,86154,81577.0,5004705.0
2010-03-25,11066,11666,10900,11667,100614,87582.0,5004705.0
2010-03-26,11400,11866,11333,11533,87796,86581.0,5004705.0
2010-03-29,11200,11400,10666,10933,83371,82077.0,5004705.0
2010-03-30,11066,11300,10933,10967,24053,82327.0,5004705.0
2010-03-31,11000,11200,10766,11000,27720,82578.0,5004705.0
2010-04-01,10900,11266,10800,11167,38894,83829.0,5004705.0
2010-04-02,11300,11300,11000,11233,65657,84329.0,5004705.0
2010-04-05,11233,11233,10233,10467,90647,78574.0,5004705.0
2010-04-06,10633,10833,10400,10400,46441,78073.0,5004705.0
2010-04-07,10400,10800,10400,10567,28027,79325.0,5004705.0
2010-04-08,10466,10633,10400,10500,11663,78824.0,5004705.0
2010-04-09,10533,10733,10266,10633,28905,79825.0,5004705.0
2010-04-12,10733,10866,10400,10500,29293,78824.0,5004705.0
2010-04-13,10499,10766,10266,10433,29718,78324.0,5004705.0
2010-04-14,10466,10633,10366,10467,29436,78574.0,5004705.0
2010-04-15,10633,11600,10433,11333,71083,85080.0,5004705.0
2010-04-16,11333,11466,11000,11233,35199,84329.0,5004705.0
2010-04-19,11133,12700,11000,12467,316586,93588.0,5004705.0
2010-04-20,12666,12733,12266,12533,126363,94088.0,5004705.0
2010-04-21,12700,13133,12566,12600,115718,94589.0,5004705.0
2010-04-22,12466,12800,12366,12667,90036,95089.0,5004705.0
2010-04-23,12600,13400,12533,13200,146409,99093.0,5004705.0
2010-04-26,13400,13666,13200,13267,138850,99594.0,5004705.0
2010-04-27,13333,13466,13133,13133,46670,98593.0,5004705.0
2010-04-28,12800,13766,11866,13767,103574,103347.0,5004705.0
2010-04-29,14066,15566,14066,15067,324373,113106.0,5004705.0
2010-04-30,15066,15400,14333,15067,140090,113106.0,5004705.0
2010-05-03,15200,15666,15066,15433,114903,115859.0,5004705.0
2010-05-04,15666,16066,15400,15733,119696,118111.0,5004705.0
2010-05-06,15100,15466,15000,15333,60067,115108.0,5004705.0
2010-05-07,14666,15100,14000,15100,73197,113357.0,5004705.0
2010-05-10,15400,15900,15333,15667,104789,117611.0,5004705.0
2010-05-11,15933,17000,15533,16333,240271,122615.0,5004705.0
2010-05-12,16600,17033,16233,16333,110291,122615.0,5004705.0
2010-05-13,16766,16766,15700,16367,121097,122866.0,5004705.0
2010-05-14,16566,16966,16133,16800,58022,126119.0,5004705.0
2010-05-17,16666,16900,16366,16733,76015,125618.0,5004705.0
2010-05-18,16666,16733,14933,15400,102526,115609.0,5004705.0
2010-05-19,15233,15233,14333,14833,103499,111355.0,5004705.0
2010-05-20,14833,15200,14000,14467,63068,108602.0,5004705.0
2010-05-24,16633,16633,16633,16633,110342,124867.0,5004705.0
2010-05-25,16633,16666,14166,14167,584134,106350.0,5004705.0
2010-05-26,13600,14400,13266,14000,255625,105099.0,5004705.0
2010-05-27,13933,14100,13166,14100,167074,105850.0,5004705.0
2010-05-28,14266,14500,13900,13900,105318,104348.0,5004705.0
2010-05-31,13799,14166,13600,13833,63854,103848.0,5004705.0
2010-06-01,14033,14733,13899,14333,104654,107601.0,5004705.0
2010-06-03,14466,14666,14200,14200,61182,106600.0,5004705.0
2010-06-04,14200,14266,13600,13967,69326,104849.0,5004705.0
2010-06-07,13533,14333,13333,14267,69569,107101.0,5004705.0
2010-06-08,14100,14900,14100,14900,80239,111855.0,5004705.0
2010-06-09,15133,15166,14666,14900,39535,111855.0,5004705.0
2010-06-10,15000,15533,14800,15133,62095,113607.0,5004705.0
2010-06-11,15166,15500,14800,14800,63540,111104.0,5004705.0
2010-06-14,15033,15566,14800,15400,95642,115609.0,5004705.0
2010-06-15,15433,15866,15266,15433,41956,115859.0,5004705.0
2010-06-16,15700,15933,15533,15733,62383,118111.0,5004705.0
2010-06-17,15800,15933,15466,15733,43786,118111.0,5004705.0
2010-06-18,15600,15766,15000,15167,54083,113857.0,5004705.0
2010-06-21,15166,15800,15000,15800,61842,118612.0,5004705.0
2010-06-22,15866,16099,15566,15800,71816,118612.0,5004705.0
2010-06-23,15800,15800,15200,15533,36777,116610.0,5004705.0
2010-06-24,15200,15733,14900,15100,53601,113357.0,5004705.0
2010-06-25,14933,15100,14533,14667,55143,110104.0,5004705.0
2010-06-28,14599,14766,13833,13833,56088,103848.0,5004705.0
2010-06-29,13866,14200,13533,13767,56680,103347.0,5004705.0
2010-06-30,13600,14466,13333,14333,110368,107601.0,5004705.0
2010-07-01,14200,14333,13333,13933,52360,104598.0,5004705.0
2010-07-02,13700,14000,12666,12933,68279,97091.0,5004705.0
2010-07-05,12966,13266,12533,13200,112035,99093.0,5004705.0
2010-07-06,13200,13200,12766,13067,39999,98092.0,5004705.0
2010-07-07,13066,13266,12900,13000,28638,97592.0,5004705.0
2010-07-08,13133,13300,12966,13033,35483,97842.0,5004705.0
2010-07-09,13166,13166,12200,12733,83305,95590.0,5004705.0
2010-07-12,12733,12733,11700,11967,223108,89834.0,5004705.0
2010-07-13,12066,12266,11800,12000,92841,90085.0,5004705.0
2010-07-14,12266,13033,11933,12800,241704,96090.0,5004705.0
2010-07-15,12766,12933,12300,12533,41636,94088.0,5004705.0
2010-07-16,12433,12600,12200,12433,44433,93338.0,5004705.0
2010-07-19,12100,13133,12100,12733,91786,95590.0,5004705.0
2010-07-20,13066,14133,12900,12900,513029,96841.0,5004705.0
2010-07-21,12933,13000,12566,12667,87315,95089.0,5004705.0
2010-07-22,12533,12600,11666,11867,99986,89084.0,5004705.0
2010-07-23,12066,12133,11333,11800,93205,88583.0,5004705.0
2010-07-26,11766,12000,11366,11500,58537,86331.0,5004705.0
2010-07-27,11533,11733,11466,11567,45120,86832.0,5004705.0
2010-07-28,11733,12133,11600,11667,129233,87582.0,5004705.0
2010-07-29,11600,11766,11333,11433,48623,85831.0,5004705.0
2010-07-30,11333,11366,11100,11367,71438,85330.0,5004705.0
2010-08-02,11466,11733,11333,11467,51077,86081.0,5004705.0
2010-08-03,11533,12266,11300,11633,153872,87332.0,5004705.0
2010-08-04,11733,11733,11366,11600,28068,87082.0,5004705.0
2010-08-05,11700,11700,11400,11467,34617,86081.0,5004705.0
2010-08-06,11600,11733,11500,11533,27153,86581.0,5004705.0
2010-08-09,11700,12666,11600,12567,273709,94339.0,5004705.0
2010-08-10,12366,12466,11933,12000,100244,90085.0,5004705.0
2010-08-11,12133,12466,11833,11933,115906,89584.0,5004705.0
2010-08-12,11800,11900,11466,11467,64396,86081.0,5004705.0
2010-08-13,11666,11733,11500,11567,29746,86832.0,5004705.0
2010-08-16,11600,11600,9866,10867,192877,81577.0,5004705.0
2010-08-17,10900,11300,10700,11000,92615,82578.0,5004705.0
2010-08-18,11200,11233,10666,10700,57913,80326.0,5004705.0
2010-08-19,10733,10966,10600,10933,63897,82077.0,5004705.0
2010-08-20,10766,11333,10766,11167,62289,83829.0,5004705.0
2010-08-23,11300,11600,11066,11467,86310,86081.0,5004705.0
2010-08-24,11400,11400,10966,11167,46477,83829.0,5004705.0
2010-08-25,11000,11366,10933,11000,63339,82578.0,5004705.0
2010-08-26,11066,11333,10666,10667,63941,80075.0,5004705.0
2010-08-27,10733,10866,9900,10067,118766,75571.0,5004705.0
2010-08-30,10133,10366,10000,10067,89281,75571.0,5004705.0
2010-08-31,10033,10133,9500,9567,106005,71818.0,5004705.0
2010-09-01,9600,9800,9533,9600,48711,72068.0,5004705.0
2010-09-02,9766,9800,9600,9667,59064,72568.0,5004705.0
2010-09-03,9700,10166,9566,10000,87370,75071.0,5004705.0
2010-09-06,10133,10533,10133,10400,69042,78073.0,5004705.0
2010-09-07,10466,10466,10066,10233,36016,76822.0,5004705.0
2010-09-08,10066,10233,9833,9867,26808,74070.0,5004705.0
2010-09-09,9933,10133,9833,10067,23264,75571.0,5004705.0
2010-09-10,10066,10200,10000,10067,29701,75571.0,5004705.0
2010-09-13,10100,10266,9933,9933,28036,74570.0,5004705.0
2010-09-14,9933,10066,9699,9833,28872,73819.0,5004705.0
2010-09-15,9933,9933,9666,9867,22255,74070.0,5004705.0
2010-09-16,9800,10200,9800,9900,23087,74320.0,5004705.0
2010-09-17,9966,10200,9933,10200,28195,76572.0,5004705.0
2010-09-20,10266,10433,10200,10267,37669,77072.0,5004705.0
2010-09-24,10266,10333,10100,10100,15541,75821.0,5004705.0
2010-09-27,10133,10433,10066,10333,31183,77573.0,5004705.0
2010-09-28,10133,10333,10066,10100,26191,75821.0,5004705.0
2010-09-29,10166,10333,10066,10067,33244,75571.0,5004705.0
2010-09-30,10066,10233,10033,10133,34208,76072.0,5004705.0
2010-10-01,10133,10633,10100,10467,75237,78574.0,5004705.0
2010-10-04,10533,10666,10366,10567,39093,79325.0,5004705.0
2010-10-05,10600,10600,10366,10533,24439,79074.0,5004705.0
2010-10-06,10666,10666,10500,10567,29134,79325.0,5004705.0
2010-10-07,10600,10633,10233,10333,28082,77573.0,5004705.0
2010-10-08,10333,10466,10299,10433,21178,78324.0,5004705.0
2010-10-11,10333,10600,10233,10267,28966,77072.0,5004705.0
2010-10-12,10266,10466,10166,10167,21769,76322.0,5004705.0
2010-10-13,10300,10533,10200,10533,40095,79074.0,5004705.0
2010-10-14,10600,11300,10533,11200,179530,84079.0,5004705.0
2010-10-15,11200,11500,11033,11100,67620,83328.0,5004705.0
2010-10-18,11266,11566,11166,11267,69954,84580.0,5004705.0
2010-10-19,11400,11633,11133,11567,95761,86832.0,5004705.0
2010-10-20,11366,11700,11366,11600,57935,87082.0,5004705.0
2010-10-21,11666,11800,11166,11200,70557,84079.0,5004705.0
2010-10-22,11066,11233,10000,10233,205029,76822.0,5004705.0
2010-10-25,10233,10433,10000,10367,86956,77823.0,5004705.0
2010-10-26,10333,10433,10066,10133,55487,76072.0,5004705.0
2010-10-27,10133,10200,9933,10067,48240,75571.0,5004705.0
2010-10-28,10333,11566,10300,11033,580460,82828.0,5004705.0
2010-10-29,10900,10900,10333,10600,142121,79575.0,5004705.0
2010-11-01,10766,10900,10566,10567,53633,79325.0,5004705.0
2010-11-02,10466,10633,10200,10267,67435,81783.0,5310593.0
2010-11-03,10300,10700,10233,10600,50791,84438.0,5310593.0
2010-11-04,10433,10800,10433,10633,36664,84704.0,5310593.0
2010-11-05,10666,10966,10533,10567,51454,84173.0,5310593.0
2010-11-08,10566,10733,10300,10400,35602,82845.0,5310593.0
2010-11-09,10299,10466,10233,10233,35029,81518.0,5310593.0
2010-11-10,10233,10333,10133,10233,38041,81518.0,5310593.0
2010-11-11,10233,10333,10133,10200,19533,81252.0,5310593.0
2010-11-12,10200,10333,8700,9867,62764,78597.0,5310593.0
2010-11-15,9733,9833,9233,9467,52429,75410.0,5310593.0
2010-11-16,9400,9566,8866,9000,47703,71693.0,5310593.0
2010-11-17,8866,9233,8866,9000,32005,71693.0,5310593.0
2010-11-18,9000,9200,8933,9200,27734,73286.0,5310593.0
2010-11-19,9333,9333,8900,9267,26978,73817.0,5310593.0
2010-11-22,9199,9499,9166,9433,30572,75145.0,5310593.0
2010-11-23,9400,9466,9166,9200,17657,73286.0,5310593.0
2010-11-24,8666,8966,8600,8900,45952,70896.0,5310593.0
2010-11-25,9066,9866,8999,9433,100823,75145.0,5310593.0
2010-11-26,9333,9533,8833,8933,61949,71162.0,5310593.0
2010-11-29,9033,9066,8800,8867,18791,70631.0,5310593.0
2010-11-30,8833,9133,8800,8900,19170,70896.0,5310593.0
2010-12-01,9000,9466,8933,9200,29576,73286.0,5310593.0
2010-12-02,9266,10033,9266,10000,110535,79659.0,5310593.0
2010-12-03,10000,10433,9500,9500,186504,75676.0,5310593.0
2010-12-06,9533,9666,9366,9467,34879,75410.0,5310593.0
2010-12-07,9433,9633,9266,9500,21624,75676.0,5310593.0
2010-12-08,9466,9566,9200,9267,21943,73817.0,5310593.0
2010-12-09,9366,9566,9333,9400,24694,74879.0,5310593.0
2010-12-10,9566,9600,9400,9567,17880,76207.0,5310593.0
2010-12-13,9766,9766,9400,9500,19637,75676.0,5310593.0
2010-12-14,9500,9800,9466,9533,33412,75941.0,5310593.0
2010-12-15,9566,9733,9500,9533,38781,75941.0,5310593.0
2010-12-16,9533,9766,9466,9467,46481,75410.0,5310593.0
2010-12-17,9700,9700,9300,9300,37195,74083.0,5310593.0
2010-12-20,8866,9199,8866,9033,37048,71959.0,5310593.0
2010-12-21,9100,9366,9100,9267,26286,73817.0,5310593.0
2010-12-22,9300,9333,8933,9000,34759,71693.0,5310593.0
2010-12-23,8999,9166,8933,8933,23727,71162.0,5310593.0
2010-12-24,8966,9066,8866,9000,18935,71693.0,5310593.0
2010-12-27,9000,9200,8900,9067,22237,72224.0,5310593.0
2010-12-28,9133,9133,8833,8867,25691,70631.0,5310593.0
2010-12-29,8900,9066,8900,9000,17477,71693.0,5310593.0
2010-12-30,8966,9366,8966,9367,39336,74614.0,5310593.0
2011-01-03,9400,9600,9333,9367,20797,74614.0,5310593.0
2011-01-04,9366,9466,9100,9200,43182,73286.0,5310593.0
2011-01-05,9299,9399,9166,9233,34510,73552.0,5310593.0
2011-01-06,9233,9333,9099,9233,45743,73552.0,5310593.0
2011-01-07,9266,9700,9233,9400,87622,74879.0,5310593.0
2011-01-10,9400,9633,9400,9467,28440,75410.0,5310593.0
2011-01-11,9600,10266,9500,9600,291536,76473.0,5310593.0
2011-01-12,9633,10200,9499,10033,203618,79924.0,5310593.0
2011-01-13,10200,10299,9699,9833,101566,78331.0,5310593.0
2011-01-14,9866,10033,9766,9800,52677,78066.0,5310593.0
2011-01-17,9800,9933,9666,9667,33198,77004.0,5310593.0
2011-01-18,9666,9900,9366,9467,42262,75410.0,5310593.0
2011-01-19,9533,9566,9299,9433,36682,75145.0,5310593.0
2011-01-20,9433,9533,9166,9300,60509,74083.0,5310593.0
2011-01-21,9300,9300,9066,9200,34598,73286.0,5310593.0
2011-01-24,9066,9233,9066,9200,26735,73286.0,5310593.0
2011-01-25,9233,9333,9100,9167,29432,73021.0,5310593.0
2011-01-26,9166,9266,8966,9067,33180,72224.0,5310593.0
2011-01-27,9000,9533,8966,9167,70664,73021.0,5310593.0
2011-01-28,9366,9366,9133,9133,23785,72755.0,5310593.0
2011-01-31,9133,9433,9066,9133,23552,72755.0,5310593.0
2011-02-01,9199,9333,9166,9333,23255,74348.0,5310593.0
2011-02-07,9333,9466,9266,9333,26058,74348.0,5310593.0
2011-02-08,9433,9900,9366,9800,88203,78066.0,5310593.0
2011-02-09,9800,9866,9466,9667,40733,77004.0,5310593.0
2011-02-10,9666,9800,9433,9667,34586,77004.0,5310593.0
2011-02-11,9666,9833,9366,9500,45116,75676.0,5310593.0
2011-02-14,9633,9666,9333,9333,36432,74348.0,5310593.0
2011-02-15,9366,10033,9233,9767,134768,77800.0,5310593.0
2011-02-16,9833,9933,9600,9767,61779,77800.0,5310593.0
2011-02-17,9800,10700,9666,9667,293160,77004.0,5310593.0
2011-02-18,9700,10200,9666,9967,85369,79393.0,5310593.0
2011-02-21,10100,10300,10000,10200,65010,81252.0,5310593.0
2011-02-22,10166,10200,9766,10167,77676,80987.0,5310593.0
2011-02-23,10000,10266,9833,9900,61277,78862.0,5310593.0
2011-02-24,10133,10500,9933,9967,135854,79393.0,5310593.0
2011-02-25,10200,10933,10133,10433,255505,83111.0,5310593.0
2011-02-28,10600,11433,10433,11167,304762,88952.0,5310593.0
2011-03-02,11000,11133,10633,10667,124283,84969.0,5310593.0
2011-03-03,10800,10966,10499,10700,93852,85235.0,5310593.0
2011-03-04,10700,10800,10433,10533,74182,83907.0,5310593.0
2011-03-07,10566,11066,10533,10733,98699,85501.0,5310593.0
2011-03-08,10666,10766,10400,10533,52921,83907.0,5310593.0
2011-03-09,10600,10866,10400,10433,78394,83111.0,5310593.0
2011-03-10,10400,10533,10166,10533,56969,83907.0,5310593.0
2011-03-11,10400,10466,10066,10233,43396,81518.0,5310593.0
2011-03-14,10000,10000,9133,9367,127475,74614.0,5310593.0
2011-03-15,9299,9533,8100,8733,119932,69569.0,5310593.0
2011-03-16,8733,9000,8666,8867,48659,70631.0,5310593.0
2011-03-17,8533,8699,8399,8633,69203,68772.0,5310593.0
2011-03-18,8733,8900,8700,8900,28981,70896.0,5310593.0
2011-03-21,8866,9233,8866,9033,60804,71959.0,5310593.0
2011-03-22,9133,9200,9066,9100,31085,72490.0,5310593.0
2011-03-23,9066,9199,9066,9133,22912,72755.0,5310593.0
2011-03-24,9266,9433,9133,9233,33323,73552.0,5310593.0
