지니틱스(303030),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2019-01-31,0,0,0,2500,0,,
2019-02-01,0,0,0,2500,0,,
2019-02-07,0,0,0,2500,0,,
2019-02-08,0,0,0,2500,0,,
2019-02-11,0,0,0,2500,0,,
2019-02-12,0,0,0,2500,0,,
2019-02-13,0,0,0,2500,0,,
2019-02-14,0,0,0,2500,0,,
2019-02-15,0,0,0,2500,0,,
2019-02-18,0,0,0,2500,0,,
2019-02-19,0,0,0,2500,0,,
2019-02-20,0,0,0,2500,0,,
2019-02-21,0,0,0,2500,0,,
2019-02-22,0,0,0,2500,0,,
2019-02-25,0,0,0,2500,0,,
2019-02-26,0,0,0,2500,0,,
2019-02-27,0,0,0,2500,0,,
2019-02-28,0,0,0,2500,0,,
2019-03-04,0,0,0,2500,0,,
2019-03-05,0,0,0,2500,0,,
2019-03-06,0,0,0,2500,0,,
2019-03-07,0,0,0,2500,0,,
2019-03-08,0,0,0,2500,0,,
2019-03-11,0,0,0,2500,0,,
2019-03-12,0,0,0,2500,0,,
2019-03-13,0,0,0,2500,0,,
2019-03-14,0,0,0,2500,0,,
2019-03-15,0,0,0,2500,0,,
2019-03-18,0,0,0,2500,0,,
2019-03-19,0,0,0,2500,0,,
2019-03-20,0,0,0,2500,0,,
2019-03-21,0,0,0,2500,0,,
2019-03-22,0,0,0,2500,0,,
2019-03-25,0,0,0,2500,0,,
2019-03-26,0,0,0,2500,0,,
2019-03-27,0,0,0,2500,0,,
2019-03-28,0,0,0,2500,0,,
2019-03-29,0,0,0,2500,0,,
2019-04-01,0,0,0,2500,0,,
2019-04-02,0,0,0,2500,0,,
2019-04-03,0,0,0,2500,0,,
2019-04-04,0,0,0,2500,0,,
2019-04-05,0,0,0,2500,0,,
2019-04-08,0,0,0,2500,0,,
2019-04-09,0,0,0,2500,0,,
2019-04-10,0,0,0,2500,0,,
2019-04-11,0,0,0,2500,0,,
2019-04-12,0,0,0,2500,0,,
2019-04-15,0,0,0,2500,0,,
2019-04-16,0,0,0,2500,0,,
2019-04-17,0,0,0,2500,0,,
2019-04-18,0,0,0,2500,0,,
2019-04-19,0,0,0,2500,0,,
2019-04-22,0,0,0,2500,0,,
2019-04-23,0,0,0,2500,0,,
2019-04-24,0,0,0,2500,0,,
2019-04-25,0,0,0,2500,0,,
2019-04-26,2500,3250,2500,3250,9725685,13358.0,4110000.0
2019-04-29,3145,3450,2835,2855,3358622,11734.0,4110000.0
2019-04-30,2770,2790,2575,2640,1947842,10850.0,4110000.0
2019-05-02,2750,3300,2660,3020,7940931,12412.0,4110000.0
2019-05-03,3100,3790,2860,3520,7302378,14467.0,4110000.0
2019-05-07,3340,3785,3255,3390,2279972,13933.0,4110000.0
2019-05-08,3250,3630,3200,3345,2550073,13748.0,4110000.0
2019-05-09,3265,3370,3030,3035,1207052,12474.0,4110000.0
2019-05-10,3005,3890,3005,3850,6879654,15824.0,4110000.0
2019-05-13,3770,4350,3330,3375,4869674,13871.0,4110000.0
2019-05-14,3290,3740,3140,3250,3262063,13358.0,4110000.0
2019-05-15,3100,3325,3080,3230,854882,13275.0,4110000.0
2019-05-16,3520,3695,3200,3240,2250458,13316.0,4110000.0
2019-05-17,3215,3635,3155,3285,1947112,13501.0,4110000.0
2019-05-20,3300,3445,3240,3240,556186,13316.0,4110000.0
2019-05-21,3275,3480,3190,3265,1580110,13419.0,4110000.0
2019-05-22,3290,3400,3200,3200,598125,13152.0,4110000.0
2019-05-23,3250,3390,3170,3180,633356,13070.0,4110000.0
2019-05-24,3160,3270,3045,3060,467840,12577.0,4110000.0
2019-05-27,3060,3140,2850,2850,520709,11714.0,4110000.0
2019-05-28,3000,3190,2805,2890,385615,11878.0,4110000.0
2019-05-29,2840,2910,2760,2805,237477,11529.0,4110000.0
2019-05-30,2840,2870,2745,2815,176218,11570.0,4110000.0
2019-05-31,2830,2960,2795,2865,345896,11775.0,4110000.0
2019-06-03,2930,3720,2930,3720,4523778,15289.0,4110000.0
2019-06-04,3575,4340,3240,3280,8026130,13481.0,4110000.0
2019-06-05,3245,3650,3195,3420,3797674,14056.0,4110000.0
2019-06-07,3405,3950,3380,3655,5634808,15022.0,4110000.0
2019-06-10,3650,3830,3560,3605,935098,14817.0,4110000.0
2019-06-11,3650,4285,3600,4000,6988429,16440.0,4110000.0
2019-06-12,3900,4190,3730,3810,2413696,15659.0,4110000.0
2019-06-13,3930,4835,3880,4350,10804645,17878.0,4110000.0
2019-06-14,4250,4565,4100,4270,3926358,17550.0,4110000.0
2019-06-17,4270,4500,4155,4220,1914688,17344.0,4110000.0
2019-06-18,4590,4640,4025,4110,1596419,16892.0,4110000.0
2019-06-19,4110,4455,3955,4140,1601248,17015.0,4110000.0
2019-06-20,4130,4280,4075,4150,406338,17056.0,4110000.0
2019-06-21,4150,4225,4070,4075,415675,16748.0,4110000.0
2019-06-24,4110,4160,4025,4050,237280,16646.0,4110000.0
2019-06-25,4050,4080,3790,3840,307189,15782.0,4110000.0
2019-06-26,3835,4200,3830,3950,673663,16234.0,4110000.0
2019-06-27,3990,4185,3950,4030,270581,16563.0,4110000.0
2019-06-28,3965,4095,3955,4095,127950,16830.0,4110000.0
2019-07-01,4110,4135,4050,4110,194092,16892.0,4110000.0
2019-07-02,4120,4125,4065,4105,133817,16872.0,4110000.0
2019-07-03,4070,4330,4060,4135,553868,16995.0,4110000.0
2019-07-04,4165,4185,4065,4135,171784,16995.0,4110000.0
2019-07-05,4180,4270,4080,4140,236273,17015.0,4110000.0
2019-07-08,4110,4160,4060,4060,135459,16687.0,4110000.0
2019-07-09,4070,4120,3805,3805,249634,15639.0,4110000.0
2019-07-10,3760,3880,3755,3825,87892,15721.0,4110000.0
2019-07-11,3880,4270,3805,4150,873315,17056.0,4110000.0
2019-07-12,4155,4170,4025,4130,136482,16974.0,4110000.0
2019-07-15,4110,4175,4045,4090,104496,16810.0,4110000.0
2019-07-16,4090,4090,3835,3980,158279,16358.0,4110000.0
2019-07-17,3940,4020,3860,3900,79326,16029.0,4110000.0
2019-07-18,3900,4085,3715,3960,217866,16276.0,4110000.0
2019-07-19,3890,4210,3855,4210,283019,17303.0,4110000.0
2019-07-22,4290,5470,4260,4885,6370827,20077.0,4110000.0
2019-07-23,4950,4995,4630,4820,1281270,19810.0,4110000.0
2019-07-24,4815,5340,4665,5090,2190117,20920.0,4110000.0
2019-07-25,5090,5170,4970,4970,718437,20427.0,4110000.0
2019-07-26,3900,4285,3480,3480,5277437,117878.0,33873125.0
2019-07-29,3420,3440,2920,3010,3397225,101958.0,33873125.0
2019-07-30,2950,3135,2910,2950,1553573,99926.0,33873125.0
2019-07-31,2915,2990,2725,2900,1746366,98232.0,33873125.0
2019-08-01,2960,3005,2590,2635,1882121,89256.0,33873125.0
2019-08-02,2565,2860,2500,2655,2021693,89933.0,33873125.0
2019-08-05,2655,2660,2165,2180,1291245,73843.0,33873125.0
2019-08-06,2065,2295,1965,2120,1052440,71811.0,33873125.0
2019-08-07,2150,2220,2080,2170,496202,73505.0,33873125.0
2019-08-08,2200,2575,2185,2405,3159791,81465.0,33873125.0
2019-08-09,2390,2410,2250,2385,628889,80787.0,33873125.0
2019-08-12,2400,2440,2315,2345,441102,79432.0,33873125.0
2019-08-13,2345,2620,2275,2480,1889136,84005.0,33873125.0
2019-08-14,2490,2640,2395,2420,848827,81973.0,33873125.0
2019-08-16,2360,2375,2275,2330,516395,78924.0,33873125.0
2019-08-19,2345,2385,2250,2280,366438,77231.0,33873125.0
2019-08-20,2320,2700,2280,2395,3782905,81126.0,33873125.0
2019-08-21,2395,2445,2365,2395,634888,81126.0,33873125.0
2019-08-22,2420,2535,2400,2410,1319887,81634.0,33873125.0
2019-08-23,2385,2550,2330,2425,1533776,82142.0,33873125.0
2019-08-26,2355,2415,2330,2330,458412,78924.0,33873125.0
2019-08-27,2355,2430,2295,2310,462560,78247.0,33873125.0
2019-08-28,2310,2360,2265,2265,398298,76723.0,33873125.0
2019-08-29,2255,2290,2130,2150,474143,72827.0,33873125.0
2019-08-30,2175,2335,2175,2320,492304,78586.0,33873125.0
2019-09-02,2320,2400,2295,2340,291527,79263.0,33873125.0
2019-09-03,2370,2375,2305,2375,299316,80449.0,33873125.0
2019-09-04,2375,2465,2355,2435,474445,82481.0,33873125.0
2019-09-05,2475,2480,2390,2400,370570,81296.0,33873125.0
2019-09-06,2405,2440,2365,2365,361269,80110.0,33873125.0
2019-09-09,2390,2450,2355,2355,354763,79771.0,33873125.0
2019-09-10,2355,2400,2330,2390,179556,80957.0,33873125.0
2019-09-11,2410,2415,2360,2400,156173,81296.0,33873125.0
2019-09-16,2400,2405,2350,2395,288788,81126.0,33873125.0
2019-09-17,2380,2400,2340,2360,292778,79941.0,33873125.0
2019-09-18,2365,2445,2360,2445,557395,82820.0,33873125.0
2019-09-19,2565,2885,2475,2475,7188007,83836.0,33873125.0
2019-09-20,2480,2520,2415,2520,946276,85360.0,33873125.0
2019-09-23,2510,2750,2510,2750,2599091,93151.0,33873125.0
2019-09-24,2715,2765,2660,2745,982267,92982.0,33873125.0
2019-09-25,2750,2780,2570,2590,729370,87731.0,33873125.0
2019-09-26,2570,2670,2460,2520,608027,85360.0,33873125.0
2019-09-27,2495,2535,2470,2490,190791,84344.0,33873125.0
2019-09-30,2490,2600,2490,2535,280600,85868.0,33873125.0
2019-10-01,2530,2575,2480,2510,315821,85022.0,33873125.0
2019-10-02,2505,2505,2425,2480,282093,84005.0,33873125.0
2019-10-04,2490,2640,2380,2460,217902,83328.0,33873125.0
2019-10-07,2445,2500,2355,2390,231435,80957.0,33873125.0
